# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Many ^ap++++=Many
cursed ^vbd+++xvbn+=cursed
them ^pp3o+pp3+++=them
sonorously ^rb++++=sonorously.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cursed ^vbd+++xvbnx+=cursed
iconoclasts ^nns+++??+=iconoclasts,
, ^zz++++=EXTRAWORD
schismatics ^nns++++=schismatics,
, ^zz++++=EXTRAWORD
pretenders ^nns+nom+++=pretenders,
, ^zz++++=EXTRAWORD
rebels ^nns++++=rebels,
, ^zz++++=EXTRAWORD
false ^jj+atrb+++=false
prophets ^nns++++=prophets,
, ^zz++++=EXTRAWORD
sorcerers ^nns+nom+++=sorcerers,
, ^zz++++=EXTRAWORD
blasphemers ^nns+nom+++=blasphemers,
, ^zz++++=EXTRAWORD
rationalists ^nns+nom+++=rationalists,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
explained ^vbd+vpub++xvbn+=explained
miracles ^nns++++=miracles
by ^in++++=by
natural ^jj+atrb+++=natural
causes ^nns++++=causes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cursed ^vbd+++xvbnx+=cursed
with ^in++++=with
such ^abl++++=such
professional ^jj+atrb+++=professional
force ^nn++++=force
that ^tht+rel+obj++=that
the ^ati++++=the
candles ^nns++++=candles
guttered ^vbd+++xvbn+=guttered.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
between ^in++++=between
two ^cd++++=two
clauses ^nns++++=clauses
he ^pp3a+pp3+++=he
suddenly ^rb++++=suddenly
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
tired ^jj+atrb++xvbn+=tired
horse ^nn++++=horse
from ^in++++=from
the ^ati++++=the
novel ^nn++++=novel.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
beneath ^in+pl+++=beneath
cold ^jj+atrb+++=cold
rain ^nn++++=rain
beside ^in+pl+++=beside
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
streamed ^vbd+++xvbn+=streamed
from ^in++++=from
its ^pp$+it+++=its
flanks ^nns++++=flanks.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
beaten ^vprf+++xvbnx+=beaten
it ^pp3+it+++=it
all ^abn++++=all
day ^nn++++=day
now ^rn+tm+++=now
removed ^vbd+++xvbn+=removed
his ^pp$+pp3+++=his
own ^ap++++=own
coat ^nn++++=coat
and ^cc++++=and
laid ^vbd+++xvbn+=laid
it ^pp3+it+++=it
over ^in++++=over
the ^ati++++=the
animal ^nn++++=animal's
's ^vbz+bez+vrb++0=EXTRAWORD
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
blinked ^vbd+++xvbn+=blinked.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
revile ^vb+++??+=revile
the ^ati++++=the
sacred ^jj+atrb+++=sacred
traditions ^nns+nom+++=traditions
and ^cc++++=and
ordinances ^nns+nom+++=ordinances
established ^vwbn+++xvbn+=established
by ^in++++=by
the ^ati++++=the
holy ^jj+atrb+++=holy
fathers ^nns+nom+++=fathers
" ^zz++++="
" ^zz++++="Anathema!"
anathema ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
women ^nns++++=women
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
weep ^vbi++++=weep.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
subject ^nn++++=subject
divine ^jj+atrb+++=divine
revelation ^nn+nom+++=revelation
to ^in++++=to
the ^ati++++=the
proud ^jj+atrb+++=proud
judgment ^nn+nom+++=judgment
of ^in++++=of
human ^jj+atrb+++=human
reason ^nn++++=reason
" ^zz++++="
" ^zz++++="Anathema!"
anathema ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
condemned ^jj+atrb++xvbn+=condemned
prisoner ^nn+nom+++=prisoner
looked ^vbd+++xvbn+=looked
through ^in++++=through
bars ^nns++++=bars
at ^in++++=at
a ^at++++=a
strip ^nn++++=strip
of ^in++++=of
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
prison ^nn++++=prison
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
snow ^nn++++=snow
shone ^vbd+++xvbn+=shone
blue ^nn++++=blue.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
would ^md+prd+++=would
die ^vb++++=die
before ^in++++=before
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
because ^cs+cos+++=because
a ^at++++=a
sparrow ^nn++++=sparrow
hopped ^vbd+++xvbn+=hopped
near ^in+pl+++=near
the ^ati++++=the
wall ^nn++++=wall
and ^cc++++=and
was ^vbd+bedz+vrb++=was
free ^jj+pred+++=free.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np++++=Olympus's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
faltered ^vbd+++xvbn+=faltered.
. ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
raised ^vbd+++xvbn+=raised
both ^abx++++=both
hands ^nns++++=hands
sharply ^rb++++=sharply:
: ^zz++++=EXTRAWORD
stronger ^jjr++++=stronger,
, ^zz++++=EXTRAWORD
stronger ^jjr++++=stronger!
! ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wave ^nn++++=wave,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
dried ^vbd+++xvbn+=dried
herring ^nns++++=herring,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thought ^nn+++xvbn+=thought
Olympus ^np+++??+=Olympus.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
try ^vb++++=try
saying ^vbg+++xvbg+=saying
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
continued ^vbd+++xvbnx+=continued.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ritual ^jjb++++=ritual
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
rituals ^nns+nom+++=rituals
possess ^nns+nom+++=possess
momentum ^nn++++=momentum.
. ^zz++++=EXTRAWORD
No ^at++++=No
single ^jj+atrb+++=single
man ^nn++++=man
carries ^vbz++++=carries
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
carry ^vb++++=carry
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Phrase ^nn++++=Phrase
called ^vbd+++xvbn+=called
to ^in++++=to
phrase ^nn++++=phrase,
, ^zz++++=EXTRAWORD
curse ^vb++++=curse
to ^in++++=to
response ^nn++++=response,
, ^zz++++=EXTRAWORD
as ^ql++++=as
one ^cd1++++=one
iron ^nn++++=iron
link ^nn++++=link
draws ^vbz++++=draws
another ^dt++++=another
through ^in++++=through
the ^ati++++=the
wheel ^nn++++=wheel.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
read ^vbd+vprv++xvbn+=read
of ^in++++=of
fire ^nn++++=fire
unquenchable ^jj++++=unquenchable,
, ^zz++++=EXTRAWORD
the ^ati++++=the
worm ^nn++++=worm
that ^tht+rel+subj++=that
dieth ^vbz++++=dieth
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
outer ^jjb+atrb+++=outer
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
grinding ^vbg+++xvbg+=grinding
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
separation ^nn+nom+++=separation
from ^in++++=from
the ^ati++++=the
faithful ^jj++++=faithful,
, ^zz++++=EXTRAWORD
expulsion ^nn++++=expulsion
from ^in++++=from
the ^ati++++=the
communion ^nn++++=communion
of ^in++++=of
saints ^nns++++=saints,
, ^zz++++=EXTRAWORD
judgment ^nn+nom+++=judgment
without ^in++++=without
appeal ^nn++++=appeal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
punishment ^nn+nom+++=punishment
everlasting ^jj++++=everlasting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
often ^rb++splt++=often
read ^vprf+++xvbnx+=read
these ^dt+dem+++=these
things ^nns++++=things.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
that ^dt+dem+++=that
morning ^nn++++=morning
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
meant ^vprf+++xvbnx+=meant
little ^ap++++=little
more ^rbr++++=more
to ^in++++=to
him ^pp3o+pp3+++=him
than ^in++++=than
musical ^jj+atrb+++=musical
instructions ^nns+nom+++=instructions.
. ^zz++++=EXTRAWORD
" ^zz++++="Outer
outer ^jjb+atrb+++=EXTRAWORD
darkness ^nns+nom+++=darkness"
" ^zz++++=EXTRAWORD
required ^vbd+++xvbn+=required
a ^at++++=a
grave ^jj+atrb+++=grave
tone ^nn++++=tone;
; ^zz++++=EXTRAWORD
" ^zz++++="fire
fire ^nn++++=EXTRAWORD
unquenchable ^jj++++=unquenchable"
" ^zz++++=EXTRAWORD
permitted ^vbd+++xvbn+=permitted
splendour ^nn++++=splendour;
; ^zz++++=EXTRAWORD
" ^zz++++="grinding
grinding ^vbg+++xvbg+=EXTRAWORD
of ^in++++=of
teeth ^nns++++=teeth"
" ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=called
for ^in+ppvb+++=for
a ^at++++=a
pause ^nn++++=pause.
. ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
were ^vbd+bed+vrb++=were
steps ^nns++++=steps
by ^in++++=by
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
voice ^nn++++=voice
ascended ^vbd+++xvbn+=ascended.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
each ^dt++++=each
word ^nn++++=word
had ^vb+hv+vrb++=had
a ^at++++=a
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
of ^in++++=of
a ^at++++=a
child ^nn++++=child
asleep ^jj++++=asleep
beside ^in+pl+++=beside
its ^pp$+it+++=its
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
of ^in++++=of
a ^at++++=a
peasant ^nn+nom+++=peasant
laughing ^vwbg+++xvbg+=laughing
over ^in++++=over
black ^jj+atrb+++=black
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
of ^in++++=of
a ^at++++=a
soldier ^nn++++=soldier
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spared ^vprf+++xvbnx+=spared
an ^at++++=an
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
patient ^nn++++=patient
muzzle ^nn++++=muzzle
of ^in++++=of
the ^ati++++=the
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
moths ^nns++++=moths
fluttering ^vwbg+++xvbg+=fluttering
inside ^jjb++++=inside
the ^ati++++=the
handkerchief ^nn++++=handkerchief,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
released ^vpsv++agls+xvbnx+=released.
. ^zz++++=EXTRAWORD
An ^at++++=An
altar ^nn++++=altar
boy ^nn++++=boy
approached ^vbd+++xvbn+=approached
and ^cc+phrs+++=and
handed ^vbd+++xvbn+=handed
a ^at++++=a
folded ^jj+atrb++xvbn+=folded
note ^nn++++=note
to ^in++++=to
the ^ati++++=the
archpriest ^nn++++=archpriest.
. ^zz++++=EXTRAWORD
The ^ati++++=The
archpriest ^nn++++=archpriest
passed ^vbd+++xvbn+=passed
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
Archbishop ^nn++++=Archbishop.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
Eminence ^nn+nom+++=Eminence
read ^vbd+vprv++xvbn+=read
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
lifted ^jj+atrb++xvbn+=lifted
one ^cd1++++=one
eyebrow ^nn++++=eyebrow,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
a ^at++++=a
correction ^nn+nom+++=correction
with ^in++++=with
a ^at++++=a
pencil ^nn++++=pencil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beckoned ^vpsv++agls+xvbn+=beckoned
to ^in++++=to
the ^ati++++=the
deacon ^np++++=deacon.
. ^zz++++=EXTRAWORD
Olympus ^np+++??+=Olympus
bent ^vbd+++xvbn+=bent
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
new ^jj+atrb+++=new
formula ^nn++++=formula,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
the ^ati++++=the
Archbishop ^nn++++=Archbishop.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
to ^to++++=to
be ^vbi+vbi+aux++=be
pronounced ^vpsv++agls+xvbnx+=pronounced
today ^nr+tm+++=today."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
formula ^nn++++=formula,
, ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
Eminence ^nn+nom+++=Eminence?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
condemnation ^nn+nom+++=condemnation
of ^in++++=of
Count ^nn++++=Count
Tolstoy ^np++++=Tolstoy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
stared ^vbd+++xvbn+=stared.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^np++++=Archbishop's
's ^$++++=EXTRAWORD
nose ^nn++++=nose
sharpened ^vbd+++xvbn+=sharpened.
. ^zz++++=EXTRAWORD
" ^zz++++="Read."
read ^vb+vprv++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Olympus ^np+++??+=Olympus
took ^vbd+++xvbn+=took
the ^ati++++=the
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
a ^at++++=a
clerk ^nn++++=clerk's
's ^vbz+bez+vrb++0=EXTRAWORD
precise ^jj+atrb+++=precise
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
A ^at++++=A
word ^nn++++=word
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
inserted ^vpsv++agls+xvbnx+=inserted
above ^jjb++++=above
the ^ati++++=the
line ^nn++++=line;
; ^zz++++=EXTRAWORD
another ^dt++++=another
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
crossed ^vpsv++agls+xvbnx+=crossed
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Apparently ^rb++++=Apparently
even ^rb++++=even
damnation ^nn+nom+++=damnation
demanded ^vbd+vsua++xvbn+=demanded
good ^jj+atrb+++=good
editing ^nvbg+++xvbg+=editing.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
the ^ati++++=the
former ^ap++++=former
servant ^nn+nom+++=servant
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
Count ^npt++++=Count
Lev ^np+++??+=Lev
Nikolayevich ^np+++??+=Nikolayevich
Tolstoy ^np++++=Tolstoy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
read ^vbd+vprv++xvbnx+=read
silently ^rb+cnj+++=silently,
, ^zz++++=EXTRAWORD
" ^zz++++="who,
who ^whp+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
seduced ^xvbn+++xvbn+=seduced
by ^in++++=by
pride ^nn++++=pride
of ^in++++=of
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
audaciously ^rb++splt++=audaciously
risen ^vprf+++xvbn+=risen
against ^in++++=against
the ^ati++++=the
Lord ^npt++++=Lord
and ^cc++++=and
His ^pp$+pp3+++=His
Christ ^np++++=Christ,
, ^zz++++=EXTRAWORD
rejected ^j+++xvbn+=rejected
the ^ati++++=the
mysteries ^nns+nom+++=mysteries,
, ^zz++++=EXTRAWORD
mocked ^j+++xvbn+=mocked
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Church ^npl++++=Church,
, ^zz++++=EXTRAWORD
corrupted ^xvbn+++xvbn+=corrupted
the ^ati++++=the
simple ^jj++++=simple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
writings ^nns++++=writings
harmful ^jj++++=harmful
and ^cc+phrs+++=and
blasphemous ^jj++++=blasphemous
separated ^jj+++xvbn+=separated
himself ^ppl+pp3+++=himself
from ^in++++=from
communion ^nn++++=communion
with ^in++++=with
the ^ati++++=the
faithful ^jj+atrb+++=faithful
" ^zz++++="
Below ^in+pl+++=Below
stood ^vbd+++xvbn+=stood
the ^ati++++=the
prescribed ^jj+atrb++xvbn+=prescribed
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Anathema ^np+++??+=ANATHEMA.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
felt ^vbd+vprv++xvbn+=felt
cold ^jj++++=cold
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
vestments ^nns+nom+++=vestments.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
altar ^nn++++=altar.
. ^zz++++=EXTRAWORD
Gold ^nn++++=Gold
flashed ^vbd+++xvbn+=flashed.
. ^zz++++=EXTRAWORD
Incense ^nn++++=Incense
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Archbishop ^npt++++=Archbishop
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
held ^vbd+vprv+tht0+xvbn+=held
his ^pp$+pp3+++=his
hands ^nns++++=hands
poised ^vbd+++xvbn+=poised.
. ^zz++++=EXTRAWORD
Thousands ^cds++++=Thousands
of ^in++++=of
faces ^nns++++=faces
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
toward ^in++++=toward
the ^ati++++=the
ambo ^nn+++??+=ambo.
. ^zz++++=EXTRAWORD
" ^zz++++="Read,"
read ^vb+vprv++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
repeated ^vprf+++xvbn+=repeated
His ^pp$+pp3+++=His
Eminence ^nn+nom+++=Eminence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
deacon ^np++++=deacon
swallowed ^vbd+++xvbn+=swallowed.
. ^zz++++=EXTRAWORD
A ^at++++=A
singer ^nn++++=singer
may ^md+pos+++=may
face ^vb++++=face
death ^nn++++=death
more ^rbr++++=more
calmly ^rb++++=calmly
than ^in++++=than
a ^at++++=a
doubtful ^jj+atrb+++=doubtful
entrance ^nn+nom+++=entrance.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
comes ^vbz++++=comes
once ^rb+tm+++=once
and ^cc++++=and
does ^vbz+doz+aux++=does
not ^xnot++not++=not
require ^vb+vsua+++=require
one ^pn++++=one
to ^in++++=to
land ^nn++++=land
exactly ^rb++++=exactly
upon ^in++++=upon
F ^zz++++=F-sharp.
- ^zz++++=EXTRAWORD
sharp ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
had ^vbd+hvd+aux++=had
sung ^vprf+++xvbnx+=sung
before ^in++++=before
governors ^npts++++=governors,
, ^zz++++=EXTRAWORD
princes ^nns++++=princes,
, ^zz++++=EXTRAWORD
famous ^jj+atrb+++=famous
tenors ^nns++++=tenors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
before ^in++++=before
an ^at++++=an
imperial ^jj+atrb+++=imperial
cousin ^nn++++=cousin.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
had ^vb+hv+vrb++=had
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
been ^vprf+ben+aux+xvbn+=been
so ^ql++++=so
dry ^vb++++=dry.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
the ^ati++++=the
former ^ap++++=former
servant ^nn+nom+++=servant
of ^in++++=of
God ^np++++=God
" ^zz++++="
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
barely ^rb+down+++=barely
audible ^jj+pred+++=audible.
. ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
leaned ^vbd+++xvbn+=leaned
forward ^rb++++=forward
in ^in++++=in
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
began ^vbd+++xvbn+=began
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
the ^ati++++=the
former ^ap++++=former
servant ^nn+nom+++=servant
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
Count ^npt++++=Count
Lev ^np+++??+=Lev
Nikolayevich ^np+++??+=Nikolayevich
Tolstoy ^np++++=Tolstoy,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
seduced ^xvbn+++xvbn+=seduced
by ^in++++=by
pride ^nn++++=pride
of ^in++++=of
mind ^nn++++=mind
" ^zz++++="
The ^ati++++=The
handkerchief ^nn++++=handkerchief
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
moths ^nns++++=moths
rose ^vbd+++xvbn+=rose
into ^in++++=into
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
" ^zz++++="
has ^vbz+hvz+aux++=has
audaciously ^rb++splt++=audaciously
risen ^vprf+++xvbn+=risen
" ^zz++++="
A ^at++++=A
woman ^nn++++=woman
bent ^vbd+++xvbn+=bent
over ^in++++=over
a ^at++++=a
cradle ^nn++++=cradle.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
troubled ^vbd+++xvbn+=troubled
the ^ati++++=the
shutters ^nns+nom+++=shutters,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
within ^in++++=within
the ^ati++++=the
room ^nn++++=room
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
warmth ^nn++++=warmth,
, ^zz++++=EXTRAWORD
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
small ^jj+atrb+++=small
perfect ^jj+atrb+++=perfect
fist ^nn++++=fist
of ^in++++=of
a ^at++++=a
child ^nn++++=child
resting ^vwbg+++xvbg+=resting
against ^in++++=against
its ^pp$+it+++=its
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
" ^zz++++="
rejected ^vbd+++xvbn+=rejected
the ^ati++++=the
mysteries ^nns+nom+++=mysteries
" ^zz++++="
The ^ati++++=The
condemned ^jj+atrb++xvbn+=condemned
prisoner ^nn+nom+++=prisoner
smiled ^vbd+++xvbn+=smiled
at ^in++++=at
the ^ati++++=the
sparrow ^nn+++??+=sparrow.
. ^zz++++=EXTRAWORD
" ^zz++++="
mocked ^vbd+++xvbn+=mocked
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Church ^npl++++=Church
" ^zz++++="
The ^ati++++=The
beaten ^jj+++xvbn+=beaten
horse ^np++++=horse
stood ^vbd+++xvbn+=stood
beneath ^in+pl+++=beneath
the ^ati++++=the
man ^nn++++=man's
's ^$++++=EXTRAWORD
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
Father ^nn++++=Father
Olympus ^np+++??+=Olympus
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
The ^ati++++=The
silence ^nn+nom+++=silence
was ^vbd+bedz+vrb++=was
immediate ^jj+pred+++=immediate
and ^cc+phrs+++=and
enormous ^jj++++=enormous.
. ^zz++++=EXTRAWORD
Piskunov ^np+++??+=Piskunov
gave ^vbd+++xvbn+=gave
the ^ati++++=the
note ^nn++++=note
with ^in++++=with
the ^ati++++=the
tuning ^jj+atrb++xvbg+=tuning
fork ^nn++++=fork.
. ^zz++++=EXTRAWORD
Doh ^np+++??+=Doh
oh ^uh++++=oh
oh ^uh++++=oh
It ^pp3+it+++=It
sounded ^vbd+++xvbn+=sounded
ridiculously ^rb++++=ridiculously
tiny ^jj++++=tiny.
. ^zz++++=EXTRAWORD
" ^zz++++="Continue,"
continue ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Archbishop ^nn++++=Archbishop.
. ^zz++++=EXTRAWORD
Olympus ^np+++??+=Olympus
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
candle ^nn++++=candle
in ^in++++=in
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
ritual ^jjb++++=ritual,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
word ^nn++++=word
of ^in++++=of
condemnation ^nn+nom+++=condemnation
he ^pp3a+pp3+++=he
must ^md+nec+++=must
lower ^jjr++++=lower
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
turn ^nn++++=turn
the ^ati++++=the
flame ^nn++++=flame
toward ^in++++=toward
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
extinguish ^vb++++=extinguish
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
imagined ^vbd+vprv++xvbnx+=imagined
that ^tht+vcmp+++=that
small ^jj+atrb+++=small
flame ^nn++++=flame
reversed ^vwbn+++xvbn+=reversed
above ^jjb++++=above
Tolstoy ^np++++=Tolstoy's
's ^$++++=EXTRAWORD
name ^nn++++=name.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
imagined ^vbd+vprv++xvbnx+=imagined
a ^at++++=a
hand ^nn++++=hand
not ^xnot++not++=not
God ^np++++=God's
's ^$++++=EXTRAWORD
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
