# ^zz++++=##
# ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
telegrams ^nns++++=telegrams
and ^cc++++=and
a ^at++++=a
railway ^nn++++=railway
map ^nn++++=map.
. ^zz++++=EXTRAWORD
The ^ati++++=The
secretary ^npt+nom+++=secretary
spread ^vbd+++xvbn+=spread
them ^pp3o+pp3+++=them
upon ^in++++=upon
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
" ^zz++++="We've
we ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
traced ^vprf+++xvbnx+=traced
the ^ati++++=the
cars ^nns++++=cars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+aux++=were
billed ^vpsv++agls+xvbnx+=billed
east ^nr+pl+++=east,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^in++++=at
Danville ^np+++??+=Danville
the ^ati++++=the
bills ^nns++++=bills
were ^vbd+bed+aux++=were
cancelled ^vpsv++agls+xvbnx+=cancelled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grain ^nn++++=grain
went ^vbd+++xvbn+=went
south ^nr+pl+++=south
over ^in++++=over
the ^ati++++=the
Wabash ^np+++??+=Wabash
connection ^nn+nom+++=connection,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
north ^np+pl+++=north
again ^rb+tm+++=again
under ^in++++=under
new ^jj+atrb+++=new
numbers ^nns+nom+++=numbers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
back ^jjb++++=back
to ^in++++=to
Chicago ^np++++=Chicago
this ^dt+dem+++=this
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Whose
whose ^whp+who+++=EXTRAWORD
orders ^nns++++=orders?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Truslow's.
truslow ^nn+++??+=EXTRAWORD
's. ^nn+++??+=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
Central ^jj+atrb+++=Central
Forwarding ^np+++??+=Forwarding
Company ^nn++++=Company."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
instant ^nn+nom+++=instant
Hornung ^np+++??+=Hornung
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
map ^nn++++=map.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
his ^pp$+pp3+++=his
uncertainty ^nn++++=uncertainty
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
hidden ^jj+atrb++xvbn+=hidden
supply ^nn++++=supply.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
own ^ap++++=own
wheat ^nn++++=wheat
the ^ati++++=the
hundred ^cd++++=hundred
thousand ^cd++++=thousand
bushels ^vbz+++??+=bushels
sold ^vbd+++xvbn+=sold
under ^in++++=under
contract ^nn++++=contract
for ^in++++=for
export ^nn++++=export.
. ^zz++++=EXTRAWORD
Truslow ^np+++??+=Truslow
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
rails ^nns++++=rails,
, ^zz++++=EXTRAWORD
disguised ^j+++xvbn+=disguised
it ^pp3+it+++=it
with ^in++++=with
altered ^jj+atrb++xvbn+=altered
consignments ^nns+nom+++=consignments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vbd+++xvbn+=brought
it ^pp3+it+++=it
back ^jjb++++=back
to ^in++++=to
stab ^nn++++=stab
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
fist ^nn++++=fist
descended ^vbd+++xvbn+=descended
upon ^in++++=upon
the ^ati++++=the
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
an ^at++++=an
injunction ^nn+nom+++=injunction.
. ^zz++++=EXTRAWORD
Attach ^vb++++=Attach
every ^at++++=every
car ^nn++++=car.
. ^zz++++=EXTRAWORD
Notify ^vb++++=Notify
the ^ati++++=the
inspectors ^npts++++=inspectors
that ^tht+rel+obj++=that
the ^ati++++=the
receipts ^nns++++=receipts
are ^vb+ber+aux++=are
disputed ^vpsv++agls+xvbnx+=disputed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
wire ^nn++++=wire
Going ^vwbg+++xvbg+=Going:
: ^zz++++=EXTRAWORD
' ^zz++++='Supply
supply ^vb++++=EXTRAWORD
limited ^vbd+++xvbn+=limited
to ^to++++=to
one ^cd1++++=one
hundred ^cd++++=hundred
thousand ^cd++++=thousand.
. ^zz++++=EXTRAWORD
Truslow ^np+++??+=Truslow
wheat ^nn++++=wheat.
. ^zz++++=EXTRAWORD
Buy ^vb++++=Buy
it ^pp3+it+++=it
all. ^nn+++??+=all.'"
'" ^nn+++??+=EXTRAWORD
The ^ati++++=The
telegram ^nn++++=telegram
reached ^vbd+++xvbn+=reached
the ^ati++++=the
Pit ^nn++++=Pit
at ^in++++=at
twelve ^cd++++=twelve
minutes ^nns++++=minutes
past ^jjb++++=past
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
Going ^xvbg+++xvbg+=Going
read ^vb+vprv++xvbn+=read
it ^pp3+it+++=it
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
upon ^in++++=upon
the ^ati++++=the
rail ^nn++++=rail
of ^in++++=of
the ^ati++++=the
booth ^nn++++=booth
and ^cc++++=and
bellowed ^vbd+++xvbn+=bellowed:
: ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Truslow ^np++++=Truslow's
's ^$++++=EXTRAWORD
hundred ^cd++++=hundred
thousand ^cd++++=thousand!
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
there ^ex+pex+++=there
is ^vbz+bez+aux++=is!
! ^zz++++=EXTRAWORD
Buy ^vb++++=Buy!
! ^zz++++=EXTRAWORD
Buy ^vb++++=Buy
and ^cc++++=and
lift ^nn++++=lift
her ^pp$+pp3+++=her!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
men ^nns++++=men
charged ^vbd+++xvbn+=charged.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
took ^vbd+++xvbnx+=took
ten ^cd++++=ten
thousand ^cd++++=thousand
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
ten ^cd++++=ten,
, ^zz++++=EXTRAWORD
twenty ^cd++++=twenty
thousand ^cd++++=thousand
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
ten ^cd++++=ten
and ^cc++++=and
one ^cd1++++=one-eighth,
- ^zz++++=EXTRAWORD
eighth ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
thirty ^cd++++=thirty
thousand ^cd++++=thousand
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
ten ^cd++++=ten
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unknown ^jj+atrb+++=unknown
broker ^nn++++=broker
faltered ^vbd+++xvbn+=faltered.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
orders ^vbz++++=orders
diminished ^vbd+++xvbn+=diminished.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Bear ^np++++=Bear's
's ^$++++=EXTRAWORD
ammunition ^nn+nom+++=ammunition,
, ^zz++++=EXTRAWORD
so ^ql++++=so
cunningly ^rb++++=cunningly
stolen ^jj+++xvbn+=stolen,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
swallowed ^vbd+++xvbn+=swallowed
in ^in++++=in
mouthfuls ^nns+nom+++=mouthfuls.
. ^zz++++=EXTRAWORD
The ^ati++++=The
price ^nn++++=price
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
eleven ^cd++++=eleven!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
twelve ^cd++++=twelve!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
thirteen ^cd++++=thirteen
for ^in++++=for
May ^md+pos+++=May!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Shorts ^nns++++=Shorts
stampeded ^vbd+++xvbn+=stampeded
to ^to++++=to
cover ^vbi++++=cover.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
who ^whp+rel+obj++=who
five ^cd++++=five
minutes ^nns++++=minutes
before ^cs+sub+++=before
had ^vbd+hvd+aux++=had
sold ^vprf+++xvbnx+=sold
now ^rn+tm+++=now
fought ^vbd+++xvbn+=fought
to ^to++++=to
buy ^vbi++++=buy
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Bull ^nn++++=Bull
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
huge ^jj++++=huge,
, ^zz++++=EXTRAWORD
irresistible ^jj++++=irresistible,
, ^zz++++=EXTRAWORD
goring ^np++++=goring
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
market ^nn++++=market
upward ^jjb++++=upward.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
closing ^jj+atrb++xvbg+=closing
gong ^nn++++=gong
May ^md+pos+++=May
wheat ^vb++++=wheat
stood ^vbd+++xvbn+=stood
at ^rb++++=at
a ^at++++=a
dollar ^nn++++=dollar
fourteen ^cd++++=fourteen
and ^cc++++=and
one ^cd1++++=one-quarter.
- ^zz++++=EXTRAWORD
quarter ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Truslow ^np++++=Truslow's
's ^$++++=EXTRAWORD
attack ^nn++++=attack
was ^vbd+bedz+aux++=was
smashed ^vpsv++agls+xvbnx+=smashed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Great ^nn++++=Great
Bear ^vb+vprv+++=Bear
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed.
. ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
Iv ^np+++??+=IV.
. ^zz++++=EXTRAWORD
The ^ati++++=THE
Bread ^nn++++=BREAD
Line ^nn++++=LINE
That ^tht+rel+++=That
same ^ap++++=same
evening ^nn++++=evening
Sam ^nn++++=Sam
Lewiston ^np+++??+=Lewiston
stood ^vbd+++xvbn+=stood
in ^in++++=in
a ^at++++=a
line ^nn++++=line
before ^in++++=before
the ^ati++++=the
rear ^jjb+atrb+++=rear
door ^nn++++=door
of ^in++++=of
a ^at++++=a
mission ^nn++++=mission
on ^in++++=on
West ^np+pl+++=West
Madison ^np+++??+=Madison
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
perhaps ^rb++++=perhaps
two ^cd++++=two
hundred ^cd++++=hundred
men ^nns++++=men
ahead ^rb+pl+++=ahead
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
wore ^vbd+++xvbn+=wore
caps ^nns++++=caps
pulled ^vbd+++xvbn+=pulled
over ^in++++=over
their ^pp$+pp3+++=their
ears ^nns++++=ears;
; ^zz++++=EXTRAWORD
some ^dti++++=some
had ^vbd+hvd+aux++=had
wrapped ^vprf+++xvbnx+=wrapped
newspapers ^nns+nom+++=newspapers
around ^in++++=around
their ^pp$+pp3+++=their
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
moved ^vbd+++xvbn+=moved
slowly ^rb++++=slowly
toward ^in++++=toward
a ^at++++=a
basement ^nn+nom+++=basement
window ^nn++++=window
where ^wrb+who+++=where
a ^at++++=a
man ^nn++++=man
with ^in++++=with
rolled ^jj+atrb++xvbn+=rolled
sleeves ^nns++++=sleeves
passed ^vbd+++xvbn+=passed
out ^rp+pl+++=out
bowls ^nns++++=bowls
of ^in++++=of
coffee ^nn++++=coffee
and ^cc++++=and
thick ^jj+atrb+++=thick
pieces ^nns++++=pieces
of ^in++++=of
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
at ^rb++++=at
the ^ati++++=the
freight ^nn++++=freight
yards ^nns++++=yards
until ^in++++=until
January ^nr+nom+++=January.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
business ^nns+nom+++=business
slackened ^vbd+++xvbn+=slackened.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
shoveled ^vprf+++xvbnx+=shoveled
coal ^nn++++=coal
for ^in++++=for
nine ^cd++++=nine
days ^nns++++=days,
, ^zz++++=EXTRAWORD
carried ^jj+atrb++xvbn+=carried
bricks ^nns++++=bricks
for ^in++++=for
four ^cd++++=four,
, ^zz++++=EXTRAWORD
swept ^xvbn+++xvbn+=swept
a ^at++++=a
saloon ^nn++++=saloon,
, ^zz++++=EXTRAWORD
unloaded ^j+++xvbn+=unloaded
hides ^vbz++++=hides
and ^cc+phrs+++=and
slept ^vbd+++xvbn+=slept
twice ^rb++++=twice
in ^in++++=in
a ^at++++=a
police ^nns++++=police
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
Emma ^np++++=Emma
earned ^vbd+++xvbn+=earned
three ^cd++++=three
dollars ^nns++++=dollars
a ^at++++=a
week ^nn++++=week
sewing ^nn++++=sewing
vests ^nns+++??+=vests,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
rent ^nn++++=rent
was ^vbd+bedz+vrb++=was
six ^cd++++=six
dollars ^nns++++=dollars
a ^at++++=a
month ^nn++++=month,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bread ^nn++++=bread
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Wheat ^nn++++=Wheat
at ^in++++=at
a ^at++++=a
dollar ^nn++++=dollar
fourteen ^cd++++=fourteen
meant ^vbd+vprv++xvbn+=meant
five ^cd++++=five-cent
- ^zz++++=EXTRAWORD
cent ^nnu"++++=EXTRAWORD
loaves ^nns++++=loaves
reduced ^vwbn+++xvbn+=reduced
in ^in++++=in
weight ^nn++++=weight,
, ^zz++++=EXTRAWORD
flour ^nn++++=flour
beyond ^in++++=beyond
their ^pp$+pp3+++=their
means ^nn++++=means,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hunger ^nn++++=hunger
measured ^vwbn+++xvbn+=measured
by ^in++++=by
fractions ^nns+nom+++=fractions.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
Sam ^nn++++=Sam
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
say ^vb+vpub+tht0++=say
wheat ^nn++++=wheat
went ^vbd+++xvbn+=went
up ^rp++++=up
four ^cd++++=four
cents ^nns++++=cents
today ^nr+tm+++=today."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sam ^np++++=Sam
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Fellow
fellow ^jjb+atrb+++=EXTRAWORD
named ^jj+++xvbn+=named
Hornung ^np++++=Hornung's
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
it ^pp3+it+++=it
cornered ^vbd+++xvbn+=cornered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Farmers
farmers ^nns+nom+++=EXTRAWORD
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
doing ^vbg+++xvbgx+=doing
well ^jj+pred+++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
bread ^nn++++=bread
window ^nn++++=window,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
white ^jj+atrb+++=white
slab ^nn++++=slab
of ^in++++=of
loaf ^nn++++=loaf
under ^in++++=under
the ^ati++++=the
gaslight ^nn+++??+=gaslight.
. ^zz++++=EXTRAWORD
" ^zz++++="Maybe,"
maybe ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
advanced ^vbd+++xvbn+=advanced.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
roofs ^nns++++=roofs,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
La ^&fw++++=La
Salle ^&fw++++=Salle
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
the ^ati++++=the
upper ^jjb+atrb+++=upper
stories ^nns++++=stories
of ^in++++=of
the ^ati++++=the
office ^nn++++=office
buildings ^nns++++=buildings
shone ^vbd+++xvbn+=shone
brilliantly ^rb++++=brilliantly.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
the ^ati++++=the
victors ^nns++++=victors
were ^vbd+bed+vrb++=were
reckoning ^nn++++=reckoning
profits ^nns++++=profits,
, ^zz++++=EXTRAWORD
the ^ati++++=the
vanquished ^nn++++=vanquished
arranging ^vwbg+vsua++xvbg+=arranging
loans ^nns++++=loans,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clerks ^nns++++=clerks
were ^vbd+bed+aux++=were
recording ^vbg+vpub++xvbgx+=recording
in ^in++++=in
ledgers ^nns+nom+++=ledgers
the ^ati++++=the
tremendous ^jj+atrb+++=tremendous
combat ^nn++++=combat
of ^in++++=of
Bull ^nn++++=Bull
and ^cc++++=and
Bear ^nn++++=Bear.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
reached ^vbd+++xvbn+=reached
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
attendant ^nn++++=attendant
thrust ^vbd+++xvbn+=thrust
a ^at++++=a
bowl ^nn++++=bowl
toward ^in++++=toward
him ^pp3o+pp3+++=him
and ^cc++++=and
cut ^vb+++xvbn+=cut
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
months ^nns++++=months
before ^cs+sub+++=before
wheat ^nn++++=wheat
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql+emph+++=so
cheap ^jj++++=cheap
that ^tht+jcmp+++=that
it ^pp3+it+++=it
drove ^vbd+++xvbn+=drove
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
land ^nn++++=land.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^ql++++=so
dear ^uh++++=dear
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
must ^md+nec+++=must
accept ^vb+vprv+++=accept
charity ^nn+nom+++=charity
to ^to++++=to
eat ^vbi++++=eat
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
the ^ati++++=the
bread ^nn++++=bread
in ^in++++=in
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
him ^pp3o+pp3+++=him
the ^ati++++=the
long ^jj+atrb+++=long
line ^nn++++=line
pressed ^vbd+++xvbn+=pressed
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
hungry ^jj++++=hungry.
. ^zz++++=EXTRAWORD
