# ^zz++++=##
# ^zz++++=EXTRAWORD
How ^wrb+who+++=How
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
struggling ^nvbg+++xvbg+=struggling
to ^to+vcmp+++=to
conceal ^vbi++++=conceal
her ^pp$+pp3+++=her
passion ^nn++++=passion;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
ignorant ^jj++++=ignorant
savage ^jj++++=savage
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
laughing ^vbg+++xvbgx+=laughing.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
we ^pp1a+pp1+++=we
discoursed ^vbd+++xvbn+=discoursed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
the ^ati++++=the
widow ^nn++++=widow's
's ^$++++=EXTRAWORD
left ^vpsv++agls+xvbnx+=left
arm ^vb++++=arm
rested ^vbd+++xvbn+=rested
along ^in++++=along
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
sofa ^nn++++=sofa,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hand ^nn++++=hand
disappearing ^vwbg+seem++xvbg+=disappearing
behind ^in+pl+++=behind
a ^at++++=a
large ^jj+atrb+++=large
cushion ^nn++++=cushion.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
me ^pp1o+pp1+++=me
opportunity ^nn+nom+++=opportunity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
slipped ^vbd+++xvbnx+=slipped
me ^pp1o+pp1+++=me
right ^jj+atrb+++=right
hand ^nn++++=hand
behind ^rp+pl+++=behind
her ^pp3o+pp3+++=her
as ^ql++++=as
delicately ^rb++++=delicately
as ^in++++=as
a ^at++++=a
barronitt ^nn+++??+=barronitt
taking ^vwbg+++xvbg+=taking
a ^at++++=a
pudding ^nn++++=pudding
from ^in++++=from
a ^at++++=a
pantry ^nn++++=pantry,
, ^zz++++=EXTRAWORD
reached ^j+++xvbn+=reached
past ^jjb++++=past
the ^ati++++=the
cushion ^nn++++=cushion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv++xvbn+=found
a ^at++++=a
hand ^nn++++=hand
waiting ^vwbg+++xvbg+=waiting
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Och ^uh++++=Och,
, ^zz++++=EXTRAWORD
the ^ati++++=the
thrill ^nn++++=thrill
of ^in++++=of
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
A ^at++++=A
small ^jj+atrb+++=small
hand ^nn++++=hand
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
though ^cs+sub+++=though
tightly ^rb++++=tightly
gloved ^jj++++=gloved
and ^cc+phrs+++=and
trembling ^jj+++xvbg+=trembling
like ^in++++=like
a ^at++++=a
rabbit ^nn++++=rabbit
in ^in++++=in
a ^at++++=a
saucepan ^nn+nom+++=saucepan.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it
the ^ati++++=the
gintlest ^nn++++=gintlest
squeeze ^vb++++=squeeze
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
squeezed ^vbd+++xvbn+=squeezed
me ^pp1o+pp1+++=me
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="Ha!"
ha ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
confesses ^nns+nom+++=confesses
all ^rb++++=all.
. ^zz++++=EXTRAWORD
' ^zz++++='Pathrick,'
pathrick ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
that ^tht+vcmp+++=that
squeeze ^vb++++=squeeze,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
fought ^vprf+++xvbnx+=fought
against ^in++++=against
yer ^pp$++++=yer
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
yer ^pp$++++=yer
rank ^nn++++=rank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yer ^pp2+pp2+++=yer
lavender ^np+nom+++=lavender
breeches ^nns++++=breeches,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nature ^nn++++=nature
is ^vbz+bez+vrb++=is
victorious. ^nn+++??+=victorious.'"
'" ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it
two ^cd++++=two
squeezes ^nns+++??+=squeezes,
, ^zz++++=EXTRAWORD
signifying ^jj+++xvbg+=signifying,
, ^zz++++=EXTRAWORD
" ^zz++++="Darling,
darling ^np+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
hope ^nn++++=hope
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
answered ^vbd+vpub++xvbn+=answered
wid ^in++++=wid
three ^cd++++=three,
, ^zz++++=EXTRAWORD
signifying ^jj+++xvbg+=signifying,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
contradiction ^nn+nom+++=contradiction,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
yours ^pp$$++++=yours
till ^in++++=till
death ^nn++++=death,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
longer ^rbr++++=longer
if ^cs+cnd+++=if
the ^ati++++=the
property ^nn++++=property
is ^vbz+bez+aux++=is
settled ^vpsv++agls+xvbnx+=settled
properly ^rb++++=properly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
the ^ati++++=the
Count ^nn++++=Count
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
at ^in++++=at
a ^at++++=a
terrible ^jj+atrb+++=terrible
rate ^nn++++=rate.
. ^zz++++=EXTRAWORD
" ^zz++++="Madame,"
madame ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="mon
mon ^&fw++++=EXTRAWORD
c ^zz++++=c
ur ^nn+++??+=ur
ees ^vbz+bez+aux++=ees
papillon ^&fw++++=papillon
fly ^vb++++=fly,
, ^zz++++=EXTRAWORD
fly ^vb++++=fly,
, ^zz++++=EXTRAWORD
br ^nn+++??+=br
l ^zz++++=l
in ^in++++=in
your ^pp$+pp2+++=your
eye ^nn++++=eye
pish ^jj++++=pish,
, ^zz++++=EXTRAWORD
pash ^nn+++??+=pash,
, ^zz++++=EXTRAWORD
amour ^nn+++??+=amour,
, ^zz++++=EXTRAWORD
toujours ^nns+++??+=toujours,
, ^zz++++=EXTRAWORD
pom ^nn+++??+=pom
de ^&fw++++=de
terre ^&fw++++=terre!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tracle ^np++++=Tracle
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Does
does ^vbz+doz+vrb++=EXTRAWORD
your ^pp$+pp2+++=your
friend ^nn++++=friend
often ^rb++++=often
become ^vb++++=become
ill ^jj++++=ill
in ^in++++=in
company ^nn++++=company,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Patrick ^np++++=Patrick?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
" ^zz++++="Constantly,
constantly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
madam ^npt++++=madam,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
Frinch ^np+++??+=Frinch
constitution ^nn+nom+++=constitution.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
live ^vb++++=live
upon ^in++++=upon
frogs ^nns++++=frogs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
frogs ^nns++++=frogs
disagree ^nn+nom+++=disagree
wid ^in++++=wid
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
concealed ^jj+atrb++xvbn+=concealed
hand ^nn++++=hand
squeezed ^vwbn+++xvbn+=squeezed
mine ^pp$$++++=mine
sharply ^rb++++=sharply.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
jealousy ^nn++++=jealousy!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
feared ^vbd+vprv+tht0+xvbnx+=feared
I ^pp1a+pp1+++=I
might ^md+pos+++=might
pity ^vb++++=pity
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
be ^vb+be+aux++=be
alarmed ^vpsv++agls+xvbnx+=alarmed,
, ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me
adored ^vbd+++xvbn+=adored
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
creature ^nn++++=creature
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tracle ^np++++=Tracle.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
merely ^rb+down+splt++=merely
observing ^vbg+vprv++xvbgx+=observing
the ^ati++++=the
curtain ^nn++++=curtain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
ready ^jj+pred+++=ready-witted
- ^zz++++=EXTRAWORD
witted ^jj+++xvbn+=EXTRAWORD
beyond ^in++++=beyond
mortal ^jj+atrb+++=mortal
men ^nns++++=men.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^npt++++=Count
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
put ^vprf+++xvbnx+=put
one ^cd1++++=one
arm ^vb++++=arm
along ^in++++=along
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
sofa ^nn++++=sofa
too ^rb++++=too.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
grew ^vbd+++xvbn+=grew
red ^jj++++=red,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
shone ^vbd+++xvbn+=shone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
at ^in++++=at
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj++++=poor
fool ^jjb++++=fool
was ^vbd+bedz+aux++=was
undoubtedly ^rb++splt++=undoubtedly
imagining ^vbg+vprv++xvbgx+=imagining
that ^tht+vcmp+++=that
the ^ati++++=the
widow ^nn++++=widow
favoured ^vbd+++xvbn+=favoured
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
what ^wdt+who+++=what
reason ^nn++++=reason
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
except ^in++++=except
vanity ^nn++++=vanity
and ^cc++++=and
complete ^jj+atrb+++=complete
stupidity ^nn+nom+++=stupidity,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
tell ^vb++++=tell
ye ^pp2+pp2+++=ye.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tightened ^vbd+++xvbnx+=tightened
me ^pp1o+pp1+++=me
grasp ^vb+vprv+++=grasp.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hand ^nn++++=hand
tightened ^vbd+++xvbn+=tightened
too ^ql++++=too.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
gave ^vbd+++xvbn+=gave
a ^rb++++=a
little ^rb"++++=little
squeak ^vb++++=squeak.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
ails ^vbz++++=ails
ye ^pp2+pp2+++=ye?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing,
nothing ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
through ^in++++=through
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
ravished ^vpsv++agls+xvbnx+=ravished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ye
ye ^pp2+pp2+++=EXTRAWORD
look ^vb++++=look
pinched ^vbd+++xvbn+=pinched,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Love,
love ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur!
! ^zz++++=EXTRAWORD
Love ^nn++++=Love
make ^vb++++=make
ze ^ati++++=ze
douleur ^nn+++??+=douleur
sweet ^jj++++=sweet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hand ^nn++++=hand
squeezed ^vwbn+++xvbn+=squeezed
me ^pp1o+pp1+++=me
till ^cs+sub+++=till
me ^pp1o+pp1+++=me
knuckles ^nns++++=knuckles
grated ^vbd+++xvbn+=grated.
. ^zz++++=EXTRAWORD
" ^zz++++="Arrah,
arrah ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
darling ^nn+nom+++=darling,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thinks ^vbz+vprv+tht0++=thinks
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
volcanic ^jj+atrb+++=volcanic
affection ^nn+nom+++=affection!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
the ^ati++++=the
pressure ^nn++++=pressure
wid ^in++++=wid
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
to ^to++++=to
show ^vbi+vprv+tht0++=show
her ^pp$+pp3+++=her
that ^cs+sub+++=that
Irish ^jj+atrb+++=Irish
love ^nn++++=love
was ^vbd+bedz+vrb++=was
no ^at++++=no
weak ^jj+atrb+++=weak
foreign ^jj+atrb+++=foreign
beverage ^nn+nom+++=beverage
but ^cc++++=but
a ^at++++=a
full ^jj+atrb+++=full
bucket ^nn++++=bucket
of ^in++++=of
boiling ^xvbg+++xvbg+=boiling
sentiment ^nn+nom+++=sentiment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^np++++=Count's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
watered ^vbd+++xvbn+=watered.
. ^zz++++=EXTRAWORD
" ^zz++++="Madame,"
madame ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
faintly ^rb+cnj+++=faintly,
, ^zz++++=EXTRAWORD
" ^zz++++="your
your ^pp$+pp2+++=EXTRAWORD
beaut ^nn+++??+=beaut
ees ^vbz+bez+aux++=ees
crush ^vb++++=crush
crush ^vb++++=crush
crush ^vb++++=crush
my ^pp$+pp1+++=my
existence ^nn+nom+++=existence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you
had ^vb+hv+vrb++=had
better ^jjr+atrb+++=better
move ^nn++++=move,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
hand ^nn++++=hand
I ^pp1a+pp1+++=I
held ^vbd+vprv++xvbnx+=held
appeared ^vprf+++xvbn+=appeared
to ^to+vcmp+++=to
tug ^vbi++++=tug
desperately ^rb++++=desperately
in ^in++++=in
his ^pp$+pp3+++=his
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Naturally ^rb++++=Naturally
I ^pp1a+pp1+++=I
supposed ^vbd+vprv+tht0+xvbnx+=supposed
the ^ati++++=the
widow ^nn++++=widow
feared ^vbd+vprv+tht0+xvbn+=feared
he ^pp3a+pp3+++=he
would ^md+prd+++=would
depart ^vb++++=depart
before ^in++++=before
witnessing ^xvbg+++xvbg+=witnessing
me ^pp1o+pp1+++=me
triumph ^nn++++=triumph.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
telling ^vbg+nom++xvbg+=telling
her ^pp$+pp3+++=her
of ^in++++=of
me ^pp1o+pp1+++=me
estates ^nns+nom+++=estates.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
nine ^cd++++=nine
hundred ^cd++++=hundred
acres ^nns++++=acres,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="not
not ^xnot++not++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
parts ^nns++++=parts
under ^in++++=under
water ^nn++++=water;
; ^zz++++=EXTRAWORD
forty ^cd++++=forty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
tenants ^nns+nom+++=tenants,
, ^zz++++=EXTRAWORD
all ^abn++++=all
devoted ^jj+++xvbn+=devoted
to ^in++++=to
me ^pp1o+pp1+++=me
except ^in++++=except
those ^dt+dem+++=those
that ^dt+pdem+++=that
have ^vb+hv+aux++=have
absconded ^vprf+++xvbnx+=absconded;
; ^zz++++=EXTRAWORD
twelve ^cd++++=twelve
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
ye ^pp2+pp2+++=ye
count ^vb++++=count
the ^ati++++=the
three ^cd++++=three
donkeys ^nns++++=donkeys
and ^cc++++=and
a ^at++++=a
mule ^nn++++=mule;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
castle ^npl++++=castle
built ^vbd+++xvbn+=built
in ^in++++=in
the ^ati++++=the
reign ^nn++++=reign
of ^in++++=of
Brian ^np++++=Brian
Boru ^np+++??+=Boru
by ^in++++=by
the ^ati++++=the
finest ^jjt+atrb+++=finest
architect ^nn++++=architect
that ^tht+rel+subj++=that
ever ^rb++++=ever
forgot ^vbd+vprv++xvbn+=forgot
to ^to+vcmp+++=to
put ^vbi++++=put
in ^rb+phrv+++=in
a ^at++++=a
staircase ^nn++++=staircase."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
interesting ^jj++++=interesting,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
hand ^nn++++=hand
behind ^in+pl+++=behind
the ^ati++++=the
sofa ^nn++++=sofa
clung ^vbd+++xvbn+=clung
tighter ^jjr++++=tighter
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
escape ^vbi++++=escape
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
percave ^nn+++??+=percave,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
her ^pp3o+pp3+++=her
secret ^nn++++=secret
heart ^nn++++=heart
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
release ^nn++++=release
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Stay!"
stay ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="Fate
fate ^nn++++=EXTRAWORD
commands ^nns++++=commands
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sir
sir ^npt++++=EXTRAWORD
Patrick ^np++++=Patrick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
speaking ^nvbg+++xvbg+=speaking
to ^in++++=to
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
yer ^pp$++++=yer
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
madam ^npt++++=madam."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
prefer ^vb+vprv+tht0++=prefer
you ^pp2+pp2+++=you
to ^to++++=to
speak ^vbi++++=speak
to ^in++++=to
someone ^pn++++=someone
else ^rb+cnj+++=else's."
's." ^vb+++??+=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
laughed ^vbd+++xvbn+=laughed
a ^at++++=a
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
insulting ^jj++++=insulting,
, ^zz++++=EXTRAWORD
Frinch ^np+++??+=Frinch
cackle ^nn++++=cackle.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
and ^cc++++=and
thunder ^nn++++=thunder!
! ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Pathrick ^np+++??+=Pathrick
O ^zz++++=O'Grandison,
'grandison, ^nn+++??+=EXTRAWORD
Barronitt ^np+++??+=Barronitt,
, ^zz++++=EXTRAWORD
endure ^vb++++=endure
to ^to++++=to
be ^vbi+vbi+aux++=be
mocked ^vpsv++by+xvbnx+=mocked
by ^in++++=by
a ^at++++=a
creature ^nn++++=creature
whose ^whp+rel+obj++=whose
legs ^nns++++=legs
resembled ^vbd+++xvbn+=resembled
two ^cd++++=two
quill ^nn++++=quill
pens ^nns++++=pens?
? ^zz++++=EXTRAWORD
Never ^rb++++=Never.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
maintained ^vbd+vpub++xvbnx+=maintained
me ^pp1o+pp1+++=me
purliteness ^nns+nom+++=purliteness
for ^in++++=for
nearly ^rb+down+++=nearly
seven ^cd++++=seven
seconds ^nns++++=seconds.
. ^zz++++=EXTRAWORD
" ^zz++++="Count,"
count ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="ye're
ye ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
laughing ^vbg+++xvbgx+=laughing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mais
mais ^nns+++??+=EXTRAWORD
non ^&fw++++=non."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ye
ye ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Non."
non ^&fw++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
yer ^pp$++++=yer
face ^nn++++=face
is ^vbz+bez+aux++=is
doing ^vbg+++xvbgx+=doing
it ^pp3+it+++=it
without ^in++++=without
permission ^nn++++=permission,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
advise ^vb+vpub+tht0++=advise
ye ^pp2+pp2+++=ye
to ^in++++=to
discipline ^nn++++=discipline
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tracle ^np++++=Tracle
stood ^vbd+++xvbn+=stood
up ^rp++++=up
suddenly ^rb++++=suddenly.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen,
gentlemen ^nns++++=EXTRAWORD
