Even ^rb++++=Even
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
the ^ati++++=the
prince ^nn++++=prince's
's ^$++++=EXTRAWORD
murder ^nn++++=murder
were ^vbd+bed+aux++=were
answered ^vpsv++by+xvbnx+=answered
by ^in++++=by
deliberate ^jj+atrb+++=deliberate
torment ^nn+nom+++=torment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
palace ^nn++++=palace
would ^md+prd+++=would
contain ^vb++++=contain
two ^cd++++=two
monsters ^nns+nom+++=monsters
instead ^rb+cnj+++=instead
of ^in++++=of
one ^pn++++=one.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
threatened ^nn+++xvbnx+=threatened
to ^to+ncmp+++=to
leave ^vbi++++=leave
at ^rb++++=at
once ^rb"+tm+++=once
and ^cc++++=and
report ^nn++++=report
the ^ati++++=the
proposed ^jj+atrb++xvbn+=proposed
atrocity ^nn+nom+++=atrocity
to ^in++++=to
the ^ati++++=the
Residency ^np+++??+=Residency.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
my ^pp$+pp1+++=my
words ^nns++++=words
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
conscience ^nn+nom+++=conscience,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
merely ^rb+down+++=merely
his ^pp$+pp3+++=his
fear ^nn++++=fear
of ^in++++=of
interference ^nn+nom+++=interference,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
abandoned ^vbd+++xvbnx+=abandoned
the ^ati++++=the
seven ^cd++++=seven-day
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
punishment ^nn+nom+++=punishment
but ^cc++++=but
the ^ati++++=the
mercy ^nn++++=mercy
I ^pp1a+pp1+++=I
obtained ^vbd+++xvbnx+=obtained
was ^vbd+bedz+vrb++=was
dreadful ^jj+pred+++=dreadful.
. ^zz++++=EXTRAWORD
Neranya ^np++++=Neranya's
's ^$++++=EXTRAWORD
legs ^nns++++=legs
were ^vbd+bed+aux++=were
broken ^vpsv++agls+xvbnx+=broken
below ^rb++++=below
the ^ati++++=the
knees ^nns++++=knees
and ^cc++++=and
afterward ^rb++++=afterward
amputated ^vbd+++xvbn+=amputated
above ^rb++++=above
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
perform ^vb++++=perform
those ^dt+dem+++=those
operations ^nns+nom+++=operations.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remained ^vbd+++xvbnx+=remained,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
the ^ati++++=the
same ^ap++++=same
roof ^nn++++=roof;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
fact ^nn++++=fact
has ^vbz+hvz+vrb++=has
since ^in++++=since
weighed ^nn++++=weighed
upon ^in++++=upon
me ^pp1o+pp1+++=me
more ^rbr++++=more
heavily ^rb++++=heavily
than ^in++++=than
any ^dti++++=any
participation ^nn+nom+++=participation
of ^in++++=of
the ^ati++++=the
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
palace ^nn++++=palace
surgeon ^nn++++=surgeon
did ^vbd+dod+vrb++=did
the ^ati++++=the
work ^nn++++=work
badly ^rb++++=badly.
. ^zz++++=EXTRAWORD
Splinters ^nns+nom+++=Splinters
of ^in++++=of
bone ^nn++++=bone
projected ^vbd+++xvbn+=projected
through ^in++++=through
the ^ati++++=the
wounds ^nns++++=wounds,
, ^zz++++=EXTRAWORD
fever ^nn++++=fever
supervened ^vbd+++xvbn+=supervened,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
to ^to++++=to
save ^vbi++++=save
the ^ati++++=the
life ^nn++++=life
which ^whp+rel+obj++=which
the ^ati++++=the
Rajah ^np+++??+=Rajah
had ^vbd+hvd+aux++=had
forbidden ^vprf+++xvbnx+=forbidden
me ^pp1o+pp1+++=me
to ^to++++=to
defend ^vbi++++=defend
from ^in++++=from
mutilation ^nn+nom+++=mutilation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trimmed ^vbd+++xvbnx+=trimmed
the ^ati++++=the
shattered ^jj+atrb++xvbn+=shattered
femora ^nn+++??+=femora,
, ^zz++++=EXTRAWORD
ligatured ^jj++++=ligatured
the ^ati++++=the
bleeding ^jj+atrb++xvbg+=bleeding
vessels ^nns++++=vessels,
, ^zz++++=EXTRAWORD
drained ^xvbn+++xvbn+=drained
the ^ati++++=the
suppuration ^nn+nom+++=suppuration,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
such ^abl++++=such
care ^nn++++=care
preserved ^vwbn+++xvbn+=preserved
Neranya ^np+++??+=Neranya
for ^in++++=for
the ^ati++++=the
fate ^nn++++=fate
prepared ^vwbn+++xvbn+=prepared
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
stumps ^nns++++=stumps
healed ^vbd+++xvbn+=healed,
, ^zz++++=EXTRAWORD
scarcely ^rb+down+++=scarcely
more ^ql++++=more
remained ^jj+++xvbn+=remained
than ^in++++=than
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
upper ^jjb+atrb+++=upper
portions ^nns+nom+++=portions
of ^in++++=of
the ^ati++++=the
four ^cd++++=four
limbs ^nns++++=limbs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
frightful ^jj+atrb+++=frightful
wreck ^nn++++=wreck;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
chest ^nn++++=chest
retained ^vbd+++xvbn+=retained
its ^pp$+it+++=its
massive ^jj+atrb+++=massive
breadth ^nn++++=breadth,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
neck ^nn++++=neck
the ^ati++++=the
thickness ^nns+nom+++=thickness
of ^in++++=of
a ^at++++=a
wrestler ^jjr+atrb+++=wrestler's,
's, ^nn+++??+=EXTRAWORD
and ^cc++++=and
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
eyes ^nns++++=eyes
their ^pp$+pp3+++=their
undiminished ^jj+atrb+++=undiminished
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
caused ^vbd+++xvbn+=caused
an ^at++++=an
iron ^nn++++=iron
cage ^nn++++=cage
to ^to++++=to
be ^vbi+vbi+aux++=be
made ^vpsv++agls+xvbnx+=made
and ^cc+phrs+++=and
hung ^vpsv++agls+xvbn+=hung
within ^in++++=within
the ^ati++++=the
great ^jj+atrb+++=great
audience ^nn+nom+++=audience
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
the ^ati++++=the
events ^nns++++=events
of ^in++++=of
the ^ati++++=the
final ^jj+atrb+++=final
night ^nn++++=night
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
understood ^vpsv++agls+xvbnx+=understood
without ^in++++=without
some ^dti++++=some
knowledge ^nn++++=knowledge
of ^in++++=of
that ^dt+dem+++=that
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
describe ^vb++++=describe
it ^pp3+it+++=it
with ^in++++=with
precision ^nn++++=precision.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hall ^nn++++=hall
was ^vbd+bedz+vrb++=was
an ^at++++=an
oblong ^nn++++=oblong
of ^in++++=of
nearly ^rb+down+++=nearly
eighty ^cd++++=eighty
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
paved ^j+++xvbn+=paved
in ^in++++=in
polished ^jj+atrb+++=polished
stone ^nn++++=stone
and ^cc++++=and
roofed ^vpsv++by+xvbn+=roofed
by ^in++++=by
a ^at++++=a
cedar ^nn++++=cedar
ceiling ^nn+nom+++=ceiling
so ^ql++++=so
lofty ^np++++=lofty
that ^tht+rel+obj++=that
the ^ati++++=the
suspended ^jj+atrb++xvbn+=suspended
lamps ^nns++++=lamps
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
float ^vbi++++=float
in ^in++++=in
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
Along ^in++++=Along
the ^ati++++=the
western ^jj+atrb+++=western
wall ^nn++++=wall
ran ^vbd+++xvbn+=ran
a ^at++++=a
gallery ^nn+nom+++=gallery
or ^cc++++=or
balcony ^nn++++=balcony,
, ^zz++++=EXTRAWORD
twelve ^cd++++=twelve
feet ^nns++++=feet
above ^in+pl+++=above
the ^ati++++=the
pavement ^nn+nom+++=pavement,
, ^zz++++=EXTRAWORD
approached ^xvbn+++xvbn+=approached
by ^in++++=by
a ^at++++=a
broad ^jj+atrb+++=broad
staircase ^nn++++=staircase
which ^whp+rel+subj++=which
ascended ^vbd+++xvbn+=ascended
from ^in++++=from
the ^ati++++=the
northern ^jj+atrb+++=northern
end ^nn++++=end
and ^cc++++=and
turned ^vbd+++xvbn+=turned
once ^rb+tm+++=once
upon ^in++++=upon
a ^at++++=a
square ^nn++++=square
landing ^vwbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rajah ^np++++=Rajah's
's ^$++++=EXTRAWORD
private ^jj+atrb+++=private
apartments ^nns+nom+++=apartments
opened ^vbd+++xvbn+=opened
from ^in++++=from
this ^dt+dem+++=this
gallery ^nn+nom+++=gallery.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
the ^ati++++=the
hall ^npl++++=hall
stood ^vbd+++xvbn+=stood
a ^at++++=a
circular ^jj+atrb+++=circular
fountain ^npl++++=fountain.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
basin ^nn++++=basin
rose ^vbd+++xvbn+=rose
two ^cd++++=two
feet ^nns++++=feet
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
a ^at++++=a
carved ^jj+atrb++xvbn+=carved
lotus ^nn++++=lotus
a ^at++++=a
slender ^jj+atrb+++=slender
jet ^nn++++=jet
descended ^vbd+++xvbn+=descended
continually ^rb++++=continually
with ^in++++=with
a ^at++++=a
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
silver ^nn++++=silver
sound ^jj++++=sound.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
the ^ati++++=the
fountain ^nn++++=fountain
and ^cc++++=and
the ^ati++++=the
eastern ^jj+atrb+++=eastern
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
suspended ^xvbn+++xvbn+=suspended
by ^in++++=by
four ^cd++++=four
chains ^nns++++=chains
from ^in++++=from
an ^at++++=an
iron ^nn++++=iron
bracket ^nn++++=bracket,
, ^zz++++=EXTRAWORD
hung ^j+++xvbn+=hung
Neranya ^np++++=Neranya's
's ^$++++=EXTRAWORD
cage ^nn++++=cage.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
bottom ^jjb++++=bottom
was ^vbd+bedz+vrb++=was
six ^cd++++=six
feet ^nns++++=feet
above ^in+pl+++=above
the ^ati++++=the
pavement ^nn+nom+++=pavement.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cage ^nn++++=cage
itself ^ppl++++=itself
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
large ^jj+pred+++=large
enough ^qlp++++=enough
to ^to++++=to
permit ^vbi++++=permit
him ^pp3o+pp3+++=him
to ^to++++=to
turn ^vbi++++=turn.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
side ^nn++++=side
opened ^vbd+++xvbn+=opened
upon ^in++++=upon
hinges ^nn++++=hinges
secured ^vwbn+++xvbn+=secured
by ^in++++=by
a ^at++++=a
padlock ^nn++++=padlock;
; ^zz++++=EXTRAWORD
food ^nn++++=food
and ^cc++++=and
water ^nn++++=water
were ^vbd+bed+aux++=were
passed ^vpsv++agls+xvbnx+=passed
through ^in++++=through
a ^at++++=a
small ^jj+atrb+++=small
aperture ^nn++++=aperture.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
balcony ^nn++++=balcony
the ^ati++++=the
Rajah ^np+++??+=Rajah
could ^md+pos+++=could
look ^vb++++=look
down ^rp++++=down
upon ^in++++=upon
his ^pp$+pp3+++=his
prisoner ^nn+nom+++=prisoner
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
emerged ^vbd+++xvbnx+=emerged
from ^in++++=from
his ^pp$+pp3+++=his
apartments ^nns+nom+++=apartments.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
balcony ^nn++++=balcony,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
directly ^rb++++=directly
opposite ^in++++=opposite
the ^ati++++=the
cage ^nn++++=cage,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
a ^at++++=a
low ^jj+atrb+++=low
travelling ^jj+atrb++xvbg+=travelling
cot ^nn++++=cot
upon ^in++++=upon
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
during ^in++++=during
the ^ati++++=the
hottest ^jjt+atrb+++=hottest
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
frequently ^rb++++=frequently
slept ^vbd+++xvbn+=slept
in ^in++++=in
the ^ati++++=the
draught ^nn++++=draught
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
the ^ati++++=the
architecture ^nn++++=architecture
of ^in++++=of
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
designed ^j+++xvbn+=designed
for ^in++++=for
ceremony ^nn++++=ceremony
and ^cc++++=and
repose ^nn++++=repose,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
an ^at++++=an
engine ^nn++++=engine
of ^in++++=of
contumely ^nn++++=contumely:
: ^zz++++=EXTRAWORD
the ^ati++++=the
master ^nn++++=master
above ^jjb++++=above
or ^cc++++=or
peacefully ^rb++++=peacefully
reclining ^jj+++xvbg+=reclining
below ^in+strn+++=below;
; ^zz++++=EXTRAWORD
the ^ati++++=the
limbless ^jj+atrb+++=limbless
enemy ^nn++++=enemy
displayed ^vbd+++xvbn+=displayed
between ^in++++=between
earth ^nn++++=earth
and ^cc++++=and
ceiling ^nn+nom+++=ceiling,
, ^zz++++=EXTRAWORD
watched ^xvbn+++xvbn+=watched
by ^in++++=by
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
approached ^xvbn+++xvbn+=approached
by ^in++++=by
none ^rb++++=none.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
weeks ^nns++++=weeks
Neranya ^np+++??+=Neranya
raved ^vbd+++xvbn+=raved.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
curses ^nns++++=curses,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
reported ^vwbn+vpub++xvbn+=reported
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
only ^rb+down+++=only
in ^in++++=in
fragments ^nns+nom+++=fragments,
, ^zz++++=EXTRAWORD
surpassed ^xvbn+++xvbn+=surpassed
every ^at++++=every
extravagance ^nn+nom+++=extravagance
of ^in++++=of
hatred ^nn++++=hatred.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cursed ^vbd+++xvbnx+=cursed
the ^ati++++=the
Rajah ^np++++=Rajah's
's ^$++++=EXTRAWORD
body ^nn++++=body
and ^cc++++=and
the ^ati++++=the
bones ^nns++++=bones
within ^in++++=within
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
ancestors ^nns++++=ancestors,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
descendants ^nns+nom+++=descendants,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
name ^nn++++=name,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
food ^nn++++=food,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
shadow ^nn++++=shadow
cast ^vwbn+++xvbn+=cast
by ^in++++=by
his ^pp$+pp3+++=his
house ^nn++++=house.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cursed ^vbd+++xvbnx+=cursed
every ^at++++=every
god ^nn++++=god
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
permitted ^vprf+++xvbnx+=permitted
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
to ^to++++=to
be ^vbi+vbi+aux++=be
born ^vpsv++agls+xvbnx+=born,
, ^zz++++=EXTRAWORD
every ^at++++=every
river ^nn++++=river
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
him ^pp3o+pp3+++=him
water ^nn++++=water,
, ^zz++++=EXTRAWORD
every ^at++++=every
tree ^nn++++=tree
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
yielded ^vprf+++xvbnx+=yielded
him ^pp3o+pp3+++=him
shade ^nn++++=shade.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
called ^vbd+++xvbnx+=called
upon ^in++++=upon
the ^ati++++=the
sun ^nn++++=sun
to ^to++++=to
scorch ^vbi++++=scorch
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
moon ^nn++++=moon
to ^to++++=to
reveal ^vbi+vprv+++=reveal
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stars ^nns++++=stars
to ^to++++=to
fall ^vbi++++=fall
upon ^in++++=upon
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
creeping ^nvbg+++xvbg+=creeping,
, ^zz++++=EXTRAWORD
flying ^vbg+++xvbg+=flying,
, ^zz++++=EXTRAWORD
swimming ^nvbg+++xvbg+=swimming,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
four ^cd++++=four-footed
- ^zz++++=EXTRAWORD
footed ^jj+atrb++xvbn+=EXTRAWORD
creatures ^nns++++=creatures
to ^to++++=to
unite ^vbi++++=unite
in ^in++++=in
consuming ^xvbg+++xvbg+=consuming
his ^pp$+pp3+++=his
remains ^nns++++=remains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rajah ^np+++??+=Rajah
would ^md+prd+++=would
sit ^vb++++=sit
beneath ^in+pl+++=beneath
this ^dt+dem+++=this
torrent ^nn++++=torrent
with ^in++++=with
closed ^jj+atrb++xvbn+=closed
eyes ^nns++++=eyes
and ^cc++++=and
an ^at++++=an
expression ^nn++++=expression
almost ^rb+hdg+++=almost
serene ^jj++++=serene.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
gradually ^rb+cnj+++=gradually,
, ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
became ^vbd+++xvbn+=became
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
change ^nn++++=change
did ^vbd+dod+aux++=did
not ^xnot++not++=not
reassure ^vb++++=reassure
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
ceasing ^vbg+++xvbg+=ceasing
to ^in++++=to
expend ^nn+++??+=expend
itself ^ppl++++=itself
in ^in++++=in
useless ^jj+atrb+++=useless
fury ^nn++++=fury,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
inward ^jjb++++=inward
upon ^in++++=upon
some ^dti++++=some
design ^nn++++=design.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
design ^nn++++=design
could ^md+pos+++=could
be ^vb+be+aux++=be
formed ^vpsv++by+xvbnx+=formed
by ^in++++=by
a ^at++++=a
creature ^nn++++=creature
without ^in++++=without
hands ^nns++++=hands
or ^cc++++=or
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
confined ^xvbn+++xvbn+=confined
in ^in++++=in
iron ^nn++++=iron
six ^cd++++=six
feet ^nns++++=feet
above ^in+pl+++=above
the ^ati++++=the
floor ^nn++++=floor?
? ^zz++++=EXTRAWORD
Escape ^vb++++=Escape
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
Attack ^nn++++=Attack
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
impossible ^jj+pred+++=impossible
still ^rb++++=still.
. ^zz++++=EXTRAWORD
Daryan ^np+++??+=Daryan
Singh ^np++++=Singh
regarded ^vwbn+++xvbn+=regarded
his ^pp$+pp3+++=his
silence ^nn+nom+++=silence
as ^ql++++=as
resignation ^nn+nom+++=resignation.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
slept ^vbd+++xvbnx+=slept
beneath ^in+pl+++=beneath
the ^ati++++=the
balcony ^nn++++=balcony
nightly ^rb+cnj+++=nightly,
, ^zz++++=EXTRAWORD
attended ^j+++xvbn+=attended
only ^rb+down+++=only
by ^in++++=by
two ^cd++++=two
guards ^nns++++=guards
at ^rb++++=at
the ^ati++++=the
far ^rb+pl+++=far
doors ^nns++++=doors.
. ^zz++++=EXTRAWORD
Neranya ^np+++??+=Neranya
accepted ^vbd+++xvbn+=accepted
food ^nn++++=food,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lay ^vpsv++agls+xvbn+=lay
for ^in++++=for
hours ^nns++++=hours
as ^in++++=as
motionless ^jj++++=motionless
as ^ql++++=as
some ^dti++++=some
wrapped ^jj+atrb++xvbn+=wrapped
idol ^nn++++=idol.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
I ^pp1a+pp1+++=I
ascended ^vbd+++xvbnx+=ascended
a ^at++++=a
ladder ^nn++++=ladder
to ^to++++=to
examine ^vbi++++=examine
an ^at++++=an
irritation ^nn+nom+++=irritation
upon ^in++++=upon
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
stump ^nn++++=stump.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
pulse ^nn++++=pulse
was ^vbd+bedz+vrb++=was
slow ^jj+pred+++=slow,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
skin ^nn++++=skin
healthy ^jj++++=healthy,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
muscles ^nns++++=muscles
hard ^jj++++=hard.
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
leaned ^vbd+++xvbnx+=leaned
near ^rb++++=near
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
moved ^vbd+++xvbn+=moved
past ^jjb++++=past
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder
to ^in++++=to
the ^ati++++=the
cot ^nn++++=cot
below ^in+pl+++=below
the ^ati++++=the
gallery ^nn+nom+++=gallery;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
their ^pp$+pp3+++=their
depths ^nns++++=depths
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
calculation ^nn+nom+++=calculation.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
glance ^nn++++=glance
caused ^vbd+++xvbn+=caused
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
some ^dti++++=some
nights ^nns++++=nights
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
to ^to++++=to
keep ^vbi++++=keep
watch ^vb++++=watch.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
no ^at++++=no
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
unwilling ^jj++++=unwilling,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
persuaded ^vbd+vsua+tht0+xvbnx+=persuaded
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
to ^to++++=to
expose ^vbi++++=expose
the ^ati++++=the
man ^nn++++=man
to ^in++++=to
further ^jjb+atrb+++=further
punishment ^nn+nom+++=punishment
upon ^in++++=upon
the ^ati++++=the
evidence ^nn+nom+++=evidence
of ^in++++=of
a ^at++++=a
look ^nn++++=look.
. ^zz++++=EXTRAWORD
Shortly ^rb+tm+++=Shortly
before ^cs+sub+++=before
midnight ^nn++++=midnight
I ^pp1a+pp1+++=I
concealed ^vbd+++xvbnx+=concealed
myself ^ppl+pp1+++=myself
behind ^in+pl+++=behind
a ^at++++=a
pierced ^jj+atrb++xvbn+=pierced
screen ^nn++++=screen
near ^in+pl+++=near
the ^ati++++=the
southern ^jj+atrb+++=southern
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
lamp ^nn++++=lamp
burned ^vbd+++xvbn+=burned
upon ^in++++=upon
the ^ati++++=the
gallery ^nn+nom+++=gallery.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
stained ^jj+atrb++xvbn+=stained
shade ^nn++++=shade
threw ^vbd+++xvbn+=threw
a ^at++++=a
dull ^jj+atrb+++=dull
amber ^nn++++=amber
radiance ^nn+nom+++=radiance
across ^in+pl+++=across
the ^ati++++=the
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
cage ^nn++++=cage
remained ^vbd+++xvbn+=remained
chiefly ^rb++++=chiefly
in ^in++++=in
shadow ^nn++++=shadow
behind ^in+pl+++=behind
the ^ati++++=the
ceaseless ^jj+atrb+++=ceaseless
veil ^nn++++=veil
of ^in++++=of
the ^ati++++=the
fountain ^nn++++=fountain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Rajah ^np+++??+=Rajah
slept ^vbd+++xvbn+=slept
upon ^in++++=upon
his ^pp$+pp3+++=his
back ^jjb++++=back
beneath ^in+pl+++=beneath
the ^ati++++=the
balcony ^nn++++=balcony.
. ^zz++++=EXTRAWORD
A ^at++++=A
thin ^jj+atrb+++=thin
coverlet ^nn+nom+++=coverlet
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
his ^pp$+pp3+++=his
breast ^nn++++=breast.
