Into ^in++++=Into
His ^pp$+pp3+++=His
songs ^nns++++=songs
had ^vb+hv+vrb++=had
not ^xnot++not++=not
changed ^jj+++xvbn+=changed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
revellers ^nns+nom+++=revellers
desired ^vbd+++xvbn+=desired
novelty ^nn++++=novelty.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
praised ^vbd+++xvbnx+=praised
shrill ^jj+atrb+++=shrill
pipes ^nns++++=pipes,
, ^zz++++=EXTRAWORD
dancers ^nns+nom+++=dancers
with ^in++++=with
painted ^xvbn+++xvbn+=painted
limbs ^nns++++=limbs,
, ^zz++++=EXTRAWORD
dwarfs ^nns+++??+=dwarfs
who ^whp+rel+subj++=who
mocked ^vbd+++xvbn+=mocked
the ^ati++++=the
gods ^nns++++=gods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beasts ^nns++++=beasts
trained ^vbd+++xvbn+=trained
to ^in++++=to
bow ^nn++++=bow
before ^in++++=before
drunken ^jj+atrb+++=drunken
nobles ^nns++++=nobles.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Iranon ^np+++??+=Iranon
sang ^vbd+++xvbn+=sang
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
beryl ^np++++=beryl,
, ^zz++++=EXTRAWORD
men ^nns++++=men
spoke ^vbd+++xvbn+=spoke
over ^rp++++=over
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
named ^vbd+++xvbnx+=named
the ^ati++++=the
Nithra ^np+++??+=Nithra,
, ^zz++++=EXTRAWORD
women ^nns++++=women
yawned ^vbd+++xvbn+=yawned;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
of ^in++++=of
the ^ati++++=the
exiled ^jj+++xvbn+=exiled
prince ^npt++++=prince,
, ^zz++++=EXTRAWORD
boys ^nns++++=boys
flung ^vbd+++xvbn+=flung
nutshells ^nns+++??+=nutshells
at ^rb++++=at
his ^pp$+pp3+++=his
lute ^nn+++??+=lute.
. ^zz++++=EXTRAWORD
The ^ati++++=The
magistrate ^nn+nom+++=magistrate's
's ^$++++=EXTRAWORD
steward ^nn++++=steward
took ^vbd+++xvbn+=took
back ^rb+phrv+++=back
the ^ati++++=the
beryl ^np++++=beryl
clasp ^nn++++=clasp,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
silken ^jj+atrb+++=silken
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
last ^rb"++++=last
the ^ati++++=the
purple ^jj+atrb+++=purple
robe ^nn++++=robe.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Iranon ^np+++??+=Iranon
found ^vbd+vprv+tht0+xvbn+=found
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
garment ^nn+nom+++=garment
folded ^vbd+++xvbn+=folded
in ^in++++=in
a ^at++++=a
chest ^nn++++=chest,
, ^zz++++=EXTRAWORD
faded ^j+++xvbn+=faded
and ^cc+phrs+++=and
dusty ^jj++++=dusty
but ^cc++++=but
still ^rb++++=still
his ^pp$+pp3+++=his
own ^ap++++=own,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
on ^in++++=on
gladly ^rb++++=gladly.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Iranon ^np+++??+=Iranon
went ^vbd+++xvbn+=went
from ^in++++=from
Oonai ^np+++??+=Oonai,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
none ^pn++++=none
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
gates ^nns++++=gates
sounded ^vbd+++xvbn+=sounded
cymbals ^nns+nom+++=cymbals,
, ^zz++++=EXTRAWORD
laughter ^nn+nom+++=laughter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clatter ^nn++++=clatter
of ^in++++=of
cups ^nns++++=cups,
, ^zz++++=EXTRAWORD
whilst ^cs+sub+++=whilst
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
lay ^vbd+++xvbn+=lay
a ^at++++=a
pale ^nn++++=pale
road ^npl++++=road
wandering ^vwbg+++xvbg+=wandering
between ^in++++=between
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
not ^xnot++not++=not
known ^vbd+vprv++xvbn+=known
how ^wrb+who+whcl++=how
long ^rb++++=long
he ^pp3a+pp3+++=he
journeyed ^vbd+++xvbnx+=journeyed
thereafter ^nn+nom+++=thereafter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
passed ^vbd+++xvbnx+=passed
through ^in++++=through
cities ^nns++++=cities
where ^wrb+who+++=where
men ^nns++++=men
sold ^vwbn+++xvbn+=sold
prayers ^nns+nom+++=prayers
in ^in++++=in
brass ^nn++++=brass
vessels ^nns++++=vessels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
through ^in++++=through
countries ^nns++++=countries
where ^wrb+who+++=where
queens ^npt++++=queens
slept ^vbd+++xvbn+=slept
in ^in++++=in
crystal ^nn++++=crystal
tombs ^nns++++=tombs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
sea ^nn++++=sea
beneath ^in+pl+++=beneath
a ^at++++=a
green ^nn++++=green
moon ^np++++=moon
and ^cc++++=and
asked ^vbn+vsua++xvbn+=asked
sailors ^nns++++=sailors
whether ^cs+who+++=whether
Aira ^np+++??+=Aira
stood ^vbd+++xvbn+=stood
beyond ^in++++=beyond
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
climbed ^vbd+++xvbnx+=climbed
mountains ^npl++++=mountains
whose ^whp+rel+obj++=whose
snows ^nps++++=snows
were ^vbd+bed+vrb++=were
pink ^jj++++=pink
at ^rb++++=at
dawn ^nn++++=dawn
and ^cc++++=and
questioned ^vbn+vpub++xvbn+=questioned
hermits ^nns+++??+=hermits
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Ever ^rb++++=Ever
his ^pp$+pp3+++=his
robe ^nn++++=robe
grew ^vbd+++xvbn+=grew
more ^rbr++++=more
ragged ^jj++++=ragged,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
face ^nn++++=face
remained ^vbd+++xvbn+=remained
youthful ^jj++++=youthful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ever ^rb++++=ever
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang
the ^ati++++=the
same ^ap++++=same
song ^nn++++=song.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
a ^at++++=a
barren ^jj+atrb+++=barren
country ^nn++++=country
of ^in++++=of
low ^jj+atrb+++=low
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
thorn ^nn++++=thorn
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sluggish ^jj+atrb+++=sluggish
streams ^nns++++=streams.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
marble ^nn++++=marble
towers ^nns++++=towers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
only ^rb+down+++=only
huts ^nns++++=huts
of ^in++++=of
clay ^nn++++=clay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wind ^nn++++=wind
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
wet ^jj+atrb+++=wet
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
an ^at++++=an
ancient ^jj+atrb+++=ancient
willow ^nn++++=willow
sat ^vbd+++xvbn+=sat
a ^at++++=a
shepherd ^nn++++=shepherd,
, ^zz++++=EXTRAWORD
exceedingly ^rb++++=exceedingly
old ^jj++++=old,
, ^zz++++=EXTRAWORD
watching ^xvbg+++xvbg+=watching
lean ^vb++++=lean
sheep ^nns++++=sheep
crop ^nn++++=crop
the ^ati++++=the
coarse ^jj+atrb+++=coarse
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
Iranon ^np+++??+=Iranon
greeted ^vbd+++xvbn+=greeted
him ^pp3o+pp3+++=him
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
ten ^cd++++=ten
thousand ^cd++++=thousand
others ^aps++++=others,
, ^zz++++=EXTRAWORD
" ^zz++++="Knowest
knowest ^jjt++++=EXTRAWORD
thou ^pp2+pp2+++=thou
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
city ^nn++++=city
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
beryl ^np++++=beryl,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
the ^ati++++=the
clear ^jj+atrb+++=clear
Nithra ^np+++??+=Nithra
and ^cc++++=and
the ^ati++++=the
murmuring ^jj+++xvbg+=murmuring
Kra ^np+++??+=Kra?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
shepherd ^nn++++=shepherd
raised ^vbd+++xvbn+=raised
clouded ^jj+atrb++xvbn+=clouded
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
names ^nns++++=names
hast ^&fw++++=hast
thou ^pp2+pp2+++=thou
spoken ^vbd+++xvbn+=spoken?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Aira,
aira ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
homeland ^nn++++=homeland.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Nithra ^np+++??+=Nithra
runneth ^vbz++++=runneth
beneath ^in+pl+++=beneath
its ^pp$+it+++=its
rose ^vbd+++xvbn+=rose-hung
- ^zz++++=EXTRAWORD
hung ^xvbn+++xvbn+=EXTRAWORD
balconies ^nns++++=balconies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
Kra ^np+++??+=Kra
singeth ^vbz++++=singeth
among ^in++++=among
gardens ^nns++++=gardens.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
Aira ^np++++=Aira's
's ^$++++=EXTRAWORD
king ^npt++++=king,
, ^zz++++=EXTRAWORD
exiled ^j+++xvbn+=exiled
in ^in++++=in
childhood ^nn+nom+++=childhood
when ^wrb+who+++=when
spearmen ^jj+++xvbn+=spearmen
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
Sidrak ^np+++??+=Sidrak."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
stared ^vbd+++xvbn+=stared
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
troubled ^jj+atrb++xvbn+=troubled
memory ^nn++++=memory
moved ^vbd+++xvbn+=moved
in ^in++++=in
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
youth ^nn++++=youth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
dwelt ^vprf+++xvbn+=dwelt
near ^in+pl+++=near
this ^dt+dem+++=this
place ^nn++++=place
a ^at++++=a
beggar ^nn++++=beggar
named ^vbd+++xvbn+=named
Ranon ^np+++??+=Ranon,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
a ^at++++=a
yellow ^jj++++=yellow-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
son ^nn++++=son.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
slept ^vbd+++xvbnx+=slept
in ^in++++=in
an ^at++++=an
abandoned ^jj+atrb++xvbn+=abandoned
byre ^nn++++=byre
and ^cc++++=and
ate ^vbd+++xvbn+=ate
what ^wdt+who+++=what
the ^ati++++=the
villagers ^nns+nom+++=villagers
gave ^vbd+++xvbn+=gave
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
was ^vbd+bedz+aux++=was
mocked ^vpsv++agls+xvbnx+=mocked
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
herd ^nn++++=herd
swine ^nns++++=swine
nor ^cc++neg++=nor
gather ^vb+vprv+++=gather
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
made ^xvbn+++xvbn+=made
songs ^nns++++=songs
and ^cc++++=and
wore ^vbd+++xvbn+=wore
scraps ^nns++++=scraps
of ^in++++=of
purple ^nn++++=purple
stolen ^vbd+++xvbn+=stolen
from ^in++++=from
refuse ^nn++++=refuse
heaps ^nns++++=heaps."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iranon ^np++++=Iranon's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
tightened ^vbd+++xvbn+=tightened
upon ^in++++=upon
his ^pp$+pp3+++=his
lute ^nn+++??+=lute.
. ^zz++++=EXTRAWORD
" ^zz++++="Thou
thou ^pp2+pp2+++=EXTRAWORD
mistakest ^jjt++++=mistakest
another ^dt++++=another
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Peradventure.
peradventure ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
boy ^nn++++=boy
called ^vbd+++xvbn+=called
himself ^ppl+pp3+++=himself
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
adding ^vbg+vpub++xvbg+=adding
greatness ^nns+nom+++=greatness
to ^in++++=to
his ^pp$+pp3+++=his
poor ^jj+atrb+++=poor
name ^nn++++=name.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
a ^at++++=a
golden ^jj+atrb+++=golden
city ^nn++++=city
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
fashioned ^vprf+++xvbnx+=fashioned
in ^in++++=in
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
river ^nn++++=river
called ^vbd+++xvbn+=called
Nithra ^np+++??+=Nithra
because ^cs+cos+++=because
a ^rb++++=a
little ^rb"++++=little
muddy ^jj+atrb+++=muddy
brook ^nn++++=brook
ran ^vbd+++xvbn+=ran
behind ^in+pl+++=behind
the ^ati++++=the
byre ^nn++++=byre,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
stream ^nn++++=stream
called ^vbd+++xvbn+=called
Kra ^np+++??+=Kra
because ^cs+cos+++=because
frogs ^nns++++=frogs
croaked ^vbd+++xvbn+=croaked
in ^in++++=in
a ^at++++=a
ditch ^nn++++=ditch.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
father ^nn++++=father
was ^vbd+bedz+vrb++=was
no ^at++++=no
king ^npt++++=king.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
died ^vbd+++xvbnx+=died
by ^in++++=by
the ^ati++++=the
roadside ^nn++++=roadside
in ^in++++=in
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
Thereafter ^nn+nom+++=Thereafter
the ^ati++++=the
boy ^nn++++=boy
vanished ^vbd+++xvbn+=vanished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
word ^nn++++=word
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
sound ^jj+pred+++=sound.
. ^zz++++=EXTRAWORD
" ^zz++++="Aira
aira ^nn+++??+=EXTRAWORD
hath ^vbz+hvz+vrb++=hath
ivory ^nn++++=ivory
palaces ^nns++++=palaces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
father ^nn++++=father
wore ^vbd+++xvbn+=wore
a ^at++++=a
crown ^nn++++=crown."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
lived ^vprf+++xvbnx+=lived
fourscore ^cd++++=fourscore
years ^nns++++=years
in ^in++++=in
this ^dt+dem+++=this
land ^nn++++=land,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
shepherd ^nn++++=shepherd,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
never ^rb++++=never
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
an ^at++++=an
Aira ^np+++??+=Aira.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
make ^vb++++=make
kingdoms ^nns+nom+++=kingdoms
when ^wrb+who+++=when
the ^ati++++=the
world ^nn++++=world
giveth ^vbz++++=giveth
them ^pp3o+pp3+++=them
only ^rb+down+++=only
mud ^nn++++=mud."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
stars ^nn++++=stars
appeared ^vbd+seem++xvbn+=appeared
one ^pn++++=one
by ^in++++=by
one ^cd1++++=one
above ^jjb++++=above
the ^ati++++=the
waste ^nn++++=waste,
, ^zz++++=EXTRAWORD
as ^ql++++=as
once ^cs+tm+++=once
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
above ^jjb++++=above
Teloth ^np+++??+=Teloth.
. ^zz++++=EXTRAWORD
Moonlight ^nn++++=Moonlight
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
Iranon ^np++++=Iranon's
's ^$++++=EXTRAWORD
tattered ^jj+atrb+++=tattered
purple ^nn++++=purple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
lute ^nn+++??+=lute
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
No ^at++++=No
song ^nn++++=song
arose ^vbd+++xvbn+=arose
when ^wrb+who+++=when
its ^pp$+it+++=its
strings ^nns++++=strings
struck ^vbd+++xvbn+=struck
the ^ati++++=the
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
not ^xnot++not++=not
toward ^in++++=toward
a ^at++++=a
distant ^jj+atrb+++=distant
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
backward ^jj++++=backward
upon ^in++++=upon
the ^ati++++=the
road ^nn++++=road:
: ^zz++++=EXTRAWORD
Teloth ^np+++??+=Teloth
with ^in++++=with
its ^pp$+it+++=its
granite ^nn++++=granite
laws ^nns++++=laws,
, ^zz++++=EXTRAWORD
Oonai ^np+++??+=Oonai
with ^in++++=with
its ^pp$+it+++=its
wine ^nn++++=wine-stained
- ^zz++++=EXTRAWORD
stained ^jj+atrb++xvbn+=EXTRAWORD
garlands ^nns++++=garlands,
, ^zz++++=EXTRAWORD
Romnod ^np+++??+=Romnod
young ^jj++++=young
beneath ^in+pl+++=beneath
the ^ati++++=the
portico ^nn+++??+=portico
and ^cc++++=and
old ^jj++++=old
beside ^in+pl+++=beside
the ^ati++++=the
overturned ^jj+atrb++xvbn+=overturned
cup ^nn++++=cup,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
countries ^nns++++=countries
traversed ^vbd+++xvbn+=traversed
beneath ^in+pl+++=beneath
an ^at++++=an
undiminishing ^jj+atrb++xvbg+=undiminishing
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Nithra ^np+++??+=Nithra
darkened ^vbd+++xvbn+=darkened
within ^in++++=within
his ^pp$+pp3+++=his
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tiny ^jj+atrb+++=tiny
Kra ^np+++??+=Kra
ceased ^vbd+++xvbn+=ceased
to ^in++++=to
murmur ^nn++++=murmur.
. ^zz++++=EXTRAWORD
Marble ^nn++++=Marble
became ^vbd+++xvbn+=became
clay ^nn++++=clay,
, ^zz++++=EXTRAWORD
beryl ^np++++=beryl
became ^vbd+++xvbn+=became
broken ^xvbn+++xvbn+=broken
green ^np++++=green
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
king ^nn++++=king
upon ^in++++=upon
the ^ati++++=the
ivory ^nn++++=ivory
throne ^nn++++=throne
had ^vb+hv+vrb++=had
no ^at++++=no
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
years ^nns++++=years
which ^whp+rel+obj++=which
dream ^nn++++=dream
had ^vbd+hvd+aux++=had
held ^vprf+++xvbnx+=held
at ^rb++++=at
bay ^npl++++=bay
came ^vbd+++xvbn+=came
suddenly ^rb++++=suddenly
upon ^in++++=upon
Iranon ^np+++??+=Iranon.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
golden ^jj+atrb+++=golden
hair ^nn++++=hair
whitened ^jj++++=whitened
and ^cc++++=and
fell ^nn+++xvbn+=fell
thinly ^rb++++=thinly
about ^in++++=about
his ^pp$+pp3+++=his
brow ^nn++++=brow;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
fair ^jj+atrb+++=fair
cheeks ^nns++++=cheeks
sank ^vbd+++xvbn+=sank;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
bent ^vbd+++xvbn+=bent
beneath ^in+pl+++=beneath
an ^at++++=an
invisible ^jj+atrb+++=invisible
burden ^nn++++=burden;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
hand ^nn++++=hand
that ^tht+rel+subj++=that
reached ^vbd+++xvbn+=reached
toward ^in++++=toward
the ^ati++++=the
vanished ^jj+++xvbn+=vanished
city ^npl++++=city
became ^vbd+++xvbn+=became
knotted ^jj++++=knotted
and ^cc+phrs+++=and
tremulous ^jj++++=tremulous.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shepherd ^nn++++=shepherd
cried ^vbd+++xvbn+=cried
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
for ^in++++=for
where ^wrb+who+++=where
a ^at++++=a
youth ^nn++++=youth
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
there ^rn+pl+++=there
now ^rn+tm+++=now
tottered ^vbd+++xvbn+=tottered
a ^at++++=a
man ^nn++++=man
older ^jjr++++=older
than ^in++++=than
sorrow ^nn++++=sorrow.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Iranon ^np++++=Iranon's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
brightened ^vbd+++xvbn+=brightened
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="See,"
see ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
gazing ^vbg+++xvbg+=gazing
beyond ^in++++=beyond
the ^ati++++=the
willow ^nn++++=willow.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
moon ^nn++++=moon
shineth ^vbz++++=shineth
upon ^in++++=upon
Aira ^np+++??+=Aira.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gates ^nns++++=gates
are ^vb+ber+vrb++=are
open ^jj+pred+++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
kindled ^vprf+++xvbnx+=kindled
golden ^jj+atrb+++=golden
lamps ^nns++++=lamps
for ^in++++=for
their ^pp$+pp3+++=their
prince ^nn++++=prince.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear
the ^ati++++=the
Nithra ^np+++??+=Nithra,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
father ^nn++++=father
calleth ^vbz++++=calleth
me ^pp1o+pp1+++=me
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
him ^pp3o+pp3+++=him
lay ^vbd+++xvbn+=lay
only ^rb+down+++=only
a ^at++++=a
marsh ^nn++++=marsh,
, ^zz++++=EXTRAWORD
silvered ^jj++++=silvered
by ^in++++=by
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
Mist ^nn++++=Mist
covered ^vbd+++xvbn+=covered
its ^pp$+it+++=its
black ^jj+atrb+++=black
pools ^nns++++=pools,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reeds ^nns++++=reeds
bent ^vbd+++xvbn+=bent
above ^jjb+atrb+++=above
hidden ^jj+atrb++xvbn+=hidden
quicksand ^nn+++??+=quicksand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shepherd ^nn++++=shepherd
warned ^vbd+vpub++xvbn+=warned
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Iranon ^np+++??+=Iranon
did ^vbd+dod+aux++=did
not ^xnot++not++=not
hear ^vb+vprv+++=hear.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gathered ^vbd+++xvbnx+=gathered
his ^pp$+pp3+++=his
ruined ^jj+atrb++xvbn+=ruined
robe ^nn++++=robe
about ^rb++++=about
him ^pp3o+pp3+++=him
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
toward ^in++++=toward
the ^ati++++=the
imagined ^jj+atrb++xvbn+=imagined
gates ^nns++++=gates.
. ^zz++++=EXTRAWORD
With ^in++++=With
each ^dt++++=each
step ^vb++++=step
he ^pp3a+pp3+++=he
sank ^vbd+++xvbnx+=sank
deeper ^jjr++++=deeper.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled,
