Frances ^nns+nom+++=Frances
eyes ^nns++++=eyes
looked ^vbd+++xvbn+=looked
unexpectedly ^rb++++=unexpectedly
light ^nn++++=light.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
handsome ^jj++++=handsome
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
Frances ^nns+nom+++=Frances
admired ^vbd+++xvbn+=admired.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
nose ^nn++++=nose
was ^vbd+bedz+vrb++=was
too ^ql++++=too
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
uncertain ^jj++++=uncertain
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
clothes ^nns++++=clothes
always ^rb++++=always
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
contain ^vbi++++=contain
traces ^nns++++=traces
of ^in++++=of
whatever ^nn+nom+++=whatever
work ^nn++++=work
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
last ^rb++splt++=last
done ^vprf+++xvbnx+=done
straw ^nn++++=straw,
, ^zz++++=EXTRAWORD
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
horsehair ^nn+++??+=horsehair,
, ^zz++++=EXTRAWORD
the ^ati++++=the
green ^nn++++=green
smell ^nn++++=smell
of ^in++++=of
bruised ^xvbn+++xvbn+=bruised
stems ^nns++++=stems.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Fran ^np+++??+=Fran.
. ^zz++++=EXTRAWORD
Back ^jjb++++=Back
from ^in++++=from
Liverpool ^np++++=Liverpool?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
it ^pp3+it+++=it
appears ^vbz+seem+++=appears."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Had
had ^vb+hv+vrb++=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
time ^nn++++=time?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Magnificent."
magnificent ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Anne ^np++++=Anne
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Jimmy's
jimmy ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
got ^vbd+++xvbn+=got
engaged ^vbd+++xvbn+=engaged."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
tightened ^vbd+++xvbn+=tightened
on ^in++++=on
the ^ati++++=the
fork ^nn++++=fork
handle ^vb++++=handle.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
Frances ^nns+nom+++=Frances,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
" ^zz++++="Has
has ^vbz+hvz+vrb++=EXTRAWORD
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
a ^at++++=a
girl ^nn++++=girl
with ^in++++=with
a ^at++++=a
long ^jj+atrb+++=long
neck ^nn++++=neck,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Anne ^np++++=Anne
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="Anne!"
anne ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
attempted ^vbd+++xvbn+=attempted
a ^at++++=a
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
suited ^vpsv++agls+xvbnx+=suited
hisself ^nn+++??+=hisself,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reckon ^vb+vprv+++=reckon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perfectly,"
perfectly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
all ^rb++++=all
be ^vb+be+vrb++=be
glad ^jj+pred+++=glad
when ^wrb+who+++=when
people ^nns++++=people
suit ^nn++++=suit
themselves ^ppls+pp3+++=themselves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
brittleness ^nns+nom+++=brittleness
in ^in++++=in
her ^pp$+pp3+++=her
voice ^nn++++=voice
without ^in++++=without
knowing ^xvbg+++xvbg+=knowing
what ^wdt+who+whcl++=what
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
wanted ^vprf+++xvbnx+=wanted
Frances ^nns+nom+++=Frances
for ^in++++=for
so ^ql++++=so
long ^rb++++=long
that ^dt+dem+++=that
his ^pp$+pp3+++=his
desire ^nn++++=desire
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
the ^ati++++=the
shape ^nn++++=shape
of ^in++++=of
hope ^nn++++=hope
and ^cc++++=and
become ^vb++++=become
a ^at++++=a
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
like ^in++++=like
weather ^nn++++=weather
in ^in++++=in
the ^ati++++=the
bones ^nns++++=bones.
. ^zz++++=EXTRAWORD
Jimmy ^nn++++=Jimmy
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
that ^cs+sub+++=that
upper ^jjb+atrb+++=upper,
, ^zz++++=EXTRAWORD
polished ^jj+atrb+++=polished
region ^nn++++=region
from ^in++++=from
which ^whp+rel+pied++=which
letters ^nns+nom+++=letters
came ^vbd+++xvbn+=came
and ^cc+phrs+++=and
motorcars ^vbz+++??+=motorcars
descended ^vbd+++xvbn+=descended.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
had ^vbd+hvd+aux++=had
resented ^vprf+++xvbnx+=resented
him ^pp3o+pp3+++=him
without ^in++++=without
daring ^vb+++xvbg+=daring
to ^to+vcmp+++=to
despise ^vbi++++=despise
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
that ^cs+sub+++=that
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+aux++=was
removed ^vpsv++agls+xvbnx+=removed,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom
felt ^vbd+vprv++xvbn+=felt
not ^xnot++not++=not
triumph ^nn++++=triumph
but ^cc++++=but
a ^at++++=a
rough ^nn++++=rough
alarm ^vb++++=alarm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
empty ^jj+atrb+++=empty
place ^nn++++=place
beside ^in+pl+++=beside
Frances ^nns+nom+++=Frances
seemed ^vbd+seem++xvbn+=seemed
more ^rbr++++=more
dangerous ^jj++++=dangerous
than ^in++++=than
when ^wrb+who+++=when
occupied ^jj+++xvbn+=occupied.
. ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
your ^pp$+pp2+++=your
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
moudiwarp ^nn+++??+=moudiwarp
bit ^nn++++=bit
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
mole ^nn++++=mole,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Ay,
ay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
moudiwarp ^nn+++??+=moudiwarp.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
you ^pp2+pp2+++=you
finish ^nn++++=finish
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
killed ^vbd+++xvbnx+=killed
it ^pp3+it+++=it
with ^in++++=with
basket ^nn++++=basket."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
grinned ^vbd+++xvbn+=grinned.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
lass ^nn++++=lass."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
admirable ^jj++++=admirable
to ^in++++=to
kill ^vbi++++=kill
moles ^nns+++??+=moles?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
in ^in++++=in
pasture ^nn++++=pasture."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
on ^in++++=on
the ^ati++++=the
common ^jj++++=common?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
boundaries ^nns++++=boundaries."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Like
like ^in++++=EXTRAWORD
men ^nns++++=men."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tom ^np++++=Tom
shifted ^vbd+++xvbn+=shifted
the ^ati++++=the
fork ^nn++++=fork.
. ^zz++++=EXTRAWORD
Anne ^np++++=Anne
looked ^vbd+++xvbn+=looked
from ^in++++=from
one ^pn++++=one
to ^in++++=to
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
interested ^jj++++=interested.
. ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
kill ^vb++++=kill
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
Frances ^nns+nom+++=Frances.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thought
thought ^nn+++xvbn+=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
too ^ql++++=too
tender ^jj++++=tender."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ay."
ay ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Speak
speak ^vb++++=EXTRAWORD
nicely ^rb+cnj+++=nicely,
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flushed ^vbd+++xvbnx+=flushed
beneath ^in+pl+++=beneath
the ^ati++++=the
brown ^nn++++=brown
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
too ^ql++++=too
tender ^jj++++=tender."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
meant ^vbd+vprv++xvbnx+=meant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
perfectly ^rb+amp+++=perfectly
well ^rb++++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nay,
nay ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
means ^vbz+vprv+++=means
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say
' ^zz++++='ay',"
ay ^uh++++=EXTRAWORD
'," ^nn+++??+=EXTRAWORD
Anne ^np++++=Anne
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
gave ^vbd+++xvbn+=gave
her ^pp3o+pp3+++=her
a ^at++++=a
look ^nn++++=look,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Tom ^np++++=Tom
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
laughter ^nn+nom+++=laughter
changed ^vbd+++xvbn+=changed
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
his ^pp$+pp3+++=his
chest ^nn++++=chest
and ^cc++++=and
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
for ^in++++=for
an ^at++++=an
instant ^jj++++=instant
easy ^jj++++=easy
and ^cc+phrs+++=and
young ^jj++++=young.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Frances ^nns+nom+++=Frances.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
too ^ql++++=too
tender ^jj++++=tender-hearted
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
to ^to++++=to
kill ^vbi++++=kill
a ^at++++=a
mole ^nn++++=mole."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
believe ^vb+vprv+tht0++=believe
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
useless ^jj+pred+++=useless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
said ^vbd+vpub++xvbn+=said
useless ^jj++++=useless."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
nothing ^pn++++=nothing
but ^cc++++=but
wear ^nn++++=wear
gloves ^nns++++=gloves
and ^cc++++=and
go ^vb++++=go
to ^in++++=to
Liverpool ^np++++=Liverpool."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
you ^pp2+pp2+++=you
milk ^nn++++=milk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Once."
once ^rb+tm+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
bucket ^nn++++=bucket
over ^in+strn+++=over."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cow ^nn++++=cow
kicked ^vbd+++xvbn+=kicked
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cow ^nn++++=cow
knew ^vbd+vprv++xvbn+=knew."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Anne ^np++++=Anne
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out
laughing ^nvbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
Frances ^nns+nom+++=Frances
felt ^vbd+vprv++xvbn+=felt
a ^at++++=a
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
hot ^jj+atrb+++=hot
pleasure ^nn++++=pleasure
at ^in++++=at
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
pleasure ^nn++++=pleasure
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
with ^in++++=with
Jimmy ^np++++=Jimmy,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
of ^in++++=of
waiting ^xvbg+++xvbg+=waiting,
, ^zz++++=EXTRAWORD
interpretation ^nn+nom+++=interpretation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inward ^jjb+atrb+++=inward
music ^nn++++=music.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
closer ^rbr++++=closer
and ^cc+phrs+++=and
more ^rbr++++=more
humiliating ^jj++++=humiliating.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
rested ^vbd+++xvbn+=rested
on ^in++++=on
her ^pp$+pp3+++=her
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
moved ^vbd+++xvbn+=moved
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
was ^vbd+bedz+vrb++=was
conscious ^jj+pred+++=conscious
of ^in++++=of
hers ^pp$$++++=hers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
consciousness ^nns+nom+++=consciousness
passed ^vbd+++xvbn+=passed
between ^in++++=between
them ^pp3o+pp3+++=them
like ^in++++=like
the ^ati++++=the
smell ^nn++++=smell
of ^in++++=of
warm ^jj+atrb+++=warm
iron ^nn++++=iron.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
kill ^vb++++=kill
your ^pp$+pp2+++=your
mole ^nn++++=mole."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mine?"
mine ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Any
any ^dti++++=EXTRAWORD
mole ^nn++++=mole
you ^pp2+pp2+++=you
choose ^vb++++=choose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lowered ^vbd+++xvbnx+=lowered
the ^ati++++=the
fork ^nn++++=fork
from ^in++++=from
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="I'd
i ^pp1a+pp1+++0=EXTRAWORD
'd ^md+prd+aux++=EXTRAWORD
not ^xnot++not++=not
choose ^vb++++=choose
one ^pn++++=one
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
afraid ^jj+pred+++=afraid
I ^pp1a+pp1+++=I
might ^md+pos+++=might
do ^vb+do+vrb++=do
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
you ^pp2+pp2+++=you
crying ^nvbg+++xvbg+=crying
over ^in++++=over
it ^pp3+it+++=it
after ^in+strn+++=after."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
not ^xnot++not++=not
cry ^vb++++=cry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
near ^in+pl+++=near
cried ^nn++++=cried
over ^in++++=over
Annie ^np+++??+=Annie's."
's." ^nn+++??+=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
before ^in+strn+++=before."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^in++++=Before
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
asked ^jj+++xvbn+=asked.
. ^zz++++=EXTRAWORD
Tom ^np++++=Tom
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
puzzled ^j+++xvbn+=puzzled
and ^cc+phrs+++=and
stirred ^jj+++xvbn+=stirred.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hard ^jj++++=hard
little ^ap++++=little
challenge ^vb++++=challenge
in ^in++++=in
her ^pp$+pp3+++=her
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
permission ^nn++++=permission,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
strength ^nn++++=strength
from ^in++++=from
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
never ^rb++splt++=never
known ^vprf+++xvbnx+=known
how ^wrb+who+whcl++=how
to ^in++++=to
approach ^nn++++=approach
her ^pp$+pp3+++=her
softness ^nns+nom+++=softness;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
hardness ^nns+nom+++=hardness
offered ^vbd+++xvbn+=offered
a ^at++++=a
road ^nn++++=road.
. ^zz++++=EXTRAWORD
" ^zz++++="Bring
bring ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
one ^pn++++=one,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Dead?"
dead ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
stay ^vb++++=stay
in ^in++++=in
your ^pp$+pp2+++=your
pocket ^nn++++=pocket
alive ^jj++++=alive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
put ^vbd+++xvbn+=put
presents ^vbz++++=presents
in ^in++++=in
my ^pp$+pp1+++=my
pocket ^nn++++=pocket."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
it ^pp3+it+++=it
me ^pp1o+pp1+++=me
at ^in++++=at
our ^pp$+pp1+++=our
gate ^nn++++=gate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
will ^md+prd+++=will
you ^pp2+pp2+++=you
give ^vb++++=give
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
silenced ^vbd+++xvbn+=silenced
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Anne ^np++++=Anne
bent ^vbd+++xvbn+=bent
to ^to++++=to
investigate ^nn+nom+++=investigate
a ^at++++=a
loose ^jj+atrb+++=loose
strap ^nn++++=strap
on ^in++++=on
the ^ati++++=the
rabbit ^nn++++=rabbit
