At ^in++++=At
. ^zz++++=EXTRAWORD
At ^rb++++=At
her ^pp3o+pp3+++=her
door ^nn++++=door
she ^pp3a+pp3+++=she
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="'Good-bye,
' ^zz++++=EXTRAWORD
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bye ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
monsieur ^npt++++=monsieur.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
always ^rb++splt++=always
remember ^nn+nom+++=remember
what ^wdt+who+++=what
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'May
' ^zz++++=EXTRAWORD
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
inquire ^vb++++=inquire
tomorrow ^nr+tm+++=tomorrow
after ^in++++=after
your ^pp$+pp2+++=your
health ^nn++++=health?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
hesitated ^vbd+++xvbnx+=hesitated
with ^in++++=with
perfect ^jj+atrb+++=perfect
propriety ^nn++++=propriety.
. ^zz++++=EXTRAWORD
" ^zz++++="'If
' ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
wish ^vb+vprv+++=wish.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
next ^ap++++=next
day ^nn++++=day
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
received ^vbd+++xvbnx+=received
me ^pp1o+pp1+++=me
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
salon ^nn++++=salon
hung ^vbd+++xvbn+=hung
with ^in++++=with
blue ^jj+atrb+++=blue
silk ^nn++++=silk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
observed ^vbd+vprv++xvbnx+=observed
at ^rb++++=at
once ^rb"+tm+++=once
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
costume ^nn++++=costume
of ^in++++=of
grief ^nn++++=grief
had ^vbd+hvd+aux++=had
altered ^vprf+++xvbnx+=altered.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
cemetery ^nn+nom+++=cemetery
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
worn ^vprf+++xvbnx+=worn
the ^ati++++=the
complete ^jj+atrb+++=complete
uniform ^nn++++=uniform
of ^in++++=of
bereavement ^nn+nom+++=bereavement:
: ^zz++++=EXTRAWORD
crape ^nn+++??+=crape,
, ^zz++++=EXTRAWORD
veil ^nn++++=veil,
, ^zz++++=EXTRAWORD
severe ^jj+atrb+++=severe
bonnet ^nn++++=bonnet,
, ^zz++++=EXTRAWORD
gloves ^nns++++=gloves
without ^in++++=without
ornament ^nn+nom+++=ornament.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home
her ^pp$+pp3+++=her
mourning ^nvbg+++xvbg+=mourning
was ^vbd+bedz+aux++=was
softened ^vpsv++agls+xvbnx+=softened;
; ^zz++++=EXTRAWORD
a ^at++++=a
narrow ^jj+atrb+++=narrow
white ^jj+atrb+++=white
collar ^nn++++=collar
framed ^vbd+++xvbn+=framed
her ^pp3o+pp3+++=her
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
silver ^nn++++=silver
clasp ^nn++++=clasp
shone ^vbd+++xvbn+=shone
at ^rb++++=at
her ^pp3o+pp3+++=her
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
Sorrow ^nn++++=Sorrow,
, ^zz++++=EXTRAWORD
like ^in++++=like
diplomacy ^nn+nom+++=diplomacy,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+vrb++=has
its ^pp$+it+++=its
ceremonial ^jj+atrb+++=ceremonial
dress ^nn++++=dress
and ^cc++++=and
its ^pp$+it+++=its
private ^jj+atrb+++=private
dress ^nn++++=dress.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
thanked ^vbd+++xvbnx+=thanked
me ^pp1o+pp1+++=me
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
music ^nn++++=music,
, ^zz++++=EXTRAWORD
travel ^vb++++=travel
and ^cc++++=and
the ^ati++++=the
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
a ^at++++=a
portrait ^nn++++=portrait
of ^in++++=of
Captain ^nn++++=Captain
de ^&fw++++=de
Varnet ^np+++??+=Varnet
in ^in++++=in
uniform ^nn++++=uniform,
, ^zz++++=EXTRAWORD
a ^at++++=a
broad ^jj++++=broad-shouldered
- ^zz++++=EXTRAWORD
shouldered ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
with ^in++++=with
a ^at++++=a
stiff ^jj+atrb+++=stiff
mustache ^nn+++??+=mustache
and ^cc++++=and
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
one ^cd1++++=one
prepared ^jj+++xvbn+=prepared
to ^to+jcmp+++=to
discipline ^vb++++=discipline
eternity ^nn+nom+++=eternity.
. ^zz++++=EXTRAWORD
" ^zz++++="'He
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
noble ^jj+atrb+++=noble
face ^nn++++=face,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
lowered ^vbd+++xvbnx+=lowered
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="'Yes.'
' ^zz++++=EXTRAWORD
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="On
on ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
third ^od++++=third
visit ^vb++++=visit
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
On ^in++++=On
my ^pp$+pp1+++=my
fourth ^od++++=fourth
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
shock ^nn++++=shock
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dead ^jj++++=dead
have ^vb+hv+vrb++=have
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
demand ^vb++++=demand
that ^tht+vcmp+++=that
laughter ^nn+nom+++=laughter
perish ^vb++++=perish
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
On ^in++++=On
my ^pp$+pp1+++=my
fifth ^od++++=fifth
visit ^vb++++=visit
I ^pp1a+pp1+++=I
kissed ^vbd+++xvbnx+=kissed
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
withdrew ^vbd+++xvbnx+=withdrew
it ^pp3+it+++=it
so ^rb++++=so
slowly ^rb++++=slowly
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
understood ^vbd+vprv+tht0+xvbnx+=understood
I ^pp1a+pp1+++=I
might ^md+pos+++=might
soon ^rb+tm+splt++=soon
kiss ^vb++++=kiss
something ^pn++++=something
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
" ^zz++++="Yet
yet ^rb++++=EXTRAWORD
she ^pp3a+pp3+++=she
continued ^vbd+++xvbnx+=continued
to ^to++++=to
speak ^vbi++++=speak
of ^in++++=of
loneliness ^nns+nom+++=loneliness.
. ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
leave ^vb++++=leave
me ^pp1o+pp1+++=me
too ^rb+cnj+++=too,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='Everyone
everyone ^pn++++=EXTRAWORD
leaves ^nns++++=leaves.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Why
' ^zz++++=EXTRAWORD
why ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
I ^pp1a+pp1+++=I
leave ^vb++++=leave?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Because
' ^zz++++=EXTRAWORD
because ^cs+cos+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
sad ^jj+pred+++=sad.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
fear ^nn++++=fear
sadness ^nns+nom+++=sadness.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Not
' ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
beautiful ^jj+pred+++=beautiful.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
me ^pp1o+pp1+++=me
reproachfully ^rb+cnj+++=reproachfully,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
reproached ^vbd+++xvbn+=reproached
herself ^ppl+pp3+++=herself
for ^in++++=for
smiling ^nn++++=smiling.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
all ^abn++++=all
extremely ^rb+amp+++=extremely
delicate ^jj++++=delicate.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
dined ^vbd+++xvbn+=dined
together ^nn+nom+++=together
in ^in++++=in
a ^at++++=a
private ^jj+atrb+++=private
room ^nn++++=room
on ^in++++=on
the ^ati++++=the
boulevard ^&fw++++=boulevard.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
black ^jj++++=black,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
bunch ^nn++++=bunch
of ^in++++=of
violets ^nns+nom+++=violets
rested ^vbd+++xvbn+=rested
at ^rb++++=at
her ^pp3o+pp3+++=her
breast ^nn++++=breast.
. ^zz++++=EXTRAWORD
During ^in++++=During
dinner ^nn++++=dinner
she ^pp3a+pp3+++=she
drank ^vbd+++xvbnx+=drank
little ^jj++++=little,
, ^zz++++=EXTRAWORD
spoke ^j+++xvbn+=spoke
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sometimes ^rb++++=sometimes
allowed ^vbd+++xvbn+=allowed
a ^at++++=a
silence ^nn+nom+++=silence
to ^to++++=to
fall ^vbi++++=fall
between ^in++++=between
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
a ^at++++=a
silence ^nn+nom+++=silence
more ^rbr++++=more
intimate ^jj++++=intimate
than ^in++++=than
conversation ^nn+nom+++=conversation.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
home ^nr++++=home,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dismiss ^vb++++=dismiss
the ^ati++++=the
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
would ^md+prd+++=would
come ^vb++++=come
upstairs ^jjb++++=upstairs
for ^in++++=for
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
tea ^nn++++=tea
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
made ^vpsv++agls+xvbnx+=made.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
tire ^vb++++=tire
you ^pp2+pp2+++=you
with ^in++++=with
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
the ^ati++++=the
next ^ap++++=next
three ^cd++++=three
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
resembled ^vbd+++xvbn+=resembled
all ^abn++++=all
brief ^jj+atrb+++=brief
passions ^nns++++=passions:
: ^zz++++=EXTRAWORD
impatience ^nn+nom+++=impatience,
, ^zz++++=EXTRAWORD
pleasure ^nn++++=pleasure,
, ^zz++++=EXTRAWORD
tenderness ^nns+nom+++=tenderness,
, ^zz++++=EXTRAWORD
indiscretion ^nn+nom+++=indiscretion,
, ^zz++++=EXTRAWORD
little ^ap++++=little
lies ^vbz++++=lies
believed ^vbd+vprv++xvbn+=believed
from ^in++++=from
politeness ^nns+nom+++=politeness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
great ^jj+atrb+++=great
promises ^nns++++=promises
forgotten ^vwbn+vprv++xvbn+=forgotten
from ^in++++=from
necessity ^nn+nom+++=necessity.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
with ^in++++=with
a ^at++++=a
touching ^jj+atrb++xvbg+=touching
mixture ^nn++++=mixture
of ^in++++=of
fear ^nn++++=fear
and ^cc++++=and
skill ^nn++++=skill.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
hide ^vb++++=hide
her ^pp3o+pp3+++=her
face ^nn++++=face
and ^cc++++=and
murmur ^nn++++=murmur:
: ^zz++++=EXTRAWORD
" ^zz++++="'It
' ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
wrong ^jj+pred+++=wrong.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
betraying ^vbg+++xvbgx+=betraying
him ^pp3o+pp3+++=him.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
consoled ^vbd+++xvbnx+=consoled
her ^pp$+pp3+++=her
by ^in++++=by
arguments ^nns+nom+++=arguments
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
convincing ^jj++++=convincing
at ^in++++=at
midnight ^nn++++=midnight
and ^cc++++=and
less ^rbr++++=less
so ^rb++++=so
in ^in++++=in
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
never ^rb++++=never
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
for ^in++++=for
money ^nn++++=money.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
insist ^vb+vpub+++=insist
upon ^in++++=upon
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
mentioned ^vbd+vpub++xvbnx+=mentioned
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
landlord ^nn++++=landlord
was ^vbd+bedz+vrb++=was
troublesome ^jj+pred+++=troublesome;
; ^zz++++=EXTRAWORD
another ^dt++++=another
time ^nn++++=time,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
jeweler ^nn++++=jeweler
held ^vbd+vprv++xvbn+=held
a ^at++++=a
bracelet ^nn+nom+++=bracelet
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
her ^pp3o+pp3+++=her
mother ^npt++++=mother.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
remarks ^vbz+vpub+tht0++=remarks
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
confidences ^nns+nom+++=confidences,
, ^zz++++=EXTRAWORD
signals ^nns+nom+++=signals
or ^cc++++=or
mere ^jjb+atrb+++=mere
accidents ^nns++++=accidents.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
paid ^vbd+++xvbnx+=paid
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
our ^pp$+pp1+++=our
passion ^nn++++=passion
lasted ^vbd+++xvbn+=lasted
only ^rb+down+++=only
three ^cd++++=three
weeks ^nns++++=weeks;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
would ^md+prd+++=would
have ^vb+hv+aux++=have
lasted ^vprf+++xvbnx+=lasted
only ^rb+down+++=only
three ^cd++++=three
weeks ^nns++++=weeks
in ^in++++=in
any ^dti++++=any
case ^nn++++=case.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
I ^pp1a+pp1+++=I
tired ^vbd+++xvbnx+=tired
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
look ^vb++++=look
virtuous ^jj++++=virtuous,
, ^zz++++=EXTRAWORD
messieurs ^nns+++??+=messieurs.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
tires ^vbz++++=tires
because ^cs+cos+++=because
one ^cd1++++=one
tires ^vbz++++=tires.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
exquisite ^nn++++=exquisite
dish ^nn++++=dish,
, ^zz++++=EXTRAWORD
served ^j+++xvbn+=served
daily ^jj++++=daily,
, ^zz++++=EXTRAWORD
becomes ^vbz++++=becomes
a ^at++++=a
diet ^nn++++=diet;
; ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
charming ^jj+atrb++xvbg+=charming
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
she ^pp3a+pp3+++=she
belongs ^vbz++++=belongs
to ^in++++=to
our ^pp$+pp1+++=our
habits ^nns++++=habits,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
menaced ^vpsv++by+xvbnx+=menaced
by ^in++++=by
the ^ati++++=the
woman ^nn++++=woman
who ^whp+rel+subj++=who
does ^vbz+doz+vrb++=does
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
de ^&fw++++=de
Varnet ^np++++=Varnet's
's ^$++++=EXTRAWORD
sadness ^nns+nom+++=sadness,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
first ^rb++splt++=first
seemed ^vprf+++xvbnx+=seemed
like ^in++++=like
perfume ^nn++++=perfume,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
atmospheric ^jj++++=atmospheric.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
' ^zz++++='alone,
alone ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
always ^rb++++=always
alone ^rb++++=alone'
' ^zz++++=EXTRAWORD
ended ^vpsv++by+xvbn+=ended
by ^in++++=by
making ^xvbg+++xvbg+=making
me ^pp1o+pp1+++=me
long ^vb++++=long
to ^to+vcmp+++=to
be ^vbi++vrb++=be
so ^rb++++=so.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
announced ^vbd+vpub++xvbnx+=announced
a ^at++++=a
journey ^nn++++=journey
to ^in++++=to
Vienna ^np++++=Vienna.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
turned ^vbd+++xvbnx+=turned
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="'For
' ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
long ^jj++++=long?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'A
' ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
month ^nn++++=month,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
six ^cd++++=six
weeks ^nns++++=weeks.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'And
' ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
write ^vb++++=write?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Every
' ^zz++++=EXTRAWORD
every ^at++++=EXTRAWORD
day ^nn++++=day.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
meant ^vbd+vprv++xvbn+=meant
never ^rb++++=never.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
understand ^vb+vprv+++=understand
departures ^nns++++=departures
better ^jjr++++=better
than ^in++++=than
timetables ^nns++++=timetables.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wept ^vbd+++xvbnx+=wept,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
violence ^nn+nom+++=violence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv+tht0+xvbnx+=knew
you ^pp2+pp2+++=you
would ^md+prd+++=would
abandon ^vb++++=abandon
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
phrase ^nn++++=phrase
annoyed ^jj++++=annoyed
me ^pp1o+pp1+++=me
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
go ^vb++++=go
to ^in++++=to
Vienna ^np++++=Vienna.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
nowhere ^rb+pl+++=nowhere.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
changed ^vbd+++xvbnx+=changed
restaurants ^nns+nom+++=restaurants,
, ^zz++++=EXTRAWORD
avoided ^xvbn+++xvbn+=avoided
the ^ati++++=the
Rue ^nn++++=Rue
de ^&fw++++=de
Douai ^np+++??+=Douai
and ^cc++++=and
allowed ^vbd+++xvbn+=allowed
thirty ^cd++++=thirty
days ^nns++++=days
to ^to++++=to
pass ^vbi++++=pass.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
continued ^vbd+++xvbnx+=continued
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
with ^in++++=with
desire ^nn++++=desire,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
curiosity ^nn+nom+++=curiosity.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
her ^pp$+pp3+++=her
conduct ^vb++++=conduct
something ^pn++++=something
too ^ql++++=too
smooth ^vb++++=smooth,
, ^zz++++=EXTRAWORD
too ^ql++++=too
exactly ^rb++++=exactly
shaded ^vbd+++xvbn+=shaded,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
acting ^jj+++xvbg+=acting
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
com ^nn+++??+=com
dienne ^nn+++??+=dienne
who ^whp+rel+subj++=who
appears ^vbz+seem+++=appears
natural ^jj++++=natural
because ^cs+cos+++=because
every ^at++++=every
gesture ^nn++++=gesture
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
rehearsed ^jj++++=rehearsed.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weather ^nn++++=weather
being ^vwbg+beg++xvbg+=being
clear ^jj++++=clear
and ^cc++++=and
melancholy ^nn++++=melancholy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
to ^in++++=to
Montmartre ^np++++=Montmartre
Cemetery ^nn+nom+++=Cemetery.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
revisit ^vbi++++=revisit
my ^pp$+pp1+++=my
former ^ap++++=former
mistress ^nns+nom+++=mistress's
's ^$++++=EXTRAWORD
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
I ^pp1a+pp1+++=I
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
tomb ^nn++++=tomb.
. ^zz++++=EXTRAWORD
Perhaps ^rb+cnj+++=Perhaps,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
vain ^jj++++=vain,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hoped ^vbd+vprv++xvbnx+=hoped
to ^to+vcmp+++=to
surprise ^vb++++=surprise
a ^at++++=a
woman ^nn++++=woman
weeping ^nn++++=weeping
there ^rn+pl+++=there
for ^in++++=for
two ^cd++++=two
men ^nns++++=men.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
cemetery ^nn+nom+++=cemetery
wore ^vbd+++xvbn+=wore
the ^ati++++=the
same ^ap++++=same
colors ^nns++++=colors:
