Even ^rb++++=Even
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
John ^np++++=John
Danby ^np+++??+=Danby
had ^vb+hv+vrb++=had
an ^at++++=an
address ^nns+nom+++=address
in ^in++++=in
New ^jj+atrb+++=New
York ^np++++=York,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
American ^jj+atrb+++=American
representative ^nn++++=representative
of ^in++++=of
the ^ati++++=the
firm ^nn++++=firm
of ^in++++=of
Danby ^np+++??+=Danby
and ^cc++++=and
Strong ^jj++++=Strong,
, ^zz++++=EXTRAWORD
London ^np++++=London.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
placed ^jj+++xvbn+=placed
the ^ati++++=the
card ^nn++++=card
on ^in++++=on
the ^ati++++=the
counter ^nn++++=counter
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
used ^md"++pmd"++=used
to ^to++++=to
know ^vb+vprv+++=know
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Danby ^np++++=Danby,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
meet ^vbi++++=meet
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
could ^md+pos+++=could
find ^vb+vprv+++=find
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
right ^rb++++=right
here ^rn+pl+++=here
in ^in++++=in
Galveston ^np+++??+=Galveston
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
wait ^vb++++=wait
a ^at++++=a
month ^nn++++=month,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
in ^in++++=in
a ^at++++=a
hurry ^nn++++=hurry
you ^pp2+pp2+++=you
might ^md+pos+++=might
catch ^vb++++=catch
him ^pp3o+pp3+++=him
at ^in++++=at
Broncho ^np+++??+=Broncho
Junction ^nn+nom+++=Junction
on ^in++++=on
Thursday ^nr++++=Thursday
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+aux++=is
travelling ^nvbg+++xvbg+=travelling
by ^in++++=by
rail ^nn++++=rail
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
by ^in++++=by
rail ^nn++++=rail
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
Felixopolis ^np+++??+=Felixopolis.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
takes ^vbz++++=takes
a ^at++++=a
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
goes ^vbz++++=goes
across ^in+pl+++=across
the ^ati++++=the
prairies ^nns++++=prairies
to ^in++++=to
Broncho ^np+++??+=Broncho
Junction ^nn+nom+++=Junction;
; ^zz++++=EXTRAWORD
a ^at++++=a
three ^cd++++=three
days ^nns++++=days'
' ^zz++++=EXTRAWORD
journey ^nn++++=journey.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
much ^ap++++=much
business ^nns+nom+++=business
on ^in++++=on
that ^dt+dem+++=that
route ^nn++++=route,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
partly ^rb+down+++=partly
for ^in++++=for
his ^pp$+pp3+++=his
health ^nn++++=health,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
partly ^rb+down+++=partly
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
expected ^vbd+vprv++xvbnx+=expected
to ^to+vcmp+++=to
reach ^vbi++++=reach
Broncho ^np+++??+=Broncho
Thursday ^nr++++=Thursday
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
dry ^jj+atrb+++=dry
goods ^nns++++=goods
merchant ^nn+nom+++=merchant
laughed ^vbd+++xvbn+=laughed
as ^ql++++=as
one ^cd1++++=one
who ^whp+rel+subj++=who
suddenly ^rb++++=suddenly
remembers ^nns+nom+++=remembers
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
circumstance ^nn+nom+++=circumstance.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
an ^at++++=an
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
take ^vb++++=take
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
nodded ^jj+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
folks ^nns++++=folks
have ^vb+hv+vrb++=have
queer ^jj+atrb+++=queer
notions ^nns+nom+++=notions
about ^in++++=about
this ^dt+dem+++=this
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
going ^vbg+++xvbgx+=going
for ^in+ppvb+++=for
a ^at++++=a
three ^cd++++=three
days ^nns++++=days'
' ^zz++++=EXTRAWORD
journey ^nn++++=journey
across ^in+pl+++=across
the ^ati++++=the
plains ^npls++++=plains,
, ^zz++++=EXTRAWORD
bought ^j+++xvbn+=bought
himself ^ppl+pp3+++=himself
two ^cd++++=two
Colts ^nns++++=Colts
revolvers ^nns+nom+++=revolvers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
knife ^nn++++=knife
half ^abn++++=half
as ^ql++++=as
long ^jj++++=long
as ^ql++++=as
my ^pp$+pp1+++=my
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
travelled ^vprf+++xvbnx+=travelled
all ^abn++++=all
over ^in++++=over
this ^dt+dem+++=this
State ^nn++++=State,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
carried ^vbd+++xvbn+=carried
a ^at++++=a
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
Danby ^np+++??+=Danby
to ^to++++=to
believe ^vbi+vprv+tht0++=believe
his ^pp$+pp3+++=his
route ^nn++++=route
was ^vbd+bedz+vrb++=was
as ^ql++++=as
safe ^jj++++=safe
as ^in++++=as
a ^at++++=a
church ^nn++++=church.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
in ^in++++=in
Texas ^np++++=Texas
a ^at++++=a
cowboy ^nn++++=cowboy
shoots ^nns++++=shoots
off ^in+pl+++=off
his ^pp$+pp3+++=his
gun ^nn++++=gun,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
more ^rbr++++=more
often ^rb++++=often
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
more ^ql++++=more
killing ^xvbg+++xvbg+=killing
done ^vprf+++xvbn+=done
in ^in++++=in
Texas ^np++++=Texas
than ^in++++=than
in ^in++++=in
any ^dti++++=any
other ^ap++++=other
bit ^nn++++=bit
of ^in++++=of
land ^nn++++=land
the ^ati++++=the
same ^ap++++=same
size ^nn++++=size.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
an ^at++++=an
Englishman ^nn+nom+++=Englishman
to ^to++++=to
believe ^vbi+vprv+tht0++=believe
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
folks ^nns++++=folks
are ^vb+ber+vrb++=are
an ^at++++=an
awful ^jj+atrb+++=awful
law ^nn++++=law-abiding
- ^zz++++=EXTRAWORD
abiding ^jj+atrb+++=EXTRAWORD
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
part ^nn++++=part
I ^pp1a+pp1+++=I
would ^md+prd+++=would
sooner ^rbr++splt++=sooner
stand ^vb++++=stand
my ^pp$+pp1+++=my
chance ^nn++++=chance
with ^in++++=with
a ^at++++=a
revolver ^nn+nom+++=revolver
than ^in++++=than
a ^at++++=a
lawsuit ^nn+++??+=lawsuit
any ^dti++++=any
day ^nn++++=day."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
good ^jj++++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj+atrb+++=EXTRAWORD
Texan ^np+++??+=Texan
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
pistol ^nn++++=pistol
in ^in++++=in
Texas ^np++++=Texas;
; ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
general ^jj+atrb+++=general
lack ^nn++++=lack
of ^in++++=of
demand ^nn++++=demand
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
great ^jj+atrb+++=great
necessity ^nn+nom+++=necessity
of ^in++++=of
having ^xvbg+++xvbg+=having
it ^pp3+it+++=it
handy ^jj++++=handy
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
for ^in+ppvb+++=for.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
with ^in++++=with
murder ^nn++++=murder
in ^in++++=in
his ^pp$+pp3+++=his
heart ^nn++++=heart
should ^md+nec+++=should
not ^xnot++not++=not
hold ^vb+vprv+++=hold
a ^at++++=a
conversation ^nn+nom+++=conversation
like ^in++++=like
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
William ^np++++=William
Strong ^jj++++=Strong
was ^vbd+bedz+vrb++=was
too ^ql++++=too
full ^jj++++=full
of ^in++++=of
one ^cd1++++=one
idea ^nn++++=idea
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
prudence ^nn+nom+++=prudence.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
talk ^nn++++=talk
sets ^vbz++++=sets
the ^ati++++=the
hounds ^nns++++=hounds
of ^in++++=of
justice ^nn++++=justice
on ^in++++=on
the ^ati++++=the
right ^jj+atrb+++=right
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
with ^in++++=with
unpleasant ^jj+atrb+++=unpleasant
results ^nns++++=results
for ^in++++=for
the ^ati++++=the
criminal ^nn+nom+++=criminal.
. ^zz++++=EXTRAWORD
On ^in++++=On
Thursday ^nr++++=Thursday
morning ^nn++++=morning
Strong ^jj+atrb+++=Strong
set ^nn+++xvbn+=set
out ^rp+pl+++=out
on ^in++++=on
horse ^nn++++=horse-back
- ^zz++++=EXTRAWORD
back ^jjb++++=EXTRAWORD
from ^in++++=from
Broncho ^np+++??+=Broncho
Junction ^nn+nom+++=Junction
with ^in++++=with
his ^pp$+pp3+++=his
face ^nn++++=face
towards ^in++++=towards
Felixopolis ^np+++??+=Felixopolis.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
himself ^ppl+pp3+++=himself
he ^pp3a+pp3+++=he
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
meet ^vb++++=meet
his ^pp$+pp3+++=his
former ^ap++++=former
partner ^nn++++=partner
with ^in++++=with
nothing ^pn++++=nothing
but ^cc++++=but
the ^ati++++=the
horizon ^nn++++=horizon
around ^rp++++=around
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Besides ^rb+cnj+++=Besides
the ^ati++++=the
revolvers ^nns+nom+++=revolvers
in ^in++++=in
his ^pp$+pp3+++=his
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
had ^vb+hv+vrb++=had
a ^at++++=a
Winchester ^np+nom+++=Winchester
rifle ^nn++++=rifle
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
but ^cc++++=but
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^md"++pmd"++=have
to ^md+nec+++=to
shoot ^vb++++=shoot
at ^rb++++=at
long ^rb++++=long
range ^nn++++=range,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
always ^rb++++=always
well ^rb++++=well
to ^to++++=to
prepare ^vbi++++=prepare
for ^in++++=for
eventualities ^nns+nom+++=eventualities.
. ^zz++++=EXTRAWORD
Twelve ^cd++++=Twelve
o'clock ^rb++++=o'clock
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
no ^at++++=no
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
in ^in++++=in
sight ^nn++++=sight
around ^in++++=around
the ^ati++++=the
empty ^jj+atrb+++=empty
circle ^nn++++=circle
of ^in++++=of
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
two ^cd++++=two
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
moving ^jj+atrb++xvbg+=moving
dot ^nn++++=dot
ahead ^rb+pl+++=ahead
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
was ^vbd+bedz+vrb++=was
evidently ^rb++++=evidently
unused ^jj+pred+++=unused
to ^to++++=to
riding ^vbg+++xvbg+=riding
and ^cc++++=and
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
leisurely ^jj++++=leisurely.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
time ^nn++++=time
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
met ^vbd+++xvbnx+=met,
, ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
recognised ^jj+++xvbn+=recognised
his ^pp$+pp3+++=his
former ^ap++++=former
partner ^nn++++=partner
and ^cc++++=and
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
his ^pp$+pp3+++=his
rifle ^nn++++=rifle
ready ^jj++++=ready.
. ^zz++++=EXTRAWORD
" ^zz++++="Throw
throw ^vb++++=EXTRAWORD
up ^rp++++=up
your ^pp$+pp2+++=your
hands ^nns++++=hands!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted,
, ^zz++++=EXTRAWORD
bringing ^vbg+++xvbg+=bringing
his ^pp$+pp3+++=his
rifle ^nn++++=rifle
butt ^nn++++=butt
to ^in++++=to
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
instantly ^rb+tm+++=instantly
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hands ^nns++++=hands
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
money ^nn++++=money
on ^in++++=on
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
not ^xnot++not++=not
recognising ^vbg+++xvbg+=recognising
his ^pp$+pp3+++=his
opponent ^nn++++=opponent.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
search ^vb++++=search
me ^pp1o+pp1+++=me
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
like ^vb++++=like."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
down ^rp++++=down
off ^in+pl+++=off
your ^pp$+pp2+++=your
horse ^nn++++=horse;
; ^zz++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
lower ^jjr++++=lower
your ^pp$+pp2+++=your
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I
fire ^nn++++=fire."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby
got ^vbd+++xvbn+=got
down ^rp++++=down,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
he ^pp3a+pp3+++=he
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
hands ^nns++++=hands
above ^rb++++=above
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
leg ^nn++++=leg
over ^in++++=over
to ^in++++=to
the ^ati++++=the
left ^jj+atrb++xvbn+=left
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
his ^pp$+pp3+++=his
enemy ^nn++++=enemy
got ^vbd+++xvbn+=got
down ^rp++++=down,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
also ^rb++++=also
slid ^vbd+++xvbn+=slid
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
Danby ^np+++??+=Danby
covered ^vbd+++xvbn+=covered
with ^in++++=with
the ^ati++++=the
rifle ^nn++++=rifle.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
assure ^vb++++=assure
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
dollars ^nns++++=dollars
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
quite ^rb++++=quite
welcome ^jj+pred+++=welcome
to ^to+jcmp+++=to,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Danby ^np+++??+=Danby.
. ^zz++++=EXTRAWORD
Strong ^jj++++=Strong
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
that ^tht+vcmp+++=that
the ^ati++++=the
firing ^nvbg+++xvbg+=firing
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi++vrb++=be
at ^rb++++=at
short ^jj+atrb+++=short
range ^nn++++=range,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
a ^at++++=a
six ^cd++++=six-shooter
- ^zz++++=EXTRAWORD
shooter ^jjr++++=EXTRAWORD
from ^in++++=from
his ^pp$+pp3+++=his
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
cocking ^vbg+++xvbg+=cocking
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
his ^pp$+pp3+++=his
man ^nn++++=man,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
the ^ati++++=the
rifle ^nn++++=rifle
on ^in++++=on
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
the ^ati++++=the
muzzle ^nn++++=muzzle
of ^in++++=of
the ^ati++++=the
revolver ^nn+nom+++=revolver
against ^in++++=against
his ^pp$+pp3+++=his
rapidly ^rb++++=rapidly
beating ^jj+atrb++xvbg+=beating
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
leisurely ^jj++++=leisurely
disarmed ^jj+++xvbn+=disarmed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
Danby ^np++++=Danby's
's ^$++++=EXTRAWORD
weapons ^nns++++=weapons
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
out ^rp+pl+++=out
of ^in++++=of
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
back ^jjb++++=back
a ^ap++++=a
few ^ap"++++=few
paces ^nns++++=paces
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
trembling ^jj+atrb++xvbg+=trembling
man ^nn++++=man.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
already ^rb++++=already
taken ^vbd+++xvbn+=taken
on ^rb+phrv+++=on
the ^ati++++=the
hue ^nn++++=hue
of ^in++++=of
death ^nn++++=death
and ^cc++++=and
his ^pp$+pp3+++=his
lips ^nns++++=lips
were ^vbd+bed+vrb++=were
bloodless ^jj+pred+++=bloodless.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
recognise ^vb+vprv+++=recognise
me ^pp1o+pp1+++=me
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Danby ^np++++=Danby.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
an ^at++++=an
unexpected ^jj+atrb+++=unexpected
meeting ^nvbg+++xvbg+=meeting,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
realise ^vb+vprv+++=realise,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hope ^nn++++=hope,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
here ^rn+pl+++=here
no ^at++++=no
judges ^nns++++=judges,
, ^zz++++=EXTRAWORD
juries ^nns++++=juries,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
lawyers ^nns+nom+++=lawyers,
, ^zz++++=EXTRAWORD
no ^at++++=no
mandamuses ^nns++++=mandamuses
and ^cc++++=and
no ^at++++=no
appeals ^nn++++=appeals.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
but ^cc++++=but
a ^at++++=a
writ ^nn++++=writ
of ^in++++=of
ejectment ^nn+nom+++=ejectment
from ^in++++=from
the ^ati++++=the
barrel ^nn++++=barrel
of ^in++++=of
a ^at++++=a
pistol ^nn++++=pistol
and ^cc++++=and
no ^at++++=no
legal ^jj+atrb+++=legal
way ^nn++++=way
of ^in++++=of
staying ^xvbg+++xvbg+=staying
the ^ati++++=the
proceedings ^nns++++=proceedings.
. ^zz++++=EXTRAWORD
In ^in++++=In
other ^ap++++=other
words ^nns++++=words,
, ^zz++++=EXTRAWORD
no ^at++++=no
cursed ^jj+atrb++xvbn+=cursed
quibbles ^nns+++??+=quibbles
and ^cc++++=and
no ^at++++=no
damned ^jj+atrb++xvbn+=damned
law ^nn++++=law."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Danby ^np+++??+=Danby,
, ^zz++++=EXTRAWORD
after ^in++++=after
several ^ap++++=several
times ^nns++++=times
moistening ^vwbg+++xvbg+=moistening
his ^pp$+pp3+++=his
pallid ^jj+atrb+++=pallid
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
his ^pp$+pp3+++=his
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
give ^vbi++++=give
me ^pp1o+pp1+++=me
a ^at++++=a
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going
to ^in++++=to
murder ^nn++++=murder
