Sir ^npt++++=Sir
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
the ^ati++++=the
Englishman ^nn+nom+++=Englishman,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
to ^in++++=to
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="we
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
inquire ^vb++++=inquire
into ^in++++=into
the ^ati++++=the
theft ^nn++++=theft
of ^in++++=of
this ^dt+dem+++=this
testament ^nn+nom+++=testament."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
my ^pp$+pp1+++=my
father ^nn++++=father
did ^vbd+dod+aux++=did
not ^xnot++not++=not
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
notice ^vbi+vprv+++=notice
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
perplexed ^vbd+++xvbn+=perplexed
and ^cc++++=and
in ^in++++=in
some ^dti++++=some
concern ^nn++++=concern.
. ^zz++++=EXTRAWORD
" ^zz++++="Lewis,"
lewis ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
your ^pp$+pp2+++=your
definition ^nn+nom+++=definition
of ^in++++=of
a ^at++++=a
crime ^nn++++=crime?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
violation ^nn+nom+++=violation
of ^in++++=of
the ^ati++++=the
law ^nn++++=law,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
lawyer ^nn++++=lawyer.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
accept ^vb+vprv+++=accept
your ^pp$+pp2+++=your
definition ^nn+nom+++=definition,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
a ^at++++=a
violation ^nn+nom+++=violation
of ^in++++=of
justice ^nn++++=justice
a ^at++++=a
violation ^nn+nom+++=violation
of ^in++++=of
something ^pn++++=something
behind ^in+pl+++=behind
the ^ati++++=the
law ^nn++++=law
that ^tht+rel+subj++=that
makes ^vbz++++=makes
an ^at++++=an
act ^nn++++=act
a ^at++++=a
crime ^nn++++=crime.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
God ^np++++=God
must ^md+nec+++=must
take ^vb++++=take
a ^at++++=a
broader ^jjr+atrb+++=broader
view ^nn++++=view
than ^in++++=than
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Blackstone ^np++++=Blackstone
and ^cc++++=and
Lord ^npt++++=Lord
Coke ^nn++++=Coke.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
a ^at++++=a
murder ^nn++++=murder
in ^in++++=in
the ^ati++++=the
law ^nn++++=law
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
awful ^jj+atrb+++=awful
accident ^nn++++=accident,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
your ^pp$+pp2+++=your
catalogue ^nn++++=catalogue
of ^in++++=of
crimes ^nns++++=crimes
gone ^vbd+++xvbn+=gone
about ^in+ppvb+++=about
by ^in++++=by
feeble ^jj+atrb+++=feeble
men ^nns++++=men
with ^in++++=with
no ^at++++=no
intent ^nn++++=intent
except ^in++++=except
an ^at++++=an
adjustment ^nn+nom+++=adjustment
of ^in++++=of
their ^pp$+pp3+++=their
rights ^nns++++=rights.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
crimes ^nns++++=crimes,
, ^zz++++=EXTRAWORD
Lewis ^np++++=Lewis,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
merely ^rb+down+++=merely
errors ^nns++++=errors
of ^in++++=of
their ^pp$+pp3+++=their
impractical ^jj+atrb+++=impractical
judgment ^nn+nom+++=judgment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
the ^ati++++=the
Englishman ^nn+nom+++=Englishman
was ^vbd+bedz+aux++=was
present ^vb++++=present.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gosford ^np++++=Gosford,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="will
will ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you
kindly ^rb++++=kindly
ask ^vb++++=ask
young ^jj+atrb+++=young
Marshall ^np++++=Marshall
to ^to++++=to
come ^vbi++++=come
in ^in++++=in
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
would ^md+prd+++=would
have ^vb+hv+aux++=have
refused ^vprf+++xvbnx+=refused,
, ^zz++++=EXTRAWORD
with ^in++++=with
some ^dti++++=some
rejoinder ^nn+nom+++=rejoinder,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
father ^nn++++=father
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
the ^ati++++=the
courage ^nn+nom+++=courage
to ^to++++=to
resist ^vbi++++=resist
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
got ^vbd+++xvbnx+=got
up ^rp++++=up
and ^cc++++=and
went ^vbd+++xvbn+=went
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
presently ^rb+tm+++=presently
returned ^vbd+++xvbn+=returned
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
the ^ati++++=the
lad ^nn++++=lad
and ^cc++++=and
Gaeki ^np+++??+=Gaeki.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
country ^nn++++=country
doctor ^nn++++=doctor
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
by ^in++++=by
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
leather ^nn++++=leather
case ^nn++++=case
of ^in++++=of
bottles ^nns++++=bottles
by ^in++++=by
the ^ati++++=the
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cloak ^nn++++=cloak
still ^rb++++=still
fastened ^vbd+++xvbn+=fastened
under ^in++++=under
his ^pp$+pp3+++=his
chin ^nn++++=chin.
. ^zz++++=EXTRAWORD
Gosford ^np+++??+=Gosford
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
with ^in++++=with
his ^pp$+pp3+++=his
writing ^nvbg+++xvbg+=writing
materials ^nns+nom+++=materials
to ^to++++=to
keep ^vbi++++=keep
notes ^nns++++=notes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
stood ^vbd+++xvbn+=stood.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^npt++++=father
looked ^vbd+++xvbn+=looked
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
at ^in++++=at
the ^ati++++=the
lad ^nn++++=lad.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
grave ^jj+pred+++=grave,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
gentle ^jj+pred+++=gentle.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
experience ^nn+nom+++=experience
in ^in++++=in
the ^ati++++=the
examination ^nn+nom+++=examination
of ^in++++=of
the ^ati++++=the
devil ^nn++++=devil's
's ^$++++=EXTRAWORD
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused
and ^cc+phrs+++=and
indicated ^vbd+vprv++xvbn+=indicated
the ^ati++++=the
violated ^jj+atrb++xvbn+=violated
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
often ^rb++splt++=often
excellently ^rb++++=excellently
done ^vbd+++xvbn+=done.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
disciples ^nns++++=disciples
are ^vb+ber+vrb++=are
extremely ^rb+amp+++=extremely
clever ^jj+pred+++=clever.
. ^zz++++=EXTRAWORD
One ^np++++=One's
's ^$++++=EXTRAWORD
ingenuity ^nn+nom+++=ingenuity
is ^vbz+bez+aux++=is
often ^rb++splt++=often
taxed ^vpsv++agls+xvbnx+=taxed
to ^to++++=to
trace ^vbi++++=trace
out ^rp+pl+++=out
the ^ati++++=the
evil ^jj+atrb+++=evil
design ^nn++++=design
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
stamp ^nn++++=stamp
it ^pp3+it+++=it
as ^in++++=as
a ^at++++=a
false ^jj+atrb+++=false
piece ^nn++++=piece
set ^vbd+++xvbn+=set
into ^in++++=into
the ^ati++++=the
natural ^jj+atrb+++=natural
sequence ^nn+nom+++=sequence
of ^in++++=of
events ^nns++++=events."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
big ^jj+atrb+++=big
shoulders ^nns+nom+++=shoulders
blotted ^vwbn+++xvbn+=blotted
out ^rp+pl+++=out
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Every
every ^at++++=EXTRAWORD
natural ^jj+atrb+++=natural
event ^nn++++=event,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+aux++=EXTRAWORD
intimately ^rb++splt++=intimately
connected ^vpsv++agls+xvbnx+=connected
with ^in++++=with
innumerable ^jj+atrb+++=innumerable
events ^nns++++=events
that ^tht+rel+obj++=that
precede ^nn+++??+=precede
and ^cc++++=and
follow ^vb+vprv+++=follow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+vrb++=has
so ^rb++++=so
many ^ap++++=many
serrated ^jj+atrb+++=serrated
points ^nns++++=points
of ^in++++=of
contact ^nn++++=contact
with ^in++++=with
other ^ap++++=other
events ^nns++++=events
that ^tht+rel+obj++=that
the ^ati++++=the
human ^jj+atrb+++=human
mind ^nn++++=mind
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
fit ^vb++++=fit
a ^at++++=a
false ^jj+atrb+++=false
event ^nn++++=event
so ^ql++++=so
that ^cs+sub+++=that
no ^at++++=no
trace ^nn++++=trace
of ^in++++=of
the ^ati++++=the
joinder ^nn++++=joinder
will ^md+prd+++=will
appear ^vb+seem+++=appear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
skilled ^jj+atrb+++=skilled
workmen ^nns++++=workmen
in ^in++++=in
the ^ati++++=the
devil ^nn++++=devil's
's ^$++++=EXTRAWORD
shop ^nn++++=shop
are ^vb+ber+vrb++=are
only ^rb+down+++=only
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
give ^vb++++=give
their ^pp$+pp3+++=their
false ^jj+atrb+++=false
piece ^nn++++=piece
a ^at++++=a
blurred ^jj+++xvbn+=blurred
joinder ^jjr++++=joinder."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped
and ^cc+phrs+++=and
turned ^vbd+++xvbn+=turned
to ^in++++=to
the ^ati++++=the
row ^nn++++=row
of ^in++++=of
mahogany ^nn++++=mahogany
drawers ^nns+nom+++=drawers
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me
why ^wrb+who+++=why
the ^ati++++=the
one ^cd1++++=one
who ^whp+who+++=who
ransacked ^xvbn+++xvbn+=ransacked
this ^dt+dem+++=this
room ^nn++++=room,
, ^zz++++=EXTRAWORD
in ^in++++=in
opening ^xvbg+++xvbg+=opening
and ^cc++++=and
tumbling ^xvbg+++xvbg+=tumbling
the ^ati++++=the
contents ^nns++++=contents
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
drawers ^nns+nom+++=drawers,
, ^zz++++=EXTRAWORD
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
open ^vb++++=open
the ^ati++++=the
two ^cd++++=two
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
row ^nn++++=row
where ^wrb+who+++=where'
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stand ^vb++++=stand?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
in ^in++++=in
them ^pp3o+pp3+++=them
of ^in++++=of
value ^nn++++=value,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
lad ^nn++++=lad.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
in ^in++++=in
them ^pp3o+pp3+++=them?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
old ^jj+atrb+++=old
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
to ^in++++=to
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
Paris ^np++++=Paris
nothing ^pn++++=nothing
else ^rb+cnj+++=else."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
went ^vbd+++xvbn+=went
suddenly ^rb++++=suddenly
white ^jj++++=white.
. ^zz++++=EXTRAWORD
" ^zz++++="Precisely!"
precisely ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
alone ^rb++++=alone
knew ^vbd+vprv++xvbn+=knew
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
you ^pp2+pp2+++=you
undertook ^vbd+vsua++xvbn+=undertook
to ^to++++=to
give ^vbi++++=give
this ^dt+dem+++=this
library ^nn+nom+++=library
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
a ^at++++=a
pillaged ^jj+atrb++xvbn+=pillaged
room ^nn++++=room,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
unconsciously ^rb++++=unconsciously
endowed ^vprf+++xvbn+=endowed
your ^pp$+pp2+++=your
imaginary ^jj+atrb+++=imaginary
robber ^nn++++=robber
with ^in++++=with
the ^ati++++=the
thing ^nn++++=thing
you ^pp2+pp2+++=you
knew ^vbd+vprv++xvbn+=knew
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
search ^nn++++=search
for ^in++++=for
loot ^nn++++=loot
in ^in++++=in
drawers ^nns+nom+++=drawers
that ^tht+rel+subj++=that
contained ^vwbn+++xvbn+=contained
only ^rb+down+++=only
old ^jj+atrb+++=old
letters ^nns+nom+++=letters?
? ^zz++++=EXTRAWORD
So ^ql++++=So
your ^pp$+pp2+++=your
imaginary ^jj+atrb+++=imaginary
robber ^nn++++=robber
reasoned ^vbd+vprv++xvbn+=reasoned,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
knew ^vbd+vprv++xvbn+=knew.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
real ^jj+atrb+++=real
robber ^nn++++=robber,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
no ^at++++=no
such ^abl++++=such
knowledge ^nn++++=knowledge,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
ransacked ^vprf+++xvbnx+=ransacked
them ^pp3o+pp3+++=them
lest ^cs+sub+++=lest
he ^pp3a+pp3+++=he
miss ^npt++++=miss
the ^ati++++=the
things ^nns++++=things
of ^in++++=of
value ^nn++++=value
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
searched ^vbd+++xvbnx+=searched
for ^in+strn+++=for."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
on ^in++++=on
the ^ati++++=the
lad ^nn++++=lad,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
deep ^jj++++=deep
and ^cc+phrs+++=and
gentle ^jj++++=gentle.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
will ^md+prd+++=will?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
The ^ati++++=The
white ^nn++++=white
in ^in++++=in
the ^ati++++=the
boy ^nn++++=boy's
's ^$++++=EXTRAWORD
face ^vb++++=face
changed ^vbd+++xvbn+=changed
to ^in++++=to
scarlet ^jj++++=scarlet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
a ^at++++=a
moment ^nn++++=moment
about ^rb++++=about
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
terror ^nn++++=terror;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
lifted ^vbd+++xvbnx+=lifted
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
put ^vb+++xvbn+=put
back ^jjb++++=back
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
room ^nn++++=room
to ^in++++=to
a ^at++++=a
bookcase ^nn++++=bookcase,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
down ^in++++=down
a ^at++++=a
volume ^nn++++=volume,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
it ^pp3+it+++=it
and ^cc++++=and
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
a ^at++++=a
sheet ^nn++++=sheet
of ^in++++=of
folded ^jj+atrb++xvbn+=folded
foolscap ^nn++++=foolscap.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
up ^rp++++=up
and ^cc++++=and
faced ^vbd+++xvbn+=faced
my ^pp$+pp1+++=my
father ^nn++++=father
and ^cc++++=and
the ^ati++++=the
men ^nns++++=men
about ^in++++=about
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
Gosford ^np+++??+=Gosford,
, ^zz++++=EXTRAWORD
" ^zz++++="has
has ^vbz+hvz+vrb++=EXTRAWORD
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
take ^vbi++++=take
all ^abn++++=all
my ^pp$+pp1+++=my
father ^nn++++=father
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
persuaded ^vbd+vsua+tht0+xvbnx+=persuaded
my ^pp$+pp1+++=my
father ^nn++++=father
and ^cc++++=and
was ^vbd+bedz+aux++=was
trusted ^vpsv++by+xvbnx+=trusted
by ^in++++=by
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
trust ^nn++++=trust
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
saw ^vbd+vprv++xvbn+=saw
this ^dt+dem+++=this
plan ^nn++++=plan
in ^in++++=in
a ^at++++=a
light ^jj++++=light
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
see ^vb+vprv+++=see
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
oppose ^vb++++=oppose
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
use ^vbi++++=use
his ^pp$+pp3+++=his
fortune ^nn++++=fortune
to ^to++++=to
help ^vbi++++=help
our ^pp$+pp1+++=our
country ^nn++++=country
in ^in++++=in
the ^ati++++=the
thing ^nn++++=thing
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
foresaw ^vbd+++xvbnx+=foresaw,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
willing ^jj+pred+++=willing
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="But,"
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="somebody
somebody ^pn++++=EXTRAWORD
deceived ^vbd+++xvbn+=deceived
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
believe ^vb+vprv+++=believe
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
all ^abn++++=all
about ^in++++=about
this ^dt+dem+++=this
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
health ^nn++++=health
to ^to++++=to
fight ^vbi++++=fight
