That ^dt+dem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
idea ^nn++++=idea
that ^tht+ncmp+++=that,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
how ^wrb+who+whcl++=how
closely ^rb++++=closely
repentance ^nn+nom+++=repentance
treads ^nns++++=treads
behind ^in+pl+++=behind
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
error ^nn++++=error,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
should ^md+nec+++=should
ever ^rb++splt++=ever
go ^vb++++=go
astray ^rb++++=astray
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Drink,
drink ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
bowing ^vbg+++xvbg+=bowing:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
rejoice ^vb++++=rejoice
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
so ^ql++++=so
well ^rb++++=well
selected ^vbd+++xvbn+=selected
the ^ati++++=the
subjects ^nns++++=subjects
of ^in++++=of
my ^pp$+pp1+++=my
experiment ^nn+nom+++=experiment."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
palsied ^jj+atrb++xvbn+=palsied
hands ^nns++++=hands
they ^pp3a+pp3+++=they
raised ^vbd+++xvbnx+=raised
the ^ati++++=the
glasses ^nns++++=glasses
to ^in++++=to
their ^pp$+pp3+++=their
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
The ^ati++++=The
liquor ^nn++++=liquor,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
really ^rb+emph+++=really
possessed ^vbd+++xvbn+=possessed
such ^abl++++=such
virtues ^nns++++=virtues
as ^in++++=as
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger
imputed ^vbd+++xvbn+=imputed
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
bestowed ^vpsv++agls+xvbnx+=bestowed
on ^in++++=on
four ^cd++++=four
human ^jj+atrb+++=human
beings ^nns++++=beings
who ^whp+rel+subj++=who
needed ^vbd+++xvbn+=needed
it ^pp3+it+++=it
more ^rbr++++=more
wofully ^jj++++=wofully.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
looked ^vbd+++xvbnx+=looked
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
never ^rb++splt++=never
known ^vprf+++xvbnx+=known
what ^wdt+who+whcl++=what
youth ^nn++++=youth
or ^cc++++=or
pleasure ^nn++++=pleasure
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
offspring ^nn++++=offspring
of ^in++++=of
nature ^nn++++=nature's
's ^$++++=EXTRAWORD
dotage ^nn++++=dotage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
always ^rb++++=always
the ^ati++++=the
gray ^np++++=gray,
, ^zz++++=EXTRAWORD
decrepit ^jj++++=decrepit,
, ^zz++++=EXTRAWORD
sapless ^jj+atrb+++=sapless,
, ^zz++++=EXTRAWORD
miserable ^jj+atrb+++=miserable
creatures ^nns++++=creatures,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
now ^rn+tm+++=now
sat ^vbd+++xvbn+=sat
stooping ^vbg+++xvbg+=stooping
round ^rb++++=round
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
table ^nn++++=table,
, ^zz++++=EXTRAWORD
without ^in++++=without
life ^nn++++=life
enough ^dt++++=enough
in ^in++++=in
their ^pp$+pp3+++=their
souls ^nns++++=souls
or ^cc++++=or
bodies ^nns++++=bodies
to ^to++++=to
be ^vbi+vbi+aux++=be
animated ^vpsv++agls+xvbnx+=animated
even ^rb++++=even
by ^in++++=by
the ^ati++++=the
prospect ^nn++++=prospect
of ^in++++=of
growing ^xvbg+++xvbg+=growing
young ^jj++++=young
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
drank ^vbd+++xvbnx+=drank
off ^in+pl+++=off
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
replaced ^vbd+++xvbn+=replaced
their ^pp$+pp3+++=their
glasses ^nns++++=glasses
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
Assuredly ^rb++++=Assuredly
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
almost ^rb+hdg+++=almost
immediate ^jj+atrb+++=immediate
improvement ^nn+nom+++=improvement
in ^in++++=in
the ^ati++++=the
aspect ^nn++++=aspect
of ^in++++=of
the ^ati++++=the
party ^nn++++=party,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
unlike ^in++++=unlike
what ^wdt+who+++=what
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
produced ^vpsv++by+xvbnx+=produced
by ^in++++=by
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
generous ^jj+atrb+++=generous
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
a ^at++++=a
sudden ^jj+atrb+++=sudden
glow ^nn++++=glow
of ^in++++=of
cheerful ^jj+atrb+++=cheerful
sunshine ^nn++++=sunshine,
, ^zz++++=EXTRAWORD
brightening ^jj+++xvbg+=brightening
over ^in++++=over
all ^abn++++=all
their ^pp$+pp3+++=their
visages ^nns+nom+++=visages
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
healthful ^jj+atrb+++=healthful
suffusion ^nn++++=suffusion
on ^in++++=on
their ^pp$+pp3+++=their
cheeks ^nns++++=cheeks,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
the ^ati++++=the
ashen ^jj+atrb+++=ashen
hue ^nn++++=hue
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
them ^pp3o+pp3+++=them
look ^vb++++=look
so ^ql+emph+++=so
corpselike ^jj++++=corpselike.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
gazed ^vbd+++xvbnx+=gazed
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fancied ^vbd+++xvbn+=fancied
that ^tht+vcmp+++=that
some ^dti++++=some
magic ^jj+atrb+++=magic
power ^nn++++=power
had ^vb+hv+aux++=had
really ^rb+emph+splt++=really
begun ^vprf+++xvbnx+=begun
to ^to++++=to
smooth ^vbi++++=smooth
away ^rp+pl+++=away
the ^ati++++=the
deep ^jj+atrb+++=deep
and ^cc+phrs+++=and
sad ^jj+atrb+++=sad
inscriptions ^nns+nom+++=inscriptions
which ^whp+rel+obj++=which
Father ^nn++++=Father
Time ^nn++++=Time
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
so ^ql++++=so
long ^rb++++=long
engraving ^nn++++=engraving
on ^in++++=on
their ^pp$+pp3+++=their
brows ^nns++++=brows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Widow ^nn++++=Widow
Wycherley ^np+++??+=Wycherley
adjusted ^vwbn+++xvbn+=adjusted
her ^pp3o+pp3+++=her
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
almost ^rb+hdg+++=almost
like ^in++++=like
a ^at++++=a
woman ^nn++++=woman
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
us ^pp1o+pp1+++=us
more ^rbr++++=more
of ^in++++=of
this ^dt+dem+++=this
wondrous ^jj+atrb+++=wondrous
water ^nn++++=water!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
they ^pp3a+pp3+++=they,
, ^zz++++=EXTRAWORD
eagerly ^rb++++=eagerly.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
younger ^jjr+pred+++=younger--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
still ^rb++++=still
too ^rb++++=too
old ^jj++++=old!
! ^zz++++=EXTRAWORD
Quick ^jj++++=Quick--give
-- ^--+clp+++=EXTRAWORD
give ^vb++++=EXTRAWORD
us ^pp1o+pp1+++=us
more ^ql++++=more!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Patience!
patience ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
patience ^nn+nom+++=patience!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
quoth ^nn+++??+=quoth
Doctor ^nn++++=Doctor
Heidegger ^np+nom++??+=Heidegger,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
watching ^vbg+++xvbg+=watching
the ^ati++++=the
experiment ^nn+nom+++=experiment
with ^in++++=with
philosophic ^jj+atrb+++=philosophic
coolness ^nns+nom+++=coolness.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time
growing ^vwbg+++xvbg+=growing
old ^jj++++=old.
. ^zz++++=EXTRAWORD
Surely ^rb++++=Surely
you ^pp2+pp2+++=you
might ^md+pos+++=might
be ^vb+be+vrb++=be
content ^jj++++=content
to ^to+jcmp+++=to
grow ^vbi++++=grow
young ^jj++++=young
in ^in++++=in
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
water ^nn++++=water
is ^vbz+bez+vrb++=is
at ^in++++=at
your ^pp$+pp2+++=your
service ^nn++++=service."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
he ^pp3a+pp3+++=he
filled ^vbd+++xvbnx+=filled
their ^pp$+pp3+++=their
glasses ^nns++++=glasses
with ^in++++=with
the ^ati++++=the
liquor ^nn++++=liquor
of ^in++++=of
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
enough ^qlp++++=enough
of ^in++++=of
which ^whp+rel+pied++=which
still ^rb++++=still
remained ^vbd+++xvbn+=remained
in ^in++++=in
the ^ati++++=the
vase ^nn++++=vase
to ^to++++=to
turn ^vbi++++=turn
half ^abn++++=half
the ^ati++++=the
old ^jj+atrb+++=old
people ^nns++++=people
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
to ^in++++=to
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
grandchildren ^nn++++=grandchildren.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
bubbles ^nns++++=bubbles
were ^vbd+bed+vrb++=were
yet ^rb++++=yet
sparkling ^jj+pred+++=sparkling
on ^in++++=on
the ^ati++++=the
brim ^nn++++=brim,
, ^zz++++=EXTRAWORD
the ^ati++++=the
doctor ^nn++++=doctor's
's ^$++++=EXTRAWORD
four ^cd++++=four
guests ^nns++++=guests
snatched ^vbd+++xvbn+=snatched
their ^pp$+pp3+++=their
glasses ^nns++++=glasses
from ^in++++=from
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swallowed ^vbd+++xvbn+=swallowed
the ^ati++++=the
contents ^nns++++=contents
at ^in++++=at
a ^at++++=a
single ^jj+atrb+++=single
gulp ^nn++++=gulp.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
delusion ^nn++++=delusion?
? ^zz++++=EXTRAWORD
Even ^rb++++=Even
while ^cs+sub+++=while
the ^ati++++=the
draught ^nn++++=draught
was ^vbd+bedz+aux++=was
passing ^vbg+++xvbgx+=passing
down ^rb+phrv+++=down
their ^pp$+pp3+++=their
throats ^nns++++=throats
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
wrought ^vwbn+++xvbn+=wrought
a ^at++++=a
change ^nn++++=change
on ^in++++=on
their ^pp$+pp3+++=their
whole ^jj+atrb+++=whole
systems ^nns++++=systems.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
eyes ^nns++++=eyes
grew ^vbd+++xvbn+=grew
clear ^jj++++=clear
and ^cc+phrs+++=and
bright ^jj++++=bright;
; ^zz++++=EXTRAWORD
a ^at++++=a
dark ^jj+atrb+++=dark
shade ^nn++++=shade
deepened ^vbd+++xvbn+=deepened
among ^in++++=among
their ^pp$+pp3+++=their
silvery ^jj+atrb+++=silvery
locks ^nns++++=locks;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
sat ^vbd+++xvbnx+=sat
round ^rb++++=round
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
three ^cd++++=three
gentlemen ^nns++++=gentlemen
of ^in++++=of
middle ^jjb+atrb+++=middle
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
woman ^nn++++=woman
hardly ^rb+down+++=hardly
beyond ^in++++=beyond
her ^pp$+pp3+++=her
buxom ^jj++++=buxom
prime ^jjb++++=prime.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
widow ^nn++++=widow,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
charming ^vbg+++xvbgx+=charming!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Colonel ^npt++++=Colonel
Killigrew ^np+++??+=Killigrew,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
eyes ^nns++++=eyes
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fixed ^vpsv++agls+xvbnx+=fixed
upon ^in++++=upon
her ^pp$+pp3+++=her
face ^nn++++=face,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
shadows ^nps++++=shadows
of ^in++++=of
age ^nn++++=age
were ^vbd+bed+aux++=were
flitting ^vbg+++xvbgx+=flitting
from ^in++++=from
it ^pp3+it+++=it
like ^in++++=like
darkness ^nns+nom+++=darkness
from ^in++++=from
the ^ati++++=the
crimson ^nn+++??+=crimson
daybreak ^nn+++??+=daybreak.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fair ^jj+atrb+++=fair
widow ^nn++++=widow
knew ^vbd+vprv++xvbn+=knew
of ^in++++=of
old ^jj++++=old
that ^dt+dem+++=that
Colonel ^npt++++=Colonel
Killigrew ^np++++=Killigrew's
's ^$++++=EXTRAWORD
compliments ^nns+nom+++=compliments
were ^vbd+bed+aux++=were
not ^xnot++not++=not
always ^rb++++=always
measured ^vpsv++by+xvbn+=measured
by ^in++++=by
sober ^jj+atrb+++=sober
truth ^nn++++=truth;
; ^zz++++=EXTRAWORD
so ^ql++++=so
she ^pp3a+pp3+++=she
started ^vbd+++xvbnx+=started
up ^rp++++=up
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
to ^in+ppvb+++=to
the ^ati++++=the
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
still ^rb++++=still
dreading ^vbg+++xvbg+=dreading
that ^dt+dem+++=that
the ^ati++++=the
ugly ^jj+atrb+++=ugly
visage ^nn++++=visage
of ^in++++=of
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman
would ^md+prd+++=would
meet ^vb++++=meet
her ^pp$+pp3+++=her
gaze ^nn++++=gaze.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
the ^ati++++=the
three ^cd++++=three
gentlemen ^nns++++=gentlemen
behaved ^vbd+++xvbn+=behaved
in ^in++++=in
such ^abl++++=such
a ^at++++=a
manner ^nn++++=manner
as ^cs+sub+++=as
proved ^jj+vprv++xvbn+=proved
that ^tht+jcmp+++=that
the ^ati++++=the
water ^nn++++=water
of ^in++++=of
the ^ati++++=the
Fountain ^nn++++=Fountain
of ^in++++=of
Youth ^nn++++=Youth
possessed ^vbd+++xvbn+=possessed
some ^dti++++=some
intoxicating ^jj+atrb+++=intoxicating
qualities ^nns+nom+++=qualities,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
exhilaration ^nn+nom+++=exhilaration
of ^in++++=of
spirits ^nns++++=spirits
were ^vbd+bed+vrb++=were
merely ^rb+down+++=merely
a ^at++++=a
lightsome ^nn+++??+=lightsome
dizziness ^nns+nom+++=dizziness,
, ^zz++++=EXTRAWORD
caused ^xvbn+++xvbn+=caused
by ^in++++=by
the ^ati++++=the
sudden ^jj+atrb+++=sudden
removal ^nn++++=removal
of ^in++++=of
the ^ati++++=the
weight ^nn++++=weight
of ^in++++=of
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gascoigne ^np++++=Gascoigne's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
run ^vbi++++=run
on ^in++++=on
political ^jj+atrb+++=political
topics ^nns++++=topics,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
whether ^cs+who+++=whether
relating ^nvbg+++xvbg+=relating
to ^in++++=to
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
present ^vb++++=present,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
future ^jjb++++=future
could ^md+pos+++=could
not ^xnot++not++=not
easily ^rb++++=easily
be ^vb+be+aux++=be
determined ^vpsv++agls+xvbnx+=determined,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
the ^ati++++=the
same ^ap++++=same
ideas ^nns++++=ideas
and ^cc++++=and
phrases ^nns++++=phrases
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
vogue ^nn++++=vogue
these ^dt+dem+++=these
fifty ^cd++++=fifty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
he ^pp3a+pp3+++=he
rattled ^vbd+++xvbnx+=rattled
forth ^np++++=forth
full ^jj++++=full-throated
- ^zz++++=EXTRAWORD
throated ^jj+atrb++xvbn+=EXTRAWORD
sentences ^nns+nom+++=sentences
about ^in++++=about
patriotism ^nn+nom+++=patriotism,
, ^zz++++=EXTRAWORD
national ^jj+atrb+++=national
glory ^nn++++=glory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
people ^nns++++=people's
's ^$++++=EXTRAWORD
rights ^nns++++=rights;
; ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered
some ^dti++++=some
perilous ^jj+atrb+++=perilous
stuff ^nn++++=stuff
or ^cc++++=or
other ^ap++++=other,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
sly ^jj+atrb+++=sly
and ^cc+phrs+++=and
doubtful ^jj+atrb+++=doubtful
whisper ^nn++++=whisper,
, ^zz++++=EXTRAWORD
so ^ql++++=so
cautiously ^rb++++=cautiously
that ^dt+dem+++=that
even ^rb++++=even
his ^pp$+pp3+++=his
own ^ap++++=own
conscience ^nn+nom+++=conscience
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
catch ^vb++++=catch
the ^ati++++=the
secret ^nn++++=secret;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
in ^in++++=in
measured ^xvbn+++xvbn+=measured
accents ^nns++++=accents
and ^cc++++=and
a ^at++++=a
deeply ^rb++++=deeply
deferential ^jj+atrb+++=deferential
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
royal ^jj+atrb+++=royal
ear ^nn++++=ear
were ^vbd+bed+aux++=were
listening ^vbg+++xvbgx+=listening
to ^in++++=to
his ^pp$+pp3+++=his
well ^rb++++=well-turned
- ^zz++++=EXTRAWORD
turned ^vbd+++xvbn+=EXTRAWORD
periods ^nns++++=periods.
. ^zz++++=EXTRAWORD
Colonel ^npt++++=Colonel
Killigrew ^np+++??+=Killigrew
all ^rb++++=all
this ^dt+dem+++=this
time ^nn++++=time
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
trolling ^nn+nom+++=trolling
forth ^rb++++=forth
a ^at++++=a
jolly ^jj+atrb+++=jolly
battle ^nn++++=battle-song,
- ^zz++++=EXTRAWORD
song ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ringing ^vbg+++xvbg+=ringing
his ^pp$+pp3+++=his
glass ^nn++++=glass
toward ^in++++=toward
the ^ati++++=the
buxom ^jj+atrb+++=buxom
figure ^nn++++=figure
of ^in++++=of
the ^ati++++=the
Widow ^nn++++=Widow
Wycherley ^np+++??+=Wycherley.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
table ^nn++++=table
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Medbourne ^np++++=Medbourne
was ^vbd+bedz+aux++=was
involved ^vpsv++agls+xvbnx+=involved
in ^in++++=in
a ^at++++=a
calculation ^nn+nom+++=calculation
of ^in++++=of
dollars ^nns++++=dollars
and ^cc++++=and
cents ^nns++++=cents,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
was ^vbd+bedz+vrb++=was
strangely ^rb++++=strangely
intermingled ^jj+pred+++=intermingled
a ^at++++=a
project ^nn++++=project
for ^in++++=for
supplying ^xvbg+++xvbg+=supplying
the ^ati++++=the
East ^nr+pl+++=East
Indies ^nps++++=Indies
with ^in++++=with
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
by ^in++++=by
harnessing ^nn++++=harnessing
a ^at++++=a
team ^nn++++=team
of ^in++++=of
whales ^nns+++??+=whales
to ^in++++=to
the ^ati++++=the
polar ^nn++++=polar
icebergs ^nns+++??+=icebergs.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
the ^ati++++=the
Widow ^nn++++=Widow
Wycherley ^np+++??+=Wycherley,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
before ^in++++=before
the ^ati++++=the
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
courtesying ^jj+++xvbg+=courtesying
and ^cc+phrs+++=and
simpering ^jj+++xvbg+=simpering
to ^in++++=to
her ^pp$+pp3+++=her
own ^ap++++=own
image ^nn++++=image,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
greeting ^nvbg+++xvbg+=greeting
it ^pp3+it+++=it
as ^in++++=as
the ^ati++++=the
friend ^nn++++=friend
whom ^whp+rel+obj++=whom
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
better ^jjr++++=better
than ^in++++=than
all ^abn++++=all
the ^ati++++=the
world ^nn++++=world
beside ^in+strn+++=beside.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thrust ^vbd+++xvbnx+=thrust
her ^pp3o+pp3+++=her
face ^nn++++=face
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
glass ^nn++++=glass
to ^to++++=to
see ^vbi+vprv+++=see
whether ^cs+who+++=whether
some ^dti++++=some
long ^jj++++=long-remembered
- ^zz++++=EXTRAWORD
remembered ^vbd+vprv++xvbn+=EXTRAWORD
wrinkle ^nn++++=wrinkle
or ^cc++++=or
crow ^nn++++=crow's-foot
's-foot ^nn+++??+=EXTRAWORD
'd ^md+prd+vrb++=had
indeed ^qlp++++=indeed
vanished ^jj+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
examined ^vbd+++xvbnx+=examined
whether ^cs+who+++=whether
the ^ati++++=the
snow ^nn++++=snow
had ^vb+hv+aux++=had
so ^ql++++=so
entirely ^rb+amp+++=entirely
melted ^vbd+++xvbn+=melted
from ^in++++=from
her ^pp$+pp3+++=her
hair ^nn++++=hair
that ^tht+rel+obj++=that
the ^ati++++=the
venerable ^jj+atrb+++=venerable
cap ^nn++++=cap
could ^md+pos+++=could
be ^vb+be+aux++=be
safely ^rb++splt++=safely
thrown ^vpsv++agls+xvbnx+=thrown
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
briskly ^rb++++=briskly
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
with ^in++++=with
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
dancing ^nn++++=dancing
step ^vb++++=step
to ^in++++=to
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
old ^jj+atrb+++=old
doctor ^nn++++=doctor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
" ^zz++++="pray
pray ^vb+vsua+++=EXTRAWORD
favor ^nn++++=favor
me ^pp1o+pp1+++=me
with ^in++++=with
another ^dt++++=another
glass ^nn++++=glass!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly,
certainly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj+atrb+++=dear
madam ^npt++++=madam,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
complaisant ^jj+atrb+++=complaisant
doctor ^nn++++=doctor.
. ^zz++++=EXTRAWORD
" ^zz++++="See!
see ^vb+vprv+++=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
already ^rb++splt++=already
filled ^vprf+++xvbnx+=filled
the ^ati++++=the
glasses ^nns++++=glasses."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
in ^in++++=in
