That ^dt+dem+++=That
, ^zz++++=EXTRAWORD
slowly ^rb++++=slowly
and ^cc++++=and
feelingly ^jj++++=feelingly
taking ^jj+++xvbg+=taking
its ^pp$+it+++=its
bows ^nns++++=bows
full ^jj++++=full
within ^in++++=within
his ^pp$+pp3+++=his
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
long ^jj++++=long,
, ^zz++++=EXTRAWORD
narrow ^jj++++=narrow,
, ^zz++++=EXTRAWORD
scrolled ^jj+atrb++xvbn+=scrolled
lower ^jjr+atrb+++=lower
jaw ^nn++++=jaw
curled ^vbd+++xvbn+=curled
high ^jj++++=high
up ^rp++++=up
into ^in++++=into
the ^ati++++=the
open ^jj+atrb+++=open
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
teeth ^nn++++=teeth
caught ^vbd+++xvbn+=caught
in ^in++++=in
a ^at++++=a
row ^nn++++=row-lock.
- ^zz++++=EXTRAWORD
lock ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
bluish ^jj+atrb+++=bluish
pearl ^nn++++=pearl-white
- ^zz++++=EXTRAWORD
white ^jj++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
inside ^nn++++=inside
of ^in++++=of
the ^ati++++=the
jaw ^nn++++=jaw
was ^vbd+bedz+vrb++=was
within ^in++++=within
six ^cd++++=six
inches ^nns++++=inches
of ^in++++=of
Ahab ^np++++=Ahab's
's ^$++++=EXTRAWORD
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reached ^vbd+++xvbn+=reached
higher ^jjr++++=higher
than ^in++++=than
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
attitude ^nn++++=attitude
the ^ati++++=the
white ^jj+atrb+++=white
whale ^nn++++=whale
now ^rn+tm+++=now
shook ^vbd+++xvbn+=shook
the ^ati++++=the
slight ^jj+atrb+++=slight
cedar ^nn++++=cedar
as ^in++++=as
a ^at++++=a
mildly ^rb+down+++=mildly
cruel ^jj+atrb+++=cruel
cat ^nn++++=cat
her ^pp$+pp3+++=her
mouse ^nn++++=mouse.
. ^zz++++=EXTRAWORD
With ^in++++=With
unastonished ^jj+atrb++xvbn+=unastonished
eyes ^nns++++=eyes
Fedallah ^np+++??+=Fedallah
gazed ^vbd+++xvbn+=gazed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crossed ^vbd+++xvbn+=crossed
his ^pp$+pp3+++=his
arms ^nns++++=arms;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
tiger ^nn++++=tiger-yellow
- ^zz++++=EXTRAWORD
yellow ^jj+atrb+++=EXTRAWORD
crew ^nn++++=crew
were ^vbd+bed+aux++=were
tumbling ^nvbg+++xvbg+=tumbling
over ^rp++++=over
each ^ppls++++=each
other's ^ppls++++=other's
heads ^nns++++=heads
to ^to++++=to
gain ^vbi++++=gain
the ^ati++++=the
uttermost ^jjb++++=uttermost
stern ^jj++++=stern.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
both ^abx++++=both
elastic ^jj+atrb+++=elastic
gunwales ^nns+nom+++=gunwales
were ^vbd+bed+aux++=were
springing ^vbg+++xvbgx+=springing
in ^in++++=in
and ^cc++++=and
out ^rp+pl+++=out
as ^in++++=as
the ^ati++++=the
whale ^nn++++=whale
dallied ^vbd+++xvbn+=dallied
with ^in++++=with
the ^ati++++=the
doomed ^jj+atrb++xvbn+=doomed
craft ^nns++++=craft
in ^in++++=in
this ^dt+dem+++=this
devilish ^jj+atrb+++=devilish
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
his ^pp$+pp3+++=his
body ^nn++++=body
being ^xvbg+++xvbg+=being
submerged ^vbd+++xvbn+=submerged
beneath ^in+pl+++=beneath
the ^ati++++=the
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
darted ^vpsv++agls+xvbnx+=darted
at ^rb++++=at
from ^in++++=from
the ^ati++++=the
bows ^nns++++=bows,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
bows ^nns++++=bows
were ^vbd+bed+vrb++=were
almost ^rb+hdg+++=almost
inside ^in+cmpx+++=inside
of ^in"++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
while ^cs+sub+++=while
the ^ati++++=the
other ^ap++++=other
boats ^nns++++=boats
involuntarily ^rb++++=involuntarily
paused ^vbd+++xvbn+=paused,
, ^zz++++=EXTRAWORD
as ^ql++++=as
before ^cs+sub+++=before
a ^at++++=a
quick ^jj+atrb+++=quick
crisis ^nn++++=crisis
impossible ^jj++++=impossible
to ^to+jcmp+++=to
withstand ^vbi++++=withstand,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
monomaniac ^nn+++??+=monomaniac
Ahab ^np+++??+=Ahab,
, ^zz++++=EXTRAWORD
furious ^jj++++=furious
with ^in++++=with
this ^dt+dem+++=this
tantalizing ^jj+atrb+++=tantalizing
vicinity ^nn+nom+++=vicinity
of ^in++++=of
his ^pp$+pp3+++=his
foe ^nn++++=foe,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
placed ^vbd+++xvbn+=placed
him ^pp3o+pp3+++=him
alive ^jj++++=alive
and ^cc+phrs+++=and
helpless ^jj++++=helpless
in ^in++++=in
the ^ati++++=the
very ^ql+amp+++=very
jaws ^nns++++=jaws
he ^pp3a+pp3+++=he
hated ^vbd+++xvbnx+=hated;
; ^zz++++=EXTRAWORD
frenzied ^jj++++=frenzied
with ^in++++=with
all ^abn++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
seized ^vbd+++xvbnx+=seized
the ^ati++++=the
long ^jj+atrb+++=long
bone ^nn++++=bone
with ^in++++=with
his ^pp$+pp3+++=his
naked ^jj+atrb+++=naked
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wildly ^rb++++=wildly
strove ^vbd+++xvbn+=strove
to ^to++++=to
wrench ^vbi++++=wrench
it ^pp3+it+++=it
from ^in++++=from
its ^pp$+it+++=its
grip ^nn++++=grip.
. ^zz++++=EXTRAWORD
As ^ql++++=As
now ^rn+tm+++=now
he ^pp3a+pp3+++=he
thus ^rb+cnj+++=thus
vainly ^rb++++=vainly
strove ^vbd+++xvbn+=strove,
, ^zz++++=EXTRAWORD
the ^ati++++=the
jaw ^nn++++=jaw
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
the ^ati++++=the
frail ^jj+atrb+++=frail
gunwales ^nns+nom+++=gunwales
bent ^vbd+++xvbn+=bent
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
collapsed ^j+++xvbn+=collapsed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
snapped ^vbd+++xvbn+=snapped,
, ^zz++++=EXTRAWORD
as ^ql++++=as
both ^abx++++=both
jaws ^nns++++=jaws,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
enormous ^jj+atrb+++=enormous
shears ^nns+++??+=shears,
, ^zz++++=EXTRAWORD
sliding ^jj+++xvbg+=sliding
further ^jjb++++=further
aft ^jjb++++=aft,
, ^zz++++=EXTRAWORD
bit ^nn++++=bit
the ^ati++++=the
craft ^nn++++=craft
completely ^rb+amp+++=completely
in ^in++++=in
twain ^nn+++??+=twain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
locked ^vbd+++xvbn+=locked
themselves ^ppls+pp3+++=themselves
fast ^rb++++=fast
again ^rb+tm+++=again
in ^in++++=in
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
midway ^rb++++=midway
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
floating ^vbg+++xvbg+=floating
wrecks ^nns++++=wrecks.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
floated ^jj+++xvbn+=floated
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
ends ^nns++++=ends
drooping ^jj++++=drooping,
, ^zz++++=EXTRAWORD
the ^ati++++=the
crew ^nn++++=crew
at ^rb++++=at
the ^ati++++=the
stern ^jj++++=stern-wreck
- ^zz++++=EXTRAWORD
wreck ^nn++++=EXTRAWORD
clinging ^vwbg+++xvbg+=clinging
to ^in++++=to
the ^ati++++=the
gunwales ^nns+nom+++=gunwales,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
striving ^nvbg+++xvbg+=striving
to ^to++++=to
hold ^vbi+vprv+++=hold
fast ^jj++++=fast
to ^in++++=to
the ^ati++++=the
oars ^nns+++??+=oars
to ^to++++=to
lash ^vbi++++=lash
them ^pp3o+pp3+++=them
across ^in+strn+++=across.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
preluding ^jj+atrb++xvbg+=preluding
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
ere ^nn+++??+=ere
the ^ati++++=the
boat ^nn++++=boat
was ^vbd+bedz+aux++=was
yet ^rb++splt++=yet
snapped ^vpsv++agls+xvbnx+=snapped,
, ^zz++++=EXTRAWORD
Ahab ^np+++??+=Ahab,
, ^zz++++=EXTRAWORD
the ^ati++++=the
first ^rb++++=first
to ^to++++=to
perceive ^vbi+vprv+++=perceive
the ^ati++++=the
whale ^nn++++=whale's
's ^$++++=EXTRAWORD
intent ^nn++++=intent,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
crafty ^jj++++=crafty
upraising ^jj+++xvbg+=upraising
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
a ^at++++=a
movement ^nn+nom+++=movement
that ^tht+rel+subj++=that
loosed ^vprf+++xvbn+=loosed
his ^pp$+pp3+++=his
head ^nn++++=head
for ^in++++=for
the ^ati++++=the
time ^nn++++=time;
; ^zz++++=EXTRAWORD
at ^rb++++=at
that ^dt+dem+++=that
moment ^nn++++=moment
his ^pp$+pp3+++=his
hand ^nn++++=hand
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
one ^cd1++++=one
final ^jj+atrb+++=final
effort ^nn++++=effort
to ^to+ncmp+++=to
push ^vbi++++=push
the ^ati++++=the
boat ^nn++++=boat
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
bite ^nn++++=bite.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
only ^rb+down+++=only
slipping ^vbg+++xvbg+=slipping
further ^jjb++++=further
into ^in++++=into
the ^ati++++=the
whale ^nn++++=whale's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tilting ^vbg+++xvbg+=tilting
over ^in++++=over
sideways ^jjb++++=sideways
as ^ql++++=as
it ^pp3+it+++=it
slipped ^vbd+++xvbn+=slipped,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boat ^nn++++=boat
had ^vbd+hvd+aux++=had
shaken ^vprf+++xvbnx+=shaken
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
hold ^nn++++=hold
on ^in++++=on
the ^ati++++=the
jaw ^nn++++=jaw,
, ^zz++++=EXTRAWORD
spilled ^j+++xvbn+=spilled
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
as ^ql++++=as
he ^pp3a+pp3+++=he
leaned ^vbd+++xvbnx+=leaned
to ^to++++=to
push ^vbi++++=push,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
flat ^jj++++=flat-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Ripplingly ^np+++??+=Ripplingly
withdrawing ^vwbg+++xvbg+=withdrawing
from ^in++++=from
his ^pp$+pp3+++=his
prey ^nn++++=prey,
, ^zz++++=EXTRAWORD
Moby ^np++++=Moby
Dick ^np++++=Dick
now ^rn+tm+++=now
lay ^jjb+++xvbn+=lay
at ^in++++=at
a ^rb++++=a
little ^rb"++++=little
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
vertically ^rb++++=vertically
thrusting ^vbg+++xvbg+=thrusting
his ^pp$+pp3+++=his
oblong ^jj++++=oblong
white ^jj++++=white
head ^jjb++++=head
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
in ^in++++=in
the ^ati++++=the
billows ^nns+++??+=billows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
slowly ^rb++++=slowly
revolving ^jj+++xvbg+=revolving
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
spindled ^jj+atrb++xvbn+=spindled
body ^nn++++=body,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^dt+pdem+++=that
when ^wrb+who+++=when
his ^pp$+pp3+++=his
vast ^jj++++=vast
wrinkled ^vwbn+++xvbn+=wrinkled
forehead ^nn++++=forehead
rose ^vbd+++xvbn+=rose
some ^dti++++=some
twenty ^cd++++=twenty
or ^cc++++=or
more ^ql++++=more
feet ^nns++++=feet
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
the ^ati++++=the
now ^rn+tm+++=now
rising ^jj+atrb++xvbg+=rising
swells ^nns++++=swells,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
their ^pp$+pp3+++=their
confluent ^jj+atrb+++=confluent
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
dazzling ^xvbg+++xvbg+=dazzling
broke ^vbd+++xvbn+=broke
against ^in++++=against
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
vindictively ^jj++++=vindictively
tossing ^jj+++xvbg+=tossing
their ^pp$+pp3+++=their
shivered ^vbd+++xvbn+=shivered
spray ^nn++++=spray
still ^rb+atrb+++=still
higher ^jjr++++=higher
into ^in++++=into
the ^ati++++=the
air.[1 ^nn+++??+=air.[1]
] ^zz++++=EXTRAWORD
But ^cc++++=But
soon ^rb+tm+++=soon
resuming ^vbg+++xvbg+=resuming
his ^pp$+pp3+++=his
horizontal ^jj+atrb+++=horizontal
attitude ^nn++++=attitude,
, ^zz++++=EXTRAWORD
Moby ^np++++=Moby
Dick ^np++++=Dick
swam ^vbd+++xvbn+=swam
swiftly ^rb++++=swiftly
round ^jj++++=round
and ^cc++++=and
round ^in++++=round
the ^ati++++=the
wrecked ^jj+atrb++xvbn+=wrecked
crew ^nn++++=crew,
, ^zz++++=EXTRAWORD
sideways ^jjb++++=sideways,
, ^zz++++=EXTRAWORD
churning ^jj+++xvbg+=churning
the ^ati++++=the
water ^nn++++=water
in ^in++++=in
his ^pp$+pp3+++=his
vengeful ^jj+atrb+++=vengeful
wake ^nn++++=wake,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
lashing ^vbg+++xvbg+=lashing
himself ^ppl+pp3+++=himself
up ^in+cmpx+++=up
to ^in"++++=to
still ^rb++++=still
another ^dt++++=another
and ^cc++++=and
more ^rbr++++=more
deadly ^jj+atrb+++=deadly
assault ^nn++++=assault.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
splintered ^jj+atrb++xvbn+=splintered
boat ^nn++++=boat
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
madden ^vbi++++=madden
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
blood ^nn++++=blood
of ^in++++=of
grapes ^nns++++=grapes
and ^cc++++=and
mulberries ^nns++++=mulberries
cast ^vbd+++xvbn+=cast
before ^in++++=before
Antiochus ^np++++=Antiochus's
's ^$++++=EXTRAWORD
elephants ^nns+nom+++=elephants
in ^in++++=in
the ^ati++++=the
book ^nn++++=book
of ^in++++=of
Maccabees ^nns+nom++??+=Maccabees.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
Ahab ^np+++??+=Ahab,
, ^zz++++=EXTRAWORD
half ^abn++++=half
smothered ^jj+++xvbn+=smothered
in ^in++++=in
the ^ati++++=the
foam ^nn++++=foam
of ^in++++=of
the ^ati++++=the
whale ^nn++++=whale's
's ^vbz+bez+vrb++0=EXTRAWORD
insolent ^jj+atrb+++=insolent
tail ^nn++++=tail,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
too ^ql++++=too
much ^ap++++=much
of ^in++++=of
a ^at++++=a
cripple ^nn++++=cripple
to ^to++++=to
swim ^vbi++++=swim,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
could ^md+pos+++=could
still ^rb++splt++=still
keep ^vb++++=keep
afloat ^jj++++=afloat,
, ^zz++++=EXTRAWORD
even ^rb++++=even
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
such ^abl++++=such
a ^at++++=a
whirlpool ^nn++++=whirlpool
as ^ql++++=as
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
helpless ^jj+atrb+++=helpless
Ahab ^np++++=Ahab's
's ^$++++=EXTRAWORD
head ^nn++++=head
was ^vbd+bedz+aux++=was
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
tossed ^jj+atrb++xvbn+=tossed
bubble ^nn++++=bubble
which ^whp+rel+obj++=which
the ^ati++++=the
least ^rbt++++=least
chance ^nn++++=chance
shock ^nn++++=shock
might ^md+pos+++=might
burst ^vbd+++xvbn+=burst.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
boat ^nn++++=boat's
's ^vbz+bez+vrb++0=EXTRAWORD
fragmentary ^jj+atrb+++=fragmentary
stern ^nn++++=stern,
, ^zz++++=EXTRAWORD
Fedallah ^np+++??+=Fedallah
incuriously ^jj++++=incuriously
and ^cc++++=and
mildly ^rb+down+++=mildly
eyed ^vbd+++xvbn+=eyed
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
the ^ati++++=the
clinging ^jj+atrb++xvbg+=clinging
crew ^nn++++=crew,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
other ^ap++++=other
drifting ^jj+atrb++xvbg+=drifting
end ^nn++++=end,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
succor ^vb++++=succor
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
more ^ql++++=more
than ^cs+sub+++=than
enough ^qlp++++=enough
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
for ^in++++=for
them ^pp3o+pp3+++=them
to ^to++++=to
look ^vbi++++=look
to ^to+vcmp+++=to
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
For ^in++++=For
so ^ql+emph+++=so
revolvingly ^jj++++=revolvingly
appalling ^jj++++=appalling
was ^vbd+bedz+vrb++=was
the ^ati++++=the
white ^jj+atrb+++=white
whale ^nn++++=whale's
's ^$++++=EXTRAWORD
aspect ^nn++++=aspect,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql+emph+++=so
planetarily ^jj+atrb+++=planetarily
swift ^np++++=swift
the ^ati++++=the
ever ^rb++++=ever-contracting
- ^zz++++=EXTRAWORD
contracting ^jj+atrb++xvbg+=EXTRAWORD
circles ^nns++++=circles
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
horizontally ^rb++++=horizontally
swooping ^nn++++=swooping
upon ^in++++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
though ^cs+sub+++=though
the ^ati++++=the
other ^ap++++=other
boats ^nns++++=boats,
, ^zz++++=EXTRAWORD
unharmed ^jj++++=unharmed,
, ^zz++++=EXTRAWORD
still ^rb++++=still
hovered ^vbd+++xvbn+=hovered
hard ^jj++++=hard
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
still ^rb++++=still
they ^pp3a+pp3+++=they
dared ^vbd+++??+=dared
not ^xnot++not++=not
pull ^vb++++=pull
into ^in++++=into
the ^ati++++=the
eddy ^nn++++=eddy
to ^to++++=to
strike ^vbi++++=strike,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
that ^dt+pdem+++=that
should ^md+nec+++=should
be ^vb+be+vrb++=be
the ^ati++++=the
signal ^nn++++=signal
for ^in++++=for
the ^ati++++=the
instant ^jj+atrb+++=instant
destruction ^nn+nom+++=destruction
of ^in++++=of
the ^ati++++=the
jeopardized ^jj+++xvbn+=jeopardized
castaways ^rb+cnj+++=castaways,
, ^zz++++=EXTRAWORD
Ahab ^np+++??+=Ahab
and ^cc++++=and
all ^rb++++=all;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
in ^cs+sub+++=in
that ^cs"++++=that
case ^nn++++=case
could ^md+pos+++=could
they ^pp3a+pp3+++=they
themselves ^ppls+pp3+++=themselves
hope ^vb++++=hope
to ^to+vcmp+++=to
escape ^vbi++++=escape.
. ^zz++++=EXTRAWORD
With ^in++++=With
straining ^xvbg+++xvbg+=straining
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
remained ^vbd+++xvbnx+=remained
on ^in++++=on
the ^ati++++=the
outer ^jjb+atrb+++=outer
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
direful ^jj+atrb+++=direful
zone ^nn++++=zone,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
centre ^jjb++++=centre
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
become ^vb++++=become
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man's
's ^$++++=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Meantime ^nn++++=Meantime,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
all ^abn++++=all
this ^dt+pdem+++=this
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
descried ^vpsv++agls+xvbnx+=descried
from ^in++++=from
the ^ati++++=the
ship ^nn++++=ship's
's ^$++++=EXTRAWORD
mastheads ^nns+++??+=mastheads;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
squaring ^vbg+++xvbg+=squaring
her ^pp$+pp3+++=her
yards ^nns++++=yards,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
borne ^vprf+++xvbnx+=borne
down ^rp++++=down
upon ^in++++=upon
the ^ati++++=the
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
so ^rb++++=so
nigh ^rb++++=nigh
that ^cs+sub+++=that
Ahab ^np+++??+=Ahab
in ^in++++=in
the ^ati++++=the
water ^nn++++=water
hailed ^vwbn+++xvbn+=hailed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Sail
sail ^vb++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
" ^zz++++="
but ^cs+sub+++=but
that ^cs"++++=that
moment ^nn++++=moment
a ^at++++=a
breaking ^jj+++xvbg+=breaking
sea ^npl++++=sea
dashed ^vwbn+++xvbn+=dashed
on ^rp++++=on
him ^pp3o+pp3+++=him
from ^in++++=from
Moby ^np++++=Moby
Dick ^np++++=Dick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whelmed ^jj+++xvbn+=whelmed
him ^pp3o+pp3+++=him
for ^in++++=for
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
struggling ^nvbg+++xvbg+=struggling
out ^rp+pl+++=out
of ^in++++=of
it ^pp3+it+++=it
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
chancing ^nvbg+++xvbg+=chancing
to ^to++++=to
rise ^vbi++++=rise
on ^in++++=on
a ^at++++=a
towering ^jj+atrb++xvbg+=towering
crest ^nn++++=crest,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shouted ^vbd+vpub++xvbnx+=shouted,
, ^zz++++=EXTRAWORD
" ^zz++++="Sail
sail ^vb++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
whale ^nn++++=whale!
! ^zz++++=EXTRAWORD
Drive ^nn++++=Drive
him ^pp3o+pp3+++=him
off ^in+strn+++=off!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Pequod ^np++++=Pequod's
's ^$++++=EXTRAWORD
prows ^nns+++??+=prows
were ^vbd+bed+aux++=were
pointed ^vpsv++agls+xvbnx+=pointed;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
breaking ^vbg+++xvbg+=breaking
up ^rp++++=up
the ^ati++++=the
charmed ^jj+atrb++xvbn+=charmed
circle ^nn++++=circle,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
effectually ^rb++++=effectually
parted ^vbd+++xvbn+=parted
the ^ati++++=the
white ^jj+atrb+++=white
whale ^nn++++=whale
from ^in++++=from
his ^pp$+pp3+++=his
victim ^nn++++=victim.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
sullenly ^rb++++=sullenly
swam ^vbd+++xvbn+=swam
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
the ^ati++++=the
boats ^nns++++=boats
flew ^vbd+++xvbn+=flew
to ^in++++=to
the ^ati++++=the
rescue ^nn++++=rescue.
. ^zz++++=EXTRAWORD
Dragged ^j+++xvbn+=Dragged
into ^in++++=into
Stubb ^np++++=Stubb's
's ^$++++=EXTRAWORD
boat ^nn++++=boat
with ^in++++=with
blood ^nn++++=blood-shot,
- ^zz++++=EXTRAWORD
shot ^nn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
blinded ^xvbn+++xvbn+=blinded
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
white ^jj+atrb+++=white
brine ^nn+++??+=brine
caking ^vwbg+++xvbg+=caking
in ^in++++=in
his ^pp$+pp3+++=his
wrinkles ^nns++++=wrinkles,
, ^zz++++=EXTRAWORD
the ^ati++++=the
long ^jj+atrb+++=long
tension ^nn++++=tension
of ^in++++=of
Ahab ^np++++=Ahab's
's ^$++++=EXTRAWORD
bodily ^jj+atrb+++=bodily
strength ^nn++++=strength
did ^vbd+dod+vrb++=did
crack ^jjb++++=crack,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
helplessly ^rb++++=helplessly
he ^pp3a+pp3+++=he
yielded ^vbd+++xvbnx+=yielded
to ^in++++=to
his ^pp$+pp3+++=his
body ^nn++++=body's
