1535 ^cd++++=1535
long ^rb++++=long
ere ^nn+++??+=ere
her ^pp$+pp3+++=her
head ^jjb++++=head
will ^md+prd+++=will
take ^vb++++=take
the ^ati++++=the
same ^ap++++=same
dance ^nn++++=dance.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
So ^ql++++=So
entirely ^rb+amp+++=entirely
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
expect ^vb+vprv+++=expect
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
summoned ^vpsv++by+xvbnx+=summoned
by ^in++++=by
a ^at++++=a
pursuivant ^nn+nom+++=pursuivant
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
would ^md+prd+++=would
lessen ^vb++++=lessen
the ^ati++++=the
fright ^nn++++=fright
of ^in++++=of
his ^pp$+pp3+++=his
family ^nn++++=family
if ^cs+cnd+++=if
a ^at++++=a
sham ^jj+atrb+++=sham
summons ^nn++++=summons
were ^vbd+bed+aux++=were
brought ^vpsv++agls+xvbnx+=brought.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
caused ^vbd+++xvbnx+=caused
a ^at++++=a
great ^nn++++=great
knocking ^vwbg+++xvbg+=knocking
to ^to++++=to
be ^vbi+vbi+aux++=be
made ^vpsv++agls+xvbnx+=made
while ^cs+sub+++=while
all ^abn++++=all
were ^vbd+bed+vrb++=were
at ^in++++=at
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sham ^vb++++=sham
pursuivant ^nn+nom+++=pursuivant
went ^vbd+++xvbn+=went
through ^in++++=through
all ^abn++++=all
the ^ati++++=the
forms ^nns++++=forms
of ^in++++=of
citing ^xvbg+++xvbg+=citing
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
whole ^jj+atrb+++=whole
household ^nn++++=household
were ^vbd+bed+vrb++=were
in ^in++++=in
much ^ap++++=much
alarm ^vb++++=alarm,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
explained ^vbd+vpub++xvbnx+=explained
the ^ati++++=the
jest ^nn++++=jest;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
earnest ^nn++++=earnest
came ^vbd+++xvbn+=came
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days
afterwards ^rb+tm+++=afterwards.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
13 ^cd++++=13
th ^zz++++=th
of ^in++++=of
April ^nr++++=April
of ^in++++=of
1534 ^cd++++=1534,
, ^zz++++=EXTRAWORD
arrived ^j+++xvbn+=arrived
the ^ati++++=the
real ^jj+atrb+++=real
pursuivant ^nn+nom+++=pursuivant
to ^to++++=to
summon ^vbi++++=summon
him ^pp3o+pp3+++=him
to ^in++++=to
Lambeth ^np+++??+=Lambeth,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
oath ^nn++++=oath
of ^in++++=of
supremacy ^nn+nom+++=supremacy,
, ^zz++++=EXTRAWORD
declaring ^vbg+vpub++xvbg+=declaring
that ^tht+vcmp+++=that
the ^ati++++=the
King ^nn++++=King
was ^vbd+bedz+vrb++=was
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
Church ^nn++++=Church
of ^in++++=of
England ^np++++=England,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
Pope ^np++++=Pope
had ^vb+hv+vrb++=had
no ^at++++=no
authority ^nn+nom+++=authority
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
what ^wdt+who+whcl++=what
the ^ati++++=the
refusal ^nn++++=refusal
would ^md+prd+++=would
bring ^vb++++=bring
on ^in++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
first ^rb++++=first
to ^in++++=to
church ^npl++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
trusting ^vbg+++xvbg+=trusting
himself ^ppl+pp3+++=himself
to ^to++++=to
be ^vbi+vbi+aux++=be
unmanned ^vprf+++xvbn+=unmanned
by ^in++++=by
his ^pp$+pp3+++=his
love ^nn++++=love
for ^in++++=for
his ^pp$+pp3+++=his
children ^nns++++=children
and ^cc++++=and
grandchildren ^nn++++=grandchildren,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
letting ^xvbg+++xvbg+=letting
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
as ^ql++++=as
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
down ^rb+phrv+++=down
to ^in+ppvb+++=to
the ^ati++++=the
water ^nn++++=water
side ^nn++++=side,
, ^zz++++=EXTRAWORD
with ^in++++=with
tender ^jj+atrb+++=tender
kisses ^nns++++=kisses
and ^cc++++=and
merry ^jj+atrb+++=merry
farewells ^nns++++=farewells,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shut ^vbd+++xvbnx+=shut
the ^ati++++=the
wicket ^nn++++=wicket
gate ^nn++++=gate
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden
upon ^in++++=upon
them ^pp3o+pp3+++=them
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^ap+down+++=only
allowed ^jj+++xvbn+=allowed
his ^pp$+pp3+++=his
son ^nn++++=son-in-law
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
Roper ^np++++=Roper
to ^to++++=to
accompany ^vbi++++=accompany
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
whispering ^jj+++xvbg+=whispering
into ^in++++=into
his ^pp$+pp3+++=his
ear ^nn++++=ear,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
thank ^vb++++=thank
our ^pp$+pp1+++=our
Lord ^npt++++=Lord,
, ^zz++++=EXTRAWORD
the ^ati++++=the
field ^nn++++=field
is ^vbz+bez+aux++=is
won ^vpsv++agls+xvbnx+=won.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Conscience ^nn+nom+++=Conscience
had ^vbd+hvd+aux++=had
triumphed ^vprf+++xvbnx+=triumphed
over ^in++++=over
affection ^nn+nom+++=affection,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
thankful ^jj+pred+++=thankful,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
on ^in++++=on
the ^ati++++=the
trees ^nns++++=trees
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
planted ^vprf+++xvbnx+=planted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
happy ^jj+atrb+++=happy
home ^nr++++=home
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
the ^ati++++=the
council ^nn++++=council,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
undertook ^vbd+vsua++xvbnx+=undertook
to ^to++++=to
swear ^vbi+vpub++xvbn+=swear
to ^in++++=to
some ^dti++++=some
clauses ^nns++++=clauses
in ^in++++=in
the ^ati++++=the
oath ^nn++++=oath
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
connected ^vpsv++agls+xvbnx+=connected
with ^in++++=with
the ^ati++++=the
safety ^nn++++=safety
of ^in++++=of
the ^ati++++=the
realm ^nn++++=realm;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
refused ^vbd+++xvbnx+=refused
to ^to+vcmp+++=to
take ^vbi++++=take
that ^dt+dem+++=that
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
oath ^nn++++=oath
which ^whp+rel+subj++=which
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
power ^nn++++=power
over ^in++++=over
the ^ati++++=the
Church ^nn++++=Church.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
the ^ati++++=the
King ^nn++++=King
would ^md+prd+++=would
thus ^rb+cnj+++=thus
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
satisfied ^vpsv++agls+xvbnx+=satisfied,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
the ^ati++++=the
Queen ^npt++++=Queen
urged ^vbd+vsua++xvbn+=urged
him ^pp3o+pp3+++=him
further ^jjb++++=further.
. ^zz++++=EXTRAWORD
At ^rb++++=At
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
being ^xvbg+++xvbg+=being
four ^cd++++=four
days ^nns++++=days
under ^in++++=under
the ^ati++++=the
charge ^nn++++=charge
of ^in++++=of
the ^ati++++=the
Abbot ^npt++++=Abbot
of ^in++++=of
Westminister ^np+nom++??+=Westminister,
, ^zz++++=EXTRAWORD
Sir ^npt++++=Sir
Thomas ^np++++=Thomas
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
to ^in++++=to
the ^ati++++=the
Tower ^nn++++=Tower
of ^in++++=of
London ^np++++=London.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
his ^pp$+pp3+++=his
wife ^nn++++=wife--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
dull ^jj+atrb+++=dull
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
utterly ^rb+amp+++=utterly
unable ^jj++++=unable
to ^to+jcmp+++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
point ^nn++++=point
of ^in++++=of
conscience ^nn+nom+++=conscience--came
-- ^--+clp+++=EXTRAWORD
came ^j+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
scolded ^jj+++xvbn+=scolded
him ^pp3o+pp3+++=him
for ^in++++=for
being ^xvbg+++xvbg+=being
so ^ql+emph+++=so
foolish ^jj++++=foolish
as ^in++++=as
to ^in"++++=to
lie ^vb++++=lie
there ^rn+pl+++=there
in ^in++++=in
a ^at++++=a
close ^nn++++=close,
, ^zz++++=EXTRAWORD
filthy ^jj+atrb+++=filthy
prison ^nn++++=prison,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+aux++=be
shut ^vpsv++agls+xvbnx+=shut
up ^rb+phrv+++=up
with ^in+ppvb+++=with
rats ^nns++++=rats
and ^cc++++=and
mice ^nns++++=mice,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
enjoying ^xvbg+++xvbg+=enjoying
the ^ati++++=the
favor ^nn++++=favor
of ^in++++=of
the ^ati++++=the
King ^nn++++=King.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
heard ^vbd+vprv++xvbnx+=heard
all ^abn++++=all
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
pray ^vb+vsua+tht0++=pray
thee ^pp2+pp2+++=thee,
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Alice ^np++++=Alice,
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
one ^cd1++++=one
thing ^nn++++=thing--is
-- ^--+clp+++=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
not ^xnot++not++=not
this ^dt+dem+++=this
house ^npl++++=house
as ^ql++++=as
near ^in+pl+++=near
heaven ^nn++++=heaven
as ^in++++=as
my ^pp$+pp1+++=my
own ^ap++++=own?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
To ^to++++=To
which ^whp+who+++=which
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
better ^jjr+atrb+++=better
answer ^nn++++=answer
than ^in++++=than
' ^zz++++='Tilly
tilly ^np++++=EXTRAWORD
vally ^rb+cnj+++=vally,
, ^zz++++=EXTRAWORD
tilly ^np++++=tilly
vally ^rb++++=vally.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
But ^cc++++=But,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
her ^pp$+pp3+++=her
folly ^nn++++=folly,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him
faithfully ^rb++++=faithfully;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
all ^abn++++=all
his ^pp$+pp3+++=his
property ^nn++++=property
was ^vbd+bedz+aux++=was
seized ^vpsv++agls+xvbnx+=seized,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sold ^vbd+++xvbnx+=sold
even ^rb++++=even
her ^pp3o+pp3+++=her
clothes ^nns++++=clothes
to ^to++++=to
obtain ^vbi++++=obtain
necessaries ^nns++++=necessaries
for ^in++++=for
him ^pp3o+pp3+++=him
in ^in++++=in
prison ^nn++++=prison.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
chief ^jjb+atrb+++=chief
comfort ^nn++++=comfort
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
in ^in++++=in
visits ^nns++++=visits
and ^cc++++=and
letters ^nns+nom+++=letters
from ^in++++=from
his ^pp$+pp3+++=his
daughter ^nn+nom+++=daughter
Margaret ^np++++=Margaret,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
fully ^rb+amp+++=fully
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
enter ^vb++++=enter
into ^in+ppvb+++=into
the ^ati++++=the
spirit ^nn++++=spirit
that ^tht+rel+subj++=that
preferred ^vprf+++xvbn+=preferred
death ^nn++++=death
to ^in++++=to
transgression ^nn+++??+=transgression.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
tried ^vpsv++agls+xvbnx+=tried
in ^in++++=in
Westminster ^np+nom+++=Westminster
Hall ^nn++++=Hall,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
1 ^zz++++=1
st ^npt++++=st
of ^in++++=of
July ^nr++++=July,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
fully ^rb+amp+splt++=fully
expected ^vprf+++xvbnx+=expected,
, ^zz++++=EXTRAWORD
sentenced ^j+++xvbn+=sentenced
to ^in++++=to
death ^nn++++=death.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
back ^rb+phrv+++=back
along ^in++++=along
the ^ati++++=the
river ^nn++++=river
to ^in++++=to
the ^ati++++=the
Tower ^nn++++=Tower.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
wharf ^nn++++=wharf
his ^pp$+pp3+++=his
loving ^jj+++xvbg+=loving
Margaret ^np++++=Margaret
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
her ^pp$+pp3+++=her
last ^rb++++=last
look ^vb++++=look.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
broke ^vbd+++xvbnx+=broke
through ^in++++=through
the ^ati++++=the
guard ^nn++++=guard
of ^in++++=of
soldiers ^nns+nom+++=soldiers
with ^in++++=with
bills ^nns++++=bills
and ^cc++++=and
halberds ^nns+++??+=halberds,
, ^zz++++=EXTRAWORD
threw ^j+++xvbn+=threw
her ^pp$+pp3+++=her
arms ^nns++++=arms
round ^in++++=round
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kissed ^vbd+++xvbn+=kissed
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
to ^to+jcmp+++=to
say ^vbi+vpub+++=say
any ^dti++++=any
word ^nn++++=word
but ^cc++++=but
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father! ^nn+++??+=father!--oh,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
blessed ^vbd+++xvbnx+=blessed
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
that ^dt+dem+++=that
whatsoever ^nn+nom+++=whatsoever
she ^pp3a+pp3+++=she
might ^md+pos+++=might
suffer ^vb++++=suffer,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
without ^in++++=without
the ^ati++++=the
will ^nn++++=will
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
must ^md+nec+++=must
therefore ^rb+cnj+++=therefore
be ^vb+be+vrb++=be
patient ^nn++++=patient.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
having ^xvbg+++xvbg+=having
once ^cs+tm+++=once
parted ^vprf+++xvbn+=parted
with ^in+ppvb+++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
suddenly ^rb++++=suddenly
turned ^vbd+++xvbn+=turned
back ^rb+phrv+++=back
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
clinging ^vbg+++xvbg+=clinging
round ^rb++++=round
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
kissed ^j+++xvbn+=kissed
him ^pp3o+pp3+++=him
over ^in++++=over
and ^cc++++=and
over ^in++++=over
again ^rb+tm+++=again--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
sight ^nn++++=sight
at ^in++++=at
which ^whp+rel+pied++=which
the ^ati++++=the
guards ^vbz++++=guards
themselves ^ppls+pp3+++=themselves
wept ^vbd+++xvbn+=wept.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
night ^nn++++=night
before ^cs+sub+++=before
his ^pp$+pp3+++=his
execution ^nn+nom+++=execution
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
to ^in++++=to
her ^pp3o+pp3+++=her
a ^at++++=a
letter ^nn++++=letter
with ^in++++=with
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
charcoal ^nn+nom+++=charcoal,
, ^zz++++=EXTRAWORD
with ^in++++=with
tender ^jj+atrb+++=tender
remembrances ^nns+nom++??+=remembrances
to ^in++++=to
all ^abn++++=all
the ^ati++++=the
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
saying ^vb+++xvbg+=saying
to ^to+vcmp+++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
liked ^vbd+++xvbn+=liked
your ^pp$+pp2+++=your
manner ^nn++++=manner
better ^jjr++++=better
than ^in++++=than
when ^wrb+who+++=when
you ^pp2+pp2+++=you
kissed ^vbd+++xvbn+=kissed
me ^pp1o+pp1+++=me
last ^rb++++=last;
; ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
most ^ql+emph+++=most
pleased ^jj+++xvbn+=pleased
when ^wrb+who+++=when
daughterly ^jj+atrb+++=daughterly
love ^nn++++=love
and ^cc++++=and
dear ^uh++++=dear
charity ^nn+nom+++=charity
have ^vb+hv+vrb++=have
no ^at++++=no
leisure ^nn++++=leisure
to ^to++++=to
look ^vbi++++=look
to ^in+vcmp+++=to
worldly ^jj+atrb+++=worldly
courtesy ^nn++++=courtesy.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
likewise ^rb+cnj+++=likewise
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
his ^pp$+pp3+++=his
especial ^jj+atrb+++=especial
request ^nn++++=request
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
might ^md+pos+++=might
be ^vb+be+aux++=be
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
present ^vb++++=present
at ^rb++++=at
his ^pp$+pp3+++=his
burial ^nn++++=burial.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hope ^nn++++=hope
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
and ^cc++++=and
steadfast ^nn+++??+=steadfast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart
so ^ql+emph+++=so
firm ^jj++++=firm
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
even ^rb++++=even
cease ^vb++++=cease
from ^in++++=from
humorous ^jj+atrb+++=humorous
sayings ^nns+++??+=sayings.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
mounted ^vbd+++xvbnx+=mounted
the ^ati++++=the
crazy ^jj+atrb+++=crazy
ladder ^nn++++=ladder
of ^in++++=of
the ^ati++++=the
scaffold ^nn+++??+=scaffold
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='Master
master ^nn++++=EXTRAWORD
Lieutenant ^npt+nom+++=Lieutenant,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pray ^vb+vsua+tht0++=pray
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me
safe ^jj++++=safe
up ^rp++++=up;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
my ^pp$+pp1+++=my
coming ^vbg+++xvbg+=coming
down ^rp++++=down
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
shift ^nn++++=shift
for ^in++++=for
myself ^ppl+pp1+++=myself.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
desired ^vbd+vsua++xvbnx+=desired
the ^ati++++=the
executioner ^nn+nom+++=executioner
to ^to++++=to
give ^vbi++++=give
him ^pp3o+pp3+++=him
time ^nn++++=time
to ^to++++=to
put ^vbi++++=put
his ^pp$+pp3+++=his
beard ^nn++++=beard
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
way ^nn++++=way
of ^in++++=of
the ^ati++++=the
stroke ^nn++++=stroke,
, ^zz++++=EXTRAWORD
' ^zz++++='since
since ^cs+sub+++=EXTRAWORD
that ^dt+pdem+++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
offended ^vprf+++xvbnx+=offended
his ^pp$+pp3+++=his
Highness ^nns+nom+++=Highness'.
'. ^nn+++??+=EXTRAWORD
His ^pp$+pp3+++=His
body ^nn++++=body
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
his ^pp$+pp3+++=his
family ^nn++++=family,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laid ^vpsv++agls+xvbn+=laid
in ^in++++=in
the ^ati++++=the
tomb ^nn++++=tomb
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
already ^rb++splt++=already
prepared ^vprf+++xvbnx+=prepared
in ^in++++=in
Chelsea ^np++++=Chelsea
Church ^nn++++=Church;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
head ^nn++++=head
was ^vbd+bedz+aux++=was
set ^vpsv++agls+xvbnx+=set
up ^rb+phrv+++=up
on ^in++++=on
a ^at++++=a
pole ^nn++++=pole
on ^rp++++=on
London ^np++++=London
Bridge ^nn++++=Bridge.
. ^zz++++=EXTRAWORD
The ^ati++++=The
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
sweet ^jj+atrb+++=sweet
features ^nns++++=features
were ^vbd+bed+vrb++=were
little ^ap++++=little
changed ^jj+++xvbn+=changed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
loving ^jj+atrb++xvbg+=loving
daughter ^nn+nom+++=daughter
gathered ^vbd+++xvbn+=gathered
courage ^np+nom+++=courage
as ^ql++++=as
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
at ^in++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
she ^pp3a+pp3+++=she
contrived ^vbd+++xvbnx+=contrived
the ^ati++++=the
deed ^nn++++=deed,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
known ^jj+++xvbn+=known;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^cs+sub+++=before
many ^ap++++=many
days ^nns++++=days
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
head ^nn++++=head
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Roper ^np++++=Roper
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
taken ^vprf+++xvbnx+=taken
it ^pp3+it+++=it
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
for ^in++++=for
to ^in++++=to
the ^ati++++=the
Council ^nn++++=Council,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
accused ^vpsv++agls+xvbn+=accused
of ^in++++=of
the ^ati++++=the
stealing ^jj+++xvbg+=stealing
of ^in++++=of
