Before ^cs+sub+++=Before
journey ^nn++++=journey
those ^dt+dem+++=those
fool ^jjb+atrb+++=fool
thoughts ^nns++++=thoughts
hobbled ^vbd+++xvbn+=hobbled
around ^rp++++=around
him ^pp3o+pp3+++=him
and ^cc++++=and
misled ^vbd+++xvbn+=misled
him ^pp3o+pp3+++=him
and ^cc++++=and
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
unhappy ^jj++++=unhappy.
. ^zz++++=EXTRAWORD
Meantime ^nn++++=Meantime
Toinette ^np+nom++??+=Toinette
was ^vbd+bedz+aux++=was
toiling ^nvbg+++xvbg+=toiling
through ^in++++=through
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
separation ^nn+nom+++=separation,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
laugh ^nn++++=laugh
for ^in++++=for
the ^ati++++=the
store ^nn++++=store,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sigh ^nn++++=sigh
for ^in++++=for
the ^ati++++=the
lonely ^jj+atrb+++=lonely
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
prayer ^nn++++=prayer
for ^in++++=for
the ^ati++++=the
church ^nn++++=church.
. ^zz++++=EXTRAWORD
Tired ^j+++xvbn+=Tired
as ^ql++++=as
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
at ^in++++=at
night ^nn++++=night,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
sleep ^nn++++=sleep
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
dreams ^nps++++=dreams
were ^vbd+bed+aux++=were
troubled ^vpsv++by+xvbnx+=troubled
by ^in++++=by
aunty ^npt++++=aunty
Bergeron ^np++++=Bergeron's
's ^$++++=EXTRAWORD
warning ^nn++++=warning
against ^in++++=against
loving ^xvbg+++xvbg+=loving
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
cold ^jj+atrb+++=cold
drab ^jj+atrb+++=drab
dawn ^nn++++=dawn
of ^in++++=of
a ^at++++=a
March ^nn++++=March
morning ^nn++++=morning
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
church ^npl++++=church
bell ^nn++++=bell
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
stopped ^vprf+++xvbnx+=stopped
ringing ^vbg+++xvbg+=ringing
as ^ql++++=as
she ^pp3a+pp3+++=she
awaked ^vbd+++xvbnx+=awaked
from ^in++++=from
a ^at++++=a
dream ^nn++++=dream
of ^in++++=of
Prosper ^np+++??+=Prosper.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
her ^pp$+pp3+++=her
clothes ^nns++++=clothes
quickly ^rb++++=quickly
and ^cc++++=and
hurried ^vbd+++xvbn+=hurried
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
The ^ati++++=The
road ^nn++++=road
was ^vbd+bedz+aux++=was
deserted ^vpsv++agls+xvbnx+=deserted.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
snowy ^jj+atrb+++=snowy
fields ^nns++++=fields
the ^ati++++=the
little ^rb++++=little
fir ^nn++++=fir-trees
- ^zz++++=EXTRAWORD
trees ^nns++++=EXTRAWORD
stood ^vbd+++xvbn+=stood
out ^rp+pl+++=out
as ^ql++++=as
black ^np++++=black
as ^ql++++=as
ink ^nn++++=ink.
. ^zz++++=EXTRAWORD
Against ^in++++=Against
the ^ati++++=the
sky ^nn++++=sky
rose ^vbd+++xvbn+=rose
the ^ati++++=the
gray ^np++++=gray-stone
- ^zz++++=EXTRAWORD
stone ^nn++++=EXTRAWORD
church ^npl++++=church
like ^in++++=like
a ^at++++=a
fortress ^nns+nom+++=fortress
of ^in++++=of
refuge ^nn++++=refuge.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
she ^pp3a+pp3+++=she
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
five ^cd++++=five
or ^cc++++=or
six ^cd++++=six
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^vbn+vprv++xvbn+=EXTRAWORD
neighbours ^nns++++=neighbours,
, ^zz++++=EXTRAWORD
kneeling ^vbg+nom++xvbg+=kneeling
in ^in++++=in
the ^ati++++=the
half ^abn++++=half-darkness,
- ^zz++++=EXTRAWORD
darkness ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
church ^nn++++=church
was ^vbd+bedz+aux++=was
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
a ^at++++=a
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
thick ^jj+atrb+++=thick,
, ^zz++++=EXTRAWORD
blinding ^jj+atrb+++=blinding
radiance ^nn+nom+++=radiance,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
mist ^nn++++=mist
of ^in++++=of
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
was ^vbd+bedz+aux++=was
blurred ^vpsv++agls+xvbnx+=blurred
and ^cc++++=and
confused ^jj+++xvbn+=confused
in ^cs+sub+++=in
that ^cs"++++=that
luminous ^jj+atrb+++=luminous
fog ^nn++++=fog.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
face ^nn++++=face
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
a ^at++++=a
vast ^jj+atrb+++=vast
congregation ^nn+nom+++=congregation
all ^abn++++=all
around ^rp++++=around
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
movements ^nns+nom+++=movements
in ^in++++=in
the ^ati++++=the
mist ^nn++++=mist.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rustling ^nn+nom+++=rustling
of ^in++++=of
silks ^nns++++=silks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
breath ^nn++++=breath
of ^in++++=of
rich ^jj+atrb+++=rich
and ^cc+phrs+++=and
strange ^jj+atrb+++=strange
perfumes ^nns++++=perfumes,
, ^zz++++=EXTRAWORD
a ^at++++=a
low ^jj++++=low
rattling ^jj++++=rattling
as ^in++++=as
of ^in"++++=of
hidden ^xvbn+++xvbn+=hidden
chains ^nns++++=chains,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
to ^in++++=to
her ^pp$+pp3+++=her
from ^in++++=from
every ^at++++=every
side ^nn++++=side.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
voices ^nns++++=voices
of ^in++++=of
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women,
, ^zz++++=EXTRAWORD
young ^jj++++=young
and ^cc+phrs+++=and
old ^jj++++=old,
, ^zz++++=EXTRAWORD
rough ^jj++++=rough
and ^cc+phrs+++=and
delicate ^jj++++=delicate,
, ^zz++++=EXTRAWORD
hoarse ^jj++++=hoarse
and ^cc++++=and
sweet ^nn++++=sweet,
, ^zz++++=EXTRAWORD
all ^abn++++=all
praying ^jj+++xvbg+=praying
the ^ati++++=the
same ^ap++++=same
prayer ^nn++++=prayer
in ^in++++=in
many ^ap++++=many
tongues ^nns++++=tongues.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
hear ^vb+vprv+++=hear
it ^pp3+it+++=it
clearly ^rb+cnj+++=clearly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
their ^pp$+pp3+++=their
murmurs ^nns++++=murmurs
and ^cc++++=and
sighs ^nns++++=sighs
was ^vbd+bedz+vrb++=was
like ^in++++=like
the ^ati++++=the
whisper ^nn++++=whisper
of ^in++++=of
the ^ati++++=the
fir ^nn++++=fir-wood
- ^zz++++=EXTRAWORD
wood ^nn++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
wind ^nn++++=wind
walks ^nns++++=walks
through ^in++++=through
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
bewildered ^vpsv++agls+xvbnx+=bewildered
and ^cc++++=and
frightened ^jj+++xvbn+=frightened.
. ^zz++++=EXTRAWORD
Part ^nn++++=Part
of ^in++++=of
going ^xvbg+++xvbg+=going
to ^in++++=to
church ^nn++++=church
means ^nns++++=means
having ^vwbg+hvg++xvbg+=having
people ^nns++++=people
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
near ^rb++++=near
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
heart ^nn++++=heart
fluttered ^vbd+++xvbn+=fluttered
with ^in++++=with
a ^at++++=a
vague ^jj+atrb+++=vague
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
sank ^vbd+++xvbnx+=sank
into ^in++++=into
the ^ati++++=the
first ^od++++=first
seat ^nn++++=seat
by ^in++++=by
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
the ^ati++++=the
face ^nn++++=face
of ^in++++=of
the ^ati++++=the
priest ^nn++++=priest
at ^in++++=at
the ^ati++++=the
altar ^nn++++=altar.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
unfamiliar ^jj+pred+++=unfamiliar.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tinkle ^nn++++=tinkle
of ^in++++=of
the ^ati++++=the
bell ^nn++++=bell
sounded ^vbd+++xvbn+=sounded
from ^in++++=from
an ^at++++=an
infinite ^jj+atrb+++=infinite
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
of ^in++++=of
footsteps ^nns++++=footsteps
came ^vbd+++xvbn+=came
down ^in++++=down
the ^ati++++=the
aisle ^nn++++=aisle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
be ^vb+be+vrb++=be
some ^dti++++=some
one ^cd1++++=one
carrying ^vbg+++xvbg+=carrying
the ^ati++++=the
plate ^nn++++=plate
for ^in++++=for
the ^ati++++=the
offering ^nvbg+++xvbg+=offering.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
advanced ^vbd+++xvbnx+=advanced
slowly ^rb++++=slowly
she ^pp3a+pp3+++=she
could ^md+pos+++=could
hear ^vb+vprv+++=hear
the ^ati++++=the
clink ^nn+++??+=clink
of ^in++++=of
the ^ati++++=the
coins ^nns++++=coins
dropping ^vwbg+++xvbg+=dropping
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mechanically ^rb++++=Mechanically
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
her ^pp$+pp3+++=her
hand ^nn++++=hand
in ^in++++=in
her ^pp$+pp3+++=her
pocket ^nn++++=pocket
and ^cc++++=and
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
the ^ati++++=the
little ^jj+atrb+++=little
piece ^nn++++=piece
of ^in++++=of
silver ^nn++++=silver
and ^cc++++=and
the ^ati++++=the
four ^cd++++=four
coppers ^nns+nom+++=coppers
that ^tht+rel+++=that
by ^in++++=by
chance ^nn++++=chance
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
man ^nn++++=man
came ^vbd+++xvbn+=came
near ^in+pl+++=near
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
dressed ^vpsv++agls+xvbnx+=dressed
in ^in++++=in
a ^at++++=a
white ^jj+atrb+++=white
robe ^nn++++=robe
with ^in++++=with
a ^at++++=a
hood ^nn++++=hood
over ^in++++=over
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
plate ^nn++++=plate
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
golden ^jj+atrb+++=golden
coins ^nns++++=coins.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv++xvbnx+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
poor ^jj++++=poor
little ^ap++++=little
offering ^nvbg+++xvbg+=offering.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
cowl ^nn+++??+=cowl
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
drew ^vbd+++xvbn+=drew
back ^jjb++++=back
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
for ^in++++=for
the ^ati++++=the
souls ^nns++++=souls
of ^in++++=of
the ^ati++++=the
dead ^jj++++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
dead ^jj++++=dead
whom ^whp+wpor+++=whom
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
loved ^vprf+++xvbnx+=loved
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
but ^cc++++=but
gold ^nn++++=gold
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
enough ^dt++++=enough
for ^in++++=for
this ^dt+dem+++=this
offering ^nvbg+++xvbg+=offering."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
all ^abn++++=all
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stammered ^vbd+++xvbnx+=stammered.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
ring ^nn++++=ring
on ^in++++=on
your ^pp$+pp2+++=your
hand ^nn++++=hand,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
which ^whp+rel+obj++=which
pierced ^jj+++xvbn+=pierced
her ^pp3o+pp3+++=her
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Shivering ^vbg+++xvbg+=Shivering
dumbly ^rb++++=dumbly
like ^in++++=like
a ^at++++=a
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
palsied ^j+++xvbn+=palsied
with ^in++++=with
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
compelled ^vpsv++by+xvbn+=compelled
by ^in++++=by
an ^at++++=an
instinct ^nn++++=instinct
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
dared ^vbd+++??+=dared
not ^xnot++not++=not
resist ^vb++++=resist,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
drew ^vbd+++xvbnx+=drew
her ^pp$+pp3+++=her
wedding ^nn++++=wedding-ring
- ^zz++++=EXTRAWORD
ring ^nn++++=EXTRAWORD
from ^in++++=from
her ^pp$+pp3+++=her
finger ^nn++++=finger
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
As ^ql++++=As
it ^pp3+it+++=it
fell ^vbd+++xvbn+=fell
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
clang ^nn++++=clang
as ^cs+sub+++=as
if ^cs+cnd+++=if
a ^at++++=a
great ^jj+atrb+++=great
bell ^nn++++=bell
had ^vbd+hvd+aux++=had
tolled ^vprf+++xvbnx+=tolled;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
rose ^vbd+++xvbnx+=rose
and ^cc+phrs+++=and
ran ^vbd+++xvbn+=ran
from ^in++++=from
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
never ^rb++++=never
stopping ^vbg+++xvbg+=stopping
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
her ^pp$+pp3+++=her
own ^ap++++=own
room ^nn++++=room
and ^cc++++=and
fell ^vpsv++agls+xvbn+=fell
on ^in+ppvb+++=on
her ^pp$+pp3+++=her
knees ^nns++++=knees
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
sobbing ^vbg+++xvbg+=sobbing
as ^cs+sub+++=as
if ^cs+cnd+++=if
her ^pp$+pp3+++=her
heart ^nn++++=heart
would ^md+prd+++=would
break ^vb++++=break.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
thing ^nn++++=thing
that ^tht+rel+subj++=that
roused ^vprf+++xvbn+=roused
her ^pp$+pp3+++=her
was ^vbd+bedz+vrb++=was
the ^ati++++=the
clatter ^nn++++=clatter
of ^in++++=of
the ^ati++++=the
dishes ^nns++++=dishes
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
The ^ati++++=The
yellow ^jj++++=yellow
light ^jj++++=light
of ^in++++=of
morning ^nn++++=morning
filled ^vbd+++xvbn+=filled
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wondered ^vbd+vprv++xvbnx+=wondered
to ^to++++=to
find ^vbi+vprv+tht0++=find
herself ^ppl+pp3+++=herself
fully ^rb+amp+++=fully
dressed ^vbd+++xvbn+=dressed
and ^cc++++=and
kneeling ^nvbg+++xvbg+=kneeling
by ^in++++=by
the ^ati++++=the
bed ^nn++++=bed
instead ^rb+cnj+++=instead
of ^in++++=of
sleeping ^xvbg+++xvbg+=sleeping
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
missed ^vprf+++xvbnx+=missed
the ^ati++++=the
hour ^nn++++=hour
of ^in++++=of
Mass ^nn++++=Mass.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
glance ^nn++++=glance
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
her ^pp$+pp3+++=her
left ^vbd+++xvbn+=left
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
lying ^xvbg+++xvbg+=lying
stretched ^vbd+++xvbn+=stretched
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
third ^nn++++=third
finger ^nn++++=finger
was ^vbd+bedz+vrb++=was
bare ^jj+pred+++=bare.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
scene ^nn++++=scene
in ^in++++=in
the ^ati++++=the
church ^npl++++=church
rushed ^vbd+++xvbn+=rushed
over ^rp++++=over
her ^pp3o+pp3+++=her
like ^in++++=like
a ^at++++=a
drive ^nn++++=drive
of ^in++++=of
logs ^nns++++=logs
in ^in++++=in
the ^ati++++=the
river ^nn++++=river
when ^wrb+who+++=when
the ^ati++++=the
jam ^nn++++=jam
breaks ^vbz++++=breaks.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv++xvbnx+=felt
as ^ql++++=as
helpless ^jj++++=helpless
as ^in++++=as
a ^rb++++=a
little ^rb"++++=little
child ^nn++++=child
in ^in++++=in
a ^at++++=a
canoe ^nn+++??+=canoe
before ^in++++=before
the ^ati++++=the
downward ^nn++++=downward
sweeping ^vwbg+++xvbg+=sweeping
flood ^nn++++=flood.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
cry ^vbi++++=cry
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
to ^in++++=to
struggle ^nn++++=struggle--only
-- ^--+clp+++=EXTRAWORD
only ^rb+down+++=EXTRAWORD
to ^to++++=to
crouch ^vbi++++=crouch
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cover ^nn++++=cover
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wait ^nn++++=wait.
. ^zz++++=EXTRAWORD
Whatever ^nn+nom+++=Whatever
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
would ^md+prd+++=would
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
youth ^nn++++=youth
and ^cc++++=and
hope ^nn++++=hope
and ^cc++++=and
love ^nn++++=love
rose ^vbd+++xvbn+=rose
within ^in++++=within
her ^pp$+pp3+++=her
and ^cc++++=and
she ^pp3a+pp3+++=she
leaped ^vbd+++xvbnx+=leaped
to ^in++++=to
her ^pp$+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
" ^zz++++="Bah!"
bah ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
herself ^ppl+pp3+++=herself,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
a ^at++++=a
baby ^nn++++=baby.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^at++++=a
dream, ^nn+++??+=dream,--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
cure ^nn++++=cure
has ^vbz+hvz+aux++=has
told ^vprf+++xvbnx+=told
us ^pp1o+pp1+++=us
not ^xnot++not++=not
to ^to++++=to
be ^vbi++vrb++=be
afraid ^jj+pred+++=afraid
of ^in++++=of
them, ^nn+++??+=them,--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
snap ^vb++++=snap
my ^pp$+pp1+++=my
fingers ^nns+nom+++=fingers
at ^rb++++=at
that ^dt+dem+++=that
old ^jj+atrb+++=old
Bergeron ^np+++??+=Bergeron
with ^in++++=with
her ^pp$+pp3+++=her
stupid ^jj+atrb+++=stupid
countersigns, ^nn+++??+=countersigns,--_je
-- ^--+clp+++=EXTRAWORD
_je ^nn+++??+=EXTRAWORD
my ^pp$+pp1+++0=m'en
en ^&fw++++=EXTRAWORD
fricasse_ ^nn+++??+=fricasse_!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
ring ^nn++++=ring--my
-- ^--+clp+++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
ring ^nn++++=ring?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
dropped ^vprf+++xvbnx+=dropped
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
groping ^vbg+++xvbgx+=groping
around ^in++++=around
the ^ati++++=the
room ^nn++++=room
in ^in++++=in
my ^pp$+pp1+++=my
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
will ^md+prd+++=will
look ^vb++++=look
for ^in++++=for
it ^pp3+it+++=it
and ^cc++++=and
find ^vb+vprv+tht0++=find
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
washed ^vbd+++xvbnx+=washed
her ^pp$+pp3+++=her
face ^nn++++=face
and ^cc++++=and
smoothed ^jj+++xvbn+=smoothed
her ^pp3o+pp3+++=her
hair ^nn++++=hair
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
into ^in+ppvb+++=into
the ^ati++++=the
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
Breakfast ^nn++++=Breakfast
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready
and ^cc++++=and
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
was ^vbd+bedz+aux++=was
grumbling ^nvbg+++xvbg+=grumbling
because ^cs+cos+++=because
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
kept ^vpsv++agls+xvbnx+=kept
waiting ^vbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
lazy ^jj+pred+++=lazy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="a
a ^at++++=EXTRAWORD
love ^nn++++=love-sick
- ^zz++++=EXTRAWORD
sick ^jj+atrb+++=EXTRAWORD
woman ^nn++++=woman
is ^vbz+bez+vrb++=is
good ^jj+pred+++=good
for ^in++++=for
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
eyes ^nns++++=eyes
are ^vb+ber+vrb++=are
red ^jj+pred+++=red.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
look ^vb++++=look
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
something ^pn++++=something.
. ^zz++++=EXTRAWORD
A ^at++++=A
countersign ^nn+++??+=countersign!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
peered ^vbd+++xvbnx+=peered
at ^rb++++=at
the ^ati++++=the
girl ^nn++++=girl
curiously ^rb+cnj+++=curiously,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wrinkles ^nns++++=wrinkles
