If ^cs+cnd+++=If
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
three ^cd++++=three
months ^nns++++=months'
' ^zz++++=EXTRAWORD
supply ^nn++++=supply
in ^in++++=in
advance ^nn+nom+++=advance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
told ^vbd+vpub++xvbnx+=told
me ^pp1o+pp1+++=me
that ^dt+dem+++=that
long ^rb++++=long
practice ^nn++++=practice
had ^vbd+hvd+aux++=had
enabled ^vprf+++xvbnx+=enabled
him ^pp3o+pp3+++=him
to ^in++++=to
Doughnut ^np+++??+=Doughnut
almost ^rb+hdg+++=almost
without ^in++++=without
conscious ^jj+atrb+++=conscious
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
to ^in++++=to
London ^np++++=London
he ^pp3a+pp3+++=he
would ^md+prd+++=would
give ^vb++++=give
an ^at++++=an
hour ^nn++++=hour
a ^at++++=a
week ^nn++++=week
to ^in++++=to
them ^pp3o+pp3+++=them
and ^cc++++=and
do ^vb+do+vrb++=do
them ^pp3o+pp3+++=them
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Pretty ^rb++++=Pretty
soft ^jj++++=soft!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
that ^dt+dem+++=that
the ^ati++++=the
marriage ^nn+nom+++=marriage
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
a ^at++++=a
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
gets ^vbz++++=gets
out ^rb+phrv+++=out
of ^in++++=of
touch ^nn++++=touch
with ^in++++=with
people ^nns++++=people
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
marry ^vb++++=marry.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
much ^ap++++=much
on ^in++++=on
the ^ati++++=the
social ^jj++++=social-call
- ^zz++++=EXTRAWORD
call ^vb++++=EXTRAWORD
game ^nn++++=game,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
nearly ^rb+down+++=nearly
six ^cd++++=six
months ^nns++++=months
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
Archie ^np++++=Archie
more ^ql++++=more
than ^cs+sub+++=than
twice ^rb++++=twice
or ^cc++++=or
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
appeared ^vbd+seem++xvbnx+=appeared
sound ^jj++++=sound
in ^in++++=in
wind ^nn++++=wind
and ^cc++++=and
limb ^nn++++=limb,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reported ^vbn+vpub+tht0+xvbn+=reported
that ^tht+vcmp+++=that
married ^vbd+++xvbn+=married
life ^nn++++=life
was ^vbd+bedz+vrb++=was
all ^abn++++=all
to ^in++++=to
the ^ati++++=the
velvet ^nn++++=velvet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
regarded ^vbd+++xvbnx+=regarded
bachelors ^nns++++=bachelors
like ^in++++=like
myself ^ppl+pp1+++=myself
as ^ql++++=as
so ^cs+sub+++=so
many ^ap++++=many
excrescences ^nns+nom+++=excrescences
on ^in++++=on
the ^ati++++=the
social ^jj+atrb+++=social
system ^nn++++=system.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
compared ^vbd+++xvbnx+=compared
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
rightly ^rb+cnj+++=rightly,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
wart ^nn+++??+=wart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
advocated ^vbd+vsua++xvbn+=advocated
drastic ^jj+atrb+++=drastic
treatment ^nn+nom+++=treatment.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
seven ^cd++++=seven
months ^nns++++=months
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
Eunice ^np+++??+=Eunice
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
endowed ^vbd+++xvbnx+=endowed
her ^pp$+pp3+++=her
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
worldly ^jj+atrb+++=worldly
goods ^nns++++=goods--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
not ^xnot++not++=not
suspecting ^vbg+vprv++xvbg+=suspecting
what ^wdt+who+whcl++=what
the ^ati++++=the
parcel ^nn++++=parcel
contained ^vbd+++xvbn+=contained--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
me ^pp1o+pp1+++=me
unexpectedly ^rb++++=unexpectedly
one ^cd1++++=one
afternoon ^nn++++=afternoon
with ^in++++=with
a ^at++++=a
face ^nn++++=face
so ^ql++++=so
long ^rb++++=long
and ^cc++++=and
sick ^jj++++=sick-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
that ^dt+dem+++=that
my ^pp$+pp1+++=my
finger ^nn++++=finger
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
button ^nn++++=button
and ^cc++++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
ordering ^vbg+++xvbgx+=ordering
brandy ^nn++++=brandy
and ^cc++++=and
soda ^nn++++=soda
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
" ^zz++++="Reggie,"
reggie ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="an
an ^at++++=EXTRAWORD
awful ^jj+atrb+++=awful
thing ^nn++++=thing
has ^vbz+hvz+aux++=has
happened ^vprf+++xvbnx+=happened.
. ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
seen ^vbd+vprv++xvbn+=seen
the ^ati++++=the
paper ^nn++++=paper
today ^nr+tm+++=today?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
Stock ^nn++++=Stock
Exchange ^nn++++=Exchange
news ^nn++++=news?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
some ^dti++++=some
lunatic ^jj++++=lunatic
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
jumping ^vbg+++xvbgx+=jumping
around ^rp++++=around
with ^in++++=with
a ^at++++=a
club ^nn++++=club
and ^cc++++=and
hammering ^nvbg+++xvbg+=hammering
the ^ati++++=the
stuffing ^nn++++=stuffing
out ^rp+pl+++=out
of ^in++++=of
B ^zz++++=B.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
O ^zz++++=O.
. ^zz++++=EXTRAWORD
P ^zz++++=P.?
. ^zz++++=EXTRAWORD
? ^zz++++=EXTRAWORD
This ^dt+dem+++=This
afternoon ^nn++++=afternoon
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
worth ^in++++=worth
practically ^rb+down+++=practically
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
jove ^nn++++=jove!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
your ^pp$+pp2+++=your
money ^nn++++=money
was ^vbd+bedz+vrb++=was
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
rotten ^jj+atrb+++=rotten
luck ^nn++++=luck!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
spotted ^vbd+++xvbnx+=spotted
the ^ati++++=the
silver ^nn++++=silver
lining ^vwbg+++xvbg+=lining.
. ^zz++++=EXTRAWORD
" ^zz++++="But,
but ^cc++++=EXTRAWORD
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
matter ^nn++++=matter
so ^ql++++=so
very ^ql+amp+++=very
much ^ap++++=much.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
mean ^jj++++=mean
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
bang ^uh++++=bang
go ^vb++++=go
your ^pp$+pp2+++=your
little ^jj+atrb+++=little
savings ^nns++++=savings
and ^cc++++=and
all ^abn++++=all
that ^dt+dem+++=that
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
making ^vbg+++xvbgx+=making
quite ^rb++++=quite
a ^at++++=a
good ^jj+atrb+++=good
income ^nn++++=income,
, ^zz++++=EXTRAWORD
so ^ql++++=so
why ^wrb+who+++=why
worry ^nn++++=worry?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
known ^vprf++tht0+xvbnx+=known
you ^pp2+pp2+++=you
would ^md+prd+++=would
miss ^vb++++=miss
the ^ati++++=the
point ^nn++++=point,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Can't
can ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
understand ^vb+vprv+++=understand
the ^ati++++=the
situation ^nn+nom+++=situation?
? ^zz++++=EXTRAWORD
This ^dt+dem+++=This
morning ^nn++++=morning
at ^in++++=at
breakfast ^nn++++=breakfast
Eunice ^np+++??+=Eunice
got ^vbd+++xvbn+=got
hold ^nn++++=hold
of ^in++++=of
the ^ati++++=the
paper ^nn++++=paper
first ^rb++++=first.
. ^zz++++=EXTRAWORD
' ^zz++++='Archie,'
archie ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='didn't
did ^vbd+dod+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me
all ^abn++++=all
your ^pp$+pp2+++=your
money ^nn++++=money
was ^vbd+bedz+vrb++=was
in ^in++++=in
B ^zz++++=B.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
O ^zz++++=O.
. ^zz++++=EXTRAWORD
P. ^np+++??+=P.?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Yes,'
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
' ^zz++++='Why?'
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Then
then ^rn+tm+++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
ruined ^vpsv++agls+xvbnx+=ruined.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
see ^vb+vprv+++=see?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^to++++=to
think ^vbi+vprv+++=think,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
another ^dt++++=another
chunk ^nn+++??+=chunk
in ^in++++=in
something ^pn++++=something
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
committed ^vprf+++xvbnx+=committed
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
either ^dtx++++=either
got ^vbd+++xvbn+=got
to ^to+vcmp+++=to
tell ^vbi++++=tell
her ^pp$+pp3+++=her
about ^in++++=about
those ^dt+dem+++=those
infernal ^nn+nom+++=infernal
Doughnuts ^np+++??+=Doughnuts,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
else ^rb+cnj+++=else
conceal ^vb++++=conceal
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
money ^nn++++=money
coming ^vwbg+++xvbg+=coming
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Great
great ^jj+atrb+++=EXTRAWORD
Scot ^np++++=Scot!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
on ^in++++=on
earth ^nn++++=earth
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
can ^md+pos+++=can
struggle ^vb++++=struggle
along ^in++++=along
in ^in++++=in
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
way ^nn++++=way,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
appears ^vbz+seem+++=appears
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
small ^jj+atrb+++=small
private ^jj+atrb+++=private
means ^nn++++=means
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own.
. ^zz++++=EXTRAWORD
The ^ati++++=The
idea ^nn++++=idea
at ^rb++++=at
present ^vb++++=present
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
live ^vb++++=live
on ^rp++++=on
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+aux++0=EXTRAWORD
selling ^nvbg+++xvbg+=selling
the ^ati++++=the
car ^nn++++=car,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
get ^vbi++++=get
out ^rb+phrv+++=out
of ^in++++=of
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
our ^pp$+pp1+++=our
lease ^nn++++=lease
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
look ^vb++++=look
about ^in++++=about
for ^in++++=for
a ^at++++=a
cheaper ^jjr+atrb+++=cheaper
place ^nn++++=place,
, ^zz++++=EXTRAWORD
probably ^rb++++=probably
down ^in++++=down
Chelsea ^np++++=Chelsea
way ^nn++++=way,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^to++++=to
be ^vbi++vrb++=be
near ^in+pl+++=near
my ^pp$+pp1+++=my
studio ^nn++++=studio.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
that ^dt+dem+++=that
stuff ^nn++++=stuff
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
drinking ^vbg+++xvbgx+=drinking?
? ^zz++++=EXTRAWORD
Ring ^nn++++=Ring
for ^in++++=for
another ^dt++++=another
of ^in++++=of
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj++++=good
fellow ^jjb++++=fellow.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
had ^vb+hv+aux++=had
better ^jjr++++=better
keep ^vb++++=keep
your ^pp$+pp2+++=your
finger ^nn++++=finger
permanently ^rb++++=permanently
on ^in++++=on
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
want ^vb++++=want
all ^abn++++=all
they ^pp3a+pp3+++=they've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
The ^ati++++=The
spectacle ^nn++++=spectacle
of ^in++++=of
a ^at++++=a
fellow ^jjb++++=fellow
human ^jj++++=human
being ^jj+++xvbg+=being
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
neck ^nn++++=neck
in ^in++++=in
the ^ati++++=the
consomme ^nn+++??+=consomme
is ^vbz+bez+vrb++=is
painful ^jj+pred+++=painful,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
certainly ^rb++++=certainly
what ^wdt+who+++=what
the ^ati++++=the
advertisements ^nns+nom+++=advertisements
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
magazine ^nn++++=magazine
stories ^nns++++=stories
call ^vb++++=call
a ^at++++=a
" ^zz++++="tense
tense ^jj+atrb+++=EXTRAWORD
human ^jj+atrb+++=human
interest ^nn++++=interest"
" ^zz++++=EXTRAWORD
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
bound ^jj++agls+xvbnx+=bound
to ^to+jcmp+++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
possible ^jj++++=possible
of ^in++++=of
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
Archie ^np++++=Archie
from ^in++++=from
now ^rn+tm+++=now
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sad ^jj+atrb+++=sad
case ^nn++++=case
fascinated ^vwbn+++xvbn+=fascinated
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
rather ^rb++++=rather
thrilling ^jj+pred+++=thrilling
to ^to++++=to
see ^vbi+vprv+tht0++=see
him ^pp3o+pp3+++=him
wrestling ^vbg+nom++xvbg+=wrestling
with ^in++++=with
New ^jj+atrb+++=New
Zealand ^np++++=Zealand
mutton ^nn++++=mutton-hash
- ^zz++++=EXTRAWORD
hash ^nn+++??+=EXTRAWORD
and ^cc++++=and
draught ^nn++++=draught
beer ^nn++++=beer
down ^rp++++=down
at ^rb++++=at
his ^pp$+pp3+++=his
Chelsea ^np++++=Chelsea
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
suppressed ^jj+atrb++xvbn+=suppressed
anguish ^nn++++=anguish
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
let ^vprf+++xvbnx+=let
himself ^ppl+pp3+++=himself
get ^vb++++=get
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
delicate ^jj+atrb+++=delicate
food ^nn++++=food
and ^cc++++=and
vintage ^jj+atrb+++=vintage
wines ^nns++++=wines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
think ^vb+vprv+++=think
that ^tht+vcmp+++=that
a ^at++++=a
word ^nn++++=word
from ^in++++=from
him ^pp3o+pp3+++=him
could ^md+pos+++=could
send ^vb++++=send
him ^pp3o+pp3+++=him
whizzing ^jj+++xvbg+=whizzing
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
old ^jj+atrb+++=old
life ^nn++++=life
again ^rb+tm+++=again
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^in++++=at
what ^wdt+who+++=what
a ^at++++=a
cost ^nn++++=cost,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
say ^vb+vpub+++=say
in ^in++++=in
the ^ati++++=the
novels ^nns++++=novels.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
catch ^nn++++=catch.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
hate ^vb++++=hate
this ^dt+dem+++=this
new ^jj++++=new
order ^to++++=order
of ^in++++=of
things ^nns++++=things,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
lips ^nns++++=lips
were ^vbd+bed+aux++=were
sealed ^vpsv++agls+xvbnx+=sealed.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
personally ^rb++++=personally
came ^vbd+++xvbn+=came
in ^rb+phrv+++=in
for ^in+ppvb+++=for
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
quiet ^jj+atrb+++=quiet
esteem ^nn++++=esteem
for ^in++++=for
the ^ati++++=the
way ^nn++++=way
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
stuck ^vbd+++xvbnx+=stuck
to ^in++++=to
him ^pp3o+pp3+++=him
in ^in++++=in
his ^pp$+pp3+++=his
adversity ^nn+nom+++=adversity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+tht0++=think
Eunice ^np+++??+=Eunice
had ^vbd+hvd+aux++=had
thought ^vprf+++xvbnx+=thought
much ^ap++++=much
of ^in++++=of
me ^pp1o+pp1+++=me
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
feel ^vbi+vprv+++=feel
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
formed ^vprf+++xvbnx+=formed
a ^at++++=a
corner ^nn++++=corner
in ^in++++=in
golden ^jj+atrb+++=golden
hearts ^nns++++=hearts.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
advantage ^nn+nom+++=advantage
of ^in++++=of
this ^dt+dem+++=this
to ^to++++=to
try ^vbi++++=try
and ^cc+phrs+++=and
pave ^vb++++=pave
the ^ati++++=the
way ^nn++++=way
for ^in++++=for
a ^at++++=a
confession ^nn++++=confession
on ^in++++=on
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
Archie ^np++++=Archie's
's ^$++++=EXTRAWORD
part ^nn++++=part.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder,
, ^zz++++=EXTRAWORD
Archie ^np++++=Archie,
, ^zz++++=EXTRAWORD
old ^jj++++=old
top ^jjb++++=top,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
one ^cd1++++=one
evening ^nn++++=evening
after ^cs+sub+++=after
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
dined ^vprf+++xvbnx+=dined
on ^in++++=on
mutton ^nn++++=mutton-hash
- ^zz++++=EXTRAWORD
hash ^nn+++??+=EXTRAWORD
and ^cc++++=and
were ^vbd+bed+aux++=were
sitting ^vbg+++xvbgx+=sitting
round ^rb++++=round
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
forget ^vbi+vprv+++=forget
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wonder ^vb++++=wonder
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
try ^vb++++=try
another ^dt++++=another
line ^nn++++=line
in ^in++++=in
painting ^xvbg+++xvbg+=painting.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
that ^tht+vcmp+++=that
some ^dti++++=some
of ^in++++=of
these ^dt+dem+++=these
fellows ^nns++++=fellows
who ^whp+rel+subj++=who
draw ^vb++++=draw
for ^in++++=for
the ^ati++++=the
comic ^jj+atrb+++=comic
papers ^nns++++=papers----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Archie ^np++++=Archie
nipped ^vbd+++xvbn+=nipped
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
bud ^nn++++=bud.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
