During ^in++++=During
sweep ^nn++++=sweep
of ^in++++=of
the ^ati++++=the
arm ^nn++++=arm
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
Billy ^np++++=Billy
covered ^vbd+++xvbn+=covered.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
shot ^vbd+++xvbn+=shot
over ^in++++=over
his ^pp$+pp3+++=his
head ^nn++++=head
without ^in++++=without
the ^ati++++=the
necessity ^nn+nom+++=necessity
of ^in++++=of
command ^nn++++=command.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
ceased ^vbd+++xvbn+=ceased
their ^pp$+pp3+++=their
occupations ^nns+nom+++=occupations
and ^cc++++=and
gathered ^vpsv++agls+xvbn+=gathered
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
Scenes ^nns++++=Scenes
of ^in++++=of
this ^dt+dem+++=this
sort ^nn++++=sort
were ^vbd+bed+vrb++=were
too ^ql++++=too
common ^jj++++=common
to ^to++++=to
elicit ^vbi++++=elicit
comment ^nn+nom+++=comment
or ^cc++++=or
arouse ^vb++++=arouse
excitement ^nn+nom+++=excitement.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
knew ^vbd+vprv++xvbnx+=knew
perfectly ^rb+amp+++=perfectly
well ^rb++++=well
the ^ati++++=the
laissez ^nn+++??+=laissez-faire
- ^zz++++=EXTRAWORD
faire ^nn+++??+=EXTRAWORD
relations ^nns+nom+++=relations
which ^whp+rel+subj++=which
obtained ^vbd+++xvbn+=obtained
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
Westerners ^nns+nom++??+=Westerners.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,"
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Black ^jj+atrb+++=Black
Hank ^np++++=Hank,
, ^zz++++=EXTRAWORD
angrily ^rb+cnj+++=angrily,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
tone ^nn++++=tone,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
why ^wrb+who+whcl++=why
in ^in++++=in
hell ^nn++++=hell
you ^pp2+pp2+++=you
tried ^vbd+++xvbn+=tried
that ^dt+dem+++=that
monkey ^nn++++=monkey
game ^nn++++=game!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Billy ^np++++=Billy,
, ^zz++++=EXTRAWORD
wary ^jj++++=wary
and ^cc+phrs+++=and
unafraid ^jj++++=unafraid,
, ^zz++++=EXTRAWORD
replied ^vb+++xvbn+=replied
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
tried ^vprf+++xvbnx+=tried
no ^at++++=no
game ^nn++++=game,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
the ^ati++++=the
tenderfoot ^nn+++??+=tenderfoot
for ^in++++=for
the ^ati++++=the
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
the ^ati++++=the
latter ^ap++++=latter
would ^md+prd+++=would
prove ^vb+vprv+++=prove
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
the ^ati++++=the
sought ^vbd+++xvbn+=sought-for
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
express ^jjb+atrb+++=express
messenger ^nn+nom+++=messenger.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
signal ^nn++++=signal
from ^in++++=from
his ^pp$+pp3+++=his
leader ^nn++++=leader,
, ^zz++++=EXTRAWORD
relieved ^j+++xvbn+=relieved
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
heavy ^jj+atrb+++=heavy
belt ^nn++++=belt
of ^in++++=of
considerable ^jj+atrb+++=considerable
weight ^nn++++=weight.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
latter ^ap++++=latter
was ^vbd+bedz+aux++=was
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
sit ^vbi++++=sit
on ^in++++=on
a ^at++++=a
cracker ^jjr++++=cracker-box.
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
more ^rbr++++=more
mounted ^vbd+++xvbn+=mounted
the ^ati++++=the
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
they ^pp3a+pp3+++=they
returned ^vbd+++xvbnx+=returned
to ^in++++=to
report ^nn++++=report
that ^tht+ncmp+obj++=that
the ^ati++++=the
upper ^jjb+atrb+++=upper
story ^nn++++=story
contained ^vbd+++xvbn+=contained
no ^at++++=no
human ^jj+atrb+++=human
beings ^nns++++=beings,
, ^zz++++=EXTRAWORD
strange ^jj++++=strange
or ^cc+cls+++=or
otherwise ^rb+cnj+++=otherwise,
, ^zz++++=EXTRAWORD
except ^in++++=except
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
there ^ex+pex+++=there
remained ^vprf+++xvbn+=remained
a ^at++++=a
small ^jj+atrb+++=small
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
further ^jjb+atrb+++=further
orders ^nns++++=orders,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
dragged ^vbd+++xvbnx+=dragged
the ^ati++++=the
trunk ^nn++++=trunk
down ^in++++=down
into ^in++++=into
the ^ati++++=the
bar ^nn++++=bar-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
open ^jj++++=open
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
to ^to+vcmp+++=to
contain ^vbi++++=contain
nothing ^pn++++=nothing
but ^cc++++=but
clothes ^nns++++=clothes--of
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
the ^ati++++=the
plainsman ^jj+atrb+++=plainsman's
's ^vbz+bez+aux++0=EXTRAWORD
cut ^vbd+++xvbn+=cut,
, ^zz++++=EXTRAWORD
material ^nn++++=material,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
state ^nn++++=state
of ^in++++=of
wear ^nn++++=wear;
; ^zz++++=EXTRAWORD
a ^at++++=a
neatly ^rb++++=neatly
folded ^jj+atrb++xvbn+=folded
Mexican ^jj+atrb+++=Mexican
saddle ^nn++++=saddle
showing ^vwbg+vprv++xvbg+=showing
use ^nn++++=use,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
raw ^jj++++=raw-hide
- ^zz++++=EXTRAWORD
hide ^vb++++=EXTRAWORD
quirt ^nn+++??+=quirt.
. ^zz++++=EXTRAWORD
" ^zz++++="Hell
hell ^nn++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
tenderfoot ^nn+++??+=tenderfoot!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Black ^jj+atrb+++=Black
Hank ^np++++=Hank,
, ^zz++++=EXTRAWORD
contemptuously ^rb++++=contemptuously.
. ^zz++++=EXTRAWORD
The ^ati++++=The
outlaws ^nns++++=outlaws
had ^vb+hv+aux++=had
already ^rb++splt++=already
scattered ^vprf+++xvbnx+=scattered
outside ^jjb++++=outside
to ^to++++=to
look ^vbi++++=look
for ^in++++=for
the ^ati++++=the
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
unsuccessful ^jj+pred+++=unsuccessful,
, ^zz++++=EXTRAWORD
reporting ^vbg+++xvbg+=reporting,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
not ^xnot++not++=not
the ^ati++++=the
faintest ^nn++++=faintest
sign ^vb++++=sign
indicated ^vbd+vprv++xvbn+=indicated
escape ^vb++++=escape
in ^in++++=in
any ^dti++++=any
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
knew ^vbd+vprv++xvbn+=knew
his ^pp$+pp3+++=his
man ^nn++++=man.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tightening ^jj+++xvbg+=tightening
of ^in++++=of
Black ^np++++=Black
Hank ^np++++=Hank's
's ^$++++=EXTRAWORD
close ^jj++++=close-knit
- ^zz++++=EXTRAWORD
knit ^nn+++??+=EXTRAWORD
brows ^nns++++=brows
meant ^vbd+vprv++xvbn+=meant
but ^cc++++=but
one ^cd1++++=one
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
does ^vbz+doz+aux++=does
not ^xnot++not++=not
gain ^vb++++=gain
chieftainship ^nn+nom+++=chieftainship
of ^in++++=of
any ^dti++++=any
kind ^nn++++=kind
in ^in++++=in
the ^ati++++=the
West ^np+pl+++=West
without ^in++++=without
propping ^xvbg+++xvbg+=propping
his ^pp$+pp3+++=his
ascendency ^nn+++??+=ascendency
with ^in++++=with
acts ^nns++++=acts
of ^in++++=of
ruthless ^jj+atrb+++=ruthless
decision ^nn++++=decision.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
leaped ^vbd+++xvbn+=leaped
from ^in++++=from
his ^pp$+pp3+++=his
cracker ^jjr++++=cracker-box
- ^zz++++=EXTRAWORD
box ^nn++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
suddenness ^nns+nom+++=suddenness
of ^in++++=of
the ^ati++++=the
puma ^nn+++??+=puma,
, ^zz++++=EXTRAWORD
seized ^jj+atrb++xvbn+=seized
Black ^jj+atrb+++=Black
Hank ^np++++=Hank
firmly ^rb++++=firmly
about ^in++++=about
the ^ati++++=the
waist ^nn++++=waist,
, ^zz++++=EXTRAWORD
whirled ^j+++xvbn+=whirled
him ^pp3o+pp3+++=him
into ^in++++=into
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
shield ^nn++++=shield,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
an ^at++++=an
earnest ^jj+atrb+++=earnest
struggle ^nn++++=struggle
for ^in++++=for
the ^ati++++=the
instant ^jj+atrb+++=instant
possession ^nn++++=possession
of ^in++++=of
the ^ati++++=the
outlaw ^nn++++=outlaw's
's ^$++++=EXTRAWORD
drawn ^vwbn+++xvbn+=drawn
revolver ^nn+nom+++=revolver.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
gallant ^jj+atrb+++=gallant
attempt ^nn++++=attempt,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
an ^at++++=an
unsuccessful ^jj+atrb+++=unsuccessful
one ^pn++++=one.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
moment ^nn++++=moment
Billy ^np++++=Billy
was ^vbd+bedz+aux++=was
pinioned ^vpsv++agls+xvbnx+=pinioned
to ^in++++=to
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Black ^np++++=Black
Hank ^np++++=Hank
was ^vbd+bedz+aux++=was
rubbing ^vbg+++xvbgx+=rubbing
his ^pp$+pp3+++=his
abraded ^jj+atrb++xvbn+=abraded
fore ^nn++++=fore-arm.
- ^zz++++=EXTRAWORD
arm ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
the ^ati++++=the
only ^ap+down+++=only
question ^nn+nom+++=question
was ^vbd+bedz+vrb++=was
whether ^cs+who+++=whether
it ^pp3+it+++=it
should ^md+nec+++=should
be ^vb+be+vrb++=be
rope ^nn++++=rope
or ^cc++++=or
bullet ^nn++++=bullet.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Billy ^np++++=Billy
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
downstairs ^jjb++++=downstairs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stranger ^jjr++++=stranger
had ^vbd+hvd+aux++=had
wasted ^vprf+++xvbnx+=wasted
no ^at++++=no
further ^jjb+atrb+++=further
time ^nn++++=time
at ^in++++=at
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
in ^in++++=in
his ^pp$+pp3+++=his
possession ^nn++++=possession
fifty ^cd++++=fifty
thousand ^cd++++=thousand
dollars ^nns++++=dollars
in ^in++++=in
greenbacks ^nns+++??+=greenbacks
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
deliver ^vbi++++=deliver
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
possible ^jj++++=possible
to ^to+jcmp+++=to
the ^ati++++=the
Spotted ^jj+atrb++xvbn+=Spotted
Tail ^nn++++=Tail
agency ^nn++++=agency
in ^in++++=in
Wyoming ^np+++??+=Wyoming.
. ^zz++++=EXTRAWORD
The ^ati++++=The
necessary ^jj+atrb+++=necessary
change ^nn++++=change
of ^in++++=of
stage ^nn++++=stage
lines ^nns++++=lines
had ^vbd+hvd+aux++=had
forced ^vprf+++xvbnx+=forced
him ^pp3o+pp3+++=him
to ^to++++=to
stay ^vbi++++=stay
over ^in++++=over
night ^nn++++=night
at ^in++++=at
Billy ^np++++=Billy
Knapp ^np++++=Knapp's
's ^$++++=EXTRAWORD
hotel ^npl++++=hotel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
messenger ^np+nom+++=messenger
seized ^vbd+++xvbn+=seized
his ^pp$+pp3+++=his
bag ^nn++++=bag
and ^cc++++=and
softly ^rb++++=softly
ran ^vbd+++xvbn+=ran
along ^in++++=along
through ^in++++=through
the ^ati++++=the
canvas ^nn++++=canvas-partitioned
- ^zz++++=EXTRAWORD
partitioned ^vwbn+++xvbn+=EXTRAWORD
room ^nn++++=room
wherein ^wrb+who+++=wherein
Billy ^np++++=Billy
slept ^vbd+++xvbn+=slept,
, ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
narrow ^jj+atrb+++=narrow
window ^nn++++=window
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
already ^rb++splt++=already
noticed ^vprf+++xvbnx+=noticed
gave ^vbd+++xvbn+=gave
out ^rp+pl+++=out
almost ^rb+hdg+++=almost
directly ^rb++++=directly
into ^in++++=into
the ^ati++++=the
pine ^nn++++=pine
woods ^nns++++=woods.
. ^zz++++=EXTRAWORD
The ^ati++++=The
window ^nn++++=window
was ^vbd+bedz+vrb++=was
of ^in++++=of
oiled ^jj+atrb++xvbn+=oiled
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
catch ^vb++++=catch
baffled ^jj++++=baffled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv+tht0+xvbnx+=knew
it ^pp3+it+++=it
should ^md+nec+++=should
slide ^vb++++=slide
back ^jjb++++=back;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
slide ^vbi++++=slide.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
dare ^vb++++=dare
break ^nn++++=break
the ^ati++++=the
paper ^nn++++=paper
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
crackling ^nn+nom+++=crackling
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
A ^at++++=A
voice ^nn++++=voice
at ^in++++=at
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
startled ^vbd+++xvbn+=startled
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
show ^vb+vprv+tht0++=show
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
the ^ati++++=the
red ^jj++++=red-cheeked
- ^zz++++=EXTRAWORD
cheeked ^jj+atrb++xvbn+=EXTRAWORD
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
wrapped ^vpsv++agls+xvbnx+=wrapped
loosely ^rb++++=loosely
in ^in++++=in
a ^at++++=a
blanket ^nn++++=blanket,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hair ^nn++++=hair
falling ^vwbg+++xvbg+=falling
about ^in++++=about
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
bare ^jj+atrb+++=bare
feet ^nns++++=feet
showed ^vbd+vprv++xvbn+=showed
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
coverings ^nns++++=coverings.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
man ^nn++++=man
suffered ^vbd+++xvbn+=suffered
at ^rb++++=at
once ^rb"+tm+++=once
an ^at++++=an
agony ^nn++++=agony
of ^in++++=of
embarrassment ^nn+nom+++=embarrassment
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
thought ^nn+++xvbn+=thought
of ^in++++=of
his ^pp$+pp3+++=his
errand ^nn++++=errand
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
recalled ^vpsv++agls+xvbnx+=recalled
to ^in++++=to
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
showing ^nvbg+++xvbg+=showing
him ^pp3o+pp3+++=him
the ^ati++++=the
open ^jj+atrb+++=open
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stammered ^vbd+++xvbnx+=stammered,
, ^zz++++=EXTRAWORD
painfully ^rb+cnj+++=painfully,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
assure ^vb++++=assure
you ^pp2+pp2+++=you--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+++=wish----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
laughed ^vbd+++xvbn+=laughed
under ^in++++=under
her ^pp$+pp3+++=her
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^abn++++=all
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
heartily ^rb+cnj+++=heartily,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
owe ^vb++++=owe
you ^pp2+pp2+++=you
that ^cs+sub+++=that
for ^in++++=for
calling ^xvbg+++xvbg+=calling
old ^jj+atrb+++=old
whiskers ^nns+nom+++=whiskers
off ^in+pl+++=off
his ^pp$+pp3+++=his
bronc ^nn+++??+=bronc,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
she ^pp3a+pp3+++=she
kissed ^vbd+++xvbnx+=kissed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
messenger ^nn+nom+++=messenger,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling
with ^in++++=with
self ^nn++++=self-consciousness,
- ^zz++++=EXTRAWORD
consciousness ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
hastily ^rb++++=hastily
through ^in++++=through
the ^ati++++=the
window ^nn++++=window;
; ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
the ^ati++++=the
broad ^jj+atrb+++=broad
loop ^nn++++=loop
of ^in++++=of
the ^ati++++=the
satchel ^nn+++??+=satchel
up ^rp++++=up
his ^pp$+pp3+++=his
arm ^nn++++=arm;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
dropping ^nn++++=dropping
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
girl ^nn++++=girl
had ^vbd+hvd+aux++=had
expected ^vprf+++xvbnx+=expected,
, ^zz++++=EXTRAWORD
swung ^j+++xvbn+=swung
himself ^ppl+pp3+++=himself
lightly ^rb++++=lightly
into ^in++++=into
the ^ati++++=the
branches ^nns++++=branches
of ^in++++=of
a ^at++++=a
rather ^rb++++=rather
large ^jj+atrb+++=large
scrub ^nn++++=scrub-oak
- ^zz++++=EXTRAWORD
oak ^nn++++=EXTRAWORD
that ^tht+rel+subj++=that
grew ^vbd+++xvbn+=grew
near ^in+strn+++=near.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
listened ^vbd+++xvbnx+=listened
to ^in++++=to
the ^ati++++=the
rustle ^nn++++=rustle
of ^in++++=of
the ^ati++++=the
leaves ^nns++++=leaves
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
as ^ql++++=as
he ^pp3a+pp3+++=he
neared ^vbd+++xvbnx+=neared
the ^ati++++=the
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
unable ^jj++++=unable
longer ^rbr++++=longer
to ^to++++=to
restrain ^vbi++++=restrain
her ^pp$+pp3+++=her
curiosity ^nn+nom+++=curiosity
in ^in++++=in
regard ^in"++++=regard
to ^in++++=to
the ^ati++++=the
doings ^nns++++=doings
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
to ^in++++=to
the ^ati++++=the
stairway ^nn++++=stairway.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
two ^cd++++=two
men ^nns++++=men
mounted ^vbd+++xvbn+=mounted.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
three ^cd++++=three
rooms ^nns++++=rooms
of ^in++++=of
the ^ati++++=the
upper ^jjb+atrb+++=upper
story ^nn++++=story
hastily ^rb++++=hastily
but ^cc+phrs+++=but
carefully ^rb+cnj+++=carefully,
, ^zz++++=EXTRAWORD
paying ^vbg+++xvbg+=paying
scant ^jj+atrb+++=scant
attention ^nn+nom+++=attention
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
departed ^vbd+++xvbn+=departed
swearing ^nvbg+++xvbg+=swearing.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
they ^pp3a+pp3+++=they
returned ^vbd+++xvbnx+=returned
for ^in++++=for
the ^ati++++=the
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+vrb++0=EXTRAWORD
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
Nell ^np++++=Nell
followed ^vbd+vprv++xvbn+=followed
them ^pp3o+pp3+++=them
down ^in++++=down
the ^ati++++=the
stairs ^nns++++=stairs
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
and ^cc+phrs+++=and
saw ^vbd+vprv++xvbn+=saw
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fled ^vpsv++agls+xvbn+=fled
in ^in++++=in
bitter ^jj+atrb+++=bitter
dismay ^nn++++=dismay
to ^in++++=to
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
when ^wrb+who+++=when
Billy ^np++++=Billy
Knapp ^np+++??+=Knapp
was ^vbd+bedz+aux++=was
overpowered ^vpsv++agls+xvbnx+=overpowered.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
window ^nn++++=window
she ^pp3a+pp3+++=she
knelt ^vbd+++xvbnx+=knelt,
, ^zz++++=EXTRAWORD
clasping ^vbg+++xvbg+=clasping
her ^pp$+pp3+++=her
hands ^nns++++=hands
and ^cc++++=and
sinking ^nvbg+++xvbg+=sinking
her ^pp3o+pp3+++=her
head ^jjb++++=head
between ^in++++=between
her ^pp$+pp3+++=her
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
in ^in++++=in
the ^ati++++=the
West ^np+pl+++=West,
, ^zz++++=EXTRAWORD
at ^rb++++=at
least ^rb"++++=least
women ^nns++++=women
like ^in++++=like
Nell ^np++++=Nell,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
weep ^vb++++=weep.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
near ^in+pl+++=near
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
she ^pp3a+pp3+++=she
raised ^vbd+++xvbnx+=raised
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
A ^at++++=A
voice ^nn++++=voice
next ^ap++++=next
her ^pp3o+pp3+++=her
ear ^nn++++=ear
had ^vbd+hvd+aux++=had
addressed ^vprf+++xvbnx+=addressed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there
and ^cc++++=and
around ^rb+cnj+++=around,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
could ^md+pos+++=could
discover ^nn+nom+++=discover
nothing ^pn++++=nothing.
