During ^in++++=During
into ^in++++=into
a ^at++++=a
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while
there ^ex+pex+++=there
were ^vbd+bed+aux++=were
heard ^vpsv++agls+xvbnx+=heard
cries ^nns++++=cries
and ^cc++++=and
struggles ^nns++++=struggles
from ^in++++=from
within ^in+strn+++=within.
. ^zz++++=EXTRAWORD
A ^at++++=A
waiter ^nn++++=waiter
passing ^vwbg+++xvbg+=passing
by ^in++++=by
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
Jew ^nn++++=Jew
weltering ^vwbg+++xvbg+=weltering
in ^in++++=in
his ^pp$+pp3+++=his
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
shut ^j+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
double ^jj++++=double-locked
- ^zz++++=EXTRAWORD
locked ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
alarmed ^jj+++xvbn+=alarmed
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Lestang ^np+++??+=Lestang
rushed ^vbd+++xvbn+=rushed
downstairs ^jjb++++=downstairs,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
hotel ^nn++++=hotel,
, ^zz++++=EXTRAWORD
secured ^j+++xvbn+=secured
his ^pp$+pp3+++=his
most ^ap+emph+++=most
portable ^jj+atrb+++=portable
effects ^nns++++=effects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fled ^vbd+++xvbn+=fled
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Count ^nn++++=Count
and ^cc++++=and
De ^&fw++++=De
Mille ^np+++??+=Mille
endeavored ^vbd+++xvbn+=endeavored
to ^to+vcmp+++=to
escape ^vbi++++=escape
by ^in++++=by
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
were ^vbd+bed+vrb++=were
both ^abx++++=both
taken ^jj+++xvbn+=taken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conducted ^vpsv++agls+xvbn+=conducted
to ^in++++=to
prison ^nn++++=prison.
. ^zz++++=EXTRAWORD
A ^at++++=A
circumstance ^nn+nom+++=circumstance
which ^whp+rel+subj++=which
occurs ^vbz++++=occurs
in ^in++++=in
this ^dt+dem+++=this
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
Count ^np++++=Count's
's ^$++++=EXTRAWORD
story ^nn++++=story,
, ^zz++++=EXTRAWORD
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
point ^vbi++++=point
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
as ^in++++=as
a ^at++++=a
fated ^jj+atrb+++=fated
man ^nn++++=man.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Prince ^npt++++=Prince
Van ^&fw++++=Van
Horn ^nn++++=Horn,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
intelligence ^nn+nom+++=intelligence
some ^dti++++=some
time ^nn++++=time
before ^in++++=before
at ^rb++++=at
Baussigny ^np+++??+=Baussigny,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
dissolute ^jj+atrb+++=dissolute
life ^nn++++=life
the ^ati++++=the
Count ^nn++++=Count
was ^vbd+bedz+aux++=was
leading ^vbg+++xvbgx+=leading
at ^rb++++=at
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
his ^pp$+pp3+++=his
losses ^nns++++=losses
at ^rb++++=at
play ^nn++++=play.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
despatched ^vbd+++xvbnx+=despatched
a ^at++++=a
gentleman ^nn+nom+++=gentleman
of ^in++++=of
the ^ati++++=the
prince ^nn++++=prince's
's ^$++++=EXTRAWORD
household ^nn++++=household
to ^in++++=to
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
to ^to++++=to
pay ^vbi++++=pay
the ^ati++++=the
debts ^nns++++=debts
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
persuade ^vb++++=persuade
him ^pp3o+pp3+++=him
to ^to++++=to
return ^vbi++++=return
to ^in++++=to
Flanders ^nns+nom+++=Flanders;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
should ^md+nec+++=should
refuse ^vb++++=refuse,
, ^zz++++=EXTRAWORD
to ^to++++=to
obtain ^vbi++++=obtain
an ^at++++=an
order ^nn++++=order
from ^in++++=from
the ^ati++++=the
Regent ^nn++++=Regent
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
quit ^vbi++++=quit
the ^ati++++=the
capital ^nn++++=capital.
. ^zz++++=EXTRAWORD
Unfortunately ^rb++++=Unfortunately
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
did ^vbd+dod+aux++=did
not ^xnot++not++=not
arrive ^vb++++=arrive
at ^in++++=at
Paris ^np++++=Paris
until ^in++++=until
the ^ati++++=the
day ^nn++++=day
after ^in++++=after
the ^ati++++=the
murder ^nn++++=murder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
news ^nn++++=news
of ^in++++=of
the ^ati++++=the
Count ^np++++=Count's
's ^$++++=EXTRAWORD
arrest ^nn++++=arrest
and ^cc++++=and
imprisonment ^nn+nom+++=imprisonment
on ^in++++=on
a ^at++++=a
charge ^nn++++=charge
of ^in++++=of
murder ^nn++++=murder,
, ^zz++++=EXTRAWORD
caused ^j+++xvbn+=caused
a ^at++++=a
violent ^jj+atrb+++=violent
sensation ^nn+nom+++=sensation
among ^in++++=among
the ^ati++++=the
high ^jj+atrb+++=high
aristocracy ^nn+nom+++=aristocracy.
. ^zz++++=EXTRAWORD
All ^abn++++=All
those ^dt+dem+++=those
connected ^jj+++xvbn+=connected
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
treated ^vprf+++xvbnx+=treated
him ^pp3o+pp3+++=him
hitherto ^rb++++=hitherto
with ^in++++=with
indifference ^nn+nom+++=indifference,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
their ^pp$+pp3+++=their
dignity ^nn+nom+++=dignity
deeply ^rb++++=deeply
involved ^vbd+++xvbn+=involved
in ^in++++=in
the ^ati++++=the
question ^nn+nom+++=question
of ^in++++=of
his ^pp$+pp3+++=his
guilt ^nn++++=guilt
or ^cc++++=or
innocence ^nn+nom+++=innocence.
. ^zz++++=EXTRAWORD
A ^at++++=A
general ^jj+atrb+++=general
convocation ^nn+nom+++=convocation
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held
at ^rb++++=at
the ^ati++++=the
hotel ^nn++++=hotel
of ^in++++=of
the ^ati++++=the
Marquis ^npt++++=Marquis
de ^&fw++++=de
Crqui ^np+++??+=Crqui,
, ^zz++++=EXTRAWORD
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
relatives ^nns++++=relatives
and ^cc++++=and
allies ^nns++++=allies
of ^in++++=of
the ^ati++++=the
house ^nn++++=house
of ^in++++=of
Horn ^nn++++=Horn.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
assemblage ^nn+nom+++=assemblage
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
proud ^jj+atrb+++=proud
and ^cc+phrs+++=and
aristocratic ^jj+atrb+++=aristocratic
personages ^nns+nom+++=personages
of ^in++++=of
Paris ^np++++=Paris.
. ^zz++++=EXTRAWORD
Inquiries ^nns++++=Inquiries
were ^vbd+bed+aux++=were
made ^vpsv++agls+xvbnx+=made
into ^in++++=into
the ^ati++++=the
circumstances ^nns+nom+++=circumstances
of ^in++++=of
the ^ati++++=the
affair ^nn++++=affair.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
ascertained ^vpsv++agls+xvbnx+=ascertained,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
a ^at++++=a
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
Jew ^nn++++=Jew
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
killed ^vpsv++by+xvbnx+=killed
by ^in++++=by
several ^ap++++=several
stabs ^vbz++++=stabs
of ^in++++=of
a ^at++++=a
poniard ^nn+++??+=poniard.
. ^zz++++=EXTRAWORD
In ^in++++=In
escaping ^nn++++=escaping
by ^in++++=by
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
the ^ati++++=the
Count ^npt++++=Count
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
been ^vprf+ben+aux+xvbn+=been
immediately ^rb+tm+splt++=immediately
taken ^vpsv++agls+xvbn+=taken;
; ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
De ^&fw++++=De
Mille ^np+++??+=Mille
had ^vbd+hvd+aux++=had
fled ^vprf+++xvbnx+=fled
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
pursued ^xvbn+++xvbn+=pursued
by ^in++++=by
the ^ati++++=the
populace ^nn++++=populace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
arrested ^vpsv++agls+xvbnx+=arrested
at ^rb++++=at
some ^dti++++=some
distance ^nn+nom+++=distance
from ^in++++=from
the ^ati++++=the
scene ^nn++++=scene
of ^in++++=of
the ^ati++++=the
murder ^nn++++=murder;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
Count ^npt++++=Count
had ^vbd+hvd+aux++=had
declared ^vprf+++xvbnx+=declared
himself ^ppl+pp3+++=himself
innocent ^jj++++=innocent
of ^in++++=of
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
the ^ati++++=the
Jew ^nn++++=Jew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
risked ^vprf+++xvbnx+=risked
his ^pp$+pp3+++=his
own ^ap++++=own
life ^nn++++=life
in ^in++++=in
endeavoring ^vb+++xvbg+=endeavoring
to ^to+vcmp+++=to
protect ^vbi++++=protect
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
De ^&fw++++=De
Mille ^np+++??+=Mille,
, ^zz++++=EXTRAWORD
on ^in++++=on
being ^nn+nn+aux++=being
brought ^vbd+++xvbn+=brought
back ^rb+phrv+++=back
to ^in++++=to
the ^ati++++=the
tavern ^nn++++=tavern,
, ^zz++++=EXTRAWORD
confessed ^j+++xvbn+=confessed
to ^in++++=to
a ^at++++=a
plot ^nn++++=plot
to ^to+ncmp+++=to
murder ^vb++++=murder
the ^ati++++=the
broker ^nn++++=broker,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rob ^vb++++=rob
him ^pp3o+pp3+++=him
of ^in++++=of
his ^pp$+pp3+++=his
pocket ^nn++++=pocket-book,
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inculpated ^vbd+++xvbn+=inculpated
the ^ati++++=the
Count ^nn++++=Count
in ^in++++=in
the ^ati++++=the
crime ^nn++++=crime.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
version ^nn++++=version
of ^in++++=of
the ^ati++++=the
story ^nn++++=story
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
Count ^npt++++=Count
Van ^&fw++++=Van
Horn ^np++++=Horn
had ^vbd+hvd+aux++=had
deposited ^vprf+++xvbnx+=deposited
with ^in++++=with
the ^ati++++=the
broker ^nn++++=broker,
, ^zz++++=EXTRAWORD
bank ^nn++++=bank
shares ^vbz++++=shares
to ^in++++=to
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
eighty ^cd++++=eighty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
livres ^nns+++??+=livres;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
sought ^vprf+++xvbnx+=sought
him ^pp3o+pp3+++=him
in ^in++++=in
this ^dt+dem+++=this
tavern ^nn++++=tavern,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
resorts ^nns++++=resorts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
demanded ^vprf+++xvbnx+=demanded
the ^ati++++=the
shares ^nns++++=shares;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
Jew ^nn++++=Jew
had ^vbd+hvd+aux++=had
denied ^vprf+++xvbnx+=denied
the ^ati++++=the
deposit ^nn++++=deposit;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
quarrel ^nn++++=quarrel
had ^vbd+hvd+aux++=had
ensued ^vprf+++xvbnx+=ensued,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
course ^nn++++=course
of ^in++++=of
which ^whp+rel+pied++=which
the ^ati++++=the
Jew ^nn++++=Jew
struck ^vbd+++xvbn+=struck
the ^ati++++=the
Count ^nn++++=Count
in ^in++++=in
the ^ati++++=the
face ^nn++++=face;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
latter ^ap++++=latter,
, ^zz++++=EXTRAWORD
transported ^xvbn+++xvbn+=transported
with ^in++++=with
rage ^nn++++=rage,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
snatched ^vprf+++xvbnx+=snatched
up ^rp++++=up
a ^at++++=a
knife ^nn++++=knife
from ^in++++=from
a ^at++++=a
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wounded ^jj+++xvbn+=wounded
the ^ati++++=the
Jew ^nn++++=Jew
in ^in++++=in
the ^ati++++=the
shoulder ^nn+nom+++=shoulder;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
thereupon ^rb++++=thereupon
De ^&fw++++=De
Mille ^np+++??+=Mille,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
present ^vb++++=present,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
likewise ^rb+cnj+splt++=likewise
been ^vprf+ben+aux+xvbnx+=been
defrauded ^vpsv++by+xvbnx+=defrauded
by ^in++++=by
the ^ati++++=the
broker ^nn++++=broker,
, ^zz++++=EXTRAWORD
fell ^j+++xvbn+=fell
on ^rp++++=on
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
despatched ^vbd+++xvbn+=despatched
him ^pp3o+pp3+++=him
with ^in++++=with
blows ^nns++++=blows
of ^in++++=of
a ^at++++=a
poniard ^nn+++??+=poniard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seized ^vpsv++agls+xvbn+=seized
upon ^in++++=upon
his ^pp$+pp3+++=his
pocket ^nn++++=pocket-book;
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
offered ^vprf+++xvbnx+=offered
to ^to++++=to
divide ^vbi++++=divide
the ^ati++++=the
contents ^nns++++=contents
of ^in++++=of
the ^ati++++=the
latter ^ap++++=latter
with ^in++++=with
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
pro ^&fw++++=pro
rata ^nn+++??+=rata,
, ^zz++++=EXTRAWORD
of ^in++++=of
what ^wdt+who+++=what
the ^ati++++=the
usurer ^jjr++++=usurer
had ^vbd+hvd+aux++=had
defrauded ^vprf+++xvbnx+=defrauded
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
latter ^ap++++=latter
had ^vbd+hvd+aux++=had
refused ^vprf+++xvbnx+=refused
the ^ati++++=the
proposition ^nn+nom+++=proposition
with ^in++++=with
disdain ^nn++++=disdain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
noise ^nn++++=noise
of ^in++++=of
persons ^nns++++=persons
approaching ^vwbg+++xvbg+=approaching,
, ^zz++++=EXTRAWORD
both ^abx++++=both
had ^vbd+hvd+aux++=had
attempted ^vprf+++xvbnx+=attempted
to ^to+vcmp+++=to
escape ^vbi++++=escape
from ^in++++=from
the ^ati++++=the
premises ^nns++++=premises,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
taken ^vpsv++agls+xvbnx+=taken.
. ^zz++++=EXTRAWORD
Regard ^nn++++=Regard
the ^ati++++=the
story ^nn++++=story
in ^in++++=in
any ^dti++++=any
way ^nn++++=way
they ^pp3a+pp3+++=they
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
appearances ^nns+nom+++=appearances
were ^vbd+bed+vrb++=were
terribly ^rb++++=terribly
against ^in++++=against
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
noble ^jj+atrb+++=noble
assemblage ^nn+nom+++=assemblage
was ^vbd+bedz+vrb++=was
in ^in++++=in
great ^jj+atrb+++=great
consternation ^nn+nom+++=consternation.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done
to ^in++++=to
ward ^nn++++=ward
off ^in+pl+++=off
so ^ql++++=so
foul ^vb++++=foul
a ^at++++=a
disgrace ^nn+++??+=disgrace
and ^cc++++=and
to ^to++++=to
save ^vbi++++=save
their ^pp$+pp3+++=their
illustrious ^jj+atrb+++=illustrious
escutcheons ^nns+++??+=escutcheons
from ^in++++=from
this ^dt+dem+++=this
murderous ^jj+atrb+++=murderous
stain ^nn++++=stain
of ^in++++=of
blood ^nn++++=blood?
? ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
first ^od++++=first
attempt ^vb++++=attempt
was ^vbd+bedz+aux++=was
to ^to++++=to
prevent ^vbi++++=prevent
the ^ati++++=the
affair ^nn++++=affair
from ^in++++=from
going ^nn++++=going
to ^in++++=to
trial ^nn++++=trial,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
relative ^nn++++=relative
from ^in++++=from
being ^nn+nn+aux++=being
dragged ^vbd+++xvbn+=dragged
before ^in++++=before
a ^at++++=a
criminal ^jj+atrb+++=criminal
tribunal ^nn+nom+++=tribunal,
, ^zz++++=EXTRAWORD
on ^in++++=on
so ^ql+emph+++=so
horrible ^jj++++=horrible
and ^cc+phrs+++=and
degrading ^jj+++xvbg+=degrading
a ^at++++=a
charge ^nn++++=charge.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
applied ^vbd+++xvbnx+=applied,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Regent ^nn++++=Regent,
, ^zz++++=EXTRAWORD
to ^to++++=to
intervene ^vbi++++=intervene
his ^pp$+pp3+++=his
power ^nn++++=power;
; ^zz++++=EXTRAWORD
to ^to++++=to
treat ^vbi++++=treat
the ^ati++++=the
Count ^vb++++=Count
as ^ql++++=as
having ^xvbg+++xvbg+=having
acted ^vprf+++xvbn+=acted
under ^in++++=under
an ^at++++=an
access ^nn++++=access
of ^in++++=of
his ^pp$+pp3+++=his
mental ^jj+atrb+++=mental
malady ^nn++++=malady;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
shut ^vbi++++=shut
him ^pp3o+pp3+++=him
up ^rp++++=up
in ^in++++=in
a ^at++++=a
madhouse ^nn+++??+=madhouse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Regent ^nn++++=Regent
was ^vbd+bedz+vrb++=was
deaf ^jj+pred+++=deaf
to ^in++++=to
their ^pp$+pp3+++=their
solicitations ^nns+nom+++=solicitations.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
coldly ^rb+cnj+++=coldly,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
if ^cs+cnd+++=if
the ^ati++++=the
Count ^nn++++=Count
was ^vbd+bedz+vrb++=was
a ^at++++=a
madman ^nn++++=madman,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
could ^md+pos+++=could
not ^xnot++not++=not
get ^vb++++=get
rid ^xvbn+++xvbn+=rid
too ^ql++++=too
quickly ^rb++++=quickly
of ^in++++=of
madmen ^nns++++=madmen
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
furious ^jj+pred+++=furious
in ^in++++=in
their ^pp$+pp3+++=their
insanity ^nn+nom+++=insanity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crime ^nn++++=crime
was ^vbd+bedz+vrb++=was
too ^ql++++=too
public ^jj++++=public
and ^cc+phrs+++=and
atrocious ^jj++++=atrocious
to ^to++++=to
be ^vbi++vrb++=be
hushed ^jj+pred+++=hushed
up ^rp++++=up
or ^cc++++=or
slurred ^vpsv++agls+xvbn+=slurred
over ^in+strn+++=over;
; ^zz++++=EXTRAWORD
justice ^nn++++=justice
must ^md+nec+++=must
take ^vb++++=take
its ^pp$+it+++=its
course ^nn++++=course.
. ^zz++++=EXTRAWORD
Seeing ^vbg+vprv+tht0+xvbg+=Seeing
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
avoiding ^jj+++xvbg+=avoiding
the ^ati++++=the
humiliating ^jj+atrb+++=humiliating
scene ^nn++++=scene
of ^in++++=of
a ^at++++=a
public ^jj+atrb+++=public
trial ^nn++++=trial,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noble ^jj+atrb+++=noble
relatives ^nns++++=relatives
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count
endeavored ^vbd+++xvbn+=endeavored
to ^to+vcmp+++=to
predispose ^vb+++??+=predispose
the ^ati++++=the
minds ^nns++++=minds
of ^in++++=of
the ^ati++++=the
magistrates ^nns+nom+++=magistrates
before ^cs+sub+++=before
whom ^whp+wpor+++=whom
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
arraigned ^vpsv++agls+xvbnx+=arraigned.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
accordingly ^rb++++=accordingly
made ^vbd+++xvbn+=made
urgent ^jj+atrb+++=urgent
and ^cc+phrs+++=and
eloquent ^jj+atrb+++=eloquent
representations ^nns+nom+++=representations
of ^in++++=of
the ^ati++++=the
high ^jj+atrb+++=high
descent ^nn++++=descent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
noble ^jj+atrb+++=noble
and ^cc+phrs+++=and
powerful ^jj+atrb+++=powerful
connexions ^nns+++??+=connexions
of ^in++++=of
the ^ati++++=the
Count ^nn++++=Count;
; ^zz++++=EXTRAWORD
set ^j+++xvbn+=set
forth ^np++++=forth
the ^ati++++=the
circumstances ^nns+nom+++=circumstances
of ^in++++=of
his ^pp$+pp3+++=his
early ^jj+atrb+++=early
history ^nn++++=history;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
mental ^jj+atrb+++=mental
malady ^nn++++=malady;
; ^zz++++=EXTRAWORD
the ^ati++++=the
nervous ^jj+atrb+++=nervous
irritability ^nn+nom+++=irritability
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
extreme ^jj+atrb+++=extreme
sensitiveness ^nns+nom+++=sensitiveness
to ^in++++=to
insult ^nn++++=insult
or ^cc++++=or
contradiction ^nn+nom+++=contradiction.
. ^zz++++=EXTRAWORD
By ^in++++=By
these ^dt+dem+++=these
means ^nn++++=means
they ^pp3a+pp3+++=they
sought ^vbd+++xvbnx+=sought
to ^to++++=to
prepare ^vbi++++=prepare
the ^ati++++=the
judges ^vb++++=judges
to ^to+vcmp+++=to
interpret ^vbi++++=interpret
every ^at++++=every
thing ^nn++++=thing
in ^in++++=in
favor ^in"++++=favor
of ^in"++++=of
the ^ati++++=the
Count ^nn++++=Count,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
it ^pp3+it+++=it
should ^md+nec+++=should
prove ^vb+vprv+++=prove
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
inflicted ^vprf+++xvbnx+=inflicted
the ^ati++++=the
mortal ^nn++++=mortal
blow ^nn++++=blow
on ^in++++=on
the ^ati++++=the
usurer ^jjr++++=usurer,
, ^zz++++=EXTRAWORD
to ^to++++=to
attribute ^vbi++++=attribute
it ^pp3+it+++=it
to ^in++++=to
access ^nn++++=access
of ^in++++=of
insanity ^nn+nom+++=insanity,
, ^zz++++=EXTRAWORD
provoked ^xvbn+++xvbn+=provoked
by ^in++++=by
insult ^nn++++=insult.
. ^zz++++=EXTRAWORD
To ^to++++=To
give ^vbi++++=give
full ^jj+atrb+++=full
effect ^nn++++=effect
to ^in++++=to
these ^dt+dem+++=these
representations ^nns+nom+++=representations,
, ^zz++++=EXTRAWORD
the ^ati++++=the
noble ^jj+atrb+++=noble
conclave ^nn++++=conclave
determined ^jj+++xvbn+=determined
to ^to+jcmp+++=to
bring ^vbi++++=bring
upon ^in++++=upon
the ^ati++++=the
judges ^nns++++=judges
the ^ati++++=the
dazzling ^jj+atrb++xvbg+=dazzling
rays ^nns++++=rays
of ^in++++=of
the ^ati++++=the
whole ^jj+atrb+++=whole
assembled ^jj+atrb++xvbn+=assembled
