Into ^in++++=Into
Iranon ^np+++??+=Iranon
and ^cc++++=and
tossed ^vbd+++xvbn+=tossed
him ^pp3o+pp3+++=him
flowers ^nns+nom+++=flowers
and ^cc++++=and
applauded ^vbd+++xvbn+=applauded
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
did ^vbd+dod+aux++=did
Iranon ^np+++??+=Iranon
believe ^vb+vprv+tht0++=believe
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
found ^vprf++tht0+xvbnx+=found
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
thought ^nn+++xvbn+=thought
and ^cc++++=and
felt ^nn+vprv++xvbn+=felt
even ^rb++++=even
as ^ql++++=as
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
town ^nn++++=town
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
hundredth ^od++++=hundredth
as ^ql++++=as
fair ^jj++++=fair
as ^ql++++=as
Aira ^np+++??+=Aira.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
dawn ^nn++++=dawn
came ^vbd+++xvbn+=came
Iranon ^np+++??+=Iranon
looked ^vbd+++xvbn+=looked
about ^in++++=about
with ^in++++=with
dismay ^nn++++=dismay,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
domes ^nns+++??+=domes
of ^in++++=of
Oonai ^np+++??+=Oonai
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
golden ^jj++++=golden
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
grey ^jj++++=grey
and ^cc+phrs+++=and
dismal ^jj++++=dismal.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
men ^nns++++=men
of ^in++++=of
Oonai ^np+++??+=Oonai
were ^vbd+bed+vrb++=were
pale ^nn++++=pale
with ^in++++=with
revelling ^xvbg+++xvbg+=revelling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dull ^jj++++=dull
with ^in++++=with
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unlike ^in++++=unlike
the ^ati++++=the
radient ^jj+atrb+++=radient
men ^nns++++=men
of ^in++++=of
Aira ^np+++??+=Aira.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
because ^cs+cos+++=because
the ^ati++++=the
people ^nns++++=people
had ^vbd+hvd+aux++=had
thrown ^vprf+++xvbnx+=thrown
him ^pp3o+pp3+++=him
blossoms ^nns+++??+=blossoms
and ^cc++++=and
acclaimed ^xvbn+++xvbn+=acclaimed
his ^pp$+pp3+++=his
sings ^vbz++++=sings
Iranon ^np+++??+=Iranon
stayed ^vbd+++xvbn+=stayed
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
him ^pp3o+pp3+++=him
Romnod ^np+++??+=Romnod,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
liked ^vbd+++xvbn+=liked
the ^ati++++=the
revelry ^nn++++=revelry
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
wore ^vpsv++agls+xvbn+=wore
in ^in++++=in
his ^pp$+pp3+++=his
dark ^jj+atrb+++=dark
hair ^nn++++=hair
roses ^nns++++=roses
and ^cc++++=and
myrtle ^nn+++??+=myrtle.
. ^zz++++=EXTRAWORD
Often ^rb++++=Often
at ^in++++=at
night ^nn++++=night
Iranon ^np+++??+=Iranon
sang ^vbd+++xvbn+=sang
to ^in++++=to
the ^ati++++=the
revellers ^nns+nom+++=revellers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
always ^rb++++=always
as ^ql++++=as
before ^in++++=before,
, ^zz++++=EXTRAWORD
crowned ^xvbn+++xvbn+=crowned
only ^rb+down+++=only
in ^in++++=in
the ^ati++++=the
vine ^nn++++=vine
of ^in++++=of
the ^ati++++=the
mountains ^nns++++=mountains
and ^cc++++=and
remembering ^vbg+vprv++xvbg+=remembering
the ^ati++++=the
marble ^nn++++=marble
streets ^nns++++=streets
of ^in++++=of
Aira ^np+++??+=Aira
and ^cc++++=and
the ^ati++++=the
hyaline ^nn+++??+=hyaline
Nithra ^np+++??+=Nithra.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
frescoed ^jj+++xvbn+=frescoed
halls ^npl++++=halls
of ^in++++=of
the ^ati++++=the
Monarch ^nn++++=Monarch
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
sing ^vb++++=sing,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
a ^at++++=a
crystal ^nn++++=crystal
dais ^nn++++=dais
raised ^vbd+++xvbn+=raised
over ^in++++=over
a ^at++++=a
floor ^nn++++=floor
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was
a ^at++++=a
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
brought ^vbd+++xvbnx+=brought
pictures ^nns++++=pictures
to ^in++++=to
his ^pp$+pp3+++=his
hearers ^nns+nom+++=hearers
till ^in++++=till
the ^ati++++=the
floor ^nn++++=floor
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
reflect ^vbi+vprv+++=reflect
old ^jj++++=old,
, ^zz++++=EXTRAWORD
beautiful ^jj++++=beautiful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
half ^abn++++=half-remembered
- ^zz++++=EXTRAWORD
remembered ^vbd+vprv++xvbn+=EXTRAWORD
things ^nns++++=things
instead ^rb+cnj+++=instead
of ^in++++=of
the ^ati++++=the
wine ^nn++++=wine-reddened
- ^zz++++=EXTRAWORD
reddened ^vbd+++xvbn+=EXTRAWORD
feasters ^nns+nom+++=feasters
who ^whp+rel+obj++=who
pelted ^jj+++xvbn+=pelted
him ^pp3o+pp3+++=him
with ^in++++=with
roses ^nns++++=roses.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
King ^nn++++=King
bade ^vbd+++xvbn+=bade
him ^pp3o+pp3+++=him
put ^vbd+++xvbn+=put
away ^rb+phrv+++=away
his ^pp$+pp3+++=his
tattered ^jj+atrb+++=tattered
purple ^nn++++=purple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
clothed ^xvbn+++xvbn+=clothed
him ^pp3o+pp3+++=him
in ^in++++=in
satin ^nn++++=satin
and ^cc++++=and
cloth ^nn++++=cloth-of-gold,
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
gold ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
rings ^nns++++=rings
of ^in++++=of
green ^nn++++=green
jade ^nn+++??+=jade
and ^cc++++=and
bracelets ^nns+nom+++=bracelets
of ^in++++=of
tinted ^jj+atrb+++=tinted
ivory ^nn++++=ivory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lodged ^vbd+++xvbn+=lodged
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
gilded ^jj+atrb++xvbn+=gilded
and ^cc+phrs+++=and
tapestried ^jj+atrb+++=tapestried
chamber ^nn++++=chamber
on ^in++++=on
a ^at++++=a
bed ^nn++++=bed
of ^in++++=of
sweet ^nn++++=sweet
carven ^vbd+++xvbn+=carven
wood ^npl++++=wood
with ^in++++=with
canopies ^nns+++??+=canopies
and ^cc++++=and
coverlets ^nns+nom+++=coverlets
of ^in++++=of
flower ^nn++++=flower-embroidered
- ^zz++++=EXTRAWORD
embroidered ^jj+atrb++xvbn+=EXTRAWORD
silk ^nn++++=silk.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
dwelt ^vbd+++xvbn+=dwelt
Iranon ^np+++??+=Iranon
in ^in++++=in
Oonai ^np+++??+=Oonai,
, ^zz++++=EXTRAWORD
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
lutes ^nns+++??+=lutes
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
not ^xnot++not++=not
known ^vbd+vprv++xvbn+=known
how ^wrb+who+whcl++=how
long ^jj+atrb+++=long
Iranon ^np+++??+=Iranon
tarried ^vbd+++xvbn+=tarried
in ^in++++=in
Oonai ^np+++??+=Oonai,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^cd1++++=one
day ^nn++++=day
the ^ati++++=the
King ^npt++++=King
brought ^vbd+++xvbn+=brought
to ^rb+phrv+++=to
the ^ati++++=the
palace ^nn++++=palace
some ^dti++++=some
wild ^jj+atrb+++=wild
whirling ^jj+atrb++xvbg+=whirling
dancers ^nns+nom+++=dancers
from ^in++++=from
the ^ati++++=the
Liranian ^np+++??+=Liranian
desert ^nn++++=desert,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dusky ^jj+atrb++??+=dusky
flute ^nn++++=flute-players
- ^zz++++=EXTRAWORD
players ^nns+nom+++=EXTRAWORD
from ^in++++=from
Drinen ^np+++??+=Drinen
in ^in++++=in
the ^ati++++=the
East ^np+pl+++=East,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
that ^dt+dem+++=that
the ^ati++++=the
revellers ^nns+nom+++=revellers
threw ^vbd+++xvbn+=threw
their ^pp$+pp3+++=their
roses ^nns++++=roses
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
at ^rb++++=at
Iranon ^np+++??+=Iranon
as ^ql++++=as
at ^rb++++=at
the ^ati++++=the
dancers ^nns+nom+++=dancers
and ^cc++++=and
flute ^nn++++=flute-players.
- ^zz++++=EXTRAWORD
players ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
day ^nn++++=day
by ^in++++=by
day ^nn++++=day
that ^tht+rel+obj++=that
Romnod ^np+++??+=Romnod
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
small ^jj+atrb+++=small
boy ^nn++++=boy
in ^in++++=in
granite ^nn++++=granite
Teloth ^np+++??+=Teloth
grew ^vbd+++xvbn+=grew
coarser ^jjr++++=coarser
and ^cc+phrs+++=and
redder ^jjr++++=redder
with ^in++++=with
wine ^nn++++=wine,
, ^zz++++=EXTRAWORD
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
dreamed ^vbd+vprv++xvbnx+=dreamed
less ^rbr++++=less
and ^cc+phrs+++=and
less ^rbr++++=less,
, ^zz++++=EXTRAWORD
amd ^jj+++??+=amd
listened ^jj+++xvbn+=listened
with ^in++++=with
less ^rbr++++=less
delight ^nn++++=delight
to ^in++++=to
the ^ati++++=the
songs ^nns++++=songs
of ^in++++=of
Iranon ^np+++??+=Iranon.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
though ^cs+sub+++=though
Iranon ^np+++??+=Iranon
was ^vbd+bedz+vrb++=was
sad ^jj+pred+++=sad,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ceased ^vbd+++xvbnx+=ceased
not ^xnot++not++=not
to ^to++++=to
sing ^vbi++++=sing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
evening ^nn++++=evening
told ^vbd+vpub++xvbn+=told
again ^rb+tm+++=again
of ^in++++=of
his ^pp$+pp3+++=his
dreams ^nps++++=dreams
of ^in++++=of
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
beryl ^np++++=beryl.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
one ^cd1++++=one
night ^nn++++=night
the ^ati++++=the
reddened ^jj+++xvbn+=reddened
and ^cc++++=and
fattened ^vprf+++xvbn+=fattened
Romnod ^np+++??+=Romnod
snorted ^vbd+++xvbn+=snorted
heavily ^rb++++=heavily
amidst ^in++++=amidst
the ^ati++++=the
poppied ^jj+atrb++xvbn+=poppied
silks ^nns++++=silks
of ^in++++=of
his ^pp$+pp3+++=his
banquet ^nn++++=banquet-couch
- ^zz++++=EXTRAWORD
couch ^nn++++=EXTRAWORD
and ^cc++++=and
died ^vbd+++xvbn+=died
writhing ^jj++++=writhing,
, ^zz++++=EXTRAWORD
whilst ^cs+sub+++=whilst
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
and ^cc++++=and
slender ^jj++++=slender,
, ^zz++++=EXTRAWORD
sang ^j+++xvbn+=sang
to ^in++++=to
himself ^ppl+pp3+++=himself
in ^in++++=in
a ^at++++=a
far ^rb+pl+++=far
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
Iranon ^np+++??+=Iranon
had ^vbd+hvd+aux++=had
wept ^vprf+++xvbnx+=wept
over ^in++++=over
the ^ati++++=the
grave ^nn++++=grave
of ^in++++=of
Romnod ^np+++??+=Romnod
and ^cc++++=and
strewn ^xvbn+++xvbn+=strewn
it ^pp3+it+++=it
with ^in++++=with
green ^jj+atrb+++=green
branches ^nns++++=branches,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
Romnod ^np+++??+=Romnod
used ^vwbn+++xvbn+=used
to ^in++++=to
love ^nn++++=love,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
aside ^rp++++=aside
his ^pp$+pp3+++=his
silks ^nns++++=silks
and ^cc++++=and
gauds ^nns+++??+=gauds
and ^cc++++=and
went ^vbd+++xvbn+=went
forgotten ^vprf+++xvbn+=forgotten
out ^rp+pl+++=out
of ^in++++=of
Oonai ^np+++??+=Oonai
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
lutes ^nns+++??+=lutes
and ^cc++++=and
dancing ^nvbg+++xvbg+=dancing
clad ^jj++++=clad
only ^rb+down+++=only
in ^in++++=in
the ^ati++++=the
ragged ^jj+atrb+++=ragged
purple ^nn++++=purple
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
garlanded ^vpsv++agls+xvbn+=garlanded
with ^in++++=with
fresh ^jj+atrb+++=fresh
vines ^nns++++=vines
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
Into ^in++++=Into
the ^ati++++=the
sunset ^nn++++=sunset
wandered ^vbd+++xvbn+=wandered
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
seeking ^vbg+++xvbg+=seeking
still ^jj+pred+++=still
for ^in++++=for
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
land ^nn++++=land
and ^cc++++=and
for ^in++++=for
men ^nns++++=men
who ^whp+rel+subj++=who
would ^md+prd+++=would
understand ^vb+vprv+++=understand
his ^pp$+pp3+++=his
songs ^nns++++=songs
and ^cc++++=and
dreams ^nps++++=dreams.
. ^zz++++=EXTRAWORD
In ^in++++=In
all ^abn++++=all
the ^ati++++=the
cities ^nns++++=cities
of ^in++++=of
Cydathria ^np+++??+=Cydathria
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
lands ^nns++++=lands
beyond ^in++++=beyond
the ^ati++++=the
Bnazie ^np+++??+=Bnazie
desert ^nn++++=desert
gay ^jj++++=gay-faced
- ^zz++++=EXTRAWORD
faced ^xvbn+++xvbn+=EXTRAWORD
children ^nns++++=children
laughed ^vbd+++xvbn+=laughed
at ^in+ppvb+++=at
his ^pp$+pp3+++=his
olden ^jj+atrb+++=olden
songs ^nns++++=songs
and ^cc++++=and
tattered ^jj+atrb+++=tattered
robe ^nn++++=robe
of ^in++++=of
purple ^nn++++=purple;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Iranon ^np+++??+=Iranon
stayed ^vbd+++xvbn+=stayed
ever ^rb++++=ever
young ^jj++++=young,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wore ^vbd+++xvbn+=wore
wreathes ^nns+++??+=wreathes
upon ^in++++=upon
his ^pp$+pp3+++=his
golden ^jj++++=golden
head ^jjb++++=head
whilst ^cs+sub+++=whilst
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang
of ^in++++=of
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
delight ^nn++++=delight
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past
and ^cc++++=and
hope ^nn++++=hope
of ^in++++=of
the ^ati++++=the
future ^nn++++=future.
. ^zz++++=EXTRAWORD
So ^ql++++=So
came ^vbd+++xvbn+=came
he ^pp3a+pp3+++=he
one ^cd1++++=one
night ^nn++++=night
to ^in++++=to
the ^ati++++=the
squallid ^nn+++??+=squallid
cot ^nn++++=cot
of ^in++++=of
an ^at++++=an
antique ^jj+atrb+++=antique
shepherd ^nn++++=shepherd,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
and ^cc+phrs+++=and
dirty ^jj++++=dirty,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
kept ^vbd+++xvbn+=kept
flocks ^nns++++=flocks
on ^in++++=on
a ^at++++=a
stony ^jj+atrb+++=stony
slope ^nn++++=slope
above ^in+pl+++=above
a ^at++++=a
quicksand ^nn+++??+=quicksand
marsh ^npl++++=marsh.
. ^zz++++=EXTRAWORD
To ^in++++=To
this ^dt+dem+++=this
man ^nn++++=man
Iranon ^np+++??+=Iranon
spoke ^vbd+++xvbn+=spoke,
, ^zz++++=EXTRAWORD
as ^in++++=as
to ^in"++++=to
so ^ql++++=so
many ^ap++++=many
others ^aps++++=others:
: ^zz++++=EXTRAWORD
" ^zz++++="Canst
canst ^nn+++??+=EXTRAWORD
thou ^pp2+pp2+++=thou
tell ^vb++++=tell
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
may ^md+pos+++=may
find ^vb+vprv+++=find
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
marble ^nn++++=marble
and ^cc++++=and
beryl ^np++++=beryl,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
flows ^nns++++=flows
the ^ati++++=the
hyaline ^nn+++??+=hyaline
Nithra ^np+++??+=Nithra
and ^cc+cls+++=and
where ^wrb+who+++=where
the ^ati++++=the
falls ^nn++++=falls
of ^in++++=of
the ^ati++++=the
tiny ^jj+atrb+++=tiny
Kra ^np+++??+=Kra
sing ^vb++++=sing
to ^in++++=to
the ^ati++++=the
verdant ^jj+atrb+++=verdant
valleys ^nns++++=valleys
and ^cc++++=and
hills ^npl++++=hills
forested ^vbd+++xvbn+=forested
with ^in++++=with
yath ^nn+++??+=yath
trees ^nns++++=trees?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
shepherd ^nn++++=shepherd,
, ^zz++++=EXTRAWORD
hearing ^vbg+vprv++xvbg+=hearing,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
long ^rb++++=long
and ^cc+phrs+++=and
strangely ^rb++++=strangely
at ^in++++=at
Iranon ^np+++??+=Iranon,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
recalling ^vbg+nom++xvbg+=recalling
something ^pn++++=something
very ^ql+amp+++=very
far ^rb+pl+++=far
away ^rp+pl+++=away
in ^in++++=in
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
noted ^vbd+vprv++xvbn+=noted
each ^dt++++=each
line ^nn++++=line
of ^in++++=of
the ^ati++++=the
stranger ^jjr+atrb+++=stranger's
's ^vbz+bez+vrb++0=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
golden ^jj+atrb+++=golden
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
crown ^nn++++=crown
of ^in++++=of
vine ^nn++++=vine-leaves.
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
head ^nn++++=head
as ^ql++++=as
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied:
: ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
stranger ^jjr++++=stranger,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
indeed ^qlp++++=indeed
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
names ^nns++++=names
thou ^pp2+pp2+++=thou
hast ^&fw++++=hast
spoken ^jj+++xvbn+=spoken,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
come ^vb++++=come
to ^in++++=to
me ^pp1o+pp1+++=me
from ^in++++=from
afar ^rb++++=afar
down ^in++++=down
the ^ati++++=the
waste ^nn++++=waste
of ^in++++=of
long ^jj+atrb+++=long
years ^nns++++=years.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
them ^pp3o+pp3+++=them
in ^in++++=in
my ^pp$+pp1+++=my
youth ^nn++++=youth
from ^in++++=from
the ^ati++++=the
lips ^nns++++=lips
of ^in++++=of
a ^at++++=a
playmate ^nn+nom+++=playmate,
, ^zz++++=EXTRAWORD
a ^at++++=a
beggar ^nn++++=beggar's
's ^$++++=EXTRAWORD
boy ^nn++++=boy
given ^vwbn+++xvbn+=given
to ^in++++=to
strange ^jj+atrb+++=strange
dreams ^nps++++=dreams,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
weave ^vb++++=weave
long ^jj+atrb+++=long
tales ^nns++++=tales
about ^in++++=about
the ^ati++++=the
moon ^nn++++=moon
and ^cc++++=and
the ^ati++++=the
flowers ^nns+nom+++=flowers
and ^cc++++=and
the ^ati++++=the
west ^np+pl+++=west
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
used ^md"++pmd"++=used
to ^to++++=to
laugh ^vb++++=laugh
at ^in+ppvb+++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we
knew ^vbd+vprv++xvbn+=knew
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
birth ^nn++++=birth
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
himself ^ppl+pp3+++=himself
a ^at++++=a
King ^np++++=King's
's ^$++++=EXTRAWORD
son ^nn++++=son.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
comely ^jj+pred+++=comely,
, ^zz++++=EXTRAWORD
even ^rb++++=even
as ^ql++++=as
thou ^pp2+pp2+++=thou,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
full ^jj++++=full
of ^in++++=of
folly ^nn++++=folly
and ^cc++++=and
strangeness ^nns+nom+++=strangeness;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
ran ^vbd+++xvbnx+=ran
away ^rp+pl+++=away
when ^wrb+who+++=when
small ^jj++++=small
to ^to++++=to
find ^vbi+vprv+tht0++=find
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
would ^md+prd+++=would
listen ^vb++++=listen
gladly ^rb++++=gladly
to ^in++++=to
his ^pp$+pp3+++=his
songs ^nns++++=songs
and ^cc++++=and
dreams ^nps++++=dreams.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
often ^rb++++=often
hath ^vbz+hvz+aux++=hath
he ^pp3a+pp3+++=he
sung ^vbd+++xvbnx+=sung
to ^in++++=to
me ^pp1o+pp1+++=me
of ^in++++=of
lands ^nns++++=lands
that ^tht+rel+subj++=that
never ^rb++++=never
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
things ^nns++++=things
that ^tht+rel+subj++=that
never ^rb++++=never
can ^md+pos+++=can
be ^vb+be+vrb++=be!
! ^zz++++=EXTRAWORD
Of ^in++++=Of
Aira ^np+++??+=Aira
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
speak ^vb++++=speak
much ^rb++++=much;
; ^zz++++=EXTRAWORD
of ^in++++=of
Aira ^np+++??+=Aira
and ^cc++++=and
the ^ati++++=the
river ^nn++++=river
Nithra ^np+++??+=Nithra,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
falls ^nn++++=falls
of ^in++++=of
the ^ati++++=the
tiny ^jj+atrb+++=tiny
Kra ^np+++??+=Kra.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
would ^md+prd+++=would
he ^pp3a+pp3+++=he
ever ^rb++++=ever
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
once ^cs+tm+++=once
dwelt ^vprf+++xvbn+=dwelt
as ^ql++++=as
a ^at++++=a
Prince ^nn++++=Prince,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
here ^rn+pl+++=here
we ^pp1a+pp1+++=we
knew ^vbd+vprv++xvbn+=knew
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
birth ^nn++++=birth.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
ever ^rb++++=ever
a ^at++++=a
marble ^nn++++=marble
city ^nn++++=city
of ^in++++=of
Aira ^np+++??+=Aira,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
could ^md+pos+++=could
delight ^vb++++=delight
in ^in++++=in
strange ^jj+atrb+++=strange
songs ^nns++++=songs,
, ^zz++++=EXTRAWORD
save ^vb++++=save
in ^in++++=in
the ^ati++++=the
dreams ^nps++++=dreams
of ^in++++=of
mine ^nn++++=mine
old ^jj+atrb+++=old
playmate ^nn+nom+++=playmate
Iranon ^np+++??+=Iranon
who ^whp+rel+subj++=who
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
in ^in++++=in
the ^ati++++=the
twilight ^nn++++=twilight,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
stars ^nns++++=stars
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
one ^pn++++=one
by ^in++++=by
one ^cd1++++=one
and ^cc++++=and
the ^ati++++=the
moon ^np++++=moon
cast ^vbd+++xvbn+=cast
on ^in++++=on
the ^ati++++=the
marsh ^nn++++=marsh
a ^at++++=a
radiance ^nn+nom+++=radiance
like ^in++++=like
