Before ^cs+sub+++=Before
utmost ^jjb+atrb+++=utmost
readiness ^nns+nom+++=readiness
by ^in++++=by
the ^ati++++=the
highly ^rb+amp+++=highly
respectable ^jj++++=respectable
Do ^vb+do+vrb++=Do'em;
'em; ^nn+++??+=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
captain ^nn++++=captain
himself ^ppl+pp3+++=himself
struts ^nns++++=struts
and ^cc++++=and
swaggers ^nns+nom+++=swaggers
about ^in++++=about
with ^in++++=with
that ^dt+dem+++=that
compound ^nn++++=compound
air ^nn++++=air
of ^in++++=of
conscious ^jj+atrb+++=conscious
superiority ^nn+nom+++=superiority
and ^cc++++=and
general ^jj+atrb+++=general
blood ^nn++++=blood-thirstiness
- ^zz++++=EXTRAWORD
thirstiness ^nns+nom+++=EXTRAWORD
which ^whp+rel+obj++=which
a ^at++++=a
military ^jj+atrb+++=military
captain ^nn++++=captain
should ^md+nec+++=should
always ^rb+cnj+++=always,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
does ^vbz+doz+vrb++=does
most ^ql+emph+++=most
times ^nns++++=times,
, ^zz++++=EXTRAWORD
wear ^vb++++=wear,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
admiration ^nn+nom+++=admiration
and ^cc++++=and
terror ^nn++++=terror
of ^in++++=of
plebeian ^jj+atrb+++=plebeian
men ^nns++++=men.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
tradesmen ^nns++++=tradesmen's
's ^$++++=EXTRAWORD
backs ^nns++++=backs
are ^vb+ber+aux++=are
no ^at++++=no
sooner ^rbr++++=sooner
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
than ^in++++=than
the ^ati++++=the
captain ^nn++++=captain,
, ^zz++++=EXTRAWORD
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
eccentricity ^nn+nom+++=eccentricity
of ^in++++=of
a ^at++++=a
mighty ^ql++++=mighty
mind ^vb+++??+=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
assisted ^vpsv++by+xvbn+=assisted
by ^in++++=by
the ^ati++++=the
faithful ^jj++++=faithful
Do ^vb+do+vrb++=Do'em,
'em, ^jj+++??+0=EXTRAWORD
whose ^whp+who+++=whose
devoted ^jj+atrb++xvbn+=devoted
fidelity ^nn+nom+++=fidelity
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
least ^rbt++++=least
touching ^jj+atrb++xvbg+=touching
part ^nn++++=part
of ^in++++=of
his ^pp$+pp3+++=his
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
disposes ^nns+++??+=disposes
of ^in+ppvb+++=of
everything ^pn++++=everything
to ^in++++=to
great ^jj+atrb+++=great
advantage ^nn+nom+++=advantage;
; ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
articles ^nns++++=articles
fetch ^vb++++=fetch
small ^jj+atrb+++=small
sums ^nns++++=sums,
, ^zz++++=EXTRAWORD
still ^rb++++=still
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
sold ^vpsv++agls+xvbnx+=sold
considerably ^rb++++=considerably
above ^jjb+atrb+++=above
cost ^nn++++=cost
price ^nn++++=price,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cost ^nn++++=cost
to ^in++++=to
the ^ati++++=the
captain ^nn++++=captain
having ^xvbg+++xvbg+=having
been ^vprf+ben+vrb+xvbn+=been
nothing ^pn++++=nothing
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
After ^in++++=After
various ^jj+atrb+++=various
manoeuvres ^nns++++=manoeuvres,
, ^zz++++=EXTRAWORD
the ^ati++++=the
imposture ^nn+++??+=imposture
is ^vbz+bez+aux++=is
discovered ^vpsv++agls+xvbnx+=discovered,
, ^zz++++=EXTRAWORD
Fitz ^np+++??+=Fitz-Fiercy
- ^zz++++=EXTRAWORD
fiercy ^nn+++??+=EXTRAWORD
and ^cc++++=and
Do ^vb+do+aux++=Do'em
them ^pp3o+pp3+++0=EXTRAWORD
are ^vb+ber+aux++=are
recognized ^vpsv++agls+xvbnx+=recognized
as ^ql++++=as
confederates ^nns+nom+++=confederates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
police ^nns++++=police
office ^nn++++=office
to ^to++++=to
which ^whp+who+++=which
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
both ^abx++++=both
taken ^jj+++xvbn+=taken
is ^vbz+bez+aux++=is
thronged ^vpsv++agls+xvbnx+=thronged
with ^in++++=with
their ^pp$+pp3+++=their
dupes ^nns+++??+=dupes.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
can ^md+pos+++=can
fail ^vb++++=fail
to ^to+vcmp+++=to
recognize ^vbi+vprv+++=recognize
in ^in++++=in
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
the ^ati++++=the
exact ^jj+atrb+++=exact
counterpart ^nn++++=counterpart
of ^in++++=of
the ^ati++++=the
best ^jjt+atrb+++=best
portion ^nn+nom+++=portion
of ^in++++=of
a ^at++++=a
theatrical ^jj+atrb+++=theatrical
pantomime ^nn++++=pantomime--Fitz-Whisker
-- ^--+clp+++=EXTRAWORD
fitz ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
whisker ^jjr++++=EXTRAWORD
Fiercy ^np+++??+=Fiercy
by ^in++++=by
the ^ati++++=the
clown ^jj+++xvbn+=clown;
; ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do'em
them ^pp3o+pp3+++0=EXTRAWORD
by ^in++++=by
the ^ati++++=the
pantaloon ^nn+++??+=pantaloon;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
supernumeraries ^nns++++=supernumeraries
by ^in++++=by
the ^ati++++=the
tradesmen ^nns++++=tradesmen?
? ^zz++++=EXTRAWORD
The ^ati++++=The
best ^nn++++=best
of ^in++++=of
the ^ati++++=the
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
very ^ql+amp+++=very
coalmerchant ^nn+nom+++=coalmerchant
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
loudest ^jjt+pred+++=loudest
in ^in++++=in
his ^pp$+pp3+++=his
complaints ^nns++++=complaints
against ^in++++=against
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+obj++=who
defrauded ^jj+++xvbn+=defrauded
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
identical ^jj+atrb+++=identical
man ^nn++++=man
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
centre ^nn++++=centre
of ^in++++=of
the ^ati++++=the
very ^ql+amp+++=very
front ^jjb+atrb+++=front
row ^nn++++=row
of ^in++++=of
the ^ati++++=the
pit ^nn++++=pit
last ^jj+atrb+++=last
night ^nn++++=night
and ^cc++++=and
laughed ^vbd+++xvbn+=laughed
the ^ati++++=the
most ^ql+emph+++=most
boisterously ^jj++++=boisterously
at ^rb++++=at
this ^dt+dem+++=this
very ^ql+amp+++=very
same ^ap++++=same
thing, ^nn+++??+=thing,--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
not ^xnot++not++=not
so ^ql++++=so
well ^rb++++=well
done ^vprf+++xvbn+=done
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
Talk ^nn++++=Talk
of ^in++++=of
Grimaldi ^np+++??+=Grimaldi,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
say ^vb+vpub+++=say
again ^rb+tm+++=again!
! ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
Grimaldi ^np+++??+=Grimaldi,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
best ^jjt+atrb+++=best
days ^nns++++=days,
, ^zz++++=EXTRAWORD
ever ^rb++++=ever
do ^vb+do+vrb++=do
anything ^pn++++=anything
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way
equal ^jj++++=equal
to ^in++++=to
Da ^np+++??+=Da
Costa ^np++++=Costa?
? ^zz++++=EXTRAWORD
The ^ati++++=The
mention ^nn+nom+++=mention
of ^in++++=of
this ^dt+dem+++=this
latter ^ap++++=latter
justly ^rb++++=justly
celebrated ^jj+++xvbn+=celebrated
clown ^vwbn+++xvbn+=clown
reminds ^vbz++++=reminds
us ^pp1o+pp1+++=us
of ^in++++=of
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
piece ^nn++++=piece
of ^in++++=of
humour ^nn++++=humour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fraudulently ^nn++++=fraudulently
obtaining ^vwbg+++xvbg+=obtaining
certain ^jj+atrb+++=certain
stamped ^jj+atrb++xvbn+=stamped
acceptances ^nns+nom+++=acceptances
from ^in++++=from
a ^at++++=a
young ^jj+atrb+++=young
gentleman ^nn+nom+++=gentleman
in ^in++++=in
the ^ati++++=the
army ^nn++++=army.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
laid ^vprf+++xvbnx+=laid
down ^rb+phrv+++=down
our ^pp$+pp1+++=our
pen ^nn++++=pen
to ^to++++=to
contemplate ^nn+nom+++=contemplate
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
this ^dt+dem+++=this
admirable ^jj+atrb+++=admirable
actor ^nn++++=actor's
's ^$++++=EXTRAWORD
performance ^nn+nom+++=performance
of ^in++++=of
that ^dt+dem+++=that
exquisite ^nn++++=exquisite
practical ^jj+atrb+++=practical
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
than ^in++++=than
a ^at++++=a
new ^jj+atrb+++=new
branch ^nn++++=branch
of ^in++++=of
our ^pp$+pp1+++=our
subject ^nn++++=subject
flashed ^vbd+++xvbn+=flashed
suddenly ^rb++++=suddenly
upon ^in++++=upon
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
So ^ql++++=So
we ^pp1a+pp1+++=we
take ^vb++++=take
it ^pp3+it+++=it
up ^rp++++=up
again ^rb+tm+++=again
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
All ^abn++++=All
people ^nns++++=people
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
behind ^in+pl+++=behind
the ^ati++++=the
scenes ^nns++++=scenes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
most ^ql+emph+++=most
people ^nns++++=people
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
before ^in++++=before
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
in ^in++++=in
the ^ati++++=the
representation ^nn+nom+++=representation
of ^in++++=of
a ^at++++=a
pantomime ^nn++++=pantomime,
, ^zz++++=EXTRAWORD
a ^ap++++=a
good ^ap"++++=good
many ^ap"++++=many
men ^nns++++=men
are ^vb+ber+aux++=are
sent ^vpsv++agls+xvbnx+=sent
upon ^in++++=upon
the ^ati++++=the
stage ^nn++++=stage
for ^in++++=for
the ^ati++++=the
express ^jjb+atrb+++=express
purpose ^nn++++=purpose
of ^in++++=of
being ^nn+nn+aux++=being
cheated ^vwbn+++xvbn+=cheated,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
knocked ^vprf+++xvbn+=knocked
down ^rb+cnj+++=down,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
both ^abx++++=both.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
down ^rp++++=down
to ^in++++=to
a ^at++++=a
moment ^nn++++=moment
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
understand ^vb+vprv+++=understand
for ^in++++=for
what ^wdt+who+++=what
possible ^jj+atrb+++=possible
purpose ^nn++++=purpose
a ^at++++=a
great ^jj+atrb+++=great
number ^nn++++=number
of ^in++++=of
odd ^jj++++=odd,
, ^zz++++=EXTRAWORD
lazy ^jj++++=lazy,
, ^zz++++=EXTRAWORD
large ^jj++++=large-headed
- ^zz++++=EXTRAWORD
headed ^vbd+++xvbn+=EXTRAWORD
men ^nns++++=men,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
one ^cd1++++=one
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
meeting ^xvbg+++xvbg+=meeting
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everywhere ^rb+cnj+++=everywhere,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
ever ^rb++++=ever
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
created ^vpsv++agls+xvbnx+=created.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
the ^ati++++=the
supernumeraries ^nns++++=supernumeraries
in ^in++++=in
the ^ati++++=the
pantomime ^nn++++=pantomime
of ^in++++=of
life ^nn++++=life;
; ^zz++++=EXTRAWORD
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
thrust ^vpsv++agls+xvbnx+=thrust
into ^in++++=into
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
other ^ap++++=other
view ^nn++++=view
than ^in++++=than
to ^to++++=to
be ^vbi+vbi+aux++=be
constantly ^rb++splt++=constantly
tumbling ^nvbg+++xvbg+=tumbling
over ^in++++=over
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
running ^nvbg+++xvbg+=running
their ^pp$+pp3+++=their
heads ^nns++++=heads
against ^in++++=against
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
strange ^jj+atrb+++=strange
things ^nns++++=things.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
sat ^vbd+++xvbn+=sat
opposite ^jj++++=opposite
to ^to++++=to
one ^pn++++=one
of ^in++++=of
these ^dt+dem+++=these
men ^nns++++=men
at ^in++++=at
a ^at++++=a
suppertable ^jj++++=suppertable,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
last ^rb++++=last
week ^nn++++=week.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
we ^pp1a+pp1+++=we
think ^vb+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
exactly ^rb++++=exactly
like ^in++++=like
the ^ati++++=the
gentlemen ^nns++++=gentlemen
with ^in++++=with
the ^ati++++=the
pasteboard ^nn+++??+=pasteboard
heads ^nns++++=heads
and ^cc++++=and
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
do ^vb+do+vrb++=do
the ^ati++++=the
corresponding ^jj+atrb++xvbg+=corresponding
business ^nns+nom+++=business
in ^in++++=in
the ^ati++++=the
theatrical ^jj+atrb+++=theatrical
pantomimes ^nns+++??+=pantomimes;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
broad ^jj++++=broad
stolid ^jj++++=stolid
simper ^jjr++++=simper--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
same ^ap++++=same
dull ^jj+atrb+++=dull
leaden ^jj+atrb++xvbn+=leaden
eye ^nn++++=eye--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
same ^ap++++=same
unmeaning ^nvbg+++xvbg+=unmeaning,
, ^zz++++=EXTRAWORD
vacant ^jj+atrb+++=vacant
stare ^nn++++=stare;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whatever ^nn+nom+++=whatever
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whatever ^nn+nom+++=whatever
was ^vbd+bedz+aux++=was
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
always ^rb++++=always
came ^vbd+++xvbn+=came
in ^in++++=in
at ^in++++=at
precisely ^rb++++=precisely
the ^ati++++=the
wrong ^jj+atrb+++=wrong
place ^nn++++=place,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
jostled ^vpsv++agls+xvbn+=jostled
against ^in++++=against
something ^pn++++=something
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
business ^nns+nom+++=business
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
man ^nn++++=man
across ^in+pl+++=across
the ^ati++++=the
table ^nn++++=table
again ^rb+tm+++=again
and ^cc+phrs+++=and
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
not ^xnot++not++=not
satisfy ^vb++++=satisfy
ourselves ^ppls+pp1+++=ourselves
what ^wdt+who+++=what
race ^nn++++=race
of ^in++++=of
beings ^nns++++=beings
to ^in++++=to
class ^nn++++=class
him ^pp3o+pp3+++=him
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
very ^ql+amp+++=very
odd ^jj++++=odd
that ^tht+jcmp+++=that
this ^dt+pdem+++=this
never ^rb++++=never
occurred ^vbd+++xvbn+=occurred
to ^in++++=to
us ^pp1o+pp1+++=us
before ^in+strn+++=before!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
will ^md+prd+++=will
frankly ^rb++++=frankly
own ^ap++++=own
that ^cs+sub+++=that
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
much ^ap++++=much
troubled ^jj+++xvbn+=troubled
with ^in++++=with
the ^ati++++=the
harlequin ^nn+++??+=harlequin.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
see ^vb+vprv+++=see
harlequins ^nns+++??+=harlequins
of ^in++++=of
so ^ql++++=so
many ^ap++++=many
kinds ^nns++++=kinds
in ^in++++=in
the ^ati++++=the
real ^rb+emph+++=real
living ^jj+atrb++xvbg+=living
pantomime ^nn++++=pantomime,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
hardly ^rb+down+++=hardly
know ^vb+vprv+++=know
which ^wdt+who+whcl++=which
to ^to++++=to
select ^vbi++++=select
as ^in++++=as
the ^ati++++=the
proper ^jj++++=proper
fellow ^jjb++++=fellow
of ^in++++=of
him ^pp3o+pp3+++=him
of ^in++++=of
the ^ati++++=the
theatres ^nns++++=theatres.
. ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
time ^nn++++=time
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
disposed ^jj++agls+xvbnx+=disposed
to ^to+jcmp+++=to
think ^vbi+vprv+++=think
that ^tht+vcmp+++=that
the ^ati++++=the
harlequin ^nn+++??+=harlequin
was ^vbd+bedz+vrb++=was
neither ^dt++neg++=neither
more ^rbr++++=more
nor ^cc+phrs+neg++=nor
less ^rbr++++=less
than ^in++++=than
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
of ^in++++=of
family ^nn++++=family
and ^cc++++=and
independent ^jj+atrb+++=independent
property ^nn++++=property,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run
away ^rb+phrv+++=away
with ^in+ppvb+++=with
an ^at++++=an
opera ^nn++++=opera-dancer,
- ^zz++++=EXTRAWORD
dancer ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
fooling ^nvbg+++xvbg+=fooling
his ^pp$+pp3+++=his
life ^nn++++=life
and ^cc++++=and
his ^pp$+pp3+++=his
means ^nn++++=means
away ^rp+pl+++=away
in ^in++++=in
light ^nn++++=light
and ^cc++++=and
trivial ^jj+atrb+++=trivial
amusements ^nns+nom+++=amusements.
. ^zz++++=EXTRAWORD
On ^in++++=On
reflection ^nn+nom+++=reflection,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
remembered ^vbd+vprv++xvbn+=remembered
that ^tht+vcmp+++=that
harlequins ^nns+++??+=harlequins
are ^vb+ber+vrb++=are
occasionally ^rb++++=occasionally
guilty ^jj+pred+++=guilty
of ^in++++=of
witty ^jj++++=witty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
clever ^jj+atrb+++=clever
acts ^nns++++=acts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
rather ^rb++splt++=rather
disposed ^jj++agls+xvbnx+=disposed
to ^to+jcmp+++=to
acquit ^vb+++??+=acquit
our ^pp$+pp1+++=our
young ^jj+atrb+++=young
men ^nns++++=men
of ^in++++=of
family ^nn++++=family
and ^cc++++=and
independent ^jj+atrb+++=independent
property ^nn++++=property,
, ^zz++++=EXTRAWORD
generally ^rb+down+++=generally
speaking ^jj+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
of ^in++++=of
any ^dti++++=any
such ^abl++++=such
misdemeanours ^nns+++??+=misdemeanours.
. ^zz++++=EXTRAWORD
On ^in++++=On
a ^at++++=a
more ^rbr++++=more
mature ^jj+atrb+++=mature
consideration ^nn+nom+++=consideration
of ^in++++=of
the ^ati++++=the
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
arrived ^vprf+++xvbnx+=arrived
at ^rb++++=at
the ^ati++++=the
conclusion ^nn++++=conclusion
that ^tht+ncmp+++=that
the ^ati++++=the
harlequins ^nns+++??+=harlequins
of ^in++++=of
life ^nn++++=life
are ^vb+ber+vrb++=are
just ^rb+emph+++=just
ordinary ^jj+atrb+++=ordinary
men ^nns++++=men,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
no ^at++++=no
particular ^jj+atrb+++=particular
walk ^nn++++=walk
or ^cc++++=or
degree ^nn++++=degree,
, ^zz++++=EXTRAWORD
on ^in++++=on
whom ^whp+rel+pied++=whom
a ^at++++=a
certain ^jj+atrb+++=certain
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
particular ^jj+atrb+++=particular
conjunction ^nn+nom+++=conjunction
of ^in++++=of
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
confers ^nns+nom+++=confers
the ^ati++++=the
magic ^jj+atrb+++=magic
wand ^nn++++=wand.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+pdem+++=this
brings ^vbz++++=brings
us ^pp1o+pp1+++=us
to ^in++++=to
a ^ap++++=a
few ^ap"++++=few
words ^nns++++=words
on ^in++++=on
the ^ati++++=the
pantomime ^nn++++=pantomime
of ^in++++=of
public ^nn++++=public
and ^cc++++=and
political ^jj+atrb+++=political
life ^nn++++=life,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
say ^vb+vpub+++=say
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
conclude ^vb+vprv+++=conclude-merely
- ^zz++++=EXTRAWORD
merely ^rb+down+++=EXTRAWORD
premising ^jj+++xvbg+=premising
in ^in++++=in
this ^dt+dem+++=this
place ^nn++++=place
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
decline ^vb++++=decline
any ^dti++++=any
reference ^nn+nom+++=reference
whatever ^nn+nom+++=whatever
to ^in++++=to
the ^ati++++=the
columbine ^nn+++??+=columbine,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
in ^in++++=in
no ^at++++=no
wise ^jj++++=wise
satisfied ^jj+++xvbn+=satisfied
of ^in++++=of
the ^ati++++=the
nature ^nn++++=nature
of ^in++++=of
her ^pp$+pp3+++=her
connection ^nn+nom+++=connection
with ^in++++=with
her ^pp$+pp3+++=her
parti ^nn+++??+=parti-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
lover ^nn++++=lover,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
feeling ^nvbg+++xvbg+=feeling
by ^in++++=by
any ^dti++++=any
means ^nns++++=means
clear ^jj++++=clear
that ^tht+jcmp+++=that
we ^pp1a+pp1+++=we
should ^md+nec+++=should
be ^vb+be+aux++=be
justified ^vpsv++agls+xvbnx+=justified
in ^in++++=in
introducing ^xvbg+++xvbg+=introducing
her ^pp3o+pp3+++=her
to ^in++++=to
the ^ati++++=the
virtuous ^jj+atrb+++=virtuous
and ^cc+phrs+++=and
respectable ^jj+atrb+++=respectable
ladies ^nns++++=ladies
who ^whp+rel+subj++=who
peruse ^vb+++??+=peruse
our ^pp$+pp1+++=our
lucubrations ^nns+nom+++=lucubrations.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
take ^vb++++=take
it ^pp3+it+++=it
that ^cs+sub+++=that
the ^ati++++=the
commencement ^nn+nom+++=commencement
of ^in++++=of
a ^at++++=a
Session ^nn++++=Session
of ^in++++=of
Parliament ^nn+nom+++=Parliament
is ^vbz+bez+vrb++=is
neither ^dt++neg++=neither
more ^rbr++++=more
nor ^cc+phrs+neg++=nor
less ^rbr++++=less
than ^in++++=than
the ^ati++++=the
drawing ^jj+++xvbg+=drawing
up ^rp++++=up
of ^in++++=of
the ^ati++++=the
curtain ^nn++++=curtain
for ^in++++=for
a ^at++++=a
grand ^jj+atrb+++=grand
comic ^jj+atrb+++=comic
pantomime ^nn++++=pantomime,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
Majesty ^np++++=Majesty's
's ^$++++=EXTRAWORD
most ^ql+emph+++=most
gracious ^jj+atrb+++=gracious
speech ^nn++++=speech
on ^in++++=on
the ^ati++++=the
opening ^jj+++xvbg+=opening
thereof ^rb++++=thereof
may ^md+pos+++=may
be ^vb+be+vrb++=be
not ^xnot++not++=not
inaptly ^jj++++=inaptly
compared ^jj+++xvbn+=compared
to ^in++++=to
the ^ati++++=the
clown ^jj+++xvbn+=clown's
's ^vbz+bez+aux++0=EXTRAWORD
opening ^vbg+++xvbgx+=opening
speech ^nn++++=speech
