1 ^zz++++=1
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
long ^jj+atrb+++=long
story ^nn++++=story
short ^jj++++=short,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
comes ^vbz++++=comes
through ^in++++=through
with ^in++++=with
sixty ^cd++++=sixty!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
story ^nn++++=story
never ^rb++++=never
failed ^vbd+++xvbn+=failed
to ^to+vcmp+++=to
fascinate ^nn+nom+++=fascinate
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy,
, ^zz++++=EXTRAWORD
for ^in++++=for
two ^cd++++=two
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
liked ^vbd+++xvbnx+=liked
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
taken ^vpsv++agls+xvbnx+=taken
into ^in++++=into
the ^ati++++=the
confidence ^nn+nom+++=confidence
of ^in++++=of
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
made ^vwbn+++xvbn+=made
so ^pn+emph+++=so
princely ^jj++++=princely
a ^at++++=a
salary ^nn++++=salary;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
reminded ^vbd+vsua++xvbn+=reminded
him ^pp3o+pp3+++=him
of ^in++++=of
the ^ati++++=the
tormenting ^jj+atrb++xvbg+=tormenting
idea ^nn++++=idea
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
thirty ^cd++++=thirty
dollars ^nns++++=dollars
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
every ^at++++=every
Friday ^nr++++=Friday
in ^in++++=in
his ^pp$+pp3+++=his
envelope ^nn++++=envelope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
bolstered ^vbd+++xvbn+=bolstered
up ^rp++++=up
his ^pp$+pp3+++=his
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
with ^in++++=with
the ^ati++++=the
glittering ^jj+atrb+++=glittering
example ^nn++++=example
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum
and ^cc++++=and
the ^ati++++=the
constant ^jj+atrb+++=constant
harassings ^nns+++??+=harassings
by ^in++++=by
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
and ^cc++++=and
expressed ^jj+atrb++xvbn+=expressed
strong ^jj+atrb+++=strong
views ^nns++++=views
on ^in++++=on
the ^ati++++=the
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
some ^dti++++=some
day ^nn++++=day
conquer ^vb++++=conquer
his ^pp$+pp3+++=his
qualms ^nns++++=qualms
and ^cc++++=and
demand ^nn++++=demand
the ^ati++++=the
raise ^vb++++=raise
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
to ^to+vcmp+++=to
be ^vbi++vrb++=be
due ^jj+pred+++=due
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
your ^pp$+pp2+++=your
crust ^nn++++=crust,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
Mr ^vb++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum
in ^in++++=in
tones ^nns++++=tones
of ^in++++=of
frank ^jj+atrb+++=frank
admiration ^nn+nom+++=admiration.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
rejoined ^vbd+++xvbn+=rejoined
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
long ^jj++++=long,
, ^zz++++=EXTRAWORD
long ^rb++++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
an ^at++++=an
Oxford ^np++++=Oxford-brogue
- ^zz++++=EXTRAWORD
brogue ^nn++++=EXTRAWORD
style ^nn++++=style
K ^zz++++=K
6 ^zz++++=6
on ^in++++=on
a ^at++++=a
dame ^np++++=dame,
, ^zz++++=EXTRAWORD
' ^zz++++='How
how ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
Schwab ^np+++??+=Schwab
get ^vb++++=get
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
did ^vbd+dod+aux++=did
Rockefeller ^np+nom++??+=Rockefeller?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
did ^vbd+dod+aux++=did
this ^dt+dem+++=this
here ^rn+pl+++=here
Vanderlip ^np+++??+=Vanderlip?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
by ^in++++=by
being ^xvbg+++xvbg+=being
humble ^jj++++=humble?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
by ^in++++=by
setting ^xvbg+++xvbg+=setting
still ^rb++++=still?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
bet ^vbd+vpub++xvbn+=bet
your ^pp$+pp2+++=your
sweet ^jj+atrb+++=sweet
boots ^nns++++=boots
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
been ^vprf+ben+aux+xvbn+=been
reading ^vbg+++xvbgx+=reading
an ^at++++=an
article ^nn++++=article
in ^in++++=in
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
Can ^md+pos+++=Can
and ^cc++++=and
I ^pp1a+pp1+++=I
Will ^md+prd+++=Will,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
called ^vbd+++xvbn+=called
' ^zz++++='Big
big ^jj+atrb+++=EXTRAWORD
Bugs ^np+++??+=Bugs--And
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
How ^wrb+who+++=How
They ^pp3a+pp3+++=They
Got ^vbd+++xvbnx+=Got
That ^dt+dem+++=That
Way ^nn++++=Way,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
it ^pp3+it+++=it
tells ^vbz++++=tells
all ^abn++++=all
about ^in++++=about
those ^dt+dem+++=those
fellows ^nns++++=fellows
and ^cc+cls+++=and
how ^wrb+who+++=how
most ^ap+emph+++=most
of ^in++++=of
them ^pp3o+pp3+++=them
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
newspaper ^nn+nom+++=newspaper
reporters ^nns+nom+++=reporters
and ^cc++++=and
puddlers ^nns+nom+++=puddlers--whatever
-- ^--+clp+++=EXTRAWORD
whatever ^nn+nom+++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is--until
-- ^--+clp+++=EXTRAWORD
until ^cs+sub+++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do
something ^pn++++=something
decisive ^jj++++=decisive!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
And ^cc++++=And
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
something ^pn++++=something
decisive ^jj++++=decisive.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
Braddy ^np+++??+=Braddy,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
the ^ati++++=the
devil ^nn++++=devil
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
something ^pn++++=something
decisive ^jj++++=decisive?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy
meekly ^rb++++=meekly.
. ^zz++++=EXTRAWORD
" ^zz++++="Anything.
anything ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
a ^at++++=a
plunge ^nn++++=plunge.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bet ^vbd+vpub+tht0+xvbnx+=bet
you ^pp2+pp2+++=you
never ^rb++++=never
took ^vbd+++xvbn+=took
a ^at++++=a
chance ^nn++++=chance
in ^in++++=in
your ^pp$+pp2+++=your
life ^nn++++=life.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
got ^vbd+++xvbn+=got
good ^jj+atrb+++=good
stuff ^nn++++=stuff
in ^in++++=in
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Braddy ^np+++??+=Braddy,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
better ^jjr+atrb+++=better
salesman ^nn+nom+++=salesman
in ^in++++=in
the ^ati++++=the
rugs ^nns++++=rugs.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
the ^ati++++=the
other ^ap++++=other
day ^nn++++=day
I ^pp1a+pp1+++=I
overheard ^jj+atrb+++=overheard
Berger ^np+++??+=Berger
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
' ^zz++++='That
that ^cs+sub+++=EXTRAWORD
fellow ^jjb++++=fellow
Braddy ^np+++??+=Braddy
knows ^vbz+vprv+++=knows
more ^rbr++++=more
about ^in++++=about
rugs ^nns++++=rugs
than ^in++++=than
the ^ati++++=the
Mayor ^nn++++=Mayor
of ^in++++=of
Bagdad ^np+++??+=Bagdad
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
bad ^jj++++=bad
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=hasn't
n't ^xnot++not++0=EXTRAWORD
more ^ql++++=more
push ^vb++++=push
in ^in++++=in
him. ^nn+++??+=him.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
mebbe ^rb++++=mebbe
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
right ^nn++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy.
. ^zz++++=EXTRAWORD
" ^zz++++="Right?
right ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
right ^jj++++=right
about ^in++++=about
you ^pp2+pp2+++=you
being ^vbg+beg++xvbg+=being
a ^at++++=a
crack ^jjb+atrb+++=crack
salesman ^nn+nom+++=salesman.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
sell ^vb++++=sell
corkscrews ^nns+++??+=corkscrews
in ^in++++=in
Kansas ^np++++=Kansas,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
got ^vbd+++xvbn+=got
the ^ati++++=the
stuff ^nn++++=stuff,
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
trouble ^nn++++=trouble
is ^vbz+bez+aux++=is
you ^pp2+pp2+++=you
can ^md+pos+++=can
sell ^vb++++=sell
everything ^pn++++=everything
but ^cc++++=but
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
busy ^jj++++=busy!
! ^zz++++=EXTRAWORD
Act ^nn++++=Act!
! ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
something ^pn++++=something!
! ^zz++++=EXTRAWORD
Make ^vb++++=Make
a ^at++++=a
decision ^nn++++=decision!
! ^zz++++=EXTRAWORD
Take ^vb++++=Take
a ^at++++=a
step ^nn++++=step!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy
said ^vbd+vpub++xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
lines ^nns++++=lines
furrowed ^vbd+++xvbn+=furrowed
his ^pp$+pp3+++=his
vast ^jj+atrb+++=vast
brow ^nn++++=brow;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
half ^abn++++=half
closed ^jj+++xvbn+=closed
his ^pp$+pp3+++=his
small ^jj+atrb+++=small
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
round ^in++++=round
face ^nn++++=face
took ^vbd+++xvbn+=took
on ^rb+phrv+++=on
an ^at++++=an
intent ^nn++++=intent,
, ^zz++++=EXTRAWORD
scowling ^vbg+nom++xvbg+=scowling
look ^nn++++=look.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking.
. ^zz++++=EXTRAWORD
Silence ^nn+nom+++=Silence
filled ^vbd+++xvbn+=filled
the ^ati++++=the
cellar ^nn++++=cellar.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
a ^at++++=a
man ^nn++++=man
whose ^whp+rel+obj++=whose
mind ^nn++++=mind
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made
up ^rp++++=up,
, ^zz++++=EXTRAWORD
Hugh ^np++++=Hugh
Braddy ^np+++??+=Braddy
said ^vbd+vpub++xvbn+=said
a ^at++++=a
decisive ^jj+atrb+++=decisive
and ^cc+phrs+++=and
remarkable ^jj+atrb+++=remarkable
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bill ^np++++=Bill
Lum ^np+++??+=Lum,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
get ^vb++++=get
drunk ^vprf+++xvbn+=drunk!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You?
? ^zz++++=EXTRAWORD
Hugh ^np++++=Hugh
Braddy ^np+++??+=Braddy?
? ^zz++++=EXTRAWORD
Drunk ^j+++xvbn+=Drunk?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
God ^nn++++=God!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
idea ^nn++++=idea
was ^vbd+bedz+vrb++=was
too ^ql++++=too
much ^ap++++=much
even ^rb++++=even
for ^in++++=for
the ^ati++++=the
mind ^nn++++=mind
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
hollow ^jj+atrb+++=hollow
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
like ^in++++=like
C ^zz++++=C
sar ^nn+++??+=sar's
's ^vbz+bez+vrb++0=EXTRAWORD
at ^in++++=at
the ^ati++++=the
Rubicon ^np+++??+=Rubicon,
, ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
drink ^vb++++=drink
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
bottle ^nn++++=bottle
this ^dt+dem+++=this
very ^ap+amp+++=very
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
all ^rb++++=all
of ^in++++=of
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum,
, ^zz++++=EXTRAWORD
as ^in++++=as
an ^at++++=an
expert ^nn++++=expert
in ^in++++=in
such ^abl++++=such
things ^nns++++=things,
, ^zz++++=EXTRAWORD
registered ^jj+atrb++xvbn+=registered
dismay ^nn++++=dismay.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^ql++++=EXTRAWORD
much ^ap++++=much
as ^ql++++=as
is ^vbz+bez+vrb++=is
necessary ^jj+pred+++=necessary,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
firm ^jj+atrb+++=firm
response ^nn++++=response.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum
brightened ^vbd+++xvbn+=brightened
considerably ^rb++++=considerably
at ^in++++=at
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="Better
better ^jjr++++=EXTRAWORD
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
help ^vb++++=help
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
enough ^dt++++=enough
for ^in++++=for
both ^abx++++=both
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Plenty ^nn++++=Plenty,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
suggested ^vbd+vpub++xvbnx+=suggested.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
sure ^jj++++=sure?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy
anxiously ^rb++++=anxiously.
. ^zz++++=EXTRAWORD
" ^zz++++="Sure,"
sure ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum.
. ^zz++++=EXTRAWORD
2 ^zz++++=2
And ^cc++++=And
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
more ^ql++++=more
than ^cs+sub+++=than
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nine ^cd++++=nine
o'clock ^rb++++=o'clock
that ^cs+sub+++=that
night ^nn++++=night
when ^wrb+who+++=when
the ^ati++++=the
cellar ^nn++++=cellar
door ^nn++++=door
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy's
's ^$++++=EXTRAWORD
small ^jj+atrb+++=small
house ^npl++++=house
opened ^vbd+++xvbn+=opened
cautiously ^rb+cnj+++=cautiously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy
followed ^vbd+vprv++xvbn+=followed
his ^pp$+pp3+++=his
stub ^nn++++=stub
nose ^nn++++=nose
into ^in++++=into
the ^ati++++=the
moonlight ^nn++++=moonlight.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum,
, ^zz++++=EXTRAWORD
unsteady ^jj++++=unsteady
but ^cc+phrs+++=but
gay ^jj++++=gay,
, ^zz++++=EXTRAWORD
followed ^j+++xvbn+=followed.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
customary ^jj+atrb+++=customary
pace ^nn++++=pace
was ^vbd+bedz+vrb++=was
a ^at++++=a
slow ^jj+atrb+++=slow,
, ^zz++++=EXTRAWORD
dignified ^jj+atrb+++=dignified
waddle ^nn+++??+=waddle,
, ^zz++++=EXTRAWORD
immediately ^rb+tm+++=immediately
broke ^vbd+++xvbn+=broke
into ^in+ppvb+++=into
a ^at++++=a
brisk ^jj+atrb+++=brisk
trot ^nn++++=trot.
. ^zz++++=EXTRAWORD
" ^zz++++="Doan'
doan ^jj++++=EXTRAWORD
' ^zz++++=EXTRAWORD
go ^vb++++=go
so ^ql++++=so
fas ^nns+++??+=fas',
', ^nn+++??+=EXTRAWORD
Hoo ^uh++++=Hoo,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^vwbn+++xvbn+=called
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
long ^rb++++=long
since ^cs+sub+++=since
reached ^vbd+++xvbn+=reached
the ^ati++++=the
first ^od++++=first-name
- ^zz++++=EXTRAWORD
name ^nn++++=EXTRAWORD
stage ^nn++++=stage.
. ^zz++++=EXTRAWORD
" ^zz++++="Gotta
gotta ^md+nec+++0=EXTRAWORD
get ^vb++++=get
to ^to+vcmp+++=to
city ^vb++++=city,
, ^zz++++=EXTRAWORD
N ^zz++++=N'Yawk,
'yawk, ^nn+++??+=EXTRAWORD
b ^zz++++=b'fore
'fore ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
too ^ql++++=too
late ^jj++++=late,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy,
, ^zz++++=EXTRAWORD
reining ^vbg+++xvbg+=reining
down ^rp++++=down
to ^in++++=to
a ^at++++=a
walk ^nn++++=walk.
. ^zz++++=EXTRAWORD
" ^zz++++="Too
too ^ql++++=EXTRAWORD
late ^jj++++=late
for ^in++++=for
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
Hoo ^uh++++=Hoo?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Lum ^np++++=Lum.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
dunno ^np++++=dunno,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Braddy ^np++++=Braddy.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
made ^vbd+++xvbnx+=made
their ^pp$+pp3+++=their
way ^nn++++=way,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
series ^nn++++=series
of ^in++++=of
skirmishes ^nns++++=skirmishes
and ^cc++++=and
flank ^nn++++=flank
movements ^nns+nom+++=movements,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
subway ^nn++++=subway
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
caught ^vbd+++xvbn+=caught
a ^at++++=a
train ^nn++++=train
for ^in++++=for
Manhattan ^np+nom++??+=Manhattan.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
action ^nn++++=action
