Chapter ^nn++++=CHAPTER
have ^vb+hv+aux++=have
observed ^vprf+++xvbnx+=observed
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
care ^nn++++=care
very ^ql+amp+++=very
little ^ap++++=little
for ^in++++=for
the ^ati++++=the
opinion ^nn++++=opinion
of ^in++++=of
other ^ap++++=other
people ^nns++++=people,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
like ^vb++++=like
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
painful ^jj+pred+++=painful
to ^in++++=to
me ^pp1o+pp1+++=me
to ^to++++=to
leave ^vbi++++=leave
you ^pp2+pp2+++=you
with ^in++++=with
a ^at++++=a
wrong ^jj+atrb+++=wrong
impression ^nn++++=impression
upon ^in++++=upon
your ^pp$+pp2+++=your
mind ^nn++++=mind."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
knock ^vbi++++=knock
the ^ati++++=the
ashes ^nns++++=ashes
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
pipe ^nn++++=pipe.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
gazing ^vbg+++xvbg+=gazing
silently ^rb++++=silently
at ^in++++=at
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
strange ^jj++++=strange,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
demand ^nn++++=demand
satisfaction ^nn+nom+++=satisfaction
from ^in++++=from
that ^dt+dem+++=that
drunken ^jj+atrb+++=drunken
idiot ^nn++++=idiot
R ^zz++++=R---.
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
admit ^vb+vpub+++=admit,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
having ^jj+++xvbg+=having
the ^ati++++=the
choice ^nn++++=choice
of ^in++++=of
weapons ^nns++++=weapons,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
life ^nn++++=life
was ^vbd+bedz+vrb++=was
in ^in++++=in
my ^pp$+pp1+++=my
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
my ^pp$+pp1+++=my
own ^ap++++=own
was ^vbd+bedz+vrb++=was
in ^in++++=in
no ^at++++=no
great ^jj+atrb+++=great
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
ascribe ^vb++++=ascribe
my ^pp$+pp1+++=my
forbearance ^nn+nom+++=forbearance
to ^in++++=to
generosity ^nn+nom+++=generosity
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
tell ^vb++++=tell
a ^at++++=a
lie ^nn++++=lie.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
could ^md+pos+++=could
have ^vb+hv+aux++=have
chastised ^vprf+++xvbnx+=chastised
R ^zz++++=R---without
-- ^--+clp+++=EXTRAWORD
- ^zz++++=EXTRAWORD
without ^in++++=EXTRAWORD
the ^ati++++=the
least ^rbt++++=least
risk ^nn++++=risk
to ^in++++=to
my ^pp$+pp1+++=my
own ^ap++++=own
life ^nn++++=life,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
never ^rb++++=never
have ^vb+hv+aux++=have
pardoned ^vprf+++xvbnx+=pardoned
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
Silvio ^np++++=Silvio
with ^in++++=with
astonishment ^nn+nom+++=astonishment.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
confession ^nn++++=confession
completely ^rb+amp+++=completely
astounded ^jj+++xvbn+=astounded
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
continued ^vbd+++xvbn+=continued:
: ^zz++++=EXTRAWORD
" ^zz++++="Exactly
exactly ^rb++++=EXTRAWORD
so ^ql++++=so:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
no ^at++++=no
right ^nn++++=right
to ^to+ncmp+++=to
expose ^vbi++++=expose
myself ^ppl+pp1+++=myself
to ^in++++=to
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
years ^nns++++=years
ago ^rb++++=ago
I ^pp1a+pp1+++=I
received ^vbd+++xvbnx+=received
a ^at++++=a
slap ^nn++++=slap
in ^in++++=in
the ^ati++++=the
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
enemy ^nn++++=enemy
still ^rb+atrb+++=still
lives ^nns++++=lives."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
curiosity ^nn+nom+++=curiosity
was ^vbd+bedz+aux++=was
greatly ^rb+amp+splt++=greatly
excited ^vpsv++agls+xvbnx+=excited.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
not ^xnot++not++=not
fight ^vb++++=fight
with ^in++++=with
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Circumstances
circumstances ^nns+nom+++=EXTRAWORD
probably ^rb++++=probably
separated ^xvbn+++xvbn+=separated
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did
fight ^nn++++=fight
with ^in++++=with
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Silvio ^np++++=Silvio;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
here ^rn+pl+++=here
is ^vbz+bez+vrb++=is
a ^at++++=a
souvenir ^nn+++??+=souvenir
of ^in++++=of
our ^pp$+pp1+++=our
duel ^nn++++=duel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Silvio ^np++++=Silvio
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
took ^vbd+++xvbn+=took
from ^in++++=from
a ^at++++=a
cardboard ^nn++++=cardboard
box ^nn++++=box
a ^at++++=a
red ^jj+atrb+++=red
cap ^nn++++=cap
with ^in++++=with
a ^at++++=a
gold ^nn++++=gold
tassel ^nn+++??+=tassel
and ^cc++++=and
embroidery ^nn+nom+++=embroidery
( ^zz++++=(what
what ^wdt+who+++=EXTRAWORD
the ^ati++++=the
French ^nn++++=French
call ^vb++++=call
a ^at++++=a
bonnet ^nn++++=bonnet
de ^&fw++++=de
police ^nns++++=police);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
on ^in++++=on-a
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
bullet ^nn++++=bullet
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
through ^in++++=through
it ^pp3+it+++=it
about ^in++++=about
an ^at++++=an
inch ^nn++++=inch
above ^in+pl+++=above
the ^ati++++=the
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Silvio ^np++++=Silvio,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
served ^vbd+++xvbnx+=served
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
Hussar ^np+++??+=Hussar
regiments ^nns+nom+++=regiments.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
character ^nn+nom+++=character
is ^vbz+bez+aux++=is
well ^rb++splt++=well
known ^vpsv++agls+xvbnx+=known
to ^to+vcmp+++=to
you ^pp2+pp2+++=you:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
accustomed ^vpsv++agls+xvbnx+=accustomed
to ^to++++=to
taking ^vbi++++=taking
the ^ati++++=the
lead ^nn++++=lead.
. ^zz++++=EXTRAWORD
From ^in++++=From
my ^pp$+pp1+++=my
youth ^nn++++=youth
this ^dt+pdem+++=this
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
my ^pp$+pp1+++=my
passion ^nn++++=passion.
. ^zz++++=EXTRAWORD
In ^in++++=In
our ^pp$+pp1+++=our
time ^nn++++=time
dissoluteness ^nns+nom+++=dissoluteness
was ^vbd+bedz+vrb++=was
the ^ati++++=the
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
the ^ati++++=the
most ^ql+emph+++=most
outrageous ^jj+atrb+++=outrageous
man ^nn++++=man
in ^in++++=in
the ^ati++++=the
army ^nn++++=army.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
used ^md"++pmd"++=used
to ^to++++=to
boast ^vb+vpub+++=boast
of ^in++++=of
our ^pp$+pp1+++=our
drunkenness ^nns+nom+++=drunkenness;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
beat ^vbd+++xvbnx+=beat
in ^in++++=in
a ^at++++=a
drinking ^jj+atrb++xvbg+=drinking
bout ^nn++++=bout
the ^ati++++=the
famous ^jj+atrb+++=famous
Bourtsoff ^np+++??+=Bourtsoff
[ ^zz++++=[Footnote:
footnote ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
A ^at++++=A
cavalry ^nn++++=cavalry
officer ^nn++++=officer,
, ^zz++++=EXTRAWORD
notorious ^jj++++=notorious
for ^in++++=for
his ^pp$+pp3+++=his
drunken ^jj+atrb+++=drunken
escapades ^nns++++=escapades],
] ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom
Denis ^np++++=Denis
Davidoff ^np+++??+=Davidoff
[ ^zz++++=[Footnote:
footnote ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
A ^at++++=A
military ^jj+atrb+++=military
poet ^nn++++=poet
who ^whp+rel+subj++=who
flourished ^vbd+++xvbn+=flourished
in ^in++++=in
the ^ati++++=the
reign ^nn++++=reign
of ^in++++=of
Alexander ^np+nom+++=Alexander
I ^pp1a+pp1+++=I]
] ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
sung ^vprf+++xvbnx+=sung.
. ^zz++++=EXTRAWORD
Duels ^np+++??+=Duels
in ^in++++=in
our ^pp$+pp1+++=our
regiment ^nn+nom+++=regiment
were ^vbd+bed+aux++=were
constantly ^rb++splt++=constantly
taking ^vbg+++xvbgx+=taking
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
all ^rb++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
either ^dtx++++=either
second ^od++++=second
or ^cc++++=or
principal ^jjb++++=principal.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
comrades ^npt++++=comrades
adored ^vbd+++xvbn+=adored
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
regimental ^jj+atrb+++=regimental
commanders ^nns+nom+++=commanders,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
constantly ^rb++++=constantly
being ^xvbg+++xvbg+=being
changed ^vbd+++xvbn+=changed,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
upon ^in++++=upon
me ^pp1o+pp1+++=me
as ^in++++=as
a ^at++++=a
necessary ^jj+atrb+++=necessary
evil ^nn++++=evil.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
calmly ^rb++splt++=calmly
enjoying ^vbg+++xvbgx+=enjoying
my ^pp$+pp1+++=my
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
a ^at++++=a
wealthy ^jj+atrb+++=wealthy
and ^cc+phrs+++=and
distinguished ^jj+atrb++xvbn+=distinguished
family ^nn++++=family--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
mention ^nn+nom+++=mention
his ^pp$+pp3+++=his
name ^nn++++=name--joined
-- ^--+clp+++=EXTRAWORD
joined ^j+++xvbn+=EXTRAWORD
our ^pp$+pp1+++=our
regiment ^nn+nom+++=regiment.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life
have ^vb+hv+aux++=have
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
with ^in+ppvb+++=with
such ^abl++++=such
a ^at++++=a
fortunate ^jj++++=fortunate
fellow ^jjb++++=fellow!
! ^zz++++=EXTRAWORD
Imagine ^vb+vprv+++=Imagine
to ^to+vcmp+++=to
yourself ^ppl+pp2+++=yourself
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
wit ^nn++++=wit,
, ^zz++++=EXTRAWORD
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
unbounded ^jj+atrb+++=unbounded
gayety ^nn+++??+=gayety,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
reckless ^jj+atrb+++=reckless
bravery ^nn+nom+++=bravery,
, ^zz++++=EXTRAWORD
a ^at++++=a
famous ^jj+atrb+++=famous
name ^nn++++=name,
, ^zz++++=EXTRAWORD
untold ^jj+atrb+++=untold
wealth ^nn++++=wealth--imagine
-- ^--+clp+++=EXTRAWORD
imagine ^vb+vprv+++=EXTRAWORD
all ^rb++++=all
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
form ^vb++++=form
some ^dti++++=some
idea ^nn++++=idea
of ^in++++=of
the ^ati++++=the
effect ^nn++++=effect
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure
to ^to+jcmp+++=to
produce ^vbi++++=produce
among ^in++++=among
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
supremacy ^nn+nom+++=supremacy
was ^vbd+bedz+aux++=was
shaken ^vpsv++agls+xvbnx+=shaken.
. ^zz++++=EXTRAWORD
Dazzled ^xvbn+++xvbn+=Dazzled
by ^in++++=by
my ^pp$+pp1+++=my
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
seek ^vbi++++=seek
my ^pp$+pp1+++=my
friendship ^nn+nom+++=friendship,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
received ^vbd+++xvbnx+=received
him ^pp3o+pp3+++=him
coldly ^rb+cnj+++=coldly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
the ^ati++++=the
least ^rbt++++=least
regret ^nn++++=regret
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
aloof ^jj++++=aloof
from ^in++++=from
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
a ^at++++=a
hatred ^nn++++=hatred
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
success ^nns+nom+++=success
in ^in++++=in
the ^ati++++=the
regiment ^nn+nom+++=regiment
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
society ^nn++++=society
of ^in++++=of
ladies ^nns++++=ladies
brought ^vbd+++xvbn+=brought
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
verge ^nn++++=verge
of ^in++++=of
despair ^nn++++=despair.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
seek ^vbi++++=seek
a ^at++++=a
quarrel ^nn++++=quarrel
with ^in++++=with
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
epigrams ^nns++++=epigrams
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied
with ^in++++=with
epigrams ^nns++++=epigrams
which ^whp+rel+subj++=which
always ^rb++++=always
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
me ^vbi++++=me
more ^rbr++++=more
spontaneous ^jj++++=spontaneous
and ^cc++++=and
more ^ql++++=more
cutting ^jj+++xvbg+=cutting
than ^in++++=than
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
which ^whp+rel+subj++=which
were ^vbd+bed+vrb++=were
decidedly ^rb++++=decidedly
more ^rbr++++=more
amusing ^jj++++=amusing,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
joked ^vbd+++xvbnx+=joked
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
fumed ^vbd+++xvbnx+=fumed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
at ^rb++++=at
a ^at++++=a
ball ^nn++++=ball
given ^vwbn+++xvbn+=given
by ^in++++=by
a ^at++++=a
Polish ^nn++++=Polish
landed ^vbd+++xvbn+=landed
proprietor ^nn++++=proprietor,
, ^zz++++=EXTRAWORD
seeing ^jj+++xvbg+=seeing
him ^pp3o+pp3+++=him
the ^ati++++=the
object ^nn++++=object
of ^in++++=of
the ^ati++++=the
attention ^nn+nom+++=attention
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
ladies ^nns++++=ladies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
especially ^rb++++=especially
of ^in++++=of
the ^ati++++=the
mistress ^nns+nom+++=mistress
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
with ^in++++=with
whom ^whp+rel+pied++=whom
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
very ^ql+amp+++=very
good ^jj+atrb+++=good
terms ^nns++++=terms,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
whispered ^vbd+vpub++xvbnx+=whispered
some ^dti++++=some
grossly ^rb++++=grossly
insulting ^jj+atrb+++=insulting
remark ^nn++++=remark
in ^in++++=in
his ^pp$+pp3+++=his
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flamed ^vbd+++xvbnx+=flamed
up ^rp++++=up
and ^cc++++=and
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
a ^at++++=a
slap ^nn++++=slap
in ^in++++=in
the ^ati++++=the
face ^nn++++=face.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
grasped ^vbd+vprv++xvbn+=grasped
our ^pp$+pp1+++=our
swords ^nns++++=swords;
; ^zz++++=EXTRAWORD
the ^ati++++=the
ladies ^nns++++=ladies
fainted ^vbd+++xvbn+=fainted;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
separated ^vpsv++agls+xvbnx+=separated;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
same ^ap++++=same
night ^nn++++=night
we ^pp1a+pp1+++=we
set ^vbd+++xvbn+=set
out ^rb+phrv+++=out
to ^to++++=to
fight ^vbi++++=fight.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
dawn ^nn++++=dawn
was ^vbd+bedz+aux++=was
just ^rb+emph+splt++=just
breaking ^vbg+++xvbgx+=breaking.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
at ^rb++++=at
the ^ati++++=the
appointed ^jj+atrb++xvbn+=appointed
place ^nn++++=place
with ^in++++=with
my ^pp$+pp1+++=my
three ^cd++++=three
seconds ^nns++++=seconds.
. ^zz++++=EXTRAWORD
With ^in++++=With
inexplicable ^jj+atrb+++=inexplicable
impatience ^nn+nom+++=impatience
I ^pp1a+pp1+++=I
awaited ^vbd+++xvbnx+=awaited
my ^pp$+pp1+++=my
opponent ^nn++++=opponent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
spring ^nn++++=spring
sun ^nn++++=sun
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
growing ^vbg+++xvbgx+=growing
hot ^jj++++=hot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
coming ^nvbg+++xvbg+=coming
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
walking ^vbg+++xvbgx+=walking
on ^in++++=on
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
accompanied ^xvbn+++xvbn+=accompanied
by ^in++++=by
one ^cd1++++=one
second ^od++++=second.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
advanced ^vbd+++xvbn+=advanced
to ^to++++=to
meet ^vbi++++=meet
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
approached ^vbd+++xvbnx+=approached,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv+tht0+xvbg+=holding
his ^pp$+pp3+++=his
cap ^nn++++=cap
filled ^vbd+++xvbn+=filled
with ^in++++=with
black ^jj+atrb+++=black
cherries ^nns++++=cherries.
. ^zz++++=EXTRAWORD
The ^ati++++=The
seconds ^nns++++=seconds
measured ^vbd+++xvbn+=measured
twelve ^cd++++=twelve
paces ^nns++++=paces
for ^in++++=for
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
to ^in++++=to
fire ^nn++++=fire
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
agitation ^nn+nom+++=agitation
was ^vbd+bedz+vrb++=was
so ^ql++++=so
great ^np++++=great,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
depend ^vb++++=depend
upon ^in++++=upon
the ^ati++++=the
steadiness ^nns+nom+++=steadiness
of ^in++++=of
my ^pp$+pp1+++=my
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
give ^vb++++=give
myself ^ppl+pp1+++=myself
time ^nn++++=time
to ^to++++=to
become ^vbi++++=become
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ceded ^vbd+++xvbnx+=ceded
to ^in++++=to
him ^pp3o+pp3+++=him
the ^ati++++=the
first ^od++++=first
shot ^vbd+++xvbn+=shot.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
adversary ^nn+nom+++=adversary
would ^md+prd+++=would
not ^xnot++not++=not
agree ^vb+vpub+++=agree
to ^in++++=to
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
decided ^vpsv++agls+xvbnx+=decided
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
should ^md+nec+++=should
cast ^vb+++xvbn+=cast
lots ^nns++++=lots.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
number ^nn++++=number
fell ^vbd+++xvbn+=fell
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
the ^ati++++=the
constant ^jj++++=constant
favorite ^jj++++=favorite
of ^in++++=of
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
aim ^nn++++=aim,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
bullet ^nn++++=bullet
went ^vbd+++xvbn+=went
through ^in++++=through
my ^pp$+pp1+++=my
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
my ^pp$+pp1+++=my
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
life ^nn++++=life
at ^rb++++=at
last ^rb"++++=last
was ^vbd+bedz+vrb++=was
in ^in++++=in
my ^pp$+pp1+++=my
hands ^nns++++=hands;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him
eagerly ^rb+cnj+++=eagerly,
, ^zz++++=EXTRAWORD
endeavoring ^vb+++xvbg+=endeavoring
to ^to+vcmp+++=to
detect ^vbi++++=detect
if ^cs+cnd+++=if
only ^rb+down+++=only
the ^ati++++=the
faintest ^jjt+atrb+++=faintest
shadow ^nn++++=shadow
of ^in++++=of
uneasiness ^nns+nom+++=uneasiness.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
my ^pp$+pp1+++=my
pistol ^nn++++=pistol,
, ^zz++++=EXTRAWORD
picking ^vbg+++xvbg+=picking
out ^rp+pl+++=out
the ^ati++++=the
ripest ^jjt+atrb+++=ripest
cherries ^nns++++=cherries
from ^in++++=from
his ^pp$+pp3+++=his
cap ^nn++++=cap
and ^cc++++=and
spitting ^jj++++=spitting
out ^rp+pl+++=out
the ^ati++++=the
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
