If ^cs+cnd+++=IF
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
blushing ^vbg+++xvbg+=blushing
and ^cc++++=and
shy ^jj++++=shy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
her ^pp$+pp3+++=her
big ^jj+atrb+++=big
blue ^nn++++=blue
eyes ^nns++++=eyes
very ^ql+amp+++=very
wide ^jj++++=wide.
. ^zz++++=EXTRAWORD
" ^zz++++="Am
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
dear ^uh++++=dear
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
only ^rb+down+++=only
too ^ql++++=too
charmed ^jj+++xvbn+=charmed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald.
. ^zz++++=EXTRAWORD
" ^zz++++="Won't
will ^md+prd+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
come ^vb++++=come
in ^in+strn+++=in?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
such ^abl++++=such
a ^at++++=a
heavenly ^jj+atrb+++=heavenly
morning ^nn++++=morning,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Miss ^npt++++=Miss
Brittle ^np++++=Brittle.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
walked ^vbd+++xvbnx+=walked
across ^in+pl+++=across
the ^ati++++=the
park ^nn++++=park.
. ^zz++++=EXTRAWORD
The ^ati++++=The
flowers ^nns+nom+++=flowers
were ^vbd+bed+vrb++=were
too ^ql++++=too
marvellous ^jj++++=marvellous."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
think ^vb+vprv+++=think
about ^rb++++=about
them ^pp3o+pp3+++=them
while ^cs+sub+++=while
you ^pp2+pp2+++=you
sing ^vb++++=sing
your ^pp$+pp2+++=your
exercises ^nns++++=exercises,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
down ^rb+phrv+++=down
at ^rb++++=at
the ^ati++++=the
piano ^nn++++=piano.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
give ^vb++++=give
your ^pp$+pp2+++=your
voice ^nn++++=voice
colour ^nn++++=colour
and ^cc++++=and
warmth ^nn++++=warmth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
an ^at++++=an
enchanting ^jj+atrb+++=enchanting
idea ^nn++++=idea!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
genius ^nn++++=genius
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peacock ^np++++=Peacock
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
parted ^vbd+++xvbnx+=parted
her ^pp3o+pp3+++=her
pretty ^rb++++=pretty
lips ^nns++++=lips,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
sing ^vbi++++=sing
like ^in++++=like
a ^at++++=a
pansy ^nn++++=pansy.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
good ^jj++++=good,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
good ^jj++++=good,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald,
, ^zz++++=EXTRAWORD
playing ^vbg+++xvbg+=playing
chords ^nns++++=chords
that ^tht+rel+subj++=that
would ^md+prd+++=would
waft ^vb+++??+=waft
a ^at++++=a
hardened ^jj+++xvbn+=hardened
criminal ^jj++++=criminal
to ^to+jcmp+++=to
heaven ^vb++++=heaven.
. ^zz++++=EXTRAWORD
" ^zz++++="Make
make ^vb++++=EXTRAWORD
the ^ati++++=the
notes ^nns++++=notes
round ^in+strn+++=round.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
afraid ^jj+pred+++=afraid.
. ^zz++++=EXTRAWORD
Linger ^vb++++=Linger
over ^rp++++=over
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
breathe ^vb++++=breathe
them ^pp3o+pp3+++=them
like ^in++++=like
a ^at++++=a
perfume ^nn++++=perfume."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
How ^wrb+who+++=How
pretty ^rb++++=pretty
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
there ^rn+pl+++=there
in ^in++++=in
her ^pp$+pp3+++=her
white ^jj+atrb+++=white
frock ^nn++++=frock,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
little ^ap++++=little
blonde ^jj++++=blonde
head ^jjb++++=head
tilted ^jj+++xvbn+=tilted,
, ^zz++++=EXTRAWORD
showing ^nvbg+++xvbg+=showing
her ^pp3o+pp3+++=her
milky ^nn+++??+=milky
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
ever ^rb++++=ever
practise ^vb++++=practise
before ^in++++=before
a ^at++++=a
glass ^nn++++=glass?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Reginald ^np++++=Reginald.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ought ^md+nec+++=ought
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
makes ^vbz++++=makes
the ^ati++++=the
lips ^nns++++=lips
more ^rbr++++=more
flexible ^jj++++=flexible.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
over ^in++++=over
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
over ^rb+phrv+++=over
to ^in+ppvb+++=to
the ^ati++++=the
mirror ^nn++++=mirror
and ^cc++++=and
stood ^vbd+++xvbn+=stood
side ^nn++++=side
by ^in++++=by
side ^nn++++=side.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
sing ^vb++++=sing
moo ^nn+++??+=moo-e-koo-e-oo-e-a!"
- ^zz++++=EXTRAWORD
e ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
koo ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
e ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
oo ^uh++++=EXTRAWORD
- ^zz++++=EXTRAWORD
e ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
she ^pp3a+pp3+++=she
broke ^vbd+++xvbnx+=broke
down ^rp++++=down,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blushed ^vbd+++xvbn+=blushed
more ^rbr++++=more
brightly ^rb++++=brightly
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,"
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ca ^np++++=can't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
makes ^vbz++++=makes
me ^pp1o+pp1+++=me
feel ^vb+vprv+++=feel
so ^rb+emph+++=so
silly ^jj++++=silly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
makes ^vbz++++=makes
me ^pp1o+pp1+++=me
want ^vb++++=want
to ^to+vcmp+++=to
laugh ^vbi++++=laugh.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
look ^vb++++=look
so ^ql+emph+++=so
absurd ^jj++++=absurd!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
afraid ^jj+pred+++=afraid,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
laughed ^vbd+++xvbn+=laughed,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
kindly ^rb++++=kindly.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
try ^vb++++=try
again ^rb+tm+++=again!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lesson ^nn++++=lesson
simply ^rb++++=simply
flew ^vbd+++xvbn+=flew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Betty ^np++++=Betty
Brittle ^jj++++=Brittle
quite ^abl++++=quite
got ^vbd+++xvbn+=got
over ^in+ppvb+++=over
her ^pp3o+pp3+++=her
shyness ^nns+nom+++=shyness.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
come ^vb++++=come
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
tying ^vbg+++xvbg+=tying
the ^ati++++=the
music ^nn++++=music
up ^rp++++=up
again ^rb+tm+++=again
in ^in++++=in
the ^ati++++=the
blue ^jj+atrb+++=blue
silk ^nn++++=silk
case ^nn++++=case.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
take ^vbi++++=take
as ^ql++++=as
many ^ap++++=many
lessons ^nns++++=lessons
as ^ql++++=as
I ^pp1a+pp1+++=I
can ^md+pos+++=can
just ^rb+emph+++=just
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Peacock ^np++++=Peacock,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
enjoy ^vb++++=enjoy
them ^pp3o+pp3+++=them
so ^ql++++=so
much ^ap++++=much.
. ^zz++++=EXTRAWORD
May ^md+pos+++=May
I ^pp1a+pp1+++=I
come ^vb++++=come
the ^ati++++=the
day ^nn++++=day
after ^in++++=after
tomorrow ^nr+tm+++=tomorrow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^uh++++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
only ^rb+down+++=only
too ^ql++++=too
charmed ^jj+++xvbn+=charmed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reginald ^np++++=Reginald,
, ^zz++++=EXTRAWORD
bowing ^vbg+++xvbg+=bowing
her ^pp$+pp3+++=her
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Glorious ^jj+atrb+++=Glorious
girl ^nn++++=girl!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
white ^jj+atrb+++=white
sleeve ^nn++++=sleeve
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
touched ^vprf+++xvbnx+=touched
his ^pp$+pp3+++=his
black ^nn++++=black
one ^pn++++=one.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
feel ^vb+vprv+++=feel
yes ^nn++++=yes,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
actually ^rb+amp+splt++=actually
feel ^vb+vprv+++=feel
a ^at++++=a
warm ^jj+atrb+++=warm
glowing ^jj+atrb++xvbg+=glowing
spot ^nn++++=spot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
stroked ^vbd+++xvbnx+=stroked
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her
lessons ^nns++++=lessons.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
came ^vbd+++xvbn+=came
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
" ^zz++++="Reginald,
reginald ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
let ^vbd+++xvbn+=let
me ^pp1o+pp1+++=me
have ^vb+hv+vrb++=have
some ^dti++++=some
money ^nn++++=money?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
pay ^vb++++=pay
the ^ati++++=the
dairy ^nn++++=dairy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
will ^md+prd+++=will
you ^pp2+pp2+++=you
be ^vb+be+vrb++=be
in ^in++++=in
for ^in++++=for
dinner ^nn++++=dinner
tonight ^nr+tm+++=tonight?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
singing ^vbg+++xvbgx+=singing
at ^rb++++=at
Lord ^npt++++=Lord
Timbuck ^np++++=Timbuck's
's ^$++++=EXTRAWORD
at ^rb++++=at
half ^abn++++=half
past ^jjb++++=past
nine ^cd++++=nine.
. ^zz++++=EXTRAWORD
Can ^md+pos+++=Can
you ^pp2+pp2+++=you
make ^vb++++=make
me ^pp1o+pp1+++=me
some ^dti++++=some
clear ^jj+atrb+++=clear
soup ^nn++++=soup,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
egg ^nn++++=egg
in ^in++++=in
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
money ^nn++++=money,
, ^zz++++=EXTRAWORD
Reginald ^np++++=Reginald.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
eight ^cd++++=eight
and ^cc++++=and
sixpence ^nn+nom+++=sixpence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Surely
surely ^rb++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
very ^ql+amp+++=very
heavy ^jj++++=heavy
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
just ^rb+emph+++=just
what ^wdt+who+++=what
it ^pp3+it+++=it
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Adrian ^np++++=Adrian
must ^md+nec+++=must
have ^vb+hv+vrb++=have
milk ^nn++++=milk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
off ^in+pl+++=off
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
up ^rp++++=up
for ^in++++=for
Adrian ^np++++=Adrian
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
desire ^nn++++=desire
to ^to+ncmp+++=to
deny ^vbi+vpub+++=deny
my ^pp$+pp1+++=my
child ^nn++++=child
a ^at++++=a
proper ^jj+atrb+++=proper
amount ^nn++++=amount
of ^in++++=of
milk ^nn++++=milk,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
is ^vbz+bez+vrb++=is
ten ^cd++++=ten
shillings ^nns+nom+++=shillings."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door-bell
- ^zz++++=EXTRAWORD
bell ^nn++++=EXTRAWORD
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
to ^in++++=to
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,"
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Countess ^nns+nom+++=Countess
Wilkowska ^np+++??+=Wilkowska,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
not ^xnot++not++=not
a ^at++++=a
breath ^nn++++=breath."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
her ^pp$+pp3+++=her
hand ^nn++++=hand
over ^rp++++=over
her ^pp3o+pp3+++=her
heart ^nn++++=heart
as ^ql++++=as
she ^pp3a+pp3+++=she
followed ^vbd+vprv++xvbnx+=followed
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
music ^nn++++=music-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
all ^abn++++=all
in ^in++++=in
black ^nn++++=black,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
black ^jj+atrb+++=black
hat ^nn++++=hat
with ^in++++=with
a ^at++++=a
floating ^jj+atrb++xvbg+=floating
veil ^nn++++=veil
violets ^nns+nom+++=violets
in ^in++++=in
her ^pp$+pp3+++=her
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
make ^vb++++=make
me ^pp1o+pp1+++=me
sing ^vb++++=sing
exercises ^nns++++=exercises,
, ^zz++++=EXTRAWORD
today ^nr+tm+++=today,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
out ^rb+phrv+++=out
her ^pp$+pp3+++=her
hands ^nns++++=hands
in ^in++++=in
her ^pp$+pp3+++=her
delightful ^jj+atrb+++=delightful
foreign ^jj+atrb+++=foreign
way ^nn++++=way.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
today ^nr+tm+++=today,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
only ^rb+down+++=only
to ^to++++=to
sing ^vbi++++=sing
songs ^nns++++=songs.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
And ^cc+cls+++=And
may ^md+pos+++=may
I ^pp1a+pp1+++=I
take ^vb++++=take
off ^rb+phrv+++=off
my ^pp$+pp1+++=my
violets ^nns+nom+++=violets?
? ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
fade ^vb++++=fade
so ^rb++++=so
soon ^rb+tm+++=soon."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
fade ^vb++++=fade
so ^rb++++=so
soon ^rb+tm+++=soon
they ^pp3a+pp3+++=they
fade ^vb++++=fade
so ^rb++++=so
soon ^rb+cnj+++=soon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
played ^xvbn+++xvbn+=played
Reginald ^np++++=Reginald
on ^in++++=on
the ^ati++++=the
piano ^nn++++=piano.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
them ^pp3o+pp3+++=them
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
Countess ^nns+nom+++=Countess,
, ^zz++++=EXTRAWORD
dropping ^vbg+++xvbg+=dropping
them ^pp3o+pp3+++=them
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
vase ^nn++++=vase
that ^tht+rel+subj++=that
stood ^vprf+++xvbn+=stood
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
one ^pn++++=one
of ^in++++=of
Reginald ^np++++=Reginald's
's ^$++++=EXTRAWORD
photographs ^nns++++=photographs.
. ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^uh++++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
be ^vb+be+vrb++=be
only ^rb+down+++=only
too ^ql++++=too
charmed ^jj+++xvbn+=charmed!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
began ^vbd+++xvbnx+=began
to ^to++++=to
sing ^vbi++++=sing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
was ^vbd+bedz+vrb++=was
well ^rb++++=well
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
phrase ^nn++++=phrase:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
love ^nn++++=love
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
love ^nn++++=love
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Down ^in++++=Down
dropped ^vbd+++xvbn+=dropped
his ^pp$+pp3+++=his
hands ^nns++++=hands
from ^in++++=from
the ^ati++++=the
keyboard ^nn++++=keyboard,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wheeled ^vbd+++xvbnx+=wheeled
round ^rb+cnj+++=round,
, ^zz++++=EXTRAWORD
facing ^vbg+++xvbg+=facing
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no;
; ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
good ^jj++++=good
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
do ^vb+do+vrb++=do
better ^jjr++++=better
than ^in++++=than
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Reginald ^np++++=Reginald
ardently ^rb++++=ardently.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
sing ^vb++++=sing
as ^cs+sub+++=as
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
in ^in++++=in
love ^nn++++=love.
. ^zz++++=EXTRAWORD
Listen ^vb++++=Listen;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
try ^vb++++=try
and ^cc+phrs+++=and
show ^vb+vprv+++=show
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
stammered ^vbd+++xvbn+=stammered
the ^ati++++=the
little ^jj+atrb+++=little
Countess ^nns+nom+++=Countess.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
try ^vb++++=try
it ^pp3+it+++=it
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly.
certainly ^rb++++=EXTRAWORD
