Sir ^npt++++=SIR
of ^in++++=of
those ^dt+dem+++=those
thin ^jj++++=thin-shanked,
- ^zz++++=EXTRAWORD
shanked ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
brown ^np++++=brown-winged
- ^zz++++=EXTRAWORD
winged ^jj+atrb+++=EXTRAWORD
fellows ^nns++++=fellows
that ^tht+rel+subj++=that
leap ^vb++++=leap
like ^in++++=like
kangaroos ^nns+++??+=kangaroos,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fly ^vb++++=fly
like ^in++++=like
birds ^nns++++=birds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sing ^vb++++=sing
Kri ^np+++??+=KRI-KAREE-KAREE-KRI
- ^zz++++=EXTRAWORD
karee ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
karee ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
kri ^nn+++??+=EXTRAWORD
in ^in++++=in
their ^pp$+pp3+++=their
flight ^nn++++=flight.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
really ^rb+emph+++=really
a ^at++++=a
song ^nn++++=song,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
sounds ^nns++++=sounds
like ^in++++=like
one ^pn++++=one;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
that ^tht+vcmp+++=that
Kri ^np+++??+=Kri-karee
- ^zz++++=EXTRAWORD
karee ^nn++++=EXTRAWORD
carolling ^nn+nom+++=carolling
as ^ql++++=as
I ^pp1a+pp1+++=I
chased ^vbd+++xvbnx+=chased
him ^pp3o+pp3+++=him
over ^in++++=over
the ^ati++++=the
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
sure ^jj++++=sure
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
mocking ^vbg+++xvbgx+=mocking
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
predestined ^jj+atrb+++=predestined
lure ^nn++++=lure
for ^in++++=for
that ^dt+dem+++=that
ouananiche ^nn+++??+=ouananiche;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
hard ^jj+pred+++=hard
to ^to+jcmp+++=to
persuade ^vbi++++=persuade
him ^pp3o+pp3+++=him
to ^to++++=to
fulfill ^vbi++++=fulfill
his ^pp$+pp3+++=his
destiny ^nn++++=destiny.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
slapped ^vbd+++xvbnx+=slapped
at ^rb++++=at
him ^pp3o+pp3+++=him
with ^in++++=with
my ^pp$+pp1+++=my
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
grasped ^vbd+vprv++xvbnx+=grasped
at ^rb++++=at
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
bushes ^nns++++=bushes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vbd+++xvbn+=brought
away ^rp+pl+++=away
" ^zz++++="nothing
nothing ^pn++++=EXTRAWORD
but ^cc++++=but
leaves ^nns++++=leaves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
very ^ql+amp+++=very
edge ^np++++=edge
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
poised ^vbd+++xvbn+=poised
himself ^ppl+pp3+++=himself
on ^in++++=on
a ^at++++=a
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
legs ^nns++++=legs
well ^rb++++=well
tucked ^vwbn+++xvbn+=tucked
in ^rb+phrv+++=in
for ^in++++=for
a ^at++++=a
long ^rb++++=long
leap ^vb++++=leap
and ^cc++++=and
a ^at++++=a
bold ^jj+atrb+++=bold
flight ^nn++++=flight
to ^in++++=to
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
final ^jj+atrb+++=final
opportunity ^nn+nom+++=opportunity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
a ^at++++=a
desperate ^jj+atrb+++=desperate
grab ^nn++++=grab
at ^rb++++=at
it ^pp3+it+++=it
and ^cc++++=and
caught ^vbd+++xvbn+=caught
the ^ati++++=the
grasshopper ^nn+nom+++=grasshopper.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
premonition ^nn+nom+++=premonition
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be
correct ^jj+pred+++=correct.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
that ^cs+sub+++=that
Kri ^np+++??+=Kri-karee,
- ^zz++++=EXTRAWORD
karee ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
invisibly ^jj++++=invisibly
attached ^jj+++xvbn+=attached
to ^in++++=to
my ^pp$+pp1+++=my
line ^nn++++=line,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
floating ^jj+++xvbg+=floating
down ^in++++=down
the ^ati++++=the
stream ^nn++++=stream,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ouananiche ^nn+++??+=ouananiche
was ^vbd+bedz+aux++=was
surprised ^vpsv++agls+xvbnx+=surprised.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
fourteenth ^od++++=fourteenth
of ^in++++=of
September ^nr+nom+++=September,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
supposed ^vprf+++xvbnx+=supposed
the ^ati++++=the
grasshopper ^nn+nom+++=grasshopper
season ^nn++++=season
was ^vbd+bedz+vrb++=was
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
The ^ati++++=The
unexpected ^jj+atrb+++=unexpected
temptation ^nn+nom+++=temptation
was ^vbd+bedz+vrb++=was
too ^ql++++=too
strong ^jj++++=strong
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rose ^vbd+++xvbnx+=rose
with ^in++++=with
a ^at++++=a
rush ^nn++++=rush,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
an ^at++++=an
instant ^nn+nom+++=instant
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
fast ^rb++++=fast
to ^in++++=to
the ^ati++++=the
best ^jjt+atrb+++=best
land ^nn++++=land-locked
- ^zz++++=EXTRAWORD
locked ^vbd+++xvbn+=EXTRAWORD
salmon ^nn++++=salmon
of ^in++++=of
the ^ati++++=the
year ^nn++++=year.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
situation ^nn+nom+++=situation
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
without ^in++++=without
its ^pp$+it+++=its
embarrassments ^nns+nom+++=embarrassments.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
rod ^np++++=rod
weighed ^vbd+++xvbn+=weighed
only ^rb+down+++=only
four ^cd++++=four
and ^cc++++=and
a ^at++++=a
quarter ^nn++++=quarter
ounces ^nns++++=ounces;
; ^zz++++=EXTRAWORD
the ^ati++++=the
fish ^nns++++=fish
weighed ^vbd+++xvbn+=weighed
between ^in++++=between
six ^cd++++=six
and ^cc++++=and
seven ^cd++++=seven
pounds ^nns++++=pounds.
. ^zz++++=EXTRAWORD
The ^ati++++=The
water ^nn++++=water
was ^vbd+bedz+vrb++=was
furious ^jj+pred+++=furious
and ^cc+phrs+++=and
headstrong ^jj++++=headstrong.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
only ^rb+down+++=only
thirty ^cd++++=thirty
yards ^nns++++=yards
of ^in++++=of
line ^nn++++=line
and ^cc++++=and
no ^at++++=no
landing ^jj+++xvbg+=landing-net.
- ^zz++++=EXTRAWORD
net ^jjb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="HOLA!
hola ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Ferdinand ^np++++=FERDINAND!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="APPORTE
apporte ^nn+++??+=EXTRAWORD
La ^&fw++++=LA
Nette ^np+++??+=NETTE,
, ^zz++++=EXTRAWORD
Vite ^np+++??+=VITE!
! ^zz++++=EXTRAWORD
A ^at++++=A
Beauty ^nn++++=BEAUTY!
! ^zz++++=EXTRAWORD
Hurry ^np++++=HURRY
Up ^rp++++=UP!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be
an ^at++++=an
hour ^nn++++=hour
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
his ^pp$+pp3+++=his
way ^nn++++=way
over ^in++++=over
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
underbrush ^nn+++??+=underbrush,
, ^zz++++=EXTRAWORD
around ^rp++++=around
the ^ati++++=the
cliff ^nn++++=cliff.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again
the ^ati++++=the
fish ^nn++++=fish
ran ^vbd+++xvbn+=ran
out ^rp+pl+++=out
my ^pp$+pp1+++=my
line ^nn++++=line
almost ^rb+hdg+++=almost
to ^in++++=to
the ^ati++++=the
last ^rb++++=last
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
A ^at++++=A
dozen ^cd++++=dozen
times ^nns++++=times
he ^pp3a+pp3+++=he
leaped ^vbd+++xvbnx+=leaped
from ^in++++=from
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
his ^pp$+pp3+++=his
silvery ^jj+atrb+++=silvery
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
Twice ^rb++++=Twice
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
cut ^vbi++++=cut
the ^ati++++=the
leader ^nn++++=leader
across ^in+pl+++=across
a ^at++++=a
sunken ^jj+atrb+++=sunken
ledge ^nn++++=ledge.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
at ^rb++++=at
last ^rb"++++=last
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
played ^vpsv++agls+xvbnx+=played
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
came ^vpsv++agls+xvbn+=came
in ^in++++=in
quietly ^rb++++=quietly
towards ^in++++=towards
the ^ati++++=the
point ^nn++++=point
of ^in++++=of
the ^ati++++=the
rock ^nn++++=rock.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
same ^ap++++=same
moment ^nn++++=moment
Ferdinand ^np++++=Ferdinand
appeared ^vbd+seem++xvbn+=appeared
with ^in++++=with
the ^ati++++=the
net ^nn++++=net.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
the ^ati++++=the
net ^jjb++++=net
is ^vbz+bez+vrb++=is
really ^rb+emph+++=really
the ^ati++++=the
most ^ql+emph+++=most
difficult ^jj+atrb+++=difficult
part ^nn++++=part
of ^in++++=of
angling ^xvbg+++xvbg+=angling.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
Ferdinand ^np++++=Ferdinand
is ^vbz+bez+vrb++=is
the ^ati++++=the
best ^jjt+atrb+++=best
netsman ^nn++++=netsman
in ^in++++=in
the ^ati++++=the
Lake ^nn++++=Lake
St ^npt++++=St.
. ^zz++++=EXTRAWORD
John ^np++++=John
country ^nn++++=country.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
makes ^vbz++++=makes
the ^ati++++=the
mistake ^nn++++=mistake
of ^in++++=of
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
scoop ^vbi+++??+=scoop
a ^at++++=a
fish ^nn++++=fish
in ^in++++=in
motion ^nn++++=motion.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
grope ^nn+++??+=grope
around ^rp++++=around
with ^in++++=with
aimless ^jj+atrb+++=aimless,
, ^zz++++=EXTRAWORD
futile ^jj+atrb+++=futile
strokes ^nns+++??+=strokes
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
feeling ^nvbg+++xvbg+=feeling
for ^in+ppvb+++=for
something ^pn++++=something
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
does ^vbz+doz+aux++=does
not ^xnot++not++=not
entangle ^vb+++??+=entangle
the ^ati++++=the
dropper ^jjr++++=dropper-fly
- ^zz++++=EXTRAWORD
fly ^vb++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
net ^jjb++++=net
and ^cc++++=and
tear ^nn++++=tear
the ^ati++++=the
tail ^nn++++=tail-fly
- ^zz++++=EXTRAWORD
fly ^vb++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
fish ^nns++++=fish's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
does ^vbz+doz+aux++=does
not ^xnot++not++=not
get ^vb++++=get
excited ^jj+++xvbn+=excited.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
quietly ^rb++++=quietly
sinks ^vbz++++=sinks
the ^ati++++=the
net ^nn++++=net
in ^in++++=in
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waits ^nns+++??+=waits
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
can ^md+pos+++=can
see ^vb+vprv+++=see
the ^ati++++=the
fish ^nn++++=fish
distinctly ^rb+cnj+++=distinctly,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
perfectly ^rb+amp+++=perfectly
still ^rb++++=still
and ^cc++++=and
within ^in++++=within
reach ^nn++++=reach.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
makes ^vbz++++=makes
a ^at++++=a
swift ^jj+atrb+++=swift
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
of ^in++++=of
a ^at++++=a
mower ^nn++++=mower
swinging ^vwbg+++xvbg+=swinging
the ^ati++++=the
scythe ^nn++++=scythe,
, ^zz++++=EXTRAWORD
takes ^vbz++++=takes
the ^ati++++=the
fish ^nn++++=fish
into ^in++++=into
the ^ati++++=the
net ^jjb+atrb+++=net
head ^nn++++=head-first,
- ^zz++++=EXTRAWORD
first ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lands ^nns++++=lands
him ^pp3o+pp3+++=him
without ^in++++=without
a ^at++++=a
slip ^nn++++=slip.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
sure ^jj++++=sure
that ^tht+jcmp+++=that
Ferdinand ^np++++=Ferdinand
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do
the ^ati++++=the
trick ^nn++++=trick
in ^in++++=in
precisely ^rb++++=precisely
this ^dt+dem+++=this
way ^nn++++=way
with ^in++++=with
my ^pp$+pp1+++=my
ouananiche ^nn+++??+=ouananiche.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
at ^in++++=at
the ^ati++++=the
right ^jj+atrb+++=right
instant ^nn+nom+++=instant
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
one ^cd1++++=one
quick ^jj++++=quick,
, ^zz++++=EXTRAWORD
steady ^jj++++=steady
swing ^vb++++=swing
of ^in++++=of
the ^ati++++=the
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
head ^nn++++=head
of ^in++++=of
the ^ati++++=the
net ^nn++++=net
broke ^vbd+++xvbn+=broke
clean ^jj++++=clean
off ^in+pl+++=off
the ^ati++++=the
handle ^nn++++=handle
and ^cc++++=and
went ^vbd+++xvbn+=went
floating ^vbg+++xvbg+=floating
away ^rp+pl+++=away
with ^in++++=with
the ^ati++++=the
fish ^nn++++=fish
in ^in++++=in
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
All ^abn++++=All
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Ferdinand ^np++++=Ferdinand
was ^vbd+bedz+vrb++=was
equal ^jj+pred+++=equal
to ^in++++=to
the ^ati++++=the
occasion ^nn++++=occasion.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seized ^vbd+++xvbnx+=seized
a ^at++++=a
long ^jj++++=long,
, ^zz++++=EXTRAWORD
crooked ^jj++++=crooked
stick ^vb++++=stick
that ^cs+sub+++=that
lay ^jjb+++xvbn+=lay
in ^in++++=in
a ^at++++=a
pile ^nn++++=pile
of ^in++++=of
driftwood ^nn+++??+=driftwood
on ^in++++=on
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
sprang ^j+++xvbn+=sprang
into ^in++++=into
the ^ati++++=the
water ^nn++++=water
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
waist ^nn++++=waist,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
the ^ati++++=the
net ^jjb++++=net
as ^ql++++=as
it ^pp3+it+++=it
drifted ^vbd+++xvbn+=drifted
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dragged ^vbd+++xvbn+=dragged
it ^pp3+it+++=it
to ^in++++=to
land ^nn++++=land,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
ultimate ^jj+atrb+++=ultimate
ouananiche ^nn+++??+=ouananiche,
, ^zz++++=EXTRAWORD
the ^ati++++=the
prize ^nn++++=prize
of ^in++++=of
the ^ati++++=the
season ^nn++++=season,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
glittering ^jj++++=glittering
through ^in++++=through
its ^pp$+it+++=its
meshes ^nns+++??+=meshes.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
my ^pp$+pp1+++=my
most ^ap+emph+++=most
thrilling ^jj+atrb+++=thrilling
moment ^nn++++=moment
as ^in++++=as
an ^at++++=an
angler ^nn++++=angler.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
which ^wdt+who+whq++=which
was ^vbd+bedz+aux++=was
the ^ati++++=the
moment ^nn++++=moment
of ^in++++=of
the ^ati++++=the
deepest ^jjt+atrb+++=deepest
thrill ^nn++++=thrill?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
when ^wrb+who+++=when
the ^ati++++=the
huckleberry ^nn++++=huckleberry
bush ^nn++++=bush
saved ^vwbn+++xvbn+=saved
me ^pp1o+pp1+++=me
from ^in++++=from
a ^at++++=a
watery ^jj++++=watery
grave ^jj++++=grave,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
when ^wrb+who+++=when
the ^ati++++=the
log ^&fo++++=log
rolled ^vbd+++xvbn+=rolled
under ^in++++=under
my ^pp$+pp1+++=my
feet ^nns++++=feet
and ^cc++++=and
started ^vbd+++xvbn+=started
down ^rp++++=down
the ^ati++++=the
river ^nn++++=river?
? ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
when ^wrb+who+++=when
the ^ati++++=the
fish ^nns++++=fish
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
when ^wrb+who+++=when
the ^ati++++=the
net ^nn++++=net
broke ^vbd+++xvbn+=broke,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
when ^wrb+who+++=when
the ^ati++++=the
long ^rb++++=long
stick ^vb++++=stick
captured ^vbd+++xvbn+=captured
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
none ^pn++++=none
of ^in++++=of
these ^dt+pdem+++=these.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
the ^ati++++=the
Kri ^np+++??+=Kri-karee
- ^zz++++=EXTRAWORD
karee ^nn++++=EXTRAWORD
sat ^vbd+++xvbn+=sat
with ^in++++=with
his ^pp$+pp3+++=his
legs ^nns++++=legs
tucked ^vbd+++xvbn+=tucked
under ^in++++=under
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
brink ^nn++++=brink
of ^in++++=of
the ^ati++++=the
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
turning ^jj+++xvbg+=turning-point.
- ^zz++++=EXTRAWORD
point ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
fortunes ^nns++++=fortunes
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
depended ^vbd+++xvbn+=depended
on ^in++++=on
the ^ati++++=the
comparative ^jj+atrb+++=comparative
quickness ^nns+nom+++=quickness
of ^in++++=of
the ^ati++++=the
reflex ^nn++++=reflex
action ^nn++++=action
of ^in++++=of
his ^pp$+pp3+++=his
neural ^jj+atrb+++=neural
ganglia ^nns++++=ganglia
and ^cc++++=and
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
thrilling ^jj+atrb+++=thrilling
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
A ^at++++=A
crisis ^nn++++=crisis
is ^vbz+bez+vrb++=is
really ^rb+emph+++=really
the ^ati++++=the
commonest ^jjt+atrb+++=commonest
thing ^nn++++=thing
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reason ^nn++++=reason
why ^wrb+who+++=why
life ^nn++++=life
sometimes ^rb++++=sometimes
seems ^vbz+seem+++=seems
dull ^jj++++=dull
to ^in++++=to
us ^pp1o+pp1+++=us
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
perceive ^vb+vprv+++=perceive
the ^ati++++=the
importance ^nn+nom+++=importance
and ^cc++++=and
the ^ati++++=the
excitement ^nn+nom+++=excitement
of ^in++++=of
getting ^vbg+++xvbg+=getting
bait ^nn++++=bait.
. ^zz++++=EXTRAWORD
