Everybody ^pn++++=Everybody
it ^pp3+it+++=it
any ^dti++++=any
more ^ql++++=more
than ^cs+sub+++=than
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
yet ^rb++++=yet
you ^pp2+pp2+++=you
are ^vb+ber+aux++=are
going ^md"++pmd"++=going
to ^md+prd+++=to
give ^vb++++=give
it ^pp3+it+++=it
away ^rp+pl+++=away?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
her ^pp3o+pp3+++=her
keenly ^rb++++=keenly.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
Denise ^np++++=Denise's
's ^$++++=EXTRAWORD
sake ^nn++++=sake,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
Little ^ap++++=Little
Joyce ^np++++=Joyce.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
do ^vb+do+vrb++=do
anything ^pn++++=anything
for ^in++++=for
Denise ^np+++??+=Denise
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
love ^nn++++=love
her ^pp3o+pp3+++=her
and ^cc++++=and
she ^pp3a+pp3+++=she
loves ^nns++++=loves
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
only ^ap+down+++=only
person ^nn++++=person
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
who ^whp+rel+subj++=who
loves ^vbz++++=loves
you ^pp2+pp2+++=you
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
die ^vb++++=die,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
you ^pp2+pp2+++=you
would ^md+prd+++=would
not ^xnot++not++=not
do ^vb+do+vrb++=do
for ^in++++=for
her ^pp$+pp3+++=her
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
Denise ^np+++??+=Denise
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
good ^jj++++=good
to ^to+jcmp+++=to
me ^pp1o+pp1+++=me
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
sick ^jj++++=sick.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
used ^md"++pmd"++=used
to ^to++++=to
kiss ^vb++++=kiss
me ^pp1o+pp1+++=me
and ^cc++++=and
play ^nn++++=play
with ^in++++=with
me ^pp1o+pp1+++=me
and ^cc++++=and
make ^vb++++=make
little ^jj+atrb+++=little
cakes ^nns++++=cakes
for ^in++++=for
me ^pp1o+pp1+++=me
and ^cc++++=and
tell ^vb++++=tell
me ^pp1o+pp1+++=me
beautiful ^jj+atrb+++=beautiful
stories ^nns++++=stories."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
lady ^npt++++=lady
put ^vbd+++xvbn+=put
the ^ati++++=the
little ^ap++++=little
black ^jj+atrb+++=black
doll ^nn++++=doll
back ^jjb++++=back
in ^in++++=in
the ^ati++++=the
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
up ^rp++++=up
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,"
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
go ^vb++++=go
and ^cc+phrs+++=and
sing ^vb++++=sing
for ^in++++=for
Denise ^np+++??+=Denise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Little ^ap++++=Little
Joyce ^np++++=Joyce
piloted ^vbd+++xvbn+=piloted
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
home ^nr++++=home
and ^cc++++=and
into ^in++++=into
the ^ati++++=the
kitchen ^nn++++=kitchen
and ^cc++++=and
up ^rp++++=up
the ^ati++++=the
back ^jjb+atrb+++=back
stairs ^nns++++=stairs
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen
chamber ^nn++++=chamber
a ^at++++=a
proceeding ^jj+++xvbg+=proceeding
which ^whp+who+++=which
would ^md+prd+++=would
have ^vb+hv+aux++=have
filled ^vprf+++xvbnx+=filled
Aunt ^npt++++=Aunt
Isabella ^np+++??+=Isabella
with ^in++++=with
horror ^nn++++=horror
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
mind ^vbi+v+++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Little ^jj+atrb+++=Little
Joyce ^np++++=Joyce
never ^rb++++=never
thought ^nn+++xvbn+=thought
about ^in++++=about
it ^pp3+it+++=it
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Little ^ap++++=Little
Joyce ^np++++=Joyce's
's ^$++++=EXTRAWORD
awkward ^jj++++=awkward,
, ^zz++++=EXTRAWORD
unmarshall ^nn+++??+=unMarshall-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
fashion ^nn++++=fashion
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
a ^at++++=a
place ^nn++++=place
by ^in++++=by
the ^ati++++=the
shortest ^jjt+atrb+++=shortest
way ^nn++++=way
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
up ^rp++++=up
the ^ati++++=the
kitchen ^nn++++=kitchen
stairs ^nns++++=stairs.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
bare ^jj+atrb+++=bare
little ^jj+atrb+++=little
room ^nn++++=room
and ^cc++++=and
looked ^vbd+++xvbn+=looked
pityingly ^jj++++=pityingly
at ^rb++++=at
the ^ati++++=the
wasted ^jj+atrb++xvbn+=wasted,
, ^zz++++=EXTRAWORD
wistful ^jj+atrb+++=wistful
face ^nn++++=face
on ^in++++=on
the ^ati++++=the
pillow ^nn++++=pillow.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
sing ^vb++++=sing
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Denise ^np+++??+=Denise,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Little ^ap++++=Little
Joyce ^np++++=Joyce.
. ^zz++++=EXTRAWORD
Denise ^np++++=Denise's
's ^$++++=EXTRAWORD
face ^nn++++=face
lighted ^vbd+++xvbn+=lighted
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
clasped ^vbd+++xvbnx+=clasped
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
please ^uh++++=please,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
French ^jj+atrb+++=French
song ^nn++++=song,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
de ^&fw++++=de
ole ^np++++=ole
French ^jj+atrb+++=French
song ^nn++++=song
dey ^nn+++??+=dey
sing ^vb++++=sing
long ^jj++++=long
' ^zz++++='go."
go ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
did ^vbd+dod+vrb++=did
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
sing ^vb++++=sing.
. ^zz++++=EXTRAWORD
Never ^rb++++=Never
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
kitchen ^nn++++=kitchen
chamber ^nn++++=chamber
been ^vprf+ben+vrb+xvbn+=been
so ^ql+emph+++=so
filled ^jj+++xvbn+=filled
with ^in++++=with
glorious ^jj+atrb+++=glorious
melody ^nn++++=melody.
. ^zz++++=EXTRAWORD
Song ^nn++++=Song
after ^cs+sub+++=after
song ^nn++++=song
she ^pp3a+pp3+++=she
sang ^vbd+++xvbnx+=sang
the ^ati++++=the
old ^jj+atrb+++=old
folklore ^nn++++=folklore
songs ^nns++++=songs
of ^in++++=of
the ^ati++++=the
habitant ^nn+nom+++=habitant,
, ^zz++++=EXTRAWORD
the ^ati++++=the
songs ^nns++++=songs
perhaps ^rb++++=perhaps
that ^cs+sub+++=that
Evangeline ^np+++??+=Evangeline
listened ^vbd+++xvbn+=listened
to ^in++++=to
in ^in++++=in
her ^pp$+pp3+++=her
childhood ^nn+nom+++=childhood.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Joyce ^np++++=Joyce
knelt ^vwbn+++xvbn+=knelt
by ^in++++=by
the ^ati++++=the
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
on ^in++++=on
the ^ati++++=the
singer ^nn++++=singer
like ^in++++=like
one ^cd1++++=one
entranced ^xvbn+++xvbn+=entranced.
. ^zz++++=EXTRAWORD
Denise ^np+++??+=Denise
lay ^vbd+++xvbn+=lay
with ^in++++=with
her ^pp$+pp3+++=her
face ^nn++++=face
full ^jj++++=full
of ^in++++=of
joy ^nn++++=joy
and ^cc++++=and
rapture ^nn++++=rapture
such ^abl++++=such
joy ^nn++++=joy
and ^cc++++=and
rapture ^nn++++=rapture!
! ^zz++++=EXTRAWORD
Little ^ap++++=Little
Joyce ^np++++=Joyce
did ^vbd+dod+aux++=did
not ^xnot++not++=not
regret ^vb++++=regret
the ^ati++++=the
sacrifice ^nn++++=sacrifice
of ^in++++=of
her ^pp$+pp3+++=her
black ^jj+atrb+++=black
doll ^nn++++=doll
never ^rb++++=never
could ^md+pos+++=could
regret ^vb++++=regret
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
as ^ql++++=as
long ^rb++++=long
as ^ql++++=as
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
Denise ^np++++=Denise's
's ^$++++=EXTRAWORD
look ^vb++++=look.
. ^zz++++=EXTRAWORD
" ^zz++++="T'ank
t ^zz++++=EXTRAWORD
'ank ^nn+++??+=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Denise ^np+++??+=Denise
brokenly ^rb+cnj+++=brokenly,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
Madame ^npt++++=Madame
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
beautiful ^jj++++=beautiful
de ^&fw++++=de
angel ^nn++++=angel,
, ^zz++++=EXTRAWORD
dey ^nn+++??+=dey
cannot ^md+pos+not++=cannot
sing ^vb++++=sing
more ^rbr++++=more
sweet ^nn++++=sweet.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
love ^nn++++=love
music ^nn++++=music
so ^ql++++=so
much ^ap++++=much,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame.
. ^zz++++=EXTRAWORD
Leetle ^np+++??+=Leetle
Joyce ^np++++=Joyce,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sing ^vb++++=sing
to ^in++++=to
me ^pp1o+pp1+++=me
often ^rb++++=often
and ^cc+phrs+++=and
often ^rb++++=often
she ^pp3a+pp3+++=she
sing ^vb++++=sing
sweet ^nn++++=sweet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
lak ^vb+++??+=lak
you ^pp2+pp2+++=you
oh ^uh++++=oh,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
lak ^vb+++??+=lak
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
Joyce ^np++++=Joyce
must ^md+nec+++=must
sing ^vb++++=sing
for ^in++++=for
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Madame ^npt++++=Madame,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
by ^in++++=by
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
always ^rb++++=always
like ^vb++++=like
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
fresh ^jj+atrb+++=fresh,
, ^zz++++=EXTRAWORD
childish ^jj+atrb+++=childish
voices ^nns++++=voices.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Little ^ap++++=Little
Joyce ^np++++=Joyce?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Little ^ap++++=Little
Joyce ^np++++=Joyce
was ^vbd+bedz+vrb++=was
quite ^abl++++=quite
unembarrassed ^jj+++xvbn+=unembarrassed
and ^cc++++=and
perfectly ^rb+amp+++=perfectly
willing ^jj++++=willing
to ^to+jcmp+++=to
do ^vbi++++=do
anything ^pn++++=anything
she ^pp3a+pp3+++=she
could ^md+pos+++=could
for ^in++++=for
this ^dt+dem+++=this
wonderful ^jj+atrb+++=wonderful
woman ^nn++++=woman
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
that ^dt+dem+++=that
look ^vb++++=look
to ^to+vcmp+++=to
Denise ^vb++++=Denise's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
sing ^vb++++=sing
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
I ^pp1a+pp1+++=I
can ^md+pos+++=can
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
sing ^vb++++=sing
very ^ql+amp+++=very
well ^rb++++=well
and ^cc++++=and
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
anything ^rb++++=anything
but ^rb"++++=but
hymns ^nns++++=hymns.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
sing ^vb++++=sing
hymns ^nns++++=hymns
for ^in++++=for
Denise ^np+++??+=Denise,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
a ^at++++=a
Catholic ^nn++++=Catholic
and ^cc++++=and
the ^ati++++=the
hymns ^nns++++=hymns
are ^vb+ber+vrb++=are
Protestant ^nn+nom+++=Protestant.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
her ^pp$+pp3+++=her
priest ^nn++++=priest
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
all ^abn++++=all
right ^jj++++=right,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
all ^abn++++=all
music ^nn++++=music
was ^vbd+bedz+vrb++=was
of ^in++++=of
God ^nn++++=God.
. ^zz++++=EXTRAWORD
Denise ^np++++=Denise's
's ^$++++=EXTRAWORD
priest ^nn++++=priest
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
nice ^jj+atrb+++=nice
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
like ^vb++++=like
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
my ^pp$+pp1+++=my
little ^ap++++=little
black ^jj+atrb+++=black
doll ^nn++++=doll
your ^pp$+pp2+++=your
little ^ap++++=little
black ^jj+atrb+++=black
doll ^nn++++=doll
was ^vbd+bedz+vrb++=was
splendid ^jj+pred+++=splendid.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
sing ^vb++++=sing
' ^zz++++='Lead,
lead ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Kindly ^rb++++=Kindly
Light ^jj++++=Light.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
Denise ^np++++=Denise's
's ^$++++=EXTRAWORD
favourite ^jjb+atrb+++=favourite
hymn ^nn++++=hymn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Little ^jj+atrb+++=Little
Joyce ^np++++=Joyce,
, ^zz++++=EXTRAWORD
slipping ^vbg+++xvbg+=slipping
her ^pp$+pp3+++=her
hand ^nn++++=hand
into ^in++++=into
Denise ^np+++??+=Denise's,
's, ^nn+++??+=EXTRAWORD
began ^vbd+++xvbn+=began
to ^to++++=to
sing ^vbi++++=sing.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
first ^od++++=first
note ^vb+vprv+++=note
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
gazing ^vbg+++xvbgx+=gazing
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
window ^nn++++=window
with ^in++++=with
a ^at++++=a
rather ^rb++++=rather
listless ^jj+atrb+++=listless
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
quickly ^rb++++=quickly
and ^cc++++=and
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Little ^ap++++=Little
Joyce ^np++++=Joyce
with ^in++++=with
amazed ^vbd+++xvbn+=amazed
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Delight ^vb++++=Delight
followed ^vbd+vprv++xvbn+=followed
amazement ^nn+nom+++=amazement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
Little ^jj+atrb+++=Little
Joyce ^np++++=Joyce
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
Madame ^npt++++=Madame
rose ^vbd+++xvbn+=rose
impulsively ^rb+cnj+++=impulsively,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
face ^nn++++=face
and ^cc++++=and
eyes ^nns++++=eyes
glowing ^vwbg+++xvbg+=glowing,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
swiftly ^rb++++=swiftly
to ^in++++=to
Little ^jj+atrb+++=Little
Joyce ^np++++=Joyce
and ^cc++++=and
took ^vbd+++xvbn+=took
the ^ati++++=the
thin ^jj+atrb+++=thin
dark ^jj+atrb+++=dark
face ^nn++++=face
between ^in++++=between
her ^pp$+pp3+++=her
gemmed ^vbd+++xvbn+=gemmed
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Child,
child ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
a ^at++++=a
wonderful ^jj+atrb+++=wonderful
voice ^nn++++=voice
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
what ^wdt+who+++=what
a ^at++++=a
marvellous ^jj+atrb+++=marvellous
voice ^nn++++=voice?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
such ^abl++++=such
a ^at++++=a
voice ^nn++++=voice
in ^in++++=in
a ^at++++=a
child ^nn++++=child
of ^in++++=of
your ^pp$+pp2+++=your
age ^nn++++=age.
. ^zz++++=EXTRAWORD
Mine ^nn++++=Mine
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing
to ^in++++=to
it ^pp3+it+++=it
nothing ^pn++++=nothing
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=will
be ^vb+be+vrb++=be
a ^at++++=a
great ^jj+atrb+++=great
singer ^nn++++=singer
some ^dti++++=some
day ^nn++++=day
far ^rb+pl+++=far
greater ^jjr++++=greater
than ^in++++=than
I ^pp1a+pp1+++=I
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you
must ^md+nec+++=must
have ^vb+hv+vrb++=have
the ^ati++++=the
training ^nn++++=training.
. ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
are ^vb+ber+vrb++=are
your ^pp$+pp2+++=your
parents ^nns++++=parents?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
see ^vb+vprv+++=see
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
parents ^nns++++=parents,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
bewildered ^jj+++xvbn+=bewildered
Little ^ap++++=Little
Joyce ^np++++=Joyce.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
belong ^vb++++=belong
to ^in++++=to
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
is ^vbz+bez+aux++=is
out ^rp+pl+splt++=out
driving ^vbg+++xvbgx+=driving."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
wait ^vb++++=wait
until ^cs+sub+++=until
your ^pp$+pp2+++=your
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall
comes ^vbz++++=comes
home ^nr++++=home
from ^in++++=from
her ^pp$+pp3+++=her
drive ^nn++++=drive,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Madame ^npt++++=Madame
Laurin ^np+++??+=Laurin
decidedly ^rb++++=decidedly.
. ^zz++++=EXTRAWORD
Half ^abn++++=Half
an ^at++++=an
hour ^nn++++=hour
later ^rbr+tm+++=later
a ^at++++=a
very ^ql+amp+++=very
much ^ap++++=much
surprised ^jj+atrb++xvbn+=surprised
old ^jj+atrb+++=old
lady ^nn++++=lady
was ^vbd+bedz+aux++=was
listening ^vbg+++xvbgx+=listening
to ^in++++=to
Madame ^npt++++=Madame
Laurin ^np++++=Laurin's
's ^$++++=EXTRAWORD
enthusiastic ^jj+atrb+++=enthusiastic
statements ^nns+nom+++=statements.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
heard ^vprf++tht0+xvbnx+=heard
you ^pp2+pp2+++=you
sing ^vb++++=sing,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
can ^md+pos+++=can
sing ^vb++++=sing
so ^ql++++=so
well ^rb++++=well?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
Little ^ap++++=Little
Joyce ^np++++=Joyce
with ^in++++=with
something ^pn++++=something
in ^in++++=in
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
in ^in++++=in
them ^pp3o+pp3+++=them
before ^cs+sub+++=before
as ^ql++++=as
Little ^ap++++=Little
Joyce ^np++++=Joyce
instantly ^rb+tm+++=instantly
felt ^vbd+vprv++xvbn+=felt
to ^to+vcmp+++=to
the ^ati++++=the
core ^nn++++=core
of ^in++++=of
her ^pp$+pp3+++=her
sensitive ^jj+atrb+++=sensitive
soul ^nn++++=soul.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Little ^jj+atrb+++=Little
Joyce ^np++++=Joyce
hung ^vbd+++xvbn+=hung
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
never ^rb++splt++=never
occurred ^vprf+++xvbnx+=occurred
to ^in++++=to
her ^pp$+pp3+++=her
to ^to++++=to
sing ^vbi++++=sing
in ^in++++=in
Grandmother ^nn+nom+++=Grandmother
Marshall ^np++++=Marshall's
's ^$++++=EXTRAWORD
presence ^nn+nom+++=presence.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
child ^nn++++=child
