Towards ^in++++=Towards
the ^ati++++=the
leader ^nn++++=leader
of ^in++++=of
this ^dt+dem+++=this
scheme ^nn++++=scheme
wrote ^vbd+vprv++xvbn+=wrote
it ^pp3+it+++=it
on ^in++++=on
a ^at++++=a
card ^nn++++=card--Seigerman,
-- ^--+clp+++=EXTRAWORD
seigerman ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Louie ^np++++=Louie
Seigerman, ^np+++??+=Seigerman,--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
trusting ^vbg+++xvbg+=trusting
to ^to+vcmp+++=to
memory ^vb++++=memory.
. ^zz++++=EXTRAWORD
Baugh ^np+++??+=Baugh
now ^rn+tm+++=now
reduced ^vbd+++xvbn+=reduced
their ^pp$+pp3+++=their
finances ^nns+nom+++=finances
further ^jjb++++=further
for ^in++++=for
a ^at++++=a
shave ^nn++++=shave,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
meditated ^vbd+++xvbnx+=meditated
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
would ^md+prd+++=would
launch ^vb++++=launch
his ^pp$+pp3+++=his
scheme ^nn++++=scheme.
. ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
walked ^vbd+++xvbnx+=walked
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
bar ^nn++++=bar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vbd+vsua++xvbn+=asked,
, ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman
in ^in+strn+++=in?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dot
dot ^nn++++=EXTRAWORD
ish ^jj++++=ish
my ^pp$+pp1+++=my
name ^nn++++=name,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man
behind ^in+pl+++=behind
the ^ati++++=the
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
you ^pp2+pp2+++=you
privately ^rb++++=privately
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Baugh ^np+++??+=Baugh,
, ^zz++++=EXTRAWORD
who ^whp+who+++=who
himself ^ppl+pp3+++=himself
could ^md+pos+++=could
speak ^vb++++=speak
German ^jj++++=German,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
tongue ^nn++++=tongue
did ^vbd+dod+aux++=did
not ^xnot++not++=not
indicate ^nn+nom+++=indicate
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
von ^&fw++++=von
moment ^nn++++=moment,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Seigerman ^np+nom++??+=Seigerman,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
laid ^vbd+++xvbnx+=laid
off ^in+pl+++=off
his ^pp$+pp3+++=his
white ^jj+atrb+++=white
apron ^nn++++=apron
and ^cc++++=and
called ^vbd+++xvbn+=called
an ^at++++=an
assistant ^nn+nom+++=assistant
to ^to+vcmp+++=to
take ^vbi++++=take
his ^pp$+pp3+++=his
place ^nn++++=place.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
then ^rn+tm+++=then
led ^vbd+++xvbn+=led
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
a ^at++++=a
back ^jjb+atrb+++=back
room ^nn++++=room,
, ^zz++++=EXTRAWORD
used ^xvbn+++xvbn+=used
for ^in++++=for
a ^at++++=a
storehouse ^nn++++=storehouse.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
mine ^pp$$++++=mine
frendt ^vb+++??+=frendt,
, ^zz++++=EXTRAWORD
vat ^nn+++??+=vat
ish ^jj+atrb+++=ish
id ^nn+++??+=id?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
Louie ^np++++=Louie,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Baughman ^np+nom++??+=Baughman,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
shook ^vbd+++xvbnx+=shook
Louie ^np++++=Louie's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
with ^in++++=with
a ^at++++=a
hearty ^jj+atrb+++=hearty
grip ^nn++++=grip.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
work ^nn++++=work
for ^in++++=for
the ^ati++++=the
Continental ^jj+atrb+++=Continental
Cattle ^nns++++=Cattle
Company ^nn++++=Company,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
own ^ap++++=own
a ^at++++=a
range ^nn++++=range
in ^in++++=in
the ^ati++++=the
strip ^vb++++=strip
adjoining ^jj+++xvbg+=adjoining
the ^ati++++=the
county ^nn++++=county
line ^nn++++=line
below ^rb++++=below
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
people ^nns++++=people
have ^vb+hv+aux++=have
suffered ^vprf+++xvbnx+=suffered
in ^in++++=in
silence ^nn+nom+++=silence
from ^in++++=from
several ^ap++++=several
bands ^nns++++=bands
of ^in++++=of
cattle ^nns++++=cattle
thieves ^nns++++=thieves
who ^whp+rel+subj++=who
have ^vb+hv+vrb++=have
headquarters ^nns+nom+++=headquarters
in ^in++++=in
this ^dt+dem+++=this
county ^nn++++=county.
. ^zz++++=EXTRAWORD
Heretofore ^np+++??+=Heretofore
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
never ^rb++splt++=never
taken ^vprf+++xvbnx+=taken
any ^dti++++=any
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
local ^jj+atrb+++=local
politics ^nn++++=politics
of ^in++++=of
this ^dt+dem+++=this
community ^nn+nom+++=community.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+dem+++=this
year ^nn++++=year
we ^pp1a+pp1+++=we
propose ^vb++++=propose
to ^to++++=to
assert ^vbi+vpub+++=assert
ourselves ^ppls+pp1+++=ourselves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
try ^vb++++=try
to ^to+vcmp+++=to
elect ^vbi++++=elect
a ^at++++=a
sheriff ^nn++++=sheriff
who ^whp+rel+subj++=who
will ^md+prd+++=will
do ^vb+do+aux++=do
his ^pp$+pp3+++=his
sworn ^vprf+++xvbn+=sworn
duty ^nn++++=duty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
run ^vb+++xvbn+=run
out ^rp+pl+++=out
of ^in++++=of
this ^dt+dem+++=this
county ^nn++++=county
these ^dt+dem+++=these
rustling ^jj+atrb+++=rustling
cattle ^nns++++=cattle
thieves ^nns++++=thieves.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
surprise ^vb++++=surprise
you ^pp2+pp2+++=you
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
give ^vb++++=give
you ^pp2+pp2+++=you
the ^ati++++=the
figures ^nns++++=figures
in ^in++++=in
round ^jj+atrb+++=round
numbers ^nns+nom+++=numbers
of ^in++++=of
the ^ati++++=the
cattle ^nns++++=cattle
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
company ^nn++++=company
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
by ^in++++=by
these ^dt+dem+++=these
brand ^nn++++=brand-burning
- ^zz++++=EXTRAWORD
burning ^jj+atrb++xvbg+=EXTRAWORD
rascals ^nns+nom+++=rascals
who ^whp+rel+obj++=who
infest ^jjt++++=infest
this ^dt+dem+++=this
section ^nn+nom+++=section.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
to ^in++++=to
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
business ^nns+nom+++=business
man ^nn++++=man.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^to++++=to
ask ^vbi++++=ask
you ^pp2+pp2+++=you
to ^in++++=to
consent ^nn++++=consent
to ^in++++=to
your ^pp$+pp2+++=your
name ^nn++++=name
being ^xvbg+++xvbg+=being
presented ^vbd+++xvbn+=presented
to ^in++++=to
the ^ati++++=the
county ^nn++++=county
convention ^nn+nom+++=convention,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
meets ^vbz++++=meets
in ^in++++=in
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
candidate ^nn+nom+++=candidate
for ^in++++=for
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
sheriff ^nn++++=sheriff
of ^in++++=of
this ^dt+dem+++=this
county ^nn++++=county."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
As ^ql++++=As
Louie ^np++++=Louie
scratched ^vwbn+++xvbn+=scratched
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
was ^vbd+bedz+aux++=was
meditating ^vbg+++xvbgx+=meditating
on ^in++++=on
his ^pp$+pp3+++=his
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
Baughman ^np+nom++??+=Baughman
continued ^vbd+++xvbn+=continued:
: ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
a ^at++++=a
busy ^jj+atrb+++=busy
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
this ^dt+dem+++=this
matter ^nn++++=matter
no ^at++++=no
previous ^jj+atrb+++=previous
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
not ^xnot++not++=not
insist ^vb+vpub+++=insist
on ^in++++=on
an ^at++++=an
immediate ^jj+atrb+++=immediate
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
think ^vb+vprv+++=think
it ^pp3+it+++=it
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
impress ^nns+nom+++=impress
on ^in++++=on
your ^pp$+pp2+++=your
mind ^vb++++=mind
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
consent ^vb++++=consent
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
race ^nn++++=race,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
have ^vb+hv+vrb++=have
the ^ati++++=the
support ^nn++++=support
of ^in++++=of
every ^at++++=every
cattle ^nns++++=cattle-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
only ^rb+down+++=only
their ^pp$+pp3+++=their
influence ^nn+nom+++=influence
and ^cc++++=and
support ^nn++++=support,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
a ^at++++=a
selfish ^jj+atrb+++=selfish
interest ^nn++++=interest
will ^md+prd+++=will
their ^pp$+pp3+++=their
purses ^nns+++??+=purses
be ^vb+be+vrb++=be
at ^in++++=at
your ^pp$+pp2+++=your
command ^nn++++=command
to ^to++++=to
help ^vbi++++=help
elect ^nn++++=elect
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
request ^nn++++=request
of ^in++++=of
mine ^nn++++=mine
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
only ^rb+down+++=only
the ^ati++++=the
mature ^jj+atrb+++=mature
conclusion ^nn++++=conclusion
of ^in++++=of
my ^pp$+pp1+++=my
people ^nns++++=people,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
consulted ^vprf+++xvbnx+=consulted
others ^aps++++=others
interested ^jj++++=interested,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
opinion ^nn++++=opinion
seems ^vbz+seem+++=seems
unanimous ^jj++++=unanimous
that ^cs+sub+++=that
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
the ^ati++++=the
man ^nn++++=man
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
race ^nn++++=race
for ^in++++=for
this ^dt+dem+++=this
important ^jj+atrb+++=important
office ^nn++++=office."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Baughman ^np+nom+++=Baughman,
, ^zz++++=EXTRAWORD
vill ^nn+++??+=vill
you ^pp2+pp2+++=you
not ^xnot++not++=not
haf ^jj+atrb++??+=haf
one ^cd1++++=one
drink ^nn++++=drink
mit ^&fw++++=mit
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Seigerman ^np+nom++??+=Seigerman,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
led ^vbd+++xvbnx+=led
the ^ati++++=the
way ^nn++++=way
towards ^in++++=towards
the ^ati++++=the
bar ^nn++++=bar.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
kindly ^rb++++=kindly
excuse ^nn++++=excuse
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
like ^vb++++=like
to ^to+vcmp+++=to
indulge ^vbi++++=indulge
while ^cs+sub+++=while
attending ^vbg+++xvbg+=attending
to ^in++++=to
business ^nns+nom+++=business
matters ^nns+nom+++=matters.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
join ^vb++++=join
you ^pp2+pp2+++=you
in ^in++++=in
a ^at++++=a
cigar ^nn++++=cigar,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
for ^in++++=for
acquaintance ^nn+nom+++=acquaintance'
' ^zz++++=EXTRAWORD
sake ^nn++++=sake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
cigars ^nns++++=cigars
were ^vbd+bed+aux++=were
lighted ^vpsv++agls+xvbnx+=lighted
Baugh ^np+++??+=Baugh
observed ^vbd+++xvbn+=observed,
, ^zz++++=EXTRAWORD
" ^zz++++="Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
keep ^vb++++=keep
hotel ^nn++++=hotel?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
known ^vprf++tht0+xvbnx+=known
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
up ^rb+phrv+++=up
with ^in+ppvb+++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
my ^pp$+pp1+++=my
bill ^nn++++=bill
is ^vbz+bez+aux++=is
paid ^vpsv++agls+xvbnx+=paid
in ^in++++=in
advance ^nn+nom+++=advance
at ^rb++++=at
my ^pp$+pp1+++=my
hotel ^npl++++=hotel
until ^in++++=until
Saturday ^nr++++=Saturday.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
can ^md+pos+++=can
give ^vb++++=give
me ^pp1o+pp1+++=me
a ^at++++=a
good ^jj+atrb+++=good
room ^nn++++=room
by ^in++++=by
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
come ^vb++++=come
up ^rp++++=up
and ^cc++++=and
stop ^nn++++=stop
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
haf ^vb+++??+=haf
any ^dti++++=any
room ^nn++++=room
in ^in++++=in
mine ^pp$$++++=mine
house ^npl++++=house,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Baughman ^np+nom+++=Baughman,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Seigerman ^np+nom++??+=Seigerman.
. ^zz++++=EXTRAWORD
As ^ql++++=As
Baugh ^np+++??+=Baugh
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
leave ^vb++++=leave
he ^pp3a+pp3+++=he
once ^rb+tm+++=once
more ^rbr++++=more
impressed ^vbd+++xvbn+=impressed
on ^in++++=on
Louie ^np++++=Louie
the ^ati++++=the
nature ^nn++++=nature
of ^in++++=of
his ^pp$+pp3+++=his
call ^nn++++=call.
. ^zz++++=EXTRAWORD
" ^zz++++="Now,
now ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Seigerman ^np+nom+++=Seigerman,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Baughman ^np+nom++??+=Baughman,
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
the ^ati++++=the
German ^jj+atrb+++=German
language ^nn+nom+++=language
during ^in++++=during
the ^ati++++=the
parting ^jj+atrb++xvbg+=parting
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
" ^zz++++="let
let ^vb+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
have ^vb+hv+vrb++=have
your ^pp$+pp2+++=your
answer ^nn++++=answer
at ^rb++++=at
the ^ati++++=the
earliest ^jjt+atrb+++=earliest
possible ^jj+atrb+++=possible
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we
want ^vb++++=want
to ^to+vcmp+++=to
begin ^vbi++++=begin
an ^at++++=an
active ^jj+atrb+++=active
canvass ^nns+++??+=canvass
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
a ^at++++=a
large ^jj+atrb+++=large
county ^nn++++=county,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
enlist ^vbi++++=enlist
our ^pp$+pp1+++=our
friends ^nns++++=friends
in ^in++++=in
your ^pp$+pp2+++=your
behalf ^nn++++=behalf
no ^at++++=no
time ^nn++++=time
should ^md+nec+++=should
be ^vb+be+aux++=be
lost ^vpsv++agls+xvbnx+=lost."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
profusion ^nn++++=profusion
of ^in++++=of
" ^zz++++="Leben
leben ^vb+++xvbn+=EXTRAWORD
Sie ^&fw++++=Sie
wohls ^nns+++??+=wohls"
" ^zz++++=EXTRAWORD
and ^cc++++=and
well ^rb++++=well
wishes ^nns++++=wishes
for ^in++++=for
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
the ^ati++++=the
" ^zz++++="Zweibund"
zweibund ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
parted ^vbd+++xvbn+=parted.
. ^zz++++=EXTRAWORD
Stubb ^np+++??+=Stubb
and ^cc++++=and
Arab ^jj++++=Arab
were ^vbd+bed+aux++=were
waiting ^vbg+++xvbgx+=waiting
on ^in+ppvb+++=on
a ^at++++=a
corner ^nn++++=corner
for ^in++++=for
Baugh ^np+++??+=Baugh.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
he ^pp3a+pp3+++=he
withheld ^vbd+++xvbnx+=withheld
his ^pp$+pp3+++=his
report ^vb++++=report
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
retreated ^vprf+++xvbnx+=retreated
to ^in++++=to
the ^ati++++=the
privacy ^nn+nom+++=privacy
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
secure ^vb++++=secure,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
both ^abx++++=both:
: ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
an ^at++++=an
active ^jj+atrb+++=active,
, ^zz++++=EXTRAWORD
resourceful ^jj+atrb+++=resourceful
brain ^nn++++=brain
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
your ^pp$+pp2+++=your
ear ^nn++++=ear
to ^in++++=to
my ^pp$+pp1+++=my
head ^nn++++=head,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
tapping ^vbg+++xvbg+=tapping
his ^pp$+pp3+++=his
temple ^nn++++=temple
with ^in++++=with
his ^pp$+pp3+++=his
finger ^nn++++=finger,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
listen ^vb++++=listen
to ^in++++=to
mine ^pp$$++++=mine
throb ^nn++++=throb
and ^cc++++=and
purr ^nn++++=purr.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
is ^vbz+bez+aux++=is
working ^vbg+++xvbgx+=working
like ^in++++=like
silk ^nn++++=silk.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
around ^in++++=around
to ^in++++=to
board ^nn++++=board
with ^in++++=with
him ^pp3o+pp3+++=him
Saturday ^nr++++=Saturday.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
go ^vbi++++=go
over ^in++++=over
with ^in++++=with
me ^pp1o+pp1+++=me
to ^to++++=to-morrow,
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Stubby ^np+++??+=Stubby,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
give ^vb++++=give
him ^pp3o+pp3+++=him
a ^at++++=a
big ^jj+atrb+++=big
game ^nn++++=game
about ^in++++=about
what ^wdt+who+++=what
a ^at++++=a
general ^jj+atrb+++=general
uprising ^nn++++=uprising
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
amongst ^in++++=amongst
the ^ati++++=the
cowmen ^nns++++=cowmen
for ^in++++=for
an ^at++++=an
efficient ^jj+atrb+++=efficient
man ^nn++++=man
for ^in++++=for
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
sheriff ^nn++++=sheriff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
make ^vb++++=make
it ^pp3+it+++=it
strong ^jj++++=strong.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
my ^pp$+pp1+++=my
last ^rb++++=last
whirl ^vb++++=whirl
today ^nr+tm+++=to-day
in ^in++++=in
German ^nn++++=German.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
run ^vb+++xvbn+=run
all ^abn++++=all
right ^jj++++=right;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
want ^vb++++=want
to ^to+vcmp+++=to
convey ^vbi++++=convey
the ^ati++++=the
impression ^nn++++=impression
that ^tht+ncmp+++=that
we ^pp1a+pp1+++=we
can ^md+pos+++=can
rally ^vb++++=rally
the ^ati++++=the
cattle ^nns++++=cattle
interests ^nns++++=interests
to ^in++++=to
his ^pp$+pp3+++=his
support ^nn++++=support.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
up ^rp++++=up
a ^at++++=a
good ^jj+atrb+++=good
grievance ^nn+nom+++=grievance,
, ^zz++++=EXTRAWORD
mind ^nn++++=mind
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
both ^abx++++=both
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
begged ^vbd+++xvbnx+=begged
strong ^jj++++=strong
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
this ^dt+dem+++=this
cigar ^nn++++=cigar
in ^in++++=in
preference ^nn+nom+++=preference
to ^to+vcmp+++=to
a ^at++++=a
drink ^nn++++=drink."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
certainly ^rb++++=certainly
a ^at++++=a
bad ^jj+atrb+++=bad
state ^nn++++=state
of ^in++++=of
affairs ^nns++++=affairs
we ^pp1a+pp1+++=we've
've ^vb+hv+aux++0=EXTRAWORD
come ^vb++++=come
to ^to++++=to
when ^wrb+who+++=when
you ^pp2+pp2+++=you
refuse ^vb++++=refuse
whiskey ^nn+++??+=whiskey.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
Stubby ^np+++??+=Stubby?"
