This ^dt+pdem+++=This
swarmed ^vbd+++xvbn+=swarmed
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
that ^dt+pdem+++=that
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+tht0++=understand
baseball ^nn++++=baseball
pretended ^vbd+vprv+tht0+xvbn+=pretended
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
team ^nn++++=team
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out
of ^in++++=of
town ^nn++++=town
our ^pp$+pp1+++=our
form ^nn++++=form
of ^in++++=of
greeting ^xvbg+++xvbg+=greeting
was ^vbd+bedz+aux++=was
changed ^vpsv++agls+xvbnx+=changed
from ^in+strn+++=from,
, ^zz++++=EXTRAWORD
" ^zz++++="Good-morning!"
good ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
morning ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or
" ^zz++++="Howdy-do!"
howdy ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
to ^to++++=to
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
score ^nn++++=score?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Every ^at++++=Every
night ^nn++++=night
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
games ^nns++++=games
throughout ^in++++=throughout
the ^ati++++=the
league ^nn++++=league
were ^vbd+bed+aux++=were
posted ^vpsv++agls+xvbnx+=posted
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
blackboard ^nn++++=blackboard
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
Schlager ^np+nom+++=Schlager's
's ^$++++=EXTRAWORD
hardware ^nn++++=hardware
store ^nn++++=store,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
way ^nn++++=way
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
crowd ^nn++++=crowd
stood ^vbd+++xvbn+=stood
around ^rp++++=around
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
streamed ^vpsv++agls+xvbn+=streamed
across ^in+pl+++=across
the ^ati++++=the
street ^nn++++=street
toward ^in++++=toward
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
giving ^vbg+++xvbgx+=giving
away ^rb+phrv+++=away
gas ^nn++++=gas
stoves ^nns++++=stoves
and ^cc++++=and
hammock ^nn+++??+=hammock
couches ^nns++++=couches.
. ^zz++++=EXTRAWORD
Going ^vbg+++xvbg+=Going
home ^nr++++=home
in ^in++++=in
the ^ati++++=the
street ^nn++++=street
car ^nn++++=car
after ^cs+sub+++=after
the ^ati++++=the
game ^nn++++=game
the ^ati++++=the
girls ^nns++++=girls
used ^vwbn+++xvbn+=used
to ^in++++=to
gaze ^nn++++=gaze
adoringly ^jj++++=adoringly
at ^rb++++=at
the ^ati++++=the
dirty ^jj+atrb+++=dirty
faces ^nns++++=faces
of ^in++++=of
their ^pp$+pp3+++=their
sweat ^nn++++=sweat-begrimed
- ^zz++++=EXTRAWORD
begrimed ^jj+atrb+++=EXTRAWORD
heroes ^nns++++=heroes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
they ^pp3a+pp3+++=they'd
'd ^md+prd+vrb++0=EXTRAWORD
rush ^nn++++=rush
home ^nr++++=home,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
change ^nn++++=change
their ^pp$+pp3+++=their
dresses ^nns+nom+++=dresses,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
their ^pp$+pp3+++=their
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rush ^nn++++=rush
downtown ^rn++++=downtown
past ^jjb++++=past
the ^ati++++=the
Parker ^np++++=Parker
Hotel ^nn++++=Hotel
to ^in++++=to
mail ^nn++++=mail
their ^pp$+pp3+++=their
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
baseball ^nn++++=baseball
boys ^nns++++=boys
boarded ^vwbn+++xvbn+=boarded
over ^in++++=over
at ^rb++++=at
the ^ati++++=the
Griggs ^np+++??+=Griggs
House ^nn++++=House,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
third ^od++++=third-class,
- ^zz++++=EXTRAWORD
class ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
used ^vbd+++xvbnx+=used
their ^pp$+pp3+++=their
tooth ^nn++++=tooth-picks,
- ^zz++++=EXTRAWORD
picks ^vbz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
postmortem ^nn+++??+=postmortem
of ^in++++=of
the ^ati++++=the
day ^nn++++=day's
's ^$++++=EXTRAWORD
game ^nn++++=game
out ^rp+pl+++=out
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
the ^ati++++=the
Parker ^np++++=Parker
Hotel ^nn++++=Hotel,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
leading ^jj+atrb++xvbg+=leading
hostelry ^nn++++=hostelry.
. ^zz++++=EXTRAWORD
The ^ati++++=The
postoffice ^nn+++??+=postoffice
receipts ^nns++++=receipts
record ^nn++++=record
for ^in++++=for
our ^pp$+pp1+++=our
town ^nn++++=town
was ^vbd+bedz+aux++=was
broken ^vpsv++agls+xvbnx+=broken
during ^in++++=during
the ^ati++++=the
months ^nns++++=months
of ^in++++=of
June ^nr++++=June,
, ^zz++++=EXTRAWORD
July ^nr++++=July,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
August ^nr++++=August.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Freddy ^np++++=Freddy
Van ^&fw++++=Van
Dyne ^np+++??+=Dyne
started ^vbd+++xvbn+=started
the ^ati++++=the
trouble ^nn++++=trouble
by ^in++++=by
having ^xvbg+++xvbg+=having
the ^ati++++=the
team ^nn++++=team
over ^in++++=over
to ^in++++=to
dinner ^nn++++=dinner,
, ^zz++++=EXTRAWORD
" ^zz++++="Pug"
pug ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
Coulan ^np+++??+=Coulan
and ^cc++++=and
all ^rb++++=all.
. ^zz++++=EXTRAWORD
After ^in++++=After
all ^abn++++=all,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
No ^at++++=No
foreign ^jj+atrb+++=foreign
and ^cc+phrs+++=and
impecunious ^jj+atrb+++=impecunious
princes ^nns++++=princes
penetrate ^nn+nom+++=penetrate
as ^in++++=as
far ^rb+pl+++=far
inland ^jjb++++=inland
as ^in++++=as
our ^pp$+pp1+++=our
town ^nn++++=town.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
get ^vb++++=get
only ^rb+down+++=only
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
New ^jj+atrb+++=New
York ^np++++=York,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
Newport ^np++++=Newport,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
gobbled ^vprf+++xvbn+=gobbled
up ^rp++++=up
by ^in++++=by
many ^ap++++=many-moneyed
- ^zz++++=EXTRAWORD
moneyed ^jj+atrb++xvbn+=EXTRAWORD
matrons ^nns++++=matrons.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Freddy ^np++++=Freddy
Van ^&fw++++=Van
Dyne ^np+++??+=Dyne
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
supply ^nn++++=supply
of ^in++++=of
available ^jj+atrb+++=available
lions ^nns++++=lions
limited ^vbd+++xvbn+=limited,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
should ^md+nec+++=should
she ^pp3a+pp3+++=she
not ^xnot++not++=not
try ^vb++++=try
to ^to+vcmp+++=to
content ^vbi++++=content
herself ^ppl+pp3+++=herself
with ^in++++=with
a ^at++++=a
jackal ^nn++++=jackal
or ^cc++++=or
so ^ql++++=so?
? ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
was ^vbd+bedz+aux++=was
asked ^vpsv++agls+xvbnx+=asked.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
contented ^jj++++=contented
herself ^ppl+pp3+++=herself
with ^in++++=with
gazing ^xvbg+++xvbg+=gazing
at ^rb++++=at
her ^pp3o+pp3+++=her
hero ^nn++++=hero.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
such ^abl++++=such
a ^at++++=a
hardened ^jj+atrb++xvbn+=hardened
baseball ^nn++++=baseball
fan ^nn++++=fan
that ^tht+rel+obj++=that
she ^pp3a+pp3+++=she
followed ^vbd+vprv++xvbnx+=followed
the ^ati++++=the
game ^nn++++=game
with ^in++++=with
a ^at++++=a
score ^nn++++=score
card ^nn++++=card,
, ^zz++++=EXTRAWORD
accurately ^rb++++=accurately
jotting ^vbg+++xvbg+=jotting
down ^in++++=down
every ^at++++=every
play ^nn++++=play,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keeping ^jj+++xvbg+=keeping
her ^pp3o+pp3+++=her
watch ^vb++++=watch
open ^jj++++=open
on ^rp++++=on
her ^pp3o+pp3+++=her
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
next ^in+cmpx+++=next
to ^in++++=to
Rudie ^np+++??+=Rudie
at ^in++++=at
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
nibbled ^vprf+++xvbnx+=nibbled
her ^pp3o+pp3+++=her
second ^od++++=second
salted ^jj+atrb++xvbn+=salted
almond ^nn++++=almond,
, ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy
Keller ^np+++??+=Keller
and ^cc++++=and
Rudie ^np+++??+=Rudie
Schlachweiler ^np+nom++??+=Schlachweiler
understood ^vwbn+vprv++xvbn+=understood
each ^ppls++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
illustrated ^vbd+++xvbn+=illustrated
certain ^jj+atrb+++=certain
plays ^nns++++=plays
by ^in++++=by
drawing ^xvbg+++xvbg+=drawing
lines ^nns++++=lines
on ^in++++=on
the ^ati++++=the
table ^nn++++=table-cloth
- ^zz++++=EXTRAWORD
cloth ^nn++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
knife ^nn++++=knife
and ^cc++++=and
Ivy ^nn++++=Ivy
gazed ^vbd+++xvbn+=gazed,
, ^zz++++=EXTRAWORD
wide ^jj++++=wide-eyed,
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
allowed ^vbd+++xvbn+=allowed
her ^pp$+pp3+++=her
soup ^nn++++=soup
to ^to++++=to
grow ^vbi++++=grow
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
night ^nn++++=night
that ^tht+rel+obj++=that
Rudie ^np+++??+=Rudie
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
Pa ^npt++++=Pa
Keller ^np+++??+=Keller
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
a ^at++++=a
great ^jj+atrb+++=great
joke ^nn++++=joke.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch
with ^in++++=with
Rudie ^np+++??+=Rudie
and ^cc++++=and
Ivy ^nn++++=Ivy
and ^cc++++=and
talked ^vbd+++xvbn+=talked
baseball ^nn++++=baseball,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
got ^vbd+++xvbn+=got
up ^rp++++=up
to ^to++++=to
show ^vbi+vprv+++=show
Rudie ^np+++??+=Rudie
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
could ^md+pos+++=could
have ^vb+hv+aux++=have
got ^vprf+++xvbnx+=got
the ^ati++++=the
goat ^nn++++=goat
of ^in++++=of
that ^dt+dem+++=that
Keokuk ^np+++??+=Keokuk
catcher ^jjr++++=catcher
if ^cs+cnd+++=if
only ^rb+down+++=only
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
tried ^vprf+++xvbnx+=tried
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
famous ^jj++++=famous
open ^jj++++=open-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
throws ^vbz++++=throws.
. ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
looked ^vbd+++xvbn+=looked
politely ^rb++++=politely
interested ^jj++++=interested,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
laughed ^vpsv++agls+xvbn+=laughed
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
right ^jj+atrb+++=right
places ^nns++++=places.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Ivy ^nn++++=Ivy
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
pretend ^vb+vprv+++=pretend.
. ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
Schlachweiler ^np+nom++??+=Schlachweiler
spelled ^vbd+++xvbn+=spelled
baseball ^nn++++=baseball
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
think ^vb+vprv+++=think
of ^in++++=of
her ^pp$+pp3+++=her
caller ^nn++++=caller
as ^in++++=as
a ^at++++=a
good ^jj++++=good-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man
in ^in++++=in
a ^at++++=a
blue ^jj+atrb+++=blue
serge ^nn++++=serge
suit ^nn++++=suit
and ^cc++++=and
a ^at++++=a
white ^jj+atrb+++=white
shirtwaist ^nn+nom+++=shirtwaist.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
as ^ql++++=as
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
there ^rn+pl+++=there
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
him ^pp3o+pp3+++=him
as ^in++++=as
a ^at++++=a
blonde ^jj+atrb+++=blonde
god ^np++++=god
standing ^vwbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
pitcher ^nn++++=pitcher's
's ^$++++=EXTRAWORD
mound ^nn+++??+=mound,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
scars ^nns++++=scars
of ^in++++=of
battle ^nn++++=battle
on ^in++++=on
his ^pp$+pp3+++=his
baseball ^nn++++=baseball
pants ^nns++++=pants,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
left ^jj+atrb++xvbn+=left
foot ^nn++++=foot
placed ^vwbn+++xvbn+=placed
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him
at ^rb++++=at
right ^jj+atrb+++=right
angles ^nns++++=angles
with ^in++++=with
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
gaze ^nn++++=gaze
fixed ^vbd+++xvbn+=fixed
on ^in++++=on
first ^rb++++=first
base ^nn++++=base
in ^in++++=in
a ^at++++=a
cunning ^jj+atrb+++=cunning
effort ^nn++++=effort
to ^to+ncmp+++=to
deceive ^vbi++++=deceive
the ^ati++++=the
man ^nn++++=man
at ^in++++=at
bat ^nn++++=bat,
, ^zz++++=EXTRAWORD
in ^cs+sub+++=in
that ^cs"++++=that
favorite ^jj+atrb+++=favorite
attitude ^nn++++=attitude
of ^in++++=of
pitchers ^nns+nom+++=pitchers
just ^rb+emph+++=just
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
get ^vb++++=get
ready ^jj++++=ready
to ^to+jcmp+++=to
swing ^vbi++++=swing
their ^pp$+pp3+++=their
left ^jj+atrb++xvbn+=left
leg ^nn++++=leg
and ^cc++++=and
h ^zz++++=h'ist
'ist ^nn+++??+=EXTRAWORD
one ^pn++++=one
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
time ^nn++++=time
that ^tht+rel+obj++=that
Rudie ^np+++??+=Rudie
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
Ma ^npt++++=Ma
Keller ^np+++??+=Keller
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Ivy,
ivy ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
that ^dt+dem+++=that
ball ^nn++++=ball
player ^nn++++=player
coming ^vwbg+++xvbg+=coming
here ^rn+pl+++=here
to ^to++++=to
see ^vbi+vprv+++=see
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighbors ^nns++++=neighbors'll
'll ^md+prd+++0=EXTRAWORD
talk ^vb++++=talk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
third ^nn++++=third
time ^nn++++=time
Rudie ^np+++??+=Rudie
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
Pa ^npt++++=Pa
Keller ^np+++??+=Keller
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="What's
what ^wdt+who+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
that ^tht+vcmp+++=that
guy ^np++++=guy
doing ^vwbg+++xvbg+=doing
here ^rn+pl+++=here
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
fourth ^od++++=fourth
time ^nn++++=time
Rudie ^np+++??+=Rudie
called ^vbd+++xvbn+=called,
, ^zz++++=EXTRAWORD
Pa ^npt++++=Pa
Keller ^np+++??+=Keller
and ^cc++++=and
Ma ^npt++++=Ma
Keller ^np+++??+=Keller
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
unison ^nn++++=unison:
: ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
thing ^nn++++=thing
has ^md"++pmd"++=has
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
stop ^vb++++=stop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
it ^pp3+it+++=it
did ^vbd+dod+vrb++=didn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
too ^ql++++=too
good ^jj++++=good
a ^at++++=a
start ^nn++++=start.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
season ^nn++++=season
Ivy ^nn++++=Ivy
met ^vbd+++xvbn+=met
her ^pp3o+pp3+++=her
knight ^npt++++=knight
of ^in++++=of
the ^ati++++=the
sphere ^nn++++=sphere
around ^in++++=around
the ^ati++++=the
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
Theirs ^pp$$++++=Theirs
was ^vbd+bedz+vrb++=was
a ^at++++=a
walking ^jj+atrb++xvbg+=walking
courtship ^nn+nom+++=courtship.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
used ^md"++pmd"++=used
to ^to++++=to
roam ^vb++++=roam
up ^rp++++=up
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
State ^nn++++=State
road ^npl++++=road,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
down ^rp++++=down
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Rudie ^np+++??+=Rudie
would ^md+prd+++=would
fain ^vb+++??+=fain
have ^vb+hv+aux++=have
talked ^vprf+++xvbnx+=talked
of ^in++++=of
love ^nn++++=love,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Ivy ^nn++++=Ivy
talked ^vbd+++xvbn+=talked
of ^in++++=of
baseball ^nn++++=baseball.
. ^zz++++=EXTRAWORD
" ^zz++++="Darling,"
darling ^np+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
would ^md+prd+++=would
murmur ^vb+vpub+++=murmur,
, ^zz++++=EXTRAWORD
pressing ^vbg+++xvbg+=pressing
Ivy ^np++++=Ivy's
's ^$++++=EXTRAWORD
arm ^nn++++=arm
closer ^rbr++++=closer,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
first ^od++++=first
begin ^vb++++=begin
to ^to++++=to
care ^vbi+vprv+++=care?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I
liked ^vbd+++xvbnx+=liked
the ^ati++++=the
very ^ql+amp+++=very
first ^rb++++=first
game ^nn++++=game
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
when ^wrb+who+whcl++=when
Dad ^npt++++=Dad----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
when ^wrb+who+whq++=when
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
first ^od++++=first
begin ^vb++++=begin
to ^to++++=to
care ^vbi+vprv+++=care
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
three ^cd++++=three
men ^nns++++=men
out ^rp+pl+++=out
in ^cs+sub+++=in
that ^cs"++++=that
game ^nn++++=game
with ^in++++=with
Marshalltown ^np+++??+=Marshalltown
when ^wrb+who+++=when
the ^ati++++=the
teams ^nns++++=teams
were ^vbd+bed+aux++=were
tied ^vpsv++agls+xvbnx+=tied
in ^in++++=in
the ^ati++++=the
eighth ^od++++=eighth
inning ^nvbg+++xvbg+=inning.
. ^zz++++=EXTRAWORD
Remember ^nn+nom+++=Remember?
? ^zz++++=EXTRAWORD
Say ^vb+vpub+++=Say,
, ^zz++++=EXTRAWORD
Rudie ^np+++??+=Rudie
dear ^nn++++=dear,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
was ^vbd+bedz+aux++=was
the ^ati++++=the
matter ^nn++++=matter
with ^in++++=with
your ^pp$+pp2+++=your
arm ^nn++++=arm
to ^to++++=to-day?
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
let ^vbd+++xvbn+=let
three ^cd++++=three
men ^nns++++=men
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Albia ^np++++=Albia's
's ^$++++=EXTRAWORD
weakest ^jjt++++=weakest
hitter ^jjr++++=hitter
got ^vbd+++xvbn+=got
a ^at++++=a
home ^nr++++=home
run ^vbd+++xvbn+=run
out ^rp+pl+++=out
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
forget ^vb+vprv+++=forget
baseball ^nn++++=baseball
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
Ivy ^nn++++=Ivy!
! ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
talk ^nn++++=talk
about ^in++++=about
something ^pn++++=something
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
talk ^vb++++=talk
about ^in+strn+++=about--us."
-- ^--+clp+++=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Us?
us ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
baseball ^nn++++=baseball,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=aren't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
retorted ^vbd+++xvbn+=retorted
Ivy ^nn++++=Ivy.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
notice ^vb+vprv+++=notice
the ^ati++++=the
way ^nn++++=way
that ^tht+rel+obj++=that
Ottumwa ^np+++??+=Ottumwa
man ^nn++++=man
pitched ^vbd+++xvbn+=pitched
yesterday ^nr+tm+++=yesterday?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
any ^dti++++=any
acting ^jj+++xvbg+=acting
for ^in++++=for
the ^ati++++=the
grandstand ^nn++++=grandstand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
reach ^vb++++=reach
up ^rp++++=up
above ^in+pl+++=above
his ^pp$+pp3+++=his
head ^nn++++=head,
, ^zz++++=EXTRAWORD
