Kenelm ^np+++??+=Kenelm
altogether ^nn+nom+++=altogether
unnoticed ^jj++++=unnoticed.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
gentlemen ^nns++++=gentlemen
were ^vbd+bed+vrb++=were
strolling ^jj+atrb+++=strolling
past ^jjb++++=past
Jerton ^np+++??+=Jerton,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
remarked ^vbd+vpub++xvbn+=remarked
to ^in++++=to
the ^ati++++=the
other ^ap++++=other:
: ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
tall ^jj+atrb+++=tall
young ^jj+atrb+++=young
woman ^nn++++=woman
in ^in++++=in
grey ^nn++++=grey
who ^whp+rel+subj++=who
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
just ^rb+emph+++=just
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
is ^vbz+bez+vrb++=is
the ^ati++++=the
Lady ^npt++++=Lady
" ^zz++++="
His ^pp$+pp3+++=His
promenade ^nn++++=promenade
carried ^vbd+++xvbn+=carried
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
earshot ^nn++++=earshot
at ^in++++=at
the ^ati++++=the
critical ^jj+atrb+++=critical
moment ^nn++++=moment
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
disclose ^vb++++=disclose
the ^ati++++=the
elusive ^jj+atrb+++=elusive
identity ^nn+nom+++=identity.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Lady ^nn++++=Lady
Who ^whp+rel+obj++=Who?
? ^zz++++=EXTRAWORD
Jerton ^np+++??+=Jerton
could ^md+pos+++=could
scarcely ^rb+down+splt++=scarcely
run ^vb+++xvbn+=run
after ^in++++=after
a ^at++++=a
total ^jj++++=total
stranger ^jjr++++=stranger,
, ^zz++++=EXTRAWORD
break ^vb++++=break
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ask ^vb++++=ask
him ^pp3o+pp3+++=him
for ^in++++=for
information ^nn+nom+++=information
concerning ^in++++=concerning
a ^at++++=a
chance ^nn++++=chance
passer ^jjr++++=passer-by.
- ^zz++++=EXTRAWORD
by ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
desirable ^jj+pred+++=desirable
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
keep ^vb++++=keep
up ^rb+phrv+++=up
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
looking ^nn++++=looking
after ^in++++=after
the ^ati++++=the
luggage ^nn+nom+++=luggage.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
minute ^nn++++=minute
or ^cc++++=or
two ^cd++++=two,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
important ^jj+atrb+++=important
personage ^nn+nom+++=personage,
, ^zz++++=EXTRAWORD
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
strolling ^jj++++=strolling
back ^jjb++++=back
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
Jerton ^np+++??+=Jerton
summoned ^vbd+++xvbn+=summoned
up ^rp++++=up
all ^rb++++=all
his ^pp$+pp3+++=his
courage ^nn+nom+++=courage
and ^cc++++=and
waylaid ^vwbn+++xvbn+=waylaid
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
lady ^nn++++=lady
who ^whp+rel+subj++=who
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
a ^at++++=a
tall ^jj+atrb+++=tall
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
in ^in++++=in
grey ^nn++++=grey.
. ^zz++++=EXTRAWORD
Excuse ^nn++++=Excuse
me ^pp1o+pp1+++=me
for ^in++++=for
asking ^xvbg+++xvbg+=asking
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
could ^md+pos+++=could
tell ^vb++++=tell
me ^pp1o+pp1+++=me
her ^pp$+pp3+++=her
name ^nn++++=name;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+aux+xvbnx+=been
talking ^vbg+++xvbgx+=talking
to ^in++++=to
her ^pp$+pp3+++=her
for ^in++++=for
half ^nn++++=half
an ^at++++=an
hour ^nn++++=hour;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
er ^&fw++++=er
she ^pp3a+pp3+++=she
knows ^vbz+vprv+++=knows
all ^abn++++=all
my ^pp$+pp1+++=my
people ^nns++++=people
and ^cc++++=and
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
met ^vprf+++xvbnx+=met
her ^pp$+pp3+++=her
somewhere ^rb++++=somewhere
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
blest ^jjt+pred+++=blest
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
put ^vb+++xvbn+=put
a ^at++++=a
name ^nn++++=name
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
you ^pp2+pp2+++=you
? ^zz++++=?"
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly.
certainly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Stroope ^np++++=Stroope."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mrs.?"
mrs. ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
queried ^vbd+++xvbn+=queried
Jerton ^np+++??+=Jerton.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
Lady ^nn++++=Lady
Champion ^nn++++=Champion
at ^in++++=at
golf ^nn++++=golf
in ^in++++=in
my ^pp$+pp1+++=my
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
An ^at++++=An
awful ^jj+atrb+++=awful
good ^jj+atrb+++=good
sort ^nn++++=sort,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
goes ^vbz++++=goes
about ^in+ppvb+++=about
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
in ^in++++=in
Society ^nn++++=Society,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
an ^at++++=an
awkward ^jj+atrb+++=awkward
habit ^nn++++=habit
of ^in++++=of
losing ^xvbg+++xvbg+=losing
her ^pp3o+pp3+++=her
memory ^nn++++=memory
every ^at++++=every
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gets ^vbz++++=gets
into ^in+ppvb+++=into
all ^abn++++=all
sorts ^nns++++=sorts
of ^in++++=of
fixes ^nn++++=fixes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
furious ^jj++++=furious,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
make ^vb++++=make
any ^dti++++=any
allusion ^nn++++=allusion
to ^in++++=to
it ^pp3+it+++=it
afterwards ^rb+tm+++=afterwards.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
day ^nn++++=day,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
passed ^vbd+++xvbn+=passed
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
Jerton ^np+++??+=Jerton
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^to++++=to
assimilate ^nn+nom+++=assimilate
his ^pp$+pp3+++=his
information ^nn+nom+++=information
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
attention ^nn+nom+++=attention
centred ^vbd+++xvbn+=centred
on ^in++++=on
an ^at++++=an
angry ^jj++++=angry-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
lady ^npt++++=lady
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
making ^vbg+++xvbgx+=making
loud ^jj++++=loud
and ^cc+phrs+++=and
fretful ^jj++++=fretful-seeming
- ^zz++++=EXTRAWORD
seeming ^vbg+seem++xvbg+=EXTRAWORD
inquiries ^nns++++=inquiries
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel
clerks ^nns++++=clerks.
. ^zz++++=EXTRAWORD
" ^zz++++="Has
has ^vbz+hvz+vrb++=EXTRAWORD
any ^dti++++=any
luggage ^nn+nom+++=luggage
been ^vprf+ben+aux+xvbn+=been
brought ^vpsv++agls+xvbnx+=brought
here ^rn+pl+++=here
from ^in++++=from
the ^ati++++=the
station ^nn+nom+++=station
by ^in++++=by
mistake ^nn++++=mistake,
, ^zz++++=EXTRAWORD
a ^at++++=a
dress ^nn++++=dress-basket
- ^zz++++=EXTRAWORD
basket ^nn++++=EXTRAWORD
and ^cc++++=and
dressing ^nvbg+++xvbg+=dressing-case,
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
name ^nn++++=name
Kestrel ^np+++??+=Kestrel-Smith?
- ^zz++++=EXTRAWORD
smith ^np++++=EXTRAWORD
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+aux++=be
traced ^vpsv++agls+xvbnx+=traced
anywhere ^rb++++=anywhere.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
it ^pp3+it+++=it
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
at ^in++++=at
Victoria ^np++++=Victoria,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
swear ^vb+vpub++xvbn+=swear.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
luggage ^nn+nom+++=luggage!
! ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
locks ^nns++++=locks
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
tampered ^vpsv++agls+xvbnx+=tampered
with ^in+ppvb+++=with!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerton ^np+++??+=Jerton
heard ^vbd+vprv++xvbn+=heard
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fled ^vbd+++xvbnx+=fled
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
turkish ^jj+atrb+++=Turkish
bath ^nn++++=bath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stayed ^xvbn+++xvbn+=stayed
there ^rn+pl+++=there
for ^in++++=for
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
