As ^ql++++=As
is ^vbz+bez+vrb++=is
a ^at++++=a
milliner ^jjr++++=milliner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
can ^md+pos+++=can
play ^vb++++=play
on ^in++++=on
the ^ati++++=the
piano ^nn++++=piano."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
you ^pp2+pp2+++=you
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
with ^in++++=with
him ^pp3o+pp3+++=him
on ^in++++=on
Sunday ^nr++++=Sunday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
out ^rp+pl+++=out
with ^in++++=with
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++0=m'm--after
m ^zz++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
after ^in++++=EXTRAWORD
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
along ^in++++=along
by ^in++++=by
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
her ^pp$+pp3+++=her
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
engaged ^vpsv++agls+xvbnx+=engaged
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^jj++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Took
took ^vbd+++xvbn+=EXTRAWORD
no ^at++++=no
more ^rbr++++=more
notice ^nn++++=notice
of ^in++++=of
me ^pp1o+pp1+++=me
than ^in++++=than
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
dirt ^nn++++=dirt.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
she ^pp3a+pp3+++=she
should ^md+nec+++=should
suffer ^vb++++=suffer
for ^in++++=for
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
very ^ql+amp+++=very
agreeable ^jj+atrb+++=agreeable
walk ^nn++++=walk,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
for ^in++++=for
no ^at++++=no
parties ^nns++++=parties,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+++=wish,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
play ^vb++++=play
the ^ati++++=the
piano ^nn++++=piano,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
But ^cc++++=But
anyhow ^rb+cnj+++=anyhow,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
let ^vbi++++=let
_her_ ^nn+++??+=_her_
get ^vb++++=get
him ^pp3o+pp3+++=him
away ^in+pl+++=away
from ^in"++++=from
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She's
's ^vbz+bez+vrb++0=EXTRAWORD
older ^jjr++++=older
than ^cs+sub+++=than
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
hair ^nn++++=hair
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
gold ^nn++++=gold
to ^in++++=to
the ^ati++++=the
roots ^nns++++=roots,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am."
'am." ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
August ^nr++++=August
Bank ^nn++++=Bank
Holiday ^nn++++=Holiday
that ^tht+rel+obj++=that
the ^ati++++=the
crisis ^nn++++=crisis
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
do ^vb+do+aux++=do
not ^xnot++not++=not
clearly ^rb++++=clearly
know ^vb+vprv+++=know
the ^ati++++=the
details ^nns++++=details
of ^in++++=of
the ^ati++++=the
fray ^nn++++=fray,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
only ^rb+down+++=only
such ^abl++++=such
fragments ^nns+nom+++=fragments
as ^in++++=as
poor ^jj+atrb+++=poor
Jane ^np++++=Jane
let ^vbd+++xvbn+=let
fall ^nn++++=fall.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
home ^nr++++=home
dusty ^jj++++=dusty,
, ^zz++++=EXTRAWORD
excited ^j+++xvbn+=excited,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
her ^pp$+pp3+++=her
heart ^nn++++=heart
hot ^jj++++=hot
within ^in++++=within
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
milliner ^jjr+atrb+++=milliner's
's ^vbz+bez+vrb++0=EXTRAWORD
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
the ^ati++++=the
milliner ^jjr++++=milliner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
William ^np++++=William
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
a ^at++++=a
party ^nn++++=party
to ^in++++=to
the ^ati++++=the
Art ^nn++++=Art
Museum ^npl++++=Museum
at ^rb++++=at
South ^nr+pl+++=South
Kensington ^np++++=Kensington,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
Anyhow ^rb+cnj+++=Anyhow,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane
had ^vb+hv+vrb++=had
calmly ^rb++++=calmly
but ^cc+phrs+++=but
firmly ^rb++++=firmly
accosted ^jj+++xvbn+=accosted
them ^pp3o+pp3+++=them
somewhere ^rb++++=somewhere
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asserted ^vbd+vpub++xvbn+=asserted
her ^pp$+pp3+++=her
right ^nn++++=right
to ^to+ncmp+++=to
what ^wdt+who+++=what,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
consensus ^nn++++=consensus
of ^in++++=of
literature ^nn++++=literature,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
held ^vbd+vprv++xvbnx+=held
to ^to++++=to
be ^vbi++vrb++=be
her ^pp$+pp3+++=her
inalienable ^jj+atrb+++=inalienable
property ^nn++++=property.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
go ^vb++++=go
so ^rb++++=so
far ^rb+pl+++=far
as ^in++++=as
to ^in++++=to
lay ^jjb+atrb++xvbn+=lay
hands ^nns++++=hands
on ^in++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dealt ^vbd+++xvbnx+=dealt
with ^in+ppvb+++=with
her ^pp$+pp3+++=her
in ^in++++=in
a ^at++++=a
crushingly ^jj+atrb+++=crushingly
superior ^jj+atrb+++=superior
way ^nn++++=way.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
" ^zz++++="called
called ^xvbn+++xvbn+=EXTRAWORD
a ^at++++=a
cab ^nn++++=cab."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
" ^zz++++="scene,"
scene ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
William ^np++++=William
being ^xvbg+++xvbg+=being
pulled ^vbd+++xvbn+=pulled
away ^rp+pl+++=away
into ^in++++=into
the ^ati++++=the
four ^cd++++=four-wheeler
- ^zz++++=EXTRAWORD
wheeler ^np++++=EXTRAWORD
by ^in++++=by
his ^pp$+pp3+++=his
future ^jjb+atrb+++=future
wife ^nn++++=wife
and ^cc++++=and
mother ^nn++++=mother-in-law
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
reluctant ^jj+atrb+++=reluctant
hands ^nns++++=hands
of ^in++++=of
our ^pp$+pp1+++=our
discarded ^xvbn+++xvbn+=discarded
Jane ^np++++=Jane.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
threats ^nns++++=threats
of ^in++++=of
giving ^xvbg+++xvbg+=giving
her ^pp$+pp3+++=her
" ^zz++++="in
in ^in++++=EXTRAWORD
charge ^nn++++=charge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
poor ^jj+atrb+++=poor
Jane ^np++++=Jane!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
mincing ^jj+atrb+++=mincing
veal ^nn++++=veal
as ^cs+sub+++=as
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
mincing ^jj+atrb+++=mincing
William ^np++++=William.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
shame ^nn++++=shame
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
think ^vb+vprv+++=think
no ^at++++=no
more ^rbr++++=more
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
worthy ^jj++++=worthy
of ^in++++=of
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++0=m'm,"
m ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
_is_ ^nn+++??+=_is_
weak ^jj++++=weak.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
that ^tht+vcmp+++=that
woman ^nn++++=woman
has ^vbz+hvz+aux++=has
done ^vprf+++xvbnx+=done
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
known ^vpsv++agls+xvbnx+=known
to ^to+vcmp+++=to
bring ^vbi++++=bring
herself ^ppl+pp3+++=herself
to ^to++++=to
pronounce ^vbi++++=pronounce
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
woman ^nn++++=woman's"
's" ^nn+++??+=EXTRAWORD
name ^nn++++=name
or ^cc++++=or
to ^to++++=to
admit ^vbi+vpub+++=admit
her ^pp$+pp3+++=her
girlishness ^nns+nom+++=girlishness.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
think ^vb+vprv+++=think
what ^wdt+who+whcl++=what
minds ^nns++++=minds
some ^dti++++=some
women ^nns++++=women
must ^md+nec+++=must
have ^vb+hv+vrb++=have--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
try ^vbi++++=try
and ^cc+phrs+++=and
get ^vb++++=get
a ^at++++=a
girl ^nn++++=girl's
's ^vbz+bez+vrb++0=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man
away ^in+pl+++=away
from ^in"++++=from
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
only ^rb+down+++=only
hurts ^vbz++++=hurts
to ^to++++=to
talk ^vbi++++=talk
about ^in++++=about
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane.
. ^zz++++=EXTRAWORD
Thereafter ^nn+nom+++=Thereafter
our ^pp$+pp1+++=our
house ^npl++++=house
rested ^vbd+++xvbn+=rested
from ^in++++=from
William ^np++++=William.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
something ^pn++++=something
in ^in++++=in
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
Jane ^np++++=Jane's
's ^vbz+bez+aux++0=EXTRAWORD
scrubbing ^vbg+++xvbg+=scrubbing
the ^ati++++=the
front ^jjb+atrb+++=front
doorstep ^nn++++=doorstep
or ^cc++++=or
sweeping ^vbg+++xvbg+=sweeping
out ^rp+pl+++=out
the ^ati++++=the
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
a ^at++++=a
certain ^jj+atrb+++=certain
viciousness ^nns+nom+++=viciousness,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
persuaded ^vbd+vsua++xvbn+=persuaded
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
the ^ati++++=the
story ^nn++++=story
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
ended ^vbd+++xvbn+=ended.
. ^zz++++=EXTRAWORD
" ^zz++++="Please,
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++0=m'm,
m ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
I ^pp1a+pp1+++=I
go ^vb++++=go
and ^cc+phrs+++=and
see ^vb+vprv+++=see
a ^at++++=a
wedding ^nn++++=wedding
tomorrow ^nr+tm+++=tomorrow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane
one ^cd1++++=one
day ^nn++++=day.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
wife ^nn++++=wife
knew ^vwbn+vprv++xvbn+=knew
by ^in++++=by
instinct ^nn++++=instinct
whose ^whp+rel+obj++=whose
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
wise ^jj+pred+++=wise,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
like ^vb++++=like
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
the ^ati++++=the
last ^ap++++=last
of ^in++++=of
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Jane ^np++++=Jane.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^nn++++=dear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
fluttering ^vbg+++xvbg+=fluttering
into ^in++++=into
my ^pp$+pp1+++=my
room ^nn++++=room
about ^in++++=about
twenty ^cd++++=twenty
minutes ^nns++++=minutes
after ^cs+sub+++=after
Jane ^np++++=Jane
had ^vbd+hvd+aux++=had
started ^vprf+++xvbnx+=started,
, ^zz++++=EXTRAWORD
" ^zz++++="Jane
jane ^np++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
to ^in++++=to
the ^ati++++=the
boot ^nn++++=boot-hole
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
and ^cc++++=and
taken ^vbd+++xvbn+=taken
all ^abn++++=all
the ^ati++++=the
left ^vbd+++xvbn+=left-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
boots ^nns++++=boots
and ^cc++++=and
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gone ^vpsv++agls+xvbn+=gone
off ^in+pl+++=off
to ^in++++=to
the ^ati++++=the
wedding ^nn++++=wedding
with ^in++++=with
them ^pp3o+pp3+++=them
in ^in++++=in
a ^at++++=a
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
Surely ^rb++++=Surely
she ^pp3a+pp3+++=she
cannot ^md+pos+not++=cannot
mean ^vb+vprv+++=mean--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Jane,"
jane ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+aux++=EXTRAWORD
developing ^vbg+++xvbgx+=developing
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
hope ^nn++++=hope
for ^in++++=for
the ^ati++++=the
best ^nn++++=best."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jane ^np++++=Jane
came ^vbd+++xvbn+=came
back ^jjb++++=back
with ^in++++=with
a ^at++++=a
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
hard ^jj+atrb+++=hard
face ^nn++++=face.
. ^zz++++=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
boots ^nns++++=boots
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
still ^rb++++=still
in ^in++++=in
her ^pp$+pp3+++=her
bag ^nn++++=bag,
, ^zz++++=EXTRAWORD
at ^in++++=at
which ^whp+rel+pied++=which
my ^pp$+pp1+++=my
wife ^nn++++=wife
heaved ^vbd+++xvbn+=heaved
a ^at++++=a
premature ^jj+atrb+++=premature
sigh ^nn++++=sigh
of ^in++++=of
relief ^nn++++=relief.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
heard ^vbd+vprv+tht0+xvbn+=heard
her ^pp$+pp3+++=her
go ^vb++++=go
upstairs ^jjb++++=upstairs
and ^cc++++=and
replace ^vb++++=replace
the ^ati++++=the
boots ^nns++++=boots
with ^in++++=with
considerable ^jj+atrb+++=considerable
emphasis ^nn++++=emphasis.
. ^zz++++=EXTRAWORD
" ^zz++++="Quite
quite ^rb++++=EXTRAWORD
a ^at++++=a
crowd ^nn++++=crowd
at ^in++++=at
the ^ati++++=the
wedding ^nn++++=wedding,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,"
'am," ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
purely ^rb++++=purely
conversational ^jj+atrb+++=conversational
style ^nn++++=style,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
in ^in++++=in
our ^pp$+pp1+++=our
little ^jj+atrb+++=little
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scrubbing ^vbg+++xvbg+=scrubbing
the ^ati++++=the
potatoes ^nns++++=potatoes;
; ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
such ^abl++++=such
a ^at++++=a
lovely ^jj+atrb+++=lovely
day ^nn++++=day
for ^in++++=for
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
proceeded ^vbd+++xvbnx+=proceeded
to ^in++++=to
numerous ^jj++++=numerous
other ^ap++++=other
details ^nns++++=details,
, ^zz++++=EXTRAWORD
clearly ^rb++++=clearly
avoiding ^vbg+++xvbg+=avoiding
some ^dti++++=some
cardinal ^jjb+atrb+++=cardinal
incident ^nn++++=incident.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
all ^abn++++=all
extremely ^rb+amp+++=extremely
respectable ^jj++++=respectable
and ^cc+phrs+++=and
nice ^jj++++=nice,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am;
'am; ^nn+++??+=EXTRAWORD
but ^cc++++=but
_her_ ^nn+++??+=_her_
father ^nn++++=father
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
wear ^vb++++=wear
a ^at++++=a
black ^jj+atrb+++=black
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
quite ^abl++++=quite
out ^rp+pl+++=out
of ^in++++=of
place ^nn++++=place,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Piddingquirk ^np++++=Piddingquirk--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="_Who_?"
_who_ ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Piddingquirk ^np++++=Piddingquirk--William
-- ^--+clp+++=EXTRAWORD
william ^np++++=EXTRAWORD
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am--had
'am--had ^nn+++??+=EXTRAWORD
white ^jj+atrb+++=white
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
coat ^nn++++=coat
like ^in++++=like
a ^at++++=a
clergyman ^nn+nom+++=clergyman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
lovely ^jj+atrb+++=lovely
chrysanthemum ^nn+++??+=chrysanthemum.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
so ^pn+emph+++=so
nice ^jj++++=nice,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
And ^cc++++=And
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
red ^jj+atrb+++=red
carpet ^nn++++=carpet
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
like ^vb++++=like
for ^in++++=for
gentlefolks ^nns+++??+=gentlefolks.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
say ^vb+vpub+tht0++=say
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
clerk ^nn++++=clerk
four ^cd++++=four
shillings ^nns+nom+++=shillings,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
real ^jj+atrb+++=real
kerridge ^nn+++??+=kerridge
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had--not
-- ^--+clp+++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
a ^at++++=a
fly ^nn++++=fly.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
church ^npl++++=church
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
rice ^np++++=rice-throwing,
- ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
two ^cd++++=two
little ^jj+atrb+++=little
sisters ^nns+nom+++=sisters
dropping ^vwbg+++xvbg+=dropping
dead ^jj+atrb+++=dead
flowers ^nns+nom+++=flowers.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
someone ^pn++++=someone
threw ^vbd+++xvbn+=threw
a ^at++++=a
slipper ^nn++++=slipper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
threw ^vbd+++xvbnx+=threw
a ^at++++=a
boot ^nn++++=boot--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Threw
threw ^vbd+++xvbn+=EXTRAWORD
a ^at++++=a
_boot_ ^nn+++??+=_boot_,
, ^zz++++=EXTRAWORD
Jane ^np++++=Jane!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am.
'am. ^jj+++??+0=EXTRAWORD
Aimed ^jj+++xvbn+=Aimed
at ^in++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
hit ^vbd+++xvbn+=hit
_him_ ^nn+++??+=_him_.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,
