Old ^jj+atrb+++=OLD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy
began ^vbd+++xvbn+=began
to ^to++++=to
snuffle ^vbi+++??+=snuffle
and ^cc++++=and
to ^to++++=to
rub ^vbi++++=rub
his ^pp$+pp3+++=his
hands ^nns++++=hands
over ^in++++=over
the ^ati++++=the
fire ^nn++++=fire
at ^rb++++=at
a ^at++++=a
terrific ^jj+atrb+++=terrific
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
the ^ati++++=the
love ^nn++++=love
of ^in++++=of
God ^np++++=God,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack,
, ^zz++++=EXTRAWORD
bring ^vb++++=bring
us ^pp1o+pp1+++=us
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
coal ^nn++++=coal.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
must ^md+nec+++=must
be ^vb+be+vrb++=be
some ^dti++++=some
left ^nn+++xvbn+=left."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
went ^vbd+++xvbn+=went
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
no ^rb++++=no
go ^vb++++=go,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
the ^ati++++=the
little ^ap++++=little
shoeboy ^nn+++??+=shoeboy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
' ^zz++++='Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
work ^nn++++=work
going ^vwbg+++xvbg+=going
on ^in++++=on
properly ^rb++++=properly
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
forget ^vb+vprv+++=forget
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Mean ^jj++++=Mean
little ^ap++++=little
tinker ^jjr++++=tinker!
! ^zz++++=EXTRAWORD
' ^zz++++='Usha,
usha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
could ^md+pos+++=could
he ^pp3a+pp3+++=he
be ^vb+be+vrb++=be
anything ^pn++++=anything
else ^rb+cnj+++=else?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Mat ^nn++++=Mat?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes.
. ^zz++++=EXTRAWORD
" ^zz++++="Tricky
tricky ^jj+atrb+++=EXTRAWORD
Dicky ^np+++??+=Dicky
Tierney ^np+++??+=Tierney."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="0,
0 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
as ^in++++=as
tricky ^jj++++=tricky
as ^ql++++=as
they ^pp3a+pp3+++=they
make ^vb++++=make
' ^zz++++='em,"
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
got ^vprf+++xvbn+=got
those ^dt+dem+++=those
little ^jj+atrb+++=little
pigs ^nns++++=pigs'
' ^zz++++=EXTRAWORD
eyes ^nns++++=eyes
for ^in++++=for
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Blast ^nn++++=Blast
his ^pp$+pp3+++=his
soul ^nn++++=soul!
! ^zz++++=EXTRAWORD
Could ^md+pos+++=Couldn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
pay ^nn++++=pay
up ^rp++++=up
like ^in++++=like
a ^at++++=a
man ^nn++++=man
instead ^rb+cnj+++=instead
of ^in+strn+++=of:
: ^zz++++=EXTRAWORD
' ^zz++++='O,
o ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
speak ^vb++++=speak
to ^in++++=to
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Fanning.. ^np++++=Fanning....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
spent ^vprf+++xvbnx+=spent
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
money ^nn++++=money'?
'? ^nn+++??+=EXTRAWORD
Mean ^jj++++=Mean
little ^ap++++=little
schoolboy ^nn++++=schoolboy
of ^in++++=of
hell ^nn++++=hell!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
he ^pp3a+pp3+++=he
forgets ^vbz++++=forgets
the ^ati++++=the
time ^nn++++=time
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
old ^jj+atrb+++=old
father ^npt++++=father
kept ^vbd+++xvbn+=kept
the ^ati++++=the
hand ^nn++++=hand-me-down
- ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=EXTRAWORD
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
shop ^nn++++=shop
in ^in++++=in
Mary ^np++++=Mary's
's ^$++++=EXTRAWORD
Lane ^nn++++=Lane."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
a ^at++++=a
fact ^nn++++=fact?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="God,
god ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
never ^rb++++=never
hear ^vb+vprv+tht0++=hear
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
men ^nns++++=men
used ^md"++pmd"++=used
to ^to++++=to
go ^vb++++=go
in ^in++++=in
on ^in++++=on
Sunday ^nr++++=Sunday
morning ^nn++++=morning
before ^cs+sub+++=before
the ^ati++++=the
houses ^nns++++=houses
were ^vbd+bed+vrb++=were
open ^jj+pred+++=open
to ^to++++=to
buy ^vbi++++=buy
a ^at++++=a
waistcoat ^nn++++=waistcoat
or ^cc++++=or
a ^at++++=a
trousers ^nns+nom+++=trousers
- ^zz++++=-moya!
moya ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Tricky ^jj+atrb+++=Tricky
Dicky ^np++++=Dicky's
's ^$++++=EXTRAWORD
little ^ap++++=little
old ^jj+atrb+++=old
father ^nn++++=father
always ^rb++++=always
had ^vb+hv+vrb++=had
a ^at++++=a
tricky ^jj++++=tricky
little ^ap++++=little
black ^jj+atrb+++=black
bottle ^nn++++=bottle
up ^rp++++=up
in ^in++++=in
a ^at++++=a
corner ^nn++++=corner.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
mind ^vb+++??+=mind
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
first ^rb++++=first
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
light ^nn++++=light."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
returned ^vbd+++xvbn+=returned
with ^in++++=with
a ^ap++++=a
few ^ap"++++=few
lumps ^nns++++=lumps
of ^in++++=of
coal ^nn++++=coal
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
placed ^vbd+++xvbnx+=placed
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there
on ^rp++++=on
the ^ati++++=the
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
" ^zz++++="Thats
thats ^nns+++??+=EXTRAWORD
a ^at++++=a
nice ^jj++++=nice
how ^wrb+who+++=how-do-you-do,"
- ^zz++++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
- ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
- ^zz++++=EXTRAWORD
do ^vb+do+vrb++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
expect ^vb+vprv+++=expect
us ^pp1o+pp1+++=us
to ^in++++=to
work ^nn++++=work
for ^in++++=for
him ^pp3o+pp3+++=him
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
stump ^nn++++=stump
up ^rp++++=up?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
expect ^vb+vprv+++=expect
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
the ^ati++++=the
bailiffs ^nns+++??+=bailiffs
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
go ^vb++++=go
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Hynes ^np++++=Hynes
laughed ^vbd+++xvbn+=laughed
and ^cc++++=and,
, ^zz++++=EXTRAWORD
shoving ^vbg+++xvbg+=shoving
himself ^ppl+pp3+++=himself
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece
with ^in++++=with
the ^ati++++=the
aid ^nn++++=aid
of ^in++++=of
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
ready ^jj++++=ready
to ^to+jcmp+++=to
leave ^vbi++++=leave.
. ^zz++++=EXTRAWORD
" ^zz++++="It'll
it ^pp3+it+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
all ^abn++++=all
right ^jj++++=right
when ^wrb+who+++=when
King ^npt++++=King
Eddie ^np++++=Eddie
comes ^vbz++++=comes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Well
well ^rb++++=EXTRAWORD
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
off ^in+pl+++=off
for ^in++++=for
the ^ati++++=the
present ^jj+atrb+++=present.
. ^zz++++=EXTRAWORD
See ^vb+vprv+tht0++=See
you ^pp2+pp2+++=you
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
' ^zz++++='Bye,
bye ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++='bye."
bye ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
room ^nn++++=room
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
Neither ^dt++neg++=Neither
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy
nor ^cc++neg++=nor
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man
said ^vbd+vpub+tht0+xvbn+=said
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^in++++=as
the ^ati++++=the
door ^nn++++=door
was ^vbd+bedz+aux++=was
closing ^vbg+++xvbgx+=closing,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor,
'connor, ^nn+++??+=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
staring ^vbg+++xvbgx+=staring
moodily ^rb++++=moodily
into ^in++++=into
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
out ^rp+pl+++=out
suddenly ^rb++++=suddenly:
: ^zz++++=EXTRAWORD
" ^zz++++="'Bye,
' ^zz++++=EXTRAWORD
bye ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Joe ^np++++=Joe."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy
waited ^vbd+++xvbn+=waited
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
and ^cc++++=and
then ^rn+tm+++=then
nodded ^vbd+++xvbn+=nodded
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
across ^in+pl+++=across
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
brings ^vbz++++=brings
our ^pp$+pp1+++=our
friend ^nn++++=friend
in ^in++++=in
here ^rn+pl+++=here?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
does ^vbz+doz+aux++=does
he ^pp3a+pp3+++=he
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="'Usha,
' ^zz++++=EXTRAWORD
usha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
Joe ^np++++=Joe!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor,
'connor, ^nn+++??+=EXTRAWORD
throwing ^vwbg+++xvbg+=throwing
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
cigarette ^nn+nom+++=cigarette
into ^in++++=into
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
" ^zz++++="he's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
hard ^rb++++=hard
up ^rp++++=up,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy
snuffled ^vbd+++xvbn+=snuffled
vigorously ^rb++++=vigorously
and ^cc++++=and
spat ^vbd+++xvbn+=spat
so ^ql+emph+++=so
copiously ^jj++++=copiously
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
nearly ^rb+down+++=nearly
put ^vb+++xvbn+=put
out ^rb+phrv+++=out
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
uttered ^vbd+++xvbn+=uttered
a ^at++++=a
hissing ^jj+atrb+++=hissing
protest ^nn++++=protest.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
tell ^vbi++++=tell
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
private ^jj+atrb+++=private
and ^cc+phrs+++=and
candid ^jj+atrb+++=candid
opinion ^nn++++=opinion,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
man ^nn++++=man
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
spy ^nn++++=spy
of ^in++++=of
Colgan ^np+++??+=Colgan's,
's, ^nn+++??+=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
ask ^vb++++=ask
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
go ^vb++++=go
round ^rb++++=round
and ^cc++++=and
try ^nn++++=try
and ^cc++++=and
find ^vb+vprv+++=find
out ^rp+pl+++=out
how ^wrb+who+++=how
they ^pp3a+pp3+++=they're
're ^vb+ber+aux++0=EXTRAWORD
getting ^vbg+++xvbgx+=getting
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
suspect ^vb+vprv+++=suspect
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Do
you ^pp2+pp2+++=you
twig ^nn++++=twig?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
Joe ^np++++=Joe
is ^vbz+bez+vrb++=is
a ^at++++=a
decent ^jj+atrb+++=decent
skin ^nn++++=skin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor.
'connor. ^nn+++??+=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
father ^nn++++=father
was ^vbd+bedz+vrb++=was
a ^at++++=a
decent ^jj+atrb+++=decent,
, ^zz++++=EXTRAWORD
respectable ^jj+atrb+++=respectable
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy
admitted ^vwbn+vpub++xvbn+=admitted.
. ^zz++++=EXTRAWORD
" ^zz++++="Poor
poor ^jj+atrb+++=EXTRAWORD
old ^jj+atrb+++=old
Larry ^np++++=Larry
Hynes ^np+++??+=Hynes!
! ^zz++++=EXTRAWORD
Many ^ap++++=Many
a ^at++++=a
good ^jj+atrb+++=good
turn ^nn++++=turn
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
in ^in++++=in
his ^pp$+pp3+++=his
day ^nn++++=day!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
greatly ^rb+amp+++=greatly
afraid ^jj+pred+++=afraid
our ^pp$+pp1+++=our
friend ^nn++++=friend
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
nineteen ^cd++++=nineteen
carat ^nn+++??+=carat.
. ^zz++++=EXTRAWORD
Damn ^vb++++=Damn
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
understand ^vb+vprv+++=understand
a ^at++++=a
fellow ^nn++++=fellow
being ^vwbg+beg++xvbg+=being
hard ^jj++++=hard
up ^rp++++=up,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
is ^vbz+bez+vrb++=is
a ^at++++=a
fellow ^jjb+atrb+++=fellow
sponging ^nvbg+++xvbg+=sponging.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Couldn't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
have ^vb+hv+vrb++=have
some ^dti++++=some
spark ^nn++++=spark
of ^in++++=of
manhood ^nn+nom+++=manhood
about ^rb++++=about
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
a ^at++++=a
warm ^jj++++=warm
welcome ^jj++++=welcome
from ^in++++=from
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
comes ^vbz++++=comes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
him ^pp3o+pp3+++=him
work ^nn++++=work
for ^in++++=for
his ^pp$+pp3+++=his
own ^ap++++=own
side ^nn++++=side
and ^cc++++=and
not ^xnot++not++=not
come ^vprf+++xvbn+=come
spying ^vbg+++xvbg+=spying
around ^rp++++=around
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
O ^zz++++=O'Connor
'connor ^nn+++??+=EXTRAWORD
dubiously ^rb+cnj+++=dubiously,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
out ^rp+pl+++=out
cigarette ^nn+nom+++=cigarette-papers
- ^zz++++=EXTRAWORD
papers ^nns++++=EXTRAWORD
and ^cc++++=and
tobacco ^nn++++=tobacco.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think
Joe ^np++++=Joe
Hynes ^np+++??+=Hynes
is ^vbz+bez+vrb++=is
a ^at++++=a
straight ^jj+atrb+++=straight
man ^nn++++=man.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
clever ^jj+atrb+++=clever
chap ^nn++++=chap,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
thing ^nn++++=thing
he ^pp3a+pp3+++=he
wrote... ^nn+++??+=wrote...?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
of ^in++++=of
these ^dt+dem+++=these
hillsiders ^nns+nom+++=hillsiders
and ^cc++++=and
fenians ^nns++++=fenians
are ^vb+ber+vrb++=are
a ^at++++=a
bit ^nn++++=bit
too ^rb++++=too
clever ^jj++++=clever
if ^cs+cnd+++=if
ask ^vb++++=ask
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henchy ^np++++=Henchy.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
my ^pp$+pp1+++=my
private ^jj+atrb+++=private
and ^cc+phrs+++=and
candid ^jj+atrb+++=candid
opinion ^nn++++=opinion
is ^vbz+bez+vrb++=is
about ^in++++=about
some ^dti++++=some
of ^in++++=of
those ^dt+dem+++=those
little ^jj+atrb+++=little
jokers ^nn++++=jokers?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe
half ^nn++++=half
of ^in++++=of
them ^pp3o+pp3+++=them
are ^vb+ber+vrb++=are
in ^in++++=in
