B.c ^rb++++=B.C.
began ^vbd+++xvbn+=began
to ^to++++=to
treat ^vbi++++=treat
them ^pp3o+pp3+++=them
both ^abx++++=both
with ^in++++=with
savage ^jj+atrb+++=savage
cruelty ^nn++++=cruelty,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
assured ^vbd+++xvbn+=assured
her ^pp3o+pp3+++=her
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
careful ^jj++++=careful
to ^to+jcmp+++=to
have ^vbi++vrb++=have
her ^pp$+pp3+++=her
husband ^nn++++=husband
well ^rb++++=well
used ^vbd+++xvbn+=used.
. ^zz++++=EXTRAWORD
Horrible ^jj+atrb+++=Horrible
stories ^nns++++=stories
were ^vbd+bed+aux++=were
told ^vpsv++agls+xvbnx+=told
that ^tht+vcmp+++=that
Regulus ^nn++++=Regulus
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
put ^vpsv++agls+xvbnx+=put
out ^rb+phrv+++=out
in ^in++++=in
the ^ati++++=the
sun ^nn++++=sun
with ^in++++=with
his ^pp$+pp3+++=his
eyelids ^nns++++=eyelids
cut ^vbd+++xvbn+=cut
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
rolled ^j+++xvbn+=rolled
down ^rp++++=down
a ^at++++=a
hill ^nn++++=hill
in ^in++++=in
a ^at++++=a
barrel ^nn++++=barrel
with ^in++++=with
spikes ^nns+++??+=spikes,
, ^zz++++=EXTRAWORD
killed ^xvbn+++xvbn+=killed
by ^in++++=by
being ^xvbg+++xvbg+=being
constantly ^rb++++=constantly
kept ^vpsv++agls+xvbn+=kept
awake ^jj++++=awake,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
else ^rb+cnj+++=else
crucified ^vbd+++xvbn+=crucified.
. ^zz++++=EXTRAWORD
Marcia ^np+++??+=Marcia
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
have ^vbi++++=have
set ^vbd+++xvbn+=set
about ^in+ppvb+++=about,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
believed ^vbd+vprv++xvbn+=believed
in ^in++++=in
these ^dt+dem+++=these
horrors ^nns++++=horrors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
avenged ^jj+++xvbn+=avenged
them ^pp3o+pp3+++=them
on ^rp++++=on
her ^pp3o+pp3+++=her
unhappy ^jj+atrb+++=unhappy
captives ^nns++++=captives
till ^in++++=till
one ^cd1++++=one
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Senate ^np++++=Senate
sent ^vbd+++xvbn+=sent
for ^in++++=for
her ^pp3o+pp3+++=her
sons ^npt++++=sons
and ^cc++++=and
severely ^rb++++=severely
reprimanded ^vbd+++xvbn+=reprimanded
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
declared ^vbd+vpub+tht0+xvbnx+=declared
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
mother ^nn++++=mother's
's ^vbz+bez+aux++0=EXTRAWORD
doing ^vbg+++xvbgx+=doing,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
theirs ^pp$$++++=theirs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thenceforth ^nn+++??+=thenceforth
were ^vbd+bed+vrb++=were
careful ^jj+pred+++=careful
of ^in++++=of
the ^ati++++=the
comfort ^nn++++=comfort
of ^in++++=of
the ^ati++++=the
remaining ^jj+atrb++xvbg+=remaining
prisoner ^nn+nom+++=prisoner.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
thus ^rb+cnj+++=thus
be ^vb+be+aux++=be
hoped ^vpsv++agls+xvbnx+=hoped
that ^tht+vcmp+++=that
the ^ati++++=the
frightful ^jj+atrb+++=frightful
tale ^nn++++=tale
of ^in++++=of
Regulus ^nn++++=Regulus'
' ^zz++++=EXTRAWORD
sufferings ^nns++++=sufferings
was ^vbd+bedz+aux++=was
but ^cc++++=but
formed ^vpsv++by+xvbn+=formed
by ^in++++=by
report ^nn++++=report
acting ^vwbg+++xvbg+=acting
on ^in++++=on
the ^ati++++=the
fancy ^nn++++=fancy
of ^in++++=of
a ^at++++=a
vindictive ^jj+atrb+++=vindictive
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
Regulus ^nn++++=Regulus
was ^vbd+bedz+aux++=was
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
die ^vbi++++=die
in ^in++++=in
peace ^nn++++=peace
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease
brought ^vbd+++xvbn+=brought
on ^in++++=on
far ^rb+pl+++=far
more ^rbr++++=more
probably ^rb++++=probably
by ^in++++=by
the ^ati++++=the
climate ^nn+nom+++=climate
and ^cc++++=and
imprisonment ^nn+nom+++=imprisonment,
, ^zz++++=EXTRAWORD
than ^in++++=than
by ^in++++=by
the ^ati++++=the
poison ^nn++++=poison
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
ascribed ^vbd+++xvbnx+=ascribed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
tortures ^vbz++++=tortures
he ^pp3a+pp3+++=he
may ^md+pos+++=may
have ^vb+hv+aux++=have
endured ^vprf+++xvbnx+=endured
that ^dt+dem+++=that
make ^nn++++=make
him ^pp3o+pp3+++=him
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
noblest ^jjt+atrb+++=noblest
characters ^nns+nom+++=characters
of ^in++++=of
history ^nn++++=history,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
resolution ^nn+nom+++=resolution
that ^tht+rel+subj++=that
would ^md+prd+++=would
neither ^dt++neg++=neither
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him
save ^in++++=save
himself ^ppl+pp3+++=himself
at ^in++++=at
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
his ^pp$+pp3+++=his
country ^nn++++=country's
's ^$++++=EXTRAWORD
prosperity ^nn+nom+++=prosperity,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
forfeit ^nn++++=forfeit
the ^ati++++=the
word ^nn++++=word
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
pledged ^jj++++=pledged.
. ^zz++++=EXTRAWORD
