Not ^xnot++not++=Not
his ^pp$+pp3+++=his
desk ^nn++++=desk
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
the ^ati++++=the
two ^cd++++=two
gold ^nn++++=gold
pieces ^nns++++=pieces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
surprised ^jj+++xvbn+=surprised
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
nearly ^rb+down+++=nearly
forgot ^vbd+vprv+tht0+xvbn+=forgot
his ^pp$+pp3+++=his
sermon ^nn++++=sermon.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
people ^nns++++=people
were ^vbd+bed+aux++=were
leaving ^vbg+++xvbgx+=leaving
the ^ati++++=the
church ^npl++++=church
at ^rb++++=at
the ^ati++++=the
close ^nn++++=close
of ^in++++=of
the ^ati++++=the
services ^nns++++=services
the ^ati++++=the
good ^jj+atrb+++=good
man ^nn++++=man
stopped ^vbd+++xvbn+=stopped
the ^ati++++=the
farmer ^nn++++=farmer
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked:
: ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
so ^ql++++=so
much ^ap++++=much
gold ^nn++++=gold?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
gladly ^rb++++=gladly
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
rescued ^vprf+++xvbnx+=rescued
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how,
, ^zz++++=EXTRAWORD
in ^in++++=in
return ^nn++++=return,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
rewarded ^vpsv++agls+xvbnx+=rewarded
with ^in++++=with
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
pump ^nn++++=pump.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pastor ^nn++++=pastor
listened ^vbd+++xvbn+=listened
to ^in++++=to
it ^pp3+it+++=it
all ^abn++++=all
gravely ^rb+cnj+++=gravely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
the ^ati++++=the
story ^nn++++=story
was ^vbd+bedz+aux++=was
finished ^vpsv++agls+xvbnx+=finished
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="According
according ^in+cmpx+++=EXTRAWORD
to ^in++++=to
tradition ^nn+nom+++=tradition
strange ^jj+atrb+++=strange
things ^nns++++=things
happened ^vbd+++xvbn+=happened
in ^in++++=in
this ^dt+dem+++=this
world ^nn++++=world
ages ^nns++++=ages
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
find ^vb+vprv+++=find
that ^tht+vcmp+++=that
strange ^jj+atrb+++=strange
things ^nns++++=things
may ^md+pos+++=may
also ^rb++splt++=also
happen ^vb+++??+=happen
to ^to+vcmp+++=to-day.
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
by ^in++++=by
your ^pp$+pp2+++=your
tale ^nn++++=tale
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
a ^at++++=a
beetle ^nn++++=beetle
that ^tht+rel+subj++=that
can ^md+pos+++=can
speak ^vb++++=speak
and ^cc++++=and
also ^rb++++=also
has ^vbz+hvz+vrb++=has
power ^nn++++=power
to ^to+ncmp+++=to
bestow ^vbi++++=bestow
upon ^in++++=upon
you ^pp2+pp2+++=you
great ^jj+atrb+++=great
wealth ^nn++++=wealth."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
carefully ^rb++++=carefully
at ^in++++=at
the ^ati++++=the
gold ^nn++++=gold
pieces ^nns++++=pieces
and ^cc++++=and
continued ^vbd+++xvbn+=continued:
: ^zz++++=EXTRAWORD
" ^zz++++="Either
either ^dtx++++=EXTRAWORD
this ^dt+dem+++=this
money ^nn++++=money
is ^vbz+bez+vrb++=is
fairy ^nn++++=fairy
gold ^nn++++=gold
or ^cc++++=or
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
genuine ^jj+atrb+++=genuine
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
stamped ^xvbn+++xvbn+=stamped
at ^rb++++=at
the ^ati++++=the
mint ^nn++++=mint
of ^in++++=of
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
government ^nn+nom+++=government.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
fairy ^nn++++=fairy
gold ^nn++++=gold
it ^pp3+it+++=it
will ^md+prd+++=will
disappear ^vb+seem+++=disappear
within ^in++++=within
24 ^cd++++=24
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
will ^md+prd+++=will
therefore ^rb+cnj+++=therefore
do ^vb+do+vrb++=do
no ^at++++=no
one ^cd1++++=one
any ^dti++++=any
good ^jj++++=good.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
real ^jj+atrb+++=real
money ^nn++++=money,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
your ^pp$+pp2+++=your
beetle ^nn++++=beetle
must ^md+nec+++=must
have ^vb+hv+aux++=have
robbed ^vprf+++xvbnx+=robbed
some ^dti++++=some
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
gold ^nn++++=gold
and ^cc++++=and
placed ^vbd+++xvbn+=placed
it ^pp3+it+++=it
in ^in++++=in
your ^pp$+pp2+++=your
well ^rb++++=well.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
money ^nn++++=money
belongs ^vbz++++=belongs
to ^in++++=to
some ^dti++++=some
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
not ^xnot++not++=not
earned ^vprf+++xvbn+=earned
it ^pp3+it+++=it
honestly ^rb+cnj+++=honestly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
by ^in++++=by
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
way ^nn++++=way
you ^pp2+pp2+++=you
mention ^nn+nom+++=mention,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
surely ^rb++splt++=surely
taken ^vpsv++agls+xvbnx+=taken
from ^in++++=from
the ^ati++++=the
persons ^nns++++=persons
who ^whp+rel+subj++=who
owned ^vbd+++xvbn+=owned
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
without ^in++++=without
their ^pp$+pp3+++=their
consent ^nn++++=consent.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
else ^rb+cnj+++=else
could ^md+pos+++=could
real ^jj+atrb+++=real
money ^nn++++=money
come ^vb++++=come
from ^in+ppvb+++=from?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
farmer ^nn++++=farmer
and ^cc++++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
were ^vbd+bed+aux++=were
confused ^vpsv++by+xvbnx+=confused
by ^in++++=by
this ^dt+dem+++=this
statement ^nn+nom+++=statement
and ^cc++++=and
looked ^vbd+++xvbn+=looked
guiltily ^rb++++=guiltily
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
honest ^jj+atrb+++=honest
people ^nns++++=people
and ^cc++++=and
wished ^vbd+vprv++xvbn+=wished
to ^in+vcmp+++=to
wrong ^jj++++=wrong
no ^at++++=no
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
the ^ati++++=the
beetle ^nn++++=beetle
stole ^vbd+++xvbn+=stole
the ^ati++++=the
money ^nn++++=money?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
his ^pp$+pp3+++=his
magic ^jj+atrb+++=magic
powers ^nns++++=powers
he ^pp3a+pp3+++=he
probably ^rb++++=probably
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
from ^in++++=from
its ^pp$+it+++=its
rightful ^jj+atrb+++=rightful
owners ^nns++++=owners.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
bugs ^nns+++??+=bugs
which ^whp+rel+subj++=which
can ^md+pos+++=can
speak ^vb++++=speak
have ^vb+hv+vrb++=have
no ^at++++=no
consciences ^nns+nom+++=consciences
and ^cc++++=and
cannot ^md+pos+not++=cannot
tell ^vb++++=tell
the ^ati++++=the
difference ^nn+nom+++=difference
between ^in++++=between
right ^nn++++=right
and ^cc++++=and
wrong ^jj++++=wrong.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
desire ^nn++++=desire
to ^to+ncmp+++=to
reward ^vb++++=reward
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
kindness ^nns+nom+++=kindness
the ^ati++++=the
beetle ^nn++++=beetle
took ^vbd+++xvbn+=took
from ^in++++=from
its ^pp$+it+++=its
lawful ^jj+atrb+++=lawful
possessors ^nns++++=possessors
the ^ati++++=the
money ^nn++++=money
you ^pp2+pp2+++=you
pumped ^vbd+++xvbn+=pumped
from ^in++++=from
the ^ati++++=the
well ^rb++++=well."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
it ^pp3+it+++=it
really ^rb+emph+++=really
is ^vbz+bez+vrb++=is
fairy ^nn++++=fairy
gold ^nn++++=gold,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
suggested ^vbd+vpub++xvbn+=suggested
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
so ^ql++++=so,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
must ^md+nec+++=must
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
spend ^vb++++=spend
the ^ati++++=the
money ^nn++++=money
before ^cs+sub+++=before
it ^pp3+it+++=it
disappears ^vbz+seem+++=disappears."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
wrong ^jj+pred+++=wrong,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
the ^ati++++=the
pastor ^nn++++=pastor;
; ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
merchants ^nns+nom+++=merchants
would ^md+prd+++=would
have ^vb+hv+vrb++=have
neither ^dt++neg++=neither
money ^nn++++=money
nor ^cc++neg++=nor
goods ^nns++++=goods.
. ^zz++++=EXTRAWORD
To ^to++++=To
give ^vbi++++=give
them ^pp3o+pp3+++=them
fairy ^nn++++=fairy
gold ^nn++++=gold
would ^md+prd+++=would
be ^vb+be+aux++=be
to ^to++++=to
rob ^vbi++++=rob
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What,
what ^wdt+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
poor ^jj+atrb+++=poor
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
wringing ^vbg+++xvbg+=wringing
her ^pp$+pp3+++=her
hands ^nns++++=hands
with ^in++++=with
grief ^nn++++=grief
and ^cc++++=and
disappointment ^nn+nom+++=disappointment.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
home ^nr++++=home
and ^cc++++=and
wait ^vb++++=wait
until ^in++++=until
to ^to++++=to-morrow.
- ^zz++++=EXTRAWORD
morrow ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
gold ^nn++++=gold
is ^vbz+bez+vrb++=is
then ^rn+tm+++=then
in ^in++++=in
your ^pp$+pp2+++=your
possession ^nn++++=possession
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
real ^jj+atrb+++=real
money ^nn++++=money
and ^cc++++=and
not ^xnot++not++=not
fairy ^nn++++=fairy
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
real ^jj+atrb+++=real
money ^nn++++=money
you ^pp2+pp2+++=you
must ^md+nec+++=must
try ^vb++++=try
to ^to+vcmp+++=to
restore ^vbi++++=restore
it ^pp3+it+++=it
to ^in++++=to
its ^pp$+it+++=its
rightful ^jj+atrb+++=rightful
owners ^nns++++=owners.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
pieces ^nns++++=pieces
which ^whp+rel+obj++=which
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
accept ^vb+vprv+++=accept
gold ^nn++++=gold
that ^tht+rel+subj++=that
is ^vbz+bez+aux++=is
not ^xnot++not++=not
honestly ^rb++++=honestly
come ^vb++++=come
by ^in+strn+++=by."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sadly ^rb++++=Sadly
the ^ati++++=the
poor ^jj+atrb+++=poor
people ^nns++++=people
returned ^vbd+++xvbn+=returned
to ^in++++=to
their ^pp$+pp3+++=their
home ^nr++++=home,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
greatly ^rb+amp+++=greatly
disturbed ^vpsv++by+xvbn+=disturbed
by ^in++++=by
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
sleepless ^jj+atrb+++=sleepless
night ^nn++++=night
was ^vbd+bedz+aux++=was
passed ^vpsv++agls+xvbnx+=passed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
Monday ^nr++++=Monday
morning ^nn++++=morning
they ^pp3a+pp3+++=they
arose ^vbd+++xvbnx+=arose
at ^in++++=at
daylight ^nn++++=daylight
and ^cc++++=and
ran ^vbd+++xvbn+=ran
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
the ^ati++++=the
gold ^nn++++=gold
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
visible ^jj+pred+++=visible.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
real ^jj+atrb+++=real
money ^nn++++=money,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
man ^nn++++=man;
; ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
single ^jj+atrb+++=single
piece ^nn++++=piece
has ^vbz+hvz+aux++=has
disappeared ^vprf+++xvbnx+=disappeared."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
woman ^nn++++=woman
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
brook ^nn++++=brook
that ^tht+rel+++=that
day ^nn++++=day
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
for ^in++++=for
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
sure ^jj++++=sure
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
upon ^in++++=upon
the ^ati++++=the
flat ^nn++++=flat
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
happy ^jj++++=happy
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
woman ^nn++++=woman
paused ^vbd+++xvbn+=paused
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
very ^ql+amp+++=very
unhappy ^jj++++=unhappy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
answered ^vbd+vpub++xvbnx+=answered;
; ^zz++++=EXTRAWORD
" ^zz++++="for,
for ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
given ^vprf+++xvbnx+=given
us ^pp1o+pp1+++=us
much ^ap++++=much
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
good ^jj+atrb+++=good
parson ^nn++++=parson
says ^vbz+vpub+++=says
it ^pp3+it+++=it
surely ^rb++++=surely
belongs ^vbz++++=belongs
to ^in++++=to
some ^dti++++=some
one ^cd1++++=one
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
stolen ^vpsv++by+xvbnx+=stolen
by ^in++++=by
you ^pp2+pp2+++=you
to ^in++++=to
reward ^nn++++=reward
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
parson ^nn++++=parson
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
returned ^vbd+++xvbn+=returned
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
with ^in++++=with
some ^dti++++=some
indignation ^nn+nom+++=indignation,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
certainly ^rb++++=certainly
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
overwise ^rb++++=overwise.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
want ^vb++++=want
the ^ati++++=the
gold ^nn++++=gold
I ^pp1a+pp1+++=I
can ^md+pos+++=can
take ^vb++++=take
it ^pp3+it+++=it
from ^in++++=from
you ^pp2+pp2+++=you
as ^ql++++=as
easily ^rb++++=easily
as ^ql++++=as
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=do
want ^vb++++=want
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
fearfully ^rb++++=fearfully.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
" ^zz++++="if
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
honestly ^rb++splt++=honestly
come ^vb++++=come
by ^in+strn+++=by."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
stolen ^jj+++xvbn+=stolen,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
beetle ^nn++++=beetle,
, ^zz++++=EXTRAWORD
sulkily ^rb+cnj+++=sulkily,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
now ^rn+tm+++=now
belongs ^vbz++++=belongs
to ^in++++=to
no ^ati++neg++=no
one ^cd1++++=one
but ^cc++++=but
yourselves ^ppls+pp2+++=yourselves.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
you ^pp2+pp2+++=you
saved ^vbd+++xvbn+=saved
my ^pp$+pp1+++=my
life ^nn++++=life
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
might ^md+pos+++=might
reward ^vb++++=reward
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv+tht0+xvbg+=knowing
you ^pp2+pp2+++=you
to ^to++++=to
be ^vbi++vrb++=be
poor ^jj+pred+++=poor,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
decided ^vbd+vprv+tht0+xvbnx+=decided
gold ^nn++++=gold
would ^md+prd+++=would
make ^vb++++=make
you ^pp2+pp2+++=you
happier ^jjr++++=happier
than ^in++++=than
anything ^pn++++=anything
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
appear ^vb+seem+++=appear
so ^rb+emph+++=so
small ^jj++++=small
and ^cc+phrs+++=and
insignificant ^jj++++=insignificant,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
really ^rb+emph+++=really
king ^nn++++=king
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
insects ^nns++++=insects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
people ^nns++++=people
obey ^vb++++=obey
my ^pp$+pp1+++=my
slightest ^jjt++++=slightest
wish ^vb+vprv+++=wish.
. ^zz++++=EXTRAWORD
Living ^jj+++xvbg+=Living,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
the ^ati++++=the
insects ^nns++++=insects
often ^rb++++=often
come ^vprf+++xvbn+=come
across ^in+ppvb+++=across
gold ^nn++++=gold
and ^cc++++=and
other ^ap++++=other
pieces ^nns++++=pieces
of ^in++++=of
money ^nn++++=money
which ^whp+rel+subj++=which
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
lost ^vpsv++by+xvbnx+=lost
by ^in++++=by
men ^nns++++=men
and ^cc++++=and
have ^vb+hv+aux++=have
fallen ^vprf+++xvbn+=fallen
into ^in+ppvb+++=into
cracks ^nns++++=cracks
or ^cc++++=or
crevasses ^nns+++??+=crevasses
or ^cc++++=or
become ^vb++++=become
covered ^vbd+++xvbn+=covered
with ^in++++=with
earth ^nn++++=earth
or ^cc++++=or
hidden ^vpsv++by+xvbn+=hidden
by ^in++++=by
grass ^nn++++=grass
or ^cc++++=or
weeds ^nns++++=weeds.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
my ^pp$+pp1+++=my
people ^nns++++=people
find ^vb+vprv+++=find
money ^nn++++=money
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way
they ^pp3a+pp3+++=they
report ^vb++++=report
the ^ati++++=the
fact ^nn++++=fact
to ^in++++=to
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
always ^rb++splt++=always
let ^vprf+++xvbnx+=let
it ^pp3+it+++=it
lie ^vb++++=lie,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
could ^md+pos+++=could
be ^vb+be+vrb++=be
of ^in++++=of
no ^at++++=no
possible ^jj+atrb+++=possible
use ^nn++++=use
to ^in++++=to
an ^at++++=an
insect ^nn++++=insect.
. ^zz++++=EXTRAWORD
" ^zz++++="However,
however ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
give ^vbi++++=give
you ^pp2+pp2+++=you
gold ^nn++++=gold
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
just ^rb+emph+++=just
where ^wrb+who+++=where
to ^to++++=to
obtain ^vbi++++=obtain
it ^pp3+it+++=it
without ^in++++=without
robbing ^xvbg+++xvbg+=robbing
any ^dti++++=any
of ^in++++=of
your ^pp$+pp2+++=your
fellow ^jjb+atrb+++=fellow
creatures ^nns++++=creatures.
. ^zz++++=EXTRAWORD
Thousands ^cds++++=Thousands
of ^in++++=of
insects ^nns++++=insects
were ^vbd+bed+aux++=were
at ^rb++splt++=at
once ^rb"+tm+++=once
sent ^vpsv++by+xvbn+=sent
by ^in++++=by
me ^pp1o+pp1+++=me
in ^in++++=in
every ^at++++=every
direction ^nn+nom+++=direction
to ^to++++=to
bring ^vbi++++=bring
the ^ati++++=the
pieces ^nns++++=pieces
