1 ^zz++++=1
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
would ^md+prd+++=would
get ^vb++++=get
my ^pp$+pp1+++=my
money ^nn++++=money----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Chicken
chicken ^nn++++=EXTRAWORD
supper ^nn++++=supper!
! ^zz++++=EXTRAWORD
Minstrel ^np+++??+=Minstrel
show ^nn++++=show!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife's
's ^$++++=EXTRAWORD
snort ^nn++++=snort
was ^vbd+bedz+vrb++=was
the ^ati++++=the
acme ^nn+++??+=acme
of ^in++++=of
refinement ^nn+nom+++=refinement.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
no ^at++++=no
soul ^nn++++=soul?
? ^zz++++=EXTRAWORD
This ^dt+dem+++=This
pageant ^nn+nom+++=pageant
will ^md+prd+++=will
be ^vb+be+vrb++=be
an ^at++++=an
inspiring ^jj+atrb+++=inspiring
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
make ^vb++++=make
for ^in+ppvb+++=for,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
almost ^rb+hdg+splt++=almost
say ^vb+vpub+++=say
militate ^nn+nom+++=militate
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
a ^at++++=a
community ^nn+nom+++=community
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
communities ^nns+nom+++=communities
give ^vb++++=give
pageant ^nn+nom+++=pageant
after ^in++++=after
pageant ^nn+nom+++=pageant.
. ^zz++++=EXTRAWORD
Shall ^md+prd+++=Shall
Granville ^vb++++=Granville
lag ^nn++++=lag
behind ^in+strn+++=behind?
? ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
is ^vbz+bez+vrb++=is
a ^at++++=a
chance ^nn++++=chance
for ^in++++=for
a ^at++++=a
real ^jj+atrb+++=real
community ^nn+nom+++=community
get ^vb++++=get-together.
- ^zz++++=EXTRAWORD
together ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
is ^vbz+bez+vrb++=is
a ^at++++=a
chance ^nn++++=chance
to ^to+ncmp+++=to
give ^vbi++++=give
our ^pp$+pp1+++=our
young ^jj+atrb+++=young
people ^nns++++=people
the ^ati++++=the
wonderful ^jj+atrb+++=wonderful
history ^nn++++=history
of ^in++++=of
their ^pp$+pp3+++=their
native ^jj+atrb+++=native
town ^nn++++=town----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
also ^rb++++=also
a ^at++++=a
chance ^nn++++=chance
for ^in++++=for
all ^abn++++=all
the ^ati++++=the
Gulick ^np+++??+=Gulick
tribe ^nn++++=tribe
to ^in++++=to
parade ^nn++++=parade
around ^rp++++=around
in ^in++++=in
colonial ^jj+atrb+++=colonial
clothes ^nns++++=clothes
with ^in++++=with
spinning ^xvbg+++xvbg+=spinning
wheels ^nns++++=wheels
under ^in++++=under
their ^pp$+pp3+++=their
arms ^nns++++=arms,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
afraid ^jj+pred+++=afraid
we ^pp1a+pp1+++=we
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
avoid ^vb++++=avoid
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
admitted ^vbd+vpub++xvbn+=admitted
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
ruefully ^rb++++=ruefully.
. ^zz++++=EXTRAWORD
" ^zz++++="After
after ^in++++=EXTRAWORD
all ^abn++++=all,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
our ^pp$+pp1+++=our
oldest ^jjt+atrb+++=oldest
family ^nn++++=family."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
meditated ^vbd+++xvbnx+=meditated.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+++=suppose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
mused ^vbd+++xvbnx+=mused,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
P ^zz++++=P.
. ^zz++++=EXTRAWORD
Bradley ^np+++??+=Bradley
Gulick ^np+++??+=Gulick
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi++vrb++=be
the ^ati++++=the
Spirit ^nn++++=Spirit
of ^in++++=of
Progress ^nns+nom+++=Progress----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Progress
progress ^nns+nom+++=EXTRAWORD
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
fat ^nn++++=fat
and ^cc++++=and
wall ^nn++++=wall-eyed,"
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interposed ^vbd+++xvbn+=interposed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ignored ^vbd+++xvbnx+=ignored
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
that ^tht+vcmp+++=that
odious ^jj+atrb+++=odious
freckled ^jj+atrb+++=freckled
daughter ^nn+nom+++=daughter
of ^in++++=of
hers ^pp$$++++=hers
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi++vrb++=be
the ^ati++++=the
Spirit ^nn++++=Spirit
of ^in++++=of
Liberty ^nn++++=Liberty
or ^cc++++=or
Civilization ^nn+nom+++=Civilization
or ^cc++++=or
something ^pn++++=something
important ^jj++++=important,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose
that ^tht+vcmp+++=that
pompous ^jj+atrb+++=pompous
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gulick ^np++++=Gulick
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi++vrb++=be
the ^ati++++=the
Pioneer ^nn+nom+++=Pioneer
Spirit ^nn++++=Spirit--still,
-- ^--+clp+++=EXTRAWORD
still ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
could ^md+pos+++=could
be ^vb+be+aux++=be
managed ^vpsv++agls+xvbnx+=managed.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
be ^vb+be+vrb++=be----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
spirit ^nn++++=spirit
of ^in++++=of
anything ^pn++++=anything,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
declared ^vbd+vpub++xvbnx+=declared.
. ^zz++++=EXTRAWORD
" ^zz++++="Count
count ^npt++++=EXTRAWORD
me ^pp1o+pp1+++=me
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
assumed ^vwbn+vprv++xvbn+=assumed
a ^at++++=a
hurt ^nn+++xvbn+=hurt
pout ^nn++++=pout.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
sake ^nn++++=sake?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
no ^at++++=no
actor ^nn++++=actor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stated ^vbd+vpub++xvbnx+=stated.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
you ^pp2+pp2+++=you
to ^in++++=to
act ^nn++++=act,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
treasurer ^nn+nom+++=treasurer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wrinkled ^vwbn+++xvbn+=wrinkled
up ^rp++++=up
his ^pp$+pp3+++=his
nose ^nn++++=nose
and ^cc++++=and
brow ^nn++++=brow
into ^in++++=into
a ^at++++=a
frown ^nn++++=frown.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
dirty ^jj+atrb+++=dirty
work ^nn++++=work,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
exclaimed ^vbd+++xvbnx+=exclaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
way ^nn++++=way
the ^ati++++=the
world ^nn++++=world
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
Us ^pp1o+pp1+++=Us
Pottles ^np+++??+=Pottles
do ^vb+do+vrb++=do
the ^ati++++=the
dirty ^jj+atrb+++=dirty
work ^nn++++=work
and ^cc++++=and
the ^ati++++=the
Gulicks ^np+++??+=Gulicks
get ^vb++++=get
the ^ati++++=the
glory ^nn++++=glory.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
Blossom ^vb++++=Blossom,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
no ^at++++=no."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
appealing ^jj+atrb++xvbg+=appealing
tear ^nn++++=tear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
another ^dt++++=another,
, ^zz++++=EXTRAWORD
stole ^j+++xvbn+=stole
down ^rp++++=down
her ^pp3o+pp3+++=her
pink ^jj+atrb+++=pink
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
treated ^vprf+++xvbnx+=treated
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
her ^pp3o+pp3+++=her
first ^od++++=first
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
knew ^vbd+vprv+tht0+xvbn+=knew
resistance ^nn+nom+++=resistance
was ^vbd+bedz+vrb++=was
futile ^jj+pred+++=futile.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
all ^abn++++=all
right ^jj++++=right.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
treasurer ^nn+nom+++=treasurer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
one ^cd1++++=one
more ^rbr++++=more
tiny ^jj+atrb+++=tiny
favor ^nn++++=favor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well?"
well ^rb++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
you ^pp2+pp2+++=you
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
Spirit ^nn++++=Spirit
of ^in++++=of
History ^nn++++=History
and ^cc++++=and
read ^vb+vprv++xvbn+=read
the ^ati++++=the
historic ^jj+atrb+++=historic
epilogue ^nn++++=epilogue."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Me?
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
no ^at++++=no
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
boss ^nn++++=boss
barber ^nn++++=barber."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
the ^ati++++=the
job ^nn++++=job,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+tht0++=suppose
I ^pp1a+pp1+++=I
can ^md+pos+++=can
get ^vb++++=get
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
Gulicks ^np+++??+=Gulicks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
considered ^vbd+vprv++xvbnx+=considered
a ^at++++=a
second ^od++++=second.
. ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
the ^ati++++=the
Spirit ^nn++++=Spirit
of ^in++++=of
History ^nn++++=History.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
understand ^vb+vprv+++=understand
one ^cd1++++=one
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
right ^jj++++=right
here ^rn+pl+++=here
and ^cc+phrs+++=and
now ^rn+tm+++=now:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
wear ^vb++++=wear
tights ^nns++++=tights."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
conceded ^vbd+vsua++xvbnx+=conceded
him ^pp3o+pp3+++=him
that ^dt+dem+++=that
point ^nn++++=point.
. ^zz++++=EXTRAWORD
" ^zz++++="Say,"
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
struck ^xvbn+++xvbn+=struck
by ^in++++=by
a ^at++++=a
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
spirits ^nns++++=spirits
are ^vb+ber+aux++=are
going ^md"++pmd"++=going
to ^md+prd+++=to
be ^vbi++vrb++=be
in ^in++++=in
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
is ^vbz+bez+aux++=is
going ^md"++pmd"++=going
to ^md+prd+++=to
write ^vb++++=write
this ^dt+dem+++=this
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
anyhow ^rb+dspt+++=anyhow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle.
. ^zz++++=EXTRAWORD
2 ^zz++++=2
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
decent ^jj++++=decent,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
objected ^vwbn+vpub++xvbn+=objected
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
fervidly ^jj++++=fervidly.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
I ^pp1a+pp1+++=I
keep ^vb++++=keep
the ^ati++++=the
respect ^nn++++=respect
of ^in++++=of
the ^ati++++=the
community ^nn+nom+++=community
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
go ^vb++++=go
round ^rb++++=round
like ^in++++=like
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
indicated ^vbd+vprv+tht0+xvbnx+=indicated
his ^pp$+pp3+++=his
pink ^jj+atrb+++=pink
knees ^nns++++=knees,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
blushed ^vbd+++xvbn+=blushed
like ^in++++=like
spring ^vb++++=spring
rosebuds ^nns+++??+=rosebuds
beneath ^in+pl+++=beneath
a ^at++++=a
somewhat ^rb+down+++=somewhat
nebulous ^jj+atrb+++=nebulous
toga ^nn+++??+=toga
of ^in++++=of
cheese ^nn++++=cheese-cloth.
- ^zz++++=EXTRAWORD
cloth ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
wear ^vb++++=wear
pants ^nns++++=pants,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
the ^ati++++=the
Spirit ^nn++++=Spirit
of ^in++++=of
History ^nn++++=History,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
the ^ati++++=the
fifth ^nn++++=fifth
and ^cc++++=and
last ^jj+atrb+++=last
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
tired ^jj+atrb++xvbn+=tired
and ^cc+phrs+++=and
harassed ^jj+atrb++xvbn+=harassed
voice ^nn++++=voice
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot
wear ^vb++++=wear
pants ^nns++++=pants.
. ^zz++++=EXTRAWORD
Spirits ^nns++++=Spirits
never ^rb++++=never
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
settles ^vbz++++=settles
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
another ^dt++++=another
word ^nn++++=word,
, ^zz++++=EXTRAWORD
Ambrose ^np++++=Ambrose.
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Haven't
n't ^xnot++not++0=EXTRAWORD
I ^pp1a+pp1+++=I
trouble ^nn++++=trouble
enough ^dt++++=enough
without ^in++++=without
my ^pp$+pp1+++=my
own ^ap++++=own
husband ^nn++++=husband
adding ^vwbg+vpub++xvbg+=adding
to ^in++++=to
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pressed ^vbd+++xvbnx+=pressed
her ^pp3o+pp3+++=her
brow ^nn++++=brow
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
ached ^vbd+++xvbn+=ached.
. ^zz++++=EXTRAWORD
Piles ^nns++++=Piles
of ^in++++=of
costumes ^nns++++=costumes,
, ^zz++++=EXTRAWORD
mostly ^rb++++=mostly
tinsel ^nn++++=tinsel
and ^cc++++=and
cheese ^nn++++=cheese-cloth,
- ^zz++++=EXTRAWORD
cloth ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
shields ^nns++++=shields,
, ^zz++++=EXTRAWORD
tomahawks ^nns+++??+=tomahawks,
, ^zz++++=EXTRAWORD
bridles ^nns+++??+=bridles
and ^cc++++=and
bits ^nns++++=bits
of ^in++++=of
scenery ^nn+nom+++=scenery
were ^vbd+bed+aux++=were
strewn ^vpsv++agls+xvbnx+=strewn
about ^in++++=about
the ^ati++++=the
Pottle ^np+++??+=Pottle
parlor ^nn++++=parlor.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sank ^vbd+++xvbnx+=sank
into ^in++++=into
a ^at++++=a
Morris ^np++++=Morris
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stitched ^xvbn+++xvbn+=stitched
fiercely ^rb++++=fiercely
at ^in++++=at
an ^at++++=an
angel ^nn++++=angel's
's ^$++++=EXTRAWORD
wing ^nn++++=wing.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
one ^cd1++++=one
at ^rb++++=at
bay ^npl++++=bay.
. ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
one ^cd1++++=one
thing ^nn++++=thing
after ^in++++=after
another ^ppls++++=another,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
declaimed ^vbd+++xvbnx+=declaimed.
. ^zz++++=EXTRAWORD
" ^zz++++="Those
those ^dt+dem+++=EXTRAWORD
Gulicks ^np+++??+=Gulicks
are ^vb+ber+aux++=are
making ^vbg+++xvbgx+=making
my ^pp$+pp1+++=my
life ^nn++++=life
miserable ^jj++++=miserable.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
just ^rb+emph+++=just
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
note ^nn++++=note
from ^in++++=from
Etta ^np+++??+=Etta
Runkle ^np++++=Runkle's
's ^$++++=EXTRAWORD
mother ^nn++++=mother
saying ^vb+++xvbg+=saying
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
in ^in++++=in
the ^ati++++=the
Masque ^&fw++++=Masque
of ^in++++=of
the ^ati++++=the
Fruits ^nns++++=Fruits
and ^cc++++=and
Flowers ^nns+nom+++=Flowers
of ^in++++=of
Botts ^np+++??+=Botts
County ^npl++++=County
her ^pp$+pp3+++=her
little ^ap++++=little
Etta ^np+++??+=Etta
has ^md"++pmd"++=has
to ^md+nec+++=to
be ^vbi++vrb++=be
an ^at++++=an
onion ^nn++++=onion
while ^cs+sub+++=while
little ^ap++++=little
Gertrude ^np++++=Gertrude
Crump ^np++++=Crump
is ^vbz+bez+vrb++=is
a ^at++++=a
violet ^nn++++=violet,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
lend ^vb++++=lend
us ^pp1o+pp1+++=us
that ^dt+dem+++=that
white ^jj+atrb+++=white
horse ^nn++++=horse
for ^in++++=for
the ^ati++++=the
Paul ^np++++=Paul
Revere ^np++++=Revere's
's ^$++++=EXTRAWORD
Ride ^vb++++=Ride
Scene ^nn++++=Scene.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
make ^vb++++=make
that ^dt+dem+++=that
hateful ^jj+atrb+++=hateful
stupid ^jj+atrb+++=stupid
child ^nn++++=child
of ^in++++=of
hers ^pp$$++++=hers
a ^at++++=a
violet ^nn++++=violet
and ^cc++++=and
change ^nn++++=change
Gertrude ^np++++=Gertrude
Crump ^np++++=Crump
to ^in++++=to
an ^at++++=an
onion ^nn++++=onion
and ^cc++++=and
now ^rn+tm+++=now
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Crump ^np++++=Crump
is ^vbz+bez+vrb++=is
mad ^jj+pred+++=mad
and ^cc++++=and
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
any ^dti++++=any
of ^in++++=of
her ^pp$+pp3+++=her
children ^nns++++=children
appear ^vb+seem+++=appear
in ^in++++=in
the ^ati++++=the
pageant ^nn+nom+++=pageant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
