So ^ql++++=So
the ^ati++++=the
mornin ^nn+++??+=mornin'
' ^zz++++=EXTRAWORD
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Twas
was ^vbd+bedz+vrb++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most
ondasint ^vbd+++xvbn+=ondasint
p ^zz++++=p'rade
'rade ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
iver ^jjr+atrb+++=iver
tuk ^nn+++??+=tuk
a ^at++++=a
hand ^nn++++=hand
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Foive ^np+++??+=Foive-and-twenty
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
twenty ^cd++++=EXTRAWORD
privits ^nns+++??+=privits
and ^cc++++0=an'
a ^at++++=a
orficer ^jjr+atrb+++=orficer
av ^nn++++=av
the ^ati++++=the
Line ^nn++++=Line
in ^in++++=in
review ^nn++++=review
ordher ^jjr++++=ordher,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
not ^xnot++not++=not
as ^ql++++=as
much ^ap++++=much
as ^ql++++=as
wud ^vb+++??+=wud
dust ^nn++++=dust
a ^at++++=a
fife ^np++++=fife
betune ^nn+++??+=betune
them ^pp3o+pp3+++0='em
all ^rb++++=all
in ^in++++=in
the ^ati++++=the
way ^nn++++=way
of ^in++++=of
clothin ^nn+++??+=clothin'!
'! ^nn+++??+=EXTRAWORD
Eight ^cd++++=Eight
av ^nn++++=av
us ^pp1o+pp1+++=us
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
belts ^nns++++=belts
and ^cc++++0=an'
pouches ^nns+++??+=pouches
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
rest ^nn++++=rest
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
in ^in++++=in
wid ^in++++=wid
a ^at++++=a
handful ^nn+nom+++=handful
av ^nn++++=av
cartridges ^nns+++??+=cartridges
and ^cc++++0=an'
the ^ati++++=the
skin ^nn++++=skin
God ^nn++++=God
gave ^vbd+++xvbn+=gave
thim ^nn+++??+=thim.
. ^zz++++=EXTRAWORD
_they_ ^nn+++??+=_They_
was ^vbd+bedz+aux++=was
as ^ql++++=as
nakid ^vb+++??+=nakid
as ^ql++++=as
Vanus ^np+++??+=Vanus.
. ^zz++++=EXTRAWORD
" ^zz++++="'Number
' ^zz++++=EXTRAWORD
number ^nn++++=EXTRAWORD
off ^in+pl+++=off
from ^in++++=from
the ^ati++++=the
right ^nn++++=right!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
the ^ati++++=the
Lift ^nn++++=Lift'nint.
'nint. ^nn+++??+=EXTRAWORD
' ^zz++++='Odd
odd ^jj+atrb+++=EXTRAWORD
numbers ^nns+nom+++=numbers
fall ^vb++++=fall
out ^rp+pl+++=out
to ^in++++=to
dress ^nn++++=dress;
; ^zz++++=EXTRAWORD
even ^rb++++=even
numbers ^nns+nom+++=numbers
pathrol ^nn+++??+=pathrol
the ^ati++++=the
town ^nn++++=town
till ^in++++=till
relieved ^nn++++=relieved
by ^in++++=by
the ^ati++++=the
dressing ^jj+atrb++xvbg+=dressing
party ^nn++++=party.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Let ^vb+++xvbn+=Let
me ^pp1o+pp1+++=me
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
pathrollin ^nn+++??+=pathrollin'
' ^zz++++=EXTRAWORD
a ^at++++=a
town ^nn++++=town
wid ^in++++=wid
nothing ^pn++++=nothing
on ^in++++=on
is ^vbz+bez+vrb++=is
an ^at++++=an
ex_pay_rience ^nn+nom+++=ex_pay_rience.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pathrolled ^vbd+++xvbnx+=pathrolled
for ^in++++=for
tin ^nn++++=tin
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
begad ^nn+++??+=begad,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
it ^pp3+it+++0='twas
was ^vbd+bedz+vrb++=EXTRAWORD
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
blushed ^vbd+++xvbnx+=blushed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
women ^nns++++=women
laughed ^vbd+++xvbn+=laughed
so ^rb++++=so.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
niver ^jjr++++=niver
blushed ^jj+++xvbn+=blushed
before ^in++++=before
or ^cc++++=or
since ^in++++=since;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
blushed ^vbd+++xvbnx+=blushed
all ^abn++++=all
over ^in++++=over
my ^pp$+pp1+++=my
carkiss ^nns+++??+=carkiss
thin ^jj++++=thin.
. ^zz++++=EXTRAWORD
Orth ^np+++??+=Orth'ris
'ris ^vbz+++??+0=EXTRAWORD
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
pathrol ^nn+++??+=pathrol.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sez ^nn+++??+=sez
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
' ^zz++++='Portsmith
portsmith ^nn+++??+=EXTRAWORD
Barricks ^np+++??+=Barricks
and ^cc++++0=an'
the ^ati++++=the
' ^zz++++='Ard
ard ^nn+++??+=EXTRAWORD
av ^nn++++=av
a ^at++++=a
Sunday ^nr++++=Sunday!
! ^zz++++=EXTRAWORD
Thin ^jj++++=Thin
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
down ^rb+phrv+++=down
and ^cc++++0=an'
rowled ^vbd+++xvbn+=rowled
any ^dti++++=any
ways ^nns++++=ways
wid ^in++++=wid
laughin ^nn+++??+=laughin'.
'. ^nn+++??+=EXTRAWORD
" ^zz++++="Whin
whin ^nn+++??+=EXTRAWORD
we ^pp1a+pp1+++=we
was ^vbd+bedz+vrb++=was
all ^abn++++=all
dhressed ^jj+++xvbn+=dhressed,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
counted ^vbd+++xvbn+=counted
the ^ati++++=the
dead ^jj++++=dead--sivinty-foive
-- ^--+clp+++=EXTRAWORD
sivinty ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
foive ^jj+atrb+++=EXTRAWORD
dacoits ^nns+++??+=dacoits
besides ^rb+cnj+++=besides
wounded ^nn++++=wounded.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
tuk ^nn+++??+=tuk
five ^cd++++=five
elephints ^nns+++??+=elephints,
, ^zz++++=EXTRAWORD
a ^at++++=a
hunder ^jjr++++=hunder'
' ^zz++++=EXTRAWORD
and ^cc++++0=an'
sivinty ^nn+++??+=sivinty
Sniders ^nns+nom++??+=Sniders,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hunder ^jjr++++=hunder'
' ^zz++++=EXTRAWORD
dahs ^nns+++??+=dahs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
lot ^nn++++=lot
av ^nn++++=av
other ^ap++++=other
burglarious ^jj+atrb+++=burglarious
thruck ^nn+++??+=thruck.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
man ^nn++++=man
av ^nn++++=av
us ^pp1o+pp1+++=us
was ^vbd+bedz+aux++=was
hurt ^vpsv++agls+xvbnx+=hurt--excep'
-- ^--+clp+++=EXTRAWORD
excep ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe
the ^ati++++=the
Lift ^nn++++=Lift'nint,
'nint, ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
he ^pp3a+pp3+++=he
from ^in++++=from
the ^ati++++=the
shock ^nn++++=shock
to ^in++++=to
his ^pp$+pp3+++=his
dasincy ^nn+++??+=dasincy.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Headman ^np+++??+=Headman
av ^nn++++=av
Lungtungpen ^np+++??+=Lungtungpen,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
surrinder ^jjr++++=surrinder'd
'd ^md+prd+vrb++0=EXTRAWORD
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
the ^ati++++=the
Interprut ^np+++??+=Interprut'r--''Av
'r--''av ^nn+++??+=EXTRAWORD
the ^ati++++=the
English ^jj+atrb+++=English
fight ^nn++++=fight
like ^in++++=like
that ^dt+dem+++=that
wid ^in++++=wid
their ^pp$+pp3+++=their
clo ^nn+++??+=clo'es
'es ^nns+++??+0=EXTRAWORD
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
in ^in++++=in
the ^ati++++=the
wurruld ^nn+++??+=wurruld
do ^vb+do+aux++=do
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do
wid ^in++++=wid
their ^pp$+pp3+++=their
clo ^nn+++??+=clo'es
'es ^nns+++??+0=EXTRAWORD
on ^in+strn+++=on?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Orth ^np+++??+=Orth'ris
'ris ^nns+++??+0=EXTRAWORD
began ^vbd+++xvbn+=began
rowlin ^nn+++??+=rowlin'
' ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++0=an'
crackin ^nn+++??+=crackin'
' ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
and ^cc++++0=an'
dancin ^nn+++??+=dancin'
' ^zz++++=EXTRAWORD
a ^at++++=a
step ^nn++++=step-dance
- ^zz++++=EXTRAWORD
dance ^nn++++=EXTRAWORD
for ^in++++=for
to ^to++++=to
impress ^nns+nom+++=impress
the ^ati++++=the
Headman ^np+++??+=Headman.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ran ^vbd+++xvbnx+=ran
to ^in+ppvb+++=to
his ^pp$+pp3+++=his
house ^nn++++=house;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
we ^pp1a+pp1+++=we
spint ^vbd+++xvbn+=spint
the ^ati++++=the
rest ^nn++++=rest
av ^nn++++=av
the ^ati++++=the
day ^nn++++=day
carryin ^nn+++??+=carryin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
Lift ^nn++++=Lift'nint
'nint ^vbd+++xvbn+0=EXTRAWORD
on ^in++++=on
our ^pp$+pp1+++=our
showlthers ^nns+nom+++=showlthers
round ^in++++=round
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
playin ^nn+++??+=playin'
' ^zz++++=EXTRAWORD
wid ^in++++=wid
the ^ati++++=the
Burmese ^nn+nom+++=Burmese
babies ^nns++++=babies--fat,
-- ^--+clp+++=EXTRAWORD
fat ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
little ^ap++++=little,
, ^zz++++=EXTRAWORD
brown ^jj++++=brown
little ^ap++++=little
divils ^nns+++??+=divils,
, ^zz++++=EXTRAWORD
as ^ql++++=as
pretty ^rb++++=pretty
as ^ql++++=as
picturs ^nns+++??+=picturs.
. ^zz++++=EXTRAWORD
" ^zz++++="Whin
whin ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
inviladed ^vpsv++agls+xvbnx+=inviladed
for ^in++++=for
the ^ati++++=the
dysent ^jj+atrb+++=dysent'ry
'ry ^nn+++??+=EXTRAWORD
to ^in++++=to
India ^np++++=India,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sez ^nn+++??+=sez
to ^in++++=to
the ^ati++++=the
Lift ^nn++++=Lift'nint,
'nint, ^nn+++??+=EXTRAWORD
' ^zz++++='Sorr,'
sorr ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
' ^zz++++='you've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+vrb++0=EXTRAWORD
the ^ati++++=the
makin ^nn+++??+=makin's
's ^vbz+bez+vrb++0=EXTRAWORD
in ^in++++=in
you ^pp2+pp2+++=you
av ^nn++++=av
a ^at++++=a
great ^jj+atrb+++=great
man ^nn++++=man;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
av ^nn++++=av
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
let ^vb+++xvbn+=let
an ^at++++=an
ould ^np++++=ould
sodger ^jjr+atrb+++=sodger
spake ^nn+++??+=spake,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
too ^ql++++=too
fond ^jj++++=fond
of ^in++++=of
the-ourisin ^nn+++??+=the-ourisin'.'
'.' ^nn+++??+=EXTRAWORD
He ^pp3a+pp3+++=He
shuk ^nn+++??+=shuk
hands ^nns++++=hands
wid ^in++++=wid
me ^pp1o+pp1+++=me
and ^cc++++=and
sez ^nn+++??+=sez,
, ^zz++++=EXTRAWORD
' ^zz++++='Hit
hit ^vbd+++xvbn+=EXTRAWORD
high ^jj++++=high,
, ^zz++++=EXTRAWORD
hit ^j+++xvbn+=hit
low ^jj++++=low,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
plasin ^nn+++??+=plasin'
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Mulvaney ^np+++??+=Mulvaney.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
me ^pp1o+pp1+++=me
waltzin ^nn+++??+=waltzin'
' ^zz++++=EXTRAWORD
through ^in++++=through
Lungtungpen ^np+++??+=Lungtungpen
like ^in++++=like
a ^at++++=a
Red ^jj+atrb+++=Red
Injin ^np+++??+=Injin
widout ^nn+++??+=widout
the ^ati++++=the
warpaint ^jj+++xvbn+=warpaint,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
too ^ql++++=too
fond ^jj+atrb+++=fond
av ^nn++++=av
the-ourisin ^nn+++??+=the-ourisin'?'--'Sorr,'
'?'--'sorr,' ^nn+++??+=EXTRAWORD
sez ^nn+++??+=sez
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
loved ^vbd+++xvbnx+=loved
the ^ati++++=the
bhoy ^nn+++??+=bhoy;
; ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
wud ^nn+++??+=wud
waltz ^nn++++=waltz
wid ^in++++=wid
you ^pp2+pp2+++=you
in ^cs+sub+++=in
that ^cs"++++=that
condishin ^nn+++??+=condishin
through ^in++++=through
_hell_ ^nn+++??+=_Hell_,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
so ^ql++++=so
wud ^vb+++??+=wud
the ^ati++++=the
rest ^nn++++=rest
av ^nn++++=av
the ^ati++++=the
men ^nns++++=men!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Thin ^jj++++=Thin
I ^pp1a+pp1+++=I
wint ^vbd+++xvbnx+=wint
downshtrame ^nn+++??+=downshtrame
in ^in++++=in
the ^ati++++=the
flat ^nn++++=flat
and ^cc++++0=an'
left ^jj+++xvbn+=left
him ^pp3o+pp3+++=him
my ^pp$+pp1+++=my
blessin ^nn+++??+=blessin'.
'. ^nn+++??+=EXTRAWORD
May ^md+pos+++=May
the ^ati++++=the
Saints ^nns++++=Saints
carry ^vb++++=carry
ut ^&fw++++=ut
where ^wrb+who+++=where
ut ^&fw++++=ut
shud ^nn+++??+=shud
go ^vb++++=go,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
fine ^jj+atrb+++=fine
upstandin ^nn+++??+=upstandin'
' ^zz++++=EXTRAWORD
young ^jj++++=young
orficer ^jjr++++=orficer,
, ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
reshume ^nn+++??+=reshume.
. ^zz++++=EXTRAWORD
Fwhat ^np+++??+=Fwhat
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
said ^vprf++tht0+xvbnx+=said
jist ^nn++++=jist
shows ^vbz+vprv+++=shows
the ^ati++++=the
use ^nn++++=use
av ^nn++++=av
three ^cd++++=three-year-olds.
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
olds ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Wud ^np+++??+=Wud
fifty ^cd++++=fifty
seasoned ^jj+atrb+++=seasoned
sodgers ^nns+nom+++=sodgers
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
Lungtungpen ^np+++??+=Lungtungpen
in ^in++++=in
the ^ati++++=the
dhark ^nn+++??+=dhark
that ^tht+rel+++=that
way ^nn++++=way?
? ^zz++++=EXTRAWORD
No ^at++++=No!
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They'd
'd ^md+prd+aux++0=EXTRAWORD
know ^vb+vprv+++=know
the ^ati++++=the
risk ^nn++++=risk
av ^nn++++=av
fever ^nn++++=fever
and ^cc++++=and
chill ^nn++++=chill.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
alone ^rb++++=alone
the ^ati++++=the
shootin ^nn+++??+=shootin'.
'. ^nn+++??+=EXTRAWORD
Two ^cd++++=Two
hundher ^jjr++++=hundher'
' ^zz++++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
ut ^&fw++++=ut.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
three ^cd++++=three-year-olds
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
olds ^nns++++=EXTRAWORD
know ^vb+vprv+++=know
little ^jj++++=little
and ^cc++++0=an'
care ^nn++++=care
less ^ql++++=less;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
where ^wrb+who+++=where
there ^ex+pex+++=there's
's ^vbz+bez+aux++0=EXTRAWORD
no ^at++++=no
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
danger ^nn++++=danger.
. ^zz++++=EXTRAWORD
Catch ^vb++++=Catch
thim ^nn+++??+=thim
young ^jj++++=young,
, ^zz++++=EXTRAWORD
feed ^nn++++=feed
thim ^nn+++??+=thim
high ^jj++++=high,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
by ^in++++=by
the ^ati++++=the
honor ^nn++++=honor
av ^nn++++=av
that ^tht+rel+++=that
great ^jj++++=great,
, ^zz++++=EXTRAWORD
little ^ap++++=little
man ^nn++++=man
Bobs ^np+++??+=Bobs,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
a ^at++++=a
good ^jj++++=good
orficer ^jjr++++=orficer
' ^zz++++='tisn't
tis ^nns+++??+=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
only ^rb+down+++=only
dacoits ^nns+++??+=dacoits
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
smash ^vb++++=smash
wid ^in++++=wid
their ^pp$+pp3+++=their
clo ^nn+++??+=clo'es
'es ^nns+++??+0=EXTRAWORD
off-- ^nn+++??+=off--'tis
it ^pp3+it+++0=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
Con ^np++++=Con-ti-nental
- ^zz++++=EXTRAWORD
ti ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
nental ^jj+atrb+++=EXTRAWORD
Ar ^np+++??+=Ar-r-r-mies!
- ^zz++++=EXTRAWORD
r ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
r ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
mies ^nns+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
tuk ^vb+++??+=tuk
Lungtungpen ^np+++??+=Lungtungpen
nakid ^nn+++??+=nakid;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
take ^vb++++=take
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Pethersburg ^np+++??+=Pethersburg
in ^in++++=in
their ^pp$+pp3+++=their
dhrawers ^nns+nom+++=dhrawers!
! ^zz++++=EXTRAWORD
Begad ^np+++??+=Begad,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=would
that ^dt+pdem+++=that!
! ^zz++++=EXTRAWORD
" ^zz++++="Here's
here ^rn+pl+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
your ^pp$+pp2+++=your
pipe ^nn++++=pipe,
, ^zz++++=EXTRAWORD
sorr ^nn+++??+=sorr.
. ^zz++++=EXTRAWORD
Shmoke ^np+++??+=Shmoke
her ^pp$+pp3+++=her
tinderly ^jj++++=tinderly
wid ^in++++=wid
honey ^nn++++=honey-dew,
- ^zz++++=EXTRAWORD
dew ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
afther ^jjr++++=afther
letting ^jj+++xvbg+=letting
the ^ati++++=the
reek ^nn+++??+=reek
av ^nn++++=av
the ^ati++++=the
Canteen ^nn++++=Canteen
plug ^nn++++=plug
die ^vb++++=die
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
no ^at++++=no
good ^jj++++=good,
, ^zz++++=EXTRAWORD
thanks ^rb+dspt+++=thanks
to ^in"++++=to
you ^pp2+pp2+++=you
all ^rb++++=all
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
fillin ^nn+++??+=fillin'
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
pouch ^nn+++??+=pouch
wid ^in++++=wid
your ^pp$+pp2+++=your
chopped ^xvbn+++xvbn+=chopped
hay ^np++++=hay.
. ^zz++++=EXTRAWORD
Canteen ^nn++++=Canteen
baccy ^nn+++??+=baccy's
's ^$++++=EXTRAWORD
like ^vb++++=like
the ^ati++++=the
Army ^nn++++=Army.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
shpoils ^vbz+++??+=shpoils
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
taste ^nn++++=taste
for ^in++++=for
moilder ^jjr+atrb+++=moilder
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
saying ^nvbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
Mulvaney ^np+++??+=Mulvaney
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
butterfly ^nn++++=butterfly-net,
- ^zz++++=EXTRAWORD
net ^jjb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
to ^in++++=to
barracks ^nns++++=barracks.
. ^zz++++=EXTRAWORD
