They ^pp3a+pp3+++=They
Hanbridge ^np+++??+=Hanbridge
went ^vbd+++xvbn+=went
( ^zz++++=(not
not ^xnot++not++=EXTRAWORD
being ^vbg+beg++xvbg+=being
on ^in++++=on
the ^ati++++=the
borough ^nn++++=borough
Bench ^nn++++=Bench
that ^tht+rel+++=that
night ^nn++++=night).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Vera ^np++++=Vera
would ^md+prd+++=would
not ^xnot++not++=not
go ^vb++++=go.
. ^zz++++=EXTRAWORD
A ^at++++=A
genuine ^jj+atrb+++=genuine
fear ^nn++++=fear
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Christmases ^np+++??+=Christmases
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
unlucky ^jj++++=unlucky
for ^in++++=for
her ^pp$+pp3+++=her
peace ^nn++++=peace
of ^in++++=of
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
highly ^rb+amp+++=highly
superstitious ^jj+pred+++=superstitious.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
she ^pp3a+pp3+++=she
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
go ^vbi++++=go;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
burning ^vbg+++xvbgx+=burning
to ^to++++=to
go ^vbi++++=go,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
while ^cs+sub+++=while
assuring ^vbg+++xvbg+=assuring
her ^pp$+pp3+++=her
guests ^nns++++=guests
that ^tht+rel+obj++=that
nothing ^pn++++=nothing
would ^md+prd+++=would
induce ^vb++++=induce
her ^pp$+pp3+++=her
to ^to++++=to
go ^vbi++++=go.
. ^zz++++=EXTRAWORD
The ^ati++++=The
party ^nn++++=party
drew ^vbd+++xvbn+=drew
to ^in++++=to
a ^at++++=a
close ^nn++++=close,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pair ^nn++++=pair
by ^in++++=by
pair ^nn++++=pair
the ^ati++++=the
revellers ^nns+nom+++=revellers
drove ^vbd+++xvbn+=drove
off ^rp+pl+++=off,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
walked ^vbd+++xvbn+=walked,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
romantic ^jj+atrb+++=romantic
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Stephen ^np++++=Stephen
told ^vbd+vpub++xvbn+=told
Vera ^np++++=Vera
to ^to++++=to
give ^vbi++++=give
the ^ati++++=the
woman ^nn++++=woman
half ^abn++++=half-a-sovereign
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
sovereign ^nn++++=EXTRAWORD
and ^cc++++=and
let ^vb+++xvbn+=let
her ^pp$+pp3+++=her
depart ^vb++++=depart,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^in++++=in
paying ^xvbg+++xvbg+=paying
the ^ati++++=the
half ^abn++++=half-sovereign
- ^zz++++=EXTRAWORD
sovereign ^nn++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
woman ^nn++++=woman
Vera ^np++++=Vera
was ^vbd+bedz+aux++=was
suddenly ^rb++splt++=suddenly
overcome ^vpsv++by+xvbnx+=overcome
by ^in++++=by
temptation ^nn+nom+++=temptation
and ^cc++++=and
asked ^vpsv++agls+xvbn+=asked
for ^in+ppvb+++=for
her ^pp$+pp3+++=her
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman's
's ^vbz+bez+vrb++0=EXTRAWORD
grimy ^jj+atrb+++=grimy
simplicity ^nn+nom+++=simplicity,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
smiling ^jj+atrb++xvbg+=smiling
face ^nn++++=face,
, ^zz++++=EXTRAWORD
the ^ati++++=the
commonness ^nns+nom+++=commonness
of ^in++++=of
her ^pp$+pp3+++=her
teapot ^nn++++=teapot,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
utter ^jjb+atrb+++=utter
unlikeness ^nns+nom+++=unlikeness
to ^in++++=to
anything ^pn++++=anything
in ^in++++=in
the ^ati++++=the
first ^od++++=first
act ^vb+vpub+++=act
of ^in++++=of
Macbeth ^np++++=Macbeth,
, ^zz++++=EXTRAWORD
encouraged ^xvbn+++xvbn+=encouraged
Vera ^np++++=Vera
to ^to++++=to
believe ^vbi+vprv+++=believe
in ^in++++=in
her ^pp$+pp3+++=her
magic ^jj+atrb+++=magic
powers ^nns++++=powers.
. ^zz++++=EXTRAWORD
Vera ^np++++=Vera's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
trembled ^vbd+++xvbn+=trembled
as ^ql++++=as,
, ^zz++++=EXTRAWORD
under ^in++++=under
instructions ^nns+nom+++=instructions,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
tipped ^vbd+++xvbnx+=tipped
the ^ati++++=the
tea ^nn++++=tea-leaves
- ^zz++++=EXTRAWORD
leaves ^nns++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
saucer ^nn++++=saucer.
. ^zz++++=EXTRAWORD
" ^zz++++="Ay!"
ay ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
witch ^nn++++=witch,
, ^zz++++=EXTRAWORD
in ^in++++=in
broadest ^jjt++++=broadest
Staffordshire ^np++++=Staffordshire,
, ^zz++++=EXTRAWORD
running ^nvbg+++xvbg+=running
her ^pp3o+pp3+++=her
objectionable ^jj+atrb+++=objectionable
hand ^nn++++=hand
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
buttons ^nns++++=buttons
of ^in++++=of
her ^pp$+pp3+++=her
linsey ^nn+++??+=linsey-woolsey
- ^zz++++=EXTRAWORD
woolsey ^nn+++??+=EXTRAWORD
bodice ^nn++++=bodice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gently ^rb++++=gently
agitating ^vbg+++xvbg+=agitating
the ^ati++++=the
saucer ^nn++++=saucer.
. ^zz++++=EXTRAWORD
" ^zz++++="Theer's
theer ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
a ^at++++=a
widder ^jjr+atrb+++=widder
theer ^nn++++=theer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
[ ^zz++++=[There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
widow ^nn++++=widow
there ^rn+pl+++=there.]
. ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
" ^zz++++="Yo'll
yo ^nn+++??+=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
havin ^nn+++??+=havin'
' ^zz++++=EXTRAWORD
a ^at++++=a
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
it ^pp3+it+++=it
mit ^&fw++++=mit
be ^vb+be+vrb++=be
a ^at++++=a
talligram ^nn+++??+=talligram--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vera ^np++++=Vera
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear
any ^dti++++=any
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
one ^cd1++++=one
fear ^nn++++=fear
in ^in++++=in
life ^nn++++=life
was ^vbd+bedz+vrb++=was
the ^ati++++=the
fear ^nn++++=fear
of ^in++++=of
Stephen ^np++++=Stephen's
's ^$++++=EXTRAWORD
death ^nn++++=death
( ^zz++++=(though
though ^cs+sub+++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
console ^nn+++??+=console
Charlie ^np++++=Charlie
with ^in++++=with
nice ^jj+atrb+++=nice
smiles ^nns++++=smiles
and ^cc++++=and
lots ^nns++++=lots
of ^in++++=of
tete ^nn+++??+=tete-a-tete),
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
tete ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
fiendish ^jj+atrb+++=fiendish
witch ^nn++++=witch
directly ^rb++++=directly
foreseeing ^vbg+++xvbg+=foreseeing
the ^ati++++=the
dreadful ^jj+atrb+++=dreadful
event ^nn++++=event.
. ^zz++++=EXTRAWORD
Iii ^np+++??+=III
Every ^at++++=Every
day ^nn++++=day
for ^in++++=for
many ^ap++++=many
days ^nns++++=days
Stephen ^np++++=Stephen
expected ^vwbn+vprv++xvbn+=expected
to ^to+vcmp+++=to
have ^vbi++pmd"++=have
to ^md+nec+++=to
take ^vb++++=take
part ^nn++++=part
in ^in++++=in
a ^at++++=a
pitched ^jj+atrb++xvbn+=pitched
battle ^nn++++=battle
about ^in++++=about
the ^ati++++=the
proposed ^jj+atrb++xvbn+=proposed
balcony ^nn++++=balcony.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sweet ^jj+atrb+++=sweet
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
be ^vbi++vrb++=be
in ^in++++=in
fighting ^xvbg+++xvbg+=fighting
form ^nn++++=form.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true
that ^tht+jcmp+++=that
she ^pp3a+pp3+++=she
mentioned ^vbd+vpub++xvbnx+=mentioned
the ^ati++++=the
balcony ^nn++++=balcony,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
mentioned ^vbd+vpub+tht0+xvbnx+=mentioned
it ^pp3+it+++=it
in ^in++++=in
quite ^rb++++=quite
a ^at++++=a
reasonable ^jj+atrb+++=reasonable
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
Astounding ^np+++??+=Astounding
as ^in++++=as
the ^ati++++=the
statement ^nn+nom+++=statement
may ^md+pos+++=may
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
any ^vbi++++=any
personal ^jj+atrb+++=personal
acquaintance ^nn+nom+++=acquaintance
of ^in++++=of
Vera ^np++++=Vera's,
's, ^nn+++??+=EXTRAWORD
Vera ^np++++=Vera
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
capacity ^nn+nom+++=capacity
to ^to+ncmp+++=to
perceive ^vbi+vprv+++=perceive
that ^tht+vcmp+++=that
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
two ^cd++++=two
sides ^nns++++=sides
to ^in++++=to
the ^ati++++=the
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Stephen ^np++++=Stephen
pointed ^vbd+++xvbn+=pointed
out ^rp+pl+++=out
that ^cs+sub+++=that
balconies ^vbz++++=balconies
were ^vbd+bed+vrb++=were
unsuited ^jj+pred+++=unsuited
to ^in++++=to
the ^ati++++=the
English ^jj+atrb+++=English
climate ^nn+nom+++=climate,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
almost ^rb+hdg+++=almost
agreed ^jj+++xvbn+=agreed.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
balconies ^nns++++=balconies
were ^vbd+bed+vrb++=were
dangerous ^jj+pred+++=dangerous
and ^cc++++=and
that ^dt+dem+++=that
to ^to++++=to
have ^vbi++vrb++=have
a ^at++++=a
safe ^jj+atrb+++=safe
one ^cd1++++=one
would ^md+prd+++=would
necessitate ^nn+nom+++=necessitate
the ^ati++++=the
strengthening ^jj+++xvbg+=strengthening
of ^in++++=of
the ^ati++++=the
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
merely ^rb+down+++=merely
replied ^vbd+vpub++xvbn+=replied,
, ^zz++++=EXTRAWORD
with ^in++++=with
wonderful ^jj+atrb+++=wonderful
meekness ^nns+nom+++=meekness,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
only ^rb+down+++=only
weighed ^vbd+++xvbn+=weighed
seven ^cd++++=seven
stone ^nn++++=stone
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
informed ^vbd+++xvbnx+=informed
her ^pp3o+pp3+++=her
that ^dt+dem+++=that
the ^ati++++=the
breakfast ^nn++++=breakfast-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
already ^rb++++=already
not ^xnot++not++=not
too ^ql++++=too
light ^jj++++=light,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
underneath ^in+pl+++=underneath
the ^ati++++=the
proposed ^jj+atrb++xvbn+=proposed
balcony ^nn++++=balcony,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
further ^jjb++++=further
darken ^jj+++xvbn+=darken
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
kept ^vbd+++xvbnx+=kept
an ^at++++=an
angelic ^jj+atrb+++=angelic
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
showed ^vbd+vprv+tht0+xvbnx+=showed
her ^pp$+pp3+++=her
that ^cs+sub+++=that
the ^ati++++=the
view ^nn++++=view
from ^in++++=from
the ^ati++++=the
proposed ^jj+atrb++xvbn+=proposed
balcony ^nn++++=balcony
would ^md+prd+++=would
in ^in++++=in
any ^dti++++=any
case ^nn++++=case
be ^vb+be+aux++=be
marred ^vpsv++by+xvbnx+=marred
by ^in++++=by
the ^ati++++=the
immense ^jj+atrb+++=immense
pall ^np++++=pall
of ^in++++=of
Five ^cd++++=Five
Towns ^nns++++=Towns
smoke ^nn++++=smoke
to ^in++++=to
the ^ati++++=the
south ^np+pl+++=south,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
still ^rb++++=still
kept ^vbd+++xvbn+=kept
an ^at++++=an
angelic ^jj+atrb+++=angelic
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Stephen ^np++++=Stephen
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
was ^vbd+bedz+vrb++=was
this ^dt+dem+++=this
all ^abn++++=all.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
became ^vbd+++xvbnx+=became
extraordinarily ^rb++++=extraordinarily
solicitous ^jj++++=solicitous
for ^in++++=for
his ^pp$+pp3+++=his
welfare ^nn++++=welfare,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
health ^nn++++=health.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wrapped ^vbd+++xvbnx+=wrapped
him ^pp3o+pp3+++=him
up ^rp++++=up
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unpacked ^xvbn+++xvbn+=unpacked
him ^pp3o+pp3+++=him
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
cautioned ^vbd+++xvbnx+=cautioned
him ^pp3o+pp3+++=him
against ^in++++=against
draughts ^nns++++=draughts,
, ^zz++++=EXTRAWORD
overwork ^nn++++=overwork,
, ^zz++++=EXTRAWORD
microbes ^nns+++??+=microbes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dietary ^jj+atrb+++=dietary
indiscretions ^nns+nom+++=indiscretions.
. ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks
to ^in++++=to
regular ^jj+atrb+++=regular
boxing ^jj+atrb++xvbg+=boxing
exercise ^nn++++=exercise,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
dyspepsia ^nn+++??+=dyspepsia
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
entirely ^rb+amp+++=entirely
disappeared ^vbd+seem++xvbn+=disappeared,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
did ^vbd+dod+aux++=did
not ^xnot++not++=not
prevent ^vb++++=prevent
her ^pp$+pp3+++=her
from ^in++++=from
watching ^xvbg+++xvbg+=watching
every ^at++++=every
mouthful ^nn+nom+++=mouthful
that ^tht+rel+subj++=that
vanished ^vprf+++xvbn+=vanished
under ^in++++=under
the ^ati++++=the
portals ^nns+nom+++=portals
of ^in++++=of
his ^pp$+pp3+++=his
moustache ^nn++++=moustache.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
superintended ^vbd+++xvbnx+=superintended
his ^pp$+pp3+++=his
boxing ^nvbg+++xvbg+=boxing
too ^ql++++=too.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
made ^vbd+++xvbnx+=made
a ^at++++=a
point ^nn++++=point
of ^in++++=of
being ^nn+nn+aux++=being
present ^vb++++=present
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
and ^cc++++=and
Charlie ^np++++=Charlie
boxed ^vprf+++xvbn+=boxed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
would ^md+prd+++=would
force ^vb++++=force
Charlie ^np++++=Charlie
to ^to++++=to
cease ^vbi++++=cease
fighting ^nvbg+++xvbg+=fighting
at ^rb++++=at
the ^ati++++=the
oddest ^jjt+atrb+++=oddest
moments ^nns+nom+++=moments.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
flat ^nn++++=flat
against ^in++++=against
having ^xvbg+++xvbg+=having
a ^at++++=a
motor ^nn++++=motor-car;
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
compelled ^vbd+++xvbnx+=compelled
Stephen ^np++++=Stephen
to ^to++++=to
drive ^vbi++++=drive
to ^to+vcmp+++=to
the ^ati++++=the
station ^nn+nom+++=station
in ^in++++=in
the ^ati++++=the
four ^cd++++=four-wheeler
- ^zz++++=EXTRAWORD
wheeler ^np++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
in ^in++++=in
the ^ati++++=the
high ^jj+atrb+++=high
dogcart ^nn+++??+=dogcart.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
way ^nn++++=way
she ^pp3a+pp3+++=she
guarded ^vbd+++xvbnx+=guarded
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
one ^cd1++++=one
frail ^jj+atrb+++=frail
life ^nn++++=life
that ^tht+rel+subj++=that
stood ^vprf+++xvbn+=stood
between ^in++++=between
England ^np++++=England
and ^cc++++=and
anarchy ^nn++++=anarchy.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
always ^rb++++=always
so ^rb++++=so
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
rather ^rb++++=rather
melancholy ^jj++++=melancholy,
, ^zz++++=EXTRAWORD
resigned ^jj+atrb++xvbn+=resigned,
, ^zz++++=EXTRAWORD
wistful ^jj+atrb+++=wistful
fashion ^nn++++=fashion.
. ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
Stephen ^np++++=Stephen
could ^md+pos+++=could
not ^xnot++not++=not
understand ^vb+vprv+++=understand
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
a ^at++++=a
time ^nn++++=time
when ^wrb+who+++=when
Stephen ^np++++=Stephen
could ^md+pos+++=could
neither ^rb++splt++=neither
understand ^vb+vprv+++=understand
it ^pp3+it+++=it
nor ^cc++neg++=nor
stand ^vb++++=stand
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
worm ^vbi++++=worm
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
her ^pp$+pp3+++=her
secret ^nn++++=secret.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fascinating ^jj+atrb+++=fascinating
little ^jj+atrb+++=little
liar ^nn++++=liar
stoutly ^rb++++=stoutly
stuck ^vbd+++xvbn+=stuck
to ^in++++=to
it ^pp3+it+++=it
that ^cs+sub+++=that
nothing ^pn++++=nothing
was ^vbd+bedz+vrb++=was
the ^ati++++=the
matter ^nn++++=matter
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
on ^rp++++=on
her ^pp3o+pp3+++=her
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
Stephen ^np++++=Stephen
knew ^vbd+vprv++xvbn+=knew
differently ^rb++++=differently.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
consulted ^vbd+++xvbnx+=consulted
Charlie ^np++++=Charlie
Woodruff ^np++++=Woodruff.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
not ^xnot++not++=not
made ^vbd+++xvbn+=made
a ^at++++=a
confidant ^nn+nom+++=confidant
of ^in++++=of
Charlie ^np++++=Charlie.
. ^zz++++=EXTRAWORD
Charlie ^np++++=Charlie
was ^vbd+bedz+vrb++=was
exactly ^rb++++=exactly
as ^ql++++=as
much ^ap++++=much
in ^in++++=in
the ^ati++++=the
dark ^jj++++=dark
as ^ql++++=as
Stephen ^np++++=Stephen.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Stephen ^np++++=Stephen
( ^zz++++=(I
i ^pp1a+pp1+++=EXTRAWORD
regret ^vb++++=regret
to ^to+vcmp+++=to
have ^vbi++pmd"++=have
to ^md+nec+++=to
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it)
) ^zz++++=EXTRAWORD
took ^vbd+++xvbn+=took
to ^to+vcmp+++=to
swearing ^vbg+++xvbg+=swearing.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
swore ^vbd+vpub++xvbnx+=swore
when ^wrb+who+whcl++=when
she ^pp3a+pp3+++=she
hid ^vbd+++xvbnx+=hid
all ^abn++++=all
his ^pp$+pp3+++=his
thin ^jj+atrb+++=thin
socks ^nns++++=socks
and ^cc++++=and
so ^ql+emph+++=so
obliged ^jj+++xvbn+=obliged
him ^pp3o+pp3+++=him
to ^to++++=to
continue ^vbi++++=continue
with ^in++++=with
his ^pp$+pp3+++=his
thick ^jj+atrb+++=thick
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
one ^cd1++++=one
day ^nn++++=day
he ^pp3a+pp3+++=he
swore ^vbd+vpub++xvbnx+=swore
when ^wrb+who+whcl++=when,
, ^zz++++=EXTRAWORD
in ^in++++=in
answer ^nn++++=answer
to ^in++++=to
his ^pp$+pp3+++=his
query ^nn++++=query
why ^wrb+who+++=why
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
pale ^nn++++=pale,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub+tht0+xvbnx+=said
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thus ^rb+cnj+++=thus,
, ^zz++++=EXTRAWORD
without ^in++++=without
expecting ^vb+vprv++xvbg+=expecting
to ^to+vcmp+++=to
do ^vbi++++=do
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
achieved ^xvbn+++xvbn+=achieved
a ^at++++=a
definite ^jj+atrb+++=definite
climax ^nn++++=climax.
. ^zz++++=EXTRAWORD
For ^in++++=For
she ^pp3a+pp3+++=she
broke ^vbd+++xvbnx+=broke
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
ceased ^vbd+++xvbnx+=ceased
in ^in++++=in
half ^nn++++=half
a ^at++++=a
second ^od++++=second
to ^to++++=to
be ^vbi++vrb++=be
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
gave ^vbd+++xvbnx+=gave
him ^pp3o+pp3+++=him
with ^in++++=with
cutting ^xvbg+++xvbg+=cutting
candour ^nn++++=candour
all ^abn++++=all
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
bottled ^jj++++=bottled
up ^rp++++=up
in ^in++++=in
her ^pp$+pp3+++=her
entrancing ^jj+atrb++xvbg+=entrancing
bosom ^nn++++=bosom.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
the ^ati++++=the
witch ^nn++++=witch
had ^vbd+hvd+aux++=had
foreseen ^vprf+++xvbnx+=foreseen
her ^pp$+pp3+++=her
a ^at++++=a
widow ^nn++++=widow
( ^zz++++=(which
which ^whp+who+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing
as ^ql++++=as
prophesying ^jj+++xvbg+=prophesying
his ^pp$+pp3+++=his
death ^nn++++=death),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
doing ^vbg+++xvbgx+=doing,
, ^zz++++=EXTRAWORD
all ^abn++++=all
that ^dt+dem+++=that
the ^ati++++=the
ingenuity ^nn+nom+++=ingenuity
of ^in++++=of
a ^at++++=a
loving ^jj+atrb++xvbg+=loving
heart ^nn++++=heart
could ^md+pos+++=could
suggest ^vb+vpub+++=suggest
to ^to++++=to
keep ^vbi++++=keep
