A ^rb++++=A
on ^in++++=on
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie's
's ^$++++=EXTRAWORD
feelings ^nns+nom+++=feelings,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when,
, ^zz++++=EXTRAWORD
half ^abn++++=half
an ^at++++=an
hour ^nn++++=hour
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
came ^vbd+++xvbn+=came
to ^in++++=to
him ^pp3o+pp3+++=him
and ^cc++++=and
said ^vbd+vpub++xvbn+=said-"It
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
impossible ^jj+pred+++=impossible
for ^in++++=for
me ^pp1o+pp1+++=me
to ^to++++=to
lift ^vbi++++=lift
the ^ati++++=the
whole ^nn++++=whole
of ^in++++=of
that ^dt+dem+++=that
note ^nn++++=note
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
do ^vb++++=do
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
quiet ^nn++++=quiet
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie
frowned ^vbd+++xvbn+=frowned
darkly ^rb++++=darkly
as ^ql++++=as
he ^pp3a+pp3+++=he
thus ^rb+cnj+++=thus
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+tht0++=say
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^rb+down+++=only
want ^vb++++=want
help ^vb++++=help
to ^to+vcmp+++=to
the ^ati++++=the
amount ^nn++++=amount
of ^in++++=of
two ^cd++++=two
hundred ^cd++++=hundred
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
must ^md+nec+++=must
raise ^vb++++=raise
the ^ati++++=the
money ^nn++++=money
somewhere ^rb++++=somewhere
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
this ^dt+dem+++=this
way ^nn++++=way
of ^in++++=of
doing ^xvbg+++xvbg+=doing
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
man ^nn++++=man
gives ^vbz++++=gives
his ^pp$+pp3+++=his
note ^nn++++=note,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
should ^md+nec+++=should
make ^vb++++=make
it ^pp3+it+++=it
a ^at++++=a
point ^nn++++=point
of ^in++++=of
honour ^nn++++=honour
to ^to++++=to
pay ^vbi++++=pay
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^uh++++=sorry
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
troubled ^vprf+++xvbnx+=troubled
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
the ^ati++++=the
money ^nn++++=money
from ^in++++=from
a ^at++++=a
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
morning ^nn++++=morning."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
turned ^vbd+++xvbnx+=turned
off ^in+pl+++=off
abruptly ^rb+cnj+++=abruptly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
store ^nn++++=store.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie
felt ^vbd+vprv++xvbn+=felt
rebuked ^vbd+++xvbn+=rebuked.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
large ^jj+atrb+++=large
balance ^nn+nom+++=balance
in ^in++++=in
the ^ati++++=the
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
have ^vb+hv+aux++=have
accommodated ^vprf+++xvbnx+=accommodated
him ^pp3o+pp3+++=him
without ^in++++=without
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
inconvenience ^nn+nom+++=inconvenience.
. ^zz++++=EXTRAWORD
In ^in++++=In
another ^dt++++=another
state ^nn++++=state
of ^in++++=of
mind ^nn++++=mind
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
so ^pn++++=so
cheerfully ^rb++++=cheerfully.
. ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
dear ^uh++++=dear!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sighed ^vbd+++xvbn+=sighed
the ^ati++++=the
unhappy ^jj+atrb+++=unhappy
merchant ^nn+nom+++=merchant,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking
mentally ^rb++++=mentally;
; ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+whq++=EXTRAWORD
has ^vbz+hvz+aux++=has
come ^vb++++=come
over ^rp++++=over
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
losing ^vbg+++xvbgx+=losing
all ^abn++++=all
control ^nn++++=control
of ^in++++=of
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
will ^md+prd+++=will
never ^rb+cnj+++=never,
, ^zz++++=EXTRAWORD
never ^rb++++=never
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
set ^vb+++xvbn+=set
a ^at++++=a
guard ^nn++++=guard
upon ^in++++=upon
my ^pp$+pp1+++=my
lips ^nns++++=lips."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Conscious ^jj++++=Conscious
of ^in++++=of
his ^pp$+pp3+++=his
state ^nn++++=state
of ^in++++=of
irritability ^nn+nom+++=irritability,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
subdued ^jj++++=subdued
his ^pp$+pp3+++=his
tones ^nns++++=tones
of ^in++++=of
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
restrained ^jj+atrb++xvbn+=restrained
utterance ^nn+nom+++=utterance
when ^wrb+who+++=when
tempted ^vbd+++xvbn+=tempted
to ^in+vcmp+++=to
angry ^jj+atrb+++=angry
or ^cc+phrs+++=or
inconsiderate ^jj+atrb+++=inconsiderate
speech ^nn++++=speech.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
again ^rb+tm+++=again
during ^in++++=during
the ^ati++++=the
day ^nn++++=day
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
guilty ^jj++++=guilty
of ^in++++=of
such ^abl++++=such
inexcusable ^jj+atrb+++=inexcusable
conduct ^nn++++=conduct
as ^in++++=as
in ^in"++++=in
the ^ati++++=the
instances ^nns+nom+++=instances
mentioned ^vbd+vpub++xvbn+=mentioned;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
shadow ^nn++++=shadow
remained ^vbd+++xvbn+=remained
upon ^in++++=upon
his ^pp$+pp3+++=his
feelings ^nns+nom+++=feelings,
, ^zz++++=EXTRAWORD
strive ^vb++++=strive
as ^ql++++=as
he ^pp3a+pp3+++=he
would ^md+prd+++=would
to ^to++++=to
throw ^vbi++++=throw
off ^rb+phrv+++=off
the ^ati++++=the
gloomy ^jj+atrb+++=gloomy
impression ^nn++++=impression.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
late ^jj+pred+++=late
in ^in++++=in
the ^ati++++=the
day ^nn++++=day
when ^wrb+who+++=when
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
steps ^nns++++=steps
homeward ^rb++++=homeward.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
little ^rb++++=little
was ^vbd+bedz+aux++=was
he ^pp3a+pp3+++=he
satisfied ^vbd+++xvbnx+=satisfied
with ^in++++=with
himself ^ppl+pp3+++=himself!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
remembered ^vbd+vprv++xvbnx+=remembered,
, ^zz++++=EXTRAWORD
with ^in++++=with
painful ^jj+atrb+++=painful
distinctness ^nns+nom+++=distinctness,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clouded ^jj+atrb++xvbn+=clouded
brow ^nn++++=brow
of ^in++++=of
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
little ^ap++++=little
promise ^nn++++=promise
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
of ^in++++=of
home ^nr++++=home-sunlight,
- ^zz++++=EXTRAWORD
sunlight ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
to ^to++++=to
dispel ^vbi++++=dispel
the ^ati++++=the
gloom ^nn++++=gloom
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
feelings ^nns+nom+++=feelings!
! ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
hand ^nn++++=hand
of ^in++++=of
the ^ati++++=the
merchant ^nn+nom+++=merchant
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
his ^pp$+pp3+++=his
own ^ap++++=own
door ^nn++++=door,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
almost ^rb+hdg+++=almost
dreaded ^vb+++xvbn+=dreaded
to ^to+vcmp+++=to
enter ^vbi++++=enter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shrank ^vbd+++xvbnx+=shrank
from ^in++++=from
meeting ^xvbg+++xvbg+=meeting
that ^dt+dem+++=that
clouded ^jj+atrb++xvbn+=clouded
visage ^nn++++=visage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shadows ^nps++++=shadows
were ^vbd+bed+vrb++=were
dark ^jj+pred+++=dark
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
left ^vbd+++xvbnx+=left
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
experience ^nn+nom+++=experience
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
need ^nn++++=need
scarcely ^rb+down+++=scarcely
hope ^vb++++=hope
to ^to+vcmp+++=to
find ^vbi+vprv+tht0++=find
them ^pp3o+pp3+++=them
dispelled ^vbd+++xvbn+=dispelled.
. ^zz++++=EXTRAWORD
Happily ^rb+cnj+++=Happily,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
still ^rb++++=still
in ^in++++=in
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clouds ^nns++++=clouds
were ^vbd+bed+aux++=were
broken ^vpsv++agls+xvbnx+=broken,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
gleams ^nns++++=gleams
of ^in++++=of
sunshine ^nn++++=sunshine
came ^vbd+++xvbn+=came
breaking ^vbg+++xvbg+=breaking
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah!
! ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
possessed ^vprf+++xvbnx+=possessed
sufficient ^jj+atrb+++=sufficient
power ^nn++++=power
to ^to+ncmp+++=to
disperse ^vbi++++=disperse
the ^ati++++=the
shadows ^nps++++=shadows
that ^tht+rel+++=that
all ^abn++++=all
day ^nn++++=day
long ^rb++++=long
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
gathering ^vbg+++xvbgx+=gathering
around ^rp++++=around
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie!
! ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
Self ^nn++++=Self-respect
- ^zz++++=EXTRAWORD
respect ^nn++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
forfeited ^vpsv++agls+xvbnx+=forfeited;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
consciousness ^nns+nom+++=consciousness
of ^in++++=of
having ^xvbg+++xvbg+=having,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
impatient ^jj+atrb+++=impatient
haste ^nn++++=haste,
, ^zz++++=EXTRAWORD
acted ^j+++xvbn+=acted
unjustly ^rb+cnj+++=unjustly,
, ^zz++++=EXTRAWORD
haunted ^j+++xvbn+=haunted
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
the ^ati++++=the
shadows ^nps++++=shadows
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
dispersed ^vpsv++by+xvbnx+=dispersed
by ^in++++=by
the ^ati++++=the
feeble ^jj+atrb+++=feeble
sun ^nn++++=sun-rays
- ^zz++++=EXTRAWORD
rays ^nns++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
countenance ^nn+nom+++=countenance
of ^in++++=of
his ^pp$+pp3+++=his
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
gradually ^rb++++=gradually
diffused ^vbd+++xvbn+=diffused
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
the ^ati++++=the
light ^jj++++=light
that ^dt+dem+++=that
struggled ^jj+++xvbn+=struggled
with ^in++++=with
them ^pp3o+pp3+++=them
grew ^vbd+++xvbn+=grew
pale ^nn++++=pale.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie,
, ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=breaking
in ^rb+phrv+++=in
upon ^in++++=upon
the ^ati++++=the
oppressive ^nn++++=oppressive
silence ^nn+nom+++=silence
that ^dt+dem+++=that
succeeded ^jj+++xvbn+=succeeded,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
all ^abn++++=all
had ^vbd+hvd+aux++=had
retired ^vprf+++xvbnx+=retired
for ^in++++=for
the ^ati++++=the
night ^nn++++=night
but ^cc++++=but
herself ^ppl+pp3+++=herself
and ^cc++++=and
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
the ^ati++++=the
mother ^nn++++=mother
of ^in++++=of
Edward ^np++++=Edward
Wilson ^np++++=Wilson
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
poor ^jj++++=poor
and ^cc++++=and
in ^in++++=in
a ^at++++=a
decline ^nn++++=decline?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
aware ^jj++++=aware
of ^in++++=of
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
brief ^jj+atrb+++=brief
response ^nn++++=response.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Archer ^np++++=Archer
was ^vbd+bedz+vrb++=was
here ^rn+pl+++=here
this ^dt+dem+++=this
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
telling ^nvbg+++xvbg+=telling
me ^pp1o+pp1+++=me
about ^rb++++=about
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wilson ^np++++=Wilson,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
until ^in++++=until
within ^in++++=within
a ^ap++++=a
few ^ap"++++=few
weeks ^nns++++=weeks
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
earn ^vb++++=earn
something ^pn++++=something,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
so ^rb+emph+++=so
weak ^jj++++=weak
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
cannot ^md+pos+not++=cannot
leave ^vb++++=leave
her ^pp$+pp3+++=her
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is
solely ^rb++++=solely
dependent ^jj+pred+++=dependent
on ^in++++=on
the ^ati++++=the
earnings ^nns++++=earnings
of ^in++++=of
her ^pp$+pp3+++=her
son ^nn++++=son.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
much ^rb++++=much
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
pay ^nn++++=pay
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
three ^cd++++=three
dollars ^nns++++=dollars
a ^at++++=a
week ^nn++++=week,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie,
, ^zz++++=EXTRAWORD
shading ^jj+++xvbg+=shading
his ^pp$+pp3+++=his
face ^nn++++=face
with ^in++++=with
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
three ^cd++++=three
dollars ^nns++++=dollars!
! ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
they ^pp3a+pp3+++=they
live ^vb++++=live
on ^in++++=on
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Archer ^np++++=Archer
says ^vbz+vpub+++=says
that ^tht+vcmp+++=that
Edward ^np++++=Edward
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
lads ^nns++++=lads--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
he ^pp3a+pp3+++=he
nurses ^nns++++=nurses
his ^pp$+pp3+++=his
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cares ^vbz++++=cares
for ^in+ppvb+++=for
her ^pp$+pp3+++=her
with ^in++++=with
unfailing ^jj+atrb+++=unfailing
tenderness ^nns+nom+++=tenderness;
; ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
her ^pp$+pp3+++=her
only ^rb+down+++=only
attendant ^nn+nom+++=attendant.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
too ^ql++++=too
poor ^jj++++=poor
to ^to++++=to
pay ^vbi++++=pay
for ^in++++=for
the ^ati++++=the
services ^nns++++=services
of ^in++++=of
a ^at++++=a
domestic ^nn++++=domestic.
. ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
you ^pp2+pp2+++=you
not ^xnot++not++=not
afford ^vb++++=afford
to ^to+vcmp+++=to
increase ^vbi++++=increase
his ^pp$+pp3+++=his
wages ^nns++++=wages?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie,
, ^zz++++=EXTRAWORD
abstractedly ^jj++++=abstractedly,
, ^zz++++=EXTRAWORD
still ^rb++++=still
shading ^vbg+++xvbg+=shading
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
could ^md+pos+++=could,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
earnest ^nn++++=earnest
reply ^nn++++=reply.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
a ^at++++=a
real ^jj+atrb+++=real
charity ^nn+nom+++=charity."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie
made ^vbd+++xvbn+=made
no ^at++++=no
response ^nn++++=response;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
pursued ^vbd+++xvbn+=pursued
the ^ati++++=the
subject ^nn++++=subject
no ^at++++=no
further ^nn++++=further.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
former ^ap++++=former
lay ^jjb+++xvbn+=lay
awake ^jj++++=awake
for ^in++++=for
hours ^nns++++=hours
after ^in++++=after
retiring ^nn++++=retiring
to ^in++++=to
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
pondering ^vbg+++xvbg+=pondering
the ^ati++++=the
events ^nns++++=events
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
closed ^vprf+++xvbnx+=closed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sun ^nn++++=sun
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
down ^rp++++=down
amid ^in++++=amid
clouds ^nns++++=clouds
and ^cc++++=and
shadows ^nps++++=shadows;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
morrow ^nn++++=morrow
dawned ^vbd+++xvbn+=dawned
brightly ^rb++++=brightly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
brow ^nn++++=brow
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie
was ^vbd+bedz+aux++=was
undimmed ^vpsv++agls+xvbnx+=undimmed
as ^ql++++=as
she ^pp3a+pp3+++=she
met ^vbd+++xvbnx+=met
her ^pp$+pp3+++=her
family ^nn++++=family
at ^in++++=at
the ^ati++++=the
breakfast ^nn++++=breakfast-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
countenance ^nn++++=countenance
reflected ^vbd+vprv++xvbn+=reflected
its ^pp$+it+++=its
cheerful ^jj+atrb+++=cheerful
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Abercrombie ^np++++=Abercrombie,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
something ^pn++++=something
on ^in++++=on
his ^pp$+pp3+++=his
conscience ^nn+nom+++=conscience
that ^tht+rel+++=that
troubled ^jj+++xvbn+=troubled
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
back ^jjb++++=back
his ^pp$+pp3+++=his
portion ^nn+nom+++=portion
of ^in++++=of
the ^ati++++=the
general ^jj+atrb+++=general
good ^jj+atrb+++=good
feeling ^nvbg+++xvbg+=feeling.
. ^zz++++=EXTRAWORD
Lighter ^jjr++++=Lighter
far ^rb+pl+++=far
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
step ^nn++++=step
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
forth ^rp++++=forth
and ^cc++++=and
took ^vbd+++xvbn+=took
his ^pp$+pp3+++=his
way ^nn++++=way
to ^in++++=to
his ^pp$+pp3+++=his
store ^nn++++=store.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
first ^od++++=first
act ^vb+vpub+++=act
on ^in++++=on
his ^pp$+pp3+++=his
arriving ^vbg+++xvbg+=arriving
there ^ex+pex+++=there,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
to ^in++++=to
ease ^nn++++=ease
his ^pp$+pp3+++=his
conscience ^nn+nom+++=conscience
of ^in++++=of
the ^ati++++=the
