Many ^ap++++=Many
Do ^vb+do+aux++=Do
not ^xnot++not++=not
fear ^vb++++=fear;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
not ^xnot++not++=not
profane ^jj++++=profane
it ^pp3+it+++=it
by ^in++++=by
description ^nn+nom+++=description;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
beautiful ^jj+pred+++=beautiful
exceedingly ^rb++++=exceedingly.
. ^zz++++=EXTRAWORD
All ^abn++++=All
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen
or ^cc+phrs+++=or
dreamed ^vpsv++agls+xvbn+=dreamed
of ^in++++=of
loveliness ^nns+nom+++=loveliness
was ^vbd+bedz+vrb++=was
in ^cs+sub+++=in
that ^cs"++++=that
matchless ^jj+atrb+++=matchless
living ^jj+atrb++xvbg+=living
picture ^nn++++=picture
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand
of ^in++++=of
the ^ati++++=the
Divine ^jj+atrb+++=Divine
Artist ^nn++++=Artist.
. ^zz++++=EXTRAWORD
So ^ql++++=So
deeply ^rb++++=deeply
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
move ^nn++++=move
me ^pp1o+pp1+++=me
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
without ^in++++=without
a ^at++++=a
thought ^nn+++xvbn+=thought
of ^in++++=of
the ^ati++++=the
impropriety ^nn++++=impropriety
of ^in++++=of
the ^ati++++=the
act ^nn++++=act,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
unconsciously ^rb++++=unconsciously
bared ^vbd+++xvbn+=bared
my ^pp$+pp1+++=my
head ^nn++++=head,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
devout ^jj+atrb+++=devout
Catholic ^nn++++=Catholic
or ^cc++++=or
well ^rb++++=well-bred
- ^zz++++=EXTRAWORD
bred ^vwbn+++xvbn+=EXTRAWORD
Protestant ^nn+nom+++=Protestant
uncovers ^nns+nom+++=uncovers
before ^in++++=before
an ^at++++=an
image ^nn++++=image
of ^in++++=of
the ^ati++++=the
Blessed ^jj+atrb++xvbn+=Blessed
Virgin ^nn++++=Virgin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
maiden ^nn++++=maiden
showed ^vbd+vprv++xvbn+=showed
no ^at++++=no
displeasure ^nn++++=displeasure;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
merely ^rb+down+++=merely
turned ^vbd+++xvbn+=turned
her ^pp$+pp3+++=her
glorious ^jj+atrb+++=glorious
dark ^jj+atrb+++=dark
eyes ^nns++++=eyes
upon ^in++++=upon
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
look ^vb++++=look
that ^dt+pdem+++=that
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
catch ^vb++++=catch
my ^pp$+pp1+++=my
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
withou ^nn+++??+=withou!
! ^zz++++=EXTRAWORD
t ^zz++++=t
other ^ap++++=other
recognition ^nn+nom+++=recognition
of ^in++++=of
my ^pp$+pp1+++=my
act ^vb+vpub+++=act
passed ^vbd+++xvbn+=passed
into ^in++++=into
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
motionless ^jj++++=motionless,
, ^zz++++=EXTRAWORD
hat ^nn++++=hat
in ^in++++=in
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
painfully ^rb++++=painfully
conscious ^jj++++=conscious
of ^in++++=of
my ^pp$+pp1+++=my
rudeness ^nns+nom+++=rudeness,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
so ^ql++++=so
dominated ^vpsv++by+xvbn+=dominated
by ^in++++=by
the ^ati++++=the
emotion ^nn+nom+++=emotion
inspired ^vwbn+++xvbn+=inspired
by ^in++++=by
that ^dt+dem+++=that
vision ^nn++++=vision
of ^in++++=of
incomparable ^jj+atrb+++=incomparable
beauty ^nn++++=beauty
that ^tht+rel+obj++=that
my ^pp$+pp1+++=my
penitence ^nn+nom+++=penitence
was ^vbd+bedz+vrb++=was
less ^rbr++++=less
poignant ^jj+pred+++=poignant
than ^in++++=than
it ^pp3+it+++=it
should ^md+nec+++=should
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
my ^pp$+pp1+++=my
way ^nn++++=way,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
my ^pp$+pp1+++=my
heart ^nn++++=heart
behind ^in+strn+++=behind.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
natural ^jj+atrb+++=natural
course ^nn++++=course
of ^in++++=of
things ^nns++++=things
I ^pp1a+pp1+++=I
should ^md+nec+++=should
probably ^rb++++=probably
have ^vb+hv+aux++=have
remained ^vprf+++xvbnx+=remained
away ^rp+pl+++=away
until ^in++++=until
nightfall ^nn+++??+=nightfall,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
afternoon ^nn++++=afternoon
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
back ^jjb+pred+++=back
in ^in++++=in
the ^ati++++=the
little ^ap++++=little
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
affecting ^vbg+++xvbg+=affecting
an ^at++++=an
interest ^nn++++=interest
in ^in++++=in
the ^ati++++=the
few ^ap++++=few
foolish ^jj+atrb+++=foolish
flowers ^nns+nom+++=flowers
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
never ^rb++++=never
before ^in++++=before
observed ^nn++++=observed.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
hope ^nn++++=hope
was ^vbd+bedz+vrb++=was
vain ^jj+pred+++=vain;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
appear ^vb+seem+++=appear.
. ^zz++++=EXTRAWORD
' ^zz++++='To
to ^in++++=EXTRAWORD
a ^at++++=a
night ^nn++++=night
of ^in++++=of
unrest ^nn++++=unrest
succeeded ^vbd+++xvbn+=succeeded
a ^at++++=a
day ^nn++++=day
of ^in++++=of
expectation ^nn+nom+++=expectation
and ^cc++++=and
disappointment ^nn+nom+++=disappointment,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
on ^in++++=on
the ^ati++++=the
day ^nn++++=day
after ^in+strn+++=after,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
wandered ^vbd+++xvbnx+=wandered
aimlessly ^rb++++=aimlessly
about ^in++++=about
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Of ^in+emph+++=Of
course ^nn+emph"+++=course
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
repeat ^vb++++=repeat
my ^pp$+pp1+++=my
folly ^nn++++=folly
of ^in++++=of
uncovering ^xvbg+++xvbg+=uncovering,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
venture ^nn++++=venture
by ^in++++=by
even ^rb++++=even
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
too ^ql++++=too
long ^rb++++=long
a ^at++++=a
look ^vb++++=look
to ^to+vcmp+++=to
manifest ^vbi++++=manifest
an ^at++++=an
interest ^nn++++=interest
in ^in++++=in
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
my ^pp$+pp1+++=my
heart ^nn++++=heart
was ^vbd+bedz+aux++=was
beating ^vbg+++xvbgx+=beating
audibly ^jj++++=audibly.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
trembled ^vbd+++xvbnx+=trembled
and ^cc++++=and
consciously ^rb++++=consciously
colored ^jj+++xvbn+=colored
as ^ql++++=as
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
her ^pp$+pp3+++=her
big ^jj+atrb+++=big
black ^jj+atrb+++=black
eyes ^nns++++=eyes
upon ^in++++=upon
me ^pp1o+pp1+++=me
with ^in++++=with
a ^at++++=a
look ^nn++++=look
of ^in++++=of
obvious ^jj+atrb+++=obvious
recognition ^nn+nom+++=recognition
entirely ^rb+amp+++=entirely
devoid ^in++++=devoid
of ^in"++++=of
boldness ^nns+nom+++=boldness
or ^cc++++=or
coquetry ^nn++++=coquetry.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
weary ^jj++++=weary
you ^pp2+pp2+++=you
with ^in++++=with
particulars ^nns++++=particulars;
; ^zz++++=EXTRAWORD
many ^ap++++=many
times ^nns++++=times
afterward ^rb++++=afterward
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
the ^ati++++=the
maiden ^jjb++++=maiden,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
never ^rb++++=never
either ^dtx++++=either
addressed ^jj+++xvbn+=addressed
her ^pp$+pp3+++=her
or ^cc++++=or
sought ^vbd+++xvbn+=sought
to ^to++++=to
fix ^vbi++++=fix
her ^pp$+pp3+++=her
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
did ^vbd+dod+aux++=did
I ^pp1a+pp1+++=I
take ^vb++++=take
any ^dti++++=any
action ^nn++++=action
toward ^in++++=toward
making ^xvbg+++xvbg+=making
her ^pp3o+pp3+++=her
acquaintance ^nn+nom+++=acquaintance.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
my ^pp$+pp1+++=my
forbearance ^nn+nom+++=forbearance,
, ^zz++++=EXTRAWORD
requiring ^vbg+vsua++xvbg+=requiring
so ^ql++++=so
supreme ^npt++++=supreme
an ^at++++=an
effort ^nn++++=effort
of ^in++++=of
self ^nn++++=self-denial,
- ^zz++++=EXTRAWORD
denial ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+vrb++=be
entirely ^rb+amp+++=entirely
clear ^jj+pred+++=clear
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
heels ^nns++++=heels
over ^in++++=over
head ^nn++++=head
in ^in++++=in
love ^nn++++=love
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
who ^whp+who+whq++=who
can ^md+pos+++=can
overcome ^vb+++xvbn+=overcome
his ^pp$+pp3+++=his
habit ^nn++++=habit
of ^in++++=of
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
reconstruct ^vb++++=reconstruct
his ^pp$+pp3+++=his
character ^nn+nom+++=character?
? ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
what ^wdt+who+++=what
some ^dti++++=some
foolish ^jj+atrb+++=foolish
persons ^nns++++=persons
are ^vb+ber+aux++=are
pleased ^jj++agls+xvbnx+=pleased
to ^to+jcmp+++=to
call ^vbi++++=call,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
others ^aps++++=others,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
foolish ^jj++++=foolish,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
pleased ^jj++agls+xvbnx+=pleased
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
called ^vpsv++agls+xvbnx+=called
an ^at++++=an
aristocrat ^nn++++=aristocrat;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
despite ^in++++=despite
her ^pp$+pp3+++=her
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
charms ^nns++++=charms
and ^cc++++=and
graces ^nns++++=graces,
, ^zz++++=EXTRAWORD
the ^ati++++=the
girl ^nn++++=girl
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
of ^in++++=of
my ^pp$+pp1+++=my
class ^nn++++=class.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
her ^pp$+pp3+++=her
name ^nn++++=name
which ^whp+rel+obj++=which
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
needless ^vb+pred+++=needless
to ^to+vcmp+++=to
speak ^vbi++++=speak
and ^cc++++=and
something ^pn++++=something
of ^in++++=of
her ^pp$+pp3+++=her
family ^nn++++=family.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
an ^at++++=an
orphan ^nn++++=orphan,
, ^zz++++=EXTRAWORD
a ^at++++=a
dependent ^jj+atrb+++=dependent
niece ^nn++++=niece
of ^in++++=of
the ^ati++++=the
impossible ^jj+atrb+++=impossible
elderly ^jj+atrb+++=elderly
fat ^nn++++=fat
woman ^nn++++=woman
in ^in++++=in
whose ^whp+rel+pied++=whose
lodging ^nn++++=lodging-house
- ^zz++++=EXTRAWORD
house ^nn++++=EXTRAWORD
she ^pp3a+pp3+++=she
lived ^vbd+++xvbnx+=lived.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
income ^nn++++=income
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small
and ^cc++++=and
I ^pp1a+pp1+++=I
lacked ^vbd+++xvbnx+=lacked
the ^ati++++=the
talent ^nn++++=talent
for ^in++++=for
marrying ^xvbg+++xvbg+=marrying;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
perhaps ^rb++++=perhaps
a ^at++++=a
gift ^nn++++=gift.
. ^zz++++=EXTRAWORD
An ^at++++=An
alliance ^nn+nom+++=alliance
with ^in++++=with
that ^dt+dem+++=that
family ^nn++++=family
would ^md+prd+++=would
condemn ^vb++++=condemn
me ^pp1o+pp1+++=me
to ^in++++=to
its ^pp$+it+++=its
manner ^nn++++=manner
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
part ^nn++++=part
me ^pp1o+pp1+++=me
from ^in++++=from
my ^pp$+pp1+++=my
books ^nns++++=books
and ^cc++++=and
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^at++++=a
social ^jj+atrb+++=social
sense ^nn++++=sense
reduce ^vb++++=reduce
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
ranks ^nns++++=ranks.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
easy ^jj+pred+++=easy
to ^to+jcmp+++=to
deprecate ^nn+nom+++=deprecate
such ^abl++++=such
considerations ^nns+nom+++=considerations
as ^ql++++=as
these ^dt+pdem+++=these
and ^cc++++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
not ^xnot++not++=not
retained ^vprf+++xvbn+=retained
myself ^ppl+pp1+++=myself
for ^in++++=for
the ^ati++++=the
defense ^nn+++??+=defense.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
judgment ^nn+nom+++=judgment
be ^vb+be+aux++=be
entered ^vpsv++agls+xvbnx+=entered
against ^in++++=against
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
strict ^jj+atrb+++=strict
justice ^npt++++=justice
all ^abn++++=all
my ^pp$+pp1+++=my
ancestors ^nns++++=ancestors
for ^in++++=for
generations ^nns+nom+++=generations
should ^md+nec+++=should
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made
co ^nn++++=co-defendants
- ^zz++++=EXTRAWORD
defendants ^nns+nom+++=EXTRAWORD
and ^cc++++=and
I ^pp1a+pp1+++=I
be ^vb+be+aux++=be
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
plead ^vbi+vsua+++=plead
in ^in++++=in
mitigation ^nn+nom+++=mitigation
of ^in++++=of
punishment ^nn+nom+++=punishment
the ^ati++++=the
imperious ^jj+atrb+++=imperious
mandate ^nn+nom+++=mandate
of ^in++++=of
heredity ^nn+nom+++=heredity.
. ^zz++++=EXTRAWORD
To ^in++++=To
a ^at++++=a
msalliance ^nn+nom+++=msalliance
of ^in++++=of
that ^dt+dem+++=that
kind ^nn++++=kind
every ^at++++=every
globule ^nn++++=globule
of ^in+strn+++=of!
! ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
ancestral ^jj+atrb+++=ancestral
blood ^nn++++=blood
spoke ^vbd+++xvbn+=spoke
in ^in++++=in
opposition ^nn+nom+++=opposition.
. ^zz++++=EXTRAWORD
In ^rb++++=In
brief ^rb"++++=brief,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
tastes ^nns++++=tastes,
, ^zz++++=EXTRAWORD
habits ^nns++++=habits,
, ^zz++++=EXTRAWORD
instinct ^nn++++=instinct,
, ^zz++++=EXTRAWORD
with ^in++++=with
whatever ^nn+nom+++=whatever
of ^in++++=of
reason ^nn++++=reason
my ^pp$+pp1+++=my
love ^nn++++=love
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
me ^pp1o+pp1+++=me
all ^abn++++=all
fought ^vprf+++xvbn+=fought
against ^in++++=against
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Moreover ^nn+nom+++=Moreover,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
an ^at++++=an
irreclaimable ^jj+atrb+++=irreclaimable
sentimentalist ^nn+nom+++=sentimentalist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv++xvbn+=found
a ^at++++=a
suble ^jj+atrb+++=suble
charm ^nn++++=charm
in ^in++++=in
an ^at++++=an
impersonal ^jj+atrb+++=impersonal
and ^cc+phrs+++=and
spiritual ^jj+atrb+++=spiritual
relation ^nn+nom+++=relation
which ^whp+rel+obj++=which
acquaintance ^nn+nom+++=acquaintance
might ^md+pos+++=might
vulgarize ^vb++++=vulgarize
and ^cc++++=and
marriage ^nn+nom+++=marriage
would ^md+prd+++=would
certainly ^rb++splt++=certainly
dispel ^vb++++=dispel.
. ^zz++++=EXTRAWORD
No ^at++++=No
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
argued ^vbd+vpub++xvbnx+=argued,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
this ^dt+dem+++=this
lovely ^jj+atrb+++=lovely
creature ^nn++++=creature
seems ^vbz+seem+++=seems.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
is ^vbz+bez+vrb++=is
a ^at++++=a
delicious ^jj+atrb+++=delicious
dream ^nn++++=dream;
; ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
should ^md+nec+++=should
I ^pp1a+pp1+++=I
bring ^vb++++=bring
about ^rb+phrv+++=about
my ^pp$+pp1+++=my
own ^ap++++=own
awakening ^nn++++=awakening?
? ^zz++++=EXTRAWORD
' ^zz++++='The
the ^ati++++=EXTRAWORD
course ^nn++++=course
dictated ^vwbn+++xvbn+=dictated
by ^in++++=by
all ^abn++++=all
this ^dt+dem+++=this
sense ^nn++++=sense
and ^cc++++=and
sentiment ^nn+nom+++=sentiment
was ^vbd+bedz+vrb++=was
obvious ^jj+pred+++=obvious.
. ^zz++++=EXTRAWORD
Honor ^nn++++=Honor,
, ^zz++++=EXTRAWORD
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
prudence ^nn+nom+++=prudence,
, ^zz++++=EXTRAWORD
preservation ^nn+nom+++=preservation
of ^in++++=of
my ^pp$+pp1+++=my
ideals ^nns++++=ideals
all ^abn++++=all
commanded ^jj+++xvbn+=commanded
me ^pp1o+pp1+++=me
to ^to++++=to
go ^vbi++++=go
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
too ^ql++++=too
weak ^jj++++=weak.
. ^zz++++=EXTRAWORD
The ^ati++++=The
utmost ^jjb++++=utmost
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
could ^md+pos+++=could
do ^vb+do+vrb++=do
by ^in++++=by
a ^at++++=a
mighty ^jj+atrb+++=mighty
effort ^nn++++=effort
of ^in++++=of
will ^md+prd+++=will
was ^vbd+bedz+aux++=was
to ^to++++=to
cease ^vbi++++=cease
meeting ^nvbg+++xvbg+=meeting
the ^ati++++=the
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
even ^rb++++=even
avoided ^vbd+++xvbn+=avoided
the ^ati++++=the
chance ^nn++++=chance
encounters ^nns+nom+++=encounters
of ^in++++=of
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
my ^pp$+pp1+++=my
lodging ^nn++++=lodging
only ^rb+down+++=only
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
her ^pp$+pp3+++=her
music ^nn++++=music
lessons ^nns++++=lessons,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returing ^jj+++xvbg+=returing
after ^in++++=after
nightfall ^nn+++??+=nightfall.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
all ^abn++++=all
the ^ati++++=the
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
as ^ql++++=as
one ^pn++++=one
in ^in++++=in
a ^at++++=a
trance ^nn++++=trance,
, ^zz++++=EXTRAWORD
indulging ^vbg+++xvbg+=indulging
the ^ati++++=the
most ^ql+emph+++=most
fascinating ^jj+atrb+++=fascinating
fancies ^nns++++=fancies
and ^cc++++=and
ordering ^vbg+vsua++xvbg+=ordering
my ^pp$+pp1+++=my
entire ^jjb+atrb+++=entire
intellectual ^jj+atrb+++=intellectual
life ^nn++++=life
in ^in++++=in
accordance ^nn+nom+++=accordance
with ^in"++++=with
my ^pp$+pp1+++=my
dream ^nn++++=dream.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
as ^ql++++=as
one ^cd1++++=one
whose ^whp+rel+obj++=whose
actions ^nns+nom+++=actions
have ^vb+hv+vrb++=have
a ^at++++=a
traceable ^jj+atrb+++=traceable
relation ^nn+nom+++=relation
to ^in++++=to
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
know ^vb+vprv+++=know
the ^ati++++=the
fool ^jjb+atrb+++=fool's
's ^vbz+bez+vrb++0=EXTRAWORD
paradise ^nn++++=paradise
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived.
. ^zz++++=EXTRAWORD
' ^zz++++='One
one ^cd1++++=EXTRAWORD
evening ^nn++++=evening
the ^ati++++=the
devil ^nn++++=devil
put ^vbd+++xvbn+=put
it ^pp3+it+++=it
into ^in++++=into
my ^pp$+pp1+++=my
head ^nn++++=head
to ^to++++=to
be ^vbi++vrb++=be
an ^at++++=an
unspeakable ^jj+atrb+++=unspeakable
idiot ^nn++++=idiot.
. ^zz++++=EXTRAWORD
By ^in++++=By
apparently ^rb++++=apparently
careless ^jj+atrb+++=careless
and ^cc+phrs+++=and
purposeless ^jj++++=purposeless
questioning ^jj+++xvbg+=questioning
I ^pp1a+pp1+++=I
learned ^vbd+++xvbnx+=learned
from ^in++++=from
my ^pp$+pp1+++=my
gossipy ^nn+++??+=gossipy
landlady ^nn++++=landlady
that ^tht+rel+obj++=that
the ^ati++++=the
young ^jj+atrb+++=young
woman ^nn++++=woman's
's ^$++++=EXTRAWORD
bedroom ^nn++++=bedroom
adjoined ^vbd+++xvbn+=adjoined
my ^pp$+pp1+++=my
own ^ap++++=own,
, ^zz++++=EXTRAWORD
a ^at++++=a
partywall ^nn+++??+=partywall
between ^in+strn+++=between.
. ^zz++++=EXTRAWORD
Yielding ^vbg+++xvbg+=Yielding
to ^in++++=to
a ^at++++=a
sudden ^jj+atrb+++=sudden
and ^cc+phrs+++=and
coarse ^jj+atrb+++=coarse
impulse ^nn++++=impulse
I ^pp1a+pp1+++=I
gently ^rb++++=gently
rapped ^vbd+++xvbn+=rapped
on ^in++++=on
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
response ^nn++++=response,
, ^zz++++=EXTRAWORD
naturally ^rb+cnj+++=naturally,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
no ^at++++=no
mood ^nn++++=mood
to ^to++++=to
accept ^vbi+vprv+++=accept
a ^at++++=a
rebuke ^nn++++=rebuke.
. ^zz++++=EXTRAWORD
A ^at++++=A
madness ^nns+nom+++=madness
was ^vbd+bedz+vrb++=was
upon ^in++++=upon
me ^pp1o+pp1+++=me
and ^cc++++=and
I ^pp1a+pp1+++=I
repeated ^vbd+++xvbnx+=repeated
the ^ati++++=the
folly ^nn++++=folly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
offense ^nn+++??+=offense,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
again ^rb+tm+++=again
ineffectually ^rb+cnj+++=ineffectually,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
the ^ati++++=the
decency ^nn++++=decency
to ^in++++=to
desist ^nn++++=desist.
. ^zz++++=EXTRAWORD
' ^zz++++='An
an ^at++++=EXTRAWORD
hour ^nn++++=hour
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
absorbed ^vwbn+++xvbn+=absorbed
in ^in++++=in
some ^dti++++=some
of ^in++++=of
my ^pp$+pp1+++=my
infernal ^jj+atrb+++=infernal
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
signal ^vb++++=signal
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
Flinging ^vbg+++xvbg+=Flinging
down ^in++++=down
my ^pp$+pp1+++=my
books ^nns++++=books
I ^pp1a+pp1+++=I
sprang ^vbd+++xvbnx+=sprang
to ^in++++=to
the ^ati++++=the
