Towards ^in++++=Towards
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
line ^nn++++=line
of ^in++++=of
dark ^jj+atrb+++=dark
bulks ^nns+++??+=bulks--wild
-- ^--+clp+++=EXTRAWORD
wild ^jj+atrb+++=EXTRAWORD
hog ^nn++++=hog
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
galloping ^vbg+++xvbg+=galloping
down ^rp++++=down
the ^ati++++=the
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
of ^in++++=of
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
remark ^nn++++=remark
again ^rb+tm+++=again
upon ^in++++=upon
the ^ati++++=the
uneasiness ^nns+nom+++=uneasiness
of ^in++++=of
the ^ati++++=the
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
first ^rb++++=first
one ^cd1++++=one
and ^cc++++=and
then ^rn+tm+++=then
a ^at++++=a
second ^od++++=second
great ^jj+atrb+++=great
white ^jj+atrb+++=white
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
a ^at++++=a
great ^nn++++=great
shining ^vwbg+++xvbg+=shining
white ^jj+atrb+++=white
ball ^nn++++=ball
like ^in++++=like
a ^at++++=a
gigantic ^jj+atrb+++=gigantic
head ^nn++++=head
of ^in++++=of
thistle ^np++++=thistle-down,
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
drove ^vbd+++xvbn+=drove
before ^in++++=before
the ^ati++++=the
wind ^nn++++=wind
athwart ^nn+++??+=athwart
the ^ati++++=the
path ^nn++++=path.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
balls ^nns++++=balls
soared ^vbd+++xvbn+=soared
high ^jj++++=high
in ^in++++=in
the ^ati++++=the
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dropped ^vbd+++xvbn+=dropped
and ^cc+phrs+++=and
rose ^vbd+++xvbn+=rose
again ^rb+tm+++=again
and ^cc++++=and
caught ^vpsv++agls+xvbn+=caught
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurried ^vpsv++agls+xvbn+=hurried
on ^in++++=on
and ^cc++++=and
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
at ^in++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
them ^pp3o+pp3+++=them
the ^ati++++=the
restlessness ^nns+nom+++=restlessness
of ^in++++=of
the ^ati++++=the
horses ^nns++++=horses
increased ^vbd+++xvbn+=increased.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
presently ^rb+tm+++=presently
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
that ^tht+vcmp+++=that
more ^rbr++++=more
of ^in++++=of
these ^dt+dem+++=these
drifting ^jj+atrb++xvbg+=drifting
globes ^nns++++=globes--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
then ^rn+tm+++=then
soon ^rb+tm+++=soon
very ^ql+amp+++=very
many ^ap++++=many
more ^ql++++=more--were
-- ^--+clp+++=EXTRAWORD
were ^vbd+bed+aux++=EXTRAWORD
hurrying ^vbg+++xvbgx+=hurrying
towards ^in++++=towards
him ^pp3o+pp3+++=him
down ^in++++=down
the ^ati++++=the
valley ^nn++++=valley.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
of ^in++++=of
a ^at++++=a
squealing ^nn+nom+++=squealing.
. ^zz++++=EXTRAWORD
Athwart ^np+++??+=Athwart
the ^ati++++=the
path ^nn++++=path
a ^at++++=a
huge ^jj+atrb+++=huge
boar ^nn++++=boar
rushed ^vbd+++xvbn+=rushed,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
his ^pp$+pp3+++=his
head ^nn++++=head
but ^in++++=but
for ^in"++++=for
one ^cd1++++=one
instant ^nn+nom+++=instant
to ^in++++=to
glance ^nn++++=glance
at ^in++++=at
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
hurling ^vbg+nom++xvbg+=hurling
on ^in++++=on
down ^rp++++=down
the ^ati++++=the
valley ^nn++++=valley
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
at ^rb++++=at
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
all ^abn++++=all
three ^cd++++=three
stopped ^vbd+++xvbn+=stopped
and ^cc+phrs+++=and
sat ^vbd+++xvbn+=sat
in ^in++++=in
their ^pp$+pp3+++=their
saddles ^nns++++=saddles,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
into ^in++++=into
the ^ati++++=the
thickening ^jj+atrb++xvbg+=thickening
haze ^nn++++=haze
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
upon ^in+ppvb+++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
for ^in++++=for
this ^dt+dem+++=this
thistle-down ^jj+++xvbn+=thistle-down--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
the ^ati++++=the
leader ^nn++++=leader.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
a ^at++++=a
big ^jj+atrb+++=big
globe ^nn++++=globe
came ^vbd+++xvbn+=came
drifting ^jj+++xvbg+=drifting
past ^jjb++++=past
within ^in++++=within
a ^at++++=a
score ^nn++++=score
of ^in++++=of
yards ^nns++++=yards
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
not ^xnot++not++=not
an ^at++++=an
even ^rb++++=even
sphere ^nn++++=sphere
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
vast ^jj++++=vast,
, ^zz++++=EXTRAWORD
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
ragged ^jj+atrb+++=ragged,
, ^zz++++=EXTRAWORD
filmy ^jj+atrb+++=filmy
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
a ^at++++=a
sheet ^nn++++=sheet
gathered ^vwbn+++xvbn+=gathered
by ^in++++=by
the ^ati++++=the
corners ^nns+nom+++=corners,
, ^zz++++=EXTRAWORD
an ^at++++=an
aerial ^nn++++=aerial
jelly ^nn++++=jelly-fish,
- ^zz++++=EXTRAWORD
fish ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rolling ^vbg+nom++xvbg+=rolling
over ^in++++=over
and ^cc++++=and
over ^in++++=over
as ^ql++++=as
it ^pp3+it+++=it
advanced ^vbd+++xvbn+=advanced,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trailing ^jj+++xvbg+=trailing
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
cobwebby ^nn+++??+=cobwebby
threads ^nns++++=threads
and ^cc++++=and
streamers ^nns+nom+++=streamers
that ^tht+rel+subj++=that
floated ^vbd+++xvbn+=floated
in ^in++++=in
its ^pp$+it+++=its
wake ^nn++++=wake.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
thistle ^np++++=thistle-down,"
- ^zz++++=EXTRAWORD
down ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
the ^ati++++=the
stuff ^nn++++=stuff,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
gaunt ^jj+atrb+++=gaunt
man ^nn++++=man.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="Curse
curse ^vb++++=EXTRAWORD
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
leader ^nn++++=leader.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
air ^nn++++=air's
's ^vbz+bez+vrb++0=EXTRAWORD
full ^jj++++=full
of ^in++++=of
it ^pp3+it+++=it
up ^rp++++=up
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
keeps ^vbz++++=keeps
on ^rb+phrv+++=on
at ^in+ppvb+++=at
this ^dt+dem+++=this
pace ^nn++++=pace
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
stop ^vb++++=stop
us ^pp1o+pp1+++=us
altogether ^nn+nom+++=altogether."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
instinctive ^jj+atrb+++=instinctive
feeling ^nvbg+++xvbg+=feeling,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
lines ^nns++++=lines
out ^rp+pl+++=out
a ^at++++=a
herd ^nn++++=herd
of ^in++++=of
deer ^nns++++=deer
at ^rb++++=at
the ^ati++++=the
approach ^nn++++=approach
of ^in++++=of
some ^dti++++=some
ambiguous ^jj+atrb+++=ambiguous
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
prompted ^j+++xvbn+=prompted
them ^pp3o+pp3+++=them
to ^to++++=to
turn ^vbi++++=turn
their ^pp$+pp3+++=their
horses ^nns++++=horses
to ^in++++=to
the ^ati++++=the
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
ride ^vb++++=ride
forward ^rb++++=forward
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
paces ^nns++++=paces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stare ^nn++++=stare
at ^rb++++=at
that ^dt+dem+++=that
advancing ^vbg+++xvbg+=advancing
multitude ^nn++++=multitude
of ^in++++=of
floating ^xvbg+++xvbg+=floating
masses ^nns++++=masses.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
on ^in++++=on
before ^in++++=before
the ^ati++++=the
wind ^nn++++=wind
with ^in++++=with
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
smooth ^jj+atrb+++=smooth
swiftness ^nns+nom+++=swiftness,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
and ^cc++++=and
falling ^nvbg+++xvbg+=falling
noiselessly ^rb+cnj+++=noiselessly,
, ^zz++++=EXTRAWORD
sinking ^vbg+++xvbg+=sinking
to ^in++++=to
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
rebounding ^jj+++xvbg+=rebounding
high ^jj++++=high,
, ^zz++++=EXTRAWORD
soaring ^vbg+++xvbg+=soaring--all
-- ^--+clp+++=EXTRAWORD
all ^abn++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
perfect ^jj+atrb+++=perfect
unanimity ^nn+nom+++=unanimity,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
deliberate ^jj+atrb+++=deliberate
assurance ^nn+nom+++=assurance.
. ^zz++++=EXTRAWORD
Right ^jj++++=Right
and ^cc++++=and
left ^vpsv++agls+xvbn+=left
of ^in++++=of
the ^ati++++=the
horsemen ^nns++++=horsemen
the ^ati++++=the
pioneers ^nns+nom+++=pioneers
of ^in++++=of
this ^dt+dem+++=this
strange ^jj+atrb+++=strange
army ^nn++++=army
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
that ^cs+sub+++=that
rolled ^vprf+++xvbn+=rolled
along ^in++++=along
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=breaking
shapelessly ^jj++++=shapelessly
and ^cc+phrs+++=and
trailing ^jj+++xvbg+=trailing
out ^rp+pl+++=out
reluctantly ^rb++++=reluctantly
into ^in++++=into
long ^jj+atrb+++=long
grappling ^nn+nom+++=grappling
ribbons ^nns++++=ribbons
and ^cc++++=and
bands ^nns++++=bands,
, ^zz++++=EXTRAWORD
all ^abn++++=all
three ^cd++++=three
horses ^nns++++=horses
began ^vbd+++xvbn+=began
to ^to++++=to
shy ^vbi++++=shy
and ^cc++++=and
dance ^nn++++=dance.
. ^zz++++=EXTRAWORD
The ^ati++++=The
master ^nn++++=master
was ^vbd+bedz+aux++=was
seized ^vpsv++agls+xvbnx+=seized
with ^in++++=with
a ^at++++=a
sudden ^jj+atrb+++=sudden
unreasonable ^jj+atrb+++=unreasonable
impatience ^nn+nom+++=impatience.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
cursed ^vbd+++xvbnx+=cursed
the ^ati++++=the
drifting ^jj+atrb++xvbg+=drifting
globes ^nns++++=globes
roundly ^rb++++=roundly.
. ^zz++++=EXTRAWORD
" ^zz++++="Get
get ^vb++++=EXTRAWORD
on ^in+strn+++=on!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried;
; ^zz++++=EXTRAWORD
" ^zz++++="get
get ^vb++++=EXTRAWORD
on ^in+strn+++=on!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
these ^dt+dem+++=these
things ^nns++++=things
matter ^nn++++=matter?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
can ^md+pos+++=can
they ^pp3a+pp3+++=they
matter ^vb++++=matter?
? ^zz++++=EXTRAWORD
Back ^jjb++++=Back
to ^in++++=to
the ^ati++++=the
trail ^nn++++=trail!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell
swearing ^nvbg+++xvbg+=swearing
at ^rb++++=at
his ^pp$+pp3+++=his
horse ^nn++++=horse
and ^cc++++=and
sawed ^vbd+++xvbn+=sawed
the ^ati++++=the
bit ^nn++++=bit
across ^in+pl+++=across
its ^pp$+it+++=its
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shouted ^vbd+vpub++xvbnx+=shouted
aloud ^rb++++=aloud
with ^in++++=with
rage ^nn++++=rage.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
follow ^vb+vprv+++=follow
that ^dt+dem+++=that
trail ^nn++++=trail,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
trail ^nn++++=trail?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gripped ^vbd+++xvbnx+=gripped
the ^ati++++=the
bridle ^nn++++=bridle
of ^in++++=of
his ^pp$+pp3+++=his
prancing ^jj+atrb+++=prancing
horse ^nn++++=horse
and ^cc++++=and
searched ^vpsv++agls+xvbn+=searched
amidst ^in++++=amidst
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
A ^at++++=A
long ^jj+atrb+++=long
and ^cc+phrs+++=and
clinging ^jj+atrb++xvbg+=clinging
thread ^nn++++=thread
fell ^vbd+++xvbn+=fell
across ^in+pl+++=across
his ^pp$+pp3+++=his
face ^nn++++=face,
, ^zz++++=EXTRAWORD
a ^at++++=a
grey ^jj++++=grey
streamer ^jjr++++=streamer
dropped ^jj+++xvbn+=dropped
about ^in++++=about
his ^pp$+pp3+++=his
bridle ^nn++++=bridle-arm,
- ^zz++++=EXTRAWORD
arm ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
some ^dti++++=some
big ^jj+atrb+++=big,
, ^zz++++=EXTRAWORD
active ^jj+atrb+++=active
thing ^nn++++=thing
with ^in++++=with
many ^ap++++=many
legs ^nns++++=legs
ran ^vbd+++xvbn+=ran
down ^rb+phrv+++=down
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
to ^to++++=to
discover ^nn+nom+++=discover
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
grey ^jj+atrb+++=grey
masses ^nns++++=masses
anchored ^vbd+++xvbn+=anchored
as ^ql++++=as
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
above ^rb++++=above
him ^pp3o+pp3+++=him
by ^in++++=by
these ^dt+dem+++=these
things ^nns++++=things
and ^cc++++=and
flapping ^nvbg+++xvbg+=flapping
out ^rp+pl+++=out
ends ^nns++++=ends
as ^ql++++=as
a ^at++++=a
sail ^nn++++=sail
flaps ^nns++++=flaps
when ^wrb+who+++=when
a ^at++++=a
boat ^nn++++=boat
comes ^vbz++++=comes,
, ^zz++++=EXTRAWORD
about ^in++++=about-but
- ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
noiselessly ^rb++++=noiselessly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
an ^at++++=an
impression ^nn++++=impression
of ^in++++=of
many ^ap++++=many
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
dense ^jj+atrb+++=dense
crew ^nn++++=crew
of ^in++++=of
squat ^jj+atrb+++=squat
bodies ^nns++++=bodies,
, ^zz++++=EXTRAWORD
of ^in++++=of
long ^jj++++=long,
, ^zz++++=EXTRAWORD
many ^ap++++=many-jointed
- ^zz++++=EXTRAWORD
jointed ^jj+atrb++xvbn+=EXTRAWORD
limbs ^nns++++=limbs
hauling ^nn+nom+++=hauling
at ^in++++=at
their ^pp$+pp3+++=their
mooring ^nn++++=mooring
ropes ^nns++++=ropes
to ^to++++=to
bring ^vbi++++=bring
the ^ati++++=the
thing ^nn++++=thing
down ^in++++=down
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
space ^nn++++=space
he ^pp3a+pp3+++=he
stared ^vbd+++xvbnx+=stared
up ^rp++++=up,
, ^zz++++=EXTRAWORD
reining ^vbg+++xvbg+=reining
in ^in++++=in
his ^pp$+pp3+++=his
prancing ^jj+atrb+++=prancing
horse ^nn++++=horse
with ^in++++=with
the ^ati++++=the
instinct ^nn++++=instinct
born ^vwbn+++xvbn+=born
of ^in++++=of
years ^nns++++=years
of ^in++++=of
horsemanship ^nn+nom+++=horsemanship.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
flat ^nn++++=flat
of ^in++++=of
a ^at++++=a
sword ^nn++++=sword
smote ^vbd+++xvbn+=smote
his ^pp$+pp3+++=his
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
blade ^nn++++=blade
flashed ^vbd+++xvbn+=flashed
overhead ^jjb++++=overhead
and ^cc++++=and
cut ^vb+++xvbn+=cut
the ^ati++++=the
drifting ^jj+atrb++xvbg+=drifting
balloon ^nn++++=balloon
of ^in++++=of
spider ^nn++++=spider-web
- ^zz++++=EXTRAWORD
web ^nn++++=EXTRAWORD
free ^jj++++=free,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
whole ^jj+atrb+++=whole
mass ^nn++++=mass
lifted ^vbd+++xvbn+=lifted
softly ^rb++++=softly
and ^cc++++=and
drove ^vbd+++xvbn+=drove
clear ^jj++++=clear
and ^cc++++=and
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Spiders!"
spiders ^nns+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
the ^ati++++=the
gaunt ^jj+atrb+++=gaunt
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
things ^nns++++=things
are ^vb+ber+vrb++=are
full ^jj+pred+++=full
of ^in++++=of
big ^jj+atrb+++=big
spiders ^nns+nom+++=spiders!
! ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
lord ^npt++++=lord!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
silver ^nn++++=silver
bridle ^nn++++=bridle
still ^rb++++=still
followed ^vbd+vprv++xvbn+=followed
the ^ati++++=the
mass ^nn++++=mass
that ^tht+rel+subj++=that
drove ^vbd+++xvbn+=drove
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
" ^zz++++="Look,
look ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
lord ^npt++++=lord!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
master ^npt++++=master
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
staring ^vbg+++xvbg+=staring
down ^rp++++=down
at ^rb++++=at
a ^at++++=a
red ^jj+atrb+++=red,
, ^zz++++=EXTRAWORD
smashed ^jj+atrb++xvbn+=smashed
thing ^nn++++=thing
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground
that ^tht+ncmp+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
partial ^jj+atrb+++=partial
obliteration ^nn+nom+++=obliteration,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
still ^rb++splt++=still
wriggle ^vb++++=wriggle
unavailing ^jj+atrb+++=unavailing
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
when ^wrb+who+++=when
the ^ati++++=the
gaunt ^jj+atrb+++=gaunt
man ^nn++++=man
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
another ^dt++++=another
mass ^nn++++=mass
that ^tht+rel+subj++=that
bore ^vbd+++xvbn+=bore
down ^rp++++=down
upon ^in++++=upon
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
his ^pp$+pp3+++=his
sword ^nn++++=sword
hastily ^rb++++=hastily.
. ^zz++++=EXTRAWORD
Up ^rp++++=Up
the ^ati++++=the
valley ^nn++++=valley
now ^rn+tm+++=now
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
like ^in++++=like
a ^at++++=a
fog ^nn++++=fog
bank ^npl++++=bank
torn ^vbd+++xvbn+=torn
to ^in++++=to
rags ^nns++++=rags.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
grasp ^vbi+vprv+++=grasp
the ^ati++++=the
situation ^nn+nom+++=situation.
. ^zz++++=EXTRAWORD
" ^zz++++="Ride
ride ^vb++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
was ^vbd+bedz+aux++=was
shouting ^vbg+vpub++xvbgx+=shouting.
. ^zz++++=EXTRAWORD
" ^zz++++="Ride
ride ^vb++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
down ^in++++=down
the ^ati++++=the
valley ^nn++++=valley."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+++=What
happened ^vbd+++xvbn+=happened
then ^rn+tm+++=then
was ^vbd+bedz+vrb++=was
like ^in++++=like
the ^ati++++=the
confusion ^nn++++=confusion
of ^in++++=of
a ^at++++=a
battle ^nn++++=battle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
with ^in++++=with
the ^ati++++=the
silver ^nn++++=silver
bridle ^nn++++=bridle
saw ^vbd+vprv+tht0+xvbn+=saw
the ^ati++++=the
little ^jj+atrb+++=little
man ^nn++++=man
go ^vb++++=go
past ^nn++++=past
him ^pp3o+pp3+++=him
slashing ^jj++++=slashing
furiously ^rb++++=furiously
at ^in++++=at
imaginary ^jj+atrb+++=imaginary
cobwebs ^nns++++=cobwebs,
, ^zz++++=EXTRAWORD
saw ^j+++xvbn+=saw
him ^pp3o+pp3+++=him
cannon ^nn++++=cannon
into ^in++++=into
the ^ati++++=the
horse ^nn++++=horse
of ^in++++=of
the ^ati++++=the
gaunt ^jj+atrb+++=gaunt
man ^nn++++=man
and ^cc++++=and
hurl ^vb++++=hurl
it ^pp3+it+++=it
and ^cc++++=and
its ^pp$+it+++=its
rider ^nn++++=rider
to ^in++++=to
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
own ^ap++++=own
horse ^nn++++=horse
went ^vbd+++xvbn+=went
a ^at++++=a
dozen ^cd++++=dozen
paces ^nns++++=paces
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
rein ^vb++++=rein
it ^pp3+it+++=it
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
up ^rp++++=up
to ^to++++=to
avoid ^vbi++++=avoid
imaginary ^jj+atrb+++=imaginary
dangers ^nns+nom+++=dangers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
back ^jjb++++=back
again ^rb+tm+++=again
to ^to++++=to
see ^vbi+vprv+++=see
a ^at++++=a
horse ^nn++++=horse
rolling ^vwbg+++xvbg+=rolling
on ^in++++=on
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gaunt ^jj+atrb+++=gaunt
man ^nn++++=man
standing ^vwbg+++xvbg+=standing
and ^cc++++=and
slashing ^jj++++=slashing
over ^in++++=over
it ^pp3+it+++=it
at ^in++++=at
a ^at++++=a
rent ^nn++++=rent
and ^cc++++=and
fluttering ^vbg+++xvbg+=fluttering
mass ^nn++++=mass
