An ^at++++=An
to ^to++++=to
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
old ^jj+pred+++=old
enough ^qlp++++=enough
to ^to++++=to
be ^vbi++vrb++=be
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
silences ^nns+nom+++=silences
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
try ^nn++++=try
and ^cc++++=and
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
a ^at++++=a
wolf ^nn++++=wolf
hunt ^np++++=hunt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
enough ^qlp++++=enough
wolves ^nps++++=wolves
in ^cs+sub+++=in
that ^cs"++++=that
brush ^nn++++=brush
this ^dt+dem+++=this
minute ^nn++++=minute
to ^to++++=to
kill ^vbi++++=kill
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars'
' ^zz++++=EXTRAWORD
worth ^in++++=worth
of ^in++++=of
cattle ^nns++++=cattle
this ^dt+dem+++=this
winter ^nn++++=winter
and ^cc++++=and
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
of ^in++++=of
them ^pp3o+pp3+++=them
will ^md+prd+++=will
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
own ^ap++++=own.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
turkey ^np++++=turkey
might ^md+pos+++=might
eat ^vb++++=eat
a ^ap++++=a
few ^ap"++++=few
grasshoppers ^nns+nom+++=grasshoppers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
cowman ^nn++++=cowman
enough ^dt++++=enough
to ^to++++=to
know ^vbi+vprv+++=know
that ^tht+vcmp+++=that
a ^at++++=a
wolf ^nn++++=wolf
just ^rb+emph+++=just
loves ^vbz++++=loves
to ^to++++=to
kill ^vbi++++=kill
a ^at++++=a
cow ^nn++++=cow
while ^cs+sub+++=while
she ^pp3a+pp3+++=she's
's ^vbz+bez+vrb++0=EXTRAWORD
calving ^nn++++=calving."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
lecture ^nn++++=lecture
was ^vbd+bedz+aux++=was
interrupted ^vpsv++by+xvbnx+=interrupted
by ^in++++=by
a ^at++++=a
long ^rb++++=long
cheer ^vb++++=cheer
coming ^vbg+++xvbg+=coming
up ^rp++++=up
the ^ati++++=the
line ^nn++++=line
from ^in++++=from
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miller ^nn++++=Miller
galloped ^vbd+++xvbn+=galloped
away ^rp+pl+++=away
to ^to++++=to
ascertain ^vbi+vprv+++=ascertain
its ^pp$+it+++=its
cause ^nn++++=cause.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
met ^vbd+++xvbnx+=met
Lynch ^np+++??+=Lynch
coming ^vwbg+++xvbg+=coming
up ^rp++++=up,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
reported ^vbn+vpub++xvbn+=reported
that ^tht+vcmp+++=that
several ^ap++++=several
wolves ^nps++++=wolves
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sighted ^vpsv++agls+xvbnx+=sighted,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
at ^rb++++=at
the ^ati++++=the
lower ^jjr+atrb+++=lower
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
line ^nn++++=line
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
trying ^vbg+++xvbgx+=trying
their ^pp$+pp3+++=their
guns ^nns++++=guns
up ^rp++++=up
and ^cc++++=and
down ^in++++=down
the ^ati++++=the
river ^nn++++=river
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
far ^rb+pl+++=far
they ^pp3a+pp3+++=they
would ^md+prd+++=would
carry ^vb++++=carry.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
caused ^vbd+++xvbn+=caused
the ^ati++++=the
recent ^jj+atrb+++=recent
shouting ^nvbg+++xvbg+=shouting
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
a ^ap++++=a
few ^ap"++++=few
fool ^jjb+atrb+++=fool
cowboys ^nns++++=cowboys
spurting ^vwbg+++xvbg+=spurting
their ^pp$+pp3+++=their
horses ^nns++++=horses
in ^in++++=in
short ^jj+atrb+++=short
races ^nns++++=races.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
further ^jjb++++=further
expressed ^jj+++xvbn+=expressed
the ^ati++++=the
opinion ^nn++++=opinion
that ^tht+ncmp+++=that
the ^ati++++=the
line ^nn++++=line
would ^md+prd+++=would
hold ^vb+vprv+++=hold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
close ^nn++++=close
with ^in++++=with
the ^ati++++=the
cordon ^nn++++=cordon
thickened ^vprf+++xvbn+=thickened,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
would ^md+prd+++=would
be ^vb+be+aux++=be
forced ^vpsv++agls+xvbnx+=forced
into ^in++++=into
the ^ati++++=the
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
Miller ^np++++=Miller
rode ^vbd+++xvbn+=rode
back ^jjb++++=back
down ^in++++=down
the ^ati++++=the
line ^nn++++=line
with ^in++++=with
him ^pp3o+pp3+++=him
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
met ^vbd+++xvbnx+=met
a ^at++++=a
man ^nn++++=man
from ^in++++=from
his ^pp$+pp3+++=his
own ^ap++++=own
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
changing ^jj+atrb++xvbg+=changing
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
hurried ^vbd+++xvbnx+=hurried
back ^jjb++++=back
to ^in++++=to
oversee ^nn++++=oversee
personally ^rb++++=personally
the ^ati++++=the
mounting ^jj+++xvbg+=mounting
of ^in++++=of
the ^ati++++=the
beaters ^nns+nom+++=beaters
when ^wrb+who+++=when
the ^ati++++=the
grove ^np++++=grove
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
passed ^vpsv++agls+xvbnx+=passed.
. ^zz++++=EXTRAWORD
Reese ^np+++??+=Reese,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
captain ^nn++++=captain's
's ^$++++=EXTRAWORD
reproof ^nn++++=reproof,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
his ^pp$+pp3+++=his
trophy ^nn++++=trophy
over ^in++++=over
to ^in++++=to
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
bringing ^vbg+++xvbgx+=bringing
his ^pp$+pp3+++=his
line ^nn++++=line
down ^in++++=down
and ^cc++++=and
closing ^nvbg+++xvbg+=closing
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
forward ^jj+atrb+++=forward
movement ^nn+nom+++=movement
of ^in++++=of
the ^ati++++=the
drive ^nn++++=drive.
. ^zz++++=EXTRAWORD
On ^in++++=On
Miller ^np++++=Miller's
's ^$++++=EXTRAWORD
return ^vb++++=return,
, ^zz++++=EXTRAWORD
no ^at++++=no
fault ^nn++++=fault
could ^md+pos+++=could
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
line ^nn++++=line
was ^vbd+bedz+aux++=was
condensed ^vpsv++agls+xvbnx+=condensed
to ^to++++=to
about ^rp++++=about
a ^at++++=a
mile ^nn++++=mile
in ^in++++=in
length ^nn++++=length,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
beaters ^nns+nom+++=beaters
on ^in++++=on
the ^ati++++=the
points ^nns++++=points
were ^vbd+bed+aux++=were
just ^rb+emph+splt++=just
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
emerge ^vbi++++=emerge
from ^in++++=from
the ^ati++++=the
chaparral ^nn+nom+++=chaparral
and ^cc++++=and
anxious ^jj++++=anxious
for ^in++++=for
their ^pp$+pp3+++=their
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
clear ^jj++++=clear
of ^in++++=of
the ^ati++++=the
grove ^np++++=grove,
, ^zz++++=EXTRAWORD
the ^ati++++=the
beaters ^nns+nom+++=beaters
halted ^vwbn+++xvbn+=halted,
, ^zz++++=EXTRAWORD
maintaining ^vbg+++xvbg+=maintaining
their ^pp$+pp3+++=their
line ^nn++++=line,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
from ^in++++=from
either ^dtx++++=either
end ^nn++++=end
the ^ati++++=the
horse ^nn++++=horse
wranglers ^nns+nom+++=wranglers
were ^vbd+bed+aux++=were
distributing ^vbg+++xvbgx+=distributing
to ^in++++=to
them ^pp3o+pp3+++=them
their ^pp$+pp3+++=their
mounts ^nns++++=mounts.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
secure ^vb++++=secure
in ^in++++=in
their ^pp$+pp3+++=their
saddles ^nns++++=saddles,
, ^zz++++=EXTRAWORD
the ^ati++++=the
long ^rb++++=long
yell ^vb++++=yell
circled ^vbd+++xvbn+=circled
through ^in++++=through
the ^ati++++=the
plum ^jj+atrb+++=plum
thickets ^nns+++??+=thickets
and ^cc++++=and
reechoed ^jj+++xvbn+=reechoed
down ^rp++++=down
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
drive ^nn++++=drive
moved ^vbd+++xvbn+=moved
forward ^rb++++=forward
at ^rb++++=at
a ^at++++=a
quicker ^jjr+atrb+++=quicker
pace ^nn++++=pace.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
any ^dti++++=any
doubts ^nns++++=doubts
about ^in++++=about
hell ^nn++++=hell,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Cave ^nn++++=Cave
to ^in++++=to
Miller ^nn++++=Miller,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
latter ^ap++++=latter
rode ^vpsv++by+xvbn+=rode
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
" ^zz++++="just
just ^rb+emph+++=EXTRAWORD
take ^vb++++=take
a ^rb++++=a
little ^rb"++++=little
pasear ^nn++++=pasear
through ^in++++=through
that ^dt+dem+++=that
thicket ^nn++++=thicket
once ^rb+tm+++=once
and ^cc++++=and
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
come ^vb++++=come
out ^rp+pl+++=out
a ^at++++=a
defender ^nn+nom+++=defender
of ^in++++=of
the ^ati++++=the
faith ^nn++++=faith."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
buck ^nn++++=buck
and ^cc++++=and
doe ^np++++=doe
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
within ^in++++=within
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
line ^nn++++=line
once ^rb+tm+++=once
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
lower ^jjr++++=lower
down ^rp++++=down
opposite ^jj++++=opposite
the ^ati++++=the
sand ^nn++++=sand
dunes ^nns++++=dunes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
again ^rb+tm+++=again
turned ^vbd+++xvbn+=turned
back ^rb+cnj+++=back,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
half ^nn++++=half
hour ^nn++++=hour
later ^rbr+tm+++=later
all ^abn++++=all
ears ^nns++++=ears
were ^vbd+bed+aux++=were
strained ^vpsv++agls+xvbnx+=strained
listening ^jj+++xvbg+=listening
to ^in++++=to
the ^ati++++=the
rapid ^jj++++=rapid
shooting ^jj+++xvbg+=shooting
from ^in++++=from
the ^ati++++=the
farther ^rbr++++=farther
bank ^nn++++=bank
of ^in++++=of
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Rebuffed ^np+++??+=Rebuffed
in ^in++++=in
their ^pp$+pp3+++=their
several ^ap++++=several
attempts ^vb++++=attempts
to ^to+vcmp+++=to
force ^vbi++++=force
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
to ^to+vcmp+++=to
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
were ^vbd+bed+aux++=were
swimming ^vbg+++xvbgx+=swimming
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
From ^in++++=From
several ^ap++++=several
sand ^nn++++=sand
dunes ^nns++++=dunes
their ^pp$+pp3+++=their
landing ^nvbg+++xvbg+=landing
on ^in++++=on
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank
near ^in+pl+++=near
the ^ati++++=the
ending ^jj+++xvbg+=ending
of ^in++++=of
the ^ati++++=the
salt ^jj+atrb+++=salt
plain ^nn++++=plain
could ^md+pos+++=could
be ^vb+be+aux++=be
distinctly ^rb++splt++=distinctly
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
half ^abn++++=half
a ^at++++=a
dozen ^cd++++=dozen
six ^cd++++=six-shooters
- ^zz++++=EXTRAWORD
shooters ^nns+nom+++=EXTRAWORD
were ^vbd+bed+aux++=were
paying ^vbg+++xvbgx+=paying
them ^pp3o+pp3+++=them
a ^at++++=a
salute ^nn++++=salute
in ^in++++=in
lead ^nn++++=lead;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
excitability ^nn+nom+++=excitability
of ^in++++=of
the ^ati++++=the
horses ^nns++++=horses
made ^vbd+++xvbn+=made
aim ^nn++++=aim
uncertain ^jj++++=uncertain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
rounded ^vbd+++xvbnx+=rounded
the ^ati++++=the
cut ^vbd+++xvbn+=cut-bank
- ^zz++++=EXTRAWORD
bank ^nn++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
upper ^jjb+atrb+++=upper
end ^nn++++=end
and ^cc++++=and
escaped ^vbd+++xvbn+=escaped.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
deer ^nn++++=deer
were ^vbd+bed+aux++=were
making ^vbg+++xvbgx+=making
their ^pp$+pp3+++=their
escape ^nn++++=escape,
, ^zz++++=EXTRAWORD
a ^at++++=a
band ^nn++++=band
of ^in++++=of
antelope ^nn+++??+=antelope
were ^vbd+bed+aux++=were
sighted ^vpsv++agls+xvbnx+=sighted
sunning ^vbg+++xvbg+=sunning
themselves ^ppls+pp3+++=themselves
amongst ^in++++=amongst
the ^ati++++=the
sand ^nn++++=sand
dunes ^nns++++=dunes
a ^at++++=a
mile ^nn++++=mile
below ^in+strn+++=below;
; ^zz++++=EXTRAWORD
attracted ^xvbn+++xvbn+=attracted
by ^in++++=by
the ^ati++++=the
shooting ^nvbg+++xvbg+=shooting,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing
at ^rb++++=at
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
when ^wrb+who+++=when
an ^at++++=an
antelope ^nn+++??+=antelope
scents ^nns++++=scents
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
an ^at++++=an
unreasonable ^jj+atrb+++=unreasonable
and ^cc+phrs+++=and
unexplainable ^jj+atrb+++=unexplainable
desire ^nn++++=desire
to ^to+ncmp+++=to
reach ^vbi++++=reach
high ^jj+atrb+++=high
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
can ^md+pos+++=can
observe ^vb+vprv+++=observe
and ^cc++++=and
be ^vb+be+aux++=be
observed ^vpsv++agls+xvbnx+=observed--at
-- ^--+clp+++=EXTRAWORD
at ^rb++++=EXTRAWORD
a ^at++++=a
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
this ^dt+dem+++=this
conclusion ^nn++++=conclusion
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
reached ^vpsv++agls+xvbnx+=reached,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
allows ^vbz++++=allows
nothing ^pn++++=nothing
to ^to++++=to
stop ^vbi++++=stop
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
recently ^rb+tm+++=recently
built ^vbd+++xvbn+=built
wire ^nn++++=wire
fences ^nns++++=fences
or ^cc++++=or
man ^nn++++=man
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
like ^in++++=like
the ^ati++++=the
cat ^nn++++=cat
despises ^vbz++++=despises
water ^nn++++=water
except ^in++++=except
for ^in"++++=for
drinking ^nvbg+++xvbg+=drinking
purposes ^nns++++=purposes.
. ^zz++++=EXTRAWORD
So ^ql++++=So
when ^wrb+who+++=when
this ^dt+dem+++=this
band ^nn++++=band
of ^in++++=of
antelope ^nn++++=antelope
decided ^vbd+vprv++xvbn+=decided
to ^to+vcmp+++=to
adjourn ^vbi++++=adjourn
their ^pp$+pp3+++=their
siesta ^nn++++=siesta
from ^in++++=from
the ^ati++++=the
warm ^jj+atrb+++=warm,
, ^zz++++=EXTRAWORD
sunny ^jj+atrb+++=sunny
slope ^nn++++=slope
of ^in++++=of
a ^at++++=a
sand ^nn++++=sand
dune ^nn+++??+=dune,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
an ^at++++=an
effort ^nn++++=effort
and ^cc++++=and
did ^vbd+dod+aux++=did
break ^vb++++=break
the ^ati++++=the
cordon ^nn++++=cordon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
without ^in++++=without
a ^at++++=a
protest ^nn++++=protest.
. ^zz++++=EXTRAWORD
As ^ql++++=As
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
sand ^nn++++=sand
dunes ^nns++++=dunes,
, ^zz++++=EXTRAWORD
heading ^vbg+++xvbg+=heading
straight ^jj++++=straight
for ^in++++=for
the ^ati++++=the
line ^nn++++=line,
, ^zz++++=EXTRAWORD
all ^abn++++=all
semblance ^nn+nom+++=semblance
of ^in++++=of
control ^nn++++=control
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost
in ^in++++=in
the ^ati++++=the
men ^nns++++=men.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
daunted ^vpsv++by+xvbn+=daunted
by ^in++++=by
the ^ati++++=the
yelling ^jj+++xvbg+=yelling
that ^dt+pdem+++=that
greeted ^vbd+++xvbn+=greeted
the ^ati++++=the
antelope ^nn+++??+=antelope,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
within ^in++++=within
range ^nn++++=range
fifty ^cd++++=fifty
men ^nns++++=men
were ^vbd+bed+aux++=were
shooting ^vbg+++xvbgx+=shooting
at ^rb++++=at
them ^pp3o+pp3+++=them
without ^in++++=without
bringing ^xvbg+++xvbg+=bringing
one ^pn++++=one
to ^in++++=to
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
With ^in++++=With
guns ^nns++++=guns
empty ^jj++++=empty
they ^pp3a+pp3+++=they
loosened ^vbd+++xvbnx+=loosened
their ^pp$+pp3+++=their
ropes ^nns++++=ropes
and ^cc++++=and
met ^vbd+++xvbn+=met
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
A ^at++++=A
dozen ^cd++++=dozen
men ^nns++++=men
made ^vbd+++xvbn+=made
casts ^nns+++??+=casts,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Juan ^np++++=Juan
Mesa ^nn++++=Mesa,
, ^zz++++=EXTRAWORD
a ^at++++=a
Mexican ^nn++++=Mexican
from ^in++++=from
the ^ati++++=the
Eagle ^nn++++=Eagle
Chief ^jjb++++=Chief,
, ^zz++++=EXTRAWORD
lassoed ^j+++xvbn+=lassoed
a ^at++++=a
fine ^jj+atrb+++=fine
buck ^nn++++=buck,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
" ^zz++++="Pard"
pard ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
Sevenoaks ^np+++??+=Sevenoaks,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
J+h ^np+++??+=J+H,
, ^zz++++=EXTRAWORD
fastened ^j+++xvbn+=fastened
to ^in++++=to
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
band ^nn++++=band.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
disgusted ^jj+++xvbn+=disgusted
with ^in++++=with
his ^pp$+pp3+++=his
catch ^vb++++=catch
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
dismounted ^vbd+++xvbnx+=dismounted,
, ^zz++++=EXTRAWORD
ear ^nn++++=ear-marked
- ^zz++++=EXTRAWORD
marked ^vbd+++xvbn+=EXTRAWORD
the ^ati++++=the
kid ^nn++++=kid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
it ^pp3+it+++=it
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Mesa ^nn++++=Mesa
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
his ^pp$+pp3+++=his
cast ^nn+++xvbn+=cast
with ^in++++=with
so ^rb+emph+++=so
large ^jj++++=large
a ^at++++=a
loop ^nn++++=loop
that ^tht+rel+++=that
one ^cd1++++=one
fore ^jjb+atrb+++=fore
leg ^nn++++=leg
of ^in++++=of
the ^ati++++=the
antelope ^nn+++??+=antelope
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
struggling ^nvbg+++xvbg+=struggling
so ^ql++++=so
desperately ^rb++++=desperately
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
compelled ^vpsv++agls+xvbnx+=compelled
to ^to+vcmp+++=to
tie ^vbi++++=tie
the ^ati++++=the
rope ^nn++++=rope
in ^in++++=in
a ^at++++=a
hard ^jj+atrb+++=hard
knot ^nn++++=knot
to ^in++++=to
the ^ati++++=the
pommel ^nn+++??+=pommel
of ^in++++=of
his ^pp$+pp3+++=his
saddle ^nn++++=saddle.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
horse ^nn++++=horse
was ^vbd+bedz+vrb++=was
a ^at++++=a
wheeler ^np++++=wheeler
on ^in++++=on
the ^ati++++=the
rope ^nn++++=rope,
, ^zz++++=EXTRAWORD
so ^ql++++=so
Juan ^np++++=Juan
dismounted ^vbd+++xvbn+=dismounted
to ^in++++=to
pet ^nn++++=pet
his ^pp$+pp3+++=his
buck ^nn++++=buck.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
rope ^nn++++=rope
assisting ^vwbg+++xvbg+=assisting
his ^pp$+pp3+++=his
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
an ^at++++=an
Eagle ^nn++++=Eagle
Chief ^jjb+atrb+++=Chief
man ^nn++++=man
slipped ^vbd+++xvbn+=slipped
up ^rp++++=up
and ^cc++++=and
cut ^vb+++xvbn+=cut
the ^ati++++=the
rope ^nn++++=rope
through ^in++++=through
the ^ati++++=the
knot ^nn++++=knot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
next ^ap++++=next
moment ^nn++++=moment
a ^at++++=a
Mexican ^jj++++=Mexican
was ^vbd+bedz+aux++=was
burning ^vbg+++xvbgx+=burning
the ^ati++++=the
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
calling ^vbg+nom++xvbg+=calling
on ^in+ppvb+++=on
saints ^nns++++=saints
and ^cc++++=and
others ^aps++++=others
to ^to++++=to
come ^vbi++++=come
and ^cc++++=and
help ^nn++++=help
him ^pp3o+pp3+++=him
turn ^vb++++=turn
the ^ati++++=the
antelope ^nn+++??+=antelope
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
rope ^nn++++=rope
had ^vbd+hvd+aux++=had
burned ^vprf+++xvbnx+=burned
its ^pp$+it+++=its
way ^nn++++=way
through ^in++++=through
his ^pp$+pp3+++=his
gloved ^jj+atrb+++=gloved
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
them ^pp3o+pp3+++=them
in ^in++++=in
astonishment ^nn+nom+++=astonishment,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
bravo ^nn+++??+=bravo
buck ^nn++++=buck.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
come ^vprf+++xvbn+=come
thees ^nn++++=thees
rope ^nn++++=rope
untie ^nn+++??+=untie?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
none ^pn++++=none
to ^to++++=to
explain ^vbi+vpub+++=explain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
antelope ^nn+++??+=antelope
was ^vbd+bedz+aux++=was
dragging ^vbg+++xvbgx+=dragging
thirty ^cd++++=thirty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
feet ^nns++++=feet
of ^in++++=of
rope ^nn++++=rope
in ^in++++=in
a ^at++++=a
frantic ^jj+atrb+++=frantic
endeavor ^vb++++=endeavor
to ^to+vcmp+++=to
overtake ^vbi++++=overtake
his ^pp$+pp3+++=his
band ^nn++++=band.
. ^zz++++=EXTRAWORD
The ^ati++++=The
line ^nn++++=line
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
