Many ^ap++++=Many
, ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
Mcgrath ^np+++??+=McGrath,
, ^zz++++=EXTRAWORD
the ^ati++++=the
youngest ^jjt+atrb+++=youngest
champion ^nn++++=champion
of ^in++++=of
reform ^nn++++=reform
in ^in++++=in
the ^ati++++=the
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
putting ^vbg+++xvbgx+=putting
on ^rb+phrv+++=on
a ^at++++=a
bold ^jj++++=bold
front ^jjb++++=front.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed
and ^cc++++=and
he ^pp3a+pp3+++=he
talked ^vbd+++xvbnx+=talked
and ^cc++++=and
he ^pp3a+pp3+++=he
whistled ^vbd+++xvbnx+=whistled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
people ^nns++++=people
up ^rp++++=up
and ^cc+phrs+++=and
down ^rp++++=down
with ^in++++=with
as ^ql++++=as
much ^ap++++=much
nonchalance ^nn+nom+++=nonchalance
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
that ^dt+dem+++=that
shaft ^nn++++=shaft
angry ^jj+atrb+++=angry
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
straining ^vbg+++xvbgx+=straining
themselves ^ppls+pp3+++=themselves
for ^in++++=for
a ^at++++=a
glimpse ^nn++++=glimpse
of ^in++++=of
the ^ati++++=the
car ^nn++++=car,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
terrible ^jj+atrb+++=terrible
curses ^nns++++=curses
were ^vbd+bed+aux++=were
descending ^vbg+++xvbgx+=descending,
, ^zz++++=EXTRAWORD
literally ^rb+cnj+++=literally,
, ^zz++++=EXTRAWORD
upon ^in++++=upon
his ^pp$+pp3+++=his
stubby ^jj++++=stubby
red ^jj++++=red
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
afternoon ^nn++++=afternoon
at ^in++++=at
the ^ati++++=the
State ^nn++++=State-house.
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Every ^at++++=Every
one ^cd1++++=one
thronged ^vprf+++xvbn+=thronged
to ^in++++=to
the ^ati++++=the
doors ^nns++++=doors
of ^in++++=of
the ^ati++++=the
Senate ^np++++=Senate
Chamber ^nn++++=Chamber,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
putting ^vbg+++xvbgx+=putting
through ^rb+phrv+++=through
the ^ati++++=the
Kelley ^np+++??+=Kelley
Bill ^nn++++=Bill.
. ^zz++++=EXTRAWORD
The ^ati++++=The
speeches ^nns++++=speeches
made ^vbd+++xvbn+=made
in ^in++++=in
behalf ^in"++++=behalf
of ^in"++++=of
the ^ati++++=the
measure ^nn++++=measure
were ^vbd+bed+vrb++=were
brief ^jj+pred+++=brief.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
thing ^nn++++=thing
now ^rn+tm+++=now
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
to ^to++++=to
make ^vbi++++=make
speeches ^nns++++=speeches;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
to ^to++++=to
reach ^vbi++++=reach
" ^zz++++="S"
s ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
on ^in++++=on
roll ^nn++++=roll-call
- ^zz++++=EXTRAWORD
call ^vb++++=EXTRAWORD
before ^in++++=before
a ^at++++=a
man ^nn++++=man
with ^in++++=with
iron ^nn++++=iron-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
hair ^nn++++=hair
and ^cc++++=and
an ^at++++=an
iron ^nn++++=iron-grey
- ^zz++++=EXTRAWORD
grey ^np++++=EXTRAWORD
moustache ^nn++++=moustache
could ^md+pos+++=could
come ^vb++++=come
in ^in++++=in
and ^cc++++=and
say ^vb+vpub+++=say
something ^pn++++=something
to ^in++++=to
the ^ati++++=the
fair ^jj++++=fair-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
member ^nn++++=member
with ^in++++=with
the ^ati++++=the
weak ^jj+atrb+++=weak
mouth ^nn++++=mouth
who ^whp+rel+subj++=who
sat ^vbd+++xvbn+=sat
near ^in+pl+++=near
the ^ati++++=the
rear ^nn++++=rear
of ^in++++=of
the ^ati++++=the
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
away ^rp+pl+++=away
just ^rb+emph+++=just
as ^ql++++=as
it ^pp3+it+++=it
went ^vbd+++xvbn+=went
to ^in++++=to
a ^at++++=a
vote ^nn++++=vote.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb++++=back
Senator ^npt++++=Senator
Kelley ^np+++??+=Kelley
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
out ^rp+pl+++=out
in ^in++++=in
the ^ati++++=the
corridor ^nn++++=corridor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
great ^jj+atrb+++=great
crowd ^nn++++=crowd
of ^in++++=of
men ^nns++++=men
were ^vbd+bed+aux++=were
standing ^vbg+++xvbgx+=standing
around ^rp++++=around
slapping ^jj+++xvbg+=slapping
him ^pp3o+pp3+++=him
on ^in++++=on
the ^ati++++=the
back ^nn++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^nn++++=Governor
himself ^ppl+pp3+++=himself
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
on ^in++++=on
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
Senate ^np++++=Senate
Chamber ^nn++++=Chamber;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
smiling ^nvbg+++xvbg+=smiling.
. ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
car ^nn++++=car
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
basement ^nn+nom+++=basement.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
be ^vbi++vrb++=be
all ^abn++++=all
alone ^rb++++=alone
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
to ^to++++=to
dwell ^vbi++++=dwell
in ^in++++=in
solitude ^nn++++=solitude
upon ^in++++=upon
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
Mcgrath ^np+++??+=McGrath,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
this ^dt+dem+++=this
great ^jj+atrb+++=great
victory ^nn++++=victory
for ^in++++=for
reform ^nn++++=reform.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
Mcgrath ^np+++??+=McGrath,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
assured ^vprf+++xvbnx+=assured
the ^ati++++=the
Governor ^np++++=Governor's
's ^$++++=EXTRAWORD
future ^jjb++++=future.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
that ^dt+dem+++=that
afternoon ^nn++++=afternoon
made ^vbd+++xvbn+=made
for ^in+ppvb+++=for
himself ^ppl+pp3+++=himself
a ^at++++=a
name ^nn++++=name
which ^whp+rel+subj++=which
would ^md+prd+++=would
be ^vb+be+aux++=be
handed ^vpsv++agls+xvbnx+=handed
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
histories ^nns++++=histories!
! ^zz++++=EXTRAWORD
Freckles ^np+++??+=Freckles
was ^vbd+bedz+vrb++=was
a ^at++++=a
kind ^nn++++=kind
little ^jj+atrb+++=little
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
an ^at++++=an
elegant ^jj+atrb+++=elegant
gentleman ^nn+nom+++=gentleman
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
the ^ati++++=the
attic ^nn++++=attic
any ^dti++++=any
too ^rb++++=too
pleasant ^jj++++=pleasant
a ^at++++=a
place ^nn++++=place
in ^in++++=in
which ^whp+rel+pied++=which
to ^to++++=to
spend ^vbi++++=spend
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
go ^vb++++=go
he ^pp3a+pp3+++=he
decided ^vbd+vprv++xvbnx+=decided
to ^to+vcmp+++=to
go ^vbi++++=go
up ^rp++++=up
and ^cc++++=and
get ^vb++++=get
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
took ^vbd+++xvbn+=took
courage ^nn+nom+++=courage;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
won ^vprf+++xvbnx+=won
his ^pp$+pp3+++=his
victory ^nn++++=victory
and ^cc++++=and
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
no ^at++++=no
time ^nn++++=time
for ^in++++=for
faltering ^nn++++=faltering.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
something ^pn++++=something
gruesome ^jj++++=gruesome
about ^in++++=about
the ^ati++++=the
long ^jj+atrb+++=long
ascent ^nn++++=ascent.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
of ^in++++=of
stories ^nns++++=stories
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
read ^vprf+++xvbnx+=read
of ^in++++=of
lonely ^jj+atrb+++=lonely
turrets ^nns++++=turrets
in ^in++++=in
which ^whp+rel+pied++=which
men ^nns++++=men
were ^vbd+bed+aux++=were
beheaded ^vpsv++agls+xvbnx+=beheaded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
otherwise ^rb+cnj+++=otherwise
made ^vbd+++xvbn+=made
away ^rb+phrv+++=away
with ^in+ppvb+++=with.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem+tht0+xvbn+=seemed
he ^pp3a+pp3+++=he
would ^md+prd+++=would
never ^rb++splt++=never
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
at ^rb++++=at
last ^rb"++++=last
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
to ^to++++=to
find ^vbi+vprv+++=find
two ^cd++++=two
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
awful ^jj++++=awful-looking
- ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=EXTRAWORD
eyes ^nns++++=eyes
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen--eyes
-- ^--+clp+++=EXTRAWORD
eyes ^nns++++=EXTRAWORD
that ^tht+rel+subj++=that
looked ^vbd+++xvbn+=looked
as ^cs+sub+++=as
though ^cs+sub+++=though
furies ^nps++++=furies
were ^vbd+bed+aux++=were
going ^md"++pmd"++=going
to ^md+prd+++=to
escape ^vb++++=escape
from ^in++++=from
them ^pp3o+pp3+++=them--peering
-- ^--+clp+++=EXTRAWORD
peering ^vbg+++xvbg+=EXTRAWORD
down ^rp++++=down
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sight ^nn++++=sight
of ^in++++=of
that ^dt+dem+++=that
car ^nn++++=car,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
smoothly ^rb++++=smoothly
and ^cc+phrs+++=and
securely ^rb++++=securely
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
that ^dt+dem+++=that
audacious ^jj+atrb+++=audacious
little ^jj+atrb+++=little
boy ^nn++++=boy
with ^in++++=with
the ^ati++++=the
freckled ^jj+atrb+++=freckled
face ^nn++++=face
and ^cc++++=and
the ^ati++++=the
bat ^nn++++=bat-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
little ^ap++++=little
boy ^nn++++=boy
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
played ^vprf+++xvbnx+=played
his ^pp$+pp3+++=his
game ^nn++++=game
so ^ql++++=so
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
wrought ^vprf+++xvbnx+=wrought
such ^abl++++=such
havoc ^nn++++=havoc,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
too ^ql++++=too
much ^ap++++=much
for ^in++++=for
Henry ^np++++=Henry
Ludlow ^np++++=Ludlow's
's ^$++++=EXTRAWORD
self ^nn++++=self-control.
- ^zz++++=EXTRAWORD
control ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Words ^nns++++=Words
such ^abl++++=such
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
used ^vprf+++xvbnx+=used
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
supposed ^vprf+++xvbnx+=supposed
himself ^ppl+pp3+++=himself
capable ^jj++++=capable
of ^in++++=of
using ^xvbg+++xvbg+=using,
, ^zz++++=EXTRAWORD
burst ^j+++xvbn+=burst
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Freckles ^np+++??+=Freckles
stood ^vbd+++xvbn+=stood
calmly ^rb++++=calmly
gazing ^vbg+++xvbg+=gazing
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
infuriated ^jj+atrb++xvbn+=infuriated
lobbyist ^nn+nom+++=lobbyist,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
just ^rb+emph+++=just
as ^ql++++=as
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying,
, ^zz++++=EXTRAWORD
" ^zz++++="I'll
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
beat ^vb+++xvbn+=beat
your ^pp$+pp2+++=your
head ^jjb++++=head
open ^jj++++=open,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
little ^ap++++=little
brat ^nn+++??+=brat!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
calmly ^rb++++=calmly
reversed ^vbd+++xvbn+=reversed
the ^ati++++=the
handle ^nn++++=handle
and ^cc++++=and
sent ^vbd+++xvbn+=sent
the ^ati++++=the
car ^nn++++=car
skimming ^vwbg+++xvbg+=skimming
smoothly ^rb++++=smoothly
to ^in++++=to
realms ^nns++++=realms
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
an ^at++++=an
angry ^nn++++=angry
yell ^vb++++=yell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
by ^in++++=by
a ^at++++=a
loud ^jj+atrb+++=loud
request ^vb++++=request
to ^to+vcmp+++=to
return ^vbi++++=return,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
heeded ^vbd+++xvbnx+=heeded
them ^pp3o+pp3+++=them
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
longer ^rbr++++=longer
the ^ati++++=the
car ^nn++++=car
made ^vbd+++xvbn+=made
its ^pp$+it+++=its
usual ^jj+atrb+++=usual
rounds ^nns++++=rounds
between ^in++++=between
the ^ati++++=the
basement ^nn+nom+++=basement
and ^cc++++=and
the ^ati++++=the
legislative ^jj+atrb+++=legislative
chambers ^nns+nom+++=chambers.
. ^zz++++=EXTRAWORD
In ^in++++=In
just ^rb+emph+++=just
an ^at++++=an
hour ^nn++++=hour
Freckles ^np+++??+=Freckles
tried ^vbd+++xvbn+=tried
it ^pp3+it+++=it
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sent ^vbd+++xvbnx+=sent
the ^ati++++=the
car ^nn++++=car
to ^in++++=to
within ^in++++=within
three ^cd++++=three
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
attic ^nn++++=attic
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
peered ^vbd+++xvbn+=peered
through ^in++++=through
the ^ati++++=the
grating ^jj++++=grating,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^vb++++=face
tied ^vbd+++xvbn+=tied
in ^in++++=in
a ^at++++=a
knot ^nn++++=knot
of ^in++++=of
interrogation ^nn+nom+++=interrogation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eminent ^jj+atrb+++=eminent
lobbyist ^nn+nom+++=lobbyist
stood ^vbd+++xvbn+=stood
there ^ex+pex+++=there
gulping ^vbg+++xvbg+=gulping
down ^in++++=down
wrath ^nn++++=wrath
and ^cc++++=and
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
well ^jj+pred+++=well
enough ^qlp++++=enough
what ^wdt+who+++=what
was ^vbd+bedz+aux++=was
expected ^vpsv++agls+xvbnx+=expected
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh--all
oh ^uh++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
all ^abn++++=EXTRAWORD
right ^jj++++=right,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
that ^dt+dem+++=that
much ^ap++++=much
of ^in++++=of
an ^at++++=an
understanding ^jj+++xvbg+=understanding
Freckles ^np+++??+=Freckles
sent ^vbd+++xvbn+=sent
the ^ati++++=the
car ^nn++++=car
up ^rp++++=up,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Henry ^np++++=Henry
Ludlow ^np+++??+=Ludlow
stepped ^vbd+++xvbn+=stepped
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
No ^at++++=No
word ^nn++++=word
was ^vbd+bedz+aux++=was
spoken ^vpsv++agls+xvbnx+=spoken
between ^in++++=between
them ^pp3o+pp3+++=them
until ^in++++=until
the ^ati++++=the
light ^nn++++=light
from ^in++++=from
the ^ati++++=the
floor ^nn++++=floor
upon ^in++++=upon
which ^whp+rel+pied++=which
the ^ati++++=the
Senate ^np++++=Senate
Chamber ^nn++++=Chamber
was ^vbd+bedz+aux++=was
situated ^vpsv++agls+xvbnx+=situated
came ^vbd+++xvbn+=came
in ^in++++=in
view ^nn++++=view.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Freckles ^np+++??+=Freckles
turned ^vbd+++xvbn+=turned
with ^in++++=with
a ^at++++=a
polite ^jj+atrb+++=polite
inquiry ^nn++++=inquiry
as ^in++++=as
to ^in"++++=to
where ^wrb+who+++=where
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
wished ^vbd+vprv++xvbn+=wished
to ^to+vcmp+++=to
get ^vbi++++=get
off ^rb+phrv+++=off.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
take ^vb++++=take
me ^pp1o+pp1+++=me
down ^rp++++=down
to ^in++++=to
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
the ^ati++++=the
Governor ^nn++++=Governor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow
stonily ^rb+cnj+++=stonily,
, ^zz++++=EXTRAWORD
meaningly ^jj++++=meaningly.
. ^zz++++=EXTRAWORD
" ^zz++++="Sure,"
sure ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Freckles ^np+++??+=Freckles
cheerfully ^rb++++=cheerfully.
. ^zz++++=EXTRAWORD
" ^zz++++="Guess
guess ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+++=find
the ^ati++++=the
Governor ^nn++++=Governor
in ^in++++=in
his ^pp$+pp3+++=his
office ^nn++++=office
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
been ^vpsv++agls+xvbnx+=been
in ^in++++=in
the ^ati++++=the
Senate ^np++++=Senate
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
watching ^jj+++xvbg+=watching
them ^pp3o+pp3+++0='em
pass ^vb++++=pass
that ^dt+dem+++=that
Kelley ^np+++??+=Kelley
Bill ^nn++++=Bill."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow's
's ^$++++=EXTRAWORD
lips ^nns++++=lips
drew ^vbd+++xvbn+=drew
in ^in++++=in
tightly ^rb++++=tightly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
squared ^vbd+++xvbnx+=squared
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
silence ^nn+nom+++=silence
was ^vbd+bedz+vrb++=was
tremendous ^jj+pred+++=tremendous.
. ^zz++++=EXTRAWORD
In ^in++++=In
just ^rb+emph+++=just
fifteen ^cd++++=fifteen
minutes ^nns++++=minutes
Freckles ^np+++??+=Freckles
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
for ^in++++=for
from ^in++++=from
the ^ati++++=the
executive ^jj+atrb+++=executive
office ^nn++++=office.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
demand ^vb++++=demand
his ^pp$+pp3+++=his
discharge ^nn++++=discharge!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ludlow ^np++++=Ludlow
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying
as ^ql++++=as
the ^ati++++=the
elevator ^nn++++=elevator
boy ^nn++++=boy
entered ^vbd+++xvbn+=entered.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
happens ^vbz+vsua+tht0++=happens
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
not ^xnot++not++=not
running ^vbg+++xvbg+=running
this ^dt+dem+++=this
building ^nvbg+++xvbg+=building,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
Governor ^npt++++=Governor
returned ^vbd+++xvbn+=returned
with ^in++++=with
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
acidity ^nn+nom+++=acidity.
. ^zz++++=EXTRAWORD
" ^zz++++="Though
though ^cs+sub+++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
added ^vbd+vpub++xvbnx+=added
with ^in++++=with
dignity ^nn+nom+++=dignity,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
matter ^nn++++=matter
will ^md+prd+++=will
be ^vb+be+aux++=be
carefully ^rb++splt++=carefully
investigated ^vpsv++agls+xvbnx+=investigated."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Governor ^nn++++=Governor
was ^vbd+bedz+vrb++=was
one ^cd1++++=one
great ^jj+atrb+++=great
chuckle ^nn++++=chuckle
inside ^jjb++++=inside,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
heart ^nn++++=heart
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
admiration ^nn+nom+++=admiration
and ^cc++++=and
gratitude ^nn++++=gratitude;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
would ^md+prd+++=would
Freckles ^vb+++??+=Freckles
be ^vb+be+vrb++=be
equal ^jj+pred+++=equal
to ^to++++=to
bluffing ^vbi++++=bluffing
it ^pp3+it+++=it
through ^in+strn+++=through?
? ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
the ^ati++++=the
boy ^nn++++=boy
have ^vb+hv+vrb++=have
the ^ati++++=the
finesse ^nn+nom+++=finesse,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nice ^jj+atrb+++=nice
subtlety ^nn++++=subtlety,
, ^zz++++=EXTRAWORD
the ^ati++++=the
real ^jj+atrb+++=real
master ^nn++++=master
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
the ^ati++++=the
situation ^nn+nom+++=situation
demanded ^vbd+vsua++xvbn+=demanded?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then--imp
-- ^--+clp+++=EXTRAWORD
imp ^nn++++=EXTRAWORD
of ^in++++=of
salvation ^nn+nom+++=salvation
