As ^ql++++=As
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father's
's ^$++++=EXTRAWORD
is ^vbz+bez+vrb++=is
much ^ap++++=much
louder ^jjr++++=louder."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
the ^ati++++=the
devil ^nn++++=devil
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
confounded ^jj++++=confounded
little ^ap++++=little
scamp ^nn+++??+=scamp!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
quite ^rb++++=quite
certain ^jj+pred+++=certain
you ^pp2+pp2+++=you
saw ^vbd+vprv++xvbn+=saw
Gianetto ^np+++??+=Gianetto.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
even ^rb++++=even
have ^vb+hv+aux++=have
hidden ^vprf+++xvbnx+=hidden
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
lads ^nns++++=lads!
! ^zz++++=EXTRAWORD
Into ^in++++=Into
the ^ati++++=the
house ^nn++++=house
with ^in++++=with
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+++=see
whether ^cs+who+++=whether
our ^pp$+pp1+++=our
man ^nn++++=man
is ^vbz+bez+vrb++=is
inside ^jjb+pred+++=inside.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
hobbling ^nn+nom+++=hobbling
along ^in++++=along
on ^in++++=on
one ^cd1++++=one
leg ^nn++++=leg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wretch ^nn++++=wretch
has ^vbz+hvz+aux++=has
got ^vprf+++xvbnx+=got
too ^ql++++=too
much ^ap++++=much
sense ^nn++++=sense
to ^to++++=to
try ^vbi++++=try
to ^to+vcmp+++=to
make ^vbi++++=make
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
maquis ^nn++++=maquis
in ^cs+sub+++=in
that ^cs"++++=that
state ^nn++++=state.
. ^zz++++=EXTRAWORD
Anyway ^rb+cnj+++=Anyway,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bloodstains ^nns++++=bloodstains
end ^nn++++=end
right ^jj++++=right
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
will ^md+prd+++=will
Papa ^vb++++=Papa
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Fortunato ^np+++??+=Fortunato
with ^in++++=with
a ^at++++=a
mocking ^jj+atrb++xvbg+=mocking
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
will ^md+prd+++=will
he ^pp3a+pp3+++=he
say ^vb+vpub+++=say
when ^wrb+who+whcl++=when
he ^pp3a+pp3+++=he
hears ^vbz+vprv+++=hears
that ^tht+vcmp+++=that
someone ^pn++++=someone
entered ^vbd+++xvbn+=entered
his ^pp$+pp3+++=his
house ^npl++++=house
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
little ^jj+atrb+++=little
rogue ^nn++++=rogue!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Adjutant ^np+nom++??+=Adjutant
Gamba ^np++++=Gamba,
, ^zz++++=EXTRAWORD
taking ^jj+++xvbg+=taking
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
soon ^rb+tm+splt++=soon
make ^vb++++=make
you ^pp2+pp2+++=you
change ^vb++++=change
your ^pp$+pp2+++=your
tune ^nn++++=tune,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
give ^vb++++=give
you ^pp2+pp2+++=you
twenty ^cd++++=twenty
strokes ^nns+++??+=strokes
with ^in++++=with
the ^ati++++=the
flat ^nn++++=flat
of ^in++++=of
my ^pp$+pp1+++=my
sabre ^nn++++=sabre,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
then ^rn+tm+++=then
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
talk ^vb++++=talk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Fortunato ^np+++??+=Fortunato
still ^rb++++=still
laughed ^vbd+++xvbn+=laughed
contemptuously ^rb++++=contemptuously.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
is ^vbz+bez+vrb++=is
Mateo ^np+++??+=Mateo
Falcone ^np+++??+=Falcone!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
with ^in++++=with
emphasis ^nn++++=emphasis.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
realize ^vb+vprv+++=realize,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
little ^jj+atrb+++=little
devil ^nn++++=devil,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
can ^md+pos+++=can
take ^vb++++=take
you ^pp2+pp2+++=you
away ^rp+pl+++=away
to ^in++++=to
Corte ^np+++??+=Corte
or ^cc++++=or
Bastia ^np+++??+=Bastia?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
make ^vb++++=make
you ^pp2+pp2+++=you
sleep ^vb++++=sleep
in ^in++++=in
a ^at++++=a
cell ^nn++++=cell,
, ^zz++++=EXTRAWORD
on ^in++++=on
straw ^nn++++=straw.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
clap ^vb++++=clap
you ^pp2+pp2+++=you
in ^in++++=in
leg ^nn++++=leg-irons
- ^zz++++=EXTRAWORD
irons ^nns++++=EXTRAWORD
and ^cc++++=and
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
guillotined ^vbd+++xvbn+=guillotined
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
Gianetto ^np+++??+=Gianetto
Sanpiero ^np+++??+=Sanpiero
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
burst ^vbd+++xvbn+=burst
out ^rp+pl+++=out
laughing ^vbg+++xvbg+=laughing
at ^in+ppvb+++=at
this ^dt+dem+++=this
ridiculous ^jj+atrb+++=ridiculous
threat ^nn++++=threat.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
is ^vbz+bez+vrb++=is
Mateo ^np+++??+=Mateo
Falcone ^np+++??+=Falcone!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
repeated ^vbd+++xvbnx+=repeated.
. ^zz++++=EXTRAWORD
" ^zz++++="Sir,"
sir ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
muttered ^vbd+++xvbn+=muttered
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
while ^cs+sub+++=while
touching ^jj+++xvbg+=touching
the ^ati++++=the
officer ^nn++++=officer's
's ^$++++=EXTRAWORD
sleeve ^nn++++=sleeve,
, ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
let ^vb++++0=let's
us ^pp1o+pp1+++=EXTRAWORD
get ^vb++++=get
on ^in++++=on
the ^ati++++=the
wrong ^jj+atrb+++=wrong
side ^nn++++=side
of ^in++++=of
Mateo ^np+++??+=Mateo."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gamba ^np++++=Gamba
was ^vbd+bedz+vrb++=was
plainly ^rb++++=plainly
in ^in++++=in
a ^at++++=a
quandary ^nn+nom+++=quandary.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low
voice ^nn++++=voice
to ^in++++=to
his ^pp$+pp3+++=his
soldiers ^nns+nom+++=soldiers,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
already ^rb++splt++=already
searched ^vprf+++xvbnx+=searched
the ^ati++++=the
whole ^jj+atrb+++=whole
house ^npl++++=house.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
very ^ql+amp+++=very
lengthy ^jj+atrb+++=lengthy
operation ^nn+nom+++=operation,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
Corsican ^np+nom+++=Corsican's
's ^$++++=EXTRAWORD
cottage ^nn+nom+++=cottage
consists ^nns+nom+++=consists
of ^in++++=of
one ^cd1++++=one
single ^jj+atrb+++=single
square ^nn++++=square
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
furnishings ^nns++++=furnishings
consist ^nn+nom+++=consist
of ^in++++=of
a ^at++++=a
table ^nn++++=table,
, ^zz++++=EXTRAWORD
benches ^nns++++=benches,
, ^zz++++=EXTRAWORD
chests ^nns++++=chests,
, ^zz++++=EXTRAWORD
hunting ^nvbg+++xvbg+=hunting
equipment ^nn+nom+++=equipment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^ap++++=a
few ^ap"++++=few
household ^nn++++=household
utensils ^nns++++=utensils.
. ^zz++++=EXTRAWORD
Meanwhile ^rb+cnj+++=Meanwhile,
, ^zz++++=EXTRAWORD
little ^ap++++=little
Fortunato ^np+++??+=Fortunato
stroked ^vbd+++xvbn+=stroked
his ^pp$+pp3+++=his
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
take ^vbi++++=take
a ^at++++=a
malicious ^jj+atrb+++=malicious
delight ^nn++++=delight
in ^in++++=in
the ^ati++++=the
perplexity ^nn+nom+++=perplexity
of ^in++++=of
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
and ^cc++++=and
his ^pp$+pp3+++=his
cousin ^nn++++=cousin.
. ^zz++++=EXTRAWORD
A ^at++++=A
soldier ^nn++++=soldier
went ^vbd+++xvbn+=went
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
pile ^nn++++=pile
of ^in++++=of
hay ^nn++++=hay.
. ^zz++++=EXTRAWORD
Seeing ^vbg+vprv++xvbg+=Seeing
the ^ati++++=the
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
the ^ati++++=the
hay ^nn++++=hay
a ^at++++=a
half ^abn++++=half-hearted
- ^zz++++=EXTRAWORD
hearted ^jj++++=EXTRAWORD
prod ^vb++++=prod
with ^in++++=with
his ^pp$+pp3+++=his
bayonet ^nn++++=bayonet,
, ^zz++++=EXTRAWORD
shrugging ^jj+++xvbg+=shrugging
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
as ^cs+sub+++=as
if ^cs+cnd+++=if
sensing ^vbg+++xvbg+=sensing
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
precaution ^nn+nom+++=precaution
was ^vbd+bedz+vrb++=was
absurd ^jj+pred+++=absurd.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
stirred ^vbd+++xvbn+=stirred;
; ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
face ^vb++++=face
betrayed ^vbd+++xvbn+=betrayed
not ^xnot++not++=not
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
emotion ^nn+nom+++=emotion.
. ^zz++++=EXTRAWORD
The ^ati++++=The
adjutant ^nn+nom+++=adjutant
and ^cc++++=and
his ^pp$+pp3+++=his
men ^nns++++=men
were ^vbd+bed+vrb++=were
at ^in++++=at
their ^pp$+pp3+++=their
wits ^nns++++=wits'
' ^zz++++=EXTRAWORD
end ^nn++++=end.
. ^zz++++=EXTRAWORD
Already ^rb++++=Already
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
looking ^vbg+++xvbgx+=looking
gravely ^rb++++=gravely
in ^in++++=in
the ^ati++++=the
direction ^nn+nom+++=direction
of ^in++++=of
the ^ati++++=the
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
tempted ^vbd+++xvbn+=tempted
to ^to+vcmp+++=to
head ^vb++++=head
back ^jjb++++=back
the ^ati++++=the
way ^nn++++=way
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
their ^pp$+pp3+++=their
chief ^jjb++++=chief,
, ^zz++++=EXTRAWORD
realizing ^vbg+vprv++xvbg+=realizing
that ^tht+vcmp+++=that
threats ^nns++++=threats
would ^md+prd+++=would
make ^vb++++=make
no ^at++++=no
impression ^nn++++=impression
on ^in++++=on
Falcone ^np++++=Falcone's
's ^$++++=EXTRAWORD
son ^nn++++=son,
, ^zz++++=EXTRAWORD
decided ^vb+++xvbn+=decided
to ^to+vcmp+++=to
make ^vbi++++=make
one ^cd1++++=one
last ^rb++++=last
attempt ^nn++++=attempt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+++=see
what ^wdt+who+whcl++=what
effect ^nn++++=effect
cajolery ^nn+nom+++=cajolery
and ^cc++++=and
bribes ^nns++++=bribes
would ^md+prd+++=would
have ^vb+hv+vrb++=have.
. ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
cousin ^nn++++=cousin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
seem ^vb+seem+++=seem
a ^at++++=a
wide ^jj++++=wide-awake
- ^zz++++=EXTRAWORD
awake ^jj+atrb+++=EXTRAWORD
lad ^nn++++=lad;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
far ^rb+pl+++=far.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
' ^zz++++='messing'
messing ^vbg+++xvbg+=EXTRAWORD
' ^zz++++=EXTRAWORD
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=weren't
n't ^xnot++not++0=EXTRAWORD
afraid ^jj++++=afraid
of ^in++++=of
angering ^xvbg+++xvbg+=angering
my ^pp$+pp1+++=my
cousin ^nn++++=cousin
Mateo ^np+++??+=Mateo,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
hanged ^vpsv++agls+xvbnx+=hanged
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
you ^pp2+pp2+++=you
prisoner ^nn+nom+++=prisoner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when
my ^pp$+pp1+++=my
cousin ^nn++++=cousin
gets ^vbz++++=gets
back ^rb+cnj+++=back,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
him ^pp3o+pp3+++=him
the ^ati++++=the
whole ^jj+atrb+++=whole
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
thrashing ^jj+++xvbg+=thrashing
as ^ql++++=as
a ^at++++=a
reward ^nn++++=reward
for ^in++++=for
having ^nn+nn+aux++=having
lied ^vbd+++xvbn+=lied."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^cs+sub+++=that
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
kid ^nn++++=kid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
advice ^nn++++=advice,
, ^zz++++=EXTRAWORD
cousin ^nn++++=cousin.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
waste ^vb++++=waste
any ^dti++++=any
more ^rbr++++=more
time ^nn++++=time,
, ^zz++++=EXTRAWORD
Gianetto ^np+++??+=Gianetto
will ^md+prd+++=will
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
maquis ^nn++++=maquis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
fine ^jj++++=fine
fellow ^jjb++++=fellow
like ^in++++=like
you ^pp2+pp2+++=you
to ^to++++=to
fetch ^vbi++++=fetch
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
adjutant ^nn+nom+++=adjutant
took ^vbd+++xvbn+=took
from ^in++++=from
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
a ^at++++=a
silver ^nn++++=silver
watch ^vb++++=watch
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
worth ^in++++=worth
at ^rb++++=at
least ^rb"++++=least
ten ^cd++++=ten
crowns ^nns++++=crowns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
little ^ap++++=little
Fortunato ^np++++=Fortunato's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
light ^nn++++=light
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
sight ^nn++++=sight
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
held ^vbd+vprv+tht0+xvbnx+=held
the ^ati++++=the
watch ^nn++++=watch
suspended ^vwbn+++xvbn+=suspended
from ^in++++=from
its ^pp$+it+++=its
steel ^nn++++=steel
chain ^nn++++=chain
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
little ^jj+atrb+++=little
rogue ^nn++++=rogue.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Wouldn't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
like ^vb++++=like
to ^to+vcmp+++=to
have ^vbi++++=have
a ^at++++=a
watch ^nn++++=watch
like ^in++++=like
this ^dt+dem+++=this
hanging ^jj+++xvbg+=hanging
around ^rp++++=around
your ^pp$+pp2+++=your
neck ^nn++++=neck?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=could
stroll ^vb++++=stroll
around ^rp++++=around
the ^ati++++=the
streets ^nns++++=streets
of ^in++++=of
Porto ^np+++??+=Porto-Vecchio,
- ^zz++++=EXTRAWORD
vecchio ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
proud ^jj++++=proud
as ^in++++=as
a ^at++++=a
peacock ^nn++++=peacock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
people ^nns++++=people
would ^md+prd+++=would
ask ^vb++++=ask
you ^pp2+pp2+++=you
what ^wdt+who+++=what
time ^nn++++=time
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
at ^rb++++=at
my ^pp$+pp1+++=my
watch ^nn++++=watch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
grown ^vpsv++agls+xvbnx+=grown
up ^rp++++=up,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
uncle ^nn++++=uncle
the ^ati++++=the
caporal ^nn++++=caporal
will ^md+prd+++=will
give ^vb++++=give
me ^pp1o+pp1+++=me
a ^at++++=a
watch ^nn++++=watch."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes;
yes ^uh++++=EXTRAWORD
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
your ^pp$+pp2+++=your
uncle ^nn++++=uncle's
's ^$++++=EXTRAWORD
son ^nn++++=son
has ^vbz+hvz+aux++=has
got ^vprf+++xvbnx+=got
one ^cd1++++=one
already ^rb++++=already-but
- ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
not ^xnot++not++=not
as ^in++++=as
nice ^jj++++=nice
as ^ql++++=as
this ^dt+dem+++=this
one ^cd1++++=one-and
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
younger ^jjr++++=younger
than ^in++++=than
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child
sighed ^vbd+++xvbn+=sighed.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
this ^dt+dem+++=this
watch ^nn++++=watch,
, ^zz++++=EXTRAWORD
little ^ap++++=little
cousin ^nn++++=cousin?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
swinging ^jj+++xvbg+=swinging
it ^pp3+it+++=it
gently ^rb++++=gently
in ^in++++=in
his ^pp$+pp3+++=his
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
eyed ^vbd+++xvbn+=eyed
the ^ati++++=the
watch ^nn++++=watch
like ^in++++=like
a ^at++++=a
cat ^nn++++=cat
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
a ^at++++=a
whole ^jj+atrb+++=whole
chicken ^nn++++=chicken
placed ^vwbn+++xvbn+=placed
before ^in++++=before
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Sensing ^vbg+++xvbg+=Sensing
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
being ^vbg+beg+aux+xvbg+=being
teased ^vbd+++xvbn+=teased,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
dare ^vb++++=dare
not ^xnot++not++=not
lay ^jjb+++xvbn+=lay
a ^at++++=a
paw ^npt++++=paw
on ^in++++=on
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
it ^pp3+it+++=it
looks ^vbz++++=looks
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
so ^ql++++=so
as ^ql++++=as
not ^xnot++not++=not
to ^in++++=to
succumb ^nn+++??+=succumb
to ^in++++=to
temptation ^nn+nom+++=temptation
nor ^cc++neg++=nor
appear ^vb+seem+++=appear
too ^rb++++=too
interested ^jj++++=interested.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
licks ^vbz+++??+=licks
its ^pp$+it+++=its
chops ^nns++++=chops
continually ^rb+cnj+++=continually,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
saying ^vbg+++xvbgx+=saying
to ^to+vcmp+++=to
its ^pp$+it+++=its
tormentor ^nn++++=tormentor,
, ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
a ^at++++=a
cruel ^jj+atrb+++=cruel
trick ^nn++++=trick
to ^to++++=to
play ^vbi++++=play
on ^in+ppvb+++=on
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Adjutant ^np+nom++??+=Adjutant
Gamba ^np++++=Gamba
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
sincere ^jj+pred+++=sincere
in ^in++++=in
his ^pp$+pp3+++=his
offer ^nn++++=offer
of ^in++++=of
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
Fortunato ^np+++??+=Fortunato
did ^vbd+dod+aux++=did
not ^xnot++not++=not
reach ^vb++++=reach
out ^rp+pl+++=out
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
smiling ^jj+++xvbg+=smiling
