Before ^cs+sub+++=Before
good ^jj+atrb+++=EXTRAWORD
morning ^nn++++=morning!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Devine ^np+++??+=Devine
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
Anyway ^rb+cnj+++=Anyway,
, ^zz++++=EXTRAWORD
a ^at++++=a
person ^nn++++=person
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
talk ^vb++++=talk
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
thought ^nn+++xvbn+=thought
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
about ^in++++=about
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Thanks!"
thanks ^rb+dspt+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Husband ^nn++++=Husband
dryly ^rb++++=dryly.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
early ^nn++++=early
spring ^vb++++=spring,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
moved ^vbd+++xvbn+=moved
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
stonemasons ^nns+++??+=stonemasons,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
began ^vbd+++xvbn+=began
to ^to++++=to
build ^vbi++++=build
something ^pn++++=something.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
great ^jj+atrb+++=great
stone ^nn++++=stone
fireplace ^nn++++=fireplace
that ^tht+rel+++=that
rose ^nn+++xvbn+=rose
in ^in++++=in
massive ^jj+atrb+++=massive
incongruity ^nn+nom+++=incongruity
at ^in++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
little ^ap++++=little
white ^jj+atrb+++=white
cottage ^nn+nom+++=cottage.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
make ^vbi++++=make
a ^at++++=a
home ^nr++++=home
for ^in++++=for
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
used ^md"++pmd"++=used
to ^to++++=to
come ^vb++++=come
and ^cc++++=and
watch ^nn++++=watch
them ^pp3o+pp3+++=them
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
as ^in++++=as
the ^ati++++=the
work ^nn++++=work
progressed ^vprf+++xvbn+=progressed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
a ^at++++=a
way ^nn++++=way
of ^in++++=of
walking ^nn++++=walking
round ^in++++=round
and ^cc++++=and
round ^in++++=round
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
up ^rp++++=up
at ^in++++=at
it ^pp3+it+++=it
and ^cc++++=and
poking ^jj+++xvbg+=poking
at ^rb++++=at
plaster ^nn+nom+++=plaster
and ^cc++++=and
paint ^nn++++=paint
with ^in++++=with
her ^pp$+pp3+++=her
umbrella ^nn++++=umbrella
or ^cc++++=or
finger ^nn++++=finger
tip ^nn++++=tip.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
she ^pp3a+pp3+++=she
brought ^vbd+++xvbnx+=brought
with ^in++++=with
her ^pp3o+pp3+++=her
a ^at++++=a
man ^nn++++=man
with ^in++++=with
a ^at++++=a
spade ^nn++++=spade.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spaded ^vbd+++xvbnx+=spaded
up ^rp++++=up
a ^at++++=a
neat ^jj+atrb+++=neat
square ^nn++++=square
of ^in++++=of
ground ^nn++++=ground
at ^in++++=at
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
cottage ^nn+nom+++=cottage
and ^cc++++=and
a ^at++++=a
long ^rb++++=long
ridge ^nn++++=ridge
near ^in+pl+++=near
the ^ati++++=the
fence ^nn++++=fence
that ^tht+rel+subj++=that
separated ^vbd+++xvbn+=separated
her ^pp3o+pp3+++=her
yard ^npl++++=yard
from ^in++++=from
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
Very ^ql+amp+++=Very
Young ^jj+atrb+++=Young
Couple ^nn++++=Couple
next ^ap++++=next
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ridge ^nn++++=ridge
spelled ^vbd+++xvbn+=spelled
sweet ^jj+atrb+++=sweet
peas ^nns++++=peas
and ^cc++++=and
nasturtiums ^nns+++??+=nasturtiums
to ^in++++=to
our ^pp$+pp1+++=our
small ^jj++++=small-town
- ^zz++++=EXTRAWORD
town ^nn++++=EXTRAWORD
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
day ^nn++++=day
that ^tht+rel+obj++=that
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
moved ^vbd+++xvbn+=moved
in ^in++++=in
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
wild ^jj+atrb+++=wild
agitation ^nn+nom+++=agitation
among ^in++++=among
the ^ati++++=the
white ^jj++++=white-ruffed
- ^zz++++=EXTRAWORD
ruffed ^jj+atrb++xvbn+=EXTRAWORD
bedroom ^nn++++=bedroom
curtains ^nns++++=curtains
of ^in++++=of
the ^ati++++=the
neighborhood ^nn+nom+++=neighborhood.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later
on ^in++++=on
certain ^jj+atrb+++=certain
odors ^nns++++=odors,
, ^zz++++=EXTRAWORD
as ^in++++=as
of ^in"++++=of
burning ^jj+atrb++xvbg+=burning
dinners ^nns+nom+++=dinners,
, ^zz++++=EXTRAWORD
pervaded ^j+++xvbn+=pervaded
the ^ati++++=the
atmosphere ^nn++++=atmosphere.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine,
, ^zz++++=EXTRAWORD
flushed ^j+++xvbn+=flushed
and ^cc+phrs+++=and
excited ^jj+++xvbn+=excited,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hair ^nn++++=hair
slightly ^rb+down+++=slightly
askew ^rb+cnj+++=askew,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
diamond ^nn++++=diamond
eardrops ^nns+++??+=eardrops
flashing ^vwbg+++xvbg+=flashing,
, ^zz++++=EXTRAWORD
directed ^xvbn+++xvbn+=directed
the ^ati++++=the
moving ^nvbg+++xvbg+=moving,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
in ^in++++=in
her ^pp$+pp3+++=her
great ^jj+atrb+++=great
fur ^nn++++=fur
coat ^nn++++=coat;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
on ^in++++=on
the ^ati++++=the
third ^nn++++=third
morning ^nn++++=morning
we ^pp1a+pp1+++=we
gasped ^vbd+++xvbn+=gasped
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
appeared ^vbd+seem++xvbnx+=appeared
out ^rp+pl+++=out-of-doors,
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
doors ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
a ^rb++++=a
little ^rb"++++=little
household ^nn++++=household
ladder ^nn++++=ladder,
, ^zz++++=EXTRAWORD
a ^at++++=a
pail ^nn++++=pail
of ^in++++=of
steaming ^xvbg+++xvbg+=steaming
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sundry ^jj+atrb+++=sundry
voluminous ^jj+atrb+++=voluminous
white ^jj+atrb+++=white
cloths ^nns++++=cloths.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
reared ^vbd+++xvbnx+=reared
the ^ati++++=the
little ^jj+atrb+++=little
ladder ^nn++++=ladder
against ^in++++=against
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
mounted ^j+++xvbn+=mounted
it ^pp3+it+++=it
cautiously ^rb+cnj+++=cautiously,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
wash ^vbi++++=wash
windows ^nns++++=windows
with ^in++++=with
housewifely ^jj+atrb+++=housewifely
thoroughness ^nns+nom+++=thoroughness.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
stout ^jj+atrb+++=stout
figure ^nn++++=figure
was ^vbd+bedz+aux++=was
swathed ^vpsv++agls+xvbnx+=swathed
in ^in++++=in
a ^at++++=a
gray ^np++++=gray
sweater ^nn++++=sweater
and ^cc++++=and
on ^rp++++=on
her ^pp3o+pp3+++=her
head ^jjb++++=head
was ^vbd+bedz+vrb++=was
a ^at++++=a
battered ^nn++++=battered
felt ^vbd+vprv++xvbn+=felt
hat ^nn++++=hat--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
sort ^nn++++=sort
of ^in++++=of
window ^nn++++=window--washing
-- ^--+clp+++=EXTRAWORD
washing ^nvbg+++xvbg+=EXTRAWORD
costume ^nn++++=costume
that ^tht+rel+subj++=that
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
worn ^vpsv++by+xvbnx+=worn
by ^in++++=by
women ^nns++++=women
from ^in++++=from
time ^nn++++=time
immemorial ^jj++++=immemorial.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
used ^vbd+++xvbnx+=used
plenty ^nn++++=plenty
of ^in++++=of
hot ^jj+atrb+++=hot
water ^nn++++=water
and ^cc++++=and
clean ^jj+atrb+++=clean
rags ^nns++++=rags,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
rubbed ^vbd+++xvbnx+=rubbed
the ^ati++++=the
glass ^nn++++=glass
until ^cs+sub+++=until
it ^pp3+it+++=it
sparkled ^vbd+++xvbn+=sparkled,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
perilously ^rb++++=perilously
sideways ^jjb++++=sideways
on ^in++++=on
the ^ati++++=the
ladder ^nn++++=ladder
to ^to++++=to
detect ^vbi++++=detect
elusive ^jj+atrb+++=elusive
streaks ^nns++++=streaks.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
keenest ^jjt+atrb+++=keenest
housekeeping ^jj+atrb++xvbg+=housekeeping
eye ^nn++++=eye
could ^md+pos+++=could
find ^vb+vprv+++=find
no ^at++++=no
fault ^nn++++=fault
with ^in++++=with
the ^ati++++=the
way ^nn++++=way
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
washed ^vwbn+++xvbn+=washed
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
By ^in++++=By
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
off ^rp+pl+++=off
her ^pp3o+pp3+++=her
diamond ^nn++++=diamond
eardrops ^nns+++??+=eardrops--perhaps
-- ^--+clp+++=EXTRAWORD
perhaps ^rb++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
absence ^nn+nom+++=absence
that ^tht+rel+subj++=that
gave ^vbd+++xvbn+=gave
her ^pp$+pp3+++=her
face ^nn++++=face
a ^at++++=a
new ^jj+atrb+++=new
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
downtown ^rn++++=downtown
we ^pp1a+pp1+++=we
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
hats ^nns++++=hats
were ^vbd+bed+vrb++=were
more ^rbr++++=more
like ^in++++=like
the ^ati++++=the
hats ^nns++++=hats
the ^ati++++=the
other ^ap++++=other
women ^nns++++=women
in ^in++++=in
our ^pp$+pp1+++=our
town ^nn++++=town
wore ^vbd+++xvbn+=wore;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
still ^rb+atrb+++=still
affected ^jj+atrb++xvbn+=affected
extravagant ^jj+atrb+++=extravagant
footgear ^nn+++??+=footgear,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
right ^jj+pred+++=right
and ^cc+phrs+++=and
proper ^jj++++=proper
for ^in++++=for
a ^at++++=a
stout ^jj+atrb+++=stout
woman ^nn++++=woman
who ^whp+rel+subj++=who
has ^vbz+hvz+vrb++=has
cause ^vb++++=cause
to ^to+vcmp+++=to
be ^vbi++vrb++=be
vain ^jj+pred+++=vain
of ^in++++=of
her ^pp$+pp3+++=her
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
noticed ^vbd+vprv++xvbn+=noticed
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
trips ^nns++++=trips
downtown ^rn++++=downtown
were ^vbd+bed+vrb++=were
rare ^jj+pred+++=rare
that ^dt+dem+++=that
spring ^nn++++=spring
and ^cc++++=and
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
used ^md"++pmd"++=used
to ^to++++=to
come ^vb++++=come
home ^nr++++=home
laden ^vbd+++xvbn+=laden
with ^in++++=with
little ^jj+atrb+++=little
bundles ^nns++++=bundles;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
supper ^nn++++=supper
she ^pp3a+pp3+++=she
would ^md+prd+++=would
change ^vb++++=change
her ^pp3o+pp3+++=her
street ^npl++++=street
clothes ^nns++++=clothes
for ^in++++=for
a ^at++++=a
neat ^jj+atrb+++=neat,
, ^zz++++=EXTRAWORD
washable ^jj+atrb+++=washable
housedress ^nns+nom+++=housedress,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
our ^pp$+pp1+++=our
thrifty ^jj+atrb+++=thrifty
custom ^nn++++=custom.
. ^zz++++=EXTRAWORD
Through ^rp++++=Through
her ^pp3o+pp3+++=her
bright ^jj+atrb+++=bright
windows ^nns++++=windows
we ^pp1a+pp1+++=we
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
moving ^vbg+++xvbg+=moving
briskly ^rb++++=briskly
about ^rb++++=about
from ^in++++=from
kitchen ^nn++++=kitchen
to ^to++++=to
sitting ^vbi++++=sitting
room ^nn++++=room;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
the ^ati++++=the
smells ^nns++++=smells
that ^tht+rel+++=that
floated ^jj+++xvbn+=floated
out ^rp+pl+++=out
from ^in++++=from
her ^pp$+pp3+++=her
kitchen ^nn++++=kitchen
door ^nn++++=door,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
preparing ^vbg+++xvbgx+=preparing
for ^in++++=for
her ^pp$+pp3+++=her
solitary ^jj+atrb+++=solitary
supper ^nn++++=supper
the ^ati++++=the
same ^ap++++=same
homely ^jj+atrb+++=homely
viands ^nns+++??+=viands
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
frying ^nn++++=frying
or ^cc++++=or
stewing ^nvbg+++xvbg+=stewing
or ^cc++++=or
baking ^nn++++=baking
in ^in++++=in
our ^pp$+pp1+++=our
kitchens ^nns++++=kitchens.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
you ^pp2+pp2+++=you
could ^md+pos+++=could
detect ^vb++++=detect
the ^ati++++=the
delectable ^jj+atrb+++=delectable
scent ^nn++++=scent
of ^in++++=of
browning ^nn++++=browning,
, ^zz++++=EXTRAWORD
hot ^jj+atrb+++=hot
tea ^nn++++=tea
biscuit ^nn++++=biscuit.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
takes ^vbz++++=takes
a ^at++++=a
determined ^jj+atrb++xvbn+=determined
woman ^nn++++=woman
to ^to++++=to
make ^vbi++++=make
tea ^nn++++=tea
biscuit ^nn++++=biscuit
for ^in++++=for
no ^at++++=no
one ^cd1++++=one
but ^cc++++=but
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine
joined ^vbd+++xvbn+=joined
the ^ati++++=the
church ^nn++++=church.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
Sunday ^nr++++=Sunday
morning ^nn++++=morning
she ^pp3a+pp3+++=she
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
service ^nn++++=service
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
flurry ^nn++++=flurry
among ^in++++=among
the ^ati++++=the
ushers ^nns++++=ushers
at ^in++++=at
the ^ati++++=the
vestibule ^nn++++=vestibule
door ^nn++++=door.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
seated ^vbd+++xvbnx+=seated
her ^pp3o+pp3+++=her
well ^rb++++=well
in ^in++++=in
the ^ati++++=the
rear ^nn++++=rear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
Sunday ^nr++++=Sunday
morning ^nn++++=morning
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
thing ^nn++++=thing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
next ^ap++++=next
to ^to++++=to
whom ^whp+wpor+++=whom
they ^pp3a+pp3+++=they
seated ^vbd+++xvbnx+=seated
her ^pp3o+pp3+++=her
turned ^vbd+++xvbn+=turned,
, ^zz++++=EXTRAWORD
regarded ^xvbn+++xvbn+=regarded
her ^pp$+pp3+++=her
stonily ^jj++++=stonily
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
rose ^vbd+++xvbn+=rose
agitatedly ^rb++++=agitatedly
and ^cc++++=and
moved ^vpsv++agls+xvbn+=moved
to ^in++++=to
a ^at++++=a
pew ^nn+++??+=pew
across ^in+pl+++=across
the ^ati++++=the
aisle ^nn++++=aisle.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np++++=Devine's
's ^$++++=EXTRAWORD
face ^nn++++=face
went ^vbd+++xvbn+=went
a ^at++++=a
dull ^jj++++=dull
red ^jj++++=red
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
white ^jj+atrb+++=white
powder ^nn++++=powder.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
never ^rb++++=never
came ^vbd+++xvbn+=came
again ^rb+tm+++=again--though
-- ^--+clp+++=EXTRAWORD
though ^cs+sub+++=EXTRAWORD
we ^pp1a+pp1+++=we
saw ^vbd+vprv+tht0+xvbn+=saw
the ^ati++++=the
minister ^npt+nom+++=minister
visit ^vb++++=visit
her ^pp$+pp3+++=her
once ^cs+tm+++=once
or ^cc++++=or
twice ^rb++++=twice.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
always ^rb++++=always
accompanied ^vbd+++xvbn+=accompanied
him ^pp3o+pp3+++=him
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
pleasantly ^rb+cnj+++=pleasantly,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
it ^pp3+it+++=it
well ^rb++++=well
open ^nn++++=open
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
down ^rp++++=down
the ^ati++++=the
little ^jj+atrb+++=little
flight ^nn++++=flight
of ^in++++=of
steps ^nns++++=steps
and ^cc++++=and
on ^in++++=on
the ^ati++++=the
sidewalk ^nn++++=sidewalk.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minister ^nn+nom+++=minister's
's ^$++++=EXTRAWORD
wife ^nn++++=wife
did ^vbd+dod+aux++=did
not ^xnot++not++=not
call ^vb++++=call.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rose ^vbd+++xvbnx+=rose
early ^jj++++=early,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
us ^pp1o+pp1+++=us;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
summer ^nn++++=summer
came ^vbd+++xvbn+=came
on ^in++++=on
we ^pp1a+pp1+++=we
used ^md"++pmd"++=used
to ^to++++=to
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her
moving ^vbg+++xvbg+=moving
about ^rb+phrv+++=about
in ^in++++=in
her ^pp$+pp3+++=her
little ^ap++++=little
garden ^nn++++=garden
patch ^nn++++=patch
in ^in++++=in
the ^ati++++=the
dewy ^nn+++??+=dewy,
, ^zz++++=EXTRAWORD
golden ^jj+atrb+++=golden
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
absurd ^jj++++=absurd
pale ^jj++++=pale-blue
- ^zz++++=EXTRAWORD
blue ^jj+atrb+++=EXTRAWORD
negligees ^nns+nom+++=negligees
that ^tht+rel+subj++=that
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
stout ^jj+atrb+++=stout
figure ^nn++++=figure
loom ^nn++++=loom
immense ^jj++++=immense
against ^in++++=against
the ^ati++++=the
greenery ^nn+nom+++=greenery
of ^in++++=of
garden ^nn++++=garden
and ^cc++++=and
apple ^nn++++=apple
tree ^nn++++=tree.
. ^zz++++=EXTRAWORD
The ^ati++++=The
neighborhood ^nn+nom+++=neighborhood
women ^nns++++=women
viewed ^vwbn+++xvbn+=viewed
these ^dt+dem+++=these
negligees ^nns+nom+++=negligees
with ^in++++=with
Puritan ^jj+atrb+++=Puritan
disapproval ^nn+nom+++=disapproval
as ^ql++++=as
they ^pp3a+pp3+++=they
smoothed ^vbd+++xvbnx+=smoothed
down ^rp++++=down
their ^pp$+pp3+++=their
own ^ap++++=own
prim ^jj++++=prim,
, ^zz++++=EXTRAWORD
starched ^xvbn+++xvbn+=starched
gingham ^jj+atrb++??+=gingham
skirts ^nns++++=skirts.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
disgusting ^vbg+++xvbgx+=disgusting
-- ^--+clp+++=--and
and ^cc+cls+++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
habit ^nn++++=habit
of ^in++++=of
years ^nns++++=years
is ^vbz+bez+aux++=is
not ^xnot++not++=not
easily ^rb++++=easily
overcome ^vbd+++xvbn+=overcome.
. ^zz++++=EXTRAWORD
Blanche ^np++++=Blanche
Devine ^np+++??+=Devine--snipping
-- ^--+clp+++=EXTRAWORD
snipping ^jj+++xvbg+=EXTRAWORD
her ^pp3o+pp3+++=her
sweet ^jj+atrb+++=sweet
peas ^nns++++=peas,
, ^zz++++=EXTRAWORD
peering ^vbg+++xvbg+=peering
anxiously ^rb++++=anxiously
at ^in++++=at
the ^ati++++=the
Virginia ^np++++=Virginia
creeper ^nn++++=creeper
that ^tht+rel+subj++=that
clung ^vprf+++xvbn+=clung
with ^in++++=with
such ^abl++++=such
fragile ^jj+atrb+++=fragile
fingers ^nns+nom+++=fingers
to ^in++++=to
the ^ati++++=the
trellis ^nn++++=trellis,
, ^zz++++=EXTRAWORD
watering ^nvbg+++xvbg+=watering
the ^ati++++=the
flower ^nn++++=flower
baskets ^nns++++=baskets
that ^tht+rel+subj++=that
hung ^vwbn+++xvbn+=hung
from ^in++++=from
her ^pp$+pp3+++=her
porch ^nn++++=porch--was
-- ^--+clp+++=EXTRAWORD
was ^vbd+bedz+vrb++=EXTRAWORD
blissfully ^rb++++=blissfully
unconscious ^jj+pred+++=unconscious
of ^in++++=of
the ^ati++++=the
disapproving ^jj+atrb+++=disapproving
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
one ^pn++++=one
of ^in++++=of
us ^pp1o+pp1+++=us
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
stopped ^vprf+++xvbnx+=stopped
to ^to++++=to
call ^vbi++++=call
good ^jj+atrb+++=good
morning ^nn++++=morning
to ^in++++=to
her ^pp$+pp3+++=her
over ^in++++=over
the ^ati++++=the
fence ^nn++++=fence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
say ^vbi+vpub+++=say
in ^in++++=in
our ^pp$+pp1+++=our
neighborly ^jj++++=neighborly,
, ^zz++++=EXTRAWORD
small ^jj++++=small-town
- ^zz++++=EXTRAWORD
town ^nn++++=EXTRAWORD
way ^nn++++=way:
: ^zz++++=EXTRAWORD
" ^zz++++="My,
my ^pp$+pp1+++=EXTRAWORD
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
this ^dt+dem+++=this
a ^at++++=a
scorcher ^nn+nom+++=scorcher!
! ^zz++++=EXTRAWORD
So ^ql+emph+++=So
early ^jj++++=early
too ^ql++++=too!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
fierce ^jj+pred+++=fierce
by ^in++++=by
noon ^nn++++=noon!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
we ^pp1a+pp1+++=we
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think
perhaps ^rb++++=perhaps
the ^ati++++=the
evenings ^nns++++=evenings
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
loneliest ^nn++++=loneliest
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
The ^ati++++=The
summer ^nn++++=summer
evenings ^nns++++=evenings
in ^in++++=in
our ^pp$+pp1+++=our
little ^jj+atrb+++=little
town ^nn++++=town
are ^vb+ber+aux++=are
filled ^vpsv++agls+xvbnx+=filled
with ^in++++=with
intimate ^jj++++=intimate,
, ^zz++++=EXTRAWORD
human ^jj+atrb+++=human,
, ^zz++++=EXTRAWORD
neighborly ^jj+atrb+++=neighborly
sounds ^nns++++=sounds.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
heat ^nn++++=heat
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
