For ^in++++=FOR
there ^ex+pex+++=there
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
holding ^vbg+vprv++xvbgx+=holding
the ^ati++++=the
widow ^nn++++=widow's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
and ^cc++++=and
she ^pp3a+pp3+++=she
nestling ^nn+nom+++=nestling
on ^in++++=on
my ^pp$+pp1+++=my
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
two ^cd++++=two
girls ^nns++++=girls
in ^in++++=in
hysterics ^nns++++=hysterics
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
shoved ^vpsv++agls+xvbnx+=shoved
down ^rp++++=down
on ^in++++=on
their ^pp$+pp3+++=their
bench ^nn++++=bench
every ^at++++=every
time ^nn++++=time,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in+emph+++=of
course ^nn+emph"+++=course
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
back ^rb+phrv+++=back
to ^to++++=to
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
just ^rb+emph+splt++=just
skipped ^vprf+++xvbn+=skipped
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
each ^dt++++=each
time ^nn++++=time!
! ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
that ^dt+dem+++=that
proposal ^nn+nom+++=proposal
in ^in++++=in
Three ^cd++++=THREE
sections ^nns+nom+++=sections--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
part ^nn++++=part
to ^in++++=to
each ^dt++++=each
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
winding ^nvbg+++xvbg+=winding
up ^rb+phrv+++=up
with ^in+ppvb+++=with
the ^ati++++=the
mother ^nn++++=mother!
! ^zz++++=EXTRAWORD
No ^at++++=No
explanation ^nn+nom+++=explanation
was ^vbd+bedz+vrb++=was
possible ^jj+pred+++=possible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
Simla ^np+++??+=Simla
next ^ap++++=next
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Naturally ^rb+cnj+++=Naturally,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
thing ^nn++++=thing
they ^pp3a+pp3+++=they
could ^md+pos+++=could
talk ^vb++++=talk
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
either ^dtx++++=either!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Awksby ^np++++=Awksby
had ^vb+hv+vrb++=had
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing--absolutely
nothing ^pn++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
absolutely ^rb+amp+++=EXTRAWORD
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
lady ^npt++++=lady,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
might ^md+pos+++=might
tell ^vb++++=tell
her ^pp$+pp3+++=her
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
possession ^nn++++=possession
of ^in++++=of
that ^dt+dem+++=that
brocade ^nn++++=brocade
easychair ^nn+++??+=easychair
which ^whp+rel+subj++=which
used ^md"++pmd"++=used
to ^to++++=to
stand ^vb++++=stand
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
her ^pp$+pp3+++=her
boudoir ^nn++++=boudoir.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
remember ^nn+nom+++=remember
it, ^nn+++??+=it,--faded
-- ^--+clp+++=EXTRAWORD
faded ^j+++xvbn+=EXTRAWORD
white ^jj++++=white
and ^cc++++=and
yellow ^nn++++=yellow,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
casters ^nns+nom+++=casters
off ^in+pl+++=off
and ^cc++++=and
a ^rb++++=a
little ^rb"++++=little
frayed ^jj++++=frayed
at ^in++++=at
the ^ati++++=the
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
rather ^rb++++=rather
soft ^jj++++=soft-spoken
- ^zz++++=EXTRAWORD
spoken ^vprf+++xvbn+=EXTRAWORD
and ^cc++++=and
amiable ^jj++++=amiable?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But
of ^in+emph+++=of
course ^nn+emph"+++=course
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+tht0++=understand
That ^tht+vcmp+++=THAT.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
it ^pp3+it+++=it
after ^cs+sub+++=after
she ^pp3a+pp3+++=she
moved ^vbd+++xvbnx+=moved
into ^in++++=into
her ^pp$+pp3+++=her
new ^jj+atrb+++=new
bungalow ^nn++++=bungalow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
should ^md+nec+++=should
I ^pp1a+pp1+++=I
tell ^vb++++=tell
her ^pp$+pp3+++=her
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
in ^rb+phrv+++=in
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
" ^zz++++="Nothing--except
nothing ^pn++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
except ^cs+sub+++=EXTRAWORD
that ^cs"++++=that
I ^pp1a+pp1+++=I
find ^vb+vprv+tht0++=find
it ^pp3+it+++=it
very ^ql+amp+++=very
amusing ^jj++++=amusing
with ^in++++=with
its ^pp$+it+++=its
reminiscences ^nns+nom+++=reminiscences
of ^in++++=of
the ^ati++++=the
company ^nn++++=company
she ^pp3a+pp3+++=she
used ^md"++pmd"++=used
to ^to++++=to
entertain ^vb++++=entertain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
confidences ^nns+nom+++=confidences
generally ^rb+down+++=generally.
. ^zz++++=EXTRAWORD
Good-by ^np+++??+=Good-by--take
-- ^--+clp+++=EXTRAWORD
take ^vb++++=EXTRAWORD
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
lion ^nn++++=lion
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
always ^rb++++=always
couches ^nns++++=couches
on ^in++++=on
the ^ati++++=the
left ^nn+++xvbn+=left
for ^in++++=for
a ^at++++=a
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Ta ^np+++??+=Ta-ta!"
- ^zz++++=EXTRAWORD
ta ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hurried ^vbd+++xvbnx+=hurried
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
to ^in++++=to
Simla ^np+++??+=Simla
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Awksby ^np++++=Awksby
of ^in++++=of
my ^pp$+pp1+++=my
discoveries ^nns+nom+++=discoveries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spoke ^vpsv++agls+xvbn+=spoke
of ^in++++=of
the ^ati++++=the
armchair ^nn++++=armchair.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancied ^vbd+++xvbnx+=fancied
she ^pp3a+pp3+++=she
colored ^vbd+++xvbnx+=colored
slightly ^rb+cnj+++=slightly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
quickly ^rb++++=quickly
recovered ^vbd+++xvbn+=recovered.
. ^zz++++=EXTRAWORD
" ^zz++++="Dear
dear ^jj+atrb+++=EXTRAWORD
old ^jj+atrb+++=old
Sparkley ^np+++??+=Sparkley,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
sweetly ^rb++++=sweetly;
; ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
Was ^vbd+bedz+vrb++=WAS
a ^at++++=a
champion ^nn++++=champion
liar ^nn++++=liar!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ii ^np+++??+=II
A ^at++++=A
Private ^np+nom+++=PRIVATE'S
's ^$++++=EXTRAWORD
Honor ^nn++++=HONOR
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
not ^xnot++not++=not
seen ^vprf+++xvbn+=seen
Mulledwiney ^np+++??+=Mulledwiney
for ^in++++=for
several ^ap++++=several
days ^nns++++=days.
. ^zz++++=EXTRAWORD
Knowing ^vbg+vprv++xvbg+=Knowing
the ^ati++++=the
man ^nn++++=man--this
-- ^--+clp+++=EXTRAWORD
this ^dt+dem+++=EXTRAWORD
looked ^jj+++xvbn+=looked
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^pp1a+pp1+++=I
dropped ^vbd+++xvbnx+=dropped
in ^in++++=in
on ^in++++=on
the ^ati++++=the
Colonel ^nn++++=Colonel.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
him ^pp3o+pp3+++=him
in ^in++++=in
deep ^jj+atrb+++=deep
thought ^nn+++xvbn+=thought.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
looked ^jj+++xvbn+=looked
bad ^jj++++=bad,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
for ^in++++=for
old ^jj+atrb+++=old
Cockey ^np+++??+=Cockey
Wax ^nn++++=Wax--as
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
known ^vpsv++agls+xvbnx+=known
to ^to+vcmp+++=to
everybody ^pn++++=everybody
in ^in++++=in
the ^ati++++=the
Hill ^nn++++=Hill
districts ^nns++++=districts
but ^cc++++=but
himself--was ^nns+++??+=himself--wasn't
n't ^xnot++not++0=EXTRAWORD
given ^vbd+++xvbn+=given
to ^to++++=to
thinking ^vbg+vprv++xvbg+=thinking.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guessed ^vbd+vprv++xvbnx+=guessed
the ^ati++++=the
cause ^nn++++=cause
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
so ^rb++++=so.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
wearily ^rb+cnj+++=wearily,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
right ^jj+pred+++=right!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Mulledwiney ^np+++??+=Mulledwiney,
, ^zz++++=EXTRAWORD
Bleareyed ^np+++??+=Bleareyed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Otherwise ^rb+cnj+++=Otherwise
are ^vb+ber+vrb++=are
at ^rb++++=at
it ^pp3+it+++=it
again, ^nn+++??+=again,--drink
-- ^--+clp+++=EXTRAWORD
drink ^vb++++=EXTRAWORD
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
Clink ^np+++??+=Clink.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
now ^rn+tm+++=now
two ^cd++++=two
corporals ^nns+nom+++=corporals
and ^cc++++=and
a ^at++++=a
private ^jj++++=private
are ^vb+ber+aux++=are
sitting ^vbg+++xvbgx+=sitting
on ^in++++=on
Mulledwiney ^np++++=Mulledwiney's
's ^$++++=EXTRAWORD
head ^nn++++=head
to ^to++++=to
keep ^vbi++++=keep
him ^pp3o+pp3+++=him
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Bleareyed ^np+++??+=Bleareyed
is ^vbz+bez+aux++=is
chained ^vpsv++agls+xvbnx+=chained
to ^in++++=to
an ^at++++=an
elephant ^nn+nom+++=elephant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,"
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suggested ^vbd+vpub++xvbnx+=suggested,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
unnecessarily ^rb++++=unnecessarily
severe ^jj+pred+++=severe."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
really ^rb+emph+++=really
think ^vb+vprv+++=think
so ^ql++++=so?
? ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you
so ^ql++++=so
much ^ap++++=much!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
always ^rb++++=always
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
have ^vbi++vrb++=have
a ^at++++=a
civilian ^jj+atrb+++=civilian's
's ^vbz+bez+vrb++0=EXTRAWORD
opinion ^nn++++=opinion
on ^in++++=on
military ^jj+atrb+++=military
matters ^nns+nom+++=matters--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
vice ^nn++++=vice
versa ^rb"++++=versa--it
-- ^--+clp+++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
broadens ^vbz+++??+=broadens
one ^cd1++++=one
so ^ql++++=so!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yet ^rb++++=yet--am
-- ^--+clp+++=EXTRAWORD
am ^vb+bem+vrb++=EXTRAWORD
I ^pp1a+pp1+++=I
severe ^jj++++=severe?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
willing ^jj+pred+++=willing,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
to ^to++++=to
overlook ^vbi+vprv+tht0++=overlook
their ^pp$+pp3+++=their
raid ^nn++++=raid
upon ^in++++=upon
a ^at++++=a
native ^jj+atrb+++=native
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ransom ^vb++++=ransom
they ^pp3a+pp3+++=they
demanded ^vbd+vsua++xvbnx+=demanded
for ^in++++=for
a ^at++++=a
native ^jj+atrb+++=native
inspector ^nn++++=inspector!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
overlooked ^vprf++tht0+xvbnx+=overlooked
their ^pp$+pp3+++=their
taking ^jj+++xvbg+=taking
the ^ati++++=the
horses ^nns++++=horses
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
carriage ^nn+nom+++=carriage
for ^in++++=for
their ^pp$+pp3+++=their
own ^ap++++=own
use ^nn++++=use.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
content ^nn++++=content
also ^rb++++=also
to ^to++++=to
believe ^vbi+vprv+++=believe
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my
fowls ^nns++++=fowls
meekly ^rb++++=meekly
succumb ^nn+++??+=succumb
to ^in++++=to
jungle ^nn++++=jungle
fever ^nn++++=fever
and ^cc++++=and
cholera ^nn+++??+=cholera.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
some ^dti++++=some
things ^nns++++=things
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
ignore ^vb++++=ignore.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carrying ^nn++++=carrying
off ^in+pl+++=off
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
god ^np++++=god
Vishnu ^np++++=Vishnu
from ^in++++=from
the ^ati++++=the
Sacred ^jj+atrb+++=Sacred
Shrine ^nn++++=Shrine
at ^in++++=at
Ducidbad ^np+++??+=Ducidbad
by ^in++++=by
The ^ati++++=The
Three ^cd++++=Three
for ^in+cmpx+++=for
the ^in"++++=the
sake ^in"++++=sake
of ^in"++++=of
the ^ati++++=the
priceless ^jj+atrb+++=priceless
opals ^nn++++=opals
in ^in++++=in
its ^pp$+it+++=its
eyes" ^nn+++??+=eyes"-"But
- ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv++xvbn+=heard
of ^in++++=of
That ^dt+pdem+++=THAT,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
interrupted ^vbd+++xvbnx+=interrupted
eagerly ^rb++++=eagerly.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah!"
ah ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
Colonel ^nn++++=Colonel
playfully ^rb+cnj+++=playfully,
, ^zz++++=EXTRAWORD
" ^zz++++="that--as
that ^dt+pdem+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
as ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
so ^ql++++=so
often ^rb++++=often
and ^cc+phrs+++=and
so ^rb++++=so
amusingly ^rb++++=amusingly
say ^vb+vpub+++=say--is
-- ^--+clp+++=EXTRAWORD
is ^vbz+bez+vrb++=EXTRAWORD
' ^zz++++='Another
another ^dt++++=EXTRAWORD
Story ^nn++++=Story'!
'! ^nn+++??+=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^vb+hv+aux++=have
overlooked ^vprf+++xvbnx+=overlooked
the ^ati++++=the
theft ^nn++++=theft
of ^in++++=of
the ^ati++++=the
opals ^nn++++=opals
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
not ^xnot++not++=not
substituted ^vbd+++xvbn+=substituted
two ^cd++++=two
of ^in++++=of
the ^ati++++=the
Queen ^np++++=Queen's
's ^$++++=EXTRAWORD
regimental ^jj+atrb+++=regimental
buttons ^nns++++=buttons
for ^in++++=for
the ^ati++++=the
eyes ^nns++++=eyes
of ^in++++=of
the ^ati++++=the
god ^nn++++=god.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
deceive ^vb++++=deceive
the ^ati++++=the
ignorant ^jj+atrb+++=ignorant
priests ^nns++++=priests,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
deep ^jj+atrb+++=deep
political ^jj+atrb+++=political
and ^cc+phrs+++=and
racial ^jj+atrb+++=racial
significance ^nn+nom+++=significance.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
are ^vb+ber+vrb++=are
aware ^jj+pred+++=aware,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
great ^jj+atrb+++=great
mutiny ^nn++++=mutiny
was ^vbd+bedz+aux++=was
occasioned ^vpsv++by+xvbnx+=occasioned
by ^in++++=by
the ^ati++++=the
issue ^nn++++=issue
of ^in++++=of
cartridges ^nns+++??+=cartridges
to ^in++++=to
the ^ati++++=the
native ^jj+atrb+++=native
troops ^nns++++=troops
greased ^vbd+++xvbn+=greased
with ^in++++=with
hog ^nn++++=hog's
's ^$++++=EXTRAWORD
fat ^nn++++=fat--forbidden
-- ^--+clp+++=EXTRAWORD
forbidden ^xvbn+++xvbn+=EXTRAWORD
by ^in++++=by
their ^pp$+pp3+++=their
religion ^nn++++=religion."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
these ^dt+dem+++=these
three ^cd++++=three
men ^nns++++=men
could ^md+pos+++=could
themselves ^ppls+pp3+++=themselves
alone ^rb++++=alone
quell ^nn+++??+=quell
a ^at++++=a
mutiny ^nn++++=mutiny,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Colonel ^npt++++=Colonel
grasped ^vwbn+vprv++xvbn+=grasped
my ^pp$+pp1+++=my
hand ^nn++++=hand
warmly ^rb++++=warmly.
. ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
thought ^nn+++xvbn+=thought
of ^in++++=of
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
relieved ^vbd+++xvbn+=relieved.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
presently ^rb+tm+++=presently
passed ^vbd+++xvbn+=passed
his ^pp$+pp3+++=his
hand ^nn++++=hand
over ^in++++=over
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
and ^cc++++=and
nervously ^rb++++=nervously
chewed ^xvbn+++xvbn+=chewed
his ^pp$+pp3+++=his
cheroot ^nn+++??+=cheroot.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
something ^pn++++=something
else ^rb+cnj+++=else,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
right ^jj+pred+++=right.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
secret ^nn++++=secret.
. ^zz++++=EXTRAWORD
Promise ^nn++++=Promise
me ^pp1o+pp1+++=me
it ^pp3+it+++=it
shall ^md+prd+++=shall
go ^vb++++=go
no ^at++++=no
further ^jjb++++=further--than
-- ^--+clp+++=EXTRAWORD
than ^in++++=EXTRAWORD
the ^ati++++=the
Press ^nn++++=Press?
? ^zz++++=EXTRAWORD
Nay ^uh++++=Nay,
, ^zz++++=EXTRAWORD
swear ^vb+++xvbn+=swear
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
will ^md+prd+++=will
Keep ^vb++++=KEEP
it ^pp3+it+++=it
for ^in++++=for
the ^ati++++=the
Press ^nn++++=Press!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
promise ^nn++++=promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you
So ^ql++++=SO
much ^ap++++=much.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
matter ^nn++++=matter
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own
and ^cc++++=and
Mulledwiney ^np+++??+=Mulledwiney's.
's. ^nn+++??+=EXTRAWORD
The ^ati++++=The
fact ^nn++++=fact
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
a ^at++++=a
Personal ^jj+atrb+++=PERSONAL
difficulty ^nn++++=difficulty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused,
, ^zz++++=EXTRAWORD
glanced ^j+++xvbn+=glanced
around ^rp++++=around
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
continued ^vpsv++agls+xvbn+=continued
in ^in++++=in
a ^at++++=a
low ^jj+atrb+++=low,
, ^zz++++=EXTRAWORD
agitated ^jj+atrb++xvbn+=agitated
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
" ^zz++++="Yesterday
yesterday ^nr+tm+++=EXTRAWORD
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
upon ^in+ppvb+++=upon
him ^pp3o+pp3+++=him
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
leaning ^vbg+++xvbg+=leaning
against ^in++++=against
the ^ati++++=the
barrack ^nn++++=barrack
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
spirit ^nn++++=spirit
of ^in++++=of
playfulness ^nns+nom+++=playfulness--mere
-- ^--+clp+++=EXTRAWORD
mere ^jjb+atrb+++=EXTRAWORD
