Our ^pp$+pp1+++=Our
that ^tht+ncmp+++=that
Esther ^np++++=Esther
could ^md+pos+++=could
cause ^vb++++=cause
the ^ati++++=the
Governors ^npts++++=Governors
of ^in++++=of
the ^ati++++=the
overthrown ^vbd+++xvbn+=overthrown
dynasty ^nn++++=dynasty,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
ladies ^nns++++=ladies
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
adorned ^vprf+++xvbnx+=adorned
their ^pp$+pp3+++=their
festivals ^nns+nom+++=festivals,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Indian ^jj+atrb+++=Indian
chiefs ^nns++++=chiefs
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House
to ^to++++=to
hold ^vbi+vprv+++=hold
council ^nn++++=council
or ^cc++++=or
swear ^nn+++xvbn+=swear
allegiance ^nn+nom+++=allegiance,
, ^zz++++=EXTRAWORD
the ^ati++++=the
grim ^jj+atrb+++=grim
Provincial ^jj+atrb+++=Provincial
warriors ^nns++++=warriors,
, ^zz++++=EXTRAWORD
the ^ati++++=the
severe ^jj+atrb+++=severe
clergymen ^nns++++=clergymen--in
-- ^--+clp+++=EXTRAWORD
in ^rb++++=EXTRAWORD
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
pageantry ^nn++++=pageantry
of ^in++++=of
gone ^xvbn+++xvbn+=gone
days ^nns++++=days--all
-- ^--+clp+++=EXTRAWORD
all ^abn++++=EXTRAWORD
the ^ati++++=the
figures ^vb++++=figures
that ^tht+vcmp+subj++=that
ever ^rb++++=ever
swept ^vbd+++xvbn+=swept
across ^in+pl+++=across
the ^ati++++=the
broad ^jj+atrb+++=broad
plate ^nn++++=plate
of ^in++++=of
glass ^nn++++=glass
in ^in++++=in
former ^ap++++=former
times ^nns++++=times--she
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
could ^md+pos+++=could
cause ^vb++++=cause
the ^ati++++=the
whole ^nn++++=whole
to ^in++++=to
reappear ^nn+++??+=reappear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
people ^nns++++=people
the ^ati++++=the
inner ^jjb+atrb+++=inner
world ^nn++++=world
of ^in++++=of
the ^ati++++=the
mirror ^nn++++=mirror
with ^in++++=with
shadows ^nps++++=shadows
of ^in++++=of
old ^jj+atrb+++=old
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
legends ^nns++++=legends
as ^ql++++=as
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
together ^nn+nom+++=together
with ^in++++=with
the ^ati++++=the
singularity ^nn+nom+++=singularity
of ^in++++=of
her ^pp$+pp3+++=her
isolated ^vbd+++xvbn+=isolated
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
infirmity ^nn+nom+++=infirmity
that ^tht+rel+obj++=that
each ^ppls++++=each
added ^vbd+vpub+tht0+xvbn+=added
winter ^nn++++=winter
flung ^vbd+++xvbn+=flung
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
Mistress ^nns+nom+++=Mistress
Dudley ^np++++=Dudley
the ^ati++++=the
object ^nn++++=object
both ^abx++++=both
of ^in++++=of
fear ^nn++++=fear
and ^cc++++=and
pity ^nn++++=pity;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
partly ^rb+down+++=partly
the ^ati++++=the
result ^nn++++=result
of ^in++++=of
either ^dtx++++=either
sentiment ^nn+nom+++=sentiment
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
amid ^in++++=amid
all ^abn++++=all
the ^ati++++=the
angry ^jj+atrb+++=angry
license ^nn+++??+=license
of ^in++++=of
the ^ati++++=the
times ^nns++++=times,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
wrong ^jj++++=wrong
nor ^cc++neg++=nor
insult ^nn++++=insult
ever ^rb++++=ever
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
her ^pp$+pp3+++=her
unprotected ^jj+atrb+++=unprotected
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
so ^ql++++=so
much ^ap++++=much
haughtiness ^nns+nom+++=haughtiness
in ^in++++=in
her ^pp$+pp3+++=her
demeanor ^nn++++=demeanor
towards ^in++++=towards
intruders ^nns+nom+++=intruders,
, ^zz++++=EXTRAWORD
among ^in++++=among
whom ^whp+rel+pied++=whom
she ^pp3a+pp3+++=she
reckoned ^vbd+vprv++xvbnx+=reckoned
all ^abn++++=all
persons ^nns++++=persons
acting ^vwbg+++xvbg+=acting
under ^in++++=under
the ^ati++++=the
new ^jj+atrb+++=new
authorities ^nns+nom+++=authorities,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
really ^rb+emph+++=really
an ^at++++=an
affair ^nn++++=affair
of ^in++++=of
no ^at++++=no
small ^jj+atrb+++=small
nerve ^nn++++=nerve
to ^to++++=to
look ^vbi++++=look
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
face ^nn++++=face.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
to ^to++++=to
do ^vbi++++=do
the ^ati++++=the
people ^nns++++=people
justice ^nn++++=justice,
, ^zz++++=EXTRAWORD
stern ^jj+atrb+++=stern
republicans ^nns+nom+++=republicans
as ^ql++++=as
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
now ^rn+tm+splt++=now
become ^vb++++=become,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
well ^rb++++=well
content ^nn++++=content
that ^tht+rel+obj++=that
the ^ati++++=the
old ^jj+atrb+++=old
gentlewoman ^nn+nom+++=gentlewoman,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
hoop ^nn++++=hoop
petticoat ^nn++++=petticoat
and ^cc++++=and
faded ^jj+atrb++xvbn+=faded
embroidery ^nn+nom+++=embroidery,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
still ^rb+atrb+++=still
haunt ^nn++++=haunt
the ^ati++++=the
palace ^nn++++=palace
of ^in++++=of
ruined ^jj+atrb++xvbn+=ruined
pride ^nn++++=pride
and ^cc++++=and
overthrown ^vbd+++xvbn+=overthrown
power ^nn++++=power,
, ^zz++++=EXTRAWORD
the ^ati++++=the
symbol ^nn++++=symbol
of ^in++++=of
a ^at++++=a
departed ^jj+atrb++xvbn+=departed
system ^nn++++=system,
, ^zz++++=EXTRAWORD
embodying ^jj+++xvbg+=embodying
a ^at++++=a
history ^nn++++=history
in ^in++++=in
her ^pp$+pp3+++=her
person ^nn++++=person.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Esther ^np++++=Esther
Dudley ^np++++=Dudley
dwelt ^vbd+++xvbn+=dwelt
year ^nn++++=year
after ^in++++=after
year ^nn++++=year
in ^in++++=in
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
reverencing ^jj+++xvbg+=reverencing
all ^abn++++=all
that ^dt+dem+++=that
others ^aps++++=others
had ^vbd+hvd+aux++=had
flung ^vprf+++xvbnx+=flung
aside ^rp++++=aside,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
faithful ^jj++++=faithful
to ^in++++=to
her ^pp3o+pp3+++=her
King ^npt++++=King,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
so ^ql++++=so
long ^rb++++=long
as ^ql++++=as
the ^ati++++=the
venerable ^jj+atrb+++=venerable
dame ^np++++=dame
yet ^rb++++=yet
held ^vwbn+vprv++xvbn+=held
her ^pp$+pp3+++=her
post ^nn++++=post,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
be ^vb+be+aux++=be
said ^vpsv++agls+xvbnx+=said
to ^to+vcmp+++=to
retain ^vbi++++=retain
one ^cd1++++=one
true ^jj+atrb+++=true
subject ^nn++++=subject
in ^in++++=in
New ^jj+atrb+++=New
England ^np++++=England,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
spot ^nn++++=spot
of ^in++++=of
the ^ati++++=the
empire ^nn++++=empire
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
wrested ^vpsv++agls+xvbnx+=wrested
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
did ^vbd+dod+aux++=did
she ^pp3a+pp3+++=she
dwell ^vb++++=dwell
there ^rn+pl+++=there
in ^in++++=in
utter ^jjb+atrb+++=utter
loneliness ^nns+nom+++=loneliness?
? ^zz++++=EXTRAWORD
Rumor ^np+++??+=Rumor
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
her ^pp$+pp3+++=her
chill ^vb++++=chill
and ^cc++++=and
withered ^jj+atrb++xvbn+=withered
heart ^nn++++=heart
desired ^vbd+++xvbn+=desired
warmth ^nn++++=warmth,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
wont ^nn++++=wont
to ^to++++=to
summon ^vbi++++=summon
a ^at++++=a
black ^jj+atrb+++=black
slave ^nn++++=slave
of ^in++++=of
Governor ^nn++++=Governor
Shirley ^np++++=Shirley's
's ^vbz+bez+vrb++0=EXTRAWORD
from ^in++++=from
the ^ati++++=the
blurred ^jj+atrb++xvbn+=blurred
mirror ^nn++++=mirror,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
send ^vb++++=send
him ^pp3o+pp3+++=him
in ^in++++=in
search ^in"++++=search
of ^in"++++=of
guests ^nns++++=guests
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
long ^rb++splt++=long
ago ^rb++++=ago
been ^vprf+ben+vrb+xvbn+=been
familiar ^jj++++=familiar
in ^in++++=in
those ^dt+dem+++=those
deserted ^jj+atrb++xvbn+=deserted
chambers ^nns+nom+++=chambers.
. ^zz++++=EXTRAWORD
Forth ^np++++=Forth
went ^vbd+++xvbn+=went
the ^ati++++=the
sable ^jj+atrb+++=sable
messenger ^nn+nom+++=messenger,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
starlight ^nn+++??+=starlight
or ^cc++++=or
the ^ati++++=the
moonshine ^nn+++??+=moonshine
gleaming ^vwbg+++xvbg+=gleaming
through ^rp++++=through
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+vrb++=did
his ^pp$+pp3+++=his
errand ^nn++++=errand
in ^in++++=in
the ^ati++++=the
burial ^nn++++=burial
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
knocking ^vbg+++xvbg+=knocking
at ^in++++=at
the ^ati++++=the
iron ^nn++++=iron
doors ^nns++++=doors
of ^in++++=of
tombs ^nns++++=tombs,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
upon ^in++++=upon
the ^ati++++=the
marble ^nn++++=marble
slabs ^nns++++=slabs
that ^tht+rel+subj++=that
covered ^vwbn+++xvbn+=covered
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whispering ^nvbg+++xvbg+=whispering
to ^in++++=to
those ^dt+dem+++=those
within ^in+strn+++=within:
: ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
mistress ^nns+nom+++=mistress,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
Esther ^np++++=Esther
Dudley ^np++++=Dudley,
, ^zz++++=EXTRAWORD
bids ^nns++++=bids
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House
at ^rb++++=at
midnight ^nn++++=midnight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
punctually ^rb++++=punctually
as ^in++++=as
the ^ati++++=the
clock ^nn++++=clock
of ^in++++=of
the ^ati++++=the
Old ^jj+atrb+++=Old
South ^nr+pl+++=South
told ^vbd+vpub++xvbn+=told
twelve ^cd++++=twelve
came ^vbd+++xvbn+=came
the ^ati++++=the
shadows ^nps++++=shadows
of ^in++++=of
the ^ati++++=the
Olivers ^nns+nom++??+=Olivers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Hutchinsons ^np+++??+=Hutchinsons,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Dudleys ^np+++??+=Dudleys,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
grandees ^nns+nom+++=grandees
of ^in++++=of
a ^at++++=a
by ^in++++=by-gone
- ^zz++++=EXTRAWORD
gone ^vprf+++xvbn+=EXTRAWORD
generation ^nn+nom+++=generation,
, ^zz++++=EXTRAWORD
gliding ^vbg+++xvbg+=gliding
beneath ^in+pl+++=beneath
the ^ati++++=the
portal ^nn++++=portal
into ^in++++=into
the ^ati++++=the
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^jj+atrb++xvbn+=EXTRAWORD
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
Esther ^np++++=Esther
mingled ^vbd+++xvbn+=mingled
with ^in++++=with
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
likewise ^rb+cnj+++=likewise
were ^vbd+bed+vrb++=were
a ^at++++=a
shade ^nn++++=shade.
. ^zz++++=EXTRAWORD
Without ^in++++=Without
vouching ^xvbg+++xvbg+=vouching
for ^in++++=for
the ^ati++++=the
truth ^nn++++=truth
of ^in++++=of
such ^abl++++=such
traditions ^nns+nom+++=traditions,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
certain ^jj+pred+++=certain
that ^tht+jcmp+++=that
Mistress ^nns+nom+++=Mistress
Dudley ^np++++=Dudley
sometimes ^rb++++=sometimes
assembled ^vbd+++xvbn+=assembled
a ^ap++++=a
few ^ap"++++=few
of ^in++++=of
the ^ati++++=the
stanch ^nn+++??+=stanch,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
crestfallen ^jj+atrb+++=crestfallen,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
Tories ^nns++++=Tories,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
lingered ^vprf+++xvbnx+=lingered
in ^in++++=in
the ^ati++++=the
rebel ^nn++++=rebel
town ^nn++++=town
during ^in++++=during
those ^dt+dem+++=those
days ^nns++++=days
of ^in++++=of
wrath ^nn++++=wrath
and ^cc++++=and
tribulation ^nn+nom+++=tribulation.
. ^zz++++=EXTRAWORD
Out ^rp+pl+++=Out
of ^in++++=of
a ^at++++=a
cobwebbed ^jj+atrb++xvbn+=cobwebbed
bottle ^nn++++=bottle,
, ^zz++++=EXTRAWORD
containing ^vbg+++xvbg+=containing
liquor ^nn++++=liquor
that ^tht+rel+obj++=that
a ^at++++=a
royal ^jj+atrb+++=royal
Governor ^nn++++=Governor
might ^md+pos+++=might
have ^vb+hv+aux++=have
smacked ^vprf+++xvbnx+=smacked
his ^pp$+pp3+++=his
lips ^nns++++=lips
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
quaffed ^vbd+++xvbnx+=quaffed
healths ^nns+++??+=healths
to ^in++++=to
the ^ati++++=the
King ^nn++++=King,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
babbled ^vbd+++xvbn+=babbled
treason ^nn++++=treason
to ^in++++=to
the ^ati++++=the
Republic ^nn++++=Republic,
, ^zz++++=EXTRAWORD
feeling ^nvbg+++xvbg+=feeling
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
protecting ^jj+atrb++xvbg+=protecting
shadow ^nn++++=shadow
of ^in++++=of
the ^ati++++=the
throne ^nn++++=throne
were ^vbd+bed+aux++=were
still ^rb++splt++=still
flung ^vpsv++agls+xvbnx+=flung
around ^rp++++=around
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
draining ^vbg+++xvbg+=draining
the ^ati++++=the
last ^rb++++=last
drops ^nns++++=drops
of ^in++++=of
their ^pp$+pp3+++=their
liquor ^nn++++=liquor,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
stole ^vbd+++xvbnx+=stole
timorously ^rb++++=timorously
homeward ^rb+cnj+++=homeward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
answered ^vbd+vpub++xvbn+=answered
not ^xnot++not++=not
again ^rb+tm+++=again
if ^cs+cnd+++=if
the ^ati++++=the
rude ^jj+atrb+++=rude
mob ^nn++++=mob
reviled ^vbd+++xvbn+=reviled
them ^pp3o+pp3+++=them
in ^in++++=in
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Esther ^np++++=Esther
Dudley ^np++++=Dudley's
's ^$++++=EXTRAWORD
most ^ql+emph+++=most
frequent ^jj+atrb+++=frequent
and ^cc+phrs+++=and
favored ^jj+atrb++xvbn+=favored
guests ^nns++++=guests
were ^vbd+bed+vrb++=were
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Towards ^in++++=Towards
them ^pp3o+pp3+++=them
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
never ^rb++++=never
stern ^jj+pred+++=stern.
. ^zz++++=EXTRAWORD
A ^at++++=A
kindly ^jj+atrb+++=kindly
and ^cc+phrs+++=and
loving ^jj+atrb++xvbg+=loving
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
hindered ^xvbn+++xvbn+=hindered
elsewhere ^rb++++=elsewhere
from ^in++++=from
its ^pp$+it+++=its
free ^jj+atrb+++=free
course ^nn++++=course
by ^in++++=by
a ^at++++=a
thousand ^cd++++=thousand
rocky ^jj+atrb+++=rocky
prejudices ^nns++++=prejudices,
, ^zz++++=EXTRAWORD
lavished ^j+++xvbn+=lavished
itself ^ppl++++=itself
upon ^in++++=upon
these ^dt+dem+++=these
little ^jj+atrb+++=little
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
By ^in++++=By
bribes ^nns++++=bribes
of ^in++++=of
gingerbread ^nn++++=gingerbread
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own
making ^nvbg+++xvbg+=making,
, ^zz++++=EXTRAWORD
stamped ^xvbn+++xvbn+=stamped
with ^in++++=with
a ^at++++=a
royal ^jj+atrb+++=royal
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
tempted ^vbd+++xvbnx+=tempted
their ^pp$+pp3+++=their
sunny ^jj+atrb+++=sunny
sportiveness ^nns+nom+++=sportiveness
beneath ^in+pl+++=beneath
the ^ati++++=the
gloomy ^jj+atrb+++=gloomy
portal ^nn++++=portal
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
often ^rb++splt++=often
beguile ^vb++++=beguile
them ^pp3o+pp3+++=them
to ^to++++=to
spend ^vbi++++=spend
a ^at++++=a
whole ^jj+atrb+++=whole
play ^nn++++=play-day
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
in ^in++++=in
a ^at++++=a
circle ^nn++++=circle
round ^in++++=round
the ^ati++++=the
verge ^nn++++=verge
of ^in++++=of
her ^pp$+pp3+++=her
hoop ^nn++++=hoop
petticoat ^nn++++=petticoat,
, ^zz++++=EXTRAWORD
greedily ^rb++++=greedily
attentive ^jj++++=attentive
to ^in++++=to
her ^pp$+pp3+++=her
stories ^nns++++=stories
of ^in++++=of
a ^at++++=a
dead ^jj+atrb+++=dead
world ^nn++++=world.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
these ^dt+dem+++=these
little ^jj+atrb+++=little
boys ^nns++++=boys
and ^cc++++=and
girls ^nns++++=girls
stole ^vbd+++xvbn+=stole
forth ^rb++++=forth
again ^rb+tm+++=again
from ^in++++=from
the ^ati++++=the
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
mysterious ^jj+atrb+++=mysterious
mansion ^nn++++=mansion,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
went ^vbd+++xvbnx+=went
bewildered ^jj+++xvbn+=bewildered,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
old ^jj+atrb+++=old
feelings ^nns+nom+++=feelings
that ^tht+ncmp+++=that
graver ^jjr+atrb+++=graver
people ^nns++++=people
had ^vb+hv+vrb++=had
long ^rb++++=long
ago ^rb++++=ago
forgotten ^jj+++xvbn+=forgotten,
, ^zz++++=EXTRAWORD
rubbing ^vbg+++xvbg+=rubbing
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
at ^in++++=at
the ^ati++++=the
world ^nn++++=world
around ^rp++++=around
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
astray ^rb++++=astray
into ^in++++=into
ancient ^jj+atrb+++=ancient
times ^nns++++=times,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
become ^vb++++=become
children ^nns++++=children
of ^in++++=of
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
their ^pp$+pp3+++=their
parents ^nns++++=parents
asked ^vbd+vsua++xvbn+=asked
where ^wrb+who+whcl++=where
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
loitered ^vprf+++xvbnx+=loitered
such ^abl++++=such
a ^at++++=a
weary ^jj++++=weary
while ^cs+sub+++=while,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
whom ^whp+rel+pied++=whom
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
at ^rb++++=at
play ^nn++++=play,
, ^zz++++=EXTRAWORD
the ^ati++++=the
children ^nns++++=children
would ^md+prd+++=would
talk ^vb++++=talk
of ^in++++=of
all ^abn++++=all
the ^ati++++=the
departed ^jj+atrb++xvbn+=departed
worthies ^nns++++=worthies
of ^in++++=of
the ^ati++++=the
Province ^nn++++=Province,
, ^zz++++=EXTRAWORD
as ^ql++++=as
far ^rb+pl+++=far
back ^jjb++++=back
as ^in++++=as
Governor ^npt++++=Governor
Belcher ^np+++??+=Belcher
and ^cc++++=and
the ^ati++++=the
haughty ^jj+atrb+++=haughty
dame ^np++++=dame
of ^in++++=of
Sir ^npt++++=Sir
William ^np++++=William
Phipps ^np+++??+=Phipps.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
seem ^vb+seem+++=seem
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
sitting ^vbg+++xvbgx+=sitting
on ^in++++=on
the ^ati++++=the
knees ^nns++++=knees
of ^in++++=of
these ^dt+dem+++=these
famous ^jj+atrb+++=famous
personages ^nns+nom+++=personages,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
the ^ati++++=the
grave ^jj++++=grave
had ^vbd+hvd+aux++=had
hidden ^vprf+++xvbnx+=hidden
for ^in++++=for
half ^nn++++=half
a ^at++++=a
century ^nn++++=century,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
toyed ^vprf+++xvbnx+=toyed
with ^in++++=with
the ^ati++++=the
embroidery ^nn+nom+++=embroidery
of ^in++++=of
their ^pp$+pp3+++=their
rich ^jj+atrb+++=rich
waistcoats ^nns+++??+=waistcoats,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
roguishly ^jj++++=roguishly
pulled ^jj+++xvbn+=pulled
the ^ati++++=the
long ^jj+atrb+++=long
curls ^nns++++=curls
of ^in++++=of
their ^pp$+pp3+++=their
flowing ^vbg+++xvbg+=flowing
wigs ^nns+++??+=wigs.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
Governor ^nn++++=Governor
Belcher ^np+++??+=Belcher
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
this ^dt+dem+++=this
many ^ap++++=many
a ^at++++=a
year ^nn++++=year,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
would ^md+prd+++=would
the ^ati++++=the
mother ^nn++++=mother
say ^vb+vpub+++=say
to ^to+vcmp+++=to
her ^pp$+pp3+++=her
little ^ap++++=little
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
really ^rb+emph+++=really
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
Province ^nn++++=Province
House ^npl++++=House?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh
oh ^uh++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
dear ^uh++++=dear
mother ^nn++++=mother!
! ^zz++++=EXTRAWORD
yes ^uh++++=yes!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
half ^abn++++=half-dreaming
- ^zz++++=EXTRAWORD
dreaming ^vbg+++xvbg+=EXTRAWORD
child ^nn++++=child
would ^md+prd+++=would
answer ^vb++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when
old ^jj+atrb+++=old
Esther ^np++++=Esther
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
speaking ^vbg+++xvbg+=speaking
about ^rb++++=about
him ^pp3o+pp3+++=him
he ^pp3a+pp3+++=he
faded ^vbd+++xvbnx+=faded
away ^rp+pl+++=away
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
chair ^nn++++=chair."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
without ^in++++=without
affrighting ^xvbg+++xvbg+=affrighting
her ^pp3o+pp3+++=her
little ^ap++++=little
guests ^nns++++=guests,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
led ^vbd+++xvbnx+=led
them ^pp3o+pp3+++=them
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand
into ^in++++=into
the ^ati++++=the
chambers ^nns+nom+++=chambers
of ^in++++=of
her ^pp$+pp3+++=her
