Mrs ^npt++++=Mrs.
You ^pp2+pp2+++=You
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
rip ^vb++++=rip
up ^rp++++=up
the ^ati++++=the
mattress ^nns+nom+++=mattress
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
rummage ^nn+nom+++=rummage
the ^ati++++=the
clothes ^nns++++=clothes-press,
- ^zz++++=EXTRAWORD
press ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
hunt ^np++++=hunt
through ^in++++=through
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
crockery ^nn+nom+++=crockery
on ^in++++=on
the ^ati++++=the
top ^jjb+atrb+++=top
shelves ^nns++++=shelves
of ^in++++=of
the ^ati++++=the
kitchen ^nn++++=kitchen
cupboard ^nn++++=cupboard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
ran ^vbd+++xvbnx+=ran
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
delighted ^jj++agls+xvbnx+=delighted
to ^to+jcmp+++=to
hear ^vbi+vprv+++=hear
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
talk ^nn++++=talk
fast ^rb++++=fast
enough ^qlp++++=enough.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
always ^rb++++=always
leave ^vb++++=leave
my ^pp$+pp1+++=my
purse ^nn++++=purse
on ^in++++=on
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-case,
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Tom ^np++++=Tom
has ^vbz+hvz+aux++=has
told ^vprf+++xvbnx+=told
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
time ^nn++++=time
and ^cc++++=and
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
safe ^jj++++=safe.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
out ^rp+pl+++=out
here ^rn+pl+++=here
" ^zz++++="
" ^zz++++="Stop!"
stop ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
thundered ^vbd+++xvbn+=thundered
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
enough ^qlp++++=enough
to ^to++++=to
stop ^vbi++++=stop.
. ^zz++++=EXTRAWORD
Stop ^vb++++=Stop!
! ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
cut ^vb+++xvbn+=cut
your ^pp$+pp2+++=your
cursed ^vbd+++xvbn+=cursed
tongue ^nn++++=tongue
out ^rp+pl+++=out
and ^cc++++=and
make ^vb++++=make
you ^pp2+pp2+++=you
stop ^vb++++=stop.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
gurgle ^vb++++=gurgle.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
not ^xnot++not++=not
what ^wdt+who+++=what
I ^pp1a+pp1+++=I
want ^vb++++=want
though ^cs+sub+++=though
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
take ^vb++++=take
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
time ^nn++++=time
and ^cc++++=and
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
want ^vb++++=want
the ^ati++++=the
paymaster ^nn+nom+++=paymaster's
's ^$++++=EXTRAWORD
money ^nn++++=money.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
right ^jj++++=right
under ^in++++=under
my ^pp$+pp1+++=my
hand ^nn++++=hand
and ^cc+cls+++=and
where ^wrb+who+++=where
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
put ^vb+++xvbn+=put
daylight ^nn++++=daylight
through ^in++++=through
that ^dt+dem+++=that
little ^ap++++=little
false ^jj+atrb+++=false
heart ^nn++++=heart
of ^in++++=of
yours ^pp$$++++=yours
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me
without ^in++++=without
five ^cd++++=five
more ^ql++++=more
words ^nns++++=words
" ^zz++++="
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf++tht0+xvbnx+=told
you ^pp2+pp2+++=you
just ^rb+emph+++=just
as ^in++++=as
often ^rb++++=often
that ^cs+sub+++=that
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
the ^ati++++=the
paymaster ^nn+nom+++=paymaster's
's ^$++++=EXTRAWORD
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
would ^md+prd+++=would
put ^vb+++xvbn+=put
daylight ^nn++++=daylight
anywhere ^rb+cnj+++=anywhere,
, ^zz++++=EXTRAWORD
for ^in++++=for
then ^rn+tm+++=then
my ^pp$+pp1+++=my
husband ^nn++++=husband
would ^md+prd+++=would
come ^vb++++=come
home ^nr++++=home
and ^cc++++=and
make ^vb++++=make
an ^at++++=an
end ^nn++++=end
of ^in++++=of
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
with ^in++++=with
the ^ati++++=the
great ^jj+atrb+++=great
limpid ^nn+++??+=limpid
tears ^nns++++=tears
overflowing ^vwbg+++xvbg+=overflowing
her ^pp$+pp3+++=her
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
Rose ^j+++xvbn+=Rose
Laughton ^np++++=Laughton
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
face ^nn++++=face
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
up ^rb+phrv+++=up
at ^in++++=at
him ^pp3o+pp3+++=him
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
to ^to++++=to
melt ^vbi++++=melt
the ^ati++++=the
sternest ^jjt+atrb+++=sternest
heart ^nn++++=heart
going ^vwbg+++xvbg+=going.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
tell ^vbi++++=tell
me ^pp1o+pp1+++=me
" ^zz++++="
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
evidently ^rb++++=evidently
wavering ^jj++++=wavering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
possibly ^rb++++=possibly
inclining ^vbg+++xvbg+=inclining
to ^in++++=to
doubt ^nn++++=doubt
if ^cs+cnd+++=if,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
not ^xnot++not++=not
telling ^vbg+nom++xvbg+=telling
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
as ^ql++++=as
no ^at++++=no
man ^nn++++=man
in ^in++++=in
his ^pp$+pp3+++=his
senses ^nns++++=senses
would ^md+prd+++=would
leave ^vb++++=leave
such ^abl++++=such
a ^at++++=a
sum ^nn++++=sum
of ^in++++=of
money ^nn++++=money
in ^in++++=in
the ^ati++++=the
keeping ^jj+++xvbg+=keeping
of ^in++++=of
such ^abl++++=such
a ^at++++=a
simpleton ^nn+++??+=simpleton.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+++=mean
to ^to+vcmp+++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
anything ^pn++++=anything!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
a ^at++++=a
word ^nn++++=word
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
never ^rb++++=never
had ^vb+hv+vrb++=had
any ^dti++++=any
one ^cd1++++=one
doubt ^nn++++=doubt
my ^pp$+pp1+++=my
word ^nn++++=word
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hate ^vb++++=hate
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
you ^pp2+pp2+++=you
take ^vb++++=take
that ^cs+sub+++=that
fifteen ^cd++++=fifteen
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
never ^rb++++=never
would ^md+prd+++=would
in ^in++++=in
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
knew ^vbd+vprv++xvbn+=knew
how ^wrb+who+whcl++=how
much ^ap++++=much
self ^nn++++=self-denial
- ^zz++++=EXTRAWORD
denial ^nn++++=EXTRAWORD
it ^pp3+it+++=it
stands ^vbz++++=stands
for ^in+ppvb+++=for.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
time ^nn++++=time
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
I ^pp1a+pp1+++=I
would ^md+prd+++=would
like ^vb++++=like
an ^at++++=an
ice ^nn++++=ice-cream,
- ^zz++++=EXTRAWORD
cream ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
out ^rp+pl+++=out
in ^in++++=in
this ^dt+dem+++=this
wilderness ^nns+nom+++=wilderness,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
you ^pp2+pp2+++=you
might ^md+pos+++=might
as ^rb++splt++=as
well ^rb++++=well
ask ^vb++++=ask
for ^in+ppvb+++=for
an ^at++++=an
iceberg ^nn++++=iceberg,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
Tom ^np++++=Tom
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
one ^pn++++=one.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
find ^vb+vprv+++=find
anything ^rb++++=anything
but ^rb"++++=but
ribbons ^nns++++=ribbons
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
felt ^vprf+++xvbnx+=felt
as ^cs+sub+++=as
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
should ^md+nec+++=should
go ^vb++++=go
wild ^jj++++=wild
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
a ^at++++=a
box ^nn++++=box
of ^in++++=of
Huyler ^np++++=Huyler's
's ^$++++=EXTRAWORD
candy ^nn++++=candy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
Tom ^np++++=Tom
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^ap+down+++=only
powder ^nn++++=powder
and ^cc++++=and
tweezers ^nns+nom+++=tweezers
and ^cc++++=and
frizzes ^nns+++??+=frizzes
in ^in++++=in
those ^dt+dem+++=those
boxes ^nns++++=boxes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
over ^in++++=over
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-case,
- ^zz++++=EXTRAWORD
case ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
still ^rb++++=still
keeping ^vbg+++xvbg+=keeping
a ^at++++=a
lookout ^nn++++=lookout
on ^in++++=on
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
out ^rp+pl+++=out
of ^in++++=of
lager ^nn++++=lager
and ^cc++++=and
apollinaris ^nns+++??+=apollinaris,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Tom ^np++++=Tom
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
laces ^nns++++=laces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
you ^pp2+pp2+++=you
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
finger ^nn++++=finger
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
your ^pp$+pp2+++=your
hands ^nns++++=hands
are ^vb+ber+vrb++=are
clean ^jj+pred+++=clean
and ^cc++++=and
Tom ^np++++=Tom
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
get ^vb++++=get
anything ^pn++++=anything
to ^to++++=to
drink ^vbi++++=drink,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
him ^pp3o+pp3+++=him
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
a ^at++++=a
drink ^nn++++=drink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lots ^nns++++=lots
of ^in++++=of
ten ^cd++++=ten-cent
- ^zz++++=EXTRAWORD
cent ^nnu"++++=EXTRAWORD
pieces ^nns++++=pieces
came ^vbd+++xvbn+=came
that ^cs+sub+++=that
way ^nn++++=way,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
But ^cc++++=But
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
imagine ^vb+vprv+tht0++=imagine
you ^pp2+pp2+++=you
care ^vb+vprv+++=care
to ^to+vcmp+++=to
hear ^vbi+vprv+++=hear
about ^in++++=about
all ^abn++++=all
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
makes ^vbz++++=makes
you ^pp2+pp2+++=you
look ^vb++++=look
at ^rb++++=at
me ^pp1o+pp1+++=me
so ^ql++++=so?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
man ^nn++++=man
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
his ^pp$+pp3+++=his
search ^nn++++=search
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
glance ^nn++++=glance
was ^vbd+bedz+aux++=was
piercing ^vbg+++xvbgx+=piercing
her ^pp$+pp3+++=her
through ^in++++=through
and ^cc++++=and
through ^in+strn+++=through.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
eyes ^nns++++=eyes
are ^vb+ber+vrb++=are
like ^in++++=like
augers ^nn++++=augers
turning ^vwbg+++xvbg+=turning
to ^to++++=to
live ^vbi++++=live
coals ^nns++++=coals!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
way ^nn++++=way
you ^pp2+pp2+++=you
look ^vb++++=look
at ^rb++++=at
your ^pp$+pp2+++=your
wife ^nn++++=wife?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
look ^vb++++=look
at ^rb++++=at
your ^pp$+pp2+++=your
children ^nns++++=children
the ^ati++++=the
same ^ap++++=same
way ^nn++++=way?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^cs+sub+++=EXTRAWORD
lay ^jjb+++xvbn+=lay
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
work ^nn++++=work,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
with ^in++++=with
another ^dt++++=another
grin ^nn++++=grin.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vbd+++xvbn+=got
no ^at++++=no
feelings ^nns+nom+++=feelings
to ^in++++=to
work ^nn++++=work
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vbd+++xvbn+=got
no ^at++++=no
wife ^nn++++=wife
or ^cc++++=or
kids ^nns++++=kids."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
fortunate ^jj++++=fortunate,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Laughton ^np++++=Laughton.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
family ^nn++++=family
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
any ^dti++++=any
peace ^nn++++=peace
of ^in++++=of
their ^pp$+pp3+++=their
lives ^nns++++=lives
with ^in++++=with
you ^pp2+pp2+++=you
following ^jj+++xvbg+=following
such ^abl++++=such
a ^at++++=a
dangerous ^jj+atrb+++=dangerous
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
much ^rb++++=much
of ^in++++=of
you ^pp2+pp2+++=you
either ^dtx++++=either.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+tht0++=say
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
be ^vb+be+vrb++=be
a ^at++++=a
great ^jj+atrb+++=great
deal ^nn++++=deal
happier ^jjr++++=happier
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
reformed ^jj++++=reformed
I ^pp1a+pp1+++=I
mean ^jj++++=mean
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
left ^vbd+++xvbn+=left
this ^dt+dem+++=this
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
up ^rb+phrv+++=up
a ^at++++=a
quarter ^nn++++=quarter-section,
- ^zz++++=EXTRAWORD
section ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
a ^at++++=a
wife ^nn++++=wife
and ^cc++++=and
" ^zz++++="
" ^zz++++="Look
look ^vb++++=EXTRAWORD
here ^rn+pl+++=here!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
man ^nn++++=man,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
patience ^nn+nom+++=patience
gone ^vbd+++xvbn+=gone.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
a ^at++++=a
fool ^nn++++=fool,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
bluffing ^vbg+++xvbg+=bluffing
me ^pp1o+pp1+++=me?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+vrb++0=EXTRAWORD
half ^rb++++=half
a ^at++++=a
mind ^nn++++=mind
to ^to++++=to
knock ^vbi++++=knock
your ^pp$+pp2+++=your
head ^nn++++=head
in ^in+strn+++=in,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
hunt ^nn++++=hunt
the ^ati++++=the
house ^npl++++=house
over ^in++++=over
for ^in++++=for
myself ^ppl+pp1+++=myself!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
time ^nn++++=time."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
find ^vb+vprv+++=find
anything ^pn++++=anything
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=did,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
back ^jjb++++=back
in ^in++++=in
her ^pp$+pp3+++=her
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
looked ^vprf+++xvbnx+=looked
often ^rb++++=often
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
Tom ^np++++=Tom
had ^vb+hv+vrb++=had
some ^dti++++=some
money ^nn++++=money.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
found ^vbd+vprv++xvbn+=found
any ^dti++++=any.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^md"++pmd"++=going
to ^md+prd+++=to
do ^vb++++=do
now ^rn+tm+++=now?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
cry ^nn++++=cry
of ^in++++=of
alarm ^vb++++=alarm
at ^rb++++=at
his ^pp$+pp3+++=his
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
tie ^vb++++=tie
you ^pp2+pp2+++=you
hand ^nn++++=hand
and ^cc++++=and
foot ^nn++++=foot
first ^od++++=first
" ^zz++++="
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't!
n't ^xnot++not++0=EXTRAWORD
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+vrb++=EXTRAWORD
rather ^rb++++=rather
you ^pp2+pp2+++=you
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
promise ^nn++++=promise
you ^pp2+pp2+++=you
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
leave ^vb++++=leave
this ^dt+dem+++=this
chair ^nn++++=chair
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+tht0++=mean
you ^pp2+pp2+++=you
shall ^md+prd+++=shall."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
you ^pp2+pp2+++=you
treat ^nn++++=treat
me ^pp1o+pp1+++=me
so ^ql++++=so!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
exclaimed ^vbd+++xvbnx+=exclaimed,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
up ^rp++++=up
her ^pp$+pp3+++=her
streaming ^vbg+++xvbg+=streaming
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
look ^vb++++=look
like ^in++++=like
