Towards ^in++++=Towards
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
end ^nn++++=end
to ^in++++=to
the ^ati++++=the
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
discovered ^vbd+vprv++xvbn+=discovered
with ^in++++=with
horror ^nn++++=horror
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
an ^at++++=an
unknown ^jj+atrb+++=unknown
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
Despair ^nn++++=Despair
took ^vbd+++xvbn+=took
possession ^nn++++=possession
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
whipped ^vbd+++xvbnx+=whipped
the ^ati++++=the
horse ^nn++++=horse;
; ^zz++++=EXTRAWORD
the ^ati++++=the
poor ^jj+atrb+++=poor
animal ^nn++++=animal
broke ^vbd+++xvbn+=broke
into ^in+ppvb+++=into
a ^at++++=a
trot ^nn++++=trot,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
soon ^rb+tm+++=soon
slackened ^vbd+++xvbn+=slackened
its ^pp$+it+++=its
pace ^nn++++=pace,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
about ^in++++=about
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
an ^at++++=an
hour ^nn++++=hour
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
scarcely ^rb+down+++=scarcely
able ^jj+pred+++=able
to ^to+jcmp+++=to
drag ^vb++++=drag
one ^cd1++++=one
leg ^nn++++=leg
after ^in++++=after
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
all ^abn++++=all
the ^ati++++=the
exertions ^nns+nom+++=exertions
of ^in++++=of
the ^ati++++=the
unfortunate ^jj+atrb+++=unfortunate
Vladimir ^np+++??+=Vladimir.
. ^zz++++=EXTRAWORD
Gradually ^rb++++=Gradually
the ^ati++++=the
trees ^nns++++=trees
began ^vbd+++xvbn+=began
to ^to++++=to
get ^vbi++++=get
sparser ^jjr++++=sparser,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Vladimir ^np+++??+=Vladimir
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
the ^ati++++=the
forest ^nn++++=forest;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Jadrino ^np+++??+=Jadrino
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
seen ^vpsv++agls+xvbnx+=seen.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
now ^rn+tm+++=now
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
about ^in++++=about
midnight ^nn++++=midnight.
. ^zz++++=EXTRAWORD
Tears ^nns++++=Tears
gushed ^vbd+++xvbn+=gushed
from ^in++++=from
his ^pp$+pp3+++=his
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
drove ^vbd+++xvbnx+=drove
on ^in++++=on
at ^rb++++=at
random ^rb"++++=random.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
the ^ati++++=the
storm ^nn++++=storm
had ^vbd+hvd+aux++=had
subsided ^vprf+++xvbn+=subsided,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clouds ^nns++++=clouds
dispersed ^vbd+++xvbn+=dispersed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
lay ^vbd+++xvbn+=lay
a ^at++++=a
level ^nn++++=level
plain ^jj++++=plain
covered ^jj+++xvbn+=covered
with ^in++++=with
a ^at++++=a
white ^jj+atrb+++=white
undulating ^jj+atrb+++=undulating
carpet ^nn++++=carpet
The ^ati++++=The
night ^nn++++=night
was ^vbd+bedz+vrb++=was
tolerably ^rb++++=tolerably
clear ^jj+pred+++=clear.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
far ^rb+pl+++=far
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
village ^nn+nom+++=village,
, ^zz++++=EXTRAWORD
consisting ^vbg+++xvbg+=consisting
of ^in++++=of
four ^cd++++=four
or ^cc++++=or
five ^cd++++=five
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
drove ^vbd+++xvbn+=drove
towards ^in++++=towards
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
first ^od++++=first
cottage ^npl+nom+++=cottage
he ^pp3a+pp3+++=he
jumped ^vbd+++xvbnx+=jumped
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
sledge ^nn+++??+=sledge,
, ^zz++++=EXTRAWORD
ran ^j+++xvbn+=ran
to ^in++++=to
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
knock ^vbi++++=knock.
. ^zz++++=EXTRAWORD
After ^in++++=After
a ^ap++++=a
few ^ap"++++=few
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wooden ^jj+atrb+++=wooden
shutter ^nn++++=shutter
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
thrust ^vbd+++xvbn+=thrust
out ^rp+pl+++=out
his ^pp$+pp3+++=his
grey ^jj+atrb+++=grey
beard ^nn++++=beard.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
Jadrino ^np+++??+=Jadrino
far ^rb+pl+++=far
from ^rb"++++=from
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
Jadrino ^np+++??+=Jadrino
far ^rb+pl+++=far
from ^rb"++++=from
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
yes ^uh++++=yes!
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
it ^pp3+it+++=it
far ^rb+pl+++=far?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
far ^rb+pl+++=far;
; ^zz++++=EXTRAWORD
about ^in++++=about
ten ^cd++++=ten
versts ^nns+++??+=versts."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
reply ^nn++++=reply,
, ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
grasped ^vwbn+vprv++xvbn+=grasped
his ^pp$+pp3+++=his
hair ^nn++++=hair
and ^cc++++=and
stood ^vbd+++xvbn+=stood
motionless ^jj++++=motionless,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
man ^nn++++=man
condemned ^vbd+++xvbn+=condemned
to ^in++++=to
death ^nn++++=death.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
come ^vb++++=come
from ^in+ppvb+++=from?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
had ^vb+hv+vrb++=had
not ^xnot++not++=not
the ^ati++++=the
courage ^nn+nom+++=courage
to ^in++++=to
answer ^nn++++=answer
the ^ati++++=the
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
" ^zz++++="Listen,
listen ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he:
: ^zz++++=EXTRAWORD
" ^zz++++="can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
procure ^vb++++=procure
me ^pp1o+pp1+++=me
horses ^nns++++=horses
to ^to++++=to
take ^vbi++++=take
me ^pp1o+pp1+++=me
to ^in++++=to
Jadrino ^np+++??+=Jadrino?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
such ^abl++++=such
things ^nns++++=things
as ^ql++++=as
horses ^nns++++=horses?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
peasant ^nn+nom+++=peasant.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
obtain ^vb++++=obtain
a ^at++++=a
guide ^nn++++=guide?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
pay ^vb++++=pay
him ^pp3o+pp3+++=him
whatever ^nn+nom+++=whatever
he ^pp3a+pp3+++=he
pleases ^vbz++++=pleases."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Wait,"
wait ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
closing ^jj+++xvbg+=closing
the ^ati++++=the
shutter ^nn++++=shutter;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
send ^vb++++=send
my ^pp$+pp1+++=my
son ^nn++++=son
out ^rp+pl+++=out
to ^in++++=to
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
will ^md+prd+++=will
guide ^vb++++=guide
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
minute ^nn++++=minute
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
elapsed ^vwbn+++xvbn+=elapsed
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
knocking ^vbg+++xvbg+=knocking
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shutter ^nn++++=shutter
was ^vbd+bedz+aux++=was
raised ^vpsv++agls+xvbnx+=raised,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
beard ^nn++++=beard
again ^rb+tm+++=again
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
about ^in++++=about
your ^pp$+pp2+++=your
son ^nn++++=son?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
out ^rp+pl+++=out
presently ^rb+tm+++=presently;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
putting ^vbg+++xvbgx+=putting
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
cold ^nn++++=cold?
? ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
in ^in++++=in
and ^cc++++=and
warm ^vb++++=warm
yourself ^ppl+pp2+++=yourself."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
send ^vb++++=send
your ^pp$+pp2+++=your
son ^nn++++=son
out ^rp+pl+++=out
quickly ^rb++++=quickly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
door ^nn++++=door
creaked ^vbd+++xvbn+=creaked:
: ^zz++++=EXTRAWORD
a ^at++++=a
lad ^nn++++=lad
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
with ^in+ppvb+++=with
a ^at++++=a
cudgel ^nn+++??+=cudgel
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
on ^in++++=on
in ^in++++=in
front ^jjb++++=front,
, ^zz++++=EXTRAWORD
at ^rb++++=at
one ^cd1++++=one
time ^nn++++=time
pointing ^vwbg+++xvbg+=pointing
out ^rp+pl+++=out
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
at ^rb++++=at
another ^dt++++=another
searching ^jj+++xvbg+=searching
for ^in++++=for
it ^pp3+it+++=it
among ^in++++=among
the ^ati++++=the
drifted ^jj+atrb++xvbn+=drifted
snow ^nn++++=snow.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
time ^nn++++=time?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
soon ^rb+tm+++=soon
be ^vb+be+vrb++=be
daylight ^nn++++=daylight,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
young ^jj+atrb+++=young
peasant ^nn+nom+++=peasant.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
spoke ^vbd+++xvbn+=spoke
not ^xnot++not++=not
another ^dt++++=another
word ^nn++++=word.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cocks ^nns++++=cocks
were ^vbd+bed+aux++=were
crowing ^vbg+++xvbgx+=crowing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
already ^rb++++=already
light ^jj+pred+++=light
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
reached ^vbd+++xvbnx+=reached
Jadrino ^np+++??+=Jadrino.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^nn++++=church
was ^vbd+bedz+aux++=was
closed ^vpsv++agls+xvbnx+=closed.
. ^zz++++=EXTRAWORD
Vladimir ^np+++??+=Vladimir
paid ^vbd+++xvbn+=paid
the ^ati++++=the
guide ^nn++++=guide
and ^cc++++=and
drove ^vpsv++agls+xvbn+=drove
into ^in++++=into
the ^ati++++=the
priest ^nn++++=priest's
's ^$++++=EXTRAWORD
courtyard ^nn++++=courtyard.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sledge ^nn+++??+=sledge
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
news ^nn++++=news
awaited ^vbd+++xvbn+=awaited
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
But ^cc+cls+++=But
let ^vb+++xvbn+=let
us ^pp1o+pp1+++=us
return ^nn++++=return
to ^in++++=to
the ^ati++++=the
worthy ^jj+atrb+++=worthy
proprietors ^nns++++=proprietors
of ^in++++=of
Nenaradova ^np+++??+=Nenaradova,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
see ^vb+vprv+++=see
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
happening ^vbg+++xvbgx+=happening
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
people ^nns++++=people
awoke ^vbd+++xvbn+=awoke
and ^cc+phrs+++=and
went ^vbd+++xvbn+=went
into ^in++++=into
the ^ati++++=the
parlour ^nn++++=parlour,
, ^zz++++=EXTRAWORD
Gavril ^np+++??+=Gavril
Gavrilovitch ^np+++??+=Gavrilovitch
in ^in++++=in
a ^at++++=a
night ^nn++++=night-cap
- ^zz++++=EXTRAWORD
cap ^nn++++=EXTRAWORD
and ^cc++++=and
flannel ^nn++++=flannel
doublet ^nn+nom+++=doublet,
, ^zz++++=EXTRAWORD
Praskovia ^np+++??+=Praskovia;
; ^zz++++=EXTRAWORD
Petrovna ^np+++??+=Petrovna
in ^in++++=in
a ^at++++=a
wadded ^jj+++xvbn+=wadded
dressing ^jj+++xvbg+=dressing-gown.
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
tea ^nn++++=tea-urn
- ^zz++++=EXTRAWORD
urn ^nn++++=EXTRAWORD
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gavril ^np+++??+=Gavril
Gavrilovitch ^np+++??+=Gavrilovitch
sent ^vbd+++xvbn+=sent
a ^at++++=a
servant ^nn+nom+++=servant
to ^to++++=to
ask ^vbi++++=ask
Maria ^np++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
and ^cc+cls+++=and
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
The ^ati++++=The
servant ^nn+nom+++=servant
returned ^vbd+++xvbn+=returned,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
that ^tht+vcmp+++=that
the ^ati++++=the
young ^jj+atrb+++=young
lady ^npt++++=lady
had ^vb+hv+aux++=had
not ^xnot++not++=not
slept ^vbd+++xvbn+=slept
very ^ql+amp+++=very
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
better ^jjr++++=better
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
would ^md+prd+++=would
come ^vprf+++xvbn+=come
down ^rp++++=down
presently ^rb+tm+++=presently
into ^in++++=into
the ^ati++++=the
parlour ^nn++++=parlour.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
opened ^vbd+++xvbn+=opened
and ^cc++++=and
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
entered ^vbd+++xvbn+=entered
the ^ati++++=the
room ^nn++++=room
and ^cc++++=and
wished ^vbd+vprv++xvbn+=wished
her ^pp3o+pp3+++=her
father ^npt++++=father
and ^cc++++=and
mother ^nn++++=mother
good ^jj+atrb+++=good
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
head ^nn++++=head,
, ^zz++++=EXTRAWORD
Masha ^np+++??+=Masha?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Gavril ^np+++??+=Gavril
Gavrilovitch ^np+++??+=Gavrilovitch.
. ^zz++++=EXTRAWORD
" ^zz++++="Better,
better ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
papa ^npt++++=papa,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Masha ^np+++??+=Masha.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
likely ^jj++++=likely
you ^pp2+pp2+++=you
inhaled ^vbd+++xvbn+=inhaled
the ^ati++++=the
fumes ^nns++++=fumes
from ^in++++=from
the ^ati++++=the
charcoal ^nn+nom+++=charcoal
yesterday ^nr+tm+++=yesterday,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Praskovia ^np+++??+=Praskovia
Petrovna ^np+++??+=Petrovna.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
likely ^jj++++=likely,
, ^zz++++=EXTRAWORD
mamma ^npt++++=mamma,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Masha ^np+++??+=Masha.
. ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
passed ^vbd+++xvbn+=passed
happily ^rb++++=happily
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
the ^ati++++=the
night ^nn++++=night
Masha ^np+++??+=Masha
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
ill ^jj++++=ill.
. ^zz++++=EXTRAWORD
A ^at++++=A
doctor ^nn++++=doctor
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
for ^in++++=for
from ^in++++=from
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
arrived ^vbd+++xvbnx+=arrived
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
sick ^jj+atrb+++=sick
girl ^nn++++=girl
delirious ^jj++++=delirious.
. ^zz++++=EXTRAWORD
A ^at++++=A
violent ^jj+atrb+++=violent
fever ^nn++++=fever
ensued ^vbd+++xvbn+=ensued,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
two ^cd++++=two
weeks ^nns++++=weeks
the ^ati++++=the
poor ^jj+atrb+++=poor
patient ^nn++++=patient
hovered ^vbd+++xvbn+=hovered
on ^in++++=on
the ^ati++++=the
brink ^nn++++=brink
of ^in++++=of
the ^ati++++=the
grave ^nn++++=grave.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
knew ^vbd+vprv+tht0+xvbn+=knew
anything ^pn++++=anything
about ^rb++++=about
her ^pp3o+pp3+++=her
flight ^nn++++=flight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
written ^xvbn+++xvbn+=written
by ^in++++=by
her ^pp3o+pp3+++=her
the ^ati++++=the
evening ^nn++++=evening
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
burnt ^vpsv++agls+xvbnx+=burnt;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
maid ^np++++=maid,
, ^zz++++=EXTRAWORD
dreading ^jj+++xvbg+=dreading
the ^ati++++=the
wrath ^nn++++=wrath
of ^in++++=of
her ^pp3o+pp3+++=her
master ^npt++++=master,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
not ^xnot++not++=not
whispered ^jj+++xvbn+=whispered
a ^at++++=a
word ^nn++++=word
about ^in++++=about
it ^pp3+it+++=it
to ^in++++=to
anybody ^pn++++=anybody.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
the ^ati++++=the
retired ^jj+atrb++xvbn+=retired
cornet ^nn++++=cornet,
, ^zz++++=EXTRAWORD
the ^ati++++=the
moustached ^jj+atrb++xvbn+=moustached
surveyor ^nn++++=surveyor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^jj+atrb+++=little
Uhlan ^np+++??+=Uhlan
were ^vbd+bed+vrb++=were
discreet ^jj+pred+++=discreet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
without ^in++++=without
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
Tereshka ^np+++??+=Tereshka,
, ^zz++++=EXTRAWORD
the ^ati++++=the
coachman ^nn+nom+++=coachman,
, ^zz++++=EXTRAWORD
never ^rb++++=never
uttered ^vbd+++xvbn+=uttered
one ^cd1++++=one
word ^nn++++=word
too ^ql++++=too
much ^ap++++=much
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
drunk ^vpsv++agls+xvbnx+=drunk.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
the ^ati++++=the
secret ^nn++++=secret
was ^vbd+bedz+aux++=was
kept ^vpsv++by+xvbnx+=kept
by ^in++++=by
more ^ql++++=more
than ^cs+sub+++=than
half ^abn++++=half-a-dozen
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
dozen ^cd++++=EXTRAWORD
conspirators ^nns++++=conspirators.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Maria ^&fw++++=Maria
Gavrilovna ^np+++??+=Gavrilovna
herself ^ppl+pp3+++=herself
divulged ^vbd+++xvbn+=divulged
her ^pp3o+pp3+++=her
secret ^nn++++=secret
during ^in++++=during
her ^pp$+pp3+++=her
delirious ^jj+atrb+++=delirious
ravings ^nns+++??+=ravings.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
her ^pp$+pp3+++=her
words ^nns++++=words
were ^vbd+bed+vrb++=were
so ^ql+emph+++=so
disconnected ^jj+++xvbn+=disconnected,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who
never ^rb++++=never
left ^jj+++xvbn+=left
her ^pp3o+pp3+++=her
bedside ^nn++++=bedside,
, ^zz++++=EXTRAWORD
could ^md+pos+++=could
only ^rb+down+splt++=only
understand ^vb+vprv+++=understand
from ^in++++=from
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
her ^pp3o+pp3+++=her
daughter ^nn+nom+++=daughter
was ^vbd+bedz+vrb++=was
deeply ^rb++++=deeply
in ^in++++=in
love ^nn++++=love
with ^in++++=with
Vladimir ^np+++??+=Vladimir
Nikolaievitch ^np+++??+=Nikolaievitch,
