She ^pp3a+pp3+++=She
be ^vbi+vbi+aux++=be
caught ^vpsv++agls+xvbnx+=caught
up ^rp++++=up
again ^rb+tm+++=again
and ^cc++++=and
restored ^vpsv++agls+xvbn+=restored
to ^in++++=to
a ^at++++=a
meaning ^jj+++xvbg+=meaning
never ^rb++++=never
before ^in++++=before
imagined ^nn++++=imagined
by ^in++++=by
the ^ati++++=the
subtlest ^nn++++=subtlest
of ^in++++=of
word ^nn++++=word-mongers.
- ^zz++++=EXTRAWORD
mongers ^nns+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
pandits ^nns+++??+=pandits
were ^vbd+bed+vrb++=were
in ^in++++=in
ecstasy ^nn++++=ecstasy;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
applauded ^vbd+++xvbnx+=applauded
vociferously ^jj++++=vociferously;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
crowd ^nn++++=crowd
followed ^vbd+vprv++xvbn+=followed
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
deluded ^jj++++=deluded
into ^in++++=into
the ^ati++++=the
certainty ^nn++++=certainty
that ^tht+ncmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
witnessed ^vprf+++xvbnx+=witnessed,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
shred ^nn++++=shred
of ^in++++=of
the ^ati++++=the
curtains ^nns++++=curtains
of ^in++++=of
Truth ^nn++++=Truth
torn ^vbd+++xvbn+=torn
to ^in++++=to
pieces ^nns++++=pieces
before ^in++++=before
their ^pp$+pp3+++=their
eyes ^nns++++=eyes
by ^in++++=by
a ^at++++=a
prodigy ^nn+++??+=prodigy
of ^in++++=of
intellect ^nn++++=intellect.
. ^zz++++=EXTRAWORD
The ^ati++++=The
performance ^nn+nom+++=performance
of ^in++++=of
his ^pp$+pp3+++=his
tremendous ^jj+atrb+++=tremendous
feat ^nn++++=feat
so ^ql+emph+++=so
delighted ^jj+++xvbn+=delighted
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
forgot ^vbd+vprv++xvbnx+=forgot
to ^to+vcmp+++=to
ask ^vbi++++=ask
themselves ^ppls+pp3+++=themselves
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
any ^dti++++=any
truth ^nn++++=truth
behind ^in+pl+++=behind
it ^pp3+it+++=it
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king's
's ^$++++=EXTRAWORD
mind ^nn++++=mind
was ^vbd+bedz+aux++=was
overwhelmed ^vpsv++agls+xvbnx+=overwhelmed
with ^in++++=with
wonder ^nn++++=wonder.
. ^zz++++=EXTRAWORD
The ^ati++++=The
atmosphere ^nn++++=atmosphere
was ^vbd+bedz+aux++=was
completely ^rb+amp+splt++=completely
cleared ^vpsv++agls+xvbnx+=cleared
of ^in++++=of
all ^abn++++=all
illusion ^nn++++=illusion
of ^in++++=of
music ^nn++++=music,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
vision ^nn++++=vision
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
around ^in++++=around
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
changed ^vpsv++agls+xvbnx+=changed
from ^in++++=from
its ^pp$+it+++=its
freshness ^nns+nom+++=freshness
of ^in++++=of
tender ^jj+atrb+++=tender
green ^nn++++=green
to ^in++++=to
the ^ati++++=the
solidity ^nn+nom+++=solidity
of ^in++++=of
a ^at++++=a
high ^jj+atrb+++=high
road ^npl++++=road
levelled ^vbd+++xvbn+=levelled
and ^cc+phrs+++=and
made ^vbd+++xvbn+=made
hard ^jj++++=hard
with ^in++++=with
crushed ^xvbn+++xvbn+=crushed
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
people ^nns++++=people
assembled ^vbd+++xvbn+=assembled
their ^pp$+pp3+++=their
own ^ap++++=own
poet ^nn++++=poet
appeared ^vbd+seem++xvbn+=appeared
a ^at++++=a
mere ^jjb+atrb+++=mere
boy ^nn++++=boy
in ^in++++=in
comparison ^in"++++=comparison
with ^in"++++=with
this ^dt+dem+++=this
giant ^jjb++++=giant,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
walked ^vbd+++xvbn+=walked
with ^in++++=with
such ^abl++++=such
case ^nn++++=case,
, ^zz++++=EXTRAWORD
knocking ^vbg+++xvbg+=knocking
down ^rb+phrv+++=down
difficulties ^nns++++=difficulties
at ^rb++++=at
each ^dt++++=each
step ^vb++++=step
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
of ^in++++=of
words ^nns++++=words
and ^cc++++=and
thoughts ^nns++++=thoughts.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
became ^vbd+++xvbn+=became
evident ^jj++++=evident
to ^in++++=to
them ^pp3o+pp3+++=them
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
that ^tht+rel+obj++=that
the ^ati++++=the
poems ^nns++++=poems
Shekhar ^np+++??+=Shekhar
wrote ^vbd+vprv++xvbn+=wrote
were ^vbd+bed+vrb++=were
absurdly ^rb++++=absurdly
simple ^jj+pred+++=simple,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
must ^md+nec+++=must
be ^vb+be+vrb++=be
a ^at++++=a
mere ^jjb+atrb+++=mere
accident ^nn++++=accident
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
write ^vb++++=write
them ^pp3o+pp3+++=them
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
neither ^dt++neg++=neither
new ^jj++++=new,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
difficult ^jj++++=difficult,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
instructive ^jj++++=instructive,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^npt++++=king
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
goad ^vbi++++=goad
his ^pp$+pp3+++=his
poet ^nn++++=poet
with ^in++++=with
keen ^jj+atrb+++=keen
glances ^nns+nom+++=glances,
, ^zz++++=EXTRAWORD
silently ^rb++++=silently
inciting ^jj+++xvbg+=inciting
him ^pp3o+pp3+++=him
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
final ^jj+atrb+++=final
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Shekhar ^np+++??+=Shekhar
took ^vbd+++xvbn+=took
no ^at++++=no
notice ^vb+vprv+++=notice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remained ^vbd+++xvbn+=remained
fixed ^vbd+++xvbn+=fixed
to ^in++++=to
his ^pp$+pp3+++=his
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
king ^nn++++=king
in ^in++++=in
anger ^nn++++=anger
came ^vbd+++xvbn+=came
down ^rp++++=down
from ^in++++=from
his ^pp$+pp3+++=his
throne ^nn++++=throne
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
pearl ^nn++++=pearl
chain ^nn++++=chain
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
on ^in++++=on
Pundarik ^np++++=Pundarik's
's ^$++++=EXTRAWORD
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
in ^in++++=in
the ^ati++++=the
hall ^npl++++=hall
cheered ^vbd+++xvbn+=cheered.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
upper ^jjb+atrb+++=upper
balcony ^nn++++=balcony
came ^vbd+++xvbn+=came
a ^at++++=a
slight ^jj+atrb+++=slight
sound ^nn++++=sound
of ^in++++=of
the ^ati++++=the
movements ^nns+nom+++=movements
of ^in++++=of
rustling ^jj+atrb+++=rustling
robes ^nns++++=robes
and ^cc++++=and
waist ^nn++++=waist-chains
- ^zz++++=EXTRAWORD
chains ^nns++++=EXTRAWORD
hung ^vbd+++xvbn+=hung
with ^in++++=with
golden ^jj+atrb+++=golden
bells ^nns++++=bells.
. ^zz++++=EXTRAWORD
Shekhar ^np+++??+=Shekhar
rose ^vbd+++xvbn+=rose
from ^in++++=from
his ^pp$+pp3+++=his
seat ^nn++++=seat
and ^cc++++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
dark ^jj+atrb+++=dark
night ^nn++++=night
of ^in++++=of
waning ^jj+atrb+++=waning
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poet ^nn++++=poet
Shekhar ^np+++??+=Shekhar
took ^vbd+++xvbn+=took
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
Mss ^np+++??+=MSS.
. ^zz++++=EXTRAWORD
from ^in++++=from
his ^pp$+pp3+++=his
shelves ^nns++++=shelves
and ^cc++++=and
heaped ^vbd+++xvbn+=heaped
them ^pp3o+pp3+++=them
on ^in++++=on
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
of ^in++++=of
them ^pp3o+pp3+++=them
contained ^vbd+++xvbn+=contained
his ^pp$+pp3+++=his
earliest ^jjt+atrb+++=earliest
writings ^nns++++=writings,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
forgotten ^vprf+++xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
over ^in++++=over
the ^ati++++=the
pages ^nns++++=pages,
, ^zz++++=EXTRAWORD
reading ^vbg+++xvbg+=reading
passages ^nns+nom+++=passages
here ^rn+pl+++=here
and ^cc++++=and
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
all ^abn++++=all
seemed ^vb+++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
poor ^jj++++=poor
and ^cc+phrs+++=and
trivial ^jj+atrb+++=trivial
mere ^jjb+atrb+++=mere
words ^nns++++=words
and ^cc++++=and
childish ^jj+atrb+++=childish
rhymes ^nns++++=rhymes!
! ^zz++++=EXTRAWORD
One ^pn++++=One
by ^in++++=by
one ^cd1++++=one
he ^pp3a+pp3+++=he
tore ^vbd+++xvbnx+=tore
his ^pp$+pp3+++=his
books ^nns++++=books
to ^in++++=to
fragments ^nns+nom+++=fragments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
them ^pp3o+pp3+++=them
into ^in++++=into
a ^at++++=a
vessel ^nn++++=vessel
containing ^vwbg+++xvbg+=containing
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
thee ^pp2+pp2+++=thee,
, ^zz++++=EXTRAWORD
to ^in++++=to
thee ^pp2+pp2+++=thee,
, ^zz++++=EXTRAWORD
O ^zz++++=O
my ^pp$+pp1+++=my
beauty ^nn++++=beauty,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
fire ^nn++++=fire!
! ^zz++++=EXTRAWORD
Thou ^pp2+pp2+++=Thou
hast ^&fw++++=hast
been ^vprf+ben+aux+xvbn+=been
burning ^vbg+++xvbgx+=burning
in ^in++++=in
my ^pp$+pp1+++=my
heart ^nn++++=heart
all ^rb++++=all
these ^dt+dem+++=these
futile ^jj+atrb+++=futile
years ^nns++++=years.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
my ^pp$+pp1+++=my
life ^nn++++=life
were ^vbd+bed+vrb++=were
a ^at++++=a
piece ^nn++++=piece
of ^in++++=of
gold ^nn++++=gold
it ^pp3+it+++=it
would ^md+prd+++=would
come ^vb++++=come
out ^rb+phrv+++=out
of ^in+ppvb+++=of
its ^pp$+it+++=its
trial ^nn++++=trial
brighter ^jjr++++=brighter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
trodden ^jj+atrb+++=trodden
turf ^nn++++=turf
of ^in++++=of
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nothing ^pn++++=nothing
remains ^vbz++++=remains
of ^in++++=of
it ^pp3+it+++=it
but ^cc++++=but
this ^dt+dem+++=this
handful ^nn+nom+++=handful
of ^in++++=of
ashes ^nns++++=ashes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
night ^nn++++=night
wore ^vbd+++xvbn+=wore
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Shekhar ^np+++??+=Shekhar
opened ^vbd+++xvbn+=opened
wide ^jj++++=wide
his ^pp$+pp3+++=his
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spread ^vbd+++xvbnx+=spread
upon ^in++++=upon
his ^pp$+pp3+++=his
bed ^nn++++=bed
the ^ati++++=the
white ^jj+atrb+++=white
flowers ^nns+nom+++=flowers
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved,
, ^zz++++=EXTRAWORD
the ^ati++++=the
jasmines ^nns+++??+=jasmines,
, ^zz++++=EXTRAWORD
tuberoses ^nns+++??+=tuberoses
and ^cc++++=and
chrysanthemums ^nns++++=chrysanthemums,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vpsv++agls+xvbn+=brought
into ^in++++=into
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom
all ^rb++++=all
the ^ati++++=the
lamps ^nns++++=lamps
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
in ^in++++=in
his ^pp$+pp3+++=his
house ^nn++++=house
and ^cc++++=and
lighted ^jj+++xvbn+=lighted
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
mixing ^nvbg+++xvbg+=mixing
with ^in++++=with
honey ^nn++++=honey
the ^ati++++=the
juice ^nn++++=juice
of ^in++++=of
some ^dti++++=some
poisonous ^jj+atrb+++=poisonous
root ^nn++++=root
he ^pp3a+pp3+++=he
drank ^vbd+++xvbnx+=drank
it ^pp3+it+++=it
and ^cc++++=and
lay ^jjb+++xvbn+=lay
down ^rp++++=down
on ^in++++=on
his ^pp$+pp3+++=his
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Golden ^jj+atrb+++=Golden
anklets ^nns+nom+++=anklets
tinkled ^vbd+++xvbn+=tinkled
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage
outside ^jjb++++=outside
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
subtle ^jj+atrb+++=subtle
perfume ^nn++++=perfume
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
room ^nn++++=room
with ^in++++=with
the ^ati++++=the
breeze ^nn++++=breeze.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poet ^nn++++=poet,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
shut ^vbd+++xvbn+=shut,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
lady ^nn++++=lady,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
you ^pp2+pp2+++=you
taken ^vbd+++xvbn+=taken
pity ^nn++++=pity
upon ^in++++=upon
your ^pp$+pp2+++=your
servant ^nn+nom+++=servant
at ^rb++++=at
last ^rb"++++=last
and ^cc++++=and
come ^vb++++=come
to ^to++++=to
see ^vbi+vprv+++=see
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
answer ^nn++++=answer
came ^vbd+++xvbn+=came
in ^in++++=in
a ^at++++=a
sweet ^jj+atrb+++=sweet
voice ^nn++++=voice
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
poet ^nn++++=poet,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Shekhar ^np+++??+=Shekhar
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
before ^rb++++=before
his ^pp$+pp3+++=his
bed ^nn++++=bed
the ^ati++++=the
figure ^nn++++=figure
of ^in++++=of
a ^at++++=a
woman ^nn++++=woman.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sight ^nn++++=sight
was ^vbd+bedz+vrb++=was
dim ^jj+pred+++=dim
and ^cc+phrs+++=and
blurred ^jj+++xvbn+=blurred.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
him ^vbi++++=him
that ^dt+dem+++=that
the ^ati++++=the
image ^nn++++=image
made ^vbd+++xvbn+=made
of ^in++++=of
a ^at++++=a
shadow ^nn++++=shadow
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
kept ^vprf+++xvbnx+=kept
throned ^vbd+++xvbn+=throned
in ^in++++=in
the ^ati++++=the
secret ^jj+atrb+++=secret
shrine ^nn++++=shrine
of ^in++++=of
his ^pp$+pp3+++=his
heart ^nn++++=heart
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
the ^ati++++=the
outer ^jjb+atrb+++=outer
world ^nn++++=world
in ^in++++=in
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
moment ^nn++++=moment
to ^in++++=to
gaze ^nn++++=gaze
upon ^in++++=upon
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
woman ^nn++++=woman
said ^vbd+vpub++xvbn+=said;
; ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
the ^ati++++=the
Princess ^nns+nom+++=Princess
Ajita ^np+++??+=Ajita."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
poet ^nn++++=poet
with ^in++++=with
a ^at++++=a
great ^jj+atrb+++=great
effort ^nn++++=effort
sat ^vbd+++xvbn+=sat
up ^rp++++=up
on ^in++++=on
his ^pp$+pp3+++=his
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
princess ^nns+nom+++=princess
whispered ^vbd+vpub++xvbn+=whispered
into ^in++++=into
his ^pp$+pp3+++=his
car ^nn++++=car:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
king ^nn++++=king
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
done ^vwbn+++xvbn+=done
you ^pp2+pp2+++=you
justice ^nn++++=justice.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you
who ^whp+who+++=who
won ^vbd+++xvbn+=won
at ^rb++++=at
the ^ati++++=the
combat ^nn++++=combat,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
poet ^nn++++=poet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
to ^in++++=to
crown ^nn++++=crown
you ^pp2+pp2+++=you
with ^in++++=with
the ^ati++++=the
crown ^nn++++=crown
of ^in++++=of
victory ^nn++++=victory."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
the ^ati++++=the
garland ^nn++++=garland
of ^in++++=of
flowers ^nns+nom+++=flowers
from ^in++++=from
her ^pp$+pp3+++=her
own ^ap++++=own
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
on ^in++++=on
his ^pp$+pp3+++=his
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
poet ^nn++++=poet
fell ^vbd+++xvbn+=fell
down ^rp++++=down
upon ^in++++=upon
his ^pp$+pp3+++=his
bed ^nn++++=bed
stricken ^jj++++=stricken
by ^in++++=by
death ^nn++++=death.
. ^zz++++=EXTRAWORD
