1440 ^cd++++=1440
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
began ^vbd+++xvbnx+=began
to ^to++++=to
remark ^vbi++++=remark
on ^in++++=on
a ^at++++=a
strange ^jj+atrb+++=strange
thing ^nn++++=thing
lying ^vwbg+++xvbg+=lying
by ^in++++=by
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Lady ^nn++++=Lady
Helen ^np++++=Helen's
's ^$++++=EXTRAWORD
great ^jj+atrb+++=great
dismay ^nn++++=dismay,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
perceived ^vbd+vprv++xvbnx+=perceived
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
the ^ati++++=the
case ^nn++++=case
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
crown ^nn++++=crown
was ^vbd+bedz+aux++=was
kept ^vpsv++agls+xvbnx+=kept.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
prevent ^vbi++++=prevent
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
from ^in++++=from
noticing ^xvbg+++xvbg+=noticing
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
pushed ^xvbn+++xvbn+=pushed
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
hottest ^jjt+atrb+++=hottest
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
stove ^nn++++=stove,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
by ^in++++=by
way ^in"++++=way
of ^in"++++=of
further ^jjb+atrb+++=further
precaution ^nn+nom+++=precaution,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
the ^ati++++=the
old ^jj+atrb+++=old
woman ^nn++++=woman
away ^rp+pl+++=away
with ^in++++=with
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
plea ^nn++++=plea
of ^in++++=of
asking ^xvbg+++xvbg+=asking
the ^ati++++=the
Queen ^nn++++=Queen
to ^to++++=to
make ^vbi++++=make
her ^pp3o+pp3+++=her
a ^at++++=a
bedeswoman ^jj++++=bedeswoman
at ^rb++++=at
Vienna ^np++++=Vienna,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+pdem+++=this
was ^vbd+bedz+aux++=was
granted ^vpsv++agls+xvbnx+=granted
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
all ^rb++++=all
was ^vbd+bedz+vrb++=was
ready ^jj+pred+++=ready,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gentleman ^nn+nom+++=gentleman
desired ^vbd+vsua++xvbn+=desired
his ^pp$+pp3+++=his
servant ^nn+nom+++=servant
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
cushion ^nn++++=cushion
and ^cc++++=and
put ^vb+++xvbn+=put
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
sledge ^nn++++=sledge
designed ^vbd+++xvbn+=designed
for ^in++++=for
himself ^ppl+pp3+++=himself
and ^cc++++=and
the ^ati++++=the
Lady ^nn++++=Lady
of ^in++++=of
Kottenner ^np+nom++??+=Kottenner.
. ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
took ^vbd+++xvbn+=took
it ^pp3+it+++=it
on ^in++++=on
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
hiding ^vbg+++xvbg+=hiding
it ^pp3+it+++=it
under ^in++++=under
an ^at++++=an
old ^jj+atrb+++=old
oxhide ^nn+++??+=oxhide,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
tail ^nn++++=tail
hanging ^vwbg+++xvbg+=hanging
down ^rp++++=down,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
laughter ^nn+nom+++=laughter
of ^in++++=of
all ^abn++++=all
beholders ^nns+nom+++=beholders.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen
further ^jjb+atrb+++=further
records ^nns++++=records
the ^ati++++=the
trying ^vb+++xvbg+=trying
to ^to+vcmp+++=to
get ^vbi++++=get
some ^dti++++=some
breakfast ^nn++++=breakfast
in ^in++++=in
the ^ati++++=the
marketplace ^nn+++??+=marketplace
and ^cc++++=and
finding ^nvbg+++xvbg+=finding
nothing ^pn++++=nothing
but ^cc++++=but
herrings ^nns++++=herrings,
, ^zz++++=EXTRAWORD
also ^rb++++=also
the ^ati++++=the
going ^nn++++=going
to ^in++++=to
mass ^nn++++=mass,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
care ^nn++++=care
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
not ^xnot++not++=not
to ^to++++=to
sit ^vbi++++=sit
upon ^in++++=upon
the ^ati++++=the
holy ^jj+atrb+++=holy
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
sit ^vb++++=sit
on ^in++++=on
its ^pp$+it+++=its
cushion ^nn++++=cushion
in ^in++++=in
the ^ati++++=the
sledge ^nn+++??+=sledge.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
dined ^vbd+++xvbnx+=dined
at ^rb++++=at
an ^at++++=an
inn ^nn++++=inn,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
took ^vbd+++xvbn+=took
care ^vb++++=care
to ^to+vcmp+++=to
keep ^vbi++++=keep
the ^ati++++=the
cushion ^nn++++=cushion
in ^in++++=in
sight ^nn++++=sight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
in ^in++++=in
the ^ati++++=the
dusk ^nn++++=dusk
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
Danube ^np++++=Danube
on ^in++++=on
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
becoming ^vbg+++xvbgx+=becoming
very ^ql+amp+++=very
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
halfway ^rb++++=halfway
across ^in+pl+++=across
it ^pp3+it+++=it
broke ^vbd+++xvbn+=broke
under ^in++++=under
the ^ati++++=the
maidens ^nns++++=maidens'
' ^zz++++=EXTRAWORD
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
Helen ^np++++=Helen
expected ^vwbn+vprv++xvbn+=expected
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
lost ^vpsv++agls+xvbnx+=lost
in ^in++++=in
the ^ati++++=the
Danube ^np++++=Danube,
, ^zz++++=EXTRAWORD
crown ^nn++++=crown
and ^cc++++=and
all ^rb++++=all.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
many ^ap++++=many
packages ^nns+nom+++=packages
were ^vbd+bed+aux++=were
lost ^vpsv++agls+xvbnx+=lost
under ^in++++=under
the ^ati++++=the
ice ^nn++++=ice,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
sledge ^nn+++??+=sledge
got ^vbd+++xvbn+=got
safe ^jj++++=safe
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
all ^rb++++=all
the ^ati++++=the
ladies ^nns++++=ladies,
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
whom ^whp+rel+pied++=whom
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
into ^in++++=into
her ^pp$+pp3+++=her
conveyance ^nn+nom+++=conveyance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
safely ^rb++++=safely
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
the ^ati++++=the
castle ^nn++++=castle
of ^in++++=of
Komorn ^np+++??+=Komorn
late ^jj++++=late
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
The ^ati++++=The
very ^ap+amp+++=very
hour ^nn++++=hour
of ^in++++=of
their ^pp$+pp3+++=their
arrival ^nn++++=arrival
a ^at++++=a
babe ^nn++++=babe
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
to ^in++++=to
the ^ati++++=the
Queen ^nn++++=Queen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
her ^pp$+pp3+++=her
exceeding ^vbg+++xvbg+=exceeding
joy ^nn++++=joy
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
son ^nn++++=son.
. ^zz++++=EXTRAWORD
Count ^npt++++=Count
von ^&fw++++=von
Eily ^np+++??+=Eily,
, ^zz++++=EXTRAWORD
hearing ^nvbg+++xvbg+=hearing
' ^zz++++='that
that ^dt+dem+++=EXTRAWORD
a ^at++++=a
king ^nn++++=king
and ^cc++++=and
friend ^nn++++=friend
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born
to ^in++++=to
him ^pp3o+pp3+++=him',
', ^nn+++??+=EXTRAWORD
'd ^md+prd+aux++=had
bonfires ^nns++++=bonfires
lighted ^vbd+++xvbn+=lighted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
torchlight ^nn++++=torchlight
procession ^nn++++=procession
on ^in++++=on
the ^ati++++=the
ice ^nn++++=ice
that ^tht+rel+++=that
same ^ap++++=same
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
early ^jj++++=early
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
came ^vbd+++xvbn+=came
the ^ati++++=the
Archbishop ^nn++++=Archbishop
of ^in++++=of
Gran ^np++++=Gran
to ^to++++=to
christen ^vbi++++=christen
the ^ati++++=the
child ^nn++++=child.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Queen ^nn++++=Queen
wished ^vbd+vprv++xvbn+=wished
her ^pp$+pp3+++=her
faithful ^jj+atrb+++=faithful
Helen ^np++++=Helen
to ^to++++=to
be ^vbi++vrb++=be
godmother ^jjr+pred+++=godmother,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
refused ^vbd+++xvbnx+=refused
in ^in++++=in
favor ^in"++++=favor
of ^in"++++=of
some ^dti++++=some
lady ^nn++++=lady
whose ^whp+rel+obj++=whose
family ^nn++++=family
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
probably ^rb++++=probably
needful ^vb+pred+++=needful
to ^to+vcmp+++=to
propitiate ^nn+nom+++=propitiate.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
the ^ati++++=the
little ^ap++++=little
princess ^nns+nom+++=princess
Elizabeth ^np++++=Elizabeth's
's ^$++++=EXTRAWORD
mourning ^nvbg+++xvbg+=mourning
for ^in++++=for
her ^pp3o+pp3+++=her
father ^npt++++=father
and ^cc++++=and
dressed ^xvbn+++xvbn+=dressed
her ^pp$+pp3+++=her
in ^in++++=in
red ^jj++++=red
and ^cc++++=and
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
all ^abn++++=all
the ^ati++++=the
maidens ^nns++++=maidens
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
gay ^jj+atrb+++=gay
apparel ^nn+++??+=apparel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
great ^jj++++=great
rejoicing ^jj+++xvbg+=rejoicing
and ^cc+phrs+++=and
thanksgiving ^jj+++xvbg+=thanksgiving
when ^wrb+who+++=when
the ^ati++++=the
babe ^nn++++=babe
was ^vbd+bedz+aux++=was
christened ^vpsv++agls+xvbnx+=christened
Ladislas ^np+++??+=Ladislas,
, ^zz++++=EXTRAWORD
after ^in++++=after
a ^at++++=a
sainted ^jj+++xvbn+=sainted
King ^npt++++=King
of ^in++++=of
Hungary ^np+nom+++=Hungary.
. ^zz++++=EXTRAWORD
The ^ati++++=The
peril ^nn++++=peril
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
from ^rb"++++=from
ended ^vbd+++xvbn+=ended;
; ^zz++++=EXTRAWORD
for ^in++++=for
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
Magyars ^np+++??+=Magyars
had ^vb+hv+vrb++=had
no ^at++++=no
notion ^nn++++=notion
of ^in++++=of
accepting ^xvbg+++xvbg+=accepting
an ^at++++=an
infant ^nn++++=infant
for ^in++++=for
their ^pp$+pp3+++=their
king ^nn++++=king,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
Easter ^np++++=Easter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
King ^nn++++=King
of ^in++++=of
Poland ^np++++=Poland
was ^vbd+bedz+aux++=was
advancing ^vbg+++xvbgx+=advancing
upon ^in++++=upon
Buda ^np++++=Buda,
, ^zz++++=EXTRAWORD
to ^to++++=to
claim ^vbi++++=claim
the ^ati++++=the
realm ^nn++++=realm
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
invited ^vpsv++agls+xvbnx+=invited.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
had ^vbd+hvd+aux++=had
discovered ^vprf+++xvbnx+=discovered
the ^ati++++=the
abstraction ^nn+nom+++=abstraction
of ^in++++=of
the ^ati++++=the
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Elizabeth ^np++++=Elizabeth's
's ^$++++=EXTRAWORD
object ^nn++++=object
was ^vbd+bedz+aux++=was
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
child ^nn++++=child
to ^in++++=to
Weissenburg ^np+++??+=Weissenburg,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
have ^vb+hv+aux++=have
him ^pp3o+pp3+++=him
crowned ^vbd+++xvbn+=crowned,
, ^zz++++=EXTRAWORD
so ^rb++++=so
as ^in++++=as
to ^in++++=to
disconcert ^nn+++??+=disconcert
the ^ati++++=the
Polish ^jj+atrb+++=Polish
party ^nn++++=party.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
to ^in++++=to
Buda ^np++++=Buda
for ^in++++=for
cloth ^nn++++=cloth
of ^in++++=of
gold ^nn++++=gold
to ^to++++=to
make ^vbi++++=make
him ^pp3o+pp3+++=him
a ^at++++=a
coronation ^nn+nom+++=coronation
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
in ^in++++=in
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Helen ^np++++=Helen
therefore ^rb+cnj+++=therefore
shut ^vb+++xvbn+=shut
herself ^ppl+pp3+++=herself
into ^in++++=into
the ^ati++++=the
chapel ^nn++++=chapel
at ^rb++++=at
Komorn ^np+++??+=Komorn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
with ^in++++=with
doors ^nns++++=doors
fast ^rb++++=fast
bolted ^vbd+++xvbn+=bolted,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
up ^rp++++=up
a ^at++++=a
rich ^jj+atrb+++=rich
and ^cc+phrs+++=and
beautiful ^jj+atrb+++=beautiful
vestment ^nn+nom+++=vestment
of ^in++++=of
his ^pp$+pp3+++=his
grandfather ^nn+nom+++=grandfather's,
's, ^nn+++??+=EXTRAWORD
the ^ati++++=the
emperor ^nn++++=emperor
Sigismund ^np++++=Sigismund,
, ^zz++++=EXTRAWORD
of ^in++++=of
red ^jj++++=red
and ^cc++++=and
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
with ^in++++=with
silver ^nn++++=silver
spots ^vbz++++=spots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
into ^in++++=into
a ^at++++=a
tiny ^jj+atrb+++=tiny
coronation ^nn+nom+++=coronation
robe ^nn++++=robe,
, ^zz++++=EXTRAWORD
with ^in++++=with
surplice ^nn++++=surplice
and ^cc++++=and
humeral ^jj++++=humeral
( ^zz++++=(or
or ^cc++++=EXTRAWORD
shoulder ^nn+nom+++=shoulder-piece),
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
stole ^vbd+++xvbn+=stole
and ^cc++++=and
banner ^nn++++=banner,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gloves ^nns++++=gloves
and ^cc++++=and
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Queen ^nn++++=Queen
was ^vbd+bedz+aux++=was
much ^ap++++=much
alarmed ^vpsv++by+xvbn+=alarmed
by ^in++++=by
a ^at++++=a
report ^vb++++=report
that ^tht+vcmp+++=that
the ^ati++++=the
Polish ^jj+atrb+++=Polish
party ^nn++++=party
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
stop ^vbi++++=stop
her ^pp$+pp3+++=her
on ^in++++=on
her ^pp$+pp3+++=her
way ^nn++++=way
to ^in++++=to
Weissenburg ^np+++??+=Weissenburg;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
the ^ati++++=the
baggage ^nn+nom+++=baggage
should ^md+nec+++=should
be ^vb+be+aux++=be
seized ^vpsv++agls+xvbnx+=seized
and ^cc+phrs+++=and
searched ^vbd+++xvbn+=searched,
, ^zz++++=EXTRAWORD
the ^ati++++=the
discovery ^nn+nom+++=discovery
of ^in++++=of
the ^ati++++=the
crown ^nn++++=crown
might ^md+pos+++=might
have ^vb+hv+vrb++=have
fatal ^jj+atrb+++=fatal
consequences ^nns+nom+++=consequences.
. ^zz++++=EXTRAWORD
Helen ^np++++=Helen,
, ^zz++++=EXTRAWORD
on ^in++++=on
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
observed ^vb+++xvbn+=observed
that ^tht+vcmp+++=that
the ^ati++++=the
King ^nn++++=King
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
important ^jj+pred+++=important
than ^in++++=than
the ^ati++++=the
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
best ^jjt+atrb+++=best
way ^nn++++=way
would ^md+prd+++=would
be ^vb+be+aux++=be
to ^to++++=to
keep ^vbi++++=keep
them ^pp3o+pp3+++=them
together ^nn+nom+++=together;
; ^zz++++=EXTRAWORD
so ^ql++++=so
she ^pp3a+pp3+++=she
wrapped ^vbd+++xvbnx+=wrapped
up ^rp++++=up
the ^ati++++=the
crown ^nn++++=crown
in ^in++++=in
a ^at++++=a
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hid ^vbd+++xvbn+=hid
it ^pp3+it+++=it
under ^in++++=under
the ^ati++++=the
mattress ^nns+nom+++=mattress
of ^in++++=of
his ^pp$+pp3+++=his
cradle ^nn++++=cradle,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
long ^jj+atrb+++=long
spoon ^nn++++=spoon
for ^in++++=for
mixing ^xvbg+++xvbg+=mixing
his ^pp$+pp3+++=his
pap ^nn+++??+=pap
upon ^in++++=upon
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
the ^ati++++=the
Queen ^nn++++=Queen,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
might ^md+pos+++=might
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
his ^pp$+pp3+++=his
crown ^nn++++=crown
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
On ^in++++=On
Tuesday ^nr++++=Tuesday
before ^cs+sub+++=before
Whit ^np+++??+=Whit
Sunday ^nr++++=Sunday
the ^ati++++=the
party ^nn++++=party
set ^vbd+++xvbn+=set
out ^rb+cnj+++=out,
, ^zz++++=EXTRAWORD
escorted ^xvbn+++xvbn+=escorted
by ^in++++=by
Count ^nn++++=Count
Ulric ^np+++??+=Ulric,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
other ^ap++++=other
knights ^nns++++=knights
and ^cc++++=and
nobles ^nns++++=nobles.
. ^zz++++=EXTRAWORD
After ^in++++=After
crossing ^xvbg+++xvbg+=crossing
the ^ati++++=the
Danube ^np++++=Danube
in ^in++++=in
a ^at++++=a
large ^jj+atrb+++=large
boat ^nn++++=boat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Queen ^nn++++=Queen
and ^cc++++=and
her ^pp$+pp3+++=her
little ^ap++++=little
girl ^nn++++=girl
were ^vbd+bed+aux++=were
placed ^vpsv++agls+xvbnx+=placed
in ^in++++=in
a ^at++++=a
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
more ^rbr++++=more
probably ^rb++++=probably
a ^at++++=a
litter ^nn++++=litter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
ladies ^nns++++=ladies
rode ^vbd+++xvbn+=rode,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cradle ^nn++++=cradle
and ^cc++++=and
its ^pp$+it+++=its
precious ^jj+atrb+++=precious
contents ^nns++++=contents
were ^vbd+bed+aux++=were
carried ^vpsv++by+xvbnx+=carried
by ^in++++=by
four ^cd++++=four
men ^nns++++=men;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+dem+++=this
the ^ati++++=the
poor ^jj+atrb+++=poor
little ^jj+atrb+++=little
Lassla ^np+++??+=Lassla,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Helen ^np++++=Helen
shortens ^vbz+++??+=shortens
his ^pp$+pp3+++=his
lengthy ^jj+atrb+++=lengthy
name ^nn++++=name,
, ^zz++++=EXTRAWORD
resented ^j+++xvbn+=resented
so ^ql++++=so
much ^ap++++=much,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
scream ^vbi++++=scream
so ^ql+emph+++=so
loud ^jj++++=loud
that ^dt+dem+++=that
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
dismount ^vbi++++=dismount
and ^cc+phrs+++=and
carry ^vb++++=carry
him ^pp3o+pp3+++=him
in ^in++++=in
her ^pp$+pp3+++=her
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
along ^in++++=along
a ^at++++=a
road ^npl++++=road
rendered ^vbd+++xvbn+=rendered
swampy ^nn+++??+=swampy
by ^in++++=by
much ^ap++++=much
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
found ^vbd+vprv++xvbnx+=found
all ^abn++++=all
the ^ati++++=the
villages ^nns+nom+++=villages
deserted ^vwbn+++xvbn+=deserted
by ^in++++=by
the ^ati++++=the
peasants ^nns+nom+++=peasants,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fled ^vprf+++xvbnx+=fled
into ^in++++=into
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
most ^ql+emph+++=most
of ^in++++=of
their ^pp$+pp3+++=their
lords ^nns++++=lords
were ^vbd+bed+vrb++=were
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
party ^nn++++=party,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
expected ^vbd+vprv++xvbnx+=expected
an ^at++++=an
attack ^nn++++=attack,
, ^zz++++=EXTRAWORD
so ^cs+sub+++=so
the ^ati++++=the
little ^ap++++=little
king ^npt++++=king
was ^vbd+bedz+aux++=was
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
the ^ati++++=the
carriage ^nn+nom+++=carriage
with ^in++++=with
his ^pp$+pp3+++=his
mother ^nn++++=mother
and ^cc++++=and
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ladies ^nns++++=ladies
formed ^vbd+++xvbn+=formed
a ^at++++=a
circle ^nn++++=circle
round ^in++++=round
it ^pp3+it+++=it
' ^zz++++='that
that ^dt+dem+++=EXTRAWORD
if ^cs+cnd+++=if
anyone ^pn++++=anyone
shot ^vbd+++xvbn+=shot
at ^rb++++=at
the ^ati++++=the
carriage ^nn+nom+++=carriage
we ^pp1a+pp1+++=we
might ^md+pos+++=might
receive ^vb++++=receive
the ^ati++++=the
stroke ^nn++++=stroke'.
'. ^nn+++??+=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
danger ^nn++++=danger
was ^vbd+bedz+vrb++=was
over ^in++++=over
the ^ati++++=the
child ^nn++++=child
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
out ^rp+pl+++=out
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
would ^md+prd+++=would
be ^vb+be+vrb++=be
content ^nn++++=content
nowhere ^rb+pl+++=nowhere
but ^cc++++=but
in ^in++++=in
the ^ati++++=the
arms ^nns++++=arms
of ^in++++=of
either ^dtx++++=either
his ^pp$+pp3+++=his
nurse ^nn++++=nurse
or ^cc++++=or
of ^in++++=of
faithful ^jj+atrb+++=faithful
Helen ^np++++=Helen,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
took ^vbd+++xvbn+=took
turns ^nns++++=turns
to ^to++++=to
carry ^vbi++++=carry
him ^pp3o+pp3+++=him
on ^in++++=on
foot ^nn++++=foot
nearly ^rb+down+++=nearly
all ^rb++++=all
the ^ati++++=the
way ^nn++++=way,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
in ^in++++=in
a ^at++++=a
high ^jj+atrb+++=high
wind ^nn++++=wind
which ^whp+rel+subj++=which
covered ^vwbn+++xvbn+=covered
them ^pp3o+pp3+++=them
with ^in++++=with
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
in ^in++++=in
great ^jj+atrb+++=great
heat ^nn++++=heat,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
in ^in++++=in
rain ^nn++++=rain
so ^rb+emph+++=so
heavy ^jj++++=heavy
that ^cs+sub+++=that
Helen ^np++++=Helen's
's ^$++++=EXTRAWORD
fur ^nn++++=fur
pelisse ^nn+++??+=pelisse,
, ^zz++++=EXTRAWORD
with ^in++++=with
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
covered ^vbd+++xvbnx+=covered
his ^pp$+pp3+++=his
cradle ^nn++++=cradle,
, ^zz++++=EXTRAWORD
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
wrung ^xvbn+++xvbn+=wrung
