As ^ql++++=AS
himself ^ppl+pp3+++=himself
upon ^in++++=upon
the ^ati++++=the
little ^ap++++=little-o
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
box ^nn++++=box
with ^in++++=with
a ^at++++=a
blindfold ^nn+++??+=blindfold
impetuosity ^nn+nom+++=impetuosity
- ^zz++++=-but
but ^cc+cls+++=EXTRAWORD
who ^whp+who+++=who
shall ^md+prd+++=shall
describe ^vb++++=describe
his ^pp$+pp3+++=his
horror ^nn++++=horror
when ^wrb+who+++=when
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
came ^vbd+++xvbn+=came
up ^rp++++=up
without ^in++++=without
the ^ati++++=the
anticipated ^jj+atrb++xvbn+=anticipated
letter ^nn++++=letter
in ^in++++=in
their ^pp$+pp3+++=their
clutch ^nn++++=clutch?
? ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
shall ^md+prd+++=shall
paint ^vb++++=paint
his ^pp$+pp3+++=his
astonishment ^nn+nom+++=astonishment
and ^cc++++=and
rage ^nn++++=rage
at ^rb++++=at
perceiving ^nn++++=perceiving,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
rubbed ^vbd+++xvbnx+=rubbed
his ^pp$+pp3+++=his
knuckles ^nns++++=knuckles,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
only ^rb+down+splt++=only
thumping ^vbg+++xvbg+=thumping
them ^pp3o+pp3+++=them
to ^in++++=to
no ^ati++neg++=no
purpose ^nn++++=purpose,
, ^zz++++=EXTRAWORD
against ^in++++=against
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
an ^at++++=an
empty ^jj+atrb+++=empty
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
single ^jj++++=single
little ^ap++++=little-o
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
little ^ap++++=little-o
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
hole ^nn++++=hole;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
glancing ^vbg+++xvbg+=glancing
fearfully ^rb++++=fearfully
at ^in++++=at
the ^ati++++=the
capital ^nn++++=capital-O
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
partition ^nn+nom+++=partition,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
to ^in++++=to
his ^pp$+pp3+++=his
extreme ^jj+atrb+++=extreme
terror ^nn++++=terror,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
precisely ^rb++++=precisely
similar ^jj+atrb+++=similar
predicament ^nn+nom+++=predicament.
. ^zz++++=EXTRAWORD
Awe ^nn++++=Awe
- ^zz++++=-stricken,
stricken ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
first ^od++++=first
impulse ^nn++++=impulse
was ^vbd+bedz+vrb++=was
to ^in++++=to
rush ^nn++++=rush
to ^in++++=to
the ^ati++++=the
foreman ^nn++++=foreman.
. ^zz++++=EXTRAWORD
' ^zz++++='Sir!'
sir ^npt++++=EXTRAWORD
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
gasping ^vbg+++xvbg+=gasping
for ^in++++=for
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
never ^rb++++=never
set ^vb+++xvbn+=set
up ^rb+phrv+++=up
nothing ^pn++++=nothing
without ^in++++=without
no ^at++++=no
o ^zz++++=o's.'
's.' ^nn+++??+=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
by ^in++++=by
that ^dt+pdem+++=that?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
growled ^vbd+++xvbn+=growled
the ^ati++++=the
foreman ^nn++++=foreman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
very ^ql+amp+++=very
ill ^jj+atrb+++=ill
humor ^nn++++=humor
at ^rb++++=at
being ^xvbg+++xvbg+=being
kept ^vbd+++xvbn+=kept
so ^ql+emph+++=so
late ^jj++++=late.
. ^zz++++=EXTRAWORD
' ^zz++++='Why,
why ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
beant ^nn++++=beant
an ^at++++=an
o ^zz++++=o
in ^in++++=in
the ^ati++++=the
office ^nn++++=office,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
a ^at++++=a
big ^jj++++=big
un ^&fw++++=un
nor ^cc++neg++=nor
a ^rb++++=a
little ^rb"++++=little
un ^&fw++++=un!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
- ^zz++++=-what
what ^wdt+who+++=EXTRAWORD
the ^ati++++=the
d ^zz++++=d-l
- ^zz++++=EXTRAWORD
l ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
of ^in++++=of
all ^abn++++=all
that ^dt+pdem+++=that
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
case ^nn++++=case?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them
ere ^nn+++??+=ere
" ^zz++++="G'zette"
g ^zz++++=EXTRAWORD
'zette" ^nn+++??+=EXTRAWORD
devils ^nns++++=devils
is ^vbz+bez+vrb++=is
bin ^&fw++++=bin
prowling ^jj++++=prowling
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
here ^rn+pl+++=here
all ^rb++++=all
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
spect ^nn+++??+=spect
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
gone ^vpsv++agls+xvbnx+=gone
and ^cc++++=and
cabbaged ^jj+++xvbn+=cabbaged
them ^pp3o+pp3+++0='em
every ^at++++=every
one ^pn++++=one.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Dod
dod ^nn+++??+=EXTRAWORD
rot ^nn++++=rot
him ^pp3o+pp3+++=him!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=haven't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
doubt ^nn++++=doubt
of ^in++++=of
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
foreman ^nn++++=foreman,
, ^zz++++=EXTRAWORD
getting ^vbg+++xvbg+=getting
purple ^nn++++=purple
with ^in++++=with
rage ^nn++++=rage
' ^zz++++='but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
Bob ^np++++=Bob,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
good ^jj+atrb+++=good
boy ^nn++++=boy
- ^zz++++=-you
you ^pp2+pp2+++=EXTRAWORD
go ^vb++++=go
over ^in++++=over
the ^ati++++=the
first ^od++++=first
chance ^nn++++=chance
you ^pp2+pp2+++=you
get ^vb++++=get
and ^cc++++=and
hook ^nn++++=hook
every ^at++++=every
one ^pn++++=one
of ^in++++=of
their ^pp$+pp3+++=their
i ^pp1a+pp1+++=i's
's ^vbz+bez+vrb++0=EXTRAWORD
and ^cc++++=and
( ^zz++++=(d-n
d ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
n ^zz++++=EXTRAWORD
them ^pp3o+pp3+++=them!)
! ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
izzards ^nns+++??+=izzards.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Jist
jist ^nn++++=EXTRAWORD
so ^rb+cnj+++=so,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Bob ^np++++=Bob,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
wink ^nn++++=wink
and ^cc++++=and
a ^at++++=a
frown ^nn++++=frown
- ^zz++++=-'I'll
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
into ^in++++=into
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++0='em
know ^vb+vprv+++=know
a ^at++++=a
thing ^nn++++=thing
or ^cc++++=or
two ^cd++++=two;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
de ^&fw++++=de
meantime ^nn++++=meantime,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
ere ^nn+++??+=ere
paragrab ^nn+++??+=paragrab?
? ^zz++++=EXTRAWORD
Mus ^np+++??+=Mus
go ^vb++++=go
in ^in++++=in
to ^to++++=to-night,
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
- ^zz++++=-else
else ^rb+cnj+++=EXTRAWORD
there ^ex+pex+++=there'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
the ^ati++++=the
d ^zz++++=d-l
- ^zz++++=EXTRAWORD
l ^zz++++=EXTRAWORD
to ^to++++=to
pay ^vbi++++=pay,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and-'
- ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='And
and ^cc++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
pitch ^nn++++=pitch
hot ^jj++++=hot,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
interrupted ^vwbn+++xvbn+=interrupted
the ^ati++++=the
foreman ^nn++++=foreman,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
deep ^jj+atrb+++=deep
sigh ^nn++++=sigh,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
emphasis ^nn++++=emphasis
on ^in++++=on
the ^ati++++=the
' ^zz++++='bit.'
bit ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
a ^at++++=a
long ^jj+atrb+++=long
paragraph ^nn++++=paragraph,
, ^zz++++=EXTRAWORD
Bob ^np++++=Bob?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Shouldn't
should ^md+nec+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
call ^vb++++=call
it ^pp3+it+++=it
a ^at++++=a
wery ^nn++++=wery
long ^rb++++=long
paragrab ^nn+++??+=paragrab,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Bob ^np++++=Bob.
. ^zz++++=EXTRAWORD
' ^zz++++='Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then!
! ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
the ^ati++++=the
best ^jjt++++=best
you ^pp2+pp2+++=you
can ^md+pos+++=can
with ^in++++=with
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
must ^md+nec+++=must
get ^vb++++=get
to ^to+vcmp+++=to
press ^vb++++=press,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
foreman ^nn++++=foreman,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
over ^in++++=over
head ^jjb++++=head
and ^cc++++=and
ears ^nns++++=ears
in ^in++++=in
work ^nn++++=work;
; ^zz++++=EXTRAWORD
' ^zz++++='just
just ^rb+emph+++=EXTRAWORD
stick ^nn++++=stick
in ^in++++=in
some ^dti++++=some
other ^ap++++=other
letter ^nn++++=letter
for ^in++++=for
o ^zz++++=o;
; ^zz++++=EXTRAWORD
nobody ^pn++++=nobody's
's ^vbz+bez+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
read ^vb+vprv++xvbn+=read
the ^ati++++=the
fellow ^jjb+atrb+++=fellow's
's ^vbz+bez+vrb++0=EXTRAWORD
trash ^nn++++=trash
anyhow ^rb++++=anyhow.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Wery
wery ^nn++++=EXTRAWORD
well ^rb+cnj+++=well,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Bob ^np++++=Bob,
, ^zz++++=EXTRAWORD
' ^zz++++='here
here ^rn+pl+++=EXTRAWORD
goes ^vbz++++=goes
it ^pp3+it+++=it!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
and ^cc++++=and
off ^in+pl+++=off
he ^pp3a+pp3+++=he
hurried ^vbd+++xvbnx+=hurried
to ^in++++=to
his ^pp$+pp3+++=his
case ^nn++++=case,
, ^zz++++=EXTRAWORD
muttering ^nvbg+++xvbg+=muttering
as ^ql++++=as
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went:
: ^zz++++=EXTRAWORD
' ^zz++++='Considdeble
considdeble ^nn+++??+=EXTRAWORD
vell ^nn+++??+=vell,
, ^zz++++=EXTRAWORD
them ^pp3o+pp3+++=them
ere ^jj+atrb++??+=ere
expressions ^nns++++=expressions,
, ^zz++++=EXTRAWORD
perticcler ^jjr++++=perticcler
for ^in++++=for
a ^at++++=a
man ^nn++++=man
as ^ql++++=as
does ^vbz+doz+vrb++=doesn't
n't ^xnot++not++0=EXTRAWORD
swar ^nn+++??+=swar.
. ^zz++++=EXTRAWORD
So ^ql++++=So
I ^np++++=I's
's ^$++++=EXTRAWORD
to ^in++++=to
gouge ^nn++++=gouge
out ^rp+pl+++=out
all ^rb++++=all
their ^pp$+pp3+++=their
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
eh ^uh++++=eh?
? ^zz++++=EXTRAWORD
and ^cc+cls+++=and
d ^zz++++=d-n
- ^zz++++=EXTRAWORD
n ^zz++++=EXTRAWORD
all ^abn++++=all
their ^pp$+pp3+++=their
gizzards ^nns+++??+=gizzards!
! ^zz++++=EXTRAWORD
Vell ^np+++??+=Vell!
! ^zz++++=EXTRAWORD
this ^dt+dem+++=this
here ^rn+pl+++=here's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
chap ^nn++++=chap
as ^ql++++=as
is ^vbz+bez+vrb++=is
just ^rb+emph+++=just
able ^jj+pred+++=able
for ^in++++=for
to ^to++++=to
do ^vbi++++=do
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
The ^ati++++=The
fact ^nn++++=fact
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
although ^cs+con+++=although
Bob ^np++++=Bob
was ^vbd+bedz+vrb++=was
but ^cc++++=but
twelve ^cd++++=twelve
years ^nns++++=years
old ^jj++++=old
and ^cc++++=and
four ^cd++++=four
feet ^nns++++=feet
high ^jj++++=high,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
equal ^jj+pred+++=equal
to ^in++++=to
any ^dti++++=any
amount ^nn++++=amount
of ^in++++=of
fight ^nn++++=fight,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
way ^nn++++=way.
. ^zz++++=EXTRAWORD
The ^ati++++=The
exigency ^nn++++=exigency
here ^rn+pl+++=here
described ^vbd+++xvbn+=described
is ^vbz+bez+vrb++=is
by ^in++++=by
no ^at++++=no
means ^nn++++=means
of ^in++++=of
rare ^jj+atrb+++=rare
occurrence ^nn+nom+++=occurrence
in ^in++++=in
printing ^xvbg+++xvbg+=printing-offices;
- ^zz++++=EXTRAWORD
offices ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
tell ^vb++++=tell
how ^wrb+who+++=how
to ^in++++=to
account ^nn++++=account
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
fact ^nn++++=fact
is ^vbz+bez+vrb++=is
indisputable ^jj+pred+++=indisputable,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
when ^wrb+who+++=when
the ^ati++++=the
exigency ^nn++++=exigency
does ^vbz+doz+aux++=does
occur ^vb++++=occur,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
almost ^rb+hdg+++=almost
always ^rb++++=always
happens ^vbz+vsua+++=happens
that ^tht+vcmp+++=that
x ^zz++++=x
is ^vbz+bez+aux++=is
adopted ^vpsv++agls+xvbnx+=adopted
as ^ql++++=as
a ^at++++=a
substitute ^nn++++=substitute
for ^in++++=for
the ^ati++++=the
letter ^nn++++=letter
deficient ^jj++++=deficient.
. ^zz++++=EXTRAWORD
The ^ati++++=The
true ^jj+atrb+++=true
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
x ^zz++++=x
is ^vbz+bez+vrb++=is
rather ^rb++++=rather
the ^ati++++=the
most ^ql+emph+++=most
superabundant ^jj+atrb+++=superabundant
letter ^nn++++=letter
in ^in++++=in
the ^ati++++=the
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
at ^rb++++=at
least ^rb"++++=least
was ^vbd+bedz+vrb++=was
so ^rb++++=so
in ^in++++=in
the ^ati++++=the
old ^jj+atrb+++=old
times ^nns++++=times
- ^zz++++=-long
long ^rb++++=EXTRAWORD
enough ^qlp++++=enough
to ^to++++=to
render ^vbi++++=render
the ^ati++++=the
substitution ^nn+nom+++=substitution
in ^in++++=in
question ^nn+nom+++=question
an ^at++++=an
habitual ^jj+atrb+++=habitual
thing ^nn++++=thing
with ^in++++=with
printers ^nns+nom+++=printers.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
Bob ^np++++=Bob,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
considered ^vprf+++xvbnx+=considered
it ^pp3+it+++=it
heretical ^jj++++=heretical
to ^to++++=to
employ ^vbi++++=employ
any ^dti++++=any
other ^ap++++=other
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
case ^nn++++=case
of ^in++++=of
this ^dt+dem+++=this
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
than ^in++++=than
the ^ati++++=the
x ^zz++++=x
to ^to++++=to
which ^whp+who+++=which
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
accustomed ^vpsv++agls+xvbnx+=accustomed.
. ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
shell ^nn++++=shell
have ^vb+hv+vrb++=have
to ^in++++=to
x ^zz++++=x
this ^dt+dem+++=this
ere ^nn+++??+=ere
paragrab ^nn+++??+=paragrab,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it
over ^rb++++=over
in ^in++++=in
astonishment ^nn+nom+++=astonishment,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
jest ^rb++++=jest
about ^in++++=about
the ^ati++++=the
awfulest ^jjt++++=awfulest
o ^zz++++=o-wy
- ^zz++++=EXTRAWORD
wy ^nn+++??+=EXTRAWORD
paragrab ^nn+++??+=paragrab
I ^pp1a+pp1+++=I
ever ^rb++++=ever
did ^vbd+dod+aux++=did
see ^vb+vprv+++=see':
': ^nn+++??+=EXTRAWORD
so ^ql++++=so
x ^zz++++=x
it ^pp3+it+++=it
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
unflinchingly ^rb+cnj+++=unflinchingly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
press ^nn++++=press
it ^pp3+it+++=it
went ^vbd+++xvbn+=went
x ^zz++++=x-ed.
- ^zz++++=EXTRAWORD
ed ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
morning ^nn++++=morning
the ^ati++++=the
population ^nn+nom+++=population
of ^in++++=of
Nopolis ^np+++??+=Nopolis
were ^vbd+bed+aux++=were
taken ^vpsv++agls+xvbnx+=taken
all ^abn++++=all
aback ^rb++++=aback
by ^in++++=by
reading ^xvbg+++xvbg+=reading
in ^in++++=in
' ^zz++++='The
the ^ati++++=EXTRAWORD
Tea ^nn++++=Tea-Pot,'
- ^zz++++=EXTRAWORD
pot ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
the ^ati++++=the
following ^jj+atrb++xvbg+=following
extraordinary ^jj+atrb+++=extraordinary
leader ^nn++++=leader:
: ^zz++++=EXTRAWORD
' ^zz++++='Sx
sx ^&fo++++=EXTRAWORD
hx ^nn+++??+=hx,
, ^zz++++=EXTRAWORD
Jxhn ^np+++??+=Jxhn!
! ^zz++++=EXTRAWORD
hxw ^nn+++??+=hxw
nxw ^nn+++??+=nxw?
? ^zz++++=EXTRAWORD
Txld ^np+++??+=Txld
yxu ^nn+++??+=yxu
sx ^&fo++++=sx,
, ^zz++++=EXTRAWORD
yxu ^nn+++??+=yxu
knxw ^nn+++??+=knxw.
. ^zz++++=EXTRAWORD
Dx ^np+++??+=Dxn't
n't ^xnot++not++0=EXTRAWORD
crxw ^nn+++??+=crxw,
, ^zz++++=EXTRAWORD
anxther ^jjr+atrb+++=anxther
time ^nn++++=time,
, ^zz++++=EXTRAWORD
befxre ^nn+++??+=befxre
yxu ^nn+++??+=yxu're
're ^vb+ber+vrb++0=EXTRAWORD
xut ^nn+++??+=xut
xf ^nn+++??+=xf
the ^ati++++=the
wxxds ^nns+++??+=wxxds!
! ^zz++++=EXTRAWORD
Dxes ^np+++??+=Dxes
yxur ^nn+++??+=yxur
mxther ^jjr+atrb+++=mxther
knxw ^nn+++??+=knxw
yxu ^nn+++??+=yxu're
're ^vb+ber+vrb++0=EXTRAWORD
xut ^nn+++??+=xut?
? ^zz++++=EXTRAWORD
Xh ^np+++??+=Xh,
, ^zz++++=EXTRAWORD
nx ^nn+++??+=nx,
, ^zz++++=EXTRAWORD
nx ^nn+++??+=nx!
! ^zz++++=EXTRAWORD
- ^zz++++=-sx
sx ^&fo++++=EXTRAWORD
gx ^nn+++??+=gx
hxme ^nn+++??+=hxme
at ^rb++++=at
xnce ^nn+++??+=xnce,
, ^zz++++=EXTRAWORD
nxw ^nn+++??+=nxw,
, ^zz++++=EXTRAWORD
Jxhn ^np+++??+=Jxhn,
, ^zz++++=EXTRAWORD
tx ^nn+++??+=tx
yxur ^nn+++??+=yxur
xdixus ^nns+++??+=xdixus
xld ^nn+++??+=xld
wxxds ^nns+++??+=wxxds
xf ^nn+++??+=xf
Cxncxrd ^np+++??+=Cxncxrd!
! ^zz++++=EXTRAWORD
Gx ^np+++??+=Gx
hxme ^nn+++??+=hxme
tx ^nn+++??+=tx
yxur ^nn+++??+=yxur
wxxds ^nns+++??+=wxxds,
, ^zz++++=EXTRAWORD
xld ^nn+++??+=xld
xwl ^nn+++??+=xwl,
, ^zz++++=EXTRAWORD
- ^zz++++=-gx!
gx ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Yxu ^np+++??+=Yxu
wx ^nn+++??+=wxn't?
n't ^xnot++not++0=EXTRAWORD
? ^zz++++=EXTRAWORD
Xh ^np+++??+=Xh,
, ^zz++++=EXTRAWORD
pxh ^nn+++??+=pxh,
, ^zz++++=EXTRAWORD
pxh ^nn+++??+=pxh,
, ^zz++++=EXTRAWORD
Jxhn ^np+++??+=Jxhn,
, ^zz++++=EXTRAWORD
dx ^nn+++??+=dxn't
n't ^xnot++not++0=EXTRAWORD
dx ^jj+++??+=dx
sx ^&fo++++=sx!
! ^zz++++=EXTRAWORD
Yxu ^np+++??+=Yxu've
've ^vb+hv+vrb++0=EXTRAWORD
gxt ^nn+++??+=gxt
tx ^nn+++??+=tx
gx ^nn+++??+=gx,
, ^zz++++=EXTRAWORD
yxu ^nn+++??+=yxu
knxw ^nn+++??+=knxw,
, ^zz++++=EXTRAWORD
sx ^&fo++++=sx
gx ^nn+++??+=gx
at ^rb++++=at
xnce ^nn+++??+=xnce,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dx ^nn+++??+=dxn't
n't ^xnot++not++0=EXTRAWORD
gx ^nn+++??+=gx
slxw ^nn+++??+=slxw;
; ^zz++++=EXTRAWORD
fxr ^nn+++??+=fxr
nxbxdy ^nn+++??+=nxbxdy
xwns ^nns+++??+=xwns
yxu ^nn+++??+=yxu
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
yxu ^nn+++??+=yxu
knxw ^nn+++??+=knxw.
. ^zz++++=EXTRAWORD
Xh ^np+++??+=Xh,
, ^zz++++=EXTRAWORD
Jxhn ^np+++??+=Jxhn,
, ^zz++++=EXTRAWORD
Jxhn ^np+++??+=Jxhn,
, ^zz++++=EXTRAWORD
Jxhn ^np+++??+=Jxhn,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
yxu ^nn+++??+=yxu
dx ^nn+++??+=dxn't
n't ^xnot++not++0=EXTRAWORD
gx ^nn+++??+=gx
