As ^ql++++=As
just ^rb+emph+splt++=just
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
sideways ^jjb++++=sideways,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
face ^nn++++=face
away ^in+pl+++=away
from ^in"++++=from
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
leaned ^vbd+++xvbnx+=leaned
over ^rp++++=over
him ^pp3o+pp3+++=him
and ^cc++++=and
drew ^vbd+++xvbn+=drew
up ^rb+phrv+++=up
the ^ati++++=the
shade ^nn++++=shade.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
so ^ql++++=so
she ^pp3a+pp3+++=she
touched ^vbd+++xvbnx+=touched
one ^pn++++=one
of ^in++++=of
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
felt ^vbd+vprv++xvbn+=felt
cold.. ^nn+++??+=cold....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
closer ^rbr++++=closer,
, ^zz++++=EXTRAWORD
laying ^nvbg+++xvbg+=laying
her ^pp3o+pp3+++=her
hand ^nn++++=hand
on ^in++++=on
his ^pp$+pp3+++=his
arm ^nn++++=arm
and ^cc++++=and
calling ^nvbg+++xvbg+=calling
him ^pp3o+pp3+++=him
by ^in++++=by
name ^nn++++=name.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
spoke ^vbd+++xvbnx+=spoke
again ^rb+tm+++=again
more ^rbr++++=more
loudly ^rb++++=loudly;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
grasped ^vbd+vprv+tht0+xvbnx+=grasped
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
gently ^rb++++=gently
shook ^vbd+++xvbn+=shook
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lay ^vbd+++xvbnx+=lay
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
caught ^vbd+++xvbnx+=caught
hold ^nn++++=hold
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand
again ^rb+tm+++=again:
: ^zz++++=EXTRAWORD
it ^pp3+it+++=it
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
her ^pp$+pp3+++=her
limply ^jj++++=limply,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
dead ^jj+atrb+++=dead
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
A ^at++++=A
dead ^jj+atrb+++=dead
thing ^nn++++=thing?
? ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
breath ^nn++++=breath
caught ^vbd+++xvbn+=caught.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
must ^md+nec+++=must
see ^vb+vprv+tht0++=see
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
leaned ^vbd+++xvbnx+=leaned
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurriedly ^rb+cnj+++=hurriedly,
, ^zz++++=EXTRAWORD
shrinkingly ^jj++++=shrinkingly,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
sickening ^jj+atrb+++=sickening
reluctance ^nn+nom+++=reluctance
of ^in++++=of
the ^ati++++=the
flesh ^nn++++=flesh,
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
her ^pp$+pp3+++=her
hands ^nns++++=hands
on ^in++++=on
his ^pp$+pp3+++=his
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
turned ^vbd+++xvbn+=turned
him ^pp3o+pp3+++=him
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
head ^jjb++++=head
fell ^vbd+++xvbn+=fell
back ^jjb++++=back;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
face ^vb++++=face
looked ^vbd+++xvbn+=looked
small ^jj++++=small
and ^cc+phrs+++=and
smooth ^jj++++=smooth;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
gazed ^vbd+++xvbnx+=gazed
at ^rb++++=at
her ^pp$+pp3+++=her
with ^in++++=with
steady ^jj+atrb+++=steady
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remained ^vbd+++xvbnx+=remained
motionless ^jj++++=motionless
for ^in++++=for
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
holding ^nvbg+++xvbg+=holding
him ^pp3o+pp3+++=him
thus ^rb+cnj+++=thus;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
she ^pp3a+pp3+++=she
shrank ^vbd+++xvbnx+=shrank
back ^jjb++++=back:
: ^zz++++=EXTRAWORD
the ^ati++++=the
longing ^vb+++xvbg+=longing
to ^to+vcmp+++=to
scream ^vbi++++=scream,
, ^zz++++=EXTRAWORD
to ^to++++=to
call ^vbi++++=call
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
to ^to++++=to
fly ^vbi++++=fly
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
almost ^rb+hdg+splt++=almost
overpowered ^vprf+++xvbnx+=overpowered
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
strong ^jj+atrb+++=strong
hand ^nn++++=hand
arrested ^vwbn+++xvbn+=arrested
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
God ^nn++++=God!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
were ^vbd+bed+aux++=were
known ^vpsv++agls+xvbnx+=known
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+aux++=be
put ^vpsv++agls+xvbnx+=put
off ^rb+phrv+++=off
the ^ati++++=the
train ^nn++++=train
at ^rb++++=at
the ^ati++++=the
next ^ap++++=next
station ^nn+nom+++=station-In
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
a ^at++++=a
terrifying ^jj+atrb+++=terrifying
flash ^nn++++=flash
of ^in++++=of
remembrance ^nn+nom+++=remembrance
there ^ex+pex+++=there
arose ^vbd+++xvbn+=arose
before ^cs+sub+++=before
her ^pp3o+pp3+++=her
a ^at++++=a
scene ^nn++++=scene
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
witnessed ^vprf+++xvbnx+=witnessed
in ^in++++=in
travelling ^xvbg+++xvbg+=travelling,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
husband ^nn++++=husband
and ^cc++++=and
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
child ^nn++++=child
had ^vbd+hvd+aux++=had
died ^vprf+++xvbnx+=died
in ^in++++=in
the ^ati++++=the
train ^nn++++=train,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
thrust ^vpsv++agls+xvbnx+=thrust
out ^rp+pl+++=out
at ^in++++=at
some ^dti++++=some
chance ^nn++++=chance
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv+tht0+xvbnx+=saw
them ^pp3o+pp3+++=them
standing ^vbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
platform ^nn++++=platform
with ^in++++=with
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
body ^nn++++=body
between ^in++++=between
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
forgotten ^vprf++tht0+xvbnx+=forgotten
the ^ati++++=the
dazed ^nn++++=dazed
look ^vb++++=look
with ^in++++=with
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
followed ^vbd+vprv++xvbnx+=followed
the ^ati++++=the
receding ^jj+atrb++xvbg+=receding
train ^nn++++=train.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+pdem+++=this
was ^vbd+bedz+aux++=was
what ^wdt+who+++=what
would ^md+prd+++=would
happen ^vb+++??+=happen
to ^to+vcmp+++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
the ^ati++++=the
next ^ap++++=next
hour ^nn++++=hour
she ^pp3a+pp3+++=she
might ^md+pos+++=might
find ^vb+vprv+tht0++=find
herself ^ppl+pp3+++=herself
on ^in++++=on
the ^ati++++=the
platform ^nn++++=platform
of ^in++++=of
some ^dti++++=some
strange ^jj+atrb+++=strange
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
alone ^rb++++=alone
with ^in++++=with
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
body.. ^nn+++??+=body....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Anything ^rb++++=Anything
but ^rb"++++=but
that ^dt+pdem+++=that!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
too ^ql++++=too
horrible ^jj++++=horrible--She
-- ^--+clp+++=EXTRAWORD
she ^pp3a+pp3+++=EXTRAWORD
quivered ^vbd+++xvbnx+=quivered
like ^in++++=like
a ^at++++=a
creature ^nn++++=creature
at ^rb++++=at
bay ^npl++++=bay.
. ^zz++++=EXTRAWORD
As ^ql++++=As
she ^pp3a+pp3+++=she
cowered ^vbd+++xvbnx+=cowered
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
the ^ati++++=the
train ^nn++++=train
moving ^vwbg+++xvbg+=moving
more ^rbr++++=more
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
coming ^vbg+++xvbgx+=coming
then ^rn+tm+++=then--they
-- ^--+clp+++=EXTRAWORD
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+aux++=were
approaching ^vbg+++xvbgx+=approaching
a ^at++++=a
station ^nn+nom+++=station!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
saw ^vbd+vprv++xvbnx+=saw
again ^rb+tm+++=again
the ^ati++++=the
husband ^nn++++=husband
and ^cc++++=and
wife ^nn++++=wife
standing ^vwbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
lonely ^jj+atrb+++=lonely
platform ^nn++++=platform;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
a ^at++++=a
violent ^jj+atrb+++=violent
gesture ^nn++++=gesture
she ^pp3a+pp3+++=she
drew ^vbd+++xvbnx+=drew
down ^in++++=down
the ^ati++++=the
shade ^nn++++=shade
to ^to++++=to
hide ^vbi++++=hide
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Feeling ^nvbg+++xvbg+=Feeling
dizzy ^jj++++=dizzy,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sank ^vbd+++xvbnx+=sank
down ^rp++++=down
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
berth ^nn+++??+=berth,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
away ^rb+phrv+++=away
from ^in"++++=from
his ^pp$+pp3+++=his
outstretched ^jj+atrb+++=outstretched
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pulling ^nvbg+++xvbg+=pulling
the ^ati++++=the
curtains ^nns++++=curtains
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
and ^cc++++=and
she ^pp3a+pp3+++=she
were ^vbd+bed+aux++=were
shut ^vpsv++agls+xvbnx+=shut
into ^in++++=into
a ^at++++=a
kind ^rb++++=kind
of ^rb"++++=of
sepulchral ^jj+atrb+++=sepulchral
twilight ^nn++++=twilight.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
think ^vbi+vprv+++=think.
. ^zz++++=EXTRAWORD
At ^rb++++=At
all ^abn++++=all
costs ^nns++++=costs
she ^pp3a+pp3+++=she
must ^md+nec+++=must
conceal ^vb++++=conceal
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
how ^wrb+who+++=how?
? ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
mind ^nn++++=mind
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
act ^vb++++=act:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
plan ^nn++++=plan,
, ^zz++++=EXTRAWORD
combine ^vb++++=combine.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
think ^vb+vprv+++=think
of ^in++++=of
no ^at++++=no
way ^nn++++=way
but ^cc++++=but
to ^to++++=to
sit ^vbi++++=sit
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
clutching ^vbg+++xvbg+=clutching
the ^ati++++=the
curtains ^nns++++=curtains,
, ^zz++++=EXTRAWORD
all ^abn++++=all
day ^nn++++=day
long.. ^nn+++??+=long....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
heard ^vbd+vprv++xvbnx+=heard
the ^ati++++=the
porter ^nn++++=porter
making ^vwbg+++xvbg+=making
up ^rp++++=up
her ^pp$+pp3+++=her
bed ^nn++++=bed;
; ^zz++++=EXTRAWORD
people ^nns++++=people
were ^vbd+bed+aux++=were
beginning ^vbg+++xvbgx+=beginning
to ^to++++=to
move ^vbi++++=move
about ^rb+phrv+++=about
the ^ati++++=the
car ^nn++++=car;
; ^zz++++=EXTRAWORD
the ^ati++++=the
dressing ^jj+++xvbg+=dressing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
door ^nn++++=door
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
opened ^vbd+++xvbn+=opened
and ^cc+phrs+++=and
shut ^vbd+++xvbn+=shut.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
rouse ^vbi++++=rouse
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
with ^in++++=with
a ^at++++=a
supreme ^jj+atrb+++=supreme
effort ^nn++++=effort
she ^pp3a+pp3+++=she
rose ^vbd+++xvbnx+=rose
to ^in++++=to
her ^pp$+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
stepping ^vbg+++xvbg+=stepping
into ^in++++=into
the ^ati++++=the
aisle ^nn++++=aisle
of ^in++++=of
the ^ati++++=the
car ^nn++++=car
and ^cc++++=and
drawing ^nvbg+++xvbg+=drawing
the ^ati++++=the
curtains ^nns++++=curtains
tight ^jj++++=tight
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
still ^rb++++=still
parted ^vbd+++xvbn+=parted
slightly ^rb+down+++=slightly
with ^in++++=with
the ^ati++++=the
motion ^nn++++=motion
of ^in++++=of
the ^ati++++=the
car ^nn++++=car,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finding ^nvbg+++xvbg+=finding
a ^at++++=a
pin ^nn++++=pin
in ^in++++=in
her ^pp$+pp3+++=her
dress ^nn++++=dress
she ^pp3a+pp3+++=she
fastened ^vbd+++xvbnx+=fastened
them ^pp3o+pp3+++=them
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
safe ^jj+pred+++=safe.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
round ^rb++++=round
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
porter ^nn++++=porter.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fancied ^vbd+++xvbnx+=fancied
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
watching ^vbg+++xvbgx+=watching
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Ain't
ai ^vb+be+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
awake ^jj++++=awake
yet ^cc++++=yet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
enquired ^vbd+++xvbnx+=enquired.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
faltered ^vbd+++xvbnx+=faltered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
got ^vbd+++xvbnx+=got
his ^pp$+pp3+++=his
milk ^nn++++=milk
all ^rb++++=all
ready ^jj++++=ready
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
to ^to++++=to
have ^vbi++vrb++=have
it ^pp3+it+++=it
for ^in++++=for
him ^pp3o+pp3+++=him
by ^in++++=by
seven ^cd++++=seven."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
nodded ^vbd+++xvbnx+=nodded
silently ^rb++++=silently
and ^cc++++=and
crept ^vpsv++agls+xvbn+=crept
into ^in++++=into
her ^pp$+pp3+++=her
seat ^nn++++=seat.
. ^zz++++=EXTRAWORD
At ^in++++=At
half ^abn++++=half-past
- ^zz++++=EXTRAWORD
past ^jjb++++=EXTRAWORD
eight ^cd++++=eight
the ^ati++++=the
train ^nn++++=train
reached ^vbd+++xvbn+=reached
Buffalo ^np+++??+=Buffalo.
. ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
time ^nn++++=time
the ^ati++++=the
other ^ap++++=other
passengers ^nns+nom+++=passengers
were ^vbd+bed+aux++=were
dressed ^vpsv++agls+xvbnx+=dressed
and ^cc++++=and
the ^ati++++=the
berths ^nns++++=berths
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
folded ^vpsv++agls+xvbnx+=folded
back ^jjb++++=back
for ^in++++=for
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
The ^ati++++=The
porter ^nn++++=porter,
, ^zz++++=EXTRAWORD
moving ^vbg+++xvbg+=moving
to ^to++++=to
and ^cc++++=and
fro ^rb++++=fro
under ^in++++=under
his ^pp$+pp3+++=his
burden ^nn++++=burden
of ^in++++=of
sheets ^nns++++=sheets
and ^cc++++=and
pillows ^nns++++=pillows,
, ^zz++++=EXTRAWORD
glanced ^j+++xvbn+=glanced
at ^rb++++=at
her ^pp3o+pp3+++=her
as ^ql++++=as
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Ain't
ai ^vb+be+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he
going ^md"++pmd"++=going
to ^md+prd+++=to
get ^vb++++=get
up ^rp++++=up?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
we ^pp1a+pp1+++=we're
're ^vb+ber+aux++0=EXTRAWORD
ordered ^vpsv++agls+xvbnx+=ordered
to ^to+vcmp+++=to
make ^vbi++++=make
up ^rp++++=up
the ^ati++++=the
berths ^nns++++=berths
as ^ql++++=as
early ^jj++++=early
as ^ql++++=as
we ^pp1a+pp1+++=we
can ^md+pos+++=can."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
cold ^jj++++=cold
with ^in++++=with
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
just ^rb+emph+splt++=just
entering ^vbg+++xvbgx+=entering
the ^ati++++=the
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
stammered ^vbd+++xvbnx+=stammered.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
till ^cs+sub+++=till
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
'd ^md+prd+vrb++=had
his ^pp$+pp3+++=his
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
Will ^md+prd+++=Won't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
get ^vb++++=get
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
please ^uh++++=please?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
as ^ql++++=as
we ^pp1a+pp1+++=we
start ^vb++++=start
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
train ^nn++++=train
moved ^vbd+++xvbn+=moved
on ^in++++=on
he ^pp3a+pp3+++=he
reappeared ^vbd+seem++xvbnx+=reappeared
with ^in++++=with
the ^ati++++=the
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
from ^in++++=from
him ^pp3o+pp3+++=him
and ^cc++++=and
sat ^vbd+++xvbn+=sat
vaguely ^rb++++=vaguely
looking ^vbg+++xvbg+=looking
at ^rb++++=at
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
brain ^nn++++=brain
moved ^vbd+++xvbn+=moved
slowly ^rb++++=slowly
from ^in++++=from
one ^cd1++++=one
idea ^nn++++=idea
to ^in++++=to
another ^dt++++=another,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
stepping ^vbg+++xvbgx+=stepping-stones
- ^zz++++=EXTRAWORD
stones ^nns++++=EXTRAWORD
set ^vbd+++xvbn+=set
far ^rb+pl+++=far
apart ^rp++++=apart
across ^in+pl+++=across
a ^at++++=a
whirling ^jj+atrb++xvbg+=whirling
flood ^nn++++=flood.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
she ^pp3a+pp3+++=she
became ^vbd+++xvbnx+=became
aware ^jj++++=aware
that ^tht+jcmp+++=that
the ^ati++++=the
porter ^nn++++=porter
still ^rb++++=still
hovered ^vbd+++xvbn+=hovered
expectantly ^rb++++=expectantly.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
I ^pp1a+pp1+++=I
give ^vb++++=give
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
suggested ^vbd+vpub++xvbnx+=suggested.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising.
. ^zz++++=EXTRAWORD
" ^zz++++="He--he's
he--he ^nn+++??+=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
asleep ^jj++++=asleep
yet ^rb+cnj+++=yet,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waited ^vbd+++xvbnx+=waited
till ^cs+sub+++=till
the ^ati++++=the
porter ^nn++++=porter
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
on ^rb+phrv+++=on;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
unpinned ^vbd+++xvbnx+=unpinned
the ^ati++++=the
curtains ^nns++++=curtains
and ^cc++++=and
slipped ^vbd+++xvbn+=slipped
behind ^rp+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
semi ^nn+++??+=semi-obscurity
- ^zz++++=EXTRAWORD
obscurity ^nn+nom+++=EXTRAWORD
her ^pp$+pp3+++=her
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
face ^nn++++=face
stared ^vbd+++xvbn+=stared
up ^rp++++=up
at ^rb++++=at
her ^pp3o+pp3+++=her
like ^in++++=like
a ^at++++=a
marble ^nn++++=marble
mask ^nn++++=mask
with ^in++++=with
agate ^nn++++=agate
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
dreadful ^jj+pred+++=dreadful.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
out ^rb+phrv+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand
and ^cc++++=and
drew ^vpsv++agls+xvbn+=drew
down ^in++++=down
the ^ati++++=the
lids ^nns++++=lids.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
glass ^nn++++=glass
of ^in++++=of
milk ^nn++++=milk
in ^in++++=in
