Mr ^npt++++=Mr.
That ^dt+dem+++=That
decision ^nn++++=decision
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
reconsidered ^vpsv++agls+xvbnx+=reconsidered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
should ^md+nec+++=should
not ^xnot++not++=not
be ^vb+be+aux++=be
granted ^vpsv++agls+xvbnx+=granted
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
a ^at++++=a
duel ^nn++++=duel,
, ^zz++++=EXTRAWORD
for ^in++++=for
not ^xnot++not++=not
only ^rb+down+++=only
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he
wholly ^rb++++=wholly
undeserving ^jj+++xvbg+=undeserving
of ^in++++=of
such ^abl++++=such
consideration ^nn+nom+++=consideration,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
such ^abl++++=such
means ^nns++++=means
his ^pp$+pp3+++=his
life ^nn++++=life
might ^md+pos+++=might
be ^vb+be+aux++=be
spared ^vpsv++agls+xvbnx+=spared.
. ^zz++++=EXTRAWORD
Undoubtedly ^rb++++=Undoubtedly
she ^pp3a+pp3+++=she
loved ^vbd+++xvbnx+=loved
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
he ^pp3a+pp3+++=he
loved ^vbd+++xvbnx+=loved
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
living ^nvbg+++xvbg+=living
and ^cc++++=and
the ^ati++++=the
husband ^nn++++=husband
killed ^vbd+++xvbn+=killed
in ^in++++=in
a ^at++++=a
duel ^nn++++=duel,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
satisfaction ^nn+nom+++=satisfaction
would ^md+prd+++=would
be ^vb+be+aux++=be
doubled ^vpsv++agls+xvbnx+=doubled--having
-- ^--+clp+++=EXTRAWORD
having ^vbg+++xvbg+=EXTRAWORD
wrecked ^jj+++xvbn+=wrecked
and ^cc+phrs+++=and
humiliated ^jj+++xvbn+=humiliated
him ^pp3o+pp3+++=him
and ^cc++++=and
driven ^jj+++xvbn+=driven
him ^pp3o+pp3+++=him
to ^to++++=to
despair ^vbi++++=despair,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
then ^rn+tm+++=then
killed ^vbd+++xvbn+=killed
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
they ^pp3a+pp3+++=they
could ^md+pos+++=could
enjoy ^vb++++=enjoy
each ^ppls++++=each
other's ^ppls++++=other's
society ^nn++++=society
openly ^rb+cnj+++=openly,
, ^zz++++=EXTRAWORD
unmolested ^jj++++=unmolested,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
without ^in++++=without
fear ^nn++++=fear
of ^in++++=of
detection ^nn+nom+++=detection
or ^cc++++=or
punishment ^nn+nom+++=punishment.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
might ^md+pos+++=might
marry ^vb++++=marry
and ^cc++++=and
both ^abx++++=both
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
unthinkable ^jj+pred+++=unthinkable.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
must ^md+nec+++=must
be ^vb+be+aux++=be
killed ^vpsv++agls+xvbnx+=killed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
must ^md+nec+++=must
die ^vb++++=die
like ^in++++=like
a ^at++++=a
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
must ^md+nec+++=must
go ^vb++++=go
to ^in++++=to
his ^pp$+pp3+++=his
death ^nn++++=death
with ^in++++=with
a ^at++++=a
foul ^jj+atrb+++=foul
stain ^nn++++=stain
on ^in++++=on
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
things ^nns++++=things
being ^xvbg+++xvbg+=being
settled ^vbd+++xvbn+=settled,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wretched ^jj+atrb+++=wretched
man ^nn++++=man
reread ^vb++++=reread
the ^ati++++=the
will ^nn++++=will.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
woman ^nn++++=woman
was ^vbd+bedz+aux++=was
to ^to++++=to
live ^vbi++++=live,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
be ^vb+be+aux++=be
mentioned ^vpsv++agls+xvbnx+=mentioned
in ^in++++=in
the ^ati++++=the
document ^nn+nom+++=document.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tore ^vbd+++xvbnx+=tore
up ^rb+phrv+++=up
the ^ati++++=the
will ^md+prd+++=will
and ^cc++++=and
wrote ^vbd+vprv++xvbn+=wrote
another ^dt++++=another,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
bequeathed ^vbd+++xvbnx+=bequeathed
her ^pp$+pp3+++=her
one ^cd1++++=one
dollar ^nn++++=dollar,
, ^zz++++=EXTRAWORD
setting ^nvbg+++xvbg+=setting
forth ^np++++=forth
her ^pp$+pp3+++=her
shame ^vb++++=shame
as ^ql++++=as
the ^ati++++=the
reason ^nn++++=reason
for ^in++++=for
so ^rb+emph+++=so
small ^jj++++=small
a ^at++++=a
bequest ^nn++++=bequest.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
wrote ^vbd+vprv++xvbnx+=wrote
out ^rp+pl+++=out
a ^at++++=a
separate ^jj+atrb+++=separate
statement ^nn+nom+++=statement
of ^in++++=of
the ^ati++++=the
whole ^jj+atrb+++=whole
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
sealed ^xvbn+++xvbn+=sealed
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
addressed ^j+++xvbn+=addressed
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
coroner ^nn++++=coroner,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vbd+++xvbn+=placed
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found
there ^rn+pl+++=there
after ^in++++=after
awhile ^rb++++=awhile.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
this ^dt+dem+++=this
trembling ^jj+++xvbg+=trembling
in ^in++++=in
every ^at++++=every
member ^nn++++=member,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
unaccountable ^jj+atrb+++=unaccountable
nausea ^nn++++=nausea,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
unconquerable ^jj++++=unconquerable
feeling ^jj+++xvbg+=feeling
of ^in++++=of
horror ^nn++++=horror
and ^cc++++=and
repugnance ^nn+nom+++=repugnance
as ^in++++=as
the ^ati++++=the
draft ^nn++++=draft
of ^in++++=of
the ^ati++++=the
picture ^nn++++=picture
was ^vbd+bedz+aux++=was
contemplated ^vpsv++agls+xvbnx+=contemplated?
? ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
instinct ^nn++++=instinct
arise ^vb++++=arise
and ^cc++++=and
dumbly ^rb++++=dumbly
plead ^vb+vsua+++=plead
for ^in++++=for
mercy ^nn++++=mercy?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
mercy ^nn++++=mercy
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
that ^tht+vcmp+++=that
mercy ^nn++++=mercy
could ^md+pos+++=could
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected?
? ^zz++++=EXTRAWORD
None ^pn++++=None
whatever ^nn+nom+++=whatever.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
only ^rb+down+++=only
revenge ^vb++++=revenge
to ^to++++=to
be ^vbi+vbi+aux++=be
satisfied ^vpsv++agls+xvbnx+=satisfied,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
justice ^nn++++=justice
also ^rb++++=also.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
horrible ^jj+pred+++=horrible!
! ^zz++++=EXTRAWORD
Admit ^vb+vpub+++=Admit
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
deserved ^vbd+++xvbnx+=deserved
it ^pp3+it+++=it
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
deserved ^j+++xvbn+=deserved
even ^rb++++=even
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman!
! ^zz++++=EXTRAWORD
No ^at++++=No
act ^nn++++=act
of ^in++++=of
hers ^pp$$++++=hers
could ^md+pos+++=could
deprive ^vb++++=deprive
her ^pp$+pp3+++=her
of ^in++++=of
her ^pp$+pp3+++=her
natural ^jj+atrb+++=natural
claims ^nns++++=claims
upon ^in++++=upon
the ^ati++++=the
stronger ^jjr+atrb+++=stronger
sex ^nn++++=sex.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
woman ^nn++++=woman
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
inalienable ^jj+atrb+++=inalienable
rights ^nns++++=rights
which ^whp+rel+obj++=which
even ^rb++++=even
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
forfeit ^nn+++??+=forfeit,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
men ^nns++++=men
may ^md+pos+++=may
not ^xnot++not++=not
withhold ^vb++++=withhold.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
could ^md+pos+++=could
be ^vb+be+vrb++=be
the ^ati++++=the
benefit ^nn++++=benefit
of ^in++++=of
adding ^xvbg+++xvbg+=adding
physical ^jj++++=physical
suffering ^jj+++xvbg+=suffering
to ^in++++=to
mental ^jj++++=mental?
? ^zz++++=EXTRAWORD
One ^cd1++++=One
surely ^rb++++=surely
would ^md+prd+++=would
weaken ^vb++++=weaken
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lower ^jjr++++=lower
she ^pp3a+pp3+++=she
should ^md+nec+++=should
fall ^vb++++=fall
and ^cc++++=and
the ^ati++++=the
deeper ^jjr++++=deeper
her ^pp$+pp3+++=her
degradation ^nn+nom+++=degradation,
, ^zz++++=EXTRAWORD
the ^ati++++=the
smaller ^nn++++=smaller
would ^md+prd+++=would
become ^vb++++=become
the ^ati++++=the
efficiency ^nn++++=efficiency
of ^in++++=of
her ^pp$+pp3+++=her
mental ^jj+atrb+++=mental
agony ^nn++++=agony;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
mental ^jj+atrb+++=mental
suffering ^nvbg+++xvbg+=suffering
was ^vbd+bedz+vrb++=was
the ^ati++++=the
kind ^nn++++=kind
which ^whp+rel+obj++=which
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
desired ^vpsv++agls+xvbnx+=desired
should ^md+nec+++=should
fall ^vb++++=fall
upon ^in++++=upon
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
would ^md+prd+++=would
be ^vb+be+vrb++=be
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
to ^to++++=to
leave ^vbi++++=leave
her ^pp$+pp3+++=her
some ^dti++++=some
money ^nn++++=money--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
considerable ^jj+atrb+++=considerable
amount ^nn++++=amount
of ^in++++=of
money ^nn++++=money--in
-- ^--+clp+++=EXTRAWORD
in ^cs+sub+++=EXTRAWORD
order ^vb++++=order
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
herself ^ppl+pp3+++=herself
above ^jjb++++=above
the ^ati++++=the
want ^nn++++=want
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
case ^nn++++=case,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
lead ^vb++++=lead
to ^in++++=to
degradation ^nn+nom+++=degradation
and ^cc++++=and
a ^at++++=a
blunting ^jj+++xvbg+=blunting
of ^in++++=of
the ^ati++++=the
sensibilities ^nns+nom+++=sensibilities,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
might ^md+pos+++=might
suffer ^vb++++=suffer
all ^rb++++=all
the ^ati++++=the
more ^rbr++++=more
keenly ^rb++++=keenly;
; ^zz++++=EXTRAWORD
in ^cs+sub+++=in
order ^vb++++=order
that ^tht+vcmp+++=that
the ^ati++++=the
memory ^nn++++=memory
of ^in++++=of
her ^pp$+pp3+++=her
shame ^vb++++=shame
might ^md+pos+++=might
be ^vb+be+vrb++=be
forever ^rb++++=forever
poignant ^jj+pred+++=poignant,
, ^zz++++=EXTRAWORD
forever ^rb++++=forever
a ^at++++=a
cause ^nn++++=cause
for ^in++++=for
the ^ati++++=the
sharpest ^nn++++=sharpest
regrets ^vbz++++=regrets.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
would ^md+prd+++=would
be ^vb+be+vrb++=be
better ^jjr+pred+++=better
in ^in++++=in
other ^ap++++=other
ways ^nns++++=ways:
: ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
shame ^vb++++=shame
published ^vbd+++xvbn+=published,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
never ^rb++++=never
associate ^nn+nom+++=associate
with ^in++++=with
those ^dt+dem+++=those
fine ^jj+atrb+++=fine
characters ^nns+nom+++=characters
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
her ^pp$+pp3+++=her
friends ^nns++++=friends;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
lover ^nn++++=lover
dead ^jj++++=dead
and ^cc++++=and
his ^pp$+pp3+++=his
memory ^nn++++=memory
disgraced ^vwbn+++xvbn+=disgraced,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
present ^vb++++=present
to ^in++++=to
console ^nn+++??+=console
her ^pp$+pp3+++=her;
; ^zz++++=EXTRAWORD
for ^in++++=for
society ^nn++++=society
she ^pp3a+pp3+++=she
would ^md+prd+++=would
have ^vb+hv+vrb++=have
only ^rb+down+++=only
those ^dt+pdem+++=those
whom ^whp+rel+obj++=whom
her ^pp$+pp3+++=her
fortune ^nn++++=fortune
would ^md+prd+++=would
attract ^vb++++=attract,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
of ^in++++=of
a ^at++++=a
kind ^nn++++=kind
to ^to++++=to
satisfy ^vbi++++=satisfy
such ^abl++++=such
a ^at++++=a
woman ^nn++++=woman
as ^ql++++=as
she ^pp3a+pp3+++=she;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
would ^md+prd+++=would
always ^rb++++=always
be ^vb+be+vrb++=be
within ^in++++=within
sight ^nn++++=sight
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
life ^nn++++=life
and ^cc++++=and
its ^pp$+it+++=its
pleasures ^nns++++=pleasures,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
just ^rb+emph+++=just
beyond ^in++++=beyond
the ^ati++++=the
pale ^jj++++=pale--sufficiently
-- ^--+clp+++=EXTRAWORD
sufficiently ^rb++++=EXTRAWORD
near ^jj++++=near
to ^to++++=to
see ^vbi+vprv+++=see
and ^cc++++=and
long ^jj++++=long
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
too ^rb++++=too
far ^rb+pl+++=far
to ^to++++=to
reach ^vbi++++=reach,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forever ^rb++++=forever
kept ^vbd+++xvbn+=kept
back ^rb+phrv+++=back
by ^in++++=by
the ^ati++++=the
cold ^jj+atrb+++=cold
glance ^nn++++=glance
of ^in++++=of
contempt ^nn++++=contempt
and ^cc++++=and
disdain ^nn++++=disdain
from ^in++++=from
the ^ati++++=the
high ^jj+atrb+++=high
circle ^nn++++=circle
in ^in++++=in
which ^whp+rel+pied++=which
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
reared ^vpsv++agls+xvbnx+=reared.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
better ^jjr+pred+++=better
to ^to+jcmp+++=to
leave ^vbi++++=leave
her ^pp3o+pp3+++=her
the ^ati++++=the
bulk ^nn++++=bulk
of ^in++++=of
his ^pp$+pp3+++=his
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
tore ^vbd+++xvbnx+=tore
up ^rb+phrv+++=up
the ^ati++++=the
second ^od++++=second
will ^md+prd+++=will
and ^cc++++=and
wrote ^vbd+vprv++xvbn+=wrote
a ^at++++=a
third ^nn++++=third,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
naming ^vbg+++xvbg+=naming
her ^pp$+pp3+++=her
as ^in++++=as
his ^pp$+pp3+++=his
principal ^jjb+atrb+++=principal
legatee ^nn++++=legatee,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
incorporated ^vbd+++xvbnx+=incorporated
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
her ^pp$+pp3+++=her
shame ^vb++++=shame.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
better ^jjr++++=better
now ^rn+tm+++=now
than ^in++++=than
at ^rb++++=at
any ^dti++++=any
other ^ap++++=other
time ^nn++++=time
since ^in++++=since
his ^pp$+pp3+++=his
discovery ^nn+nom+++=discovery.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
about ^in++++=about
the ^ati++++=the
room ^nn++++=room,
, ^zz++++=EXTRAWORD
looked ^j+++xvbn+=looked
out ^rp+pl+++=out
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
fell ^vbd+++xvbn+=fell
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
chair ^nn++++=chair
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
strangely ^rb++++=strangely
alike ^rb++++=alike
in ^in++++=in
many ^ap++++=many
respects ^nns++++=respects
are ^vb+ber+vrb++=are
all ^abn++++=all
animals ^nns+nom+++=animals,
, ^zz++++=EXTRAWORD
including ^in++++=including
man ^nn++++=man!
! ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
qualities ^nns+nom+++=qualities
and ^cc++++=and
passions ^nns++++=passions
common ^jj++++=common
to ^in++++=to
them ^pp3o+pp3+++=them
all, ^nn+++??+=all,--hate,
-- ^--+clp+++=EXTRAWORD
hate ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
fear ^vb++++=fear,
, ^zz++++=EXTRAWORD
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
revenge ^nn++++=revenge,
, ^zz++++=EXTRAWORD
love ^nn++++=love,
, ^zz++++=EXTRAWORD
fondness ^nns+nom+++=fondness
for ^in++++=for
offspring ^nn++++=offspring.
. ^zz++++=EXTRAWORD
In ^in++++=In
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=is
man ^nn++++=man
superior ^nn++++=superior
to ^in++++=to
the ^ati++++=the
others ^aps++++=others?
? ^zz++++=EXTRAWORD
Manifestly ^rb++++=Manifestly
in ^in++++=in
self ^nn++++=self-control,
- ^zz++++=EXTRAWORD
control ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
sense ^nn++++=sense
of ^in++++=of
justice ^nn++++=justice,
, ^zz++++=EXTRAWORD
the ^ati++++=the
attribute ^nn++++=attribute
of ^in++++=of
mercy ^nn++++=mercy,
, ^zz++++=EXTRAWORD
the ^ati++++=the
quality ^nn+nom+++=quality
of ^in++++=of
charity ^nn+nom+++=charity,
, ^zz++++=EXTRAWORD
the ^ati++++=the
power ^nn++++=power
to ^to+ncmp+++=to
forgive ^vbi++++=forgive,
, ^zz++++=EXTRAWORD
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
benevolence ^nn+nom+++=benevolence,
, ^zz++++=EXTRAWORD
the ^ati++++=the
operation ^nn+nom+++=operation
of ^in++++=of
gratitude ^nn++++=gratitude;
; ^zz++++=EXTRAWORD
an ^at++++=an
appreciation ^nn+nom+++=appreciation
of ^in++++=of
abstractions ^nns+nom+++=abstractions;
; ^zz++++=EXTRAWORD
an ^at++++=an
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
compare ^vbi++++=compare,
, ^zz++++=EXTRAWORD
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
adjust ^vb++++=adjust;
; ^zz++++=EXTRAWORD
consciousness ^nns+nom+++=consciousness
of ^in++++=of
an ^at++++=an
inherent ^jj+atrb+++=inherent
tendency ^nn++++=tendency
to ^in+ncmp+++=to
higher ^jjr+atrb+++=higher
and ^cc+phrs+++=and
better ^jjr+atrb+++=better
achievements ^nns+nom+++=achievements.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
extent ^nn++++=extent
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
lacks ^vbz++++=lacks
these ^dt+pdem+++=these
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
approach ^nn++++=approach
more ^rbr++++=more
closely ^rb++++=closely
to ^in++++=to
the ^ati++++=the
lower ^jjr+atrb+++=lower
orders ^nns++++=orders.
. ^zz++++=EXTRAWORD
To ^in++++=To
the ^ati++++=the
degree ^nn++++=degree
that ^tht+rel+obj++=that
the ^ati++++=the
passions ^nns++++=passions
common ^jj++++=common
to ^in++++=to
all ^abn++++=all
have ^vb+hv+vrb++=have
mastery ^nn+nom+++=mastery
over ^rp++++=over
him ^pp3o+pp3+++=him
does ^vbz+doz+vrb++=does
he ^pp3a+pp3+++=he
lack ^nn++++=lack
the ^ati++++=the
finer ^jjr+atrb+++=finer
qualities ^nns+nom+++=qualities
which ^whp+rel+subj++=which
distinguish ^vb++++=distinguish
his ^pp$+pp3+++=his
species ^nn++++=species.
. ^zz++++=EXTRAWORD
The ^ati++++=The
desire ^nn++++=desire
to ^to+ncmp+++=to
kill ^vbi++++=kill
when ^wrb+who+++=when
hurt ^nn+++xvbn+=hurt,
, ^zz++++=EXTRAWORD
angered ^j+++xvbn+=angered,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
threatened ^jj+++xvbn+=threatened
is ^vbz+bez+vrb++=is
the ^ati++++=the
stronger ^jjr++++=stronger
the ^ati++++=the
lower ^jjr++++=lower
we ^pp1a+pp1+++=we
descend ^vb++++=descend
in ^in++++=in
the ^ati++++=the
scale ^nn++++=scale
of ^in++++=of
the ^ati++++=the
orders ^nns++++=orders--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
lower ^jjr++++=lower
we ^pp1a+pp1+++=we
descend ^vb++++=descend
even ^rb++++=even
among ^in++++=among
the ^ati++++=the
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
order ^nn++++=order.
. ^zz++++=EXTRAWORD
The ^ati++++=The
least ^rb++++=least
developed ^xvbn+++xvbn+=developed
men ^nns++++=men
are ^vb+ber+vrb++=are
the ^ati++++=the
most ^ql+emph+++=most
brutal ^jj++++=brutal.
. ^zz++++=EXTRAWORD
Revenge ^nn++++=Revenge
is ^vbz+bez+vrb++=is
the ^ati++++=the
malice ^nn++++=malice
of ^in++++=of
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
strange ^jj+pred+++=strange
that ^tht+jcmp+++=that
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts
should ^md+nec+++=should
have ^vb+hv+aux++=have
taken ^vprf+++xvbnx+=taken
such ^abl++++=such
a ^at++++=a
turn ^nn++++=turn!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fundamental ^jj+atrb+++=fundamental
instinct ^nn++++=instinct
which ^whp+rel+subj++=which
guards ^vbz++++=guards
the ^ati++++=the
perpetuation ^nn+nom+++=perpetuation
of ^in++++=of
the ^ati++++=the
species ^nn++++=species
is ^vbz+bez+vrb++=is
common ^jj+pred+++=common
to ^in++++=to
all ^abn++++=all,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
manifestations ^nns+nom+++=manifestations
are ^vb+ber+aux++=are
controlled ^vpsv++by+xvbnx+=controlled
by ^in++++=by
a ^at++++=a
universal ^jj+atrb+++=universal
law ^nn++++=law,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
simple ^jj+atrb+++=simple
variations ^nns+nom+++=variations
do ^vb+do+aux++=do
not ^xnot++not++=not
impair ^vb++++=impair
its ^pp$+it+++=its
integrity ^nn+nom+++=integrity.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
and ^cc++++=and
mating ^nn++++=mating--these
-- ^--+clp+++=EXTRAWORD
these ^dt+pdem+++=EXTRAWORD
are ^vb+ber+vrb++=are
the ^ati++++=the
broad ^jj+atrb+++=broad
lines ^nns++++=lines
upon ^in++++=upon
which ^whp+rel+pied++=which
the ^ati++++=the
perpetuation ^nn+nom+++=perpetuation
of ^in++++=of
the ^ati++++=the
species ^nn++++=species
starts ^vbz++++=starts.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
possible ^jj+atrb+++=possible
abstractions ^nns+nom+++=abstractions
are ^vb+ber+vrb++=are
there ^rn+pl+++=there
in ^in++++=in
them ^pp3o+pp3+++=them?
? ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
not ^xnot++not++=not
their ^pp$+pp3+++=their
character ^nn+nom+++=character
concrete ^nn++++=concrete
and ^cc++++=and
visible ^jj++++=visible?
? ^zz++++=EXTRAWORD
Whatever ^nn+nom+++=Whatever
fine ^jj+atrb+++=fine
sentiments ^nns+nom+++=sentiments
are ^vb+ber+aux++=are
evolved ^vpsv++agls+xvbnx+=evolved,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
know ^vb+vprv+tht0++=know
their ^pp$+pp3+++=their
source ^nn++++=source
and ^cc++++=and
