I ^pp1a+pp1+++=I.
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
as ^in++++=as
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
one ^cd1++++=one
man ^nn++++=man.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
pause ^vb++++=pause
to ^to++++=to
reflect ^vbi+vprv+++=reflect
upon ^in++++=upon
the ^ati++++=the
strangeness ^nns+nom+++=strangeness
of ^in++++=of
the ^ati++++=the
circumstance ^nn+nom+++=circumstance.
. ^zz++++=EXTRAWORD
( ^zz++++=(That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
for ^in++++=for
afterward ^rb++++=afterward.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
response ^nn++++=response
to ^in++++=to
the ^ati++++=the
offer ^nn++++=offer
was ^vbd+bedz+vrb++=was
as ^ql++++=as
unconscious ^jj++++=unconscious,
, ^zz++++=EXTRAWORD
as ^in++++=as
reflex ^nn++++=reflex
action ^nn++++=action
and ^cc++++=and
almost ^rb+hdg+++=almost
as ^in++++=as
rapid ^jj++++=rapid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
before ^cs+sub+++=before
the ^ati++++=the
pit ^nn++++=pit
was ^vbd+bedz+vrb++=was
well ^rb++++=well
aware ^jj+pred+++=aware
of ^in++++=of
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
happened ^vprf+++xvbnx+=happened
the ^ati++++=the
transaction ^nn+nom+++=transaction
of ^in++++=of
one ^cd1++++=one
thousand ^cd++++=thousand
bushels ^nns+++??+=bushels
was ^vbd+bedz+vrb++=was
down ^rp++++=down
upon ^in++++=upon
Going ^np++++=Going's
's ^$++++=EXTRAWORD
trading ^nvbg+++xvbg+=trading-card
- ^zz++++=EXTRAWORD
card ^nn++++=EXTRAWORD
and ^cc++++=and
fifteen ^cd++++=fifteen
hundred ^cd++++=hundred
dollars ^nns++++=dollars
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
here ^rn+pl+++=here
was ^vbd+bedz+aux++=was
a ^at++++=a
marvel ^vb++++=marvel
the ^ati++++=the
whole ^jj+atrb+++=whole
available ^jj+atrb+++=available
supply ^nn++++=supply
of ^in++++=of
wheat ^nn++++=wheat
cornered ^vwbn+++xvbn+=cornered,
, ^zz++++=EXTRAWORD
Hornung ^np+++??+=Hornung
master ^nn++++=master
of ^in++++=of
the ^ati++++=the
situation ^nn+nom+++=situation,
, ^zz++++=EXTRAWORD
invincible ^jj++++=invincible,
, ^zz++++=EXTRAWORD
unassailable ^jj++++=unassailable;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
behold ^vb++++=behold
a ^at++++=a
man ^nn++++=man
willing ^jj++++=willing
to ^to+jcmp+++=to
sell ^vbi++++=sell,
, ^zz++++=EXTRAWORD
a ^at++++=a
Bear ^vb+vprv+++=Bear
bold ^jj++++=bold
enough ^qlp++++=enough
to ^to++++=to
raise ^vbi++++=raise
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
Kennedy ^np++++=Kennedy,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
made ^vprf+++xvbn+=made
that ^dt+dem+++=that
offer ^nn++++=offer?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Kimbark ^np+++??+=Kimbark,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Going ^xvbg+++xvbg+=Going
noted ^vbd+vprv++xvbn+=noted
down ^rb+phrv+++=down
the ^ati++++=the
trade ^nn++++=trade
" ^zz++++="Kennedy,
kennedy ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
new ^jj+atrb+++=new
man ^nn++++=man?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes;
yes ^uh++++=EXTRAWORD
; ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
he ^pp3a+pp3+++=he's
's ^vbz+bez+aux++0=EXTRAWORD
selling ^nvbg+++xvbg+=selling
for ^in+strn+++=for;
; ^zz++++=EXTRAWORD
who ^whp+who+whq++=who's
's ^vbz+bez+vrb++0=EXTRAWORD
willing ^jj++++=willing
to ^to+jcmp+++=to
go ^vbi++++=go
short ^jj++++=short
at ^rb++++=at
this ^dt+dem+++=this
stage ^nn++++=stage
of ^in++++=of
the ^ati++++=the
game ^nn++++=game?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Maybe
maybe ^rb+hdg+++=EXTRAWORD
he ^pp3a+pp3+++=he
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
short ^jj++++=short."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Short!
short ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Great ^jj+atrb+++=Great
heavens ^nns++++=heavens,
, ^zz++++=EXTRAWORD
man ^nn++++=man;
; ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where'd
'd ^md+prd+vrb++0=EXTRAWORD
he ^pp3a+pp3+++=he
get ^vb++++=get
the ^ati++++=the
stuff ^nn++++=stuff?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Blamed
blamed ^vbd+++xvbn+=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
can ^md+pos+++=can
account ^vb++++=account
for ^in+ppvb+++=for
every ^at++++=every
handful ^nn+nom+++=handful
of ^in++++=of
May ^md+pos+++=May.
. ^zz++++=EXTRAWORD
Steady ^jj++++=Steady!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
goes ^vbz++++=goes
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Sell
sell ^vb++++=EXTRAWORD
a ^at++++=a
thousand ^cd++++=thousand
May ^md+pos+++=May
at ^rb++++=at
one ^cd1++++=one-fifty,"
- ^zz++++=EXTRAWORD
fifty ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
vociferated ^jj+++xvbn+=vociferated
the ^ati++++=the
bear ^vb+vprv+++=bear-broker,
- ^zz++++=EXTRAWORD
broker ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
throwing ^vbg+++xvbg+=throwing
out ^rb+phrv+++=out
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
finger ^nn++++=finger
raised ^vbd+++xvbn+=raised
to ^to+vcmp+++=to
indicate ^nn+nom+++=indicate
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
" ^zz++++="contracts"
contracts ^nns++++=EXTRAWORD
" ^zz++++=EXTRAWORD
offered ^vbd+++xvbn+=offered.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
time ^nn++++=time
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
evident ^jj+pred+++=evident
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
attacking ^vbg+++xvbgx+=attacking
the ^ati++++=the
Hornung ^np+++??+=Hornung
crowd ^nn++++=crowd
deliberately ^rb+cnj+++=deliberately,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
ignoring ^nvbg+++xvbg+=ignoring
the ^ati++++=the
jam ^nn++++=jam
of ^in++++=of
traders ^nns+nom+++=traders
that ^tht+rel+subj++=that
swept ^vbd+++xvbn+=swept
toward ^in++++=toward
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
across ^in+pl+++=across
the ^ati++++=the
pit ^nn++++=pit
to ^to++++=to
where ^wrb+who+++=where
Going ^vbg+++xvbg+=Going
and ^cc++++=and
Kimbark ^np+++??+=Kimbark
were ^vbd+bed+aux++=were
shouting ^vbg+vpub++xvbgx+=shouting
" ^zz++++="Sold!
sold ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
Sold ^xvbn+++xvbn+=Sold!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
nodded ^vbd+++xvbn+=nodded
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
time ^nn++++=time
Going ^xvbg+++xvbg+=Going
made ^xvbn+++xvbn+=made
memoranda ^nns++++=memoranda
of ^in++++=of
the ^ati++++=the
trade ^nn++++=trade,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
either ^dtx++++=either
the ^ati++++=the
Hornung ^np+++??+=Hornung
holdings ^nns++++=holdings
were ^vbd+bed+aux++=were
increased ^vpsv++by+xvbnx+=increased
by ^in++++=by
two ^cd++++=two
thousand ^cd++++=thousand
bushels ^nns+++??+=bushels
of ^in++++=of
May ^md+pos+++=May
wheat ^vb++++=wheat
or ^cc++++=or
the ^ati++++=the
Hornung ^np+++??+=Hornung
bank ^nn++++=bank
account ^nn++++=account
swelled ^vwbn+++xvbn+=swelled
by ^in++++=by
at ^rb++++=at
least ^rb"++++=least
three ^cd++++=three
thousand ^cd++++=thousand
dollars ^nns++++=dollars
of ^in++++=of
some ^dti++++=some
unknown ^jj+atrb+++=unknown
short ^jj+atrb+++=short's
's ^vbz+bez+vrb++0=EXTRAWORD
money ^nn++++=money.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
late ^jj++++=late
so ^ql+emph+++=so
sure ^jj++++=sure
was ^vbd+bedz+vrb++=was
the ^ati++++=the
bull ^nn++++=bull
crowd ^nn++++=crowd
of ^in++++=of
its ^pp$+it+++=its
position ^nn+nom+++=position
no ^at++++=no
one ^cd1++++=one
had ^vb+hv+aux++=had
even ^rb++splt++=even
thought ^vprf+++xvbnx+=thought
of ^in++++=of
glancing ^nn++++=glancing
at ^in++++=at
the ^ati++++=the
inspection ^nn+nom+++=inspection
sheet ^nn++++=sheet
on ^in++++=on
the ^ati++++=the
bulletin ^nn++++=bulletin
board ^nn++++=board.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
one ^pn++++=one
of ^in++++=of
Going ^np++++=Going's
's ^$++++=EXTRAWORD
messengers ^nns+nom+++=messengers
hurried ^vbd+++xvbn+=hurried
up ^in+cmpx+++=up
to ^in"++++=to
him ^pp3o+pp3+++=him
with ^in++++=with
the ^ati++++=the
announcement ^nn+nom+++=announcement
that ^tht+ncmp+++=that
this ^dt+dem+++=this
sheet ^nn++++=sheet
showed ^vbd+vprv++xvbn+=showed
receipts ^nns++++=receipts
at ^in++++=at
Chicago ^np++++=Chicago
for ^in++++=for
that ^dt+dem+++=that
morning ^nn++++=morning
of ^in++++=of
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
bushels ^nns+++??+=bushels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
credited ^vbd+++xvbn+=credited
to ^in++++=to
Hornung ^np+++??+=Hornung.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
one ^cd1++++=one
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
hold ^nn++++=hold
of ^in++++=of
a ^at++++=a
line ^nn++++=line
of ^in++++=of
wheat ^nn++++=wheat
overlooked ^vwbn+vprv++xvbn+=overlooked
by ^in++++=by
the ^ati++++=the
" ^zz++++="clique"
clique ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
was ^vbd+bedz+vrb++=was
dumping ^nn++++=dumping
it ^pp3+it+++=it
upon ^in++++=upon
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Wire
wire ^nn++++=EXTRAWORD
the ^ati++++=the
Chief ^jjb++++=Chief,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Going ^vbg+++xvbg+=Going
over ^in++++=over
his ^pp$+pp3+++=his
shoulder ^nn+nom+++=shoulder
to ^in++++=to
Merriam ^np+++??+=Merriam.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
one ^cd1++++=one
struggled ^vbd+++xvbn+=struggled
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
a ^at++++=a
telegraph ^nn++++=telegraph
blank ^np++++=blank
scribbled ^vbd+++xvbn+=scribbled:
: ^zz++++=EXTRAWORD
" ^zz++++="Strong
strong ^jj+atrb+++=EXTRAWORD
bear ^nn++++=bear
movement ^nn+nom+++=movement
New ^jj+atrb+++=New
man ^nn++++=man
Kennedy ^np++++=Kennedy
Selling ^vwbg+++xvbg+=Selling
in ^in++++=in
lots ^nns++++=lots
of ^in++++=of
five ^cd++++=five
contracts ^nns++++=contracts
Chicago ^np++++=Chicago
receipts ^nns++++=receipts
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
thousand ^cd++++=thousand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
message ^nn+nom+++=message
was ^vbd+bedz+aux++=was
despatched ^vpsv++agls+xvbnx+=despatched,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
the ^ati++++=the
answer ^nn++++=answer
came ^vbd+++xvbn+=came
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
laconic ^jj++++=laconic,
, ^zz++++=EXTRAWORD
of ^in++++=of
military ^jj+atrb+++=military
terseness ^nns+nom+++=terseness:
: ^zz++++=EXTRAWORD
" ^zz++++="Support
support ^nn++++=EXTRAWORD
the ^ati++++=the
market ^nn++++=market."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Going ^xvbg+++xvbg+=Going
obeyed ^vbd+++xvbn+=obeyed,
, ^zz++++=EXTRAWORD
Merriam ^np+++??+=Merriam
and ^cc++++=and
Kimbark ^np+++??+=Kimbark
following ^vwbg+++xvbg+=following,
, ^zz++++=EXTRAWORD
the ^ati++++=the
new ^jj+atrb+++=new
broker ^nn++++=broker
fairly ^rb++++=fairly
throwing ^vbg+++xvbg+=throwing
the ^ati++++=the
wheat ^nn++++=wheat
at ^in++++=at
them ^pp3o+pp3+++=them
in ^in++++=in
thousand ^cd++++=thousand-bushel
- ^zz++++=EXTRAWORD
bushel ^nn++++=EXTRAWORD
lots ^nns++++=lots.
. ^zz++++=EXTRAWORD
