Being ^vbg+beg++xvbg+=Being
antil ^nn+++??+=antil,
, ^zz++++=EXTRAWORD
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
should ^md+nec+++=should
they ^pp3a+pp3+++=they
come ^vprf+++xvbn+=come
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
sure ^jj++++=sure
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
corpse ^nn++++=corpse
of ^in++++=of
a ^at++++=a
poor ^jj+atrb+++=poor
thravelling ^nn+nom+++=thravelling
man ^nn++++=man,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
fell ^vbd+++xvbn+=fell
over ^in++++=over
the ^ati++++=the
quarry ^nn++++=quarry
the ^ati++++=the
night ^nn++++=night
before ^in++++=before
by ^in++++=by
rason ^nn+++??+=rason
of ^in++++=of
the ^ati++++=the
snow ^nn++++=snow
and ^cc++++=and
some ^dti++++=some
liquor ^nn++++=liquor
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had,
, ^zz++++=EXTRAWORD
maybe ^rb+hdg+++=maybe;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
as ^ql++++=as
dead ^jj++++=dead
as ^in++++=as
a ^at++++=a
herrin ^nn+++??+=herrin',
', ^nn+++??+=EXTRAWORD
and ^cc++++0=an'
his ^pp$+pp3+++=his
face ^nn++++=face
was ^vbd+bedz+aux++=was
knocked ^vpsv++agls+xvbnx+=knocked
all ^abn++++=all
to ^in++++=to
pieces ^nns++++=pieces
jist ^nn++++=jist
like ^in++++=like
an ^at++++=an
over ^in++++=over-boiled
- ^zz++++=EXTRAWORD
boiled ^jj+atrb++xvbn+=EXTRAWORD
pitaty ^nn+++??+=pitaty,
, ^zz++++=EXTRAWORD
glory ^nn++++=glory
be ^vb+be+vrb++=be
to ^in++++=to
God ^np++++=God;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
divil ^nn+++??+=divil
a ^at++++=a
taste ^nn++++=taste
iv ^nn+++??+=iv
a ^at++++=a
nose ^nn++++=nose
or ^cc++++=or
a ^at++++=a
chin ^nn++++=chin,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
hill ^nn++++=hill
or ^cc++++=or
a ^at++++=a
hollow ^nn++++=hollow
from ^in++++=from
one ^cd1++++=one
end ^nn++++=end
av ^nn++++=av
his ^pp$+pp3+++=his
face ^nn++++=face
to ^in++++=to
the ^ati++++=the
other ^ap++++=other
but ^cc++++=but
was ^vbd+bedz+vrb++=was
all ^abn++++=all
as ^ql++++=as
flat ^nn++++=flat
as ^ql++++=as
a ^at++++=a
pancake ^nn++++=pancake.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
about ^in++++=about
Jim ^np++++=Jim
Soolivan ^np+nom+++=Soolivan's
's ^$++++=EXTRAWORD
size ^nn++++=size,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
dhressed ^vbd+++xvbn+=dhressed
out ^rp+pl+++=out
exactly ^rb++++=exactly
the ^ati++++=the
same ^ap++++=same,
, ^zz++++=EXTRAWORD
wid ^in++++=wid
a ^at++++=a
ridin ^nn+++??+=ridin'
' ^zz++++=EXTRAWORD
coat ^nn++++=coat
and ^cc++++0=an'
new ^jj+atrb+++=new
corderhoys ^nns+++??+=corderhoys;
; ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
carried ^vbd+++xvbnx+=carried
him ^pp3o+pp3+++=him
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
all ^abn++++=all
as ^ql++++=as
sure ^jj++++=sure
as ^in++++=as
daylight ^nn++++=daylight
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
wondhering ^vbg+++xvbgx+=wondhering
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
do ^vb+do+vrb++=do
sich ^&fw++++=sich
a ^at++++=a
dirty ^jj+atrb+++=dirty
turn ^nn++++=turn
as ^in++++=as
to ^in"++++=to
go ^vb++++=go
kill ^nn++++=kill
himself ^ppl+pp3+++=himself
for ^in++++=for
spite ^in"++++=spite.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
waked ^vbd+++xvbnx+=waked
him ^pp3o+pp3+++=him
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
they ^pp3a+pp3+++=they
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
with ^in++++=with
what ^wdt+who+++=what
neighbours ^nns++++=neighbours
they ^pp3a+pp3+++=they
could ^md+pos+++=could
git ^vb++++=git
togither ^jjr++++=togither,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
by ^in++++=by
rason ^nn+++??+=rason
iv ^nn+++??+=iv
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
enough ^qlp++++=enough
gothered ^jj+++xvbn+=gothered
to ^to++++=to
make ^vbi++++=make
much ^ap++++=much
divarsion ^nn+++??+=divarsion;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
plisint ^nn++++=plisint
wake ^vb++++=wake
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
the ^ati++++=the
churchyard ^nn++++=churchyard
and ^cc++++0=an'
the ^ati++++=the
priest ^nn++++=priest
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
convanient ^jj++++=convanient,
, ^zz++++=EXTRAWORD
as ^ql++++=as
soon ^rb+tm+++=soon
as ^in++++=as
the ^ati++++=the
youngsthers ^nns+nom+++=youngsthers
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
bit ^nn++++=bit
iv ^nn+++??+=iv
fun ^nn++++=fun
and ^cc++++=and
divarsion ^nn+++??+=divarsion
out ^rp+pl+++=out
iv ^nn+++??+=iv
the ^ati++++=the
corpse ^nn++++=corpse,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
burried ^vbd+++xvbnx+=burried
it ^pp3+it+++=it
without ^in++++=without
a ^at++++=a
great ^jj+atrb+++=great
dale ^nn++++=dale
iv ^nn+++??+=iv
throuble ^jj++++=throuble;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
about ^in++++=about
three ^cd++++=three
days ^nns++++=days
afther ^jjr++++=afther
the ^ati++++=the
berrin ^nn+++??+=berrin,
, ^zz++++=EXTRAWORD
ould ^np++++=ould
Jim ^np++++=Jim
Mallowney ^np+++??+=Mallowney,
, ^zz++++=EXTRAWORD
from ^in++++=from
th ^zz++++=th'other
'other ^jjr+atrb+++0=EXTRAWORD
side ^nn++++=side
iv ^nn+++??+=iv
the ^ati++++=the
little ^ap++++=little
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
own ^ap++++=own
cousin ^nn++++=cousin
by ^in++++=by
the ^ati++++=the
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
side ^nn++++=side
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
snug ^jj+atrb+++=snug
bit ^nn++++=bit
iv ^nn+++??+=iv
a ^at++++=a
farm ^nn++++=farm
and ^cc++++0=an'
a ^at++++=a
house ^npl++++=house
close ^jj++++=close
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
same ^ap++++=same
token ^nn++++=token
kem ^nn+++??+=kem
walkin ^nn+++??+=walkin'
' ^zz++++=EXTRAWORD
in ^in++++=in
to ^to++++=to
see ^vbi+vprv+++=see
how ^wrb+who+whcl++=how
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
in ^in++++=in
her ^pp$+pp3+++=her
health ^nn++++=health,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
dhrew ^nn+++??+=dhrew
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
he ^pp3a+pp3+++=he
sot ^nn+++??+=sot
down ^rp++++=down
and ^cc++++0=an'
beginned ^vpsv++agls+xvbn+=beginned
to ^in++++=to
convarse ^nn+++??+=convarse
her ^pp3o+pp3+++=her
about ^in++++=about
one ^cd1++++=one
thing ^nn++++=thing
and ^cc++++0=an'
another ^dt++++=another,
, ^zz++++=EXTRAWORD
antil ^nn+++??+=antil
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
her ^pp$+pp3+++=her
quite ^abl++++=quite
and ^cc++++0=an'
asy ^nn+++??+=asy
into ^in++++=into
middlin ^nn+++??+=middlin'
' ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
humour ^nn++++=humour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
as ^in++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
he ^pp3a+pp3+++=he
seen ^vbd+vprv+tht0+xvbnx+=seen
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time:
: ^zz++++=EXTRAWORD
' ^zz++++='I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
wondherin ^nn+++??+=wondherin',
', ^nn+++??+=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='Nell
nell ^np++++=EXTRAWORD
Gorman ^np+++??+=Gorman,
, ^zz++++=EXTRAWORD
sich ^&fw++++=sich
a ^at++++=a
handsome ^jj+atrb+++=handsome,
, ^zz++++=EXTRAWORD
likely ^jj+atrb+++=likely
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
id ^nn+++??+=id
be ^vb+be+vrb++=be
thinkin ^nn+++??+=thinkin'
' ^zz++++=EXTRAWORD
iv ^nn+++??+=iv
nothin ^nn+++??+=nothin'
' ^zz++++=EXTRAWORD
but ^cc++++=but
lamintin ^nn+++??+=lamintin'
' ^zz++++=EXTRAWORD
and ^cc++++0=an'
the ^ati++++=the
likes ^nns++++=likes,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='an'
and ^cc++++0=EXTRAWORD
lingerin ^nn+++??+=lingerin'
' ^zz++++=EXTRAWORD
away ^rp+pl+++=away
her ^pp$+pp3+++=her
days ^nns++++=days
without ^in++++=without
any ^dti++++=any
consolation ^nn+nom+++=consolation,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
a ^at++++=a
husband ^nn++++=husband,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Oh,'
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='isn't
is ^vbz+bez+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
only ^rb+down+++=only
three ^cd++++=three
days ^nns++++=days
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
burried ^vbd+++xvbnx+=burried
the ^ati++++=the
poor ^jj+atrb+++=poor
man ^nn++++=man,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='an'
and ^cc++++0=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it
rather ^rb++++=rather
soon ^rb+tm+++=soon
to ^to++++=to
be ^vbi++vrb++=be
talkin ^nn+++??+=talkin
iv ^nn+++??+=iv
marryin ^nn+++??+=marryin'
' ^zz++++=EXTRAWORD
agin ^nn+++??+=agin?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Divil
divil ^nn+++??+=EXTRAWORD
a ^at++++=a
taste ^nn++++=taste,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='three
three ^cd++++=EXTRAWORD
days ^nns++++=days
is ^vbz+bez+vrb++=is
jist ^nn++++=jist
the ^ati++++=the
time ^nn++++=time
to ^in++++=to
a ^at++++=a
minute ^nn++++=minute
for ^in++++=for
cryin ^nn+++??+=cryin'
' ^zz++++=EXTRAWORD
afther ^jjr++++=afther
a ^at++++=a
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
occasion ^nn++++=occasion
in ^in++++=in
life ^nn++++=life
to ^to++++=to
be ^vbi++vrb++=be
keepin ^nn+++??+=keepin'
' ^zz++++=EXTRAWORD
it ^pp3+it+++=it
up ^rp++++=up,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he;
; ^zz++++=EXTRAWORD
' ^zz++++='an'
and ^cc+cls+++0=EXTRAWORD
besides ^rb++++=besides
all ^abn++++=all
that ^dt+pdem+++=that,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='Shrovetide
shrovetide ^nn+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
almost ^rb+hdg+++=almost
over ^rb+cnj+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
sturrin ^nn+++??+=sturrin'
' ^zz++++=EXTRAWORD
yourself ^ppl+pp2+++=yourself
and ^cc++++0=an'
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
about ^in++++=about
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
late ^jj+pred+++=late,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='for
for ^in++++=EXTRAWORD
this ^dt+dem+++=this
year ^nn++++=year
at ^in++++=at
any ^dti++++=any
rate ^nn++++=rate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
twelve ^cd++++=twelve
months ^nns++++=months
lost ^vbd+++xvbn+=lost;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
who ^whp+rel+obj++=who's
's ^vbz+bez+aux++0=EXTRAWORD
to ^to++++=to
look ^vbi++++=look
afther ^jjr++++=afther
the ^ati++++=the
farm ^npl++++=farm
all ^abn++++=all
that ^dt+dem+++=that
time ^nn++++=time,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='an'
and ^cc++++0=EXTRAWORD
to ^to++++=to
keep ^vbi++++=keep
the ^ati++++=the
men ^nns++++=men
to ^in++++=to
their ^pp$+pp3+++=their
work ^nn++++=work?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
thrue ^nn+++??+=thrue
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Mallowney ^np+++??+=Mallowney,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='but
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
afeard ^nn+++??+=afeard
the ^ati++++=the
neighbours ^nns++++=neighbours
will ^md+prd+++=will
be ^vb+be+vrb++=be
all ^abn++++=all
talkin ^nn+++??+=talkin'
' ^zz++++=EXTRAWORD
about ^in++++=about
it ^pp3+it+++=it,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
' ^zz++++='Divil's
divil ^nn+++??+=EXTRAWORD
's ^$++++=EXTRAWORD
cure ^nn++++=cure
to ^in++++=to
the ^ati++++=the
word ^nn++++=word,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='An'
and ^cc++++0=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=would
you ^pp2+pp2+++=you
advise ^vb+vpub+++=advise?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
' ^zz++++='Young
young ^jj+atrb+++=EXTRAWORD
Andy ^np+++??+=Andy
Curtis ^np++++=Curtis
is ^vbz+bez+vrb++=is
the ^ati++++=the
boy ^nn++++=boy,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
likely ^jj+atrb+++=likely
boy ^nn++++=boy
in ^in++++=in
himself ^ppl+pp3+++=himself,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
' ^zz++++='An'
and ^cc++++0=EXTRAWORD
as ^ql++++=as
handy ^np++++=handy
a ^at++++=a
gossoon ^nn+++??+=gossoon
as ^ql++++=as
is ^vbz+bez+vrb++=is
out ^rp+pl+++=out,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
Jim ^np++++=Jim
Mallowney ^np+++??+=Mallowney,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she,
, ^zz++++=EXTRAWORD
' ^zz++++='here's
here ^rn+pl+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
my ^pp$+pp1+++=my
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
talkin ^nn+++??+=talkin'
' ^zz++++=EXTRAWORD
to ^in++++=to
Andy ^np+++??+=Andy
Curtis ^np++++=Curtis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
willin ^nn+++??+=willin'
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
agreeble ^nn+++??+=agreeble
is ^vbz+bez+vrb++=is
that ^cs+sub+++=that
enough ^qlp++++=enough?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
So ^rb++++=So
with ^in++++=with
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
off ^rb+phrv+++=off
with ^in+ppvb+++=with
himself ^ppl+pp3+++=himself
straight ^rb++++=straight
to ^in++++=to
Andy ^np+++??+=Andy
Curtis ^np++++=Curtis;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
before ^cs+sub+++=before
three ^cd++++=three
days ^nns++++=days
more ^ql++++=more
was ^vbd+bedz+vrb++=was
past ^jjb+pred+++=past,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weddin ^nn+++??+=weddin'
' ^zz++++=EXTRAWORD
kem ^nn+++??+=kem
an ^at++++=an,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Nell ^np++++=Nell
Gorman ^np+++??+=Gorman
and ^cc++++0=an'
Andy ^np+++??+=Andy
Curtis ^np++++=Curtis
was ^vbd+bedz+aux++=was
married ^vpsv++agls+xvbnx+=married
as ^ql++++=as
complate ^nn+nom+++=complate
as ^ql++++=as
possible ^jj++++=possible;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
the ^ati++++=the
wake ^nn++++=wake
was ^vbd+bedz+aux++=was
plisint ^vpsv++agls+xvbnx+=plisint
the ^ati++++=the
weddin ^nn+++??+=weddin'
' ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
tin ^nn++++=tin
times ^nns++++=times
as ^ql++++=as
agreeble ^vb+++??+=agreeble,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
all ^rb++++=all
the ^ati++++=the
neighbours ^nns++++=neighbours
that ^tht+rel+subj++=that
could ^md+pos+++=could
make ^vb++++=make
their ^pp$+pp3+++=their
way ^nn++++=way
to ^in++++=to
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
three ^cd++++=three
fiddlers ^nns+nom+++=fiddlers
and ^cc++++0=an'
lots ^nns++++=lots
iv ^jj+atrb++??+=iv
pipers ^nns++++=pipers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
ould ^np++++=ould
Connor ^np++++=Connor
Shamusthe ^np+++??+=Shamusthe
piper ^np++++=piper
himself ^ppl+pp3+++=himself
was ^vbd+bedz+vrb++=was
in ^in++++=in
it ^pp3+it+++=it
by ^in++++=by
the ^ati++++=the
same ^ap++++=same
token ^nn++++=token
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^jj+atrb+++=last
weddin ^nn+++??+=weddin'
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ever ^rb++++=ever
played ^vbd+++xvbn+=played
music ^nn++++=music
at ^in+strn+++=at,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
next ^ap++++=next
mornin ^nn+++??+=mornin',
', ^nn+++??+=EXTRAWORD
whin ^nn+++??+=whin
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
goin ^nn+++??+=goin'
' ^zz++++=EXTRAWORD
home ^nr++++=home,
, ^zz++++=EXTRAWORD
bein ^nn+++??+=bein'
' ^zz++++=EXTRAWORD
mighty ^jj++++=mighty
hearty ^jj++++=hearty
and ^cc++++0=an'
plisint ^vpsv++agls+xvbn+=plisint
in ^in++++=in
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
smothered ^vpsv++agls+xvbnx+=smothered
in ^in++++=in
the ^ati++++=the
snow ^nn++++=snow,
, ^zz++++=EXTRAWORD
undher ^jjr++++=undher
the ^ati++++=the
ould ^np++++=ould
castle ^nn++++=castle;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
by ^in++++=by
my ^pp$+pp1+++=my
sowl ^nn+++??+=sowl
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
sore ^jj+atrb+++=sore
loss ^nn++++=loss
to ^in++++=to
the ^ati++++=the
bys ^nns+++??+=bys
and ^cc++++0=an'
girls ^nns++++=girls
twenty ^cd++++=twenty
miles ^nns++++=miles
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
the ^ati++++=the
illigantest ^jjt++++=illigantest
piper ^np++++=piper,
, ^zz++++=EXTRAWORD
barrin ^nn+++??+=barrin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
liquor ^nn++++=liquor
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
ever ^rb++++=ever
worked ^vbd+++xvbn+=worked
a ^at++++=a
bellas ^nns+++??+=bellas.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
a ^at++++=a
week ^nn++++=week
passed ^vbd+++xvbn+=passed
over ^rb+phrv+++=over
smart ^jj++++=smart
enough ^dt++++=enough,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
Nell ^np++++=Nell
and ^cc++++0=an'
her ^pp$+pp3+++=her
new ^jj+atrb+++=new
husband ^nn++++=husband
was ^vbd+bedz+vrb++=was
mighty ^ql++++=mighty
well ^rb++++=well
continted ^vbd+++xvbn+=continted
with ^in++++=with
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
too ^ql++++=too
soon ^rb+tm+++=soon
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
begin ^vbi++++=begin
to ^to++++=to
regulate ^nn+nom+++=regulate
him ^pp3o+pp3+++=him
the ^ati++++=the
way ^nn++++=way
she ^pp3a+pp3+++=she
used ^vbd+++xvbnx+=used
with ^in++++=with
poor ^jj+atrb+++=poor
Jim ^np++++=Jim
Soolivan ^np+nom++??+=Soolivan,
, ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
wor ^nn++++=wor
comfortable ^jj++++=comfortable
enough ^qlp++++=enough;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
too ^ql++++=too
good ^jj++++=good
to ^to+jcmp+++=to
last ^ap++++=last,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
thaw ^vb++++=thaw
kem ^nn+++??+=kem
an ^at++++=an,
