B.c ^rb++++=B.C.
and ^cc++++=and
his ^pp$+pp3+++=his
80,000 ^cd++++=80,000
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
fill ^vbi++++=fill
up ^rp++++=up
the ^ati++++=the
ditches ^nns++++=ditches,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
force ^nn++++=force
their ^pp$+pp3+++=their
way ^nn++++=way
out ^rp+pl+++=out
to ^to++++=to
meet ^vbi++++=meet
their ^pp$+pp3+++=their
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Caesar ^np++++=Caesar
himself ^ppl+pp3+++=himself
commanded ^vbd+vpub++xvbn+=commanded
the ^ati++++=the
Romans ^nn++++=Romans,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
confident ^jj+pred+++=confident
in ^in++++=in
his ^pp$+pp3+++=his
fortunes ^nns++++=fortunes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
raised ^vbd+++xvbn+=raised
a ^at++++=a
shout ^nn++++=shout
of ^in++++=of
ecstasy ^nn++++=ecstasy
wherever ^nn+nom+++=wherever
they ^pp3a+pp3+++=they
beheld ^vb+++??+=beheld
his ^pp$+pp3+++=his
thin ^jj++++=thin,
, ^zz++++=EXTRAWORD
marked ^j+++xvbn+=marked,
, ^zz++++=EXTRAWORD
eagle ^nn++++=eagle
face ^nn++++=face
and ^cc++++=and
purple ^jj+atrb+++=purple
robe ^nn++++=robe,
, ^zz++++=EXTRAWORD
rushing ^vbg+++xvbg+=rushing
on ^in++++=on
the ^ati++++=the
enemy ^nn++++=enemy
with ^in++++=with
a ^at++++=a
confidence ^nn+nom+++=confidence
of ^in++++=of
victory ^nn++++=victory
that ^tht+rel+subj++=that
did ^vbd+dod+vrb++=did
in ^in++++=in
fact ^nn++++=fact
render ^vb++++=render
them ^pp3o+pp3+++=them
invincible ^jj++++=invincible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Gauls ^np+++??+=Gauls
gave ^vbd+++xvbn+=gave
way ^nn++++=way,
, ^zz++++=EXTRAWORD
lost ^j+++xvbn+=lost
seventy ^cd++++=seventy-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
of ^in++++=of
their ^pp$+pp3+++=their
standards ^nns++++=standards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Vergosillaunus ^np+++??+=Vergosillaunus
himself ^ppl+pp3+++=himself
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
a ^at++++=a
prisoner ^nn+nom+++=prisoner;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
for ^in"++++=for
the ^ati++++=the
brave ^jj+atrb+++=brave
garrison ^nn++++=garrison
within ^in++++=within
Alesia ^np+++??+=Alesia,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
but ^cc++++=but
like ^in++++=like
so ^ql++++=so
many ^ap++++=many
flies ^nns++++=flies
struggling ^vwbg+++xvbg+=struggling
in ^rb++++=in
vain ^rb"++++=vain
within ^in++++=within
the ^ati++++=the
enormous ^jj+atrb+++=enormous
web ^nn++++=web
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
woven ^vwbn+++xvbn+=woven
around ^in++++=around
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Hope ^nn++++=Hope
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
chief ^nn++++=chief
of ^in++++=of
the ^ati++++=the
Arverni ^np+++??+=Arverni
could ^md+pos+++=could
yet ^rb++++=yet
do ^vb+do+vrb++=do
one ^cd1++++=one
thing ^nn++++=thing
for ^in++++=for
his ^pp$+pp3+++=his
countrymen ^nns++++=countrymen--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
could ^md+pos+++=could
offer ^vb++++=offer
up ^rp++++=up
himself ^ppl+pp3+++=himself
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
obtain ^vb++++=obtain
better ^jjr+atrb+++=better
terms ^nns++++=terms
for ^in++++=for
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
day ^nn++++=day
he ^pp3a+pp3+++=he
convened ^vbd+++xvbnx+=convened
his ^pp$+pp3+++=his
companions ^nns++++=companions
in ^in++++=in
arms ^nns++++=arms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
only ^rb+down+splt++=only
fought ^vprf+++xvbnx+=fought
for ^in++++=for
the ^ati++++=the
freedom ^nn+nom+++=freedom
of ^in++++=of
their ^pp$+pp3+++=their
country ^nn++++=country,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
secure ^vbi++++=secure
his ^pp$+pp3+++=his
private ^jj+atrb+++=private
interest ^nn++++=interest;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
yield ^vb++++=yield
they ^pp3a+pp3+++=they
must ^md+nec+++=must,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
freely ^rb++++=freely
offered ^vbd+++xvbn+=offered
himself ^ppl+pp3+++=himself
to ^to++++=to
become ^vbi++++=become
a ^at++++=a
victim ^nn++++=victim
for ^in++++=for
their ^pp$+pp3+++=their
safety ^nn++++=safety,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
should ^md+nec+++=should
judge ^vb++++=judge
it ^pp3+it+++=it
best ^jjt++++=best
for ^in++++=for
themselves ^ppls+pp3+++=themselves
to ^to++++=to
appease ^vbi++++=appease
the ^ati++++=the
anger ^nn++++=anger
of ^in++++=of
the ^ati++++=the
conqueror ^nn++++=conqueror
by ^in++++=by
putting ^xvbg+++xvbg+=putting
him ^pp3o+pp3+++=him
to ^in++++=to
death ^nn++++=death
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whether ^cs+who+++=whether
they ^pp3a+pp3+++=they
preferred ^vbd+++xvbnx+=preferred
giving ^jj+++xvbg+=giving
him ^pp3o+pp3+++=him
up ^rp++++=up
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
piteous ^jj+atrb+++=piteous
necessity ^nn+nom+++=necessity
to ^in++++=to
have ^vbi++pmd"++=have
to ^md+nec+++=to
sacrifice ^vb++++=sacrifice
their ^pp$+pp3+++=their
noblest ^jjt++++=noblest
and ^cc+phrs+++=and
bravest ^jjt++++=bravest,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
led ^vprf+++xvbnx+=led
them ^pp3o+pp3+++=them
so ^rb++++=so
gallantly ^rb++++=gallantly
during ^in++++=during
the ^ati++++=the
long ^jj+atrb+++=long
war ^nn++++=war;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
little ^ap++++=little
choice ^nn++++=choice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
only ^rb+down+splt++=only
send ^vb++++=send
messengers ^nns+nom+++=messengers
to ^in++++=to
the ^ati++++=the
camp ^nn++++=camp
to ^to++++=to
offer ^vbi++++=offer
to ^to++++=to
yield ^vbi++++=yield
Vercingetorix ^np+++??+=Vercingetorix
as ^in++++=as
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
their ^pp$+pp3+++=their
safety ^nn++++=safety.
. ^zz++++=EXTRAWORD
Caesar ^np++++=Caesar
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
known ^vbd+vprv++xvbn+=known
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
accept ^vbi+vprv+++=accept
their ^pp$+pp3+++=their
submission ^nn++++=submission,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drawing ^nvbg+++xvbg+=drawing
up ^rp++++=up
his ^pp$+pp3+++=his
troops ^nns++++=troops
in ^in++++=in
battle ^nn++++=battle
array ^nn++++=array,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
Eagle ^nn++++=Eagle
standards ^nns++++=standards
around ^rp++++=around
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
whole ^jj+atrb+++=whole
Gallic ^np+++??+=Gallic
army ^nn++++=army
march ^nr++++=march
past ^nn++++=past
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
Vercingetorix ^np+++??+=Vercingetorix
was ^vbd+bedz+aux++=was
placed ^vpsv++agls+xvbnx+=placed
as ^ql++++=as
a ^at++++=a
prisoner ^nn+nom+++=prisoner
in ^in++++=in
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
each ^dt++++=each
man ^nn++++=man
lay ^vbd+++xvbn+=lay
down ^rb+phrv+++=down
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
javelin ^nn+++??+=javelin,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
bow ^nn++++=bow
and ^cc++++=and
arrows ^nns++++=arrows,
, ^zz++++=EXTRAWORD
helmet ^nn++++=helmet,
, ^zz++++=EXTRAWORD
buckler ^jjr++++=buckler
and ^cc++++=and
breastplate ^nn+nom+++=breastplate,
, ^zz++++=EXTRAWORD
in ^in++++=in
one ^cd1++++=one
mournful ^jj+atrb+++=mournful
heap ^nn++++=heap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
proceeded ^vpsv++agls+xvbn+=proceeded
on ^in++++=on
his ^pp$+pp3+++=his
way ^nn++++=way,
, ^zz++++=EXTRAWORD
scarcely ^rb+down+++=scarcely
thankful ^jj++++=thankful
that ^tht+jcmp+++=that
the ^ati++++=the
generosity ^nn+nom+++=generosity
of ^in++++=of
their ^pp$+pp3+++=their
chieftain ^nn++++=chieftain
had ^vbd+hvd+aux++=had
purchased ^vprf+++xvbnx+=purchased
for ^in++++=for
them ^pp3o+pp3+++=them
subjection ^nn+nom+++=subjection
rather ^rb++++=rather
than ^in++++=than
death ^nn++++=death.
. ^zz++++=EXTRAWORD
Vercingetorix ^np+++??+=Vercingetorix
himself ^ppl+pp3+++=himself
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
the ^ati++++=the
property ^nn++++=property
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
man ^nn++++=man
from ^in++++=from
whom ^whp+rel+pied++=whom
alone ^rb++++=alone
we ^pp1a+pp1+++=we
know ^vb+vprv+++=know
of ^in++++=of
his ^pp$+pp3+++=his
deeds ^nns++++=deeds;
; ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
could ^md+pos+++=could
perceive ^vb+vprv+tht0++=perceive
his ^pp$+pp3+++=his
generous ^jj+atrb+++=generous
spirit ^nn++++=spirit
and ^cc++++=and
high ^jj+atrb+++=high
qualities ^nns+nom+++=qualities
as ^in++++=as
a ^at++++=a
general ^jj++++=general,
, ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
honored ^vbd+++xvbn+=honored
the ^ati++++=the
self ^nn++++=self-devotion
- ^zz++++=EXTRAWORD
devotion ^nn+nom+++=EXTRAWORD
by ^in++++=by
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
endeavored ^vbd+++xvbnx+=endeavored
to ^to+vcmp+++=to
save ^vbi++++=save
his ^pp$+pp3+++=his
countrymen ^nns++++=countrymen.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remained ^vbd+++xvbnx+=remained
in ^in++++=in
captivity ^nn+nom+++=captivity--six
-- ^--+clp+++=EXTRAWORD
six ^cd++++=EXTRAWORD
long ^jj+atrb+++=long
years ^nns++++=years
sped ^vwbn+++xvbn+=sped
by ^in+strn+++=by--while
-- ^--+clp+++=EXTRAWORD
while ^cs+sub+++=EXTRAWORD
Caesar ^np++++=Caesar
passed ^vbd+++xvbn+=passed
the ^ati++++=the
Rubicon ^np+++??+=Rubicon,
, ^zz++++=EXTRAWORD
fought ^j+++xvbn+=fought
out ^rp+pl+++=out
his ^pp$+pp3+++=his
struggle ^nn++++=struggle
for ^in++++=for
power ^nn++++=power
at ^in++++=at
Rome ^np++++=Rome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
subdued ^jj+atrb+++=subdued
Egypt ^np++++=Egypt,
, ^zz++++=EXTRAWORD
Pontus ^np+++??+=Pontus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Northern ^np++++=Northern
Africa ^np++++=Africa--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
brave ^jj+atrb+++=brave
Gaul ^np++++=Gaul
remained ^vbd+++xvbn+=remained
closely ^rb++++=closely
watched ^vbd+++xvbn+=watched
and ^cc+phrs+++=and
guarded ^vbd+++xvbn+=guarded,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
no ^at++++=no
hope ^nn++++=hope
of ^in++++=of
seeing ^xvbg+++xvbg+=seeing
the ^ati++++=the
jagged ^jj+atrb+++=jagged
peaks ^nns++++=peaks
and ^cc++++=and
wild ^jj+atrb+++=wild
valleys ^nns++++=valleys
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
beautiful ^jj+atrb+++=beautiful
Auvergne ^np+++??+=Auvergne.
. ^zz++++=EXTRAWORD
For ^in++++=For
well ^rb++++=well
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
like ^in++++=like
every ^at++++=every
other ^ap++++=other
marked ^jj+atrb++xvbn+=marked
foe ^nn++++=foe
of ^in++++=of
Rome ^np++++=Rome,
, ^zz++++=EXTRAWORD
know ^vb+vprv+++=know
for ^in++++=for
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
reserved ^vpsv++agls+xvbnx+=reserved,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
doubt ^nn++++=doubt
he ^pp3a+pp3+++=he
yielded ^vbd+++xvbnx+=yielded
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
full ^jj+atrb+++=full
expectation ^nn+nom+++=expectation
of ^in++++=of
that ^dt+dem+++=that
fate ^nn++++=fate
which ^whp+rel+obj++=which
many ^ap++++=many
a ^at++++=a
man ^nn++++=man,
, ^zz++++=EXTRAWORD
as ^ql++++=as
brave ^vb++++=brave
as ^ql++++=as
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
by ^in++++=by
self ^nn++++=self-destruction.
- ^zz++++=EXTRAWORD
destruction ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
day ^nn++++=day
came ^vbd+++xvbn+=came
at ^rb++++=at
last ^rb"++++=last.
. ^zz++++=EXTRAWORD
In ^in++++=In
July ^nr++++=July,
, ^zz++++=EXTRAWORD
B.c ^rb++++=B.C.
. ^zz++++=EXTRAWORD
45 ^cd++++=45,
, ^zz++++=EXTRAWORD
the ^ati++++=the
victorious ^jj+atrb+++=victorious
Caesar ^np++++=Caesar
had ^vb+hv+vrb++=had
leisure ^nn++++=leisure
to ^to++++=to
celebrate ^nn+nom+++=celebrate
his ^pp$+pp3+++=his
victories ^nns++++=victories
in ^in++++=in
four ^cd++++=four
grand ^jj+atrb+++=grand
triumphs ^nns++++=triumphs,
, ^zz++++=EXTRAWORD
all ^abn++++=all
in ^in++++=in
one ^cd1++++=one
month ^nn++++=month,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
in ^in++++=in
honor ^nn++++=honor
of ^in++++=of
the ^ati++++=the
conquest ^nn++++=conquest
of ^in++++=of
Gaul ^np++++=Gaul
came ^vbd+++xvbn+=came
the ^ati++++=the
first ^rb++++=first.
. ^zz++++=EXTRAWORD
The ^ati++++=The
triumphal ^jj+atrb+++=triumphal
gate ^nn++++=gate
of ^in++++=of
Rome ^np++++=Rome
was ^vbd+bedz+aux++=was
thrown ^vpsv++agls+xvbnx+=thrown
wide ^jj+atrb+++=wide
open ^nn++++=open,
, ^zz++++=EXTRAWORD
every ^at++++=every
house ^nn++++=house
was ^vbd+bedz+aux++=was
decked ^vpsv++agls+xvbnx+=decked
with ^in++++=with
hangings ^nns++++=hangings
of ^in++++=of
silk ^nn++++=silk
and ^cc++++=and
tapestry ^nn++++=tapestry,
, ^zz++++=EXTRAWORD
the ^ati++++=the
household ^nn++++=household
images ^nns++++=images
of ^in++++=of
every ^at++++=every
family ^nn++++=family,
, ^zz++++=EXTRAWORD
dressed ^j+++xvbn+=dressed
with ^in++++=with
fresh ^jj+atrb+++=fresh
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
placed ^vpsv++agls+xvbnx+=placed
in ^in++++=in
their ^pp$+pp3+++=their
porches ^nns++++=porches,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
of ^in++++=of
the ^ati++++=the
gods ^nns++++=gods
stood ^vbd+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
steps ^nns++++=steps
of ^in++++=of
the ^ati++++=the
temples ^nns++++=temples,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
marched ^vbd+++xvbn+=marched
the ^ati++++=the
procession ^nn++++=procession,
, ^zz++++=EXTRAWORD
the ^ati++++=the
magistrates ^nns+nom+++=magistrates
first ^rb++++=first
in ^in++++=in
their ^pp$+pp3+++=their
robes ^nns++++=robes
of ^in++++=of
office ^nn++++=office,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
trumpeters ^nns+nom+++=trumpeters.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
came ^vbd+++xvbn+=came
the ^ati++++=the
tokens ^nns++++=tokens
of ^in++++=of
the ^ati++++=the
victory ^nn++++=victory--figures
-- ^--+clp+++=EXTRAWORD
figures ^nns++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
supposed ^jj+atrb++xvbn+=supposed
gods ^nns++++=gods
of ^in++++=of
the ^ati++++=the
two ^cd++++=two
great ^jj+atrb+++=great
rivers ^nns++++=rivers,
, ^zz++++=EXTRAWORD
Rhine ^np++++=Rhine
and ^cc++++=and
Rhone ^np+++??+=Rhone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
of ^in++++=of
the ^ati++++=the
captive ^jj+atrb+++=captive
Ocean ^nn++++=Ocean,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
in ^in++++=in
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
carried ^vpsv++agls+xvbnx+=carried
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
with ^in++++=with
pictures ^nns++++=pictures
framed ^vbd+++xvbn+=framed
in ^in++++=in
citron ^nn+++??+=citron
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
the ^ati++++=the
scenes ^nns++++=scenes
of ^in++++=of
victory ^nn++++=victory--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
wild ^jj+atrb+++=wild
waste ^nn++++=waste
of ^in++++=of
the ^ati++++=the
Cevennes ^np+++??+=Cevennes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
steep ^jj+atrb+++=steep
peaks ^nns++++=peaks
of ^in++++=of
Auvergne ^np+++??+=Auvergne,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mighty ^ql++++=mighty
camp ^np++++=camp
of ^in++++=of
Alesia ^np+++??+=Alesia;
; ^zz++++=EXTRAWORD
nay ^uh++++=nay,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
too ^ql++++=too
would ^md+prd+++=would
be ^vb+be+vrb++=be
the ^ati++++=the
white ^jj+atrb+++=white
cliffs ^nns++++=cliffs
of ^in++++=of
Dover ^np++++=Dover,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
struggle ^nn++++=struggle
with ^in++++=with
the ^ati++++=the
Britons ^nn++++=Britons
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
Models ^nns++++=Models
in ^in++++=in
wood ^nn++++=wood
and ^cc++++=and
ivory ^nn++++=ivory
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
fortifications ^nns+nom+++=fortifications
of ^in++++=of
Avaricum ^np+++??+=Avaricum,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
many ^ap++++=many
another ^ppls++++=another
city ^npl++++=city;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
here ^rn+pl+++=here
too ^ql++++=too
were ^vbd+bed+aux++=were
carried ^vpsv++agls+xvbnx+=carried
specimens ^nns++++=specimens
of ^in++++=of
the ^ati++++=the
olives ^nns++++=olives
and ^cc++++=and
vines ^nns++++=vines,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
curious ^jj+atrb+++=curious
plants ^nns++++=plants
of ^in++++=of
the ^ati++++=the
newly ^rb++++=newly
won ^vbd+++xvbn+=won
land ^nn++++=land;
; ^zz++++=EXTRAWORD
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
the ^ati++++=the
breastplate ^nn+nom+++=breastplate
of ^in++++=of
British ^jj+atrb+++=British
pearls ^nns++++=pearls
that ^tht+rel+obj++=that
Caesar ^np++++=Caesar
dedicated ^vbd+++xvbn+=dedicated
to ^in++++=to
Venus ^np++++=Venus.
. ^zz++++=EXTRAWORD
A ^at++++=A
band ^nn++++=band
of ^in++++=of
flute ^nn++++=flute-players
- ^zz++++=EXTRAWORD
players ^nns+nom+++=EXTRAWORD
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
came ^vbd+++xvbn+=came
the ^ati++++=the
white ^jj+atrb+++=white
oxen ^nns++++=oxen
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
to ^to++++=to
be ^vbi+vbi+aux++=be
sacrificed ^vpsv++agls+xvbnx+=sacrificed,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
horns ^nns++++=horns
gilded ^vbd+++xvbn+=gilded
and ^cc++++=and
flowers ^nns+nom+++=flowers
hung ^vbd+++xvbn+=hung
round ^rb++++=round
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sacrificing ^jj+atrb++xvbg+=sacrificing
priests ^nns++++=priests
with ^in++++=with
wreathed ^xvbn+++xvbn+=wreathed
heads ^nns++++=heads
marching ^vwbg+++xvbg+=marching
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Specimens ^nns++++=Specimens
of ^in++++=of
bears ^nns++++=bears
and ^cc++++=and
wolves ^nps++++=wolves
from ^in++++=from
the ^ati++++=the
woods ^nns++++=woods
and ^cc++++=and
mountains ^nns++++=mountains
came ^vbd+++xvbn+=came
next ^rb++++=next
in ^in++++=in
order ^nn++++=order,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
them ^pp3o+pp3+++=them
waved ^vbd+++xvbn+=waved
for ^in++++=for
the ^ati++++=the
last ^jj+atrb+++=last
time ^nn++++=time
the ^ati++++=the
national ^jj+atrb+++=national
ensigns ^nns+++??+=ensigns
of ^in++++=of
the ^ati++++=the
many ^ap++++=many
tribes ^nns++++=tribes
of ^in++++=of
Gaul ^np++++=Gaul.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
more ^ql++++=more
Vercingetorix ^np+++??+=Vercingetorix
and ^cc++++=and
Vergosillaunus ^np+++??+=Vergosillaunus
saw ^vbd+vprv++xvbn+=saw
their ^pp$+pp3+++=their
own ^ap++++=own
Arvernian ^np+++??+=Arvernian
standard ^nn++++=standard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
marched ^vpsv++agls+xvbn+=marched
behind ^in+pl+++=behind
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
noblest ^nn++++=noblest
of ^in++++=of
their ^pp$+pp3+++=their
clan ^nn++++=clan:
: ^zz++++=EXTRAWORD
once ^rb+tm+++=once
more ^ql++++=more
they ^pp3a+pp3+++=they
wore ^vbd+++xvbnx+=wore
their ^pp$+pp3+++=their
native ^jj+atrb+++=native
dress ^nn++++=dress
and ^cc++++=and
well ^rb++++=well-tried
- ^zz++++=EXTRAWORD
tried ^vbd+++xvbn+=EXTRAWORD
armor ^nn++++=armor.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
chains ^nns++++=chains
were ^vbd+bed+vrb++=were
on ^in++++=on
their ^pp$+pp3+++=their
hands ^nns++++=hands
and ^cc++++=and
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought
so ^ql++++=so
long ^rb++++=long
and ^cc+phrs+++=and
well ^rb++++=well
for ^in++++=for
freedom ^nn+nom+++=freedom,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
captive ^nn++++=captive
gazing ^vwbg+++xvbg+=gazing-stock
- ^zz++++=EXTRAWORD
stock ^nn++++=EXTRAWORD
of ^in++++=of
Rome ^np++++=Rome.
. ^zz++++=EXTRAWORD
Long ^rb+cnj+++=Long,
, ^zz++++=EXTRAWORD
long ^rb++++=long
was ^vbd+bedz+vrb++=was
the ^ati++++=the
line ^nn++++=line
of ^in++++=of
chained ^xvbn+++xvbn+=chained
Gauls ^np+++??+=Gauls
of ^in++++=of
every ^at++++=every
tribe ^nn++++=tribe,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
four ^cd++++=four
white ^jj+atrb+++=white
horses ^nns++++=horses
appeared ^vbd+seem++xvbn+=appeared,
, ^zz++++=EXTRAWORD
all ^abn++++=all
abreast ^rb+cnj+++=abreast,
, ^zz++++=EXTRAWORD
drawing ^nvbg+++xvbg+=drawing
the ^ati++++=the
gilded ^jj+atrb++xvbn+=gilded
car ^nn++++=car,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
stood ^vbd+++xvbn+=stood
a ^at++++=a
slight ^jj+atrb+++=slight
form ^nn++++=form
in ^in++++=in
a ^at++++=a
purple ^jj+atrb+++=purple
robe ^nn++++=robe,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
bald ^jj+atrb+++=bald
head ^nn++++=head
and ^cc++++=and
narrow ^jj+atrb+++=narrow
temples ^nns++++=temples
encircled ^vbd+++xvbn+=encircled
with ^in++++=with
a ^at++++=a
wreath ^nn++++=wreath
of ^in++++=of
