For ^in++++=For
only ^ap+down+++=only
bar ^nn++++=bar
to ^in++++=to
my ^pp$+pp1+++=my
perfect ^jj+atrb+++=perfect
enjoyment ^nn+nom+++=enjoyment
of ^in++++=of
those ^dt+dem+++=those
golden ^jj+atrb+++=golden
days ^nns++++=days
was ^vbd+bedz+vrb++=was
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Dorrimore ^np++++=Dorrimore,
, ^zz++++=EXTRAWORD
whom ^whp+rel+obj++=whom
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
felt ^vprf+++xvbnx+=felt
compelled ^vbd+++xvbn+=compelled
to ^to+vcmp+++=to
introduce ^vbi++++=introduce
to ^in++++=to
the ^ati++++=the
ladies ^nns++++=ladies.
. ^zz++++=EXTRAWORD
By ^in++++=By
them ^pp3o+pp3+++=them
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
evidently ^rb++splt++=evidently
held ^vpsv++agls+xvbnx+=held
in ^in++++=in
favour ^nn++++=favour.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
could ^md+pos+++=could
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
absolutely ^rb+amp+++=absolutely
nothing ^pn++++=nothing
to ^in++++=to
his ^pp$+pp3+++=his
discredit ^vb++++=discredit.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
manners ^nns+nom+++=manners
were ^vbd+bed+vrb++=were
those ^dt+dem+++=those
of ^in++++=of
a ^at++++=a
cultivated ^jj+atrb++xvbn+=cultivated
and ^cc+phrs+++=and
considerate ^jj+atrb+++=considerate
gentleman ^nn+nom+++=gentleman;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^in++++=to
women ^nns++++=women
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
manner ^nn++++=manner
is ^vbz+bez+vrb++=is
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
On ^in++++=On
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
occasions ^nns++++=occasions
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
Miss ^npt++++=Miss
Corray ^np++++=Corray
walking ^vwbg+++xvbg+=walking
with ^in++++=with
him ^pp3o+pp3+++=him
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
furious ^jj+pred+++=furious,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
had ^vb+hv+vrb++=had
the ^ati++++=the
indiscretion ^nn+nom+++=indiscretion
to ^in++++=to
protest ^nn++++=protest.
. ^zz++++=EXTRAWORD
Asked ^j+++xvbn+=Asked
for ^in++++=for
reasons ^nns++++=reasons,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
none ^pn++++=none
to ^to++++=to
give ^vbi++++=give,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fancied ^jj+++xvbn+=fancied
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
in ^in++++=in
her ^pp$+pp3+++=her
expression ^nn++++=expression
a ^at++++=a
shade ^nn++++=shade
of ^in++++=of
contempt ^nn++++=contempt
for ^in++++=for
the ^ati++++=the
vagaries ^nns++++=vagaries
of ^in++++=of
a ^at++++=a
jealous ^jj+atrb+++=jealous
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
In ^in++++=In
time ^nn++++=time
I ^pp1a+pp1+++=I
grew ^vbd+++xvbnx+=grew
morose ^jj++++=morose
and ^cc++++=and
consciously ^rb++++=consciously
disagreeable ^jj++++=disagreeable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
resolved ^vpsv++agls+xvbn+=resolved
in ^in++++=in
my ^pp$+pp1+++=my
madness ^nns+nom+++=madness
to ^to++++=to
return ^vbi++++=return
to ^in++++=to
San ^np++++=San
Francisco ^np++++=Francisco
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Iv ^np+++??+=IV
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
at ^rb++++=at
Auburn ^jj+pred+++=Auburn
an ^at++++=an
old ^jj+atrb+++=old,
, ^zz++++=EXTRAWORD
abandoned ^jj+atrb++xvbn+=abandoned
cemetery ^nn+nom+++=cemetery.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart
of ^in++++=of
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
by ^in++++=by
night ^nn++++=night
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
as ^ql++++=as
gruesome ^jj++++=gruesome
a ^at++++=a
place ^nn++++=place
as ^in++++=as
the ^ati++++=the
most ^ql+emph+++=most
dismal ^jj++++=dismal
of ^in++++=of
human ^jj+atrb+++=human
moods ^nns++++=moods
could ^md+pos+++=could
crave ^vb++++=crave.
. ^zz++++=EXTRAWORD
The ^ati++++=The
railings ^nns+nom+++=railings
about ^in++++=about
the ^ati++++=the
plots ^nns++++=plots
were ^vbd+bed+vrb++=were
prostrate ^jj+pred+++=prostrate,
, ^zz++++=EXTRAWORD
decayed ^j+++xvbn+=decayed,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
altogether ^nn+nom+++=altogether
gone ^vbd+++xvbn+=gone.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
of ^in++++=of
the ^ati++++=the
graves ^nns++++=graves
were ^vbd+bed+vrb++=were
sunken ^jj+pred+++=sunken,
, ^zz++++=EXTRAWORD
from ^in++++=from
others ^aps++++=others
grew ^vbd+++xvbn+=grew
sturdy ^jj+atrb+++=sturdy
pines ^nns++++=pines,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
roots ^nns++++=roots
had ^vbd+hvd+aux++=had
committed ^vprf+++xvbnx+=committed
unspeakable ^jj+atrb+++=unspeakable
sin ^nn++++=sin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
headstones ^nns+++??+=headstones
were ^vbd+bed+aux++=were
fallen ^vprf+++xvbn+=fallen
and ^cc+phrs+++=and
broken ^vpsv++agls+xvbn+=broken
across ^in+strn+++=across;
; ^zz++++=EXTRAWORD
brambles ^nns++++=brambles
overran ^nn++++=overran
the ^ati++++=the
ground ^nn++++=ground;
; ^zz++++=EXTRAWORD
the ^ati++++=the
fence ^nn++++=fence
was ^vbd+bedz+aux++=was
mostly ^rb++splt++=mostly
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cows ^nns++++=cows
and ^cc++++=and
pigs ^nns++++=pigs
wandered ^vbd+++xvbn+=wandered
there ^rn+pl+++=there
at ^rb++++=at
will ^md+prd+++=will;
; ^zz++++=EXTRAWORD
the ^ati++++=the
place ^nn++++=place
was ^vbd+bedz+vrb++=was
a ^at++++=a
dishonour ^nn++++=dishonour
to ^in++++=to
the ^ati++++=the
living ^nvbg+++xvbg+=living,
, ^zz++++=EXTRAWORD
a ^at++++=a
calumny ^nn+++??+=calumny
on ^in++++=on
the ^ati++++=the
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
a ^at++++=a
blasphemy ^nn++++=blasphemy
against ^in++++=against
God ^nn++++=God.
. ^zz++++=EXTRAWORD
The ^ati++++=The
evening ^nn++++=evening
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
on ^in++++=on
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
my ^pp$+pp1+++=my
madman ^nn++++=madman's
's ^$++++=EXTRAWORD
resolution ^nn+nom+++=resolution
to ^to++++=to
depart ^vbi++++=depart
in ^in++++=in
anger ^nn++++=anger
from ^in++++=from
all ^abn++++=all
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
dear ^jj+pred+++=dear
to ^in++++=to
me ^pp1o+pp1+++=me
found ^vbd+vprv++xvbn+=found
me ^pp1o+pp1+++=me
in ^cs+sub+++=in
that ^cs"++++=that
congenial ^jj+atrb+++=congenial
spot ^nn++++=spot.
. ^zz++++=EXTRAWORD
The ^ati++++=The
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
half ^abn++++=half
moon ^np++++=moon
fell ^vbd+++xvbn+=fell
ghostly ^jj++++=ghostly
through ^in++++=through
the ^ati++++=the
foliage ^nn+nom+++=foliage
of ^in++++=of
trees ^nns++++=trees
in ^in++++=in
spots ^nns++++=spots
and ^cc++++=and
patches ^nns++++=patches,
, ^zz++++=EXTRAWORD
revealing ^vbg+nom++xvbg+=revealing
much ^ap++++=much
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
unsightly ^jj+pred+++=unsightly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
black ^jj+atrb+++=black
shadows ^nps++++=shadows
seemed ^vbd+seem++xvbn+=seemed
conspiracies ^nns+nom+++=conspiracies
withholding ^vwbg+++xvbg+=withholding
to ^in++++=to
the ^ati++++=the
proper ^jj+atrb+++=proper
time ^nn++++=time
revelations ^nns+nom+++=revelations
of ^in++++=of
darker ^jjr+atrb+++=darker
import ^nn++++=import.
. ^zz++++=EXTRAWORD
Passing ^vbg+++xvbg+=Passing
along ^in++++=along
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
gravel ^nn++++=gravel
path ^nn++++=path,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
emerging ^vbg+++xvbg+=emerging
from ^in++++=from
shadow ^nn++++=shadow
the ^ati++++=the
figure ^nn++++=figure
of ^in++++=of
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Dorrimore ^np++++=Dorrimore.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
myself ^ppl+pp1+++=myself
in ^in++++=in
shadow ^nn++++=shadow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vbd+++xvbn+=stood
still ^jj+pred+++=still
with ^in++++=with
clenched ^jj+atrb++xvbn+=clenched
hands ^nns++++=hands
and ^cc++++=and
set ^xvbn+++xvbn+=set
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
control ^vbi++++=control
the ^ati++++=the
impulse ^nn++++=impulse
to ^to++++=to
leap ^vbi++++=leap
upon ^in++++=upon
and ^cc++++=and
strangle ^vb++++=strangle
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
A ^at++++=A
moment ^nn++++=moment
later ^rbr+tm+++=later
a ^at++++=a
second ^od++++=second
figure ^nn++++=figure
joined ^vbd+++xvbn+=joined
him ^pp3o+pp3+++=him
and ^cc++++=and
clung ^vpsv++agls+xvbn+=clung
to ^in++++=to
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
Margaret ^np++++=Margaret
Corray ^np+++??+=Corray!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
rightly ^rb++splt++=rightly
relate ^vb++++=relate
what ^wdt+who+++=what
occurred ^vprf+++xvbn+=occurred.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
sprang ^vbd+++xvbnx+=sprang
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
upon ^in++++=upon
murder ^nn++++=murder;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
the ^ati++++=the
grey ^nn++++=grey
of ^in++++=of
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
bruised ^j+++xvbn+=bruised
and ^cc+phrs+++=and
bloody ^jj++++=bloody,
, ^zz++++=EXTRAWORD
with ^in++++=with
finger ^nn++++=finger
marks ^nns++++=marks
upon ^in++++=upon
my ^pp$+pp1+++=my
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
to ^to+vcmp+++=to
the ^ati++++=the
Putnam ^np+++??+=Putnam
House ^nn++++=House,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
for ^in++++=for
days ^nns++++=days
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
in ^in++++=in
a ^at++++=a
delirium ^nn+++??+=delirium.
. ^zz++++=EXTRAWORD
All ^abn++++=All
this ^dt+dem+++=this
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
of ^in++++=of
my ^pp$+pp1+++=my
own ^ap++++=own
knowledge ^nn++++=knowledge
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
when ^wrb+who+++=when
consciousness ^nns+nom+++=consciousness
returned ^vbd+++xvbn+=returned
with ^in++++=with
convalescence ^nn+nom+++=convalescence
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
for ^in++++=for
the ^ati++++=the
clerk ^nn++++=clerk
of ^in++++=of
the ^ati++++=the
hotel ^nn++++=hotel.
. ^zz++++=EXTRAWORD
' ^zz++++='Are
are ^vb+ber+vrb++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Corray ^np++++=Corray
and ^cc++++=and
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter
still ^rb++++=still
here ^rn+pl+++=here?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
' ^zz++++='What
what ^wdt+who+++=EXTRAWORD
name ^nn++++=name
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Corray.'
corray ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='Nobody
nobody ^pn++++=EXTRAWORD
of ^in++++=of
that ^dt+dem+++=that
name ^nn++++=name
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
here ^rn+pl+++=here.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
you ^pp2+pp2+++=you
will ^md+prd+++=will
not ^xnot++not++=not
trifle ^nn++++=trifle
with ^in++++=with
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
petulantly ^jj++++=petulantly.
. ^zz++++=EXTRAWORD
' ^zz++++='You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
all ^abn++++=all
right ^jj++++=right
now ^rn+tm+++=now;
; ^zz++++=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me
the ^ati++++=the
truth ^nn++++=truth.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='I
i ^pp1a+pp1+++=EXTRAWORD
give ^vb++++=give
you ^pp2+pp2+++=you
my ^pp$+pp1+++=my
word ^nn++++=word,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied
with ^in++++=with
evident ^jj+atrb+++=evident
sincerity ^nn+nom+++=sincerity,
, ^zz++++=EXTRAWORD
' ^zz++++='we
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
no ^at++++=no
guests ^nns++++=guests
of ^in++++=of
that ^dt+dem+++=that
name ^nn++++=name.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
words ^nns++++=words
stupefied ^vbd+++xvbn+=stupefied
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lay ^vbd+++xvbnx+=lay
for ^in++++=for
a ^ap++++=a
few ^ap"++++=few
moments ^nns+nom+++=moments
in ^in++++=in
silence ^nn+nom+++=silence;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked:
: ^zz++++=EXTRAWORD
' ^zz++++='Where
where ^wrb+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Dorrimore ^np++++=Dorrimore?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
' ^zz++++='He
he ^pp3a+pp3+++=EXTRAWORD
left ^vbd+++xvbnx+=left
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
your ^pp$+pp2+++=your
fight ^nn++++=fight
and ^cc++++=and
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
heard ^vpsv++agls+xvbnx+=heard
of ^in++++=of
since ^in+strn+++=since.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
rough ^jj+atrb+++=rough
deal ^nn++++=deal
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
you ^pp2+pp2+++=you.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
V ^zz++++=V
Such ^abl++++=Such
are ^vb+ber+vrb++=are
the ^ati++++=the
facts ^nns++++=facts
of ^in++++=of
this ^dt+dem+++=this
case ^nn++++=case.
. ^zz++++=EXTRAWORD
Margaret ^np++++=Margaret
Corray ^np+++??+=Corray
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
my ^pp$+pp1+++=my
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
Auburn ^jj++++=Auburn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
the ^ati++++=the
weeks ^nns++++=weeks
whose ^whp+rel+obj++=whose
history ^nn++++=history
as ^ql++++=as
it ^pp3+it+++=it
shaped ^vbd+++xvbn+=shaped
itself ^ppl++++=itself
in ^in++++=in
my ^pp$+pp1+++=my
brain ^nn++++=brain
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
endeavoured ^vprf+++xvbnx+=endeavoured
to ^to++++=to
relate ^vbi++++=relate,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
living ^vbg+++xvbgx+=living
at ^rb++++=at
her ^pp3o+pp3+++=her
home ^nr++++=home
in ^in++++=in
Oakland ^np+++??+=Oakland,
, ^zz++++=EXTRAWORD
wondering ^vbg+++xvbg+=wondering
where ^wrb+who+++=where
her ^pp$+pp3+++=her
lover ^nn++++=lover
was ^vbd+bedz+vrb++=was
and ^cc+cls+++=and
why ^wrb+who+++=why
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
write ^vb++++=write.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
day ^nn++++=day
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
in ^in++++=in
the ^ati++++=the
Baltimore ^np+++??+=Baltimore
Sun ^nn++++=Sun
the ^ati++++=the
following ^jj+atrb++xvbg+=following
paragraph ^nn++++=paragraph:
: ^zz++++=EXTRAWORD
' ^zz++++='Professor
professor ^npt++++=EXTRAWORD
Valentine ^np++++=Valentine
Dorrimore ^np+++??+=Dorrimore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hypnotist ^nn+nom+++=hypnotist,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
a ^at++++=a
large ^jj+atrb+++=large
audience ^nn+nom+++=audience
last ^jj+atrb+++=last
night ^nn++++=night.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lecturer ^nn+nom+++=lecturer,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
lived ^vprf+++xvbnx+=lived
most ^ql+emph+++=most
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life
in ^in++++=in
India ^np++++=India,
, ^zz++++=EXTRAWORD
gave ^j+++xvbn+=gave
some ^dti++++=some
marvellous ^jj+atrb+++=marvellous
exhibitions ^nns+nom+++=exhibitions
of ^in++++=of
his ^pp$+pp3+++=his
power ^nn++++=power,
, ^zz++++=EXTRAWORD
hypnotizing ^jj+++xvbg+=hypnotizing
anyone ^pn++++=anyone
who ^whp+who+++=who
chose ^vbd+++xvbn+=chose
to ^to++++=to
submit ^vbi+vpub+tht0++=submit
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
experiment ^nn+nom+++=experiment,
, ^zz++++=EXTRAWORD
by ^in++++=by
merely ^rb+down+++=merely
looking ^vbg+++xvbg+=looking
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
twice ^rb++++=twice
hypnotized ^vbd+++xvbn+=hypnotized
the ^ati++++=the
entire ^jjb+atrb+++=entire
audience ^nn+nom+++=audience
( ^zz++++=(reporters
reporters ^nns+nom+++=EXTRAWORD
alone ^rb++++=alone
exempted ^jj+++xvbn+=exempted),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
all ^abn++++=all
entertain ^vb++++=entertain
the ^ati++++=the
most ^ql+emph+++=most
extraordinary ^jj+atrb+++=extraordinary
illusions ^nns++++=illusions.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
valuable ^jj+atrb+++=valuable
feature ^nn++++=feature
of ^in++++=of
the ^ati++++=the
lecture ^nn++++=lecture
was ^vbd+bedz+vrb++=was
the ^ati++++=the
disclosure ^nn+++??+=disclosure
of ^in++++=of
the ^ati++++=the
methods ^nns++++=methods
of ^in++++=of
the ^ati++++=the
Hindu ^jj+atrb+++=Hindu
jugglers ^nns+nom+++=jugglers
in ^in++++=in
their ^pp$+pp3+++=their
famous ^jj+atrb+++=famous
performances ^nns+nom+++=performances,
, ^zz++++=EXTRAWORD
familiar ^jj++++=familiar
in ^in++++=in
the ^ati++++=the
mouths ^nns++++=mouths
of ^in++++=of
travellers ^nns+nom+++=travellers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
professor ^nn++++=professor
declares ^vbz+vpub+++=declares
that ^tht+vcmp+++=that
these ^dt+dem+++=these
thaumaturgists ^nns+nom+++=thaumaturgists
have ^vb+hv+aux++=have
acquired ^vprf+++xvbnx+=acquired
such ^abl++++=such
skill ^nn++++=skill
in ^in++++=in
the ^ati++++=the
art ^nn++++=art
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
learned ^vbd+++xvbnx+=learned
at ^rb++++=at
their ^pp$+pp3+++=their
feet ^nns++++=feet
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
perform ^vb++++=perform
their ^pp$+pp3+++=their
miracles ^nns++++=miracles
by ^in++++=by
simply ^rb++++=simply
throwing ^vbg+++xvbg+=throwing
the ^ati++++=the
" ^zz++++="spectators"
spectators ^nns++++=EXTRAWORD
" ^zz++++=EXTRAWORD
into ^in++++=into
a ^at++++=a
state ^nn++++=state
of ^in++++=of
hypnosis ^nn++++=hypnosis
and ^cc++++=and
telling ^jj+++xvbg+=telling
them ^pp3o+pp3+++=them
what ^wdt+who+++=what
to ^to++++=to
see ^vbi+vprv+++=see
and ^cc+phrs+++=and
hear ^vb+vprv+++=hear.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
assertion ^nn+nom+++=assertion
that ^tht+ncmp+++=that
a ^at++++=a
peculiarly ^rb++++=peculiarly
susceptible ^jj+atrb+++=susceptible
subject ^nn++++=subject
may ^md+pos+++=may
be ^vb+be+aux++=be
kept ^vpsv++agls+xvbnx+=kept
in ^rb+phrv+++=in
the ^ati++++=the
realm ^nn++++=realm
of ^in++++=of
the ^ati++++=the
unreal ^nn++++=unreal
for ^in++++=for
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
months ^nns++++=months,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
years ^nns++++=years,
, ^zz++++=EXTRAWORD
dominated ^xvbn+++xvbn+=dominated
by ^in++++=by
whatever ^nn+nom+++=whatever
delusions ^nns++++=delusions
and ^cc++++=and
hallucinations ^nns+nom+++=hallucinations
the ^ati++++=the
operator ^nn++++=operator
may ^md+pos+++=may
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time
suggest ^vb+vpub+++=suggest,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
trifle ^nn++++=trifle
disquieting ^nn++++=disquieting.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
