Many ^ap++++=Many
and ^cc+phrs+++=and
important ^jj++++=important
than ^in++++=than
usual ^jj++++=usual,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought;
; ^zz++++=EXTRAWORD
Cap ^nn++++=Cap'n
'n ^nn+++??+=EXTRAWORD
Pratt ^np+++??+=Pratt
was ^vbd+bedz+vrb++=was
real ^rb+emph+++=real
good ^jj+pred+++=good-natured
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
lies ^vbz++++=lies
that ^dt+dem+++=that
Warriner ^np+nom++??+=Warriner
swallowed ^vbd+++xvbn+=swallowed
like ^in++++=like
an ^at++++=an
albacore ^nn+++??+=albacore
does ^vbz+doz+vrb++=does
a ^at++++=a
flying ^jj+++xvbg+=flying-fish;
- ^zz++++=EXTRAWORD
fish ^nns++++=EXTRAWORD
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
scraped ^vprf+++xvbnx+=scraped
my ^pp$+pp1+++=my
face ^nn++++=face
with ^in++++=with
an ^at++++=an
old ^nn++++=old
hoe ^vb++++=hoe
of ^in++++=of
a ^at++++=a
razor ^nn++++=razor
and ^cc++++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
a ^at++++=a
necktie ^nn+++??+=necktie;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Cornwallis ^np+++??+=Cornwallis
stood ^vbd+++xvbn+=stood
in ^in++++=in
the ^ati++++=the
pantry ^nn++++=pantry
door ^nn++++=door
behind ^in+pl+++=behind
Pratt ^np+++??+=Pratt
with ^in++++=with
a ^at++++=a
white ^jj+atrb+++=white
cap ^nn++++=cap
over ^in++++=over
his ^pp$+pp3+++=his
wool ^nn++++=wool,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looking ^vbg+++xvbg+=looking
as ^ql++++=as
solemn ^jj++++=solemn
as ^in++++=as
a ^at++++=a
judge ^nn++++=judge.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did
well ^rb++++=well
that ^cs+sub+++=that
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
a ^at++++=a
first ^od++++=first
rate ^nn++++=rate
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
vegetable ^nn++++=vegetable
soup ^nn++++=soup;
; ^zz++++=EXTRAWORD
chicken ^nn++++=chicken,
, ^zz++++=EXTRAWORD
rice ^np++++=rice
and ^cc++++=and
curry ^nn++++=curry
with ^in++++=with
Ceylon ^np++++=Ceylon
chutney ^nn+++??+=chutney;
; ^zz++++=EXTRAWORD
potatoes ^nns++++=potatoes;
; ^zz++++=EXTRAWORD
boiled ^jj+atrb++xvbn+=boiled
onions ^nns++++=onions;
; ^zz++++=EXTRAWORD
lime ^nn++++=lime-juice;
- ^zz++++=EXTRAWORD
juice ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
a ^at++++=a
cold ^jj+atrb+++=cold
whiskey ^nn+++??+=whiskey
punch ^nn++++=punch.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time
for ^in++++=for
the ^ati++++=the
dessert ^nn++++=dessert.
. ^zz++++=EXTRAWORD
Cornwallis ^np+++??+=Cornwallis
took ^vbd+++xvbn+=took
away ^rb+phrv+++=away
the ^ati++++=the
things ^nns++++=things,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Warriner ^np+nom++??+=Warriner
told ^vbd+vpub++xvbn+=told
us ^pp1o+pp1+++=us
how ^wrb+who+++=how
much ^rb++++=much
we ^pp1a+pp1+++=we
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi++vrb++=be
thankful ^jj++++=thankful
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
and ^cc++++=and
the ^ati++++=the
cook ^nn++++=cook
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
to ^to++++=to
make ^vbi++++=make
the ^ati++++=the
pudding ^nn++++=pudding
a ^at++++=a
success ^nns+nom+++=success.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
minute ^nn++++=minute
that ^tht+rel+++=that
pudding ^nn++++=pudding
hove ^np++++=hove
in ^in++++=in
sight ^nn++++=sight
Pratt ^np+++??+=Pratt
and ^cc++++=and
me ^pp1o+pp1+++=me
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
middle ^nn++++=middle
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
stuck ^vpsv++agls+xvbnx+=stuck
full ^jj++++=full
of ^in++++=of
long ^rb++++=long
feathers ^nns+nom+++=feathers!
! ^zz++++=EXTRAWORD
" ^zz++++="Heavens
heavens ^nns++++=EXTRAWORD
and ^cc++++=and
earth ^nn++++=earth!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
those ^dt+dem+++=those
things ^nns++++=things
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Warriner ^np+nom++??+=Warriner.
. ^zz++++=EXTRAWORD
" ^zz++++="Dem
dem ^&fw++++=EXTRAWORD
is ^vbz+bez+vrb++=is
fedders ^nns+nom+++=fedders,
, ^zz++++=EXTRAWORD
sah ^nn+++??+=sah.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
tole ^nn+++??+=tole
me ^pp1o+pp1+++=me
dat ^jj+atrb++??+=dat
holly ^nn++++=holly
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
stuck ^vpsv++agls+xvbnx+=stuck
up ^rp++++=up
in ^in++++=in
de ^&fw++++=de
middle ^jjb++++=middle,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
dat ^jj+atrb++??+=dat
bush ^nn++++=bush
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
foun ^nn+++??+=foun'
' ^zz++++=EXTRAWORD
in ^in++++=in
dese ^nn++++=dese
pahts ^nns+++??+=pahts.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done
de ^&fw++++=de
best ^jjt++++=best
I ^pp1a+pp1+++=I
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
Mass ^nn++++=Mass'."
'." ^nn+++??+=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
ever ^rb++++=ever
such ^abl++++=such
a ^at++++=a
thing ^nn++++=thing
heard ^vbd+vprv++xvbn+=heard
of ^in+strn+++=of!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
are ^vb+ber+vrb++=are
those ^dt+dem+++=those
feathers ^nns+nom+++=feathers
from ^in++++=from
the ^ati++++=the
chicken ^nn++++=chicken
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
eaten ^vprf+++xvbnx+=eaten?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Laws,
laws ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
no ^at++++=no.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
done ^vbd+++xvbnx+=done
kotched ^vbd+++xvbn+=kotched
de ^&fw++++=de
rooster ^nn+nom+++=rooster
Golly ^uh++++=Golly!
! ^zz++++=EXTRAWORD
how ^wrb+who+++=how
dat ^nn+++??+=dat
ole ^np++++=ole
bird ^nn++++=bird
did ^vbd+dod+vrb++=did
squawk ^nn++++=squawk
and ^cc++++=and
I ^pp1a+pp1+++=I
yanked ^vbd+++xvbnx+=yanked
de ^&fw++++=de
fedders ^nns+nom+++=fedders
out ^rp+pl+++=out
ob ^nn+++??+=ob
his ^pp$+pp3+++=his
tail ^nn++++=tail.
. ^zz++++=EXTRAWORD
Dere ^np+++??+=Dere
dey ^nn+++??+=dey
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
a ^at++++=a
wavin ^nn+++??+=wavin'
' ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
flag ^nn++++=flag."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Warriner ^np+nom++??+=Warriner
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
pull ^vb++++=pull
the ^ati++++=the
feathers ^nns+nom+++=feathers
out ^rp+pl+++=out
and ^cc++++=and
throw ^vb++++=throw
them ^pp3o+pp3+++=them
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
Cap ^nn++++=Cap'n
'n ^nn+++??+=EXTRAWORD
and ^cc++++=and
me ^pp1o+pp1+++=me
rather ^rb++++=rather
liked ^vbd+++xvbn+=liked
the ^ati++++=the
looks ^nns++++=looks
of ^in++++=of
' ^zz++++='em,
em ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
so ^ql++++=so
he ^pp3a+pp3+++=he
stopped ^vbd+++xvbnx+=stopped.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
sauce ^nn++++=sauce
appeared ^vbd+seem++xvbn+=appeared.
. ^zz++++=EXTRAWORD
White ^jj++++=White
of ^in++++=of
egg ^nn++++=egg
beaten ^vbd+++xvbn+=beaten
stiff ^jj++++=stiff
was ^vbd+bedz+vrb++=was
on ^in++++=on
top ^nn++++=top
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
Cornwallis ^np+++??+=Cornwallis
brought ^vbd+++xvbn+=brought
a ^at++++=a
dish ^nn++++=dish
and ^cc++++=and
turned ^vbd+++xvbn+=turned
the ^ati++++=the
brandy ^nn++++=brandy
around ^in++++=around
the ^ati++++=the
pudding ^nn++++=pudding.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
awful ^jj++++=awful
it ^pp3+it+++=it
smelled ^vbd+++xvbn+=smelled!
! ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
bit ^nn++++=bit
like ^in++++=like
any ^dti++++=any
brandy ^nn++++=brandy
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw.
. ^zz++++=EXTRAWORD
Warriner ^np+nom++??+=Warriner
looked ^vbd+++xvbn+=looked
a ^at++++=a
bit ^nn++++=bit
puzzled ^vbd+++xvbn+=puzzled,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^to++++=to
say ^vbi+vpub+++=say
a ^at++++=a
word ^nn++++=word
the ^ati++++=the
cook ^nn++++=cook
struck ^vbd+++xvbn+=struck
a ^at++++=a
match ^nn++++=match
and ^cc++++=and
touched ^vbd+++xvbn+=touched
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
liquor ^nn++++=liquor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
thing ^nn++++=thing
blazed ^vbd+++xvbn+=blazed
right ^nn++++=right
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
skylight ^nn++++=skylight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scared ^vbd+++xvbn+=scared
all ^abn++++=all
hands ^nns++++=hands
nearly ^rb+down+++=nearly
to ^in++++=to
death ^nn++++=death!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
could ^md+pos+++=could
have ^vb+hv+aux++=have
knocked ^vprf+++xvbnx+=knocked
me ^pp1o+pp1+++=me
over ^in++++=over
with ^in++++=with
a ^at++++=a
fish ^nns++++=fish-hook,
- ^zz++++=EXTRAWORD
hook ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
darky ^nn+++??+=darky
rolled ^vbd+++xvbn+=rolled
up ^rp++++=up
the ^ati++++=the
whites ^nns++++=whites
of ^in++++=of
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
and ^cc++++=and
acted ^vbd+++xvbn+=acted
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
praying ^vbg+++xvbgx+=praying.
. ^zz++++=EXTRAWORD
Warriner ^np+nom+++=Warriner's
's ^$++++=EXTRAWORD
face ^vb++++=face
turned ^vbd+++xvbn+=turned
all ^abn++++=all
colors ^nns++++=colors,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Pratt ^np+++??+=Pratt
was ^vbd+bedz+aux++=was
scared ^vpsv++agls+xvbnx+=scared
and ^cc++++=and
mad ^jj++++=mad
both ^abx++++=both.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
jerked ^vbd+++xvbnx+=jerked
the ^ati++++=the
cloth ^nn++++=cloth
and ^cc++++=and
everything ^pn++++=everything
off ^in+pl+++=off
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
off ^in+pl+++=off
his ^pp$+pp3+++=his
coat ^nn++++=coat
and ^cc++++=and
threw ^vbd+++xvbn+=threw
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
blaze ^nn++++=blaze.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
stamped ^vbd+++xvbnx+=stamped
on ^in++++=on
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
us ^pp1o+pp1+++=us
spoke ^vbd+++xvbn+=spoke
a ^at++++=a
word ^nn++++=word
for ^in++++=for
a ^at++++=a
minute ^nn++++=minute;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
clean ^jj+pred+++=clean
on ^in++++=on
our ^pp$+pp1+++=our
beam ^nn++++=beam
ends ^nns++++=ends.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Pratt ^np+++??+=Pratt
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
passenger ^nn+nom+++=passenger
and ^cc++++=and
roared ^vbd+++xvbn+=roared
out ^rp+pl+++=out:
: ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
raised ^vprf+++xvbnx+=raised
h ^zz++++=h
with ^in++++=with
your ^pp$+pp2+++=your
pudding ^nn++++=pudding,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
must ^md+nec+++=must
say ^vb+vpub+++=say!
! ^zz++++=EXTRAWORD
Like ^vb++++=Like
to ^to+vcmp+++=to
have ^vbi++++=have
burned ^jj+++xvbn+=burned
us ^pp1o+pp1+++=us
all ^rb++++=all
up ^rp++++=up
into ^in++++=into
the ^ati++++=the
bargain ^nn++++=bargain.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+aux++0=EXTRAWORD
what ^wdt+who+++=what
comes ^vbz++++=comes
of ^in++++=of
setting ^xvbg+++xvbg+=setting
brandy ^nn++++=brandy
on ^in++++=on
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
when ^wrb+who+++=when
you ^pp2+pp2+++=you
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
d ^zz++++=d
dest ^jjt+atrb+++=dest
nonsense ^nn++++=nonsense
to ^to++++=to
burn ^vbi++++=burn
up ^rp++++=up
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
good ^jj+atrb+++=good
liquor ^nn++++=liquor
that ^tht+rel+subj++=that
might ^md+pos+++=might
better ^jjr++++=better
be ^vb+be+aux++=be
drunk ^vpsv++agls+xvbnx+=drunk."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Warriner ^np+nom++??+=Warriner
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
his ^pp$+pp3+++=his
voice ^nn++++=voice
by ^in++++=by
this ^dt+dem+++=this
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="Captain
captain ^npt++++=EXTRAWORD
Thomas ^np++++=Thomas
Pratt ^np+++??+=Pratt,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
forget ^vb+vprv+++=forget
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
not ^xnot++not++=not
accustomed ^xvbn+++xvbn+=accustomed
to ^in++++=to
being ^nn+nn+aux++=being
addressed ^vbd+++xvbn+=addressed
in ^cs+sub+++=in
that ^cs"++++=that
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
will ^md+prd+++=will
please ^uh++++=please
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
a ^at++++=a
passenger ^nn+nom+++=passenger
on ^in++++=on
this ^dt+dem+++=this
craft ^nn++++=craft
this ^dt+dem+++=this
miserable ^jj+atrb+++=miserable
apology ^nn++++=apology
for ^in++++=for
a ^at++++=a
schooner ^nn+nom+++=schooner
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
come ^vb++++=come
here ^rn+pl+++=here
to ^to++++=to
be ^vbi+vbi+aux++=be
sworn ^vprf+++xvbn+=sworn
at ^in+strn+++=at!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
on ^in++++=on
his ^pp$+pp3+++=his
mettle ^nn++++=mettle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Pratt ^np+++??+=Pratt
saw ^vbd+vprv++xvbn+=saw
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
offense ^nn+++??+=offense
meant ^vbd+vprv++xvbn+=meant,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Warriner ^np+nom+++=Warriner,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
insist ^vb+vpub+++=insist
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
having ^vbg+hvg++xvbg+=having
that ^dt+dem+++=that
brandy ^nn++++=brandy
set ^vbd+++xvbn+=set
on ^in++++=on
fire ^nn++++=fire
was ^vbd+bedz+vrb++=was
a ^at++++=a
rash ^nn++++=rash
proceeding ^vwbg+++xvbg+=proceeding."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Brandy!
brandy ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
brandy ^nn++++=brandy.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
suppose ^vb+vprv+tht0++=suppose
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
a ^at++++=a
plum ^nn++++=plum-pudding
- ^zz++++=EXTRAWORD
pudding ^nn++++=EXTRAWORD
before ^in++++=before?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
that ^dt+pdem+++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
brandy ^nn++++=brandy
I ^pp1a+pp1+++=I
gave ^vbd+++xvbnx+=gave
that ^cs+sub+++=that
imp ^nn++++=imp
of ^in++++=of
Satan ^np++++=Satan"
" ^zz++++=EXTRAWORD
( ^zz++++=(pointing
pointing ^vbg+++xvbg+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
cook ^nn++++=cook)
) ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
blazed ^vprf+++xvbnx+=blazed
up ^rp++++=up
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+++=what
foul ^jj+atrb+++=foul
odor ^nn++++=odor
did ^vbd+dod+vrb++=did
we ^pp1a+pp1+++=we
smell ^nn++++=smell
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
poured ^vbd+++xvbnx+=poured
the ^ati++++=the
stuff ^nn++++=stuff
around ^rp++++=around
the ^ati++++=the
pudding ^nn++++=pudding?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
odor ^nn++++=odor
do ^vb+do+vrb++=do
we ^pp1a+pp1+++=we
smell ^nn++++=smell
now ^rn+tm+++=now?
? ^zz++++=EXTRAWORD
Kerosene ^np+++??+=Kerosene,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
no ^at++++=no
judge ^nn++++=judge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Kerosene!"
kerosene ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
echoed ^vbd+++xvbn+=echoed
the ^ati++++=the
Cap ^nn++++=Cap'n.
'n. ^nn+++??+=EXTRAWORD
I ^pp1a+pp1+++=I
began ^vbd+++xvbnx+=began
to ^to++++=to
think ^vbi+vprv+tht0++=think
the ^ati++++=the
passenger ^nn+nom+++=passenger
knew ^vbd+vprv++xvbn+=knew
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
All ^abn++++=All
of ^in++++=of
us ^pp1o+pp1+++=us
smelled ^vbd+++xvbn+=smelled
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
cast ^vbd+++xvbn+=cast
our ^pp$+pp1+++=our
eyes ^nns++++=eyes
on ^in++++=on
Cornwallis ^np+++??+=Cornwallis.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
as ^ql++++=as
innocent ^jj++++=innocent
as ^in++++=as
a ^at++++=a
lamb ^nn++++=lamb.
. ^zz++++=EXTRAWORD
" ^zz++++="Gents,
gents ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
dat ^nn+++??+=dat
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
possible ^jj++++=possible,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
black ^jj+atrb+++=black
face ^nn++++=face
shining ^vwbg+++xvbg+=shining
like ^in++++=like
polished ^jj+atrb+++=polished
ebony ^nn++++=ebony.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
see ^vb+vprv+++=see
about ^in++++=about
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Warriner ^np+nom++??+=Warriner.
. ^zz++++=EXTRAWORD
" ^zz++++="Let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
taste ^vb++++=taste
the ^ati++++=the
sauce ^nn++++=sauce
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
warrant ^nn+nom+++=warrant
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
full ^jj++++=full
of ^in++++=of
kerosene ^nn+++??+=kerosene
too ^ql++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
some ^dti++++=some
in ^in++++=in
a ^at++++=a
spoon ^nn++++=spoon
and ^cc++++=and
smelled ^vpsv++agls+xvbn+=smelled
of ^in++++=of
it ^pp3+it+++=it
before ^in++++=before
putting ^xvbg+++xvbg+=putting
his ^pp$+pp3+++=his
tongue ^nn++++=tongue
to ^in++++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Curious,"
curious ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
odor ^nn++++=odor
of ^in++++=of
oil ^nn++++=oil
or ^cc++++=or
brandy ^nn++++=brandy
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
old ^jj+atrb+++=old
chap ^nn++++=chap
tasted ^vprf+++xvbn+=tasted
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
extraordinary ^jj+pred+++=extraordinary!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
to ^in++++=to
this ^dt+dem+++=this
sauce ^nn++++=sauce
it ^pp3+it+++=it
has ^vbz+hvz+vrb++=has
no ^at++++=no
body ^nn++++=body.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
positively ^rb++++=positively
not ^xnot++not++=not
a ^at++++=a
drop ^nn++++=drop
of ^in++++=of
brandy ^nn++++=brandy
in ^in++++=in
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
of ^in++++=of
kerosene ^nn+++??+=kerosene,
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+dem+++=that
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dat
dat ^nn+++??+=EXTRAWORD
am ^vb+bem+vrb++=am
bery ^nn++++=bery
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
Mass ^nn++++=Mass'
' ^zz++++=EXTRAWORD
Warmer ^jjr++++=Warmer.
. ^zz++++=EXTRAWORD
De ^&fw++++=De
brandy ^nn++++=brandy
must ^md+nec+++=must
' ^zz++++='a'
a ^at++++=EXTRAWORD
' ^zz++++=EXTRAWORD
done ^vbd+++xvbn+=done
' ^zz++++='vaporated."
vaporated ^jj+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
