What ^wdt+who+++=What
back ^jjb++++=back
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
the ^ati++++=the
unhappy ^jj+atrb+++=unhappy
lover ^nn++++=lover
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
glory ^vbi++++=glory
in ^in++++=in
their ^pp$+pp3+++=their
perfidy ^nn+++??+=perfidy.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
gloomy ^jj+atrb+++=gloomy
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
on ^in++++=on
opening ^xvbg+++xvbg+=opening
his ^pp$+pp3+++=his
bundle ^nn++++=bundle
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
bought ^vprf+++xvbnx+=bought
a ^at++++=a
stock ^nn++++=stock
of ^in++++=of
celluloids ^nns+++??+=celluloids,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
heart ^nn++++=heart
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
abandoned ^vprf+++xvbnx+=abandoned
him ^pp3o+pp3+++=him
for ^rb++++=for
ever ^rb"++++=ever.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
what ^wdt+who+++=what
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor
friend ^nn++++=friend
suffered ^vbd+++xvbn+=suffered
at ^rb++++=at
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
give ^vb++++=give
you ^pp2+pp2+++=you
no ^at++++=no
idea ^nn++++=idea;
; ^zz++++=EXTRAWORD
suffice ^vb++++=suffice
it ^pp3+it+++=it
to ^to++++=to
say ^vbi+vpub+++=say
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
passed ^vbd+++xvbnx+=passed
from ^in++++=from
celluloid ^nn++++=celluloid
to ^in++++=to
a ^at++++=a
blue ^jj+atrb+++=blue
flannel ^nn++++=flannel
shirt ^nn++++=shirt
and ^cc++++=and
from ^in++++=from
blue ^nn++++=blue
to ^in++++=to
grey ^np++++=grey.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
red ^jj+atrb+++=red
cotton ^np++++=cotton
handkerchief ^nn++++=handkerchief
in ^in++++=in
his ^pp$+pp3+++=his
wash ^nn++++=wash
at ^rb++++=at
length ^rb"++++=length
warned ^vbd+vpub++xvbn+=warned
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
his ^pp$+pp3+++=his
disappointed ^jj+atrb++xvbn+=disappointed
love ^nn++++=love
had ^vbd+hvd+aux++=had
unhinged ^vprf+++xvbnx+=unhinged
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feared ^vbd+vprv++xvbnx+=feared
the ^ati++++=the
worst ^nn++++=worst.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
an ^at++++=an
agonizing ^jj+atrb+++=agonizing
interval ^nn+nom+++=interval
of ^in++++=of
three ^cd++++=three
weeks ^nns++++=weeks
during ^in++++=during
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
me ^pp1o+pp1+++=me
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
that ^dt+pdem+++=that
came ^vbd+++xvbn+=came
the ^ati++++=the
last ^jj+atrb+++=last
parcel ^nn++++=parcel
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
ever ^rb++++=ever
received ^vbd+++xvbn+=received
from ^in++++=from
him ^pp3o+pp3+++=him
an ^at++++=an
enormous ^jj+atrb+++=enormous
bundle ^nn++++=bundle
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
to ^to+vcmp+++=to
contain ^vbi++++=contain
all ^abn++++=all
his ^pp$+pp3+++=his
effects ^nns++++=effects.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
to ^in++++=to
my ^pp$+pp1+++=my
horror ^nn++++=horror,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
discovered ^vbd+vprv++xvbnx+=discovered
one ^cd1++++=one
shirt ^nn++++=shirt
the ^ati++++=the
breast ^nn++++=breast
of ^in++++=of
which ^whp+rel+pied++=which
was ^vbd+bedz+aux++=was
stained ^vpsv++agls+xvbnx+=stained
a ^at++++=a
deep ^jj+atrb+++=deep
crimson ^nn+++??+=crimson
with ^in++++=with
his ^pp$+pp3+++=his
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pierced ^vpsv++by+xvbn+=pierced
by ^in++++=by
a ^at++++=a
ragged ^jj+atrb+++=ragged
hole ^nn++++=hole
that ^tht+rel+++=that
showed ^jj+++xvbn+=showed
where ^wrb+who+++=where
a ^at++++=a
bullet ^nn++++=bullet
had ^vbd+hvd+aux++=had
singed ^vprf+++xvbnx+=singed
through ^in++++=through
into ^in++++=into
his ^pp$+pp3+++=his
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
fortnight ^nn++++=fortnight
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
having ^xvbg+++xvbg+=having
heard ^vprf+++xvbn+=heard
the ^ati++++=the
street ^nn++++=street
boys ^nns++++=boys
crying ^vwbg+++xvbg+=crying
the ^ati++++=the
news ^nn++++=news
of ^in++++=of
an ^at++++=an
appalling ^jj+atrb+++=appalling
suicide ^nn++++=suicide,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
now ^rn+tm+++=now
that ^cs+sub+++=that
it ^pp3+it+++=it
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
first ^od++++=first
shock ^nn++++=shock
of ^in++++=of
my ^pp$+pp1+++=my
grief ^nn++++=grief
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sought ^vbd+++xvbnx+=sought
to ^to++++=to
keep ^vbi++++=keep
him ^pp3o+pp3+++=him
in ^in++++=in
my ^pp$+pp1+++=my
memory ^nn++++=memory
by ^in++++=by
drawing ^xvbg+++xvbg+=drawing
the ^ati++++=the
portrait ^nn++++=portrait
which ^whp+rel+subj++=which
hangs ^vbz++++=hangs
beside ^in+pl+++=beside
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
some ^dti++++=some
skill ^nn++++=skill
in ^in++++=in
the ^ati++++=the
art ^nn++++=art,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
assured ^vbn+vpub++xvbn+=assured
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
caught ^vprf+++xvbnx+=caught
the ^ati++++=the
expression ^nn++++=expression
of ^in++++=of
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
picture ^nn++++=picture
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
an ^at++++=an
ideal ^nn++++=ideal
one ^pn++++=one,
, ^zz++++=EXTRAWORD
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
Fifty ^cd++++=Fifty-Six."
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
on ^in++++=on
the ^ati++++=the
door ^nn++++=door
of ^in++++=of
the ^ati++++=the
outer ^jjb+atrb+++=outer
shop ^nn++++=shop
tinkled ^vbd+++xvbn+=tinkled
at ^in++++=at
the ^ati++++=the
entrance ^nn+nom+++=entrance
of ^in++++=of
a ^at++++=a
customer ^nn+nom+++=customer.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
rose ^nn+++xvbn+=rose
with ^in++++=with
that ^dt+dem+++=that
air ^nn++++=air
of ^in++++=of
quiet ^jj+atrb+++=quiet
resignation ^nn+nom+++=resignation
that ^tht+rel+++=that
habitually ^nn++++=habitually
marked ^vbd+++xvbn+=marked
his ^pp$+pp3+++=his
demeanour ^nn++++=demeanour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
remained ^vpsv++agls+xvbn+=remained
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
in ^in++++=in
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
in ^in++++=in
no ^at++++=no
mood ^nn++++=mood
to ^to++++=to
continue ^vbi++++=continue
speaking ^vbg+++xvbg+=speaking
of ^in++++=of
his ^pp$+pp3+++=his
lost ^jj+atrb++xvbn+=lost
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
him ^pp3o+pp3+++=him
soon ^rb+tm+++=soon
after ^cs+sub+++=after
and ^cc++++=and
walked ^vbd+++xvbn+=walked
sorrowfully ^rb++++=sorrowfully
home ^nr++++=home
to ^in++++=to
my ^pp$+pp1+++=my
lodgings ^nns++++=lodgings.
. ^zz++++=EXTRAWORD
On ^in++++=On
my ^pp$+pp1+++=my
way ^nn++++=way
I ^pp1a+pp1+++=I
mused ^vbd+++xvbnx+=mused
much ^rb++++=much
upon ^in++++=upon
my ^pp$+pp1+++=my
little ^jj+atrb+++=little
Eastern ^jj+atrb+++=Eastern
friend ^nn++++=friend
and ^cc++++=and
the ^ati++++=the
sympathetic ^jj+atrb+++=sympathetic
grasp ^nn++++=grasp
of ^in++++=of
his ^pp$+pp3+++=his
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
a ^at++++=a
burden ^nn++++=burden
lay ^vbd+++xvbn+=lay
heavy ^jj++++=heavy
on ^in++++=on
my ^pp$+pp1+++=my
heart ^nn++++=heart--something
-- ^--+clp+++=EXTRAWORD
something ^pn++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
fain ^vb+++??+=fain
have ^vb+hv+aux++=have
told ^vprf+++xvbnx+=told
him ^pp3o+pp3+++=him
but ^cc+cls+++=but
which ^whp+who+++=which
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
bear ^vb+vprv+++=bear
to ^to+vcmp+++=to
mention ^nn+nom+++=mention.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
it ^pp3+it+++=it
in ^in++++=in
my ^pp$+pp1+++=my
heart ^nn++++=heart
to ^to++++=to
shatter ^vbi++++=shatter
the ^ati++++=the
airy ^jj+atrb+++=airy
castle ^nn++++=castle
of ^in++++=of
his ^pp$+pp3+++=his
fancy ^nn++++=fancy.
. ^zz++++=EXTRAWORD
For ^in++++=For
my ^pp$+pp1+++=my
life ^nn++++=life
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
secluded ^jj++++=secluded
and ^cc+phrs+++=and
lonely ^jj++++=lonely
and ^cc++++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
no ^at++++=no
love ^nn++++=love
like ^in++++=like
that ^dt+dem+++=that
of ^in++++=of
my ^pp$+pp1+++=my
ideal ^jj+atrb+++=ideal
friend ^nn++++=friend.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
a ^at++++=a
haunting ^jj+atrb+++=haunting
recollection ^nn+nom+++=recollection
of ^in++++=of
a ^at++++=a
certain ^jj+atrb+++=certain
huge ^jj+atrb+++=huge
bundle ^nn++++=bundle
of ^in++++=of
washing ^xvbg+++xvbg+=washing
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
sent ^vbd+++xvbnx+=sent
to ^in++++=to
him ^pp3o+pp3+++=him
about ^in++++=about
a ^at++++=a
year ^nn++++=year
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
absent ^jj++++=absent
from ^in++++=from
town ^nn++++=town
for ^in++++=for
three ^cd++++=three
weeks ^nns++++=weeks
and ^cc++++=and
my ^pp$+pp1+++=my
laundry ^nn++++=laundry
was ^vbd+bedz+vrb++=was
much ^ap++++=much
larger ^jjr++++=larger
than ^in++++=than
usual ^jj++++=usual
in ^rb++++=in
consequence ^nn+nom+++=consequence.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
mistake ^nn++++=mistake
not ^xnot++not++=not
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
bundle ^nn++++=bundle
a ^at++++=a
tattered ^jj+atrb+++=tattered
shirt ^nn++++=shirt
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
grievously ^rb++splt++=grievously
stained ^vpsv++by+xvbn+=stained
by ^in++++=by
the ^ati++++=the
breaking ^jj+++xvbg+=breaking
of ^in++++=of
a ^at++++=a
bottle ^nn++++=bottle
of ^in++++=of
red ^jj+atrb+++=red
ink ^nn++++=ink
in ^in++++=in
my ^pp$+pp1+++=my
portmanteau ^nn+++??+=portmanteau,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
burnt ^vpsv++agls+xvbn+=burnt
in ^in++++=in
one ^cd1++++=one
place ^nn++++=place
where ^wrb+who+++=where
an ^at++++=an
ash ^nn++++=ash
fell ^vbd+++xvbn+=fell
from ^in++++=from
my ^pp$+pp1+++=my
cigar ^nn++++=cigar
as ^ql++++=as
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
up ^rp++++=up
the ^ati++++=the
bundle ^nn++++=bundle.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
all ^abn++++=all
this ^dt+dem+++=this
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
feel ^vb+vprv+++=feel
absolutely ^rb+amp+++=absolutely
certain ^jj++++=certain,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
at ^rb++++=at
least ^rb"++++=least
that ^dt+dem+++=that
until ^in++++=until
a ^at++++=a
year ^nn++++=year
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
transferred ^vbd+++xvbnx+=transferred
my ^pp$+pp1+++=my
custom ^nn++++=custom
to ^in++++=to
a ^at++++=a
more ^rbr++++=more
modern ^jj+atrb+++=modern
establishment ^nn+nom+++=establishment,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
laundry ^nn++++=laundry
number ^nn++++=number
with ^in++++=with
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
was ^vbd+bedz+vrb++=was
Fifty ^cd++++=Fifty-Six.
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
I ^pp1a+pp1+++=I
narrate ^nn+nom+++=narrate
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told
me ^pp1o+pp1+++=me
one ^cd1++++=one
winter ^nn++++=winter's
's ^$++++=EXTRAWORD
evening ^nn++++=evening
by ^in++++=by
my ^pp$+pp1+++=my
friend ^nn++++=friend
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
in ^in++++=in
the ^ati++++=the
little ^jj+atrb+++=little
room ^nn++++=room
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
laundry ^nn++++=laundry.
. ^zz++++=EXTRAWORD
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
quiet ^nn++++=quiet
little ^ap++++=little
celestial ^jj++++=celestial
with ^in++++=with
a ^at++++=a
grave ^nn++++=grave
and ^cc++++=and
thoughtful ^jj+atrb+++=thoughtful
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
melancholy ^jj+atrb+++=melancholy
contemplative ^jj+atrb+++=contemplative
disposition ^nn+nom+++=disposition
so ^rb++++=so
often ^rb++++=often
noticed ^vbd+vprv++xvbn+=noticed
in ^in++++=in
his ^pp$+pp3+++=his
countrymen ^nns++++=countrymen.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
myself ^ppl+pp1+++=myself
and ^cc++++=and
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vwbn+++xvbn+=EXTRAWORD
there ^ex+pex+++=there
exists ^vbz++++=exists
a ^at++++=a
friendship ^nn+nom+++=friendship
of ^in++++=of
some ^dti++++=some
years ^nns++++=years'
' ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
spend ^vb++++=spend
many ^ap++++=many
a ^at++++=a
long ^jj+atrb+++=long
evening ^nn++++=evening
in ^in++++=in
the ^ati++++=the
dimly ^rb++++=dimly
lighted ^jj+atrb++xvbn+=lighted
room ^nn++++=room
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
smoking ^vbg+++xvbg+=smoking
a ^at++++=a
dreamy ^jj+atrb+++=dreamy
pipe ^nn++++=pipe
together ^nn+nom+++=together
and ^cc++++=and
plunged ^vpsv++agls+xvbn+=plunged
in ^in++++=in
silent ^jj+atrb+++=silent
meditation ^nn+nom+++=meditation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
chiefly ^rb++splt++=chiefly
attracted ^vpsv++agls+xvbnx+=attracted
to ^in++++=to
my ^pp$+pp1+++=my
friend ^nn++++=friend
by ^in++++=by
the ^ati++++=the
highly ^rb+amp+++=highly
imaginative ^jj+atrb+++=imaginative
cast ^nn+++xvbn+=cast
of ^in++++=of
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe,
, ^zz++++=EXTRAWORD
a ^at++++=a
trait ^nn++++=trait
of ^in++++=of
the ^ati++++=the
Eastern ^jj+atrb+++=Eastern
character ^nn+nom+++=character
and ^cc++++=and
which ^whp+rel+subj++=which
enables ^vbz++++=enables
him ^pp3o+pp3+++=him
to ^to++++=to
forget ^vbi+vprv+++=forget
to ^to+vcmp+++=to
a ^at++++=a
great ^jj+atrb+++=great
extent ^nn++++=extent
the ^ati++++=the
sordid ^nn++++=sordid
cares ^vbz++++=cares
of ^in++++=of
his ^pp$+pp3+++=his
calling ^nvbg+++xvbg+=calling
in ^in++++=in
an ^at++++=an
inner ^jjb+atrb+++=inner
life ^nn++++=life
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
creation ^nn+nom+++=creation.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
the ^ati++++=the
keen ^jj+atrb+++=keen,
, ^zz++++=EXTRAWORD
analytical ^jj+atrb+++=analytical
side ^nn++++=side
of ^in++++=of
his ^pp$+pp3+++=his
mind ^nn++++=mind,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
in ^in++++=in
entire ^jjb+atrb+++=entire
ignorance ^nn+nom+++=ignorance
until ^cs+sub+++=until
the ^ati++++=the
evening ^nn++++=evening
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
write ^vb++++=write.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
sat ^vbd+++xvbn+=sat
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small
and ^cc+phrs+++=and
dingy ^jj++++=dingy,
, ^zz++++=EXTRAWORD
with ^in++++=with
but ^cc++++=but
little ^jj+atrb+++=little
furniture ^nn++++=furniture
except ^in++++=except
our ^pp$+pp1+++=our
chairs ^nns++++=chairs
and ^cc++++=and
the ^ati++++=the
little ^jj+atrb+++=little
table ^nn++++=table
at ^in++++=at
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
filled ^vbd+++xvbn+=filled
and ^cc+phrs+++=and
arranged ^vbd+vsua+tht0+xvbn+=arranged
our ^pp$+pp1+++=our
pipes ^nns++++=pipes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
lighted ^vpsv++agls+xvbnx+=lighted
only ^rb+down+++=only
by ^in++++=by
a ^at++++=a
tallow ^nn+++??+=tallow
candle ^nn++++=candle.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
a ^ap++++=a
few ^ap"++++=few
pictures ^nns++++=pictures
on ^in++++=on
the ^ati++++=the
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
most ^ap+emph+++=most
part ^nn++++=part
rude ^jj+atrb+++=rude
prints ^nns++++=prints
cut ^vbd+++xvbn+=cut
from ^in++++=from
the ^ati++++=the
columns ^nns++++=columns
of ^in++++=of
the ^ati++++=the
daily ^jj+atrb+++=daily
press ^nn++++=press
and ^cc++++=and
pasted ^xvbn+++xvbn+=pasted
up ^rp++++=up
to ^to++++=to
hide ^vbi++++=hide
the ^ati++++=the
bareness ^nns+nom+++=bareness
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
one ^cd1++++=one
picture ^nn++++=picture
was ^vbd+bedz+vrb++=was
in ^in++++=in
any ^dti++++=any
way ^nn++++=way
noticeable ^jj++++=noticeable,
, ^zz++++=EXTRAWORD
a ^at++++=a
portrait ^nn++++=portrait
admirably ^rb++++=admirably
executed ^vbd+++xvbn+=executed
in ^in++++=in
pen ^nn++++=pen
and ^cc++++=and
ink ^nn++++=ink.
. ^zz++++=EXTRAWORD
The ^ati++++=The
face ^nn++++=face
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
of ^in++++=of
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
beautiful ^jj+atrb+++=beautiful
face ^nn++++=face,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^pn++++=one
of ^in++++=of
infinite ^jj+atrb+++=infinite
sadness ^nns+nom+++=sadness.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
long ^rb++splt++=long
been ^vprf+ben+vrb+xvbnx+=been
aware ^jj++++=aware,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
how ^wrb+who+++=how,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
with ^in+ppvb+++=with
a ^at++++=a
great ^jj+atrb+++=great
sorrow ^nn++++=sorrow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vb+hv+vrb++=had
in ^in++++=in
some ^dti++++=some
way ^nn++++=way
connected ^vbd+++xvbn+=connected
the ^ati++++=the
fact ^nn++++=fact
with ^in++++=with
this ^dt+dem+++=this
portrait ^nn++++=portrait.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
always ^rb++splt++=always
refrained ^vprf+++xvbn+=refrained,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
from ^in++++=from
asking ^xvbg+++xvbg+=asking
him ^pp3o+pp3+++=him
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^cs+sub+++=until
the ^ati++++=the
evening ^nn++++=evening
in ^in++++=in
question ^nn+nom+++=question
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
its ^pp$+it+++=its
history ^nn++++=history.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
smoking ^vbg+++xvbgx+=smoking
in ^in++++=in
silence ^nn+nom+++=silence
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
when ^wrb+who+++=when
Ah ^uh++++=Ah-Yen
- ^zz++++=EXTRAWORD
yen ^vb+++xvbn+=EXTRAWORD
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
friend ^nn++++=friend
is ^vbz+bez+vrb++=is
a ^at++++=a
man ^nn++++=man
of ^in++++=of
culture ^nn++++=culture
and ^cc++++=and
wide ^jj+atrb+++=wide
reading ^nvbg+++xvbg+=reading,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
English ^nn++++=English
is ^vbz+bez+vrb++=is
consequently ^rb+cnj+++=consequently
perfect ^jj+pred+++=perfect
in ^in++++=in
its ^pp$+it+++=its
construction ^nn+nom+++=construction;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
speech ^nn++++=speech
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
marked ^xvbn+++xvbn+=marked
by ^in++++=by
the ^ati++++=the
lingering ^jj+atrb++xvbg+=lingering
liquid ^jj+atrb+++=liquid
accent ^nn++++=accent
of ^in++++=of
his ^pp$+pp3+++=his
country ^nn++++=country
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
attempt ^vb++++=attempt
to ^to+vcmp+++=to
reproduce ^vbi++++=reproduce.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see,"
