If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
never ^rb++splt++=never
thought ^vprf+++xvbnx+=thought
of ^in++++=of
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
think ^vb+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
tell ^vb++++=tell
your ^pp$+pp2+++=your
priest ^nn++++=priest
to ^to++++=to
think ^vbi+vprv+++=think
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
a ^at++++=a
Christian ^nn++++=Christian.
. ^zz++++=EXTRAWORD
The ^ati++++=The
things ^nns++++=things
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
fighting ^vbg+++xvbgx+=fighting
for ^in++++=for
belong ^nn++++=belong
to ^in++++=to
Christianity ^nn+nom+++=Christianity--justice,
-- ^--+clp+++=EXTRAWORD
justice ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
liberty ^nn++++=liberty,
, ^zz++++=EXTRAWORD
humanity ^nn+nom+++=humanity.
. ^zz++++=EXTRAWORD
Tell ^vb++++=Tell
him ^pp3o+pp3+++=him
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tell ^vb++++=tell
him ^pp3o+pp3+++=him
also ^rb++++=also
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
things ^nns++++=things
which ^whp+rel+obj++=which
the ^ati++++=the
Germans ^nns+nom+++=Germans
did ^vbd+dod+vrb++=did
to ^in++++=to
the ^ati++++=the
Christian ^jj+atrb+++=Christian
people ^nns++++=people
in ^in++++=in
Belgium ^np++++=Belgium
and ^cc++++=and
Northern ^np++++=Northern
France ^np++++=France.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
narrate ^nn+nom+++=narrate
them ^pp3o+pp3+++=them
to ^in++++=to
you ^pp2+pp2+++=you
later ^rbr+tm+++=later."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="M'sieu',"
my ^pp$+pp1+++0=EXTRAWORD
sieu ^nn+++??+=EXTRAWORD
'," ^nn+++??+=EXTRAWORD
says ^vbz+vpub+++=says
Iside ^np+++??+=Iside,
, ^zz++++=EXTRAWORD
dipping ^vbg+++xvbg+=dipping
his ^pp$+pp3+++=his
paddle ^nn++++=paddle
deeper ^jjr++++=deeper
as ^ql++++=as
we ^pp1a+pp1+++=we
round ^in++++=round
the ^ati++++=the
sharp ^jj+atrb+++=sharp
corner ^npl++++=corner
of ^in++++=of
a ^at++++=a
rock ^nn++++=rock,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
remember ^nn+nom+++=remember
all ^abn++++=all
that ^dt+dem+++=that
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
tell ^vb++++=tell
it ^pp3+it+++=it
again ^rb+tm+++=again
to ^in++++=to
our ^pp$+pp1+++=our
priest ^nn++++=priest.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
few ^ap++++=few
newspapers ^nns+nom+++=newspapers
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
us ^pp1o+pp1+++=us
could ^md+pos+++=could
not ^xnot++not++=not
read ^vb+vprv++xvbn+=read
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
anyway ^rb+dspt+++=anyway.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
well ^jj+pred+++=well
convinced ^jj+v++xvbn+=convinced
that ^tht+jcmp+++=that
we ^pp1a+pp1+++=we
yet ^rb++++=yet
comprehend ^nn+++??+=comprehend,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
in ^in++++=in
French ^jj+atrb+++=French
Canada ^np++++=Canada,
, ^zz++++=EXTRAWORD
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
this ^dt+dem+++=this
war ^nn++++=war.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
endeavor ^vb++++=endeavor
to ^to+vcmp+++=to
comprehend ^vb+++??+=comprehend
it ^pp3+it+++=it
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
comprehend ^nn+++??+=comprehend,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
do ^vbi++++=do
our ^pp$+pp1+++=our
duty ^nn++++=duty--you
-- ^--+clp+++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can
trust ^vb+vprv+tht0++=trust
yourself ^ppl+pp2+++=yourself
to ^in++++=to
the ^ati++++=the
men ^nns++++=men
of ^in++++=of
_sacre ^nn+++??+=_Sacre
Coeur_ ^np+++??+=Coeur_
for ^in++++=for
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
love ^nn++++=love
peace ^nn++++=peace--we
-- ^--+clp+++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
all ^abn++++=all
about ^in++++=about
here ^rn+pl+++=here
_(nous ^jj++++=_(nous
autres ^&fw++++=autres
d ^zz++++=d'icite)--but
'icite)--but ^nn+++??+=EXTRAWORD
we ^pp1a+pp1+++=we
can ^md+pos+++=can
fight ^vb++++=fight
like ^in++++=like
the ^ati++++=the
devil ^nn++++=devil
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
for ^in++++=for
a ^at++++=a
good ^jj+atrb+++=good
cause ^nn++++=cause--liberty,
-- ^--+clp+++=EXTRAWORD
liberty ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
for ^in++++=for
example._ ^nn+++??+=example._
Meanwhile ^rb++++=Meanwhile
would ^md+prd+++=would
My ^pp$+pp1+++0=M'sieu'
sieu ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
like ^vb++++=like
to ^to+vcmp+++=to
stop ^vbi++++=stop
at ^in++++=at
the ^ati++++=the
pool ^nn++++=pool
_ ^zz++++=_'La
'la ^nn+++??+=EXTRAWORD
Pinette ^np+nom++??+=Pinette'_
'_ ^nn+++??+=EXTRAWORD
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
down ^in++++=down
and ^cc++++=and
try ^vb++++=try
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
casts ^vbz+++??+=casts?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
big ^jj+atrb+++=big
salmon ^nn++++=salmon
rising ^vwbg+++xvbg+=rising
there ^rn+pl+++=there
yesterday ^nr+tm+++=yesterday."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+dem+++=That
very ^ql+amp+++=very
evening ^nn++++=evening
a ^at++++=a
runner ^nn++++=runner
comes ^vbz++++=comes
up ^rp++++=up
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
woods ^nns++++=woods,
, ^zz++++=EXTRAWORD
to ^to++++=to
tell ^vbi++++=tell
Iside ^np+++??+=Iside
and ^cc++++=and
Eugene ^np+++??+=Eugene,
, ^zz++++=EXTRAWORD
who ^wpr+who+whq++=who
are ^vb+ber+aux++=are
Selectmen ^np+++??+=Selectmen
of ^in++++=of
the ^ati++++=the
community ^nn+nom+++=community
of ^in++++=of
_sacre ^nn+++??+=_Sacre
Coeur,_ ^np+++??+=Coeur,_
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
must ^md+nec+++=must
come ^vprf+++xvbn+=come
down ^rb+phrv+++=down
to ^in+ppvb+++=to
the ^ati++++=the
village ^nn+nom+++=village
for ^in++++=for
an ^at++++=an
important ^jj++++=important
meeting ^jj+++xvbg+=meeting
at ^rb++++=at
ten ^cd++++=ten
o'clock ^rb++++=o'clock
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
So ^ql++++=So
they ^pp3a+pp3+++=they
set ^vbd+++xvbnx+=set
off ^rb+cnj+++=off,
, ^zz++++=EXTRAWORD
quite ^rb++++=quite
as ^ql++++=as
a ^at++++=a
matter ^nn++++=matter
of ^in+emph+++=of
course ^nn+emph"+++=course,
, ^zz++++=EXTRAWORD
for ^in++++=for
their ^pp$+pp3+++=their
thirty ^cd++++=thirty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
mile ^nn++++=mile
tramp ^nn++++=tramp
through ^in++++=through
the ^ati++++=the
forest ^nn++++=forest
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
good ^jj+atrb+++=good
citizens ^nns++++=citizens,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
good ^jj++++=good
woodsmen ^jj+++xvbn+=woodsmen,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
understand ^vb+vprv+++=understand.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
second ^od++++=second
day ^nn++++=day
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
back ^jjb+pred+++=back
again ^rb+tm+++=again
at ^in++++=at
their ^pp$+pp3+++=their
work ^nn++++=work
in ^in++++=in
the ^ati++++=the
canoe ^nn+++??+=canoe.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Iside ^np+++??+=Iside,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ask ^vb++++=ask,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+whq++=EXTRAWORD
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
meeting ^jj+atrb++xvbg+=meeting
yesterday ^nr+tm+++=yesterday?
? ^zz++++=EXTRAWORD
All ^abn++++=All
correct ^jj++++=correct?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
correct ^jj++++=correct,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu'.
sieu ^nn+++??+=EXTRAWORD
'. ^nn+++??+=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
an ^at++++=an
affair ^nn++++=affair
of ^in++++=of
a ^at++++=a
new ^jj+atrb+++=new
schoolhouse ^nn+++??+=schoolhouse.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+aux++=are
going ^md"++pmd"++=going
to ^md+prd+++=to
build ^vb++++=build
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
All ^abn++++=All
goes ^vbz++++=goes
well ^jj+pred+++=well.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+aux++=are
beginning ^vbg+++xvbgx+=beginning
to ^in++++=to
comprehend ^nn+++??+=comprehend.
. ^zz++++=EXTRAWORD
Quebec ^np++++=Quebec
is ^vbz+bez+vrb++=is
a ^at++++=a
large ^jj+atrb+++=large
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
can ^md+pos+++=can
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
those ^dt+dem+++=those
damned ^jj+atrb++xvbn+=damned
Germans ^nns+nom+++=Germans
who ^whp+rel+subj++=who
do ^vb+do+vrb++=do
such ^abl++++=such
terrible ^jj+atrb+++=terrible
things ^nns++++=things
in ^in++++=in
France ^np++++=France,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do
not ^xnot++not++=not
love ^nn++++=love
them ^pp3o+pp3+++=them
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
no ^at++++=no
matter ^nn++++=matter
what ^wdt+who+++=what
the ^ati++++=the
priest ^nn++++=priest
may ^md+pos+++=may
say ^vb+vpub+++=say
about ^in++++=about
Christian ^jj+atrb+++=Christian
charity ^nn+nom+++=charity.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
Protestants ^nns+nom+++=Protestants,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',
sieu ^nn+++??+=EXTRAWORD
', ^nn+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it
not ^xnot++not++=not?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
hiding ^vbg+++xvbg+=hiding
a ^at++++=a
smile ^nn++++=smile
with ^in++++=with
a ^at++++=a
large ^nn++++=large
puff ^vb++++=puff
of ^in++++=of
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
" ^zz++++="some
some ^dti++++=EXTRAWORD
of ^in++++=of
them ^pp3o+pp3+++=them
call ^vb++++=call
themselves ^ppls+pp3+++=themselves
Protestants ^nns+nom+++=Protestants
and ^cc++++=and
some ^dti++++=some
call ^nn++++=call
themselves ^ppls+pp3+++=themselves
Catholics ^nns++++=Catholics.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
all ^abn++++=all
infidels ^nns+++??+=infidels,
, ^zz++++=EXTRAWORD
heathen ^jj++++=heathen--judging
-- ^--+clp+++=EXTRAWORD
judging ^jj+++xvbg+=EXTRAWORD
by ^in++++=by
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
the ^ati++++=the
real ^jj+atrb+++=real
proof ^nn++++=proof."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
_"c ^nn+++??+=_"C'est
'est ^jjt++++0=EXTRAWORD
b ^zz++++=b'en
'en ^vbd+++xvbn+0=EXTRAWORD
vrai ^nn+++??+=vrai,
, ^zz++++=EXTRAWORD
My ^pp$+pp1+++0=M'sieu',_"
sieu ^nn+++??+=EXTRAWORD
',_" ^nn+++??+=EXTRAWORD
says ^vbz+vpub+++=says
Iside ^np+++??+=Iside.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+aux++=is
the ^ati++++=the
conduct ^vb++++=conduct
that ^dt+pdem+++=that
shows ^vbz+vprv+++=shows
the ^ati++++=the
Christian ^nn++++=Christian."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Iv ^np+++??+=IV
Below ^rb++++=BELOW
Cape ^npl++++=CAPE
Diamond ^nn++++=DIAMOND
March ^nr++++=March,
, ^zz++++=EXTRAWORD
1818 ^cd+date+++=1818
The ^ati++++=The
famous ^jj+atrb+++=famous
citadel ^nn++++=citadel
of ^in++++=of
Quebec ^np++++=Quebec
stands ^vbz++++=stands
on ^in++++=on
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
steep ^jj+atrb+++=steep
hill ^nn++++=hill
that ^tht+rel+subj++=that
dominates ^nns+nom+++=dominates
the ^ati++++=the
junction ^nn+nom+++=junction
of ^in++++=of
the ^ati++++=the
Saint ^nn++++=Saint
Charles ^np++++=Charles
River ^nn++++=River
with ^in++++=with
the ^ati++++=the
Saint ^nn++++=Saint
Lawrence ^np+nom+++=Lawrence.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
Cape ^npl++++=Cape
Diamond ^nn++++=Diamond--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
natural ^jj+atrb+++=natural
stronghold ^nn++++=stronghold.
. ^zz++++=EXTRAWORD
Indians ^nn++++=Indians
and ^cc++++=and
French ^nn++++=French,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
British ^jj++++=British,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Americans ^nns+nom+++=Americans
have ^vb+hv+aux++=have
fought ^vprf+++xvbnx+=fought
for ^in++++=for
that ^dt+dem+++=that
coign ^nn+++??+=coign
of ^in++++=of
vantage ^nn+nom+++=vantage.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
century ^nn++++=century
and ^cc++++=and
a ^at++++=a
half ^nn++++=half
the ^ati++++=the
Union ^nn++++=Union
Jack ^np++++=Jack
has ^vbz+hvz+aux++=has
floated ^vprf+++xvbnx+=floated
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
its ^pp$+it+++=its
fair ^jj+atrb+++=fair
protection ^nn+nom+++=protection
the ^ati++++=the
Province ^nn++++=Province
of ^in++++=of
Quebec ^np++++=Quebec,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
its ^pp$+it+++=its
quaint ^jj+atrb+++=quaint
old ^jj+atrb+++=old
language ^nn+nom+++=language
and ^cc++++=and
peasant ^nn+nom+++=peasant
customs ^nns++++=customs,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
become ^vprf+++xvbn+=become
an ^at++++=an
important ^jj+atrb+++=important
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
British ^jj+atrb+++=British
Empire ^nn++++=Empire.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Upper ^jjb+atrb+++=Upper
Town ^nn++++=Town,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
high ^jj+atrb+++=high
shoulders ^nns+nom+++=shoulders
of ^in++++=of
Cape ^np++++=Cape
Diamond ^nn++++=Diamond,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
government ^nn+nom+++=government
buildings ^nns++++=buildings,
, ^zz++++=EXTRAWORD
convents ^nns++++=convents,
, ^zz++++=EXTRAWORD
hospitals ^nns+nom+++=hospitals,
, ^zz++++=EXTRAWORD
showy ^jj+atrb+++=showy
new ^jj+atrb+++=new
shops ^nns++++=shops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ancient ^jj+atrb+++=ancient
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
archiepiscopal ^jj+atrb+++=archiepiscopal
palace ^nn++++=palace,
, ^zz++++=EXTRAWORD
trim ^nn++++=trim
theological ^jj+atrb+++=theological
seminary ^nn+nom+++=seminary,
, ^zz++++=EXTRAWORD
huge ^jj+atrb+++=huge
castle ^npl++++=castle-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
hotel ^npl++++=hotel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placid ^jj+atrb+++=placid
ramparts ^nns++++=ramparts
dominating ^vwbg+++xvbg+=dominating
the ^ati++++=the
_ile ^nn+++??+=_Ile
d ^zz++++=d'Orleans_
'orleans_ ^nn+++??+=EXTRAWORD
with ^in++++=with
rows ^nns++++=rows
of ^in++++=of
antiquated ^jj+atrb+++=antiquated,
, ^zz++++=EXTRAWORD
harmless ^jj+atrb+++=harmless
cannon ^nn++++=cannon
around ^rp++++=around
which ^whp+who+++=which
the ^ati++++=the
children ^nns++++=children
play ^nn++++=play--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
Upper ^jjb+atrb+++=Upper
Town ^nn++++=Town
belongs ^vbz++++=belongs
distinctly ^rb++++=distinctly
to ^in++++=to
the ^ati++++=the
citadel ^nn++++=citadel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
garrison ^nn++++=garrison
is ^vbz+bez+vrb++=is
in ^in++++=in
evidence ^nn+nom+++=evidence
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
A ^at++++=A
regimental ^jj+atrb+++=regimental
band ^nn++++=band
plays ^nns++++=plays
in ^in++++=in
the ^ati++++=the
kiosk ^nn++++=kiosk
on ^in++++=on
Dufferin ^np+++??+=Dufferin
Terrace ^nn++++=Terrace
on ^in++++=on
summer ^nn++++=summer
evenings ^nns++++=evenings.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
good ^jj+atrb+++=good
mixture ^nn++++=mixture
of ^in++++=of
khaki ^nn++++=khaki
in ^in++++=in
the ^ati++++=the
coloring ^jj+++xvbg+=coloring
of ^in++++=of
the ^ati++++=the
street ^nn++++=street
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
wounded ^jj+atrb++xvbn+=wounded
soldiers ^nns+nom+++=soldiers
are ^vb+ber+aux++=are
seen ^vpsv++agls+xvbnx+=seen,
, ^zz++++=EXTRAWORD
invalided ^jj+atrb++xvbn+=invalided
home ^nr++++=home
from ^in++++=from
the ^ati++++=the
front ^nn++++=front.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+vrb++=are
all ^abn++++=all
very ^ql+amp+++=very
proud ^jj++++=proud
of ^in++++=of
the ^ati++++=the
glorious ^jj+atrb+++=glorious
record ^vb++++=record
that ^tht+vcmp+obj++=that
Canada ^np++++=Canada
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
in ^in++++=in
the ^ati++++=the
battle ^nn++++=battle
for ^in++++=for
freedom ^nn+nom+++=freedom.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
from ^in++++=from
English ^jj++++=English-speaking
- ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=EXTRAWORD
families ^nns++++=families.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
by ^in++++=by
no ^at++++=no
means ^nns++++=means
all ^abn++++=all.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
many ^ap++++=many
of ^in++++=of
unmistakable ^jj++++=unmistakable
French ^jj++++=French-Canadian
- ^zz++++=EXTRAWORD
canadian ^nn++++=EXTRAWORD
stock ^nn++++=stock;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
tell ^vb++++=tell
me ^pp1o+pp1+++=me
proudly ^rb++++=proudly
of ^in++++=of
the ^ati++++=the
notable ^jj+atrb+++=notable
bravery ^nn+nom+++=bravery
of ^in++++=of
a ^at++++=a
certain ^jj+atrb+++=certain
regiment ^nn+nom+++=regiment
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
formed ^vpsv++agls+xvbnx+=formed
early ^jj++++=early
from ^in++++=from
volunteers ^nns+nom+++=volunteers
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
people ^nns++++=people--hunters,
-- ^--+clp+++=EXTRAWORD
hunters ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
woodsmen ^j+++xvbn+=woodsmen,
, ^zz++++=EXTRAWORD
farmers ^nns+nom+++=farmers,
, ^zz++++=EXTRAWORD
guides ^nns++++=guides.
. ^zz++++=EXTRAWORD
The ^ati++++=The
war ^nn++++=war
does ^vbz+doz+aux++=does
not ^xnot++not++=not
seem ^vb+seem+++=seem
very ^ql+amp+++=very
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
up ^rp++++=up
here ^rn+pl+++=here
in ^in++++=in
the ^ati++++=the
region ^nn++++=region
of ^in++++=of
the ^ati++++=the
citadel ^nn++++=citadel.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Lower ^jjr+atrb+++=Lower
Town ^nn++++=Town,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
narrow ^jj+atrb+++=narrow
streets ^nns++++=streets,
, ^zz++++=EXTRAWORD
little ^ap++++=little
shops ^nns++++=shops,
, ^zz++++=EXTRAWORD
gray ^np++++=gray
stone ^nn++++=stone
warehouses ^nns++++=warehouses,
, ^zz++++=EXTRAWORD
dingy ^jj+atrb+++=dingy
tenements ^nns+nom+++=tenements,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj++++=old-fashioned
- ^zz++++=EXTRAWORD
fashioned ^jj+atrb++xvbn+=EXTRAWORD
markets ^nns++++=markets,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
quite ^rb++++=quite
a ^at++++=a
different ^jj+atrb+++=different
place ^nn++++=place.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
slow ^jj+atrb+++=slow
rivers ^nns++++=rivers
on ^rp++++=on
whose ^whp+who+++=whose
banks ^nns++++=banks
it ^pp3+it+++=it
drowses ^vbz+++??+=drowses
and ^cc++++=and
dreams ^nps++++=dreams.
. ^zz++++=EXTRAWORD
The ^ati++++=The
once ^rb+tm+++=once
prosperous ^jj+atrb+++=prosperous
lumberyards ^nns+++??+=lumberyards
are ^vb+ber+vrb++=are
half ^abn++++=half
empty ^jj++++=empty
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shipping ^nn++++=shipping
along ^in++++=along
the ^ati++++=the
wharfs ^nns+++??+=wharfs
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
dwindling ^jj++++=dwindling
for ^in++++=for
many ^ap++++=many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
northern ^jj+atrb+++=northern
winter ^nn++++=winter
puts ^vbz++++=puts
a ^at++++=a
quietus ^nns+++??+=quietus
on ^in++++=on
the ^ati++++=the
waterside ^nn++++=waterside.
. ^zz++++=EXTRAWORD
Troops ^nns++++=Troops,
, ^zz++++=EXTRAWORD
munitions ^nns+nom+++=munitions,
, ^zz++++=EXTRAWORD
supplies ^nns++++=supplies,
, ^zz++++=EXTRAWORD
must ^md+nec+++=must
go ^vb++++=go
down ^rp++++=down
by ^in++++=by
rail ^nn++++=rail
to ^in++++=to
