Her ^pp$+pp3+++=Her
his ^pp$+pp3+++=his
feet ^nns++++=feet
and ^cc++++=and
burst ^nn+++xvbn+=burst
out ^rp+pl+++=out
weeping ^jj++++=weeping
as ^ql++++=as
she ^pp3a+pp3+++=she
gazed ^vbd+++xvbnx+=gazed
towards ^in++++=towards
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Banikantha ^np+++??+=Banikantha
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
comfort ^vbi++++=comfort
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
grew ^vbd+++xvbn+=grew
wet ^nn++++=wet
with ^in++++=with
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
settled ^vpsv++agls+xvbnx+=settled
that ^dt+dem+++=that
on ^rp++++=on
the ^ati++++=the
morrow ^nn++++=morrow
they ^pp3a+pp3+++=they
should ^md+nec+++=should
go ^vb++++=go
to ^in++++=to
Calcutta ^np++++=Calcutta.
. ^zz++++=EXTRAWORD
Subha ^np+++??+=Subha
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
cow ^nn++++=cow-shed
- ^zz++++=EXTRAWORD
shed ^nn+++xvbn+=EXTRAWORD
to ^to++++=to
bid ^vbi++++=bid
farewell ^nn++++=farewell
to ^in++++=to
her ^pp$+pp3+++=her
childhood ^nn+nom+++=childhood's
's ^$++++=EXTRAWORD
comrades ^nns++++=comrades.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fed ^vbd+++xvbnx+=fed
them ^pp3o+pp3+++=them
with ^in++++=with
her ^pp$+pp3+++=her
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
clasped ^vbd+++xvbnx+=clasped
their ^pp$+pp3+++=their
necks ^nns++++=necks;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
into ^in+ppvb+++=into
their ^pp$+pp3+++=their
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tears ^nns++++=tears
fell ^vbd+++xvbn+=fell
fast ^rb++++=fast
from ^in++++=from
the ^ati++++=the
eyes ^nns++++=eyes
which ^whp+rel+subj++=which
spoke ^vbd+++xvbn+=spoke
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
was ^vbd+bedz+vrb++=was
the ^ati++++=the
tenth ^nn++++=tenth
of ^in++++=of
the ^ati++++=the
moon ^nn++++=moon.
. ^zz++++=EXTRAWORD
Subha ^np+++??+=Subha
left ^vbd+++xvbn+=left
her ^pp3o+pp3+++=her
room ^nn++++=room,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flung ^vbd+++xvbn+=flung
herself ^ppl+pp3+++=herself
down ^rp++++=down
on ^in++++=on
her ^pp$+pp3+++=her
grassy ^jj+atrb+++=grassy
couch ^nn++++=couch
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
dear ^uh++++=dear
river ^nn++++=river.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
threw ^vbd+++xvbnx+=threw
her ^pp$+pp3+++=her
arms ^nns++++=arms
about ^in++++=about
Earth ^nn++++=Earth,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
strong ^jj+atrb+++=strong
silent ^jj+atrb+++=silent
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
say ^vbi+vpub+++=say:
: ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
leave ^vb++++=leave
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
your ^pp$+pp2+++=your
arms ^nns++++=arms
about ^rb++++=about
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
mine ^pp$$++++=mine
about ^rp++++=about
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hold ^nn++++=hold
me ^pp1o+pp1+++=me
fast ^rb++++=fast."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
in ^in++++=in
a ^at++++=a
house ^nn++++=house
in ^in++++=in
Calcutta ^np++++=Calcutta,
, ^zz++++=EXTRAWORD
Subha ^np++++=Subha's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
dressed ^vbd+++xvbn+=dressed
her ^pp$+pp3+++=her
up ^rb+phrv+++=up
with ^in+ppvb+++=with
great ^jj+atrb+++=great
care ^nn++++=care.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
imprisoned ^vbd+++xvbnx+=imprisoned
her ^pp3o+pp3+++=her
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
knotting ^jj+++xvbg+=knotting
it ^pp3+it+++=it
up ^rp++++=up
in ^in++++=in
laces ^nns++++=laces,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
hung ^vbd+++xvbnx+=hung
her ^pp$+pp3+++=her
about ^rp++++=about
with ^in++++=with
ornaments ^nns+nom+++=ornaments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+vrb++=did
her ^pp$+pp3+++=her
best ^jjt++++=best
to ^to+jcmp+++=to
kill ^vbi++++=kill
her ^pp$+pp3+++=her
natural ^jj+atrb+++=natural
beauty ^nn++++=beauty.
. ^zz++++=EXTRAWORD
Subha ^np++++=Subha's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
filled ^vbd+++xvbn+=filled
with ^in++++=with
tears ^nns++++=tears.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
fearing ^vbg+vprv+tht0+xvbg+=fearing
they ^pp3a+pp3+++=they
would ^md+prd+++=would
grow ^vb++++=grow
swollen ^jj++++=swollen
with ^in++++=with
weeping ^nn++++=weeping,
, ^zz++++=EXTRAWORD
scolded ^j+++xvbn+=scolded
her ^pp$+pp3+++=her
harshly ^rb+cnj+++=harshly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
tears ^nns++++=tears
disregarded ^vwbn+++xvbn+=disregarded
the ^ati++++=the
scolding ^nvbg+++xvbg+=scolding.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bridegroom ^nn++++=bridegroom
came ^vbd+++xvbn+=came
with ^in++++=with
a ^at++++=a
friend ^nn++++=friend
to ^to++++=to
inspect ^vbi++++=inspect
the ^ati++++=the
bride ^nn++++=bride.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
parents ^nns++++=parents
were ^vbd+bed+vrb++=were
dizzy ^jj+pred+++=dizzy
with ^in++++=with
anxiety ^nn++++=anxiety
and ^cc++++=and
fear ^nn++++=fear
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
saw ^vbd+vprv+tht0+xvbnx+=saw
the ^ati++++=the
god ^nn++++=god
arrive ^vb++++=arrive
to ^to++++=to
select ^vbi++++=select
the ^ati++++=the
beast ^nn++++=beast
for ^in++++=for
his ^pp$+pp3+++=his
sacrifice ^nn++++=sacrifice.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mother ^npt++++=mother
called ^vbd+++xvbn+=called
her ^pp$+pp3+++=her
instructions ^nns+nom+++=instructions
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
increased ^jj+++xvbn+=increased
her ^pp3o+pp3+++=her
daughter ^nn+nom+++=daughter's
's ^vbz+bez+vrb++0=EXTRAWORD
weeping ^jj++++=weeping
twofold ^jj++++=twofold,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
sent ^vbd+++xvbnx+=sent
her ^pp$+pp3+++=her
into ^in++++=into
the ^ati++++=the
examiner ^nn+nom+++=examiner's
's ^$++++=EXTRAWORD
presence ^nn+nom+++=presence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
man ^nn++++=man,
, ^zz++++=EXTRAWORD
after ^in++++=after
scanning ^xvbg+++xvbg+=scanning
her ^pp3o+pp3+++=her
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time,
, ^zz++++=EXTRAWORD
observed ^j+++xvbn+=observed:
: ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
so ^rb+emph+++=so
bad ^jj++++=bad."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
special ^jj+atrb+++=special
note ^nn++++=note
of ^in++++=of
her ^pp$+pp3+++=her
tears ^nns++++=tears,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
thought ^nn+++xvbn+=thought
she ^pp3a+pp3+++=she
must ^md+nec+++=must
have ^vb+hv+vrb++=have
a ^at++++=a
tender ^jj+atrb+++=tender
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her
credit ^nn++++=credit
in ^in++++=in
the ^ati++++=the
account ^nn++++=account,
, ^zz++++=EXTRAWORD
arguing ^vbg+vpub++xvbg+=arguing
that ^tht+vcmp+++=that
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
today ^nr+tm+++=to-day
was ^vbd+bedz+aux++=was
distressed ^vpsv++agls+xvbnx+=distressed
at ^rb++++=at
leaving ^jj+++xvbg+=leaving
her ^pp3o+pp3+++=her
parents ^nns++++=parents,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
presently ^rb+tm+splt++=presently
prove ^vb+vprv+++=prove
a ^at++++=a
useful ^jj+atrb+++=useful
possession ^nn++++=possession.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
the ^ati++++=the
oyster ^nn++++=oyster's
's ^$++++=EXTRAWORD
pearls ^nns++++=pearls,
, ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child's
's ^$++++=EXTRAWORD
tears ^nns++++=tears
only ^ap+down+++=only
increased ^jj+++xvbn+=increased
her ^pp$+pp3+++=her
value ^nn++++=value,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
no ^at++++=no
other ^ap++++=other
comment ^nn+nom+++=comment.
. ^zz++++=EXTRAWORD
The ^ati++++=The
almanac ^nn+++??+=almanac
was ^vbd+bedz+aux++=was
consulted ^vpsv++agls+xvbnx+=consulted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
marriage ^nn+nom+++=marriage
took ^vbd+++xvbn+=took
place ^nn++++=place
on ^in++++=on
an ^at++++=an
auspicious ^jj+atrb+++=auspicious
day ^nn++++=day.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
delivered ^vbd+++xvbn+=delivered
over ^in++++=over
their ^pp$+pp3+++=their
dumb ^jj+atrb+++=dumb
girl ^nn++++=girl
into ^in++++=into
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
Subha ^np++++=Subha's
's ^$++++=EXTRAWORD
parents ^nns++++=parents
returned ^vbd+++xvbn+=returned
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
God ^nn++++=God!
! ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
caste ^nn++++=caste
in ^in++++=in
this ^dt+pdem+++=this
and ^cc++++=and
their ^pp$+pp3+++=their
safety ^nn++++=safety
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
world ^nn++++=world
were ^vbd+bed+aux++=were
assured ^vpsv++agls+xvbnx+=assured!
! ^zz++++=EXTRAWORD
The ^ati++++=The
bridegroom ^nn++++=bridegroom's
's ^$++++=EXTRAWORD
work ^nn++++=work
lay ^vbd+++xvbn+=lay
in ^in++++=in
the ^ati++++=the
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shortly ^rb+tm+++=shortly
after ^cs+sub+++=after
the ^ati++++=the
marriage ^nn+nom+++=marriage
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
his ^pp$+pp3+++=his
wife ^nn++++=wife
thither ^rb++++=thither.
. ^zz++++=EXTRAWORD
In ^in++++=In
less ^rbr++++=less
than ^in++++=than
ten ^cd++++=ten
days ^nns++++=days
every ^at++++=every
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
the ^ati++++=the
bride ^nn++++=bride
was ^vbd+bedz+vrb++=was
dumb ^jj+pred+++=dumb!
! ^zz++++=EXTRAWORD
At ^rb++++=At
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
any ^dti++++=any
one ^cd1++++=one
did ^vbd+dod+vrb++=did
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
her ^pp3o+pp3+++=her
fault ^npl++++=fault,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
deceived ^vbd+++xvbnx+=deceived
no ^at++++=no
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
one ^cd1++++=one
understood ^vbd+vprv++xvbn+=understood
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
on ^in++++=on
every ^at++++=every
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
no ^at++++=no
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
missed ^vbd+++xvbnx+=missed
the ^ati++++=the
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
familiar ^jj++++=familiar
from ^in++++=from
birth ^nn++++=birth,
, ^zz++++=EXTRAWORD
of ^in++++=of
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
understood ^vprf+++xvbnx+=understood
a ^at++++=a
dumb ^jj+atrb+++=dumb
girl ^nn++++=girl's
's ^$++++=EXTRAWORD
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
In ^in++++=In
her ^pp$+pp3+++=her
silent ^jj+atrb+++=silent
heart ^nn++++=heart
there ^ex+pex+++=there
sounded ^vprf+++xvbn+=sounded
an ^at++++=an
endless ^jj+atrb+++=endless,
, ^zz++++=EXTRAWORD
voiceless ^jj+atrb+++=voiceless
weeping ^nn++++=weeping,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
only ^rb+down+++=only
the ^ati++++=the
searcher ^nn+nom+++=Searcher
of ^in++++=of
hearts ^nns++++=Hearts
could ^md+pos+++=could
hear ^vb+vprv+++=hear.
. ^zz++++=EXTRAWORD
