Even ^rb++++=Even
sounds ^nns++++=sounds.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
they ^pp3a+pp3+++=they
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
hurt ^xvbn+++xvbn+=hurt
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
they ^pp3a+pp3+++=they?
? ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
face ^vb++++=face
them ^pp3o+pp3+++=them
some ^dti++++=some
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Must ^md+nec+++=Must
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Brace ^nn++++=Brace
up ^in+cmpx+++=up
to ^in"++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
man ^nn++++=man.
. ^zz++++=EXTRAWORD
Chin ^nn++++=Chin
up ^rp++++=up.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
that ^dt+dem+++=that
rot ^nn++++=rot.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
hard ^jj+atrb+++=hard
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
very ^ql+amp+++=very
much ^ap++++=much
like ^in++++=like
crying ^xvbg+++xvbg+=crying.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
felt ^vbd+vprv++xvbnx+=felt
as ^cs+sub+++=as
if ^cs+cnd+++=if
life ^nn++++=life
was ^vbd+bedz+vrb++=was
over ^in++++=over
and ^cc++++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
entering ^vbg+++xvbgx+=entering
new ^jj+atrb+++=new
and ^cc+phrs+++=and
unknown ^jj+atrb+++=unknown
territory ^nn++++=territory.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
such ^abl++++=such
a ^at++++=a
deceiving ^jj+atrb++xvbg+=deceiving
day ^nn++++=day,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
sun ^nn++++=sun
warm ^jj++++=warm;
; ^zz++++=EXTRAWORD
physically ^rb+cnj+++=physically,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
able ^jj++++=able
and ^cc++++=and
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
might ^md+pos+++=might
fish ^vb++++=fish
on ^in++++=on
such ^abl++++=such
a ^at++++=a
day ^nn++++=day
as ^ql++++=as
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
pick ^nn++++=pick
flowers ^nns+nom+++=flowers
or ^cc++++=or
kiss ^vb++++=kiss
a ^at++++=a
woman ^nn++++=woman
or ^cc++++=or
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
a ^at++++=a
lovely ^jj+atrb+++=lovely
day ^nn++++=day,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
one ^cd1++++=one
get ^vb++++=get?
? ^zz++++=EXTRAWORD
Death ^nn++++=Death.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
hardly ^rb+down+++=hardly
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
insisted ^vbd+vpub++xvbnx+=insisted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lay ^vbd+++xvbnx+=lay
down ^rb+phrv+++=down
and ^cc++++=and
closed ^vbd+++xvbn+=closed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
tired ^vpsv++agls+xvbnx+=tired
of ^in++++=of
messing ^nn++++=messing
around ^in+strn+++=around.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
death ^nn++++=death,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
get ^vb++++=get
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
all ^abn++++=all
this ^dt+dem+++=this
damned ^jj+atrb++xvbn+=damned
nonsense ^nn++++=nonsense
is ^vbz+bez+vrb++=is
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
* ^zz++++=*
Eeeeeeeeeeee ^np+nom++??+=Eeeeeeeeeeee,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
a ^at++++=a
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Leonard ^np++++=Leonard
Sale ^nn++++=Sale,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
what ^wdt+who+++=what
else ^rb+cnj+++=else?
? ^zz++++=EXTRAWORD
Ahhhhhhhhhhhhhhh ^np+++??+=Ahhhhhhhhhhhhhhh,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
a ^at++++=a
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
said ^j+++xvbn+=said
Leonard ^np++++=Leonard
Sale ^nn++++=Sale,
, ^zz++++=EXTRAWORD
irritably ^rb++++=irritably.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mouth ^nn++++=mouth
hung ^vbd+++xvbn+=hung
open ^jj++++=open
wildly ^rb++++=wildly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Tylle ^np+++??+=Tylle
of ^in++++=of
Rathalar ^np+++??+=Rathalar,
, ^zz++++=EXTRAWORD
Killer ^nn++++=Killer
of ^in++++=of
Men ^nns++++=Men!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Iorr ^np+++??+=Iorr
of ^in++++=of
Wendillo ^np+++??+=Wendillo,
, ^zz++++=EXTRAWORD
Destroyer ^nn+nom+++=Destroyer
of ^in++++=of
Infidels ^np+++??+=Infidels!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
this ^dt+dem+++=this
place ^nn++++=place?
? ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
Leonard ^np++++=Leonard
Sale ^nn++++=Sale,
, ^zz++++=EXTRAWORD
struggling ^vbg+nom++xvbg+=struggling
against ^in++++=against
horror ^nn++++=horror.
. ^zz++++=EXTRAWORD
" ^zz++++="Once
once ^rb+tm+++=EXTRAWORD
a ^at++++=a
mighty ^jj+atrb+++=mighty
planet ^nn++++=planet!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tylle ^np+++??+=Tylle
of ^in++++=of
Rathalar ^np+++??+=Rathalar.
. ^zz++++=EXTRAWORD
" ^zz++++="Once
once ^rb+tm+++=EXTRAWORD
a ^at++++=a
place ^nn++++=place
of ^in++++=of
battles ^nns++++=battles!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Iorr ^np+++??+=Iorr
of ^in++++=of
Wendillo ^np+++??+=Wendillo.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
dead ^jj++++=dead,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tylle ^np+++??+=Tylle.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
silent ^jj++++=silent,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Iorr ^np+++??+=Iorr.
. ^zz++++=EXTRAWORD
" ^zz++++="Until
until ^cs+sub+++=EXTRAWORD
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tylle ^np+++??+=Tylle.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
give ^vbi++++=give
us ^pp1o+pp1+++=us
life ^nn++++=life
again ^rb+cnj+++=again,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Iorr ^np+++??+=Iorr.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
dead ^jj+pred+++=dead,
, ^zz++++=EXTRAWORD
insisted ^j+++xvbn+=insisted
Leonard ^np++++=Leonard
Sale ^nn++++=Sale,
, ^zz++++=EXTRAWORD
flesh ^nn++++=flesh
writhing ^jj++++=writhing.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You're
're ^vb+ber+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
but ^cc++++=but
empty ^jj+atrb+++=empty
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
live ^vb++++=live,
, ^zz++++=EXTRAWORD
through ^in++++=through
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
fight ^nn++++=fight,
, ^zz++++=EXTRAWORD
through ^in++++=through
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
that ^dt+pdem+++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
Leonard ^np++++=Leonard
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
battleground ^nn+++??+=battleground,
, ^zz++++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Are ^vb+ber+vrb++=Are
you ^pp2+pp2+++=you
friends ^nns++++=friends?
? ^zz++++=EXTRAWORD
" ^zz++++="Enemies!"
enemies ^nns++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Iorr ^np+++??+=Iorr.
. ^zz++++=EXTRAWORD
" ^zz++++="Foul
foul ^jj+atrb+++=EXTRAWORD
enemies ^nns++++=enemies!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Tylle ^np+++??+=Tylle.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
long ^rb++++=long
is ^vbz+bez+vrb++=is
time ^nn++++=time?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
thousand ^cd++++=thousand
years ^nns++++=years?
? ^zz++++=EXTRAWORD
" ^zz++++="Perhaps."
perhaps ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ten ^cd++++=Ten
million ^cd++++=million
years ^nns++++=years?
? ^zz++++=EXTRAWORD
" ^zz++++="Perhaps."
perhaps ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Thoughts ^nns++++=Thoughts,
, ^zz++++=EXTRAWORD
spirits ^nns++++=spirits,
, ^zz++++=EXTRAWORD
ghosts ^nns++++=ghosts?
? ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
of ^in++++=of
those ^dt+pdem+++=those,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Intelligences ^nns+nom++??+=Intelligences?
? ^zz++++=EXTRAWORD
" ^zz++++="Precisely."
precisely ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
survive ^vb++++=survive?
? ^zz++++=EXTRAWORD
Eeeeeeeeeeeeeeee ^np+nom++??+=Eeeeeeeeeeeeeeee,
, ^zz++++=EXTRAWORD
sang ^j+++xvbn+=sang
the ^ati++++=the
chorus ^nn++++=chorus,
, ^zz++++=EXTRAWORD
far ^rb+pl+++=far
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Ahhhhhhhhhhhhhhh ^np+++??+=Ahhhhhhhhhhhhhhh,
, ^zz++++=EXTRAWORD
sang ^j+++xvbn+=sang
another ^dt++++=another
army ^nn++++=army,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
to ^to+vcmp+++=to
ght ^vb+++??+=ght.
. ^zz++++=EXTRAWORD
" ^zz++++="Once
once ^rb+tm+++=EXTRAWORD
upon ^in++++=upon
a ^at++++=a
time ^nn++++=time,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
fertile ^jj+atrb+++=fertile
land ^nn++++=land,
, ^zz++++=EXTRAWORD
a ^at++++=a
rich ^jj+atrb+++=rich
planet ^nn++++=planet.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
two ^cd++++=two
nations ^nns+nom+++=nations,
, ^zz++++=EXTRAWORD
strong ^jj+atrb+++=strong
nations ^nns+nom+++=nations,
, ^zz++++=EXTRAWORD
led ^xvbn+++xvbn+=led
by ^in++++=by
two ^cd++++=two
strong ^jj+atrb+++=strong
men ^nns++++=men.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
Iorr ^np+++??+=Iorr.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
one ^cd1++++=one
who ^whp+rel+subj++=who
calls ^vbz++++=calls
himself ^ppl+pp3+++=himself
Tylle ^np+++??+=Tylle.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
planet ^nn++++=planet
declined ^vbd+++xvbn+=declined
and ^cc+phrs+++=and
gave ^vbd+++xvbn+=gave
way ^nn++++=way
to ^in++++=to
nothingness ^nns+nom+++=nothingness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
peoples ^nns++++=peoples
and ^cc++++=and
the ^ati++++=the
armies ^nns++++=armies
languished ^vbd+++xvbn+=languished
in ^in++++=in
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
war ^nn++++=war
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
lasted ^vprf+++xvbnx+=lasted
ve ^nn+++??+=ve
thousand ^cd++++=thousand
years ^nns++++=years.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
lived ^vbd+++xvbn+=lived
long ^rb++++=long
lives ^nns++++=lives
and ^cc++++=and
loved ^vprf+++xvbn+=loved
long ^rb++++=long
loves ^vbz++++=loves,
, ^zz++++=EXTRAWORD
drank ^j+++xvbn+=drank
much ^rb+cnj+++=much,
, ^zz++++=EXTRAWORD
slept ^j+++xvbn+=slept
much ^ap++++=much,
, ^zz++++=EXTRAWORD
fought ^j+++xvbn+=fought
much ^ap++++=much.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
the ^ati++++=the
planet ^nn++++=planet
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
bodies ^nns++++=bodies
withered ^vbd+++xvbn+=withered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
in ^in++++=in
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
much ^ap++++=much
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
we ^pp1a+pp1+++=we
survive ^vb++++=survive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Survive ^vb++++=Survive,
, ^zz++++=EXTRAWORD
wondered ^j+++xvbn+=wondered
Leonard ^np++++=Leonard
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
of ^in++++=of
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
" ^zz++++="Our
our ^pp$+pp1+++=EXTRAWORD
minds ^nns++++=minds,
, ^zz++++=EXTRAWORD
fool ^jjb++++=fool,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
minds ^nns++++=minds!
! ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
a ^at++++=a
body ^nn++++=body
without ^in++++=without
a ^at++++=a
mind ^nn++++=mind?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
a ^at++++=a
mind ^nn++++=mind
without ^in++++=without
a ^at++++=a
body ^nn++++=body,
, ^zz++++=EXTRAWORD
laughed ^j+++xvbn+=laughed
Leonard ^np++++=Leonard
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
you ^pp2+pp2+++=you
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Admit ^vb+vpub+++=Admit
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
" ^zz++++="True,"
true ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
cruel ^jj+atrb+++=cruel
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
is ^vbz+bez+vrb++=is
useless ^jj++++=useless
lacking ^jj+++xvbg+=lacking
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
survival ^nn+nom+++=survival
is ^vbz+bez+vrb++=is
survival ^nn+nom+++=survival
even ^rb++++=even
when ^wrb+who+++=when
unconscious ^jj++++=unconscious.
. ^zz++++=EXTRAWORD
The ^ati++++=The
minds ^nns++++=minds
of ^in++++=of
our ^pp$+pp1+++=our
nations ^nns+nom+++=nations,
, ^zz++++=EXTRAWORD
through ^in++++=through
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
through ^in++++=through
wonder ^vb++++=wonder,
, ^zz++++=EXTRAWORD
survived ^j+++xvbn+=survived."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
without ^in++++=without
senses ^nns++++=senses,
, ^zz++++=EXTRAWORD
lacking ^jj+atrb++xvbg+=lacking
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
lacking ^jj+atrb++xvbg+=lacking
touch ^nn++++=touch,
, ^zz++++=EXTRAWORD
smell ^nn++++=smell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rest ^nn++++=rest?
? ^zz++++=EXTRAWORD
" ^zz++++="Lacking
lacking ^jj+++xvbg+=EXTRAWORD
all ^abn++++=all
those ^dt+pdem+++=those,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
vapors ^nns++++=vapors,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
long ^jj+atrb+++=long
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Until ^in++++=Until
today ^nr+tm+++=today."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
now ^rn+tm+++=now
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
thought ^j+++xvbn+=thought
Leonard ^np++++=Leonard
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
give ^vbi++++=give
substance ^nn+nom+++=substance
to ^in++++=to
our ^pp$+pp1+++=our
mentalities ^nns+nom+++=mentalities.
. ^zz++++=EXTRAWORD
To ^to++++=To
give ^vbi++++=give
us ^pp1o+pp1+++=us
our ^pp$+pp1+++=our
needed ^vbd+++xvbn+=needed
body ^nn++++=body
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
only ^rb+down+++=only
one ^pn++++=one,
, ^zz++++=EXTRAWORD
thought ^jj+atrb++xvbn+=thought
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
" ^zz++++="Nevertheless,
nevertheless ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
of ^in++++=of
use ^nn++++=use."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
an ^at++++=an
individual ^nn+nom+++=individual,
, ^zz++++=EXTRAWORD
thought ^jj+atrb++xvbn+=thought
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
resent ^vb++++=resent
your ^pp$+pp2+++=your
intrusion ^nn++++=intrusion.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
resents ^vbz++++=resents
our ^pp$+pp1+++=our
intrusion ^nn++++=intrusion!
! ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
hear ^vb+vprv+++=hear
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
Iorr ^np+++??+=Iorr?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
resents ^vbz++++=resents!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="As
as ^cs+sub+++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
right ^nn++++=right
to ^to+ncmp+++=to
resent ^vbi++++=resent!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Be ^vb+be+vrb++=Be
careful ^jj+pred+++=careful,
, ^zz++++=EXTRAWORD
warned ^jj+atrb++xvbn+=warned
Sale ^nn++++=Sale.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
blink ^vb++++=blink
my ^pp$+pp1+++=my
eyes ^nns++++=eyes
and ^cc++++=and
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+aux++=be
gone ^vpsv++agls+xvbnx+=gone,
, ^zz++++=EXTRAWORD
phantoms ^nns++++=phantoms!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
wake ^vb++++=wake
up ^rp++++=up
and ^cc++++=and
rub ^vb++++=rub
you ^pp2+pp2+++=you
out ^rp+pl+++=out!
! ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
have ^md"++pmd"++=have
to ^md+nec+++=to
sleep ^vb++++=sleep
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
some ^dti++++=some
time ^nn++++=time!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Iorr ^np+++??+=Iorr.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
when ^wrb+who+++=when
yol ^nn+++??+=yol
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
For ^in++++=For
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?
? ^zz++++=EXTRAWORD
" ^zz++++="Solidity.
solidity ^nn+nom+++=EXTRAWORD
. ^zz++++=EXTRAWORD
Mass ^nn++++=Mass.
. ^zz++++=EXTRAWORD
Sensation ^nn+nom+++=Sensation
again ^rb+tm+++=again."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
both ^abx++++=both
have ^vb+hv+vrb++=have
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
