Out ^rp+pl+++=Out
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
smiled ^vbd+++xvbn+=smiled
blandly ^rb++++=blandly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^cs+sub+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
hardly ^rb+down+++=hardly
the ^ati++++=the
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing
I ^pp1a+pp1+++=I
care ^vb++++=care
to ^to+vcmp+++=to
discuss ^vbi++++=discuss
in ^in+strn+++=in--er--mixed
-- ^--+clp+++=EXTRAWORD
er ^&fw++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
mixed ^jj+atrb++xvbn+=EXTRAWORD
company ^nn++++=company."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
helped ^vbd+++xvbnx+=helped
himself ^ppl+pp3+++=himself
to ^to++++=to
three ^cd++++=three
of ^in++++=of
the ^ati++++=the
Choc ^np+++??+=Choc-O-late
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
late ^jj+atrb+++=EXTRAWORD
Nutties ^np+++??+=Nutties.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
reminds ^vbz++++=reminds
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="of
of ^in++++=EXTRAWORD
abbreviations ^nns+nom+++=abbreviations."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Abbreviations?"
abbreviations ^nns+nom+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
looked ^vbd+++xvbn+=looked
her ^pp$+pp3+++=her
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
world ^nn++++=world,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
observed ^vbn+vprv++xvbn+=observed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
full ^jj+pred+++=full
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Puttle ^np++++=Puttle,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
R ^zz++++=R.
. ^zz++++=EXTRAWORD
W ^zz++++=W.
. ^zz++++=EXTRAWORD
D ^zz++++=D.
. ^zz++++=EXTRAWORD
G ^zz++++=G.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
glumly ^jj++++=glumly.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for
Right ^jj+atrb+++=Right
Worshipful ^np+nom++??+=Worshipful
Deputy ^nn++++=Deputy
Grand ^jj+atrb+++=Grand
Master ^nn++++=Master,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
informed ^vbn+vpub++xvbn+=informed
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
N ^zz++++=N.
. ^zz++++=EXTRAWORD
U ^zz++++=U.
. ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
spells ^vbz++++=spells,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
pointedly ^rb++++=pointedly.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
ought ^md+nec+++=ought
to ^in+strn+++=to,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley,
, ^zz++++=EXTRAWORD
letting ^vbg+++xvbg+=letting
off ^rb+phrv+++=off
his ^pp$+pp3+++=his
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
discussing ^vbg+++xvbgx+=discussing
abbreviations ^nns+nom+++=abbreviations.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
seem ^vb+seem+++=seem
very ^ql+amp+++=very
well ^rb++++=well
informed ^jj+++xvbn+=informed
on ^in++++=on
this ^dt+dem+++=this
point" ^nn+++??+=point"--he
-- ^--+clp+++=EXTRAWORD
he ^pp3a+pp3+++=EXTRAWORD
shot ^vbd+++xvbnx+=shot
a ^at++++=a
smile ^nn++++=smile
at ^rb++++=at
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup--"i ^np++++=Gallup--"I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
that ^dt+dem+++=that
N ^zz++++=N.
. ^zz++++=EXTRAWORD
U ^zz++++=U.
. ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for
National ^jj+atrb+++=National
Union ^nn++++=Union
of ^in++++=of
Teachers ^nns+nom+++=Teachers,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
as ^ql++++=as
M ^zz++++=M.
. ^zz++++=EXTRAWORD
F ^zz++++=F.
. ^zz++++=EXTRAWORD
H ^zz++++=H.
. ^zz++++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for
Master ^nn++++=Master
of ^in++++=of
Fox ^nn++++=Fox
Hounds ^nns++++=Hounds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
M ^zz++++=M.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
C ^zz++++=C.
. ^zz++++=EXTRAWORD
E ^zz++++=E.
. ^zz++++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for
Member ^nn++++=Member
of ^in++++=of
Institute ^nn++++=Institute
of ^in++++=of
Civil ^jj+atrb+++=Civil
Engineers ^nns+nom+++=Engineers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
A ^at++++=A.
. ^zz++++=EXTRAWORD
O ^zz++++=O.
. ^zz++++=EXTRAWORD
H ^zz++++=H.
. ^zz++++=EXTRAWORD
stands ^vbz++++=stands
for ^in+ppvb+++=for----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
perfectly ^rb+amp+++=perfectly
thrilling ^jj++++=thrilling!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
spoke ^vbd+++xvbn+=spoke;
; ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
writhed ^vbd+++xvbn+=writhed;
; ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
smiled ^vbd+++xvbn+=smiled
complacently ^rb+cnj+++=complacently,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vpsv++agls+xvbn+=went
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
go ^vb++++=go
on ^in++++=on
indefinitely ^rb++++=indefinitely;
; ^zz++++=EXTRAWORD
abbreviations ^nns+nom+++=abbreviations
are ^vb+ber+vrb++=are
rather ^rb++++=rather
a ^at++++=a
specialty ^nn+++??+=specialty
of ^in++++=of
mine ^nn++++=mine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
It ^pp3+it+++=It
developed ^vbd+++xvbn+=developed
that ^dt+dem+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
had ^vb+hv+vrb++=had
many ^ap++++=many
specialties ^nns+++??+=specialties.
. ^zz++++=EXTRAWORD
" ^zz++++="Are
are ^vb+ber+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
aware ^jj++++=aware,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
focusing ^jj+++xvbg+=focusing
his ^pp$+pp3+++=his
gaze ^nn++++=gaze
on ^in++++=on
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
acid ^jj+pred+++=acid
in ^in++++=in
this ^dt+dem+++=this
cherry ^nn++++=cherry?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
held ^vbd+vprv++xvbnx+=held
aloft ^rb++++=aloft
a ^at++++=a
candied ^jj+atrb+++=candied
cherry ^nn++++=cherry
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
deftly ^rb++++=deftly
exhumed ^jj++++=exhumed
from ^in++++=from
a ^at++++=a
Choc ^np+++??+=Choc-O-late
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
late ^jj+atrb+++=EXTRAWORD
Nuttie ^np+++??+=Nuttie.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
goodness ^nns+nom+++=goodness!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup.
. ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
it ^pp3+it+++=it
poison ^nn++++=poison
us ^pp1o+pp1+++=us?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
eaten ^vprf+++xvbnx+=eaten
six ^cd++++=six."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
lady" ^nn+++??+=lady"--there
-- ^--+clp+++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
world ^nn++++=world
of ^in++++=of
tender ^jj+atrb+++=tender
reassurance ^nn+nom+++=reassurance
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley's
's ^$++++=EXTRAWORD
tone ^nn++++=tone--"only
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
only ^rb+down+++=EXTRAWORD
the ^ati++++=the
uninformed ^jj+atrb+++=uninformed
regard ^nn++++=regard
all ^abn++++=all
acids ^nns++++=acids
as ^in++++=as
poisonous ^nn++++=poisonous.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
acids ^nns++++=acids
and ^cc++++=and
acids ^nns++++=acids.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
taken ^vprf+++xvbnx+=taken
a ^at++++=a
rather ^rb++++=rather
special ^jj+atrb+++=special
interest ^nn++++=interest
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Let ^vb++++0=Let's
us ^pp1o+pp1+++=EXTRAWORD
see ^vb+vprv+++=see--there
-- ^--+clp+++=EXTRAWORD
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
many ^ap++++=many
kinds ^nns++++=kinds--acetic,
-- ^--+clp+++=EXTRAWORD
acetic ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
benzoic ^jj++++=benzoic,
, ^zz++++=EXTRAWORD
citric ^jj++++=citric,
, ^zz++++=EXTRAWORD
gallic ^jj++++=gallic,
, ^zz++++=EXTRAWORD
lactic ^jj++++=lactic,
, ^zz++++=EXTRAWORD
malic ^jj++++=malic,
, ^zz++++=EXTRAWORD
oxalic ^jj++++=oxalic,
, ^zz++++=EXTRAWORD
palmitic ^jj++++=palmitic,
, ^zz++++=EXTRAWORD
picric ^jj++++=picric--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
go ^vb++++=go
on ^in+strn+++=on?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle;
; ^zz++++=EXTRAWORD
" ^zz++++="why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
not ^xnot++not++=not
interrupt ^vb++++=interrupt,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
please ^uh++++=please,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
severely ^rb++++=severely.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
sure ^jj+pred+++=sure
what ^wdt+who+++=what
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
says ^vbz+vpub+++=says
interests ^nns++++=interests
me ^pp1o+pp1+++=me
immensely ^rb++++=immensely.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup;
; ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
conversationalist ^nn+nom+++=conversationalist.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
alligators ^nns++++=alligators
are ^vb+ber+vrb++=are
more ^rbr++++=more
interesting ^jj+pred+++=interesting
than ^in++++=than
acids ^nns++++=acids?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
about ^in++++=about
so ^ql++++=so
many ^ap++++=many
interesting ^jj+atrb+++=interesting
things ^nns++++=things,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
smiled ^vbd+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle's
's ^$++++=EXTRAWORD
very ^ap+amp+++=very
soul ^nn++++=soul
began ^vbd+++xvbn+=began
to ^to++++=to
curdle ^vbi+++??+=curdle.
. ^zz++++=EXTRAWORD
" ^zz++++="Alligators
alligators ^nns++++=EXTRAWORD
are ^vb+ber+vrb++=are
rather ^rb++++=rather
a ^at++++=a
specialty ^nn+++??+=specialty
of ^in++++=of
mine ^nn++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley.
. ^zz++++=EXTRAWORD
" ^zz++++="Fascinating
fascinating ^jj++++=EXTRAWORD
little ^ap++++=little
brutes ^nns+++??+=brutes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know
alligators ^nns++++=alligators,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Stuffed,"
stuffed ^xvbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps,
perhaps ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+aux++=do
not ^xnot++not++=not
realize ^vb+vprv+++=realize
that ^tht+vcmp+++=that
the ^ati++++=the
alligator ^nn++++=alligator
is ^vbz+bez+vrb++=is
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
Crocodilidoe ^np+++??+=Crocodilidoe
and ^cc++++=and
the ^ati++++=the
order ^to++++=order
Eusuchia ^np+++??+=Eusuchia."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No?
no ^at++++=EXTRAWORD
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
tell ^vb++++=tell
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup's
's ^$++++=EXTRAWORD
tone ^nn++++=tone
was ^vbd+bedz+vrb++=was
almost ^rb+hdg+++=almost
reverent ^jj+pred+++=reverent.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
voice ^nn++++=voice
of ^in++++=of
a ^at++++=a
lecturer ^nn+nom+++=lecturer,
, ^zz++++=EXTRAWORD
" ^zz++++="there
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
two ^cd++++=two
kinds ^nns++++=kinds
of ^in++++=of
alligators ^nns++++=alligators--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
lucius ^nns+++??+=lucius,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
in ^in++++=in
the ^ati++++=the
Mississippi ^np+++??+=Mississippi;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sinensis ^nns+++??+=sinensis,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
Yang ^np+++??+=Yang-tse-Kiang.
- ^zz++++=EXTRAWORD
tse ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
kiang ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
differs ^nns+nom+++=differs
from ^in++++=from
the ^ati++++=the
caiman ^nn++++=caiman
by ^in++++=by
having ^xvbg+++xvbg+=having
a ^at++++=a
bony ^jj+atrb+++=bony
septum ^nn+++??+=septum
between ^in++++=between
its ^pp$+it+++=its
nostrils ^nns++++=nostrils,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
ventral ^jj+atrb+++=ventral
scutes ^nns+++??+=scutes
are ^vb+ber+vrb++=are
thinly ^rb+cnj+++=thinly,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
at ^rb++++=at
all ^abn++++=all,
, ^zz++++=EXTRAWORD
ossified ^j+++xvbn+=ossified.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
carnivorous ^jj+pred+++=carnivorous
and ^cc+phrs+++=and
piscivorous ^jj++++=piscivorous----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
fascinating ^jj++++=fascinating!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gallup ^np++++=Gallup
had ^vbd+hvd+aux++=had
edged ^vprf+++xvbnx+=edged
her ^pp$+pp3+++=her
chair ^nn++++=chair
nearer ^rbr++++=nearer
the ^ati++++=the
speaker ^nn++++=speaker.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
that ^dt+dem+++=that
mean ^jj++++=mean?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
means ^vbz+vprv+++=means,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
they ^pp3a+pp3+++=they
eat ^vb++++=eat
corn ^nn++++=corn
and ^cc++++=and
pigs ^nns++++=pigs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
strong ^jj+atrb+++=strong
tail ^nn++++=tail
of ^in++++=of
the ^ati++++=the
alligator ^nn++++=alligator,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
flowed ^vbd+++xvbnx+=flowed
on ^in++++=on
easily ^rb+cnj+++=easily,
, ^zz++++=EXTRAWORD
" ^zz++++="by
by ^in++++=EXTRAWORD
a ^at++++=a
lashing ^jj+atrb++xvbg+=lashing
movement ^nn+nom+++=movement
assists ^nns+nom+++=assists
it ^pp3+it+++=it
in ^in++++=in
swimming ^xvbg+++xvbg+=swimming,
, ^zz++++=EXTRAWORD
during ^in++++=during
which ^whp+rel+pied++=which
exercise ^vb++++=exercise
it ^pp3+it+++=it
emits ^vbz+++??+=emits
a ^at++++=a
loud ^jj+atrb+++=loud
bellowing ^nvbg+++xvbg+=bellowing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
alligators ^nns++++=alligators
bellow ^nn+++??+=bellow?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
with ^in++++=with
open ^jj+atrb+++=open
skepticism ^nn+nom+++=skepticism.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
dollar ^nn++++=dollar
for ^in++++=for
every ^at++++=every
time ^nn++++=time
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
heard ^vprf+++xvbnx+=heard
them ^pp3o+pp3+++=them
bellow ^nn+++??+=bellow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Deeley ^np++++=Deeley
pugnaciously ^jj++++=pugnaciously.
. ^zz++++=EXTRAWORD
" ^zz++++="Apparently,
apparently ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Puddle ^np++++=Puddle,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not
familiar ^jj++++=familiar
with ^in++++=with
the ^ati++++=the
works ^nn++++=works
of ^in++++=of
Ahn ^np+++??+=Ahn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle
maintained ^vbd+vpub++xvbn+=maintained
a ^at++++=a
blank ^jj++++=blank
black ^jj++++=black
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
