Old ^jj+atrb+++=Old
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
did ^vbd+dod+aux++=did
tell ^vb++++=tell
you ^pp2+pp2+++=you
that ^cs+sub+++=that
your ^pp$+pp2+++=your
passion ^nn++++=passion
for ^in++++=for
water ^nn++++=water
injured ^vbd+++xvbn+=injured
your ^pp$+pp2+++=your
singing ^nvbg+++xvbg+=singing.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+++=Suppose
Tommy ^np++++=Tommy
Oriole ^np+++??+=Oriole
should ^md+nec+++=should
sit ^vb++++=sit
half ^nn++++=half
his ^pp$+pp3+++=his
days ^nns++++=days
up ^in+cmpx+++=up
to ^in"++++=to
his ^pp$+pp3+++=his
hips ^nns++++=hips
in ^in++++=in
water ^nn++++=water,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
do, ^nn+++??+=do,--his
-- ^--+clp+++=EXTRAWORD
his ^pp$+pp3+++=EXTRAWORD
voice ^nn++++=voice
would ^md+prd+++=would
be ^vb+be+vrb++=be
as ^ql++++=as
hoarse ^jj++++=hoarse
and ^cc+phrs+++=and
rough ^jj++++=rough
as ^ql++++=as
yours ^pp$$++++=yours.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
up ^rp++++=up
on ^in++++=on
the ^ati++++=the
bank ^nn++++=bank
and ^cc++++=and
learn ^vb+vprv+++=learn
to ^to+vcmp+++=to
perch ^vb++++=perch,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
birds ^nns++++=birds
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
the ^ati++++=the
true ^jj+atrb+++=true
musical ^jj+atrb+++=musical
race ^nn++++=race."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
so ^rb+emph+++=so
poor ^jj+atrb+++=poor
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog
was ^vbd+bedz+aux++=was
persuaded ^vpsv++agls+xvbnx+=persuaded
to ^to+vcmp+++=to
forego ^vb+++??+=forego
his ^pp$+pp3+++=his
pleasant ^jj++++=pleasant
little ^ap++++=little
cottage ^nn+nom+++=cottage
under ^in++++=under
the ^ati++++=the
cat ^nn++++=cat-tails,
- ^zz++++=EXTRAWORD
tails ^vbz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
his ^pp$+pp3+++=his
green ^jj+atrb+++=green
spectacles ^nns++++=spectacles
and ^cc++++=and
honest ^jj++++=honest
round ^in++++=round
back ^jjb++++=back
had ^vbd+hvd+aux++=had
excited ^vprf+++xvbnx+=excited,
, ^zz++++=EXTRAWORD
even ^rb++++=even
in ^in++++=in
the ^ati++++=the
minds ^nns++++=minds
of ^in++++=of
the ^ati++++=the
boys ^nns++++=boys,
, ^zz++++=EXTRAWORD
sentiments ^nns+nom+++=sentiments
of ^in++++=of
respect ^nn++++=respect
and ^cc++++=and
compassion ^nn++++=compassion.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
up ^rp++++=up
into ^in++++=into
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
established ^vbd+vprv+tht0+xvbn+=established
himself ^ppl+pp3+++=himself
under ^in++++=under
a ^at++++=a
burdock ^nn+++??+=burdock,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
practise ^vbi++++=practise
Italian ^jj+atrb+++=Italian
scales ^nns++++=scales.
. ^zz++++=EXTRAWORD
The ^ati++++=The
result ^nn++++=result
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
being ^nn+nn+aux++=being
considered ^vwbn+vprv++xvbn+=considered
as ^ql++++=as
a ^at++++=a
respectable ^jj+atrb+++=respectable
old ^jj+atrb+++=old
bore ^nn+++xvbn+=bore,
, ^zz++++=EXTRAWORD
got ^j+++xvbn+=got
himself ^ppl+pp3+++=himself
universally ^rb++++=universally
laughed ^vbd+++xvbn+=laughed
at ^in+ppvb+++=at
for ^in++++=for
aping ^nn++++=aping
fashionable ^jj+atrb+++=fashionable
manners ^nns+nom+++=manners.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
bird ^nn++++=bird
and ^cc++++=and
beast ^nn++++=beast
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest
had ^vb+hv+vrb++=had
a ^at++++=a
gibe ^nn+++??+=gibe
at ^rb++++=at
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^rb++++=even
old ^jj+atrb+++=old
Parson ^nn++++=Parson
Too ^ql++++=Too-Whit
- ^zz++++=EXTRAWORD
whit ^vb+++??+=EXTRAWORD
thought ^vbd+++xvbn+=thought
it ^pp3+it+++=it
worth ^in++++=worth
his ^pp$+pp3+++=his
while ^cs+sub+++=while
to ^to++++=to
make ^vbi++++=make
him ^pp3o+pp3+++=him
a ^at++++=a
pastoral ^jj+atrb+++=pastoral
call ^nn++++=call,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
admonish ^jj++++=admonish
him ^pp3o+pp3+++=him
about ^in++++=about
courses ^nns++++=courses
unbefitting ^vwbg+++xvbg+=unbefitting
his ^pp$+pp3+++=his
age ^nn++++=age
and ^cc++++=and
standing ^nvbg+++xvbg+=standing.
. ^zz++++=EXTRAWORD
As ^in++++=As
to ^in++++=to
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
be ^vb+be+vrb++=be
sure ^jj+pred+++=sure
that ^tht+jcmp+++=that
she ^pp3a+pp3+++=she
assured ^vbd+vpub++xvbnx+=assured
every ^at++++=every
one ^cd1++++=one
how ^wrb+who+++=how
sorry ^uh++++=sorry
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
that ^cs+sub+++=that
dear ^uh++++=dear
old ^jj+atrb+++=old
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Bullfrog ^np++++=Bullfrog
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
such ^abl++++=such
a ^at++++=a
fool ^nn++++=fool
of ^in++++=of
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
advice ^nn++++=advice,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
kept ^vprf+++xvbnx+=kept
on ^rb+phrv+++=on
respectably ^rb++++=respectably
as ^in++++=as
a ^at++++=a
nice ^jj+atrb+++=nice
old ^jj+atrb+++=old
Bullfrog ^np+++??+=Bullfrog
should ^md+nec+++=should.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
tragedy ^nn++++=tragedy
for ^in++++=for
the ^ati++++=the
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
music ^nn++++=music-teacher
- ^zz++++=EXTRAWORD
teacher ^nn++++=EXTRAWORD
grew ^vbd+++xvbn+=grew
even ^rb++++=even
more ^rbr++++=more
melancholy ^nn++++=melancholy
in ^in++++=in
its ^pp$+it+++=its
termination ^nn+nom+++=termination;
; ^zz++++=EXTRAWORD
for ^in++++=for
one ^cd1++++=one
day ^nn++++=day,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
disconsolately ^rb++++=disconsolately
under ^in++++=under
a ^at++++=a
currant ^nn+nom+++=currant-bush
- ^zz++++=EXTRAWORD
bush ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
practising ^nvbg+++xvbg+=practising
his ^pp$+pp3+++=his
poor ^jj+atrb+++=poor
old ^jj+atrb+++=old
notes ^nns++++=notes
in ^in++++=in
a ^at++++=a
quiet ^jj+atrb+++=quiet
way ^nn++++=way,
, ^zz++++=EXTRAWORD
Thump ^nn++++=THUMP
came ^vbd+++xvbn+=came
a ^at++++=a
great ^jj+atrb+++=great
blow ^nn++++=blow
of ^in++++=of
a ^at++++=a
hoe ^vb++++=hoe,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
nearly ^rb+down+++=nearly
broke ^vbd+++xvbn+=broke
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="Hallo!
hallo ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
what ^wdt+who+++=what
ugly ^jj+atrb+++=ugly
beast ^nn++++=beast
have ^vb+hv+aux++=have
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tom ^np++++=Tom
Noakes ^np+++??+=Noakes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
gardener ^nn+nom+++=gardener's
's ^$++++=EXTRAWORD
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
" ^zz++++="Here,
here ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
Wasp ^np+++??+=Wasp,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
What ^wdt+who+++=What
a ^at++++=a
fright ^nn++++=fright
for ^in++++=for
a ^at++++=a
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
Bullfrog ^np+++??+=Bullfrog,
, ^zz++++=EXTRAWORD
as ^ql++++=as
little ^ap++++=little
wiry ^jj+atrb+++=wiry,
, ^zz++++=EXTRAWORD
wicked ^jj+atrb+++=wicked
Wasp ^np+++??+=Wasp
came ^vbd+++xvbn+=came
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
barking ^vbg+++xvbg+=barking
and ^cc+phrs+++=and
yelping ^vbg+++xvbg+=yelping.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
jumped ^vbd+++xvbnx+=jumped
with ^in++++=with
all ^abn++++=all
his ^pp$+pp3+++=his
force ^nn++++=force
sheer ^jjb++++=sheer
over ^in++++=over
a ^at++++=a
patch ^nn++++=patch
of ^in++++=of
bushes ^nns++++=bushes
into ^in++++=into
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
swam ^vbd+++xvbn+=swam
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
home ^nr++++=home
among ^in++++=among
the ^ati++++=the
cat ^nn++++=cat-tails.
- ^zz++++=EXTRAWORD
tails ^vbz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
always ^rb++++=always
after ^cs+sub+++=after
that ^dt+dem+++=that
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
observable ^vb+pred+++=observable
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
low ^jj++++=low-spirited,
- ^zz++++=EXTRAWORD
spirited ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
very ^ql+amp+++=very
dark ^jj+atrb+++=dark
views ^nns++++=views
of ^in++++=of
life ^nn++++=life;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
so ^rb+emph+++=so
angry ^jj++++=angry
as ^ql++++=as
any ^dti++++=any
allusion ^nn++++=allusion
to ^in++++=to
Mother ^nn++++=Mother
Magpie ^np+++??+=Magpie,
, ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom,
, ^zz++++=EXTRAWORD
from ^in++++=from
that ^dt+dem+++=that
time ^nn++++=time,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
never ^rb++++=never
spoke ^vbd+++xvbn+=spoke
except ^in++++=except
as ^ql++++=as
old ^jj+atrb+++=OLD
mother ^nn++++=MOTHER
mischief ^nn++++=MISCHIEF.
. ^zz++++=EXTRAWORD
