Sir ^npt++++=Sir
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
moving ^vwbg+++xvbg+=moving
the ^ati++++=the
figured ^jj+atrb++xvbn+=figured
sheets ^nns++++=sheets.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
are ^vb+ber+vrb++=are
correct ^jj+pred+++=correct
and ^cc+phrs+++=and
settled ^jj+++xvbn+=settled
before ^in++++=before
two ^cd++++=two
commissioners ^nns+nom+++=commissioners
in ^in++++=in
chancery ^nn+nom+++=chancery.
. ^zz++++=EXTRAWORD
Taking ^vbg+++xvbg+=Taking
out ^rp+pl+++=out
my ^pp$+pp1+++=my
commission ^nn++++=commission
as ^in++++=as
guardian ^nn++++=guardian,
, ^zz++++=EXTRAWORD
the ^ati++++=the
amounts ^nns++++=amounts
allowed ^vwbn+++xvbn+=allowed
me ^pp1o+pp1+++=me
for ^in++++=for
the ^ati++++=the
maintenance ^nn+nom+++=maintenance
and ^cc++++=and
education ^nn+nom+++=education
of ^in++++=of
the ^ati++++=the
ward ^nn++++=ward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
dollar ^nn++++=dollar
of ^in++++=of
this ^dt+dem+++=this
personal ^jj+atrb+++=personal
estate ^nn++++=estate
remains ^nns++++=remains."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
thin ^jj+atrb+++=thin
hand ^nn++++=hand
with ^in++++=with
the ^ati++++=the
nimble ^jj+atrb+++=nimble
fingers ^nns+nom+++=fingers
turned ^vbd+++xvbn+=turned
the ^ati++++=the
sheets ^nns++++=sheets
over ^in++++=over
on ^in++++=on
the ^ati++++=the
table ^nn++++=table
as ^cs+sub+++=as
though ^cs+sub+++=though
to ^to++++=to
conclude ^vbi+vprv+++=conclude
that ^tht+vcmp+++=that
phase ^nn++++=phase
of ^in++++=of
the ^ati++++=the
affair ^nn++++=affair.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
real ^jj+atrb+++=real
property ^nn++++=property,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="will
will ^md+prd+++=EXTRAWORD
return ^vb++++=return
nothing ^pn++++=nothing;
; ^zz++++=EXTRAWORD
the ^ati++++=the
purchase ^nn++++=purchase
money ^nn++++=money
was ^vbd+bedz+aux++=was
applied ^vpsv++agls+xvbnx+=applied
on ^in++++=on
Maxwell ^np++++=Maxwell's
's ^$++++=EXTRAWORD
debts ^nns++++=debts
and ^cc++++=and
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
followed ^vpsv++agls+xvbnx+=followed.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
new ^jj+atrb+++=new
claimant ^nn+nom+++=claimant,
, ^zz++++=EXTRAWORD
Henderson ^np++++=Henderson,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
bought ^vprf+++xvbnx+=bought
up ^rp++++=up
the ^ati++++=the
outstanding ^jj+atrb+++=outstanding
title ^nn++++=title,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
take ^vb++++=take
the ^ati++++=the
land ^nn++++=land."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
some ^dti++++=some
trifling ^jj+atrb+++=trifling
sum ^nn++++=sum,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
nodded ^vbd+++xvbn+=nodded
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
in ^in++++=in
a ^at++++=a
study ^nn++++=study
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Doubtless,"
doubtless ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
known ^vprf+++xvbn+=known
that ^tht+vcmp+++=that
Maxwell ^np++++=Maxwell
had ^vb+hv+vrb++=had
only ^rb+down+++=only
a ^at++++=a
life ^nn++++=life
estate ^nn++++=estate
in ^in++++=in
the ^ati++++=the
lands ^nns++++=lands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
remainder ^nn+nom+++=remainder
to ^in++++=to
the ^ati++++=the
heirs ^nns++++=heirs
was ^vbd+bedz+vrb++=was
likely ^jj++++=likely
purchased ^jj+++xvbn+=purchased
for ^in++++=for
some ^dti++++=some
slight ^jj+atrb+++=slight
amount ^nn++++=amount.
. ^zz++++=EXTRAWORD
The ^ati++++=The
language ^nn+nom+++=language
of ^in++++=of
the ^ati++++=the
deeds ^nns++++=deeds
that ^tht+rel+obj++=that
Henderson ^np++++=Henderson
exhibits ^nns++++=exhibits
in ^in++++=in
his ^pp$+pp3+++=his
suit ^nn++++=suit
shows ^vbz+vprv+++=shows
a ^at++++=a
transfer ^nn+nom+++=transfer
of ^in++++=of
all ^abn++++=all
claim ^nn++++=claim
or ^cc++++=or
title ^nn++++=title,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
bought ^vbd+++xvbnx+=bought
a ^at++++=a
thing ^nn++++=thing
which ^whp+rel+obj++=which
the ^ati++++=the
grantees ^nns+nom+++=grantees
thought ^vbd+++xvbn+=thought
lay ^jjb+++xvbn+=lay
with ^in++++=with
the ^ati++++=the
uncertainties ^nns++++=uncertainties
of ^in++++=of
a ^at++++=a
decree ^nn++++=decree
in ^in++++=in
chancery ^nn+nom+++=chancery."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
the ^ati++++=the
deeds ^nns++++=deeds,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="Then,"
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sand ^nn++++=sand
the ^ati++++=the
hunchback ^nn+++??+=hunchback,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+tht0++=know
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
valid ^jj+pred+++=valid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
transfer ^nn+nom+++=transfer
the ^ati++++=the
title ^nn++++=title."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
paused ^vbd+++xvbnx+=paused.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
doubt ^vb++++=doubt
that ^tht+vcmp+++=that
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Henderson ^np++++=Henderson
assembled ^vbd+++xvbn+=assembled
these ^dt+dem+++=these
outstanding ^jj+atrb+++=outstanding
interests ^nns++++=interests
at ^rb++++=at
no ^at++++=no
great ^jj+atrb+++=great
cost ^nn++++=cost,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
conveyances ^nns+nom++??+=conveyances
are ^vb+ber+vrb++=are
in ^in++++=in
form ^nn++++=form
and ^cc++++=and
legal ^jj++++=legal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Everything
everything ^pn++++=EXTRAWORD
connected ^vbd+++xvbn+=connected
with ^in++++=with
this ^dt+dem+++=this
affair ^nn++++=affair,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
strangely ^rb++++=strangely
legal ^jj+pred+++=legal!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn++++=hunchback
considered ^vwbn+vprv++xvbn+=considered
my ^pp$+pp1+++=my
father ^nn++++=father
through ^in++++=through
his ^pp$+pp3+++=his
narrow ^jj+atrb+++=narrow
eyelids ^nns++++=eyelids.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
strange ^jj+atrb+++=strange
world ^nn++++=world;"
; ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
profoundly ^rb+cnj+++=profoundly,
, ^zz++++=EXTRAWORD
inconceivably ^jj++++=inconceivably
strange ^jj++++=strange."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
moment ^nn++++=moment
of ^in++++=of
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
men ^nns++++=men
regarded ^vwbn+++xvbn+=regarded
each ^ppls++++=each
other ^ap++++=other
across ^in+pl+++=across
the ^ati++++=the
half ^abn++++=half-length
- ^zz++++=EXTRAWORD
length ^rb++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
sat ^vbd+++xvbn+=sat
in ^in++++=in
the ^ati++++=the
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
got ^vprf+++xvbnx+=got
back ^rb+phrv+++=back
her ^pp3o+pp3+++=her
courage ^nn+nom+++=courage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
big ^jj+atrb+++=big,
, ^zz++++=EXTRAWORD
forceful ^jj+atrb+++=forceful
presence ^nn+nom+++=presence
of ^in++++=of
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
like ^in++++=like
the ^ati++++=the
shadow ^nn++++=shadow
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
rock ^npl++++=rock,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
behind ^rp+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
the ^ati++++=the
fine ^jj+atrb+++=fine
courage ^nn+nom+++=courage
of ^in++++=of
her ^pp$+pp3+++=her
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
after ^in++++=after
the ^ati++++=the
first ^rb++++=first
cruel ^jj+atrb+++=cruel
shock ^nn++++=shock
of ^in++++=of
this ^dt+dem+++=this
affair ^nn++++=affair,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
faced ^vbd+++xvbnx+=faced
the ^ati++++=the
tragedies ^nns++++=tragedies
that ^tht+rel+subj++=that
might ^md+pos+++=might
lie ^vb++++=lie
within ^in++++=within
it ^pp3+it+++=it
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
Shadows ^nns++++=Shadows
lay ^vbd+++xvbn+=lay
along ^in++++=along
the ^ati++++=the
walls ^nns++++=walls
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
room ^nn++++=room,
, ^zz++++=EXTRAWORD
along ^in++++=along
the ^ati++++=the
gilt ^jj+atrb+++=gilt
frames ^nns++++=frames
of ^in++++=of
the ^ati++++=the
portraits ^nns++++=portraits,
, ^zz++++=EXTRAWORD
the ^ati++++=the
empty ^jj+atrb+++=empty
fireplace ^nn++++=fireplace,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rosewood ^nn+++??+=rosewood
furniture ^nn++++=furniture
of ^in++++=of
ancient ^nn++++=ancient
make ^vb++++=make
and ^cc++++=and
the ^ati++++=the
oak ^nn++++=oak
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
hunchback ^nn+++??+=hunchback
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
light ^nn++++=light,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
the ^ati++++=the
four ^cd++++=four
candles ^nns++++=candles
on ^in++++=on
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
strange ^jj+pred+++=strange,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
continued ^vbd+++xvbn+=continued
my ^pp$+pp1+++=my
father ^nn++++=father
over ^in++++=over
the ^ati++++=the
long ^rb++++=long
pause ^nn++++=pause,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
your ^pp$+pp2+++=your
father ^nn++++=father's
's ^$++++=EXTRAWORD
will ^md+prd+++=will
discovered ^vbd+vprv++xvbn+=discovered
at ^rb++++=at
his ^pp$+pp3+++=his
death ^nn++++=death
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
lands ^nns++++=lands
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
acre ^nn++++=acre
to ^in++++=to
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
strange ^jj++++=strange,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
hunchback ^nn+++??+=hunchback,
, ^zz++++=EXTRAWORD
" ^zz++++="when
when ^wrb+who+++=EXTRAWORD
you ^pp2+pp2+++=you
consider ^nn+nom+++=consider
what ^wdt+who+++=what
my ^pp$+pp1+++=my
brother ^nn++++=brother
David ^np++++=David
proved ^vbd+vprv++xvbn+=proved
to ^to+vcmp+++=to
be ^vbi++vrb++=be.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
father ^nn++++=father
knew ^vbd+vprv++xvbn+=knew
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
hidden ^vpsv++agls+xvbnx+=hidden
from ^in++++=from
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
the ^ati++++=the
world ^nn++++=world
got ^vbd+++xvbn+=got
no ^at++++=no
hint ^nn++++=hint
of ^in+strn+++=of,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
the ^ati++++=the
man ^nn++++=man
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
deep ^jj++++=deep
and ^cc++++=and
secret ^nn++++=secret
places ^nns++++=places
of ^in++++=of
his ^pp$+pp3+++=his
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
father ^nn++++=father
knew ^vbd+vprv++xvbn+=knew.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
it ^pp3+it+++=it
strange ^jj++++=strange,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
should ^md+nec+++=should
leave ^vb++++=leave
the ^ati++++=the
lands ^nns++++=lands
to ^in++++=to
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
will ^nn++++=will
drawn ^vwbn+++xvbn+=drawn
by ^in++++=by
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man
in ^in++++=in
his ^pp$+pp3+++=his
senility ^nn+nom+++=senility,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
your ^pp$+pp2+++=your
control ^nn++++=control."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Under
under ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
care ^nn++++=care,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
hunchback ^nn+++??+=hunchback.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
plead ^vb+vsua+++=plead
guilty ^jj++++=guilty,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
like ^vb++++=like,
, ^zz++++=EXTRAWORD
to ^in++++=to
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
honored ^vbd+++xvbnx+=honored
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
bed ^nn++++=bed
with ^in++++=with
loving ^xvbg+++xvbg+=loving-kindness,
- ^zz++++=EXTRAWORD
kindness ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
my ^pp$+pp1+++=my
brother ^nn++++=brother
went ^vbd+++xvbn+=went
about ^in+ppvb+++=about
the ^ati++++=the
pleasures ^nns++++=pleasures
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
testament ^nn+nom+++=testament,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="was
was ^vbd+bedz+vrb++=EXTRAWORD
in ^in++++=in
strange ^jj+atrb+++=strange
terms ^nns++++=terms.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
bequeathed ^vbd+++xvbn+=bequeathed
the ^ati++++=the
lands ^nns++++=lands
to ^in++++=to
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
mention ^nn++++=mention
of ^in++++=of
the ^ati++++=the
personal ^jj+atrb+++=personal
property ^nn++++=property,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
these ^dt+dem+++=these
lands ^nns++++=lands
were ^vbd+bed+vrb++=were
all ^abn++++=all
the ^ati++++=the
estate ^npl++++=estate
your ^pp$+pp2+++=your
father ^nn++++=father
had ^vb+hv+vrb++=had."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
the ^ati++++=the
hunchback ^nn+++??+=hunchback
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lands ^nns++++=lands
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
stripped ^vpsv++agls+xvbnx+=stripped
of ^in++++=of
horse ^nn++++=horse
and ^cc++++=and
steer ^np++++=steer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
personal ^jj+atrb+++=personal
item ^nn++++=item,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
dollar ^nn++++=dollar
in ^in++++=in
hand ^nn++++=hand
or ^cc++++=or
debt ^nn++++=debt
owing ^in+cmpx+++=owing
to ^in"++++=to
my ^pp$+pp1+++=my
father ^nn++++=father
before ^in++++=before
his ^pp$+pp3+++=his
death ^nn++++=death."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The,
, ^zz++++=EXTRAWORD
man ^nn++++=man
paused ^vbd+++xvbn+=paused
and ^cc+phrs+++=and
put ^vbd+++xvbn+=put
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
to ^in++++=to
my ^pp$+pp1+++=my
brother ^npt++++=brother
so ^ql++++=so
much ^ap++++=much
money ^nn++++=money
from ^in++++=from
these ^dt+dem+++=these
sources ^nns++++=sources,
, ^zz++++=EXTRAWORD
from ^in++++=from
time ^nn++++=time
to ^in++++=to
time ^nn++++=time,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
justly ^rb++++=justly
left ^vbd+++xvbn+=left
me ^pp1o+pp1+++=me
the ^ati++++=the
lands ^nns++++=lands
to ^to++++=to
make ^vbi++++=make
us ^pp1o+pp1+++=us
even ^rb++++=even."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
father ^nn++++=father
was ^vbd+bedz+vrb++=was
senile ^jj+pred+++=senile
and ^cc++++=and
for ^in++++=for
five ^cd++++=five
years ^nns++++=years
in ^in++++=in
his ^pp$+pp3+++=his
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Dillworth ^np+++??+=Dillworth,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
cleaned ^vbd+++xvbn+=cleaned
the ^ati++++=the
estate ^nn++++=estate
of ^in++++=of
everything ^pn++++=everything
but ^cc++++=but
land ^nn++++=land."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
conducted ^vbd+++xvbnx+=conducted
my ^pp$+pp1+++=my
father ^nn++++=father's
's ^$++++=EXTRAWORD
business ^nns+nom+++=business,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
hunchback ^nn+++??+=hunchback,
, ^zz++++=EXTRAWORD
" ^zz++++="for
for ^in++++=EXTRAWORD
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
ill ^jj+pred+++=ill.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
the ^ati++++=the
moneys ^nns++++=moneys
from ^in++++=from
these ^dt+dem+++=these
sales ^nns++++=sales
into ^in++++=into
his ^pp$+pp3+++=his
hand ^nn++++=hand
and ^cc++++=and
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
them ^pp3o+pp3+++=them
to ^in++++=to
my ^pp$+pp1+++=my
brother ^nn++++=brother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
that ^tht+vcmp+++=that
your ^pp$+pp2+++=your
brother ^nn++++=brother
David ^np++++=David
got ^vbd+++xvbn+=got
a ^at++++=a
dollar ^nn++++=dollar
of ^in++++=of
this ^dt+dem+++=this
money ^nn++++=money."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
hunchback ^nn+++??+=hunchback
was ^vbd+bedz+vrb++=was
undisturbed ^jj+pred+++=undisturbed.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
family ^nn++++=family
matter ^nn++++=matter
and ^cc++++=and
not ^xnot++not++=not
likely ^jj++++=likely
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
known ^vpsv++agls+xvbnx+=known."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
father ^nn++++=father.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+aux++=was
managed ^vpsv++agls+xvbnx+=managed
in ^in++++=in
your ^pp$+pp2+++=your
legal ^jj+atrb+++=legal
manner ^nn++++=manner
and ^cc++++=and
with ^in++++=with
cunning ^jj+atrb+++=cunning
foresight ^nn++++=foresight.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
took ^vbd+++xvbn+=took
the ^ati++++=the
lands ^nns++++=lands
only ^rb+down+++=only
in ^in++++=in
the ^ati++++=the
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
impression ^nn++++=impression
to ^to++++=to
go ^vbi++++=go
out ^rp+pl+++=out
that ^cs+sub+++=that
your ^pp$+pp2+++=your
brother ^nn++++=brother
had ^vb+hv+aux++=had
already ^rb++splt++=already
received ^vprf+++xvbnx+=received
his ^pp$+pp3+++=his
share ^nn++++=share
in ^in++++=in
the ^ati++++=the
personal ^jj+atrb+++=personal
estate ^nn++++=estate
by ^in++++=by
advancement ^nn+nom+++=advancement.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
shrewdly ^rb++splt++=shrewdly
done ^vpsv++agls+xvbnx+=done.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
there ^ex+pex+++=there
remained ^vprf+++xvbn+=remained
one ^cd1++++=one
peril ^nn++++=peril
in ^in++++=in
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
any ^dti++++=any
personal ^jj+atrb+++=personal
property ^nn++++=property
should ^md+nec+++=should
appear ^vb+seem+++=appear
under ^in++++=under
the ^ati++++=the
law ^nn++++=law
you ^pp2+pp2+++=you
would ^md+prd+++=would
