1 ^zz++++=1
coldly ^rb++++=coldly.
. ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
axle ^nn++++=axle
grease ^nn++++=grease?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
inquired ^vbd+++xvbn+=inquired
Jessup ^np+++??+=Jessup
senior ^nn++++=senior,
, ^zz++++=EXTRAWORD
genially ^rb++++=genially.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
look ^vb++++=look
so ^ql+emph+++=so
nice ^jj++++=nice
when ^wrb+who+++=when
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
dry ^jj++++=dry
and ^cc+phrs+++=and
wavy ^jj++++=wavy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
put ^vbd+++xvbn+=put
in ^rb+phrv+++=in
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
emitted ^vbd+++xvbn+=emitted
a ^at++++=a
faint ^nn++++=faint
groan ^vb++++=groan.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Ma ^npt++++=Ma,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
never ^rb++++=never
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
realize ^vbi+vprv+++=realize
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
grown ^vpsv++agls+xvbnx+=grown
up ^rp++++=up,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
protested ^vbd+vpub++xvbnx+=protested.
. ^zz++++=EXTRAWORD
" ^zz++++="Wavy
wavy ^jj+atrb+++=EXTRAWORD
hair ^nn++++=hair!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
groaned ^vbd+++xvbnx+=groaned
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
remarked ^vprf+++xvbn+=remarked
the ^ati++++=the
father ^nn++++=father,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
suppose ^vb+vprv+tht0++=suppose
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
better ^jjr++++=better
that ^tht+jcmp+++=that
way ^nn++++=way
than ^in++++=than
not ^xnot++not++=not
combed ^vbd+++xvbn+=combed
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Seems ^vbz+seem+++=Seems
to ^to+vcmp+++=to
me ^vbi++++=me
that ^dt+dem+++=that
last ^rb++++=last
summer ^nn++++=summer
you ^pp2+pp2+++=you
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care
much ^ap++++=much
whether ^cs+who+++=whether
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
combed ^vpsv++agls+xvbnx+=combed,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
cut ^vb+++xvbn+=cut
either ^dtx++++=either,
, ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+dem+++=that
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
woman ^nn++++=woman
has ^vbz+hvz+aux++=has
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
his ^pp$+pp3+++=his
life ^nn++++=life,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
explained ^vbd+vpub++xvbn+=explained
his ^pp$+pp3+++=his
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
year ^nn++++=year-old
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
from ^in++++=from
behind ^rp+pl+++=behind
her ^pp3o+pp3+++=her
novel ^nn++++=novel.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
just ^rb+emph+++=just
be ^vb+be+vrb++=be
careful ^jj+pred+++=careful
who ^whp+who+++=who
you ^pp2+pp2+++=you
go ^vb++++=go
callin ^nn+++??+=callin'
' ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
exclaimed ^vbd+++xvbn+=exclaimed
Chester ^np+nom+++=Chester,
, ^zz++++=EXTRAWORD
turning ^nvbg+++xvbg+=turning
on ^in++++=on
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
with ^in++++=with
some ^dti++++=some
warmth ^nn++++=warmth.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
consider ^nn+nom+++=consider
Mildred ^np+++??+=Mildred
Wrigley ^np+++??+=Wrigley
a ^at++++=a
woman ^nn++++=woman?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbn+vsua++xvbn+=asked
Hilda ^np+++??+=Hilda,
, ^zz++++=EXTRAWORD
mildly ^rb+down+++=mildly.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sense ^nn++++=sense
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
the ^ati++++=the
way ^nn++++=way,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Hilda ^np+++??+=Hilda,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
last ^rb++++=last
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester's
's ^$++++=EXTRAWORD
manner ^nn++++=manner
instantly ^rb+tm+++=instantly
became ^vbd+++xvbn+=became
eager ^jj++++=eager
and ^cc+phrs+++=and
conciliatory ^jj++++=conciliatory.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+vrb++=EXTRAWORD
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
Mill ^nn++++=Mill
Street ^nn++++=Street
Baptist ^nn+nom+++=Baptist
Church ^nn++++=Church
supper ^nn++++=supper,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Hilda ^np+++??+=Hilda.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
the ^ati++++=the
supper ^nn++++=supper?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester's
's ^$++++=EXTRAWORD
tone ^nn++++=tone
suggested ^vbd+vpub++xvbn+=suggested
incredulity ^nn+nom+++=incredulity.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
goodness ^nns+nom+++=goodness
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv+tht0+xvbn+=saw
a ^at++++=a
girl ^nn++++=girl
eat ^vb++++=eat
so ^ql++++=so
much ^ap++++=much
in ^in++++=in
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Hilda
hilda ^nn+++??+=EXTRAWORD
Jessup ^np+++??+=Jessup,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
dare ^vb++++=dare
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester's
's ^$++++=EXTRAWORD
voice ^nn++++=voice
cracked ^vbd+++xvbn+=cracked
with ^in++++=with
the ^ati++++=the
emotion ^nn+nom+++=emotion
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
at ^rb++++=at
so ^ql+emph+++=so
damnable ^jj++++=damnable
an ^at++++=an
imputation ^nn+nom+++=imputation.
. ^zz++++=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
Hilda ^np+++??+=Hilda,
, ^zz++++=EXTRAWORD
stop ^vb++++=stop
your ^pp$+pp2+++=your
teasing ^jj++++=teasing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Jessup ^np++++=Jessup.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did?
? ^zz++++=EXTRAWORD
A ^at++++=A
big ^jj+atrb+++=big,
, ^zz++++=EXTRAWORD
healthy ^jj+atrb+++=healthy
girl ^nn++++=girl
like ^in++++=like
that ^dt+pdem+++=that----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mother----"
mother ^nn++++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester's
's ^$++++=EXTRAWORD
tone ^nn++++=tone
was ^vbd+bedz+vrb++=was
anguished ^jj+pred+++=anguished.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
Nell ^np++++=Nell,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jessup ^np++++=Jessup,
, ^zz++++=EXTRAWORD
" ^zz++++="leave
leave ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him
to ^in++++=to
his ^pp$+pp3+++=his
illusions ^nns++++=illusions.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
bad ^jj+atrb+++=bad
day ^nn++++=day
for ^in++++=for
romance ^nn+nom+++=romance
when ^wrb+who+++=when
a ^at++++=a
man ^nn++++=man
discovers ^nns+nom+++=discovers
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
goddess ^nns+nom+++=goddess
likes ^vbz++++=likes
a ^at++++=a
second ^od++++=second
helping ^jj+++xvbg+=helping
of ^in++++=of
corned ^jj+atrb++xvbn+=corned
beef ^nn++++=beef."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Father,
father ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
such ^abl++++=such
things ^nns++++=things!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
stay ^vb++++=stay
here ^rn+pl+++=here
and ^cc++++=and
listen ^vb++++=listen
to ^in++++=to
you ^pp2+pp2+++=you
say ^vb+vpub+++=say
such ^abl++++=such
things ^nns++++=things
about ^in++++=about
one ^cd1++++=one
who ^whp+rel+obj++=who
I ^pp1a+pp1+++=I----"
-- ^--+clp+++=EXTRAWORD
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
whom ^whp+rel+obj++=whom,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
interrupted ^xvbn+++xvbn+=interrupted
Hilda ^np+++??+=Hilda.
. ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
flounced ^vbd+++xvbn+=flounced
down ^in++++=down
the ^ati++++=the
front ^jjb+atrb+++=front
steps ^nns++++=steps
and ^cc++++=and
slammed ^vbd+++xvbn+=slammed
the ^ati++++=the
gate ^nn++++=gate
after ^in++++=after
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
manner ^nn++++=manner
that ^tht+rel+subj++=that
could ^md+pos+++=could
not ^xnot++not++=not
possibly ^rb++++=possibly
be ^vb+be+aux++=be
described ^vpsv++agls+xvbnx+=described
as ^in++++=as
" ^zz++++="nonchalant."
nonchalant ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
2 ^zz++++=2
The ^ati++++=The
Wrigley ^np+++??+=Wrigley
home ^nr++++=home
was ^vbd+bedz+vrb++=was
four ^cd++++=four
blocks ^nns++++=blocks
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Chester ^np+nom+++=Chester,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
out ^rp+pl+++=out
of ^in++++=of
sight ^nn++++=sight
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
home ^nr++++=home,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
meditative ^jj++++=meditative.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stopped ^vbd+++xvbnx+=stopped,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
looking ^nn++++=looking
about ^md"++pmd"++=about
to ^md+prd+++=to
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
observed ^jj+++xvbn+=observed,
, ^zz++++=EXTRAWORD
drew ^j+++xvbn+=drew
from ^in++++=from
his ^pp$+pp3+++=his
inside ^jjb+atrb+++=inside
pocket ^nn++++=pocket
an ^at++++=an
envelope ^nn++++=envelope,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
twelfth ^np++++=twelfth
time ^nn++++=time
that ^tht+rel+++=that
day ^nn++++=day
counted ^vbd+++xvbn+=counted
its ^pp$+it+++=its
contents ^nns++++=contents.
. ^zz++++=EXTRAWORD
Ninety ^cd++++=Ninety-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
dollars ^nns++++=dollars!
! ^zz++++=EXTRAWORD
The ^ati++++=The
savings ^nns++++=savings
of ^in++++=of
a ^at++++=a
lifetime ^nn++++=lifetime!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
originally ^rb+tm+splt++=originally
been ^vprf+ben+aux+xvbnx+=been
saved ^vpsv++agls+xvbnx+=saved
for ^in++++=for
the ^ati++++=the
purchase ^nn++++=purchase
of ^in++++=of
a ^at++++=a
motor ^nn++++=motor-cycle,
- ^zz++++=EXTRAWORD
cycle ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
was ^vbd+bedz+vrb++=was
before ^cs+sub+++=before
Mildred ^np+++??+=Mildred
Wrigley ^np+++??+=Wrigley
had ^vbd+hvd+aux++=had
smiled ^vprf+++xvbnx+=smiled
at ^in++++=at
him ^pp3o+pp3+++=him
one ^cd1++++=one
day ^nn++++=day
across ^in+pl+++=across
the ^ati++++=the
senior ^jj+atrb+++=senior
study ^nn++++=study-hall.
- ^zz++++=EXTRAWORD
hall ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^cs+sub+++=That
seemed ^vprf+++xvbn+=seemed
but ^cc++++=but
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
yet ^rb++++=yet
it ^pp3+it+++=it
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
fully ^rb+amp+++=fully
seven ^cd++++=seven
weeks ^nns++++=weeks
before ^in+strn+++=before!
! ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
replaced ^vbd+++xvbnx+=replaced
the ^ati++++=the
money ^nn++++=money
and ^cc++++=and
continued ^vpsv++agls+xvbn+=continued
on ^in++++=on
his ^pp$+pp3+++=his
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester
paused ^vbd+++xvbn+=paused
at ^in++++=at
the ^ati++++=the
Greek ^jj+atrb+++=Greek
Candy ^nn++++=Candy
Kitchen ^nn++++=Kitchen
on ^in++++=on
Main ^jjb+atrb+++=Main
Street ^nn++++=Street
to ^to++++=to
buy ^vbi++++=buy
a ^at++++=a
box ^nn++++=box
of ^in++++=of
candy ^nn++++=candy,
, ^zz++++=EXTRAWORD
richly ^rb++++=richly
bedight ^nn+++??+=bedight
with ^in++++=with
purple ^jj+atrb+++=purple
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
carefully ^rb++++=carefully
gauging ^nn++++=gauging
his ^pp$+pp3+++=his
saunter ^jjr++++=saunter,
, ^zz++++=EXTRAWORD
contrived ^j+++xvbn+=contrived
to ^to++++=to
arrive ^vbi++++=arrive
at ^rb++++=at
the ^ati++++=the
Wrigley ^np+++??+=Wrigley
residence ^nn+nom+++=residence
at ^in++++=at
fourteen ^cd++++=fourteen
minutes ^nns++++=minutes
after ^in++++=after
eight ^cd++++=eight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
his ^pp$+pp3+++=his
tie ^nn++++=tie
a ^at++++=a
final ^jj+atrb+++=final
adjustment ^nn+nom+++=adjustment,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hair ^nn++++=hair
a ^at++++=a
last ^ap++++=last
frantic ^jj+atrb+++=frantic
smoothing ^nvbg+++xvbg+=smoothing,
, ^zz++++=EXTRAWORD
licked ^xvbn+++xvbn+=licked
his ^pp$+pp3+++=his
dry ^jj+atrb+++=dry
lips ^nns++++=lips--and
-- ^--+clp+++=EXTRAWORD
and ^cc+cls+++=EXTRAWORD
rang ^vbd+++xvbn+=rang
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
good ^jj+atrb+++=good
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mildred ^np+++??+=Mildred
Wrigley ^np+++??+=Wrigley
had ^vb+hv+vrb++=had
a ^at++++=a
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
birdlike ^jj+atrb+++=birdlike
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking
not ^xnot++not++=not
so ^ql++++=so
much ^ap++++=much
at ^rb++++=at
Chester ^np+nom+++=Chester
as ^ql++++=as
at ^rb++++=at
the ^ati++++=the
beribboned ^jj+atrb+++=beribboned
purple ^jj+atrb+++=purple
box ^nn++++=box
he ^pp3a+pp3+++=he
held ^vbd+vprv++xvbnx+=held.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
parlor ^nn++++=parlor.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Chester ^np+nom+++=Chester,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mildred ^np+++??+=Mildred,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
purple ^jj+atrb+++=purple
box ^nn++++=box,
, ^zz++++=EXTRAWORD
" ^zz++++="how
how ^wrb+who+++=EXTRAWORD
sweet ^nn++++=sweet
of ^in++++=of
you ^pp2+pp2+++=you
to ^to++++=to
bring ^vbi++++=bring
me ^pp1o+pp1+++=me
such ^abl++++=such
heavenly ^jj+atrb+++=heavenly
candy ^nn++++=candy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
adore ^vb++++=adore
chocolate ^nn+nom+++=chocolate-covered
- ^zz++++=EXTRAWORD
covered ^jj+atrb++xvbn+=EXTRAWORD
cherries ^nns++++=cherries.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
just ^rb+emph+splt++=just
Die ^vb++++=DIE
eating ^nvbg+++xvbg+=eating
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
popped ^vbd+++xvbnx+=popped
two ^cd++++=two
of ^in++++=of
them ^pp3o+pp3+++=them
into ^in++++=into
her ^pp$+pp3+++=her
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sighed ^vbd+++xvbn+=sighed
ecstatically ^rb++++=ecstatically.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
discussed ^vbd+++xvbnx+=discussed,
, ^zz++++=EXTRAWORD
with ^in++++=with
great ^jj+atrb+++=great
thoroughness ^nns+nom+++=thoroughness,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weather ^nn++++=weather
of ^in++++=of
the ^ati++++=the
day ^nn++++=day,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weather ^nn++++=weather
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
before ^in++++=before
and ^cc++++=and
the ^ati++++=the
probable ^jj+atrb+++=probable
weather ^nn++++=weather
of ^in++++=of
the ^ati++++=the
near ^in+pl+++=near
future ^nn++++=future.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mildred ^np+++??+=Mildred
moved ^vbd+++xvbn+=moved
her ^pp$+pp3+++=her
chair ^nn++++=chair
a ^at++++=a
quarter ^nn++++=quarter
of ^in++++=of
an ^at++++=an
inch ^nn++++=inch
nearer ^rbr++++=nearer
Chester ^np+nom+++=Chester's.
's. ^nn+++??+=EXTRAWORD
" ^zz++++="There,
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
dimpling ^nn+nom+++=dimpling
smile ^nn++++=smile,
, ^zz++++=EXTRAWORD
" ^zz++++="let's
let ^vb++++0=EXTRAWORD
us ^pp1o+pp1+++=EXTRAWORD
be ^vb+be+aux++=be
real ^jj+pred+++=real
comfy ^vb++++=comfy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
glow ^nn++++=glow
enveloped ^vbd+++xvbn+=enveloped
Chester ^np+nom+++=Chester.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
had ^vb+hv+vrb++=had
the ^ati++++=the
most ^ql+emph+++=most
heavenly ^jj+atrb+++=heavenly
supper ^nn++++=supper
to ^to++++=to-night,"
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
confided ^vprf+++xvbn+=confided
Mildred ^np+++??+=Mildred.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hardly ^rb+down+++=hardly
ate ^vbd+++xvbn+=ate
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Chester ^np+nom+++=Chester.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
poor ^jj+atrb+++=poor,
, ^zz++++=EXTRAWORD
poor ^jj+atrb+++=poor
boy ^nn++++=boy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mildred ^np+++??+=Mildred.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
pass ^nn++++=pass
me ^pp1o+pp1+++=me
another ^dt++++=another
candy ^nn++++=candy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
discussed ^vbd+++xvbnx+=discussed
school ^npl++++=school
affairs ^nns++++=affairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
approaching ^jj+atrb++xvbg+=approaching
examinations ^nns+nom+++=examinations.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
so ^ql+emph+++=so
worried ^jj+++xvbn+=worried,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
confessed ^vbd+vpub++xvbn+=confessed
Mildred ^np+++??+=Mildred.
. ^zz++++=EXTRAWORD
" ^zz++++="Horrid
horrid ^jj+atrb+++=EXTRAWORD
old ^jj+atrb+++=old
geometry ^nn++++=geometry.
. ^zz++++=EXTRAWORD
Stupid ^jj+atrb+++=Stupid
physics ^nn++++=physics.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
I ^pp1a+pp1+++=I
care ^nn++++=care
why ^wrb+who+++=why
apples ^nns++++=apples
fall ^nn++++=fall
off ^in+pl+++=off
trees ^nns++++=trees?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
go ^vb++++=go
on ^in++++=on
the ^ati++++=the
stage ^nn++++=stage.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
miserable ^jj+atrb+++=miserable
old ^jj+atrb+++=old
wretch ^nn++++=wretch,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Shufelt ^np++++=Shufelt,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
writing ^vbg+++xvbgx+=writing
nasty ^jj+atrb+++=nasty
notes ^nns++++=notes
to ^in++++=to
Dad ^npt++++=Dad,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
study ^vb++++=study
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
lip ^nn++++=lip
trembled ^vbd+++xvbn+=trembled;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
