They ^pp3a+pp3+++=They
corner ^npl++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
third ^nn++++=third
was ^vbd+bedz+vrb++=was
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
wide ^jj++++=wide,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow,
, ^zz++++=EXTRAWORD
tantalizing ^jj++++=tantalizing
` ^zz++++=``stitch-ball,''
` ^zz++++=EXTRAWORD
stitch-ball, ^nn+++??+=EXTRAWORD
'' ^nn+++??+=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
call ^vb++++=call
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
reason ^nn++++=reason
that ^tht+ncmp+++=that
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
so ^ql++++=so
slow ^vb++++=slow
a ^at++++=a
batter ^nn++++=batter
could ^md+pos+++=could
count ^vb++++=count
the ^ati++++=the
stitches ^nns++++=stitches.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+tht0++=believe
Callopy ^np+++??+=Callopy
waited ^vbd+++xvbn+=waited
on ^in+ppvb+++=on
that ^dt+dem+++=that
curve ^nn++++=curve,
, ^zz++++=EXTRAWORD
decided ^vb+++xvbn+=decided
to ^to+vcmp+++=to
hit ^vbi++++=hit
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
changed ^j+++xvbn+=changed
his ^pp$+pp3+++=his
mind ^nn++++=mind
and ^cc++++=and
waited ^vbd+++xvbn+=waited
some ^dti++++=some
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
the ^ati++++=the
ball ^nn++++=ball
maddened ^vbd+++xvbn+=maddened
him ^pp3o+pp3+++=him
and ^cc++++=and
he ^pp3a+pp3+++=he
had ^md"++pmd"++=had
to ^md+nec+++=to
poke ^vb++++=poke
at ^in+ppvb+++=at
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
result ^nn++++=result
being ^vwbg+beg++xvbg+=being
a ^at++++=a
weak ^jj++++=weak
grounder ^jjr++++=grounder.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
graceful ^jj+atrb+++=graceful,
, ^zz++++=EXTRAWORD
powerful ^jj+atrb+++=powerful
Lane ^nn++++=Lane,
, ^zz++++=EXTRAWORD
champion ^nn++++=champion
batter ^nn++++=batter,
, ^zz++++=EXTRAWORD
champion ^nn++++=champion
base ^nn++++=base
runner ^nn++++=runner,
, ^zz++++=EXTRAWORD
stepped ^j+++xvbn+=stepped
to ^in++++=to
the ^ati++++=the
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
a ^at++++=a
baseball ^nn++++=baseball
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
any ^dti++++=any
crowd ^nn++++=crowd,
, ^zz++++=EXTRAWORD
anywhere ^rb+cnj+++=anywhere,
, ^zz++++=EXTRAWORD
loves ^vbz++++=loves
the ^ati++++=the
champion ^nn++++=champion
batter ^nn++++=batter!
! ^zz++++=EXTRAWORD
The ^ati++++=The
ovation ^nn+nom+++=ovation
Lane ^npl++++=Lane
received ^vbd+++xvbn+=received
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
wonder ^nn++++=wonder,
, ^zz++++=EXTRAWORD
with ^in++++=with
this ^dt+dem+++=this
impressive ^jj+atrb+++=impressive
reception ^nn+nom+++=reception
in ^in++++=in
a ^at++++=a
hostile ^jj+atrb+++=hostile
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
could ^md+pos+++=could
be ^vb+be+vrb++=be
the ^ati++++=the
manner ^nn++++=manner
of ^in++++=of
it ^pp3+it+++=it
on ^in++++=on
his ^pp$+pp3+++=his
home ^nr++++=home
field ^nn++++=field?
? ^zz++++=EXTRAWORD
Any ^dti++++=Any
boy ^nn++++=boy
ballplayer ^jjr++++=ballplayer
from ^in++++=from
the ^ati++++=the
lots ^nns++++=lots
seeing ^vwbg+vprv+tht0+xvbg+=seeing
Lane ^npl++++=Lane
knock ^vb++++=knock
the ^ati++++=the
dirt ^nn++++=dirt
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
spikes ^nns+++??+=spikes
and ^cc++++=and
step ^nn++++=step
into ^in++++=into
position ^nn+nom+++=position
would ^md+prd+++=would
have ^vb+hv+aux++=have
known ^vprf++tht0+xvbnx+=known
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
400 ^cd++++=400
hitter ^jjr++++=hitter.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
curious ^jj+pred+++=curious
to ^to+jcmp+++=to
see ^vbi+vprv+++=see
what ^wdt+who+whcl++=what
the ^ati++++=the
Rube ^np+++??+=Rube
would ^md+prd+++=would
pitch ^vb++++=pitch
Lane ^nn++++=Lane.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
must ^md+nec+++=must
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
new ^jj+atrb+++=new
and ^cc+phrs+++=and
significant ^jj+atrb+++=significant
moment ^nn++++=moment
for ^in++++=for
Hurtle ^np+++??+=Hurtle.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
pitchers ^nns+nom+++=pitchers
actually ^rb+amp+++=actually
wilt ^md+prd+++=wilt
when ^wrb+who+++=when
facing ^vbg+++xvbg+=facing
a ^at++++=a
hitter ^nn++++=hitter
of ^in++++=of
Lane ^np++++=Lane's
's ^$++++=EXTRAWORD
reputation ^nn+nom+++=reputation.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
on ^in++++=on
his ^pp$+pp3+++=his
baseball ^nn++++=baseball
side ^nn++++=side,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
peculiarly ^rb++++=peculiarly
unemotional ^jj+pred+++=unemotional.
. ^zz++++=EXTRAWORD
Undoubtedly ^rb++++=Undoubtedly
he ^pp3a+pp3+++=he
could ^md+pos+++=could
get ^vb++++=get
furious ^jj++++=furious,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
only ^ap+down+++=only
increased ^jj+++xvbn+=increased
his ^pp$+pp3+++=his
effectiveness ^nns+nom+++=effectiveness.
. ^zz++++=EXTRAWORD
To ^in++++=To
my ^pp$+pp1+++=my
amazement ^nn+nom+++=amazement
the ^ati++++=the
Rube ^np+++??+=Rube
pitched ^vbd+++xvbn+=pitched
Lane ^npl++++=Lane
a ^rb++++=a
little ^rb"++++=little
easy ^jj+atrb+++=easy
ball ^nn++++=ball,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
in ^in++++=in
any ^dti++++=any
sense ^nn++++=sense
like ^in++++=like
his ^pp$+pp3+++=his
floater ^jjr++++=floater
or ^cc++++=or
stitch ^nn++++=stitch-ball,
- ^zz++++=EXTRAWORD
ball ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
just ^rb+emph+++=just
a ^rb++++=a
little ^rb"++++=little
toss ^vb++++=toss
that ^dt+dem+++=that
any ^dti++++=any
youngster ^nn+nom+++=youngster
might ^md+pos+++=might
have ^vb+hv+aux++=have
tossed ^vprf+++xvbnx+=tossed.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
all ^rb++++=all
possible ^jj+atrb+++=possible
balls ^nns++++=balls,
, ^zz++++=EXTRAWORD
Lane ^nn++++=Lane
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
expecting ^vbg+vprv++xvbg+=expecting
such ^abl++++=such
as ^ql++++=as
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
let ^vbd+++xvbnx+=let
it ^pp3+it+++=it
go ^vb++++=go.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
nerve ^nn++++=nerve
of ^in++++=of
it ^pp3+it+++=it
amazed ^vbd+++xvbn+=amazed
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
not ^xnot++not++=not
do ^vb+do+vrb++=do
to ^in++++=to
Lane ^nn++++=Lane?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
his ^pp$+pp3+++=his
face ^nn++++=face
go ^vb++++=go
fiery ^jj+atrb+++=fiery
red ^nn++++=red.
. ^zz++++=EXTRAWORD
The ^ati++++=The
grand ^nn++++=grand
stand ^vb++++=stand
murmured ^vbd+++xvbn+=murmured;
; ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
out ^rp+pl+++=out
one ^cd1++++=one
short ^jj+atrb+++=short
yelp ^nn+++??+=yelp
of ^in++++=of
pleasure ^nn++++=pleasure;
; ^zz++++=EXTRAWORD
the ^ati++++=the
Quaker ^nn++++=Quaker
players ^nns+nom+++=players
chaffed ^vbd+++xvbn+=chaffed
Lane ^npl++++=Lane.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pitch ^nn++++=pitch
was ^vbd+bedz+vrb++=was
a ^at++++=a
strike ^nn++++=strike.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
gripping ^vbg+++xvbgx+=gripping
my ^pp$+pp1+++=my
chair ^nn++++=chair
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
the ^ati++++=the
next ^ap++++=next
pitch ^nn++++=pitch
I ^pp1a+pp1+++=I
prophesied ^vbd+vpub++xvbnx+=prophesied
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
wonderful ^jj+atrb+++=wonderful
jump ^nn++++=jump
ball ^np++++=ball,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
used ^vwbn+++xvbn+=used.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
swung ^vbd+++xvbnx+=swung
long ^rb+cnj+++=long,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
his ^pp$+pp3+++=his
swing ^vb++++=swing
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
jerk ^vbi++++=jerk
tensely ^rb++++=tensely.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
scarcely ^rb+down+++=scarcely
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
ball ^nn++++=ball.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
marvelous ^jj+atrb+++=marvelous
speed ^nn++++=speed.
. ^zz++++=EXTRAWORD
Lane ^npl++++=Lane
did ^vbd+dod+aux++=did
not ^xnot++not++=not
offer ^vb++++=offer
to ^to++++=to
hit ^vbi++++=hit
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
strike ^nn++++=strike.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
Rube ^np+++??+=Rube,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
Cogswell ^np+++??+=Cogswell.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
veteran ^nn++++=veteran
appeared ^vbd+seem++xvbn+=appeared
amused ^vbd+++xvbn+=amused.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bleachers ^nns+nom+++=bleachers,
, ^zz++++=EXTRAWORD
happy ^jj++++=happy
and ^cc+phrs+++=and
surprised ^jj+++xvbn+=surprised
to ^to+jcmp+++=to
be ^vbi++vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
yell ^vb++++=yell
at ^rb++++=at
Lane ^nn++++=Lane,
, ^zz++++=EXTRAWORD
yelled ^j+++xvbn+=yelled
heartily ^rb++++=heartily.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
upon ^in++++=upon
myself ^ppl+pp1+++=myself
to ^to++++=to
interpret ^vbi++++=interpret
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
pitching ^nvbg+++xvbg+=pitching
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
another ^dt++++=another
ball ^nn++++=ball
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
used ^vbd+++xvbn+=used,
, ^zz++++=EXTRAWORD
a ^at++++=a
drop ^nn++++=drop,
, ^zz++++=EXTRAWORD
an ^at++++=an
unhittable ^jj+atrb+++=unhittable
drop ^nn++++=drop.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
he ^pp3a+pp3+++=he
would ^md+prd+++=would
use ^vb++++=use
that ^tht+rel+++=that
next ^ap++++=next.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
Lane ^nn++++=Lane
reached ^vbd+++xvbn+=reached
it ^pp3+it+++=it
with ^in++++=with
the ^ati++++=the
bat ^nn++++=bat,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hit ^nn+++xvbn+=hit
was ^vbd+bedz+vrb++=was
a ^at++++=a
feeble ^jj+atrb+++=feeble
one ^pn++++=one.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fooled ^vpsv++agls+xvbnx+=fooled
and ^cc++++=and
the ^ati++++=the
side ^nn++++=side
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Poole ^np++++=Poole,
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
the ^ati++++=the
Quaker ^np++++=Quaker's
's ^$++++=EXTRAWORD
pitching ^nvbg+++xvbg+=pitching
staff ^nn++++=staff,
, ^zz++++=EXTRAWORD
walked ^j+++xvbn+=walked
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
slab ^nn++++=slab.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
a ^at++++=a
left ^vbd+++xvbn+=left-hander,
- ^zz++++=EXTRAWORD
hander ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Chicago ^np++++=Chicago,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
so ^rb++++=so
many ^ap++++=many
players ^nns+nom+++=players
who ^whp+rel+obj++=who
batted ^jj+++xvbn+=batted
left ^vbd+++xvbn+=left-handed,
- ^zz++++=EXTRAWORD
handed ^vwbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
always ^rb++++=always
found ^vbd+vprv++xvbn+=found
a ^at++++=a
southpaw ^nn+++??+=southpaw
a ^at++++=a
hard ^jj+atrb+++=hard
nut ^nn++++=nut
to ^to++++=to
crack ^vbi++++=crack.
. ^zz++++=EXTRAWORD
Cogswell ^np+++??+=Cogswell,
, ^zz++++=EXTRAWORD
field ^nn++++=field
manager ^nn++++=manager
and ^cc++++=and
captain ^nn++++=captain
of ^in++++=of
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers,
, ^zz++++=EXTRAWORD
kicked ^j+++xvbn+=kicked
up ^rp++++=up
the ^ati++++=the
dust ^nn++++=dust
around ^rp++++=around
first ^od++++=first
base ^nn++++=base
and ^cc++++=and
yelled ^vpsv++agls+xvbn+=yelled
to ^in++++=to
his ^pp$+pp3+++=his
men ^nns++++=men:
: ^zz++++=EXTRAWORD
` ^zz++++=``Git
` ^zz++++=EXTRAWORD
git ^np++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
game! ^nn+++??+=game!''
'' ^nn+++??+=EXTRAWORD
Staats ^np+++??+=Staats
hit ^vbd+++xvbn+=hit
Poole ^np++++=Poole's
's ^$++++=EXTRAWORD
speed ^nn++++=speed
ball ^nn++++=ball
into ^in++++=into
deep ^jj++++=deep
short ^jj++++=short
and ^cc++++=and
was ^vbd+bedz+vrb++=was
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
Mitchell ^np++++=Mitchell
flew ^vbd+++xvbn+=flew
out ^rp+pl+++=out
to ^in++++=to
Berne ^np+++??+=Berne;
; ^zz++++=EXTRAWORD
Rand ^np+++??+=Rand
grounded ^vbd+++xvbn+=grounded
to ^to++++=to
second ^od++++=second.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
teams ^nns++++=teams
again ^rb+tm+++=again
changed ^jj+atrb++xvbn+=changed
sides ^nns++++=sides
the ^ati++++=the
fans ^nns++++=fans
cheered ^vbd+++xvbn+=cheered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
indulged ^vprf+++xvbn+=indulged
in ^in++++=in
the ^ati++++=the
first ^od++++=first
stretch ^vb++++=stretch
of ^in++++=of
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
calculated ^vbd+vprv++xvbnx+=calculated
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
be ^vb+be+aux++=be
stretching ^vbg+++xvbgx+=stretching
their ^pp$+pp3+++=their
necks ^nns++++=necks
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
keep ^vbi++++=keep
track ^nn++++=track
of ^in++++=of
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Nan ^np++++=Nan
leaned ^vbd+++xvbn+=leaned
on ^in++++=on
the ^ati++++=the
railing ^nn+nom+++=railing
absorbed ^vbd+++xvbn+=absorbed
in ^in++++=in
her ^pp$+pp3+++=her
own ^ap++++=own
hope ^nn++++=hope
and ^cc++++=and
faith ^nn++++=faith.
. ^zz++++=EXTRAWORD
Milly ^np+++??+=Milly
chattered ^vbd+++xvbn+=chattered
about ^in++++=about
this ^dt+pdem+++=this
and ^cc++++=and
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
people ^nns++++=people
in ^in++++=in
the ^ati++++=the
boxes ^nns++++=boxes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
chances ^nns+nom+++=chances
of ^in++++=of
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
own ^ap++++=own
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
wholly ^rb++++=wholly
preclude ^vb++++=preclude
the ^ati++++=the
fortunes ^nns++++=fortunes
of ^in++++=of
the ^ati++++=the
Chicago ^np++++=Chicago
players ^nns+nom+++=players
at ^in++++=at
the ^ati++++=the
bat ^nn++++=bat,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
mostly ^rb++splt++=mostly
concerned ^vpsv++agls+xvbnx+=concerned
with ^in++++=with
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
fortunes ^nns++++=fortunes
in ^in++++=in
the ^ati++++=the
field ^nn++++=field.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
half ^abn++++=half
inning ^jj+++xvbg+=inning
he ^pp3a+pp3+++=he
retired ^vbd+++xvbnx+=retired
Bannister ^np+nom++??+=Bannister
and ^cc++++=and
Blandy ^np+++??+=Blandy
on ^in++++=on
feeble ^jj+atrb+++=feeble
infield ^nn+++??+=infield
grounders ^nns+nom+++=grounders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
worked ^xvbn+++xvbn+=worked
Cogswell ^np+++??+=Cogswell
into ^in++++=into
hitting ^xvbg+++xvbg+=hitting
a ^at++++=a
wide ^jj+atrb+++=wide
curve ^nn++++=curve
high ^jj++++=high
in ^in++++=in
the ^ati++++=the
air ^nn++++=air.
. ^zz++++=EXTRAWORD
Poole ^np++++=Poole
meant ^vbd+vprv++xvbn+=meant
to ^to+vcmp+++=to
win ^vbi++++=win
for ^in++++=for
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers
if ^cs+cnd+++=if
his ^pp$+pp3+++=his
good ^jj+atrb+++=good
arm ^nn++++=arm
and ^cc++++=and
cunning ^nn++++=cunning
did ^vbd+dod+aux++=did
not ^xnot++not++=not
fail ^vb++++=fail
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
pitching ^nvbg+++xvbg+=pitching
was ^vbd+bedz+vrb++=was
masterly ^jj+pred+++=masterly.
. ^zz++++=EXTRAWORD
Mccloskey ^np+++??+=McCloskey
fanned ^vbd+++xvbn+=fanned,
, ^zz++++=EXTRAWORD
Hutchinson ^np++++=Hutchinson
fouled ^vbd+++xvbn+=fouled
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Brewster ^np+nom++??+=Brewster
got ^vbd+++xvbn+=got
a ^at++++=a
short ^jj+atrb+++=short
safe ^jj+atrb+++=safe
fly ^nn++++=fly
just ^rb+emph+++=just
out ^rp+pl+++=out
of ^in++++=of
reach ^nn++++=reach,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Hoffner ^np+++??+=Hoffner
hit ^vbd+++xvbn+=hit
to ^to++++=to
second ^rb+cnj+++=second,
, ^zz++++=EXTRAWORD
forcing ^vbg+++xvbg+=forcing
Brewster ^np+nom++??+=Brewster.
. ^zz++++=EXTRAWORD
With ^in++++=With
Dugan ^np+++??+=Dugan
up ^rp++++=up
for ^in++++=for
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers
in ^in++++=in
the ^ati++++=the
third ^od++++=third
inning ^jj+++xvbg+=inning,
, ^zz++++=EXTRAWORD
Cogswell ^np+++??+=Cogswell
and ^cc++++=and
Bannister ^np+nom++??+=Bannister,
, ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
coaching ^jj+atrb++xvbg+=coaching
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
talk ^vbi++++=talk
to ^in++++=to
the ^ati++++=the
Rube ^np+++??+=Rube.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
ears ^nns++++=ears,
, ^zz++++=EXTRAWORD
keen ^jj++++=keen
from ^in++++=from
long ^jj+atrb+++=long
practice ^nn++++=practice,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
remarks ^nns++++=remarks
in ^in++++=in
spite ^in"++++=spite
of ^in"++++=of
the ^ati++++=the
noisy ^jj+atrb+++=noisy
bleachers ^nns+nom+++=bleachers.
. ^zz++++=EXTRAWORD
` ^zz++++=``Say,
` ^zz++++=EXTRAWORD
say ^vb+vpub+++=EXTRAWORD
, ^zz++++=EXTRAWORD
busher ^jjr++++=busher,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
've ^vb+hv+aux++0='ve
lasted ^vprf+++xvbnx+=lasted
longer ^rbr++++=longer'n
'n ^nn+++??+=EXTRAWORD
we ^pp1a+pp1+++=we
expected ^vbd+vprv++xvbn+=expected,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
it! ^nn+++??+=it!''
'' ^nn+++??+=EXTRAWORD
` ^zz++++=``Gol
` ^zz++++=EXTRAWORD
gol ^nn+++??+=EXTRAWORD
darn ^rb++++=darn
you ^pp2+pp2+++=you
city ^nn++++=city
ball ^nn++++=ball
tossers ^nns+nom+++=tossers!
! ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you
jest ^rb++++=jest
let ^vb+++xvbn+=let
me ^pp1o+pp1+++=me
alone! ^nn+++??+=alone!''
'' ^nn+++??+=EXTRAWORD
` ^zz++++=``We're
` ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
rye! ^nn+++??+=rye!''
'' ^nn+++??+=EXTRAWORD
` ^zz++++=``My
` ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
top ^nn++++=top-heavy
- ^zz++++=EXTRAWORD
heavy ^jj+atrb+++=EXTRAWORD
rustic ^jj+atrb+++=rustic
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
need ^vb++++=need
an ^at++++=an
airship ^nn+nom+++=airship
presently ^rb+cnj+++=presently,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
you ^pp2+pp2+++=you
go ^vb++++=go
up! ^nn+++??+=up!''
'' ^nn+++??+=EXTRAWORD
All ^abn++++=All
the ^ati++++=the
badinage ^nn+nom+++=badinage
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good-natured,
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
sure ^jj+atrb+++=sure
proof ^nn++++=proof
that ^tht+ncmp+++=that
the ^ati++++=the
Quakers ^nns+nom++??+=Quakers
had ^vb+hv+aux++=had
not ^xnot++not++=not
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
anything ^pn++++=anything
like ^in++++=like
real ^jj+atrb+++=real
appreciation ^nn+nom+++=appreciation
of ^in++++=of
the ^ati++++=the
Rube ^np+++??+=Rube.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
accustomed ^vpsv++agls+xvbnx+=accustomed
to ^to++++=to
observe ^vbi+vprv+++=observe
the ^ati++++=the
trying ^jj+++xvbg+=trying
out ^rp+pl+++=out
of ^in++++=of
many ^ap++++=many
youngsters ^nns+nom+++=youngsters,
, ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom
ninety ^cd++++=ninety-nine
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
hundred ^cd++++=hundred
failed ^vprf+++xvbn+=failed
to ^to+vcmp+++=to
make ^vbi++++=make
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Dugan ^np+++??+=Dugan
chopped ^vbd+++xvbn+=chopped
at ^rb++++=at
three ^cd++++=three
strikes ^nns++++=strikes
and ^cc++++=and
slammed ^vbd+++xvbn+=slammed
his ^pp$+pp3+++=his
bat ^nn++++=bat
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
Hucker ^np+++??+=Hucker
hit ^vbd+++xvbn+=hit
a ^at++++=a
