Although ^cs+con+++=Although
aimed ^vbd+++xvbnx+=aimed
to ^to+vcmp+++=to
do ^vbi++++=do
a ^at++++=a
strictly ^rb++++=strictly
retail ^nn++++=retail
business ^nns+nom+++=business
in ^in++++=in
deteckating ^xvbg+++xvbg+=deteckating,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
the ^ati++++=the
wholesale ^jjb++++=wholesale
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Seeing
seeing ^vbg+vprv++xvbg+=EXTRAWORD
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
learned ^vpsv++by+xvbn+=learned
by ^in++++=by
mail ^nn++++=mail,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy
Getz ^np+++??+=Getz,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you'd
'd ^md+prd+aux++0=EXTRAWORD
be ^vb+be+vrb++=be
better ^jjr++++=better
fitted ^jj+++xvbn+=fitted
to ^to++++=to
do ^vbi++++=do
a ^at++++=a
mail ^nn++++=mail-order
- ^zz++++=EXTRAWORD
order ^to++++=EXTRAWORD
business ^nns+nom+++=business."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Them
them ^pp3o+pp3+++=EXTRAWORD
terms ^nns++++=terms
of ^in++++=of
retail ^nn++++=retail
and ^cc++++=and
wholesale ^jjb++++=wholesale
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
own ^ap++++=own,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+tht0++=believe
anybody ^pn++++=anybody
would ^md+prd+++=would
un ^vb++++=un-burgle
- ^zz++++=EXTRAWORD
burgle ^nn+++??+=EXTRAWORD
a ^at++++=a
house ^nn++++=house,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
fellow ^nn++++=fellow
can ^md+pos+++=can
tie ^vb++++=tie
a ^at++++=a
knot ^nn++++=knot,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
he ^pp3a+pp3+++=he
can ^md+pos+++=can
un ^vb++++=un-tie
- ^zz++++=EXTRAWORD
tie ^nn++++=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
he ^pp3a+pp3+++=he?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
can ^md+pos+++=can
hitch ^vb++++=hitch
a ^at++++=a
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
he ^pp3a+pp3+++=he
can ^md+pos+++=can
un ^vb++++=un-hitch
- ^zz++++=EXTRAWORD
hitch ^nn++++=EXTRAWORD
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
a ^at++++=a
man ^nn++++=man
can ^md+pos+++=can
burgle ^vb+++??+=burgle,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
can ^md+pos+++=can
un ^vb++++=un-burgle.
- ^zz++++=EXTRAWORD
burgle ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
mercenary ^nn+nom+++=mercenary
burglar ^nn+++??+=burglar
would ^md+prd+++=would
naturally ^rb++++=naturally
burgle ^jj+atrb++??+=burgle
things ^nns++++=things
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
house ^npl++++=house
after ^cs+sub+++=after
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
burgled ^vprf+++xvbnx+=burgled
himself ^ppl+pp3+++=himself
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
generous ^jj++++=generous-hearted
- ^zz++++=EXTRAWORD
hearted ^jj+atrb+++=EXTRAWORD
burglar ^nn+++??+=burglar
would ^md+prd+++=would
just ^rb+emph+++=just
as ^in++++=as
naturally ^rb++++=naturally
un ^np++++=un-burgle
- ^zz++++=EXTRAWORD
burgle ^nn+++??+=EXTRAWORD
things ^nns++++=things
into ^in++++=into
a ^at++++=a
house ^nn++++=house
and ^cc++++=and
then ^rn+tm+++=then
un ^np++++=un-burgle
- ^zz++++=EXTRAWORD
burgle ^nn+++??+=EXTRAWORD
himself ^ppl+pp3+++=himself
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
stands ^vbz++++=stands
to ^to+vcmp+++=to
reason ^vb++++=reason."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
it ^pp3+it+++=it
does ^vbz+doz+vrb++=does,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy
Getz ^np+++??+=Getz.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
you ^pp2+pp2+++=you
would ^md+prd+++=would
see ^vb+vprv+tht0++=see
it ^pp3+it+++=it
that ^dt+dem+++=that
way ^nn++++=way."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+++=see
things ^nns++++=things
reasonable ^jj++++=reasonable,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
I ^pp1a+pp1+++=I
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
take ^vb++++=take
up ^rb+phrv+++=up
the ^ati++++=the
case ^nn++++=case;
; ^zz++++=EXTRAWORD
un ^np++++=un-burgling
- ^zz++++=EXTRAWORD
burgling ^nn+nom+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
common ^jj+atrb+++=common
crime ^nn++++=crime.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
mentioned ^vpsv++agls+xvbn+=mentioned
in ^in++++=in
the ^ati++++=the
twelve ^cd++++=twelve
lessons ^nns++++=lessons
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
from ^in++++=from
the ^ati++++=the
Rising ^jj+atrb++xvbg+=Rising
Sun ^nn++++=Sun
Correspondence ^nn+nom+++=Correspondence
School ^nn++++=School.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
hardly ^rb+down+++=hardly
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
go ^vbi++++=go
about ^in+ppvb+++=about
catching ^xvbg+++xvbg+=catching
an ^at++++=an
un-burglar ^nn+++??+=un-burglar--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
do ^vb+do+vrb++=do
the ^ati++++=the
opposite ^nn++++=opposite
from ^in++++=from
what ^wdt+who+++=what
it ^pp3+it+++=it
says ^vbz+vpub+++=says
to ^to+vcmp+++=to
do ^vbi++++=do
to ^to++++=to
catch ^vbi++++=catch
a ^at++++=a
burglar ^nn+++??+=burglar,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy
Getz ^np+++??+=Getz.
. ^zz++++=EXTRAWORD
" ^zz++++="Common
common ^jj+atrb+++=EXTRAWORD
sense ^nn++++=sense
would ^md+prd+++=would
tell ^vb++++=tell
you ^pp2+pp2+++=you
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
let ^vprf+++xvbnx+=let
Wittaker ^np+nom++??+=Wittaker
catch ^vb++++=catch
his ^pp$+pp3+++=his
own ^ap++++=own
burglars ^nns+++??+=burglars.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reason ^nn++++=reason
I ^pp1a+pp1+++=I
ask ^vb++++=ask
you ^pp2+pp2+++=you
to ^to++++=to
take ^vbi++++=take
this ^dt+dem+++=this
case ^nn++++=case
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
good ^jj+atrb+++=good
heart ^nn++++=heart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
good ^jj++++=good,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
hard ^jj++++=hard,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
deteckative ^jj++++=deteckative
has ^md"++pmd"++=has
to ^md+nec+++=to
have ^vbi++vrb++=have
a ^at++++=a
hard ^jj+atrb+++=hard
heart ^nn++++=heart."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
right ^jj++++=right!
! ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
is ^vbz+bez+vrb++=is
this ^dt+dem+++=this
man ^nn++++=man,
, ^zz++++=EXTRAWORD
un ^np++++=un-burgling
- ^zz++++=EXTRAWORD
burgling ^nn+nom+++=EXTRAWORD
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
For ^in++++=For
all ^abn++++=all
we ^pp1a+pp1+++=we
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
honest ^jj+pred+++=honest
and ^cc+phrs+++=and
upright ^jj++++=upright,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy
Getz ^np+++??+=Getz.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
continues ^vbz++++=continues
un ^np++++=un-burgling
- ^zz++++=EXTRAWORD
burgling ^nn+nom+++=EXTRAWORD
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
habit ^nn++++=habit
grows ^vbz++++=grows.
. ^zz++++=EXTRAWORD
Each ^ppls++++=Each
house ^npl++++=house
he ^pp3a+pp3+++=he
un ^np++++=un-burgles
- ^zz++++=EXTRAWORD
burgles ^nns+++??+=EXTRAWORD
tempts ^nns+++??+=tempts
him ^pp3o+pp3+++=him
to ^in++++=to
un ^np++++=un-burgle
- ^zz++++=EXTRAWORD
burgle ^nn+++??+=EXTRAWORD
two ^cd++++=two.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
set ^vwbn+++xvbn+=set
of ^in++++=of
spoons ^nns++++=spoons
he ^pp3a+pp3+++=he
leaves ^nns++++=leaves
in ^in++++=in
a ^at++++=a
house ^nn++++=house
tempts ^nns+++??+=tempts
him ^pp3o+pp3+++=him
to ^to++++=to
leave ^vbi++++=leave
two ^cd++++=two
sets ^nns++++=sets
in ^in++++=in
the ^ati++++=the
next ^ap++++=next
house ^npl++++=house,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
four ^cd++++=four
sets ^nns++++=sets,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
solid ^jj+atrb+++=solid
silver ^nn++++=silver
punch ^nn++++=punch-bowl.
- ^zz++++=EXTRAWORD
bowl ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
short ^jj+atrb+++=short
time ^nn++++=time
he ^pp3a+pp3+++=he
wipes ^nns+++??+=wipes
out ^rp+pl+++=out
his ^pp$+pp3+++=his
little ^ap++++=little
fortune ^nn++++=fortune.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
borrows ^vbz++++=borrows.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
begs ^nns+++??+=begs.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
steals ^vbz++++=steals!
! ^zz++++=EXTRAWORD
In ^to++++=In
order ^vb++++=order
to ^to+vcmp+++=to
un ^vb++++=un-burgle
- ^zz++++=EXTRAWORD
burgle ^nn+++??+=EXTRAWORD
one ^cd1++++=one
house ^nn++++=house
he ^pp3a+pp3+++=he
burgles ^vbz+++??+=burgles
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leads ^vbz++++=leads
a ^at++++=a
dual ^jj+atrb+++=dual
life ^nn++++=life,
, ^zz++++=EXTRAWORD
a ^at++++=a
sort ^nn++++=sort
of ^in++++=of
Jekyll ^np++++=Jekyll-Hyde
- ^zz++++=EXTRAWORD
hyde ^np++++=EXTRAWORD
life ^nn++++=life--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
what ^wdt+who+++=what
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Gubb ^np++++=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
catch ^vb++++=catch--I
-- ^--+clp+++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
leave ^vb++++=leave
that ^dt+dem+++=that
to ^in++++=to
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Frighten ^vb++++=Frighten
him ^pp3o+pp3+++=him
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
un ^np++++=un-burgling
- ^zz++++=EXTRAWORD
burgling ^nn+nom+++=EXTRAWORD
habit ^nn++++=habit.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
Marshal ^npt++++=Marshal
Wittaker ^np+nom++??+=Wittaker
you ^pp2+pp2+++=you
will ^md+prd+++=will
get ^vb++++=get
on ^in++++=on
the ^ati++++=the
trail ^nn++++=trail?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
feel ^vb+vprv+++=feel
sorry ^uh++++=sorry
for ^in++++=for
the ^ati++++=the
feller ^nn++++=feller.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
he ^pp3a+pp3+++=he's
's ^vbz+bez+vrb++0=EXTRAWORD
lettin ^nn+++??+=lettin'
' ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
children ^nns++++=children
suffer ^vb++++=suffer
for ^in++++=for
food ^nn++++=food
whilst ^cs+sub+++=whilst
he ^pp3a+pp3+++=he
un ^np++++=un-burgles
- ^zz++++=EXTRAWORD
burgles ^nns+++??+=EXTRAWORD
away ^rp+pl+++=away
his ^pp$+pp3+++=his
substance ^nn+nom+++=substance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then,"
then ^rn+tm+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Billy ^np++++=Billy
Getz ^np+++??+=Getz,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
up ^rb+phrv+++=up
his ^pp$+pp3+++=his
lung ^nn++++=lung-tester,
- ^zz++++=EXTRAWORD
tester ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++="suppose
suppose ^vb+vprv+tht0++=EXTRAWORD
you ^pp2+pp2+++=you
stop ^vb++++=stop
in ^in++++=in
at ^in++++=at
the ^ati++++=the
Marshal ^np++++=Marshal's
's ^$++++=EXTRAWORD
office ^nn++++=office
to ^to++++=to-night
- ^zz++++=EXTRAWORD
night ^nn++++=EXTRAWORD
at ^in++++=at
eight ^cd++++=eight-thirty.
- ^zz++++=EXTRAWORD
thirty ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Wittaker ^np+nom++??+=Wittaker
will ^md+prd+++=will
tell ^vb++++=tell
you ^pp2+pp2+++=you
all ^abn++++=all
about ^in++++=about
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb
waited ^vbd+++xvbn+=waited
until ^cs+sub+++=until
Billy ^np++++=Billy
was ^vbd+bedz+vrb++=was
well ^rb++++=well
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
done ^vbd+++xvbnx+=done
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
know ^vb+vprv+tht0++=know
he ^pp3a+pp3+++=he
done ^vbd+++xvbnx+=done
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
done ^vbd+++xvbnx+=done
it ^pp3+it+++=it
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
fool ^jjb++++=fool
out ^rp+pl+++=out
of ^in++++=of
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
guess ^vb++++=guess
I ^pp1a+pp1+++=I
owe ^vb++++=owe
Billy ^np++++=Billy
Getz ^np+++??+=Getz
a ^at++++=a
scare ^vb++++=scare,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
can ^md+pos+++=can
prove ^vb+vprv+++=prove
that ^tht+vcmp+++=that
un ^np++++=un-burglary
- ^zz++++=EXTRAWORD
burglary ^nn+nom+++=EXTRAWORD
onto ^in++++=onto
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
the ^ati++++=the
scare ^vb++++=scare
all ^abn++++=all
right ^jj++++=right!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Detective ^nn++++=Detective
Gubb ^np+++??+=Gubb,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
time ^nn++++=time
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
Marshal ^np++++=Marshal's
's ^$++++=EXTRAWORD
office ^nn++++=office,
, ^zz++++=EXTRAWORD
pinned ^j+++xvbn+=pinned
his ^pp$+pp3+++=his
large ^jj+atrb+++=large
nickel ^nn++++=nickel-plated
- ^zz++++=EXTRAWORD
plated ^jj+atrb++xvbn+=EXTRAWORD
star ^nn++++=star
on ^in++++=on
his ^pp$+pp3+++=his
vest ^nn++++=vest,
, ^zz++++=EXTRAWORD
put ^jj+atrb++xvbn+=put
three ^cd++++=three
false ^jj+atrb+++=false
beards ^nns+++??+=beards
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Marshal ^npt++++=Marshal
received ^vbd+++xvbn+=received
him ^pp3o+pp3+++=him
cordially ^rb++++=cordially.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
Getz ^np+++??+=Getz
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
understand ^vb+vprv+++=understand,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wittaker ^np+nom++??+=Wittaker,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
nothing ^pn++++=nothing
to ^to++++=to
do ^vbi++++=do
with ^in++++=with
putting ^xvbg+++xvbg+=putting
you ^pp2+pp2+++=you
on ^in++++=on
this ^dt+dem+++=this
case ^nn++++=case.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
ask ^vbi++++=ask
you ^pp2+pp2+++=you
to ^in++++=to
report ^vb++++=report
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
every ^at++++=every
evening ^nn++++=evening."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
write ^vb++++=write
out ^rp+pl+++=out
a ^at++++=a
docket ^nn+++??+=docket,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philo ^np+++??+=Philo
Gubb ^np+++??+=Gubb.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
what ^wdt+who+++=what
them ^pp3o+pp3+++=them
French ^jj+atrb+++=French
deteckatives ^nns++++=deteckatives
did ^vbd+dod+vrb++=did
always ^rb++++=always."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
idea ^nn++++=idea!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wittaker ^np+nom++??+=Wittaker.
. ^zz++++=EXTRAWORD
" ^zz++++="Write
write ^vb++++=EXTRAWORD
out ^rp+pl+++=out
a ^at++++=a
docket ^nn+++??+=docket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
bring ^vb++++=bring
it ^pp3+it+++=it
in ^in++++=in
every ^at++++=every
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
go ^vb++++=go
over ^in++++=over
this ^dt+dem+++=this
Griscom ^np+++??+=Griscom
case ^nn++++=case,
, ^zz++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
understand ^vb+vprv+++=understand
how ^wrb+who+whcl++=how
to ^to++++=to
go ^vbi++++=go
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here,
, ^zz++++=EXTRAWORD
for ^in++++=for
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
house ^nn++++=house--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
clock ^nn++++=clock
on ^in++++=on
the ^ati++++=the
Marshal ^np++++=Marshal's
's ^$++++=EXTRAWORD
desk ^nn++++=desk
marked ^vbd+++xvbn+=marked
ten ^cd++++=ten
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
aware ^jj+pred+++=aware.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
had ^vbd+hvd+aux++=had
arisen ^vprf+++xvbn+=arisen
from ^in++++=from
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
poker ^nn++++=poker
game ^nn++++=game
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
Kidders ^nns+nom++??+=Kidders'
' ^zz++++=EXTRAWORD
Club ^nn++++=Club,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
telephone ^nn++++=telephone
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Marshal ^nn++++=Marshal
drew ^vbd+++xvbn+=drew
the ^ati++++=the
' ^zz++++='phone
phone ^nn++++=EXTRAWORD
toward ^in++++=toward
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes!"
yes ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
into ^in++++=into
the ^ati++++=the
telephone ^nn++++=telephone.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
Marshal ^npt++++=Marshal
